Energy (in eV), backscattering yield of material al2k-NASCAP at incidence 60.0 degree
   X,       Y
11510.0, 0.38370097
11520.0, 0.38367492
11530.0, 0.3836489
11540.0, 0.38362297
11550.0, 0.38359708
11560.0, 0.38357124
11570.0, 0.3835454
11580.0, 0.38351968
11590.0, 0.38349396
11600.0, 0.3834683
11610.0, 0.3834427
11620.0, 0.38341716
11630.0, 0.38339165
11640.0, 0.3833662
11650.0, 0.38334078
11660.0, 0.38331544
11670.0, 0.38329014
11680.0, 0.38326487
11690.0, 0.38323966
11700.0, 0.3832145
11710.0, 0.38318938
11720.0, 0.38316432
11730.0, 0.3831393
11740.0, 0.38311434
11750.0, 0.38308942
11760.0, 0.38306454
11770.0, 0.3830397
11780.0, 0.38301495
11790.0, 0.38299024
11800.0, 0.38296553
11810.0, 0.38294092
11820.0, 0.38291633
11830.0, 0.3828918
11840.0, 0.3828673
11850.0, 0.38284287
11860.0, 0.3828185
11870.0, 0.38279414
11880.0, 0.38276982
11890.0, 0.38274556
11900.0, 0.38272136
11910.0, 0.3826972
11920.0, 0.3826731
11930.0, 0.38264903
11940.0, 0.382625
11950.0, 0.38260105
11960.0, 0.3825771
11970.0, 0.38255322
11980.0, 0.3825294
11990.0, 0.3825056
12000.0, 0.38248187
12010.0, 0.38245818
12020.0, 0.38243452
12030.0, 0.38241094
12040.0, 0.38238737
12050.0, 0.38236386
12060.0, 0.3823404
12070.0, 0.38231698
12080.0, 0.38229358
12090.0, 0.38227025
12100.0, 0.38224697
12110.0, 0.38222373
12120.0, 0.38220054
12130.0, 0.38217738
12140.0, 0.3821543
12150.0, 0.38213122
12160.0, 0.3821082
12170.0, 0.38208523
12180.0, 0.38206232
12190.0, 0.38203943
12200.0, 0.38201657
12210.0, 0.38199377
12220.0, 0.38197103
12230.0, 0.38194832
12240.0, 0.38192567
12250.0, 0.38190305
12260.0, 0.3818805
12270.0, 0.38185796
12280.0, 0.38183546
12290.0, 0.38181302
12300.0, 0.38179064
12310.0, 0.38176826
12320.0, 0.38174596
12330.0, 0.3817237
12340.0, 0.38170147
12350.0, 0.38167927
12360.0, 0.38165715
12370.0, 0.38163504
12380.0, 0.381613
12390.0, 0.381591
12400.0, 0.381569
12410.0, 0.3815471
12420.0, 0.3815252
12430.0, 0.38150337
12440.0, 0.38148156
12450.0, 0.3814598
12460.0, 0.38143808
12470.0, 0.3814164
12480.0, 0.3813948
12490.0, 0.38137323
12500.0, 0.38135165
12510.0, 0.38133016
12520.0, 0.3813087
12530.0, 0.38128728
12540.0, 0.38126588
12550.0, 0.38124457
12560.0, 0.38122326
12570.0, 0.381202
12580.0, 0.3811808
12590.0, 0.38115963
12600.0, 0.3811385
12610.0, 0.3811174
12620.0, 0.38109633
12630.0, 0.38107535
12640.0, 0.38105437
12650.0, 0.38103345
12660.0, 0.38101256
12670.0, 0.38099173
12680.0, 0.3809709
12690.0, 0.38095015
12700.0, 0.3809294
12710.0, 0.38090876
12720.0, 0.3808881
12730.0, 0.38086748
12740.0, 0.38084695
12750.0, 0.3808264
12760.0, 0.38080594
12770.0, 0.3807855
12780.0, 0.38076508
12790.0, 0.38074473
12800.0, 0.3807244
12810.0, 0.3807041
12820.0, 0.38068387
12830.0, 0.38066366
12840.0, 0.3806435
12850.0, 0.38062337
12860.0, 0.38060328
12870.0, 0.38058323
12880.0, 0.3805632
12890.0, 0.38054323
12900.0, 0.3805233
12910.0, 0.38050342
12920.0, 0.38048354
12930.0, 0.38046375
12940.0, 0.38044396
12950.0, 0.38042423
12960.0, 0.38040453
12970.0, 0.38038486
12980.0, 0.38036525
12990.0, 0.38034564
13000.0, 0.3803261
13010.0, 0.3803066
13020.0, 0.3802871
13030.0, 0.38026768
13040.0, 0.3802483
13050.0, 0.38022894
13060.0, 0.38020962
13070.0, 0.38019034
13080.0, 0.3801711
13090.0, 0.38015187
13100.0, 0.3801327
13110.0, 0.38011357
13120.0, 0.38009447
13130.0, 0.38007542
13140.0, 0.38005638
13150.0, 0.3800374
13160.0, 0.38001847
13170.0, 0.37999955
13180.0, 0.37998068
13190.0, 0.37996185
13200.0, 0.37994304
13210.0, 0.37992427
13220.0, 0.37990555
13230.0, 0.37988687
13240.0, 0.3798682
13250.0, 0.37984958
13260.0, 0.37983102
13270.0, 0.37981245
13280.0, 0.37979397
13290.0, 0.37977546
13300.0, 0.37975705
13310.0, 0.37973863
13320.0, 0.37972027
13330.0, 0.37970194
13340.0, 0.37968364
13350.0, 0.37966537
13360.0, 0.37964717
13370.0, 0.379629
13380.0, 0.37961084
13390.0, 0.37959272
13400.0, 0.37957463
13410.0, 0.3795566
13420.0, 0.37953857
13430.0, 0.3795206
13440.0, 0.37950265
13450.0, 0.37948477
13460.0, 0.3794669
13470.0, 0.37944904
13480.0, 0.37943125
13490.0, 0.3794135
13500.0, 0.37939575
13510.0, 0.37937805
13520.0, 0.3793604
13530.0, 0.37934276
13540.0, 0.37932515
13550.0, 0.37930763
13560.0, 0.37929007
13570.0, 0.3792726
13580.0, 0.37925515
13590.0, 0.37923774
13600.0, 0.37922034
13610.0, 0.37920296
13620.0, 0.37918568
13630.0, 0.37916836
13640.0, 0.3791511
13650.0, 0.3791339
13660.0, 0.3791167
13670.0, 0.37909958
13680.0, 0.37908244
13690.0, 0.37906536
13700.0, 0.37904832
13710.0, 0.3790313
13720.0, 0.3790143
13730.0, 0.37899736
13740.0, 0.37898043
13750.0, 0.37896356
13760.0, 0.3789467
13770.0, 0.37892988
13780.0, 0.3789131
13790.0, 0.37889636
13800.0, 0.3788796
13810.0, 0.37886292
13820.0, 0.3788463
13830.0, 0.37882966
13840.0, 0.37881306
13850.0, 0.3787965
13860.0, 0.37877998
13870.0, 0.37876347
13880.0, 0.37874702
13890.0, 0.37873057
13900.0, 0.3787142
13910.0, 0.3786978
13920.0, 0.37868148
13930.0, 0.37866518
13940.0, 0.37864894
13950.0, 0.37863266
13960.0, 0.37861648
13970.0, 0.3786003
13980.0, 0.37858418
13990.0, 0.37856805
14000.0, 0.37855196
14010.0, 0.37853593
14020.0, 0.3785199
14030.0, 0.37850392
14040.0, 0.37848794
14050.0, 0.37847203
14060.0, 0.37845615
14070.0, 0.3784403
14080.0, 0.37842447
14090.0, 0.37840867
14100.0, 0.37839288
14110.0, 0.37837714
14120.0, 0.37836143
14130.0, 0.37834576
14140.0, 0.37833014
14150.0, 0.37831452
14160.0, 0.37829894
14170.0, 0.37828338
14180.0, 0.37826785
14190.0, 0.37825236
14200.0, 0.37823692
14210.0, 0.37822145
14220.0, 0.37820607
14230.0, 0.3781907
14240.0, 0.37817535
14250.0, 0.37816003
14260.0, 0.37814477
14270.0, 0.3781295
14280.0, 0.37811428
14290.0, 0.37809908
14300.0, 0.37808394
14310.0, 0.3780688
14320.0, 0.37805372
14330.0, 0.37803864
14340.0, 0.37802356
14350.0, 0.37800857
14360.0, 0.37799358
14370.0, 0.37797862
14380.0, 0.3779637
14390.0, 0.37794882
14400.0, 0.37793395
14410.0, 0.3779191
14420.0, 0.3779043
14430.0, 0.3778895
14440.0, 0.37787476
14450.0, 0.37786004
14460.0, 0.37784535
14470.0, 0.37783068
14480.0, 0.37781605
14490.0, 0.37780142
14500.0, 0.37778684
14510.0, 0.3777723
14520.0, 0.3777578
14530.0, 0.37774327
14540.0, 0.37772882
14550.0, 0.3777144
14560.0, 0.3777
14570.0, 0.3776856
14580.0, 0.37767124
14590.0, 0.37765694
14600.0, 0.37764263
14610.0, 0.37762836
14620.0, 0.37761414
14630.0, 0.3775999
14640.0, 0.3775857
14650.0, 0.37757158
14660.0, 0.37755743
14670.0, 0.37754336
14680.0, 0.37752926
14690.0, 0.37751523
14700.0, 0.3775012
14710.0, 0.3774872
14720.0, 0.37747324
14730.0, 0.37745932
14740.0, 0.37744543
14750.0, 0.3774315
14760.0, 0.37741768
14770.0, 0.37740386
14780.0, 0.37739006
14790.0, 0.3773763
14800.0, 0.37736252
14810.0, 0.3773488
14820.0, 0.3773351
14830.0, 0.37732145
14840.0, 0.37730783
14850.0, 0.3772942
14860.0, 0.37728062
14870.0, 0.37726706
14880.0, 0.37725353
14890.0, 0.37724003
14900.0, 0.37722656
14910.0, 0.3772131
14920.0, 0.37719968
14930.0, 0.37718627
14940.0, 0.3771729
14950.0, 0.37715957
14960.0, 0.37714624
14970.0, 0.37713295
14980.0, 0.37711966
14990.0, 0.37710643
15000.0, 0.37709323
15010.0, 0.37708002
15020.0, 0.37706685
15030.0, 0.3770537
15040.0, 0.37704062
15050.0, 0.3770275
15060.0, 0.3770145
15070.0, 0.37700143
15080.0, 0.37698844
15090.0, 0.37697545
15100.0, 0.37696248
15110.0, 0.37694955
15120.0, 0.37693664
15130.0, 0.37692377
15140.0, 0.3769109
15150.0, 0.37689805
15160.0, 0.37688527
15170.0, 0.37687248
15180.0, 0.37685972
15190.0, 0.376847
15200.0, 0.37683427
15210.0, 0.3768216
15220.0, 0.37680894
15230.0, 0.3767963
15240.0, 0.3767837
15250.0, 0.37677112
15260.0, 0.37675858
15270.0, 0.37674603
15280.0, 0.37673354
15290.0, 0.37672105
15300.0, 0.3767086
15310.0, 0.37669614
15320.0, 0.37668374
15330.0, 0.37667134
15340.0, 0.37665898
15350.0, 0.37664667
15360.0, 0.37663433
15370.0, 0.37662205
15380.0, 0.37660977
15390.0, 0.37659755
15400.0, 0.37658533
15410.0, 0.37657315
15420.0, 0.376561
15430.0, 0.37654883
15440.0, 0.3765367
15450.0, 0.3765246
15460.0, 0.37651253
15470.0, 0.3765005
15480.0, 0.37648845
15490.0, 0.37647647
15500.0, 0.3764645
15510.0, 0.37645254
15520.0, 0.3764406
15530.0, 0.3764287
15540.0, 0.3764168
15550.0, 0.37640494
15560.0, 0.3763931
15570.0, 0.3763813
15580.0, 0.3763695
15590.0, 0.37635773
15600.0, 0.376346
15610.0, 0.37633425
15620.0, 0.37632257
15630.0, 0.3763109
15640.0, 0.37629923
15650.0, 0.3762876
15660.0, 0.37627602
15670.0, 0.37626442
15680.0, 0.37625286
15690.0, 0.37624133
15700.0, 0.37622982
15710.0, 0.37621832
15720.0, 0.37620685
15730.0, 0.3761954
15740.0, 0.37618396
15750.0, 0.37617257
15760.0, 0.3761612
15770.0, 0.37614983
15780.0, 0.37613848
15790.0, 0.37612718
15800.0, 0.3761159
15810.0, 0.37610462
15820.0, 0.37609336
15830.0, 0.37608215
15840.0, 0.37607095
15850.0, 0.37605977
15860.0, 0.37604862
15870.0, 0.37603748
15880.0, 0.37602636
15890.0, 0.37601528
15900.0, 0.3760042
15910.0, 0.37599316
15920.0, 0.3759821
15930.0, 0.3759711
15940.0, 0.3759601
15950.0, 0.37594914
15960.0, 0.3759382
15970.0, 0.3759273
15980.0, 0.37591642
15990.0, 0.37590554
16000.0, 0.37589467
16010.0, 0.37588385
16020.0, 0.37587303
16030.0, 0.37586224
16040.0, 0.37585145
16050.0, 0.37584072
16060.0, 0.37583
16070.0, 0.3758193
16080.0, 0.3758086
16090.0, 0.37579793
16100.0, 0.3757873
16110.0, 0.37577668
16120.0, 0.37576607
16130.0, 0.3757555
16140.0, 0.37574494
16150.0, 0.3757344
16160.0, 0.37572387
16170.0, 0.37571338
16180.0, 0.3757029
16190.0, 0.37569246
16200.0, 0.37568203
16210.0, 0.3756716
16220.0, 0.37566122
16230.0, 0.37565082
16240.0, 0.37564048
16250.0, 0.37563014
16260.0, 0.37561983
16270.0, 0.37560955
16280.0, 0.37559927
16290.0, 0.37558904
16300.0, 0.3755788
16310.0, 0.37556857
16320.0, 0.37555838
16330.0, 0.3755482
16340.0, 0.37553805
16350.0, 0.37552792
16360.0, 0.37551782
16370.0, 0.37550774
16380.0, 0.37549767
16390.0, 0.3754876
16400.0, 0.37547758
16410.0, 0.37546757
16420.0, 0.37545756
16430.0, 0.3754476
16440.0, 0.37543765
16450.0, 0.37542772
16460.0, 0.3754178
16470.0, 0.3754079
16480.0, 0.37539804
16490.0, 0.37538818
16500.0, 0.37537834
16510.0, 0.37536854
16520.0, 0.37535873
16530.0, 0.37534896
16540.0, 0.3753392
16550.0, 0.37532946
16560.0, 0.37531975
16570.0, 0.37531003
16580.0, 0.37530038
16590.0, 0.3752907
16600.0, 0.37528107
16610.0, 0.3752714
16620.0, 0.37526184
16630.0, 0.37525225
16640.0, 0.37524268
16650.0, 0.3752331
16660.0, 0.37522358
16670.0, 0.37521407
16680.0, 0.3752046
16690.0, 0.37519512
16700.0, 0.37518567
16710.0, 0.37517622
16720.0, 0.3751668
16730.0, 0.37515742
16740.0, 0.37514803
16750.0, 0.37513867
16760.0, 0.3751293
16770.0, 0.37512
16780.0, 0.3751107
16790.0, 0.37510142
16800.0, 0.37509215
16810.0, 0.37508288
16820.0, 0.37507364
16830.0, 0.37506446
16840.0, 0.37505525
16850.0, 0.37504607
16860.0, 0.3750369
16870.0, 0.37502775
16880.0, 0.37501863
16890.0, 0.37500954
16900.0, 0.37500045
16910.0, 0.3749914
16920.0, 0.37498233
16930.0, 0.37497327
16940.0, 0.37496427
16950.0, 0.37495527
16960.0, 0.3749463
16970.0, 0.37493733
16980.0, 0.37492839
16990.0, 0.37491944
17000.0, 0.37491053
17010.0, 0.37490165
17020.0, 0.37489277
17030.0, 0.37488392
17040.0, 0.37487507
17050.0, 0.37486625
17060.0, 0.37485743
17070.0, 0.37484866
17080.0, 0.3748399
17090.0, 0.37483114
17100.0, 0.3748224
17110.0, 0.37481368
17120.0, 0.37480497
17130.0, 0.3747963
17140.0, 0.37478763
17150.0, 0.374779
17160.0, 0.37477034
17170.0, 0.37476173
17180.0, 0.37475315
17190.0, 0.37474453
17200.0, 0.37473598
17210.0, 0.37472743
17220.0, 0.3747189
17230.0, 0.37471038
17240.0, 0.3747019
17250.0, 0.37469342
17260.0, 0.37468493
17270.0, 0.3746765
17280.0, 0.37466806
17290.0, 0.37465966
17300.0, 0.37465125
17310.0, 0.37464288
17320.0, 0.3746345
17330.0, 0.37462616
17340.0, 0.37461784
17350.0, 0.3746095
17360.0, 0.37460122
17370.0, 0.37459293
17380.0, 0.37458467
17390.0, 0.37457642
17400.0, 0.3745682
17410.0, 0.37455997
17420.0, 0.37455177
17430.0, 0.37454358
17440.0, 0.3745354
17450.0, 0.37452725
17460.0, 0.37451914
17470.0, 0.374511
17480.0, 0.3745029
17490.0, 0.37449482
17500.0, 0.37448674
17510.0, 0.3744787
17520.0, 0.37447065
17530.0, 0.37446263
17540.0, 0.37445462
17550.0, 0.37444663
17560.0, 0.37443867
17570.0, 0.3744307
17580.0, 0.37442273
17590.0, 0.37441483
17600.0, 0.3744069
17610.0, 0.374399
17620.0, 0.3743911
17630.0, 0.37438327
17640.0, 0.3743754
17650.0, 0.3743676
17660.0, 0.37435976
17670.0, 0.37435195
17680.0, 0.37434414
17690.0, 0.3743364
17700.0, 0.37432864
17710.0, 0.3743209
17720.0, 0.37431315
17730.0, 0.37430543
17740.0, 0.37429774
17750.0, 0.37429005
17760.0, 0.3742824
17770.0, 0.37427476
17780.0, 0.3742671
17790.0, 0.37425947
17800.0, 0.37425187
17810.0, 0.3742443
17820.0, 0.3742367
17830.0, 0.37422916
17840.0, 0.37422162
17850.0, 0.37421405
17860.0, 0.37420657
17870.0, 0.37419906
17880.0, 0.37419155
17890.0, 0.3741841
17900.0, 0.37417662
17910.0, 0.3741692
17920.0, 0.37416175
17930.0, 0.37415436
17940.0, 0.37414697
17950.0, 0.37413958
17960.0, 0.37413222
17970.0, 0.37412483
17980.0, 0.37411752
17990.0, 0.3741102
18000.0, 0.37410286
18010.0, 0.3740956
18020.0, 0.3740883
18030.0, 0.37408102
18040.0, 0.37407377
18050.0, 0.37406653
18060.0, 0.37405932
18070.0, 0.3740521
18080.0, 0.3740449
18090.0, 0.3740377
18100.0, 0.37403056
18110.0, 0.3740234
18120.0, 0.37401626
18130.0, 0.37400913
18140.0, 0.37400204
18150.0, 0.37399495
18160.0, 0.37398785
18170.0, 0.37398076
18180.0, 0.37397373
18190.0, 0.3739667
18200.0, 0.37395966
18210.0, 0.37395263
18220.0, 0.37394565
18230.0, 0.37393865
18240.0, 0.37393168
18250.0, 0.37392473
18260.0, 0.3739178
18270.0, 0.37391084
18280.0, 0.37390393
18290.0, 0.37389702
18300.0, 0.37389016
18310.0, 0.37388328
18320.0, 0.3738764
18330.0, 0.37386957
18340.0, 0.37386274
18350.0, 0.3738559
18360.0, 0.3738491
18370.0, 0.3738423
18380.0, 0.37383553
18390.0, 0.37382874
18400.0, 0.373822
18410.0, 0.37381527
18420.0, 0.37380853
18430.0, 0.37380183
18440.0, 0.3737951
18450.0, 0.37378842
18460.0, 0.37378174
18470.0, 0.3737751
18480.0, 0.37376845
18490.0, 0.3737618
18500.0, 0.3737552
18510.0, 0.37374857
18520.0, 0.37374198
18530.0, 0.3737354
18540.0, 0.3737288
18550.0, 0.37372226
18560.0, 0.37371573
18570.0, 0.3737092
18580.0, 0.37370268
18590.0, 0.37369618
18600.0, 0.37368968
18610.0, 0.3736832
18620.0, 0.37367675
18630.0, 0.37367028
18640.0, 0.37366384
18650.0, 0.37365744
18660.0, 0.373651
18670.0, 0.37364462
18680.0, 0.3736382
18690.0, 0.37363183
18700.0, 0.3736255
18710.0, 0.3736191
18720.0, 0.3736128
18730.0, 0.37360647
18740.0, 0.37360013
18750.0, 0.37359387
18760.0, 0.37358755
18770.0, 0.37358126
18780.0, 0.373575
18790.0, 0.37356877
18800.0, 0.3735625
18810.0, 0.3735563
18820.0, 0.3735501
18830.0, 0.3735439
18840.0, 0.3735377
18850.0, 0.37353152
18860.0, 0.37352535
18870.0, 0.3735192
18880.0, 0.37351304
18890.0, 0.37350693
18900.0, 0.37350082
18910.0, 0.3734947
18920.0, 0.37348863
18930.0, 0.37348253
18940.0, 0.37347648
18950.0, 0.3734704
18960.0, 0.37346438
18970.0, 0.37345833
18980.0, 0.3734523
18990.0, 0.37344632
19000.0, 0.3734403
19010.0, 0.3734343
19020.0, 0.37342834
19030.0, 0.37342238
19040.0, 0.37341645
19050.0, 0.37341052
19060.0, 0.3734046
19070.0, 0.37339866
19080.0, 0.37339276
19090.0, 0.37338686
19100.0, 0.373381
19110.0, 0.37337515
19120.0, 0.37336928
19130.0, 0.37336344
19140.0, 0.3733576
19150.0, 0.37335178
19160.0, 0.37334597
19170.0, 0.37334016
19180.0, 0.37333438
19190.0, 0.3733286
19200.0, 0.37332284
19210.0, 0.3733171
19220.0, 0.37331134
19230.0, 0.37330562
19240.0, 0.3732999
19250.0, 0.3732942
19260.0, 0.3732885
19270.0, 0.37328282
19280.0, 0.37327716
19290.0, 0.3732715
19300.0, 0.37326586
19310.0, 0.3732602
19320.0, 0.37325457
19330.0, 0.37324896
19340.0, 0.37324336
19350.0, 0.37323776
19360.0, 0.3732322
19370.0, 0.3732266
19380.0, 0.37322104
19390.0, 0.3732155
19400.0, 0.37320995
19410.0, 0.3732044
19420.0, 0.37319893
19430.0, 0.3731934
19440.0, 0.3731879
19450.0, 0.37318242
19460.0, 0.37317696
19470.0, 0.37317148
19480.0, 0.37316602
19490.0, 0.3731606
19500.0, 0.37315518
19510.0, 0.37314975
19520.0, 0.37314433
19530.0, 0.37313893
19540.0, 0.37313354
19550.0, 0.37312818
19560.0, 0.3731228
19570.0, 0.37311745
19580.0, 0.3731121
19590.0, 0.37310678
19600.0, 0.37310144
19610.0, 0.37309614
19620.0, 0.37309083
19630.0, 0.37308553
19640.0, 0.37308028
19650.0, 0.373075
19660.0, 0.37306973
19670.0, 0.3730645
19680.0, 0.37305924
19690.0, 0.37305403
19700.0, 0.37304878
19710.0, 0.3730436
19720.0, 0.37303838
19730.0, 0.37303323
19740.0, 0.373028
19750.0, 0.37302288
19760.0, 0.37301773
19770.0, 0.37301257
19780.0, 0.37300742
19790.0, 0.3730023
19800.0, 0.3729972
19810.0, 0.37299207
19820.0, 0.37298697
19830.0, 0.3729819
19840.0, 0.37297684
19850.0, 0.37297174
19860.0, 0.3729667
19870.0, 0.37296164
19880.0, 0.3729566
19890.0, 0.3729516
19900.0, 0.3729466
19910.0, 0.37294155
19920.0, 0.37293658
19930.0, 0.3729316
19940.0, 0.37292662
19950.0, 0.37292165
19960.0, 0.3729167
19970.0, 0.37291175
19980.0, 0.3729068
19990.0, 0.3729019
20000.0, 0.37289697
20010.0, 0.37289205
20020.0, 0.37288716
20030.0, 0.37288228
20040.0, 0.3728774
20050.0, 0.37287253
20060.0, 0.37286767
20070.0, 0.37286282
20080.0, 0.372858
20090.0, 0.37285316
20100.0, 0.37284833
20110.0, 0.37284353
20120.0, 0.37283874
20130.0, 0.37283394
20140.0, 0.37282917
20150.0, 0.37282437
20160.0, 0.37281963
20170.0, 0.37281486
20180.0, 0.37281013
20190.0, 0.3728054
20200.0, 0.37280065
20210.0, 0.37279594
20220.0, 0.37279123
20230.0, 0.37278655
20240.0, 0.37278184
20250.0, 0.37277716
20260.0, 0.3727725
20270.0, 0.37276784
20280.0, 0.37276322
20290.0, 0.37275857
20300.0, 0.37275392
20310.0, 0.3727493
20320.0, 0.3727447
20330.0, 0.3727401
20340.0, 0.37273547
20350.0, 0.3727309
20360.0, 0.37272632
20370.0, 0.37272176
20380.0, 0.3727172
20390.0, 0.37271264
20400.0, 0.3727081
20410.0, 0.37270358
20420.0, 0.37269905
20430.0, 0.37269455
20440.0, 0.37269005
20450.0, 0.37268555
20460.0, 0.37268105
20470.0, 0.37267658
20480.0, 0.3726721
20490.0, 0.37266764
20500.0, 0.3726632
20510.0, 0.37265876
20520.0, 0.37265432
20530.0, 0.3726499
20540.0, 0.37264547
20550.0, 0.37264106
20560.0, 0.37263668
20570.0, 0.3726323
20580.0, 0.3726279
20590.0, 0.37262353
20600.0, 0.37261915
20610.0, 0.3726148
20620.0, 0.37261045
20630.0, 0.37260613
20640.0, 0.37260178
20650.0, 0.37259746
20660.0, 0.37259316
20670.0, 0.37258884
20680.0, 0.37258455
20690.0, 0.37258026
20700.0, 0.372576
20710.0, 0.37257174
20720.0, 0.37256745
20730.0, 0.3725632
20740.0, 0.37255898
20750.0, 0.37255475
20760.0, 0.3725505
20770.0, 0.3725463
20780.0, 0.37254208
20790.0, 0.37253788
20800.0, 0.37253368
20810.0, 0.3725295
20820.0, 0.3725253
20830.0, 0.37252116
20840.0, 0.372517
20850.0, 0.37251285
20860.0, 0.3725087
20870.0, 0.37250456
20880.0, 0.37250045
20890.0, 0.3724963
20900.0, 0.3724922
20910.0, 0.37248808
20920.0, 0.372484
20930.0, 0.37247992
20940.0, 0.37247583
20950.0, 0.37247178
20960.0, 0.37246773
20970.0, 0.37246364
20980.0, 0.37245962
20990.0, 0.37245557
21000.0, 0.3724515
21010.0, 0.37244752
21020.0, 0.3724435
21030.0, 0.37243947
21040.0, 0.37243548
21050.0, 0.37243152
21060.0, 0.37242752
21070.0, 0.37242353
21080.0, 0.37241957
21090.0, 0.37241563
21100.0, 0.37241167
21110.0, 0.3724077
21120.0, 0.3724038
21130.0, 0.37239987
21140.0, 0.37239596
21150.0, 0.37239203
21160.0, 0.37238812
21170.0, 0.37238422
21180.0, 0.37238035
21190.0, 0.37237647
21200.0, 0.3723726
21210.0, 0.37236872
21220.0, 0.37236485
21230.0, 0.372361
21240.0, 0.3723572
21250.0, 0.37235335
21260.0, 0.3723495
21270.0, 0.3723457
21280.0, 0.3723419
21290.0, 0.37233806
21300.0, 0.37233427
21310.0, 0.3723305
21320.0, 0.3723267
21330.0, 0.37232295
21340.0, 0.3723192
21350.0, 0.3723154
21360.0, 0.37231165
21370.0, 0.3723079
21380.0, 0.37230417
21390.0, 0.37230045
21400.0, 0.37229672
21410.0, 0.37229303
21420.0, 0.3722893
21430.0, 0.3722856
21440.0, 0.3722819
21450.0, 0.37227824
21460.0, 0.37227455
21470.0, 0.37227088
21480.0, 0.37226722
21490.0, 0.37226355
21500.0, 0.3722599
21510.0, 0.37225628
21520.0, 0.37225264
21530.0, 0.372249
21540.0, 0.3722454
21550.0, 0.3722418
21560.0, 0.37223816
21570.0, 0.37223458
21580.0, 0.37223098
21590.0, 0.3722274
21600.0, 0.37222382
21610.0, 0.37222025
21620.0, 0.37221667
21630.0, 0.37221316
21640.0, 0.37220958
21650.0, 0.37220606
21660.0, 0.37220252
21670.0, 0.372199
21680.0, 0.37219548
21690.0, 0.37219194
21700.0, 0.37218845
21710.0, 0.37218493
21720.0, 0.37218145
21730.0, 0.37217796
21740.0, 0.3721745
21750.0, 0.372171
21760.0, 0.37216756
21770.0, 0.3721641
21780.0, 0.37216064
21790.0, 0.37215722
21800.0, 0.37215376
21810.0, 0.37215033
21820.0, 0.37214693
21830.0, 0.3721435
21840.0, 0.37214008
21850.0, 0.37213668
21860.0, 0.37213328
21870.0, 0.37212992
21880.0, 0.37212652
21890.0, 0.37212312
21900.0, 0.37211978
21910.0, 0.37211642
21920.0, 0.37211305
21930.0, 0.3721097
21940.0, 0.37210634
21950.0, 0.372103
21960.0, 0.3720997
21970.0, 0.37209636
21980.0, 0.37209305
21990.0, 0.37208974
22000.0, 0.37208644
22010.0, 0.37208316
22020.0, 0.37207988
22030.0, 0.37207657
22040.0, 0.3720733
22050.0, 0.37207004
22060.0, 0.37206677
22070.0, 0.37206352
22080.0, 0.37206027
22090.0, 0.37205702
22100.0, 0.37205377
22110.0, 0.37205055
22120.0, 0.37204733
22130.0, 0.3720441
22140.0, 0.37204087
22150.0, 0.37203768
22160.0, 0.3720345
22170.0, 0.37203127
22180.0, 0.3720281
22190.0, 0.37202492
22200.0, 0.37202176
22210.0, 0.37201858
22220.0, 0.37201542
22230.0, 0.37201226
22240.0, 0.37200913
22250.0, 0.37200597
22260.0, 0.37200284
22270.0, 0.3719997
22280.0, 0.37199658
22290.0, 0.37199348
22300.0, 0.37199035
22310.0, 0.37198725
22320.0, 0.37198415
22330.0, 0.37198105
22340.0, 0.37197796
22350.0, 0.3719749
22360.0, 0.37197182
22370.0, 0.37196875
22380.0, 0.37196568
22390.0, 0.37196264
22400.0, 0.37195957
22410.0, 0.37195653
22420.0, 0.3719535
22430.0, 0.37195048
22440.0, 0.37194744
22450.0, 0.37194443
22460.0, 0.37194142
22470.0, 0.37193838
22480.0, 0.3719354
22490.0, 0.3719324
22500.0, 0.3719294
22510.0, 0.37192643
22520.0, 0.37192345
22530.0, 0.37192047
22540.0, 0.37191752
22550.0, 0.37191454
22560.0, 0.37191162
22570.0, 0.37190863
22580.0, 0.37190568
22590.0, 0.37190276
22600.0, 0.37189984
22610.0, 0.37189692
22620.0, 0.371894
22630.0, 0.37189108
22640.0, 0.37188816
22650.0, 0.37188527
22660.0, 0.37188238
22670.0, 0.3718795
22680.0, 0.3718766
22690.0, 0.3718737
22700.0, 0.37187085
22710.0, 0.37186798
22720.0, 0.37186512
22730.0, 0.37186226
22740.0, 0.3718594
22750.0, 0.37185657
22760.0, 0.37185374
22770.0, 0.3718509
22780.0, 0.37184808
22790.0, 0.37184525
22800.0, 0.3718424
22810.0, 0.3718396
22820.0, 0.3718368
22830.0, 0.371834
22840.0, 0.3718312
22850.0, 0.37182844
22860.0, 0.37182567
22870.0, 0.37182286
22880.0, 0.3718201
22890.0, 0.37181735
22900.0, 0.37181458
22910.0, 0.37181184
22920.0, 0.37180907
22930.0, 0.37180632
22940.0, 0.37180358
22950.0, 0.37180084
22960.0, 0.37179813
22970.0, 0.3717954
22980.0, 0.3717927
22990.0, 0.37178996
23000.0, 0.37178725
23010.0, 0.37178457
23020.0, 0.37178186
23030.0, 0.37177917
23040.0, 0.3717765
23050.0, 0.3717738
23060.0, 0.37177116
23070.0, 0.37176847
23080.0, 0.37176582
23090.0, 0.37176314
23100.0, 0.37176052
23110.0, 0.37175784
23120.0, 0.3717552
23130.0, 0.37175256
23140.0, 0.37174994
23150.0, 0.37174731
