Time (s) ,simulation time step (s)
4.4418743E-5, -6.582883
4.468003E-5, -6.582883
4.4941316E-5, -6.582883
4.5202603E-5, -6.582883
4.5463887E-5, -6.582883
4.5725174E-5, -6.582883
4.598646E-5, -6.582883
4.6247747E-5, -6.582883
4.6509034E-5, -6.582883
4.677032E-5, -6.582883
4.7031608E-5, -6.582883
4.7292895E-5, -6.582883
4.7554182E-5, -6.582883
4.781547E-5, -6.582883
4.8076756E-5, -6.582883
4.8338043E-5, -6.582883
4.859933E-5, -6.582883
4.8860617E-5, -6.582883
4.9121903E-5, -6.582883
4.938319E-5, -6.582883
4.9644477E-5, -6.582883
4.9905764E-5, -6.582883
5.016705E-5, -6.582883
5.0428334E-5, -6.582883
5.068962E-5, -6.582883
5.095091E-5, -6.582883
5.1212195E-5, -6.582883
5.1473482E-5, -6.582883
5.173477E-5, -6.582883
5.1996056E-5, -6.582883
5.2257343E-5, -6.582883
5.251863E-5, -6.582883
5.2779917E-5, -6.582883
5.3041204E-5, -6.582883
5.330249E-5, -6.582883
5.3563777E-5, -6.582883
5.3825064E-5, -6.582883
5.408635E-5, -6.582883
5.4347638E-5, -6.582883
5.4608925E-5, -6.582883
5.4870212E-5, -6.582883
5.5131495E-5, -6.582883
5.5392782E-5, -6.582883
5.565407E-5, -6.582883
5.5915356E-5, -6.582883
5.6176643E-5, -6.582883
5.643793E-5, -6.582883
5.6699217E-5, -6.582883
5.6960504E-5, -6.582883
5.722179E-5, -6.582883
5.7483077E-5, -6.582883
5.7744364E-5, -6.582883
5.800565E-5, -6.582883
5.8266938E-5, -6.582883
5.8528225E-5, -6.582883
5.8789512E-5, -6.582883
5.90508E-5, -6.582883
5.9312086E-5, -6.582883
5.9573373E-5, -6.582883
5.9834656E-5, -6.582883
6.0095943E-5, -6.582883
6.035723E-5, -6.582883
6.0618517E-5, -6.582883
6.0879804E-5, -6.582883
6.1141094E-5, -6.582883
6.140238E-5, -6.582883
6.166367E-5, -6.582883
6.1924955E-5, -6.582883
6.2186235E-5, -6.582883
6.244752E-5, -6.582883
6.270881E-5, -6.582883
6.2970095E-5, -6.582883
6.323138E-5, -6.582883
6.349267E-5, -6.582883
6.3753956E-5, -6.582883
6.401524E-5, -6.582883
6.427653E-5, -6.582883
6.453782E-5, -6.582883
6.4799104E-5, -6.582883
6.506039E-5, -6.582883
6.532168E-5, -6.582883
6.5582964E-5, -6.582883
6.584425E-5, -6.582883
6.610554E-5, -6.582883
6.6366825E-5, -6.582883
6.662811E-5, -6.582883
6.68894E-5, -6.582883
6.7150686E-5, -6.582883
6.741197E-5, -6.582883
6.767326E-5, -6.582883
6.793455E-5, -6.582883
6.819583E-5, -6.582883
6.845712E-5, -6.582883
6.871841E-5, -6.582883
6.8979694E-5, -6.582883
6.924098E-5, -6.582883
6.950227E-5, -6.582883
6.9763555E-5, -6.582883
7.002484E-5, -6.582883
7.028613E-5, -6.582883
7.0547416E-5, -6.582883
7.08087E-5, -6.582883
7.106999E-5, -6.582883
7.133128E-5, -6.582883
7.159256E-5, -6.582883
7.185384E-5, -6.582883
7.211513E-5, -6.582883
7.237642E-5, -6.582883
7.2637704E-5, -6.582883
7.289899E-5, -6.582883
7.316028E-5, -6.582883
7.3421565E-5, -6.582883
7.368285E-5, -6.582883
7.394414E-5, -6.582883
7.4205425E-5, -6.582883
7.446671E-5, -6.582883
7.4728E-5, -6.582883
7.4989286E-5, -6.582883
7.525057E-5, -6.582883
7.551186E-5, -6.582883
7.577315E-5, -6.582883
7.6034434E-5, -6.582883
7.629572E-5, -6.582883
7.655701E-5, -6.582883
7.6818294E-5, -6.582883
7.707958E-5, -6.582883
7.734087E-5, -6.582883
7.7602155E-5, -6.582883
7.786344E-5, -6.582883
7.812473E-5, -6.582883
7.8386016E-5, -6.582883
7.86473E-5, -6.582883
7.890859E-5, -6.582883
7.916988E-5, -6.582883
7.943116E-5, -6.582883
7.969245E-5, -6.582883
7.995374E-5, -6.582883
8.0215024E-5, -6.582883
8.047631E-5, -6.582883
8.07376E-5, -6.582883
8.0998885E-5, -6.582883
8.1260165E-5, -6.582883
8.152145E-5, -6.582883
8.178274E-5, -6.582883
8.2044025E-5, -6.582883
8.230531E-5, -6.582883
8.25666E-5, -6.582883
8.2827886E-5, -6.582883
8.308917E-5, -6.582883
8.335046E-5, -6.582883
8.361175E-5, -6.582883
8.3873034E-5, -6.582883
8.413432E-5, -6.582883
8.439561E-5, -6.582883
8.4656895E-5, -6.582883
8.491818E-5, -6.582883
8.517947E-5, -6.582883
8.5440755E-5, -6.582883
8.570204E-5, -6.582883
8.596333E-5, -6.582883
8.6224616E-5, -6.582883
8.64859E-5, -6.582883
8.674719E-5, -6.582883
8.700848E-5, -6.582883
8.7269764E-5, -6.582883
8.753105E-5, -6.582883
8.779234E-5, -6.582883
8.8053624E-5, -6.582883
8.831491E-5, -6.582883
8.85762E-5, -6.582883
8.8837485E-5, -6.582883
8.909877E-5, -6.582883
8.936006E-5, -6.582883
8.9621346E-5, -6.582883
8.988263E-5, -6.582883
9.014392E-5, -6.582883
9.040521E-5, -6.582883
9.066649E-5, -6.582883
9.092777E-5, -6.582883
9.118906E-5, -6.582883
9.145035E-5, -6.582883
9.1711634E-5, -6.582883
9.197292E-5, -6.582883
9.223421E-5, -6.582883
9.2495495E-5, -6.582883
9.275678E-5, -6.582883
9.301807E-5, -6.582883
9.3279355E-5, -6.582883
9.354064E-5, -6.582883
9.380193E-5, -6.582883
9.4063216E-5, -6.582883
9.43245E-5, -6.582883
9.458579E-5, -6.582883
9.484708E-5, -6.582883
9.5108364E-5, -6.582883
9.536965E-5, -6.582883
9.563094E-5, -6.582883
9.5892225E-5, -6.582883
9.615351E-5, -6.582883
9.64148E-5, -6.582883
9.6676085E-5, -6.582883
9.693737E-5, -6.582883
9.719866E-5, -6.582883
9.7459946E-5, -6.582883
9.772123E-5, -6.582883
9.798252E-5, -6.582883
9.824381E-5, -6.582883
9.8505094E-5, -6.582883
9.876638E-5, -6.582883
9.902767E-5, -6.582883
9.9288955E-5, -6.582883
9.955024E-5, -6.582883
9.981153E-5, -6.582883
1.0E-4, -6.7247524
