Time (s) ,simulation time step (s)
13.326903, -1.69897
13.386903, -1.69897
13.446903, -1.69897
13.506904, -1.69897
13.566903, -1.69897
13.626904, -1.69897
13.686903, -1.69897
13.746903, -1.69897
13.806903, -1.69897
13.866903, -1.69897
13.926903, -1.69897
13.986903, -1.69897
14.046904, -1.69897
14.106903, -1.69897
14.1669035, -1.69897
14.226903, -1.69897
14.286903, -1.69897
14.346903, -1.69897
14.406903, -1.69897
14.466903, -1.69897
14.526903, -1.69897
14.586904, -1.69897
14.646903, -1.69897
14.706903, -1.69897
14.766903, -1.69897
14.826903, -1.69897
14.886903, -1.69897
14.946903, -1.69897
15.006903, -1.69897
15.066903, -1.69897
15.126904, -1.69897
15.186903, -1.69897
15.246903, -1.69897
15.306903, -1.69897
15.366903, -1.69897
15.426903, -1.69897
15.486903, -1.69897
15.546904, -1.69897
15.606903, -1.69897
15.6669035, -1.69897
15.726903, -1.69897
15.786903, -1.69897
15.846903, -1.69897
15.906903, -1.69897
15.966903, -1.69897
16.026903, -1.69897
16.086903, -1.69897
16.146904, -1.69897
16.206903, -1.69897
16.266903, -1.69897
16.326902, -1.69897
16.386904, -1.69897
16.446903, -1.69897
16.506903, -1.69897
16.566904, -1.69897
16.626904, -1.69897
16.686903, -1.69897
16.746902, -1.69897
16.806904, -1.69897
16.866903, -1.69897
16.926903, -1.69897
16.986902, -1.69897
17.046904, -1.69897
17.106903, -1.69897
17.166903, -1.69897
17.226904, -1.69897
17.286903, -1.69897
17.346903, -1.69897
17.406902, -1.69897
17.466904, -1.69897
17.526903, -1.69897
17.586903, -1.69897
17.646904, -1.69897
17.706903, -1.69897
17.766903, -1.69897
17.826902, -1.69897
17.886904, -1.69897
17.946903, -1.69897
18.006903, -1.69897
18.066902, -1.69897
18.126904, -1.69897
18.186903, -1.69897
18.246902, -1.69897
18.306904, -1.69897
18.366903, -1.69897
18.426903, -1.69897
18.486902, -1.69897
18.546904, -1.69897
18.606903, -1.69897
18.666903, -1.69897
18.726904, -1.69897
18.786903, -1.69897
18.846903, -1.69897
18.906902, -1.69897
18.966904, -1.69897
19.026903, -1.69897
19.086903, -1.69897
19.146904, -1.69897
19.206903, -1.69897
19.266903, -1.69897
19.326902, -1.69897
19.386904, -1.69897
19.446903, -1.69897
19.506903, -1.69897
19.566902, -1.69897
19.626904, -1.69897
19.686903, -1.69897
19.746902, -1.69897
19.806904, -1.69897
19.866903, -1.69897
19.926903, -1.69897
19.986902, -1.69897
20.05996, -1.6992915
20.139906, -1.6992915
20.219854, -1.6992501
20.2998, -1.6992501
20.379747, -1.6992501
20.459694, -1.6992501
20.53964, -1.6992501
20.619587, -1.6992501
20.699533, -1.6992501
20.77948, -1.6992501
20.859426, -1.6992915
20.939373, -1.6992915
21.019321, -1.6992501
21.099268, -1.6992501
21.179214, -1.6992501
21.259161, -1.6992501
21.339108, -1.6992501
21.419054, -1.6992501
21.499, -1.6992501
21.578947, -1.6992501
21.658894, -1.6992915
21.73884, -1.6992915
21.818787, -1.6992915
21.898735, -1.6992501
21.978682, -1.6992501
22.058628, -1.6992501
22.138575, -1.6992501
22.218521, -1.6992501
22.298468, -1.6992501
22.378414, -1.6992501
22.45836, -1.6992501
22.538307, -1.6992915
22.618256, -1.6992501
22.6982, -1.6992915
22.778149, -1.6992501
22.858095, -1.6992501
22.938042, -1.6992501
23.017988, -1.6992501
23.097935, -1.6992501
23.177881, -1.6992501
23.257828, -1.6992915
23.337774, -1.6992501
23.41772, -1.6992915
23.49767, -1.6992501
23.577616, -1.6992501
23.657562, -1.6992501
23.737509, -1.6992501
23.817455, -1.6992501
23.897402, -1.6992501
23.977348, -1.6992501
24.057295, -1.6992501
24.137241, -1.6992915
24.21719, -1.6992501
24.297134, -1.6992915
24.377083, -1.6992501
24.45703, -1.6992501
24.536976, -1.6992501
24.616922, -1.6992501
24.696869, -1.6992501
24.776815, -1.6992501
24.856762, -1.6992915
24.936708, -1.6992501
25.016655, -1.6992915
25.096603, -1.6992501
25.176548, -1.6992915
25.256496, -1.6992501
25.336443, -1.6992501
25.41639, -1.6992501
25.496336, -1.6992501
25.576283, -1.6992501
25.656229, -1.6992501
25.736176, -1.6992915
25.816122, -1.6992501
25.896069, -1.6992915
25.976017, -1.6992501
26.055964, -1.6992501
26.13591, -1.6992501
26.215857, -1.6992501
26.295803, -1.6992501
26.37575, -1.6992501
26.455696, -1.6992501
26.535643, -1.6992501
26.61559, -1.6992915
26.695538, -1.6992501
26.775482, -1.6992915
26.85543, -1.6992501
26.935377, -1.6992501
27.015324, -1.6992501
27.09527, -1.6992501
27.175217, -1.6992501
27.255163, -1.6992501
27.33511, -1.6992915
27.415056, -1.6992501
27.495003, -1.6992915
27.574951, -1.6992501
27.654896, -1.6992915
27.734844, -1.6992501
27.81479, -1.6992501
27.894737, -1.6992501
27.974684, -1.6992501
28.05463, -1.6992915
28.134577, -1.6992501
28.214523, -1.6992915
28.294472, -1.6992086
28.374416, -1.6992915
28.454365, -1.6992501
28.53431, -1.6992915
28.614258, -1.6992501
28.694204, -1.6992501
28.77415, -1.6992501
28.854097, -1.6992501
28.934044, -1.6992915
29.013992, -1.6992086
29.093937, -1.6992915
29.173885, -1.6992086
29.25383, -1.6992915
29.333778, -1.6992501
29.413723, -1.6992915
29.493671, -1.6992501
29.573618, -1.6992501
29.653564, -1.6992915
29.733511, -1.6992501
29.813457, -1.6992915
29.893406, -1.6992086
29.97335, -1.6992915
30.053299, -1.6992501
30.133244, -1.6992915
30.213192, -1.6992501
30.293139, -1.6992501
30.373085, -1.6992501
30.453032, -1.6992501
30.532978, -1.6992915
30.612925, -1.6992501
30.692871, -1.6992915
30.77282, -1.6992086
30.852764, -1.6992915
30.932713, -1.6992501
31.012657, -1.6992915
31.092606, -1.6992501
31.172552, -1.6992501
31.252499, -1.6992501
31.332445, -1.6992501
31.412392, -1.6992915
31.49234, -1.6992086
31.572285, -1.6992915
31.652233, -1.6992086
31.732178, -1.6992915
31.812126, -1.6992501
31.892073, -1.6992501
31.97202, -1.6992501
32.051964, -1.6992915
32.131912, -1.6992915
32.21186, -1.6992086
32.291805, -1.6992915
32.371754, -1.6992086
32.4517, -1.6992915
32.531647, -1.6992086
32.61159, -1.6992915
32.69154, -1.6992915
32.771484, -1.6992915
32.851433, -1.6992086
32.93138, -1.6992086
33.011326, -1.6992915
33.09127, -1.6992915
33.17122, -1.6992915
33.251167, -1.6992086
33.331112, -1.6992915
33.41106, -1.6992915
33.491005, -1.6992915
33.570953, -1.6992086
33.6509, -1.6992086
33.730846, -1.6992915
33.81079, -1.6992915
33.89074, -1.6992915
33.970688, -1.6992086
34.050632, -1.6992915
34.13058, -1.6992086
34.210526, -1.6992915
34.290474, -1.6992086
34.370422, -1.6992086
34.450367, -1.6992915
34.53031, -1.6992915
34.61026, -1.6992915
34.69021, -1.6992086
34.770153, -1.6992915
34.8501, -1.6992086
34.930046, -1.6992915
35.009995, -1.6992086
35.08994, -1.6992915
35.169888, -1.6992915
35.249832, -1.6992915
35.32978, -1.6992086
35.40973, -1.6992086
35.489674, -1.6992915
35.569622, -1.6992086
35.649567, -1.6992915
35.729515, -1.6992086
35.80946, -1.6992915
35.88941, -1.6992915
35.969353, -1.6992915
36.0493, -1.6992086
36.12925, -1.6992086
36.209194, -1.6992915
36.28914, -1.6992915
36.369087, -1.6992086
36.449036, -1.6992086
36.52898, -1.6992915
36.60893, -1.6992915
36.688873, -1.6992915
36.76882, -1.6992086
36.84877, -1.6992086
36.928715, -1.6992915
37.00866, -1.6992915
37.088608, -1.6992086
37.168556, -1.6992086
37.2485, -1.6992915
37.328445, -1.6993744
37.408394, -1.6992915
37.488342, -1.6992086
37.56829, -1.6992086
37.648235, -1.6992915
37.72818, -1.6992915
37.80813, -1.6992086
37.888077, -1.6992086
37.96802, -1.6992915
38.047966, -1.6993744
38.127914, -1.6992915
38.207863, -1.6992086
38.28781, -1.6992086
38.367756, -1.6992915
38.4477, -1.6992915
38.52765, -1.6992086
38.607597, -1.6992086
38.687542, -1.6992915
38.767487, -1.6992915
38.847435, -1.6992086
38.927383, -1.6992086
39.007328, -1.6992915
39.087276, -1.6992915
39.16722, -1.6992915
39.24717, -1.6992086
39.327118, -1.6992086
39.407063, -1.6992915
39.487007, -1.6992915
39.566956, -1.6992086
39.646904, -1.6992086
39.72685, -1.6992915
39.806793, -1.6993744
39.88674, -1.6992915
39.96669, -1.6992086
40.04664, -1.6992086
40.126583, -1.6992915
40.206528, -1.6992915
40.286476, -1.6992086
40.366425, -1.6992086
40.44637, -1.6992915
40.526314, -1.6993744
40.606262, -1.6992915
40.68621, -1.6992086
40.76616, -1.6992086
40.846104, -1.6992915
40.92605, -1.6992915
41.005997, -1.6992086
41.085945, -1.6992086
41.16589, -1.6992915
41.245834, -1.6992915
41.325783, -1.6992915
41.40573, -1.6992086
41.485676, -1.6992915
41.565624, -1.6992915
41.64557, -1.6992915
41.725517, -1.6992086
41.805466, -1.6992086
41.88541, -1.6992915
41.965355, -1.6992915
42.045303, -1.6992086
42.12525, -1.6992086
42.205196, -1.6992915
42.28514, -1.6993744
42.36509, -1.6992915
42.445038, -1.6992086
42.524986, -1.6992086
42.60493, -1.6992915
42.684875, -1.6992915
42.764824, -1.6992086
42.844772, -1.6992086
42.924717, -1.6992915
43.00466, -1.6993744
43.08461, -1.6992915
43.16456, -1.6992086
43.244507, -1.6992086
43.32445, -1.6992915
43.404396, -1.6992915
43.484344, -1.6992086
43.564293, -1.6992086
43.644238, -1.6992915
43.724182, -1.6992915
43.80413, -1.6992915
43.88408, -1.6992086
43.964027, -1.6992086
44.043972, -1.6992915
44.123917, -1.6992915
44.203865, -1.6992086
44.283813, -1.6992086
44.363758, -1.6992915
44.443703, -1.6992915
44.52365, -1.6992086
44.6036, -1.6992086
44.683544, -1.6992915
44.76349, -1.6993744
44.843437, -1.6992915
44.923386, -1.6992086
45.003334, -1.6992086
45.08328, -1.6992915
45.163223, -1.6992915
45.24317, -1.6992086
45.32312, -1.6992086
45.403065, -1.6992915
45.48301, -1.6993744
45.562958, -1.6992915
45.642906, -1.6992086
45.722855, -1.6992086
45.8028, -1.6992915
45.882744, -1.6992915
45.962692, -1.6992086
46.04264, -1.6992086
46.122585, -1.6992915
46.20253, -1.6992915
46.28248, -1.6992915
46.362427, -1.6992086
46.442375, -1.6992086
46.52232, -1.6992915
46.602264, -1.6992915
46.682213, -1.6992086
46.76216, -1.6992086
46.842106, -1.6992915
46.92205, -1.6992915
47.002, -1.6992086
47.081947, -1.6992086
47.161892, -1.6992915
47.24184, -1.6992915
47.321785, -1.6992915
47.401733, -1.6992086
47.48168, -1.6992086
47.561626, -1.6992915
47.64157, -1.6992915
47.72152, -1.6992086
47.801468, -1.6992086
47.881413, -1.6992915
47.961357, -1.6993744
48.041306, -1.6992915
48.121254, -1.6992086
48.201202, -1.6992086
48.281147, -1.6992915
48.36109, -1.6992915
48.44104, -1.6992086
48.52099, -1.6992086
48.600933, -1.6992915
48.680878, -1.6993744
48.760826, -1.6992915
48.840775, -1.6992086
48.920723, -1.6992086
49.000668, -1.6992915
49.080612, -1.6992915
49.16056, -1.6992086
49.24051, -1.6992086
49.320454, -1.6992915
49.4004, -1.6992915
49.480347, -1.6992086
49.560295, -1.6992086
49.64024, -1.6992915
49.72019, -1.6992915
49.800133, -1.6992915
49.88008, -1.6992086
49.96003, -1.6992086
50.040016, -1.69897
50.100014, -1.69897
50.160015, -1.69897
50.220016, -1.69897
50.280014, -1.69897
50.340015, -1.69897
50.400017, -1.69897
50.460014, -1.69897
50.520016, -1.69897
50.580017, -1.69897
50.640015, -1.69897
50.700016, -1.69897
50.760017, -1.69897
50.820015, -1.69897
50.880016, -1.69897
50.940014, -1.69897
51.000015, -1.69897
51.060017, -1.69897
51.120014, -1.69897
51.180016, -1.69897
51.240017, -1.69897
51.300014, -1.69897
51.360016, -1.69897
51.420017, -1.69897
51.480015, -1.69897
51.540016, -1.69897
51.600014, -1.69897
51.660015, -1.69897
51.720016, -1.69897
51.780014, -1.69897
51.840015, -1.69897
51.900017, -1.69897
51.960014, -1.69897
52.020016, -1.69897
52.080017, -1.69897
52.140015, -1.69897
52.200016, -1.69897
52.260017, -1.69897
52.320015, -1.69897
52.380016, -1.69897
52.440014, -1.69897
52.500015, -1.69897
52.560017, -1.69897
52.620014, -1.69897
52.680016, -1.69897
52.740017, -1.69897
52.800014, -1.69897
52.860016, -1.69897
52.920017, -1.69897
52.980015, -1.69897
53.040016, -1.69897
53.100014, -1.69897
53.160015, -1.69897
53.220016, -1.69897
53.280014, -1.69897
53.340015, -1.69897
53.400017, -1.69897
53.460014, -1.69897
53.520016, -1.69897
53.580017, -1.69897
53.640015, -1.69897
53.700016, -1.69897
53.760017, -1.69897
53.820015, -1.69897
53.880016, -1.69897
53.940014, -1.69897
54.000015, -1.69897
54.060017, -1.69897
54.120014, -1.69897
54.180016, -1.69897
54.240017, -1.69897
54.300014, -1.69897
54.360016, -1.69897
54.420017, -1.69897
54.480015, -1.69897
54.540016, -1.69897
54.600014, -1.69897
54.660015, -1.69897
54.720016, -1.69897
54.780014, -1.69897
54.840015, -1.69897
54.900017, -1.69897
54.960014, -1.69897
55.020016, -1.69897
55.080017, -1.69897
55.140015, -1.69897
55.200016, -1.69897
55.260017, -1.69897
55.320015, -1.69897
55.380016, -1.69897
55.440014, -1.69897
55.500015, -1.69897
55.560017, -1.69897
55.620014, -1.69897
55.680016, -1.69897
55.740017, -1.69897
55.800014, -1.69897
55.860016, -1.69897
55.920017, -1.69897
55.980015, -1.69897
56.040016, -1.69897
56.100014, -1.69897
56.160015, -1.69897
56.220016, -1.69897
56.280014, -1.69897
56.340015, -1.69897
56.400017, -1.69897
56.460014, -1.69897
56.520016, -1.69897
56.580017, -1.69897
56.640015, -1.69897
56.700016, -1.69897
56.760014, -1.69897
56.820015, -1.69897
56.880016, -1.69897
56.940014, -1.69897
57.000015, -1.69897
57.060017, -1.69897
57.120014, -1.69897
57.180016, -1.69897
57.240017, -1.69897
57.300014, -1.69897
57.360016, -1.69897
57.420017, -1.69897
57.480015, -1.69897
57.540016, -1.69897
57.600014, -1.69897
57.660015, -1.69897
57.720016, -1.69897
57.780014, -1.69897
57.840015, -1.69897
57.900017, -1.69897
57.960014, -1.69897
58.020016, -1.69897
58.080017, -1.69897
58.140015, -1.69897
58.200016, -1.69897
58.260014, -1.69897
58.320015, -1.69897
58.380016, -1.69897
58.440014, -1.69897
58.500015, -1.69897
58.560017, -1.69897
58.620014, -1.69897
58.680016, -1.69897
58.740017, -1.69897
58.800014, -1.69897
58.860016, -1.69897
58.920017, -1.69897
58.980015, -1.69897
59.040016, -1.69897
59.100014, -1.69897
59.160015, -1.69897
59.220016, -1.69897
59.280014, -1.69897
59.340015, -1.69897
59.400017, -1.69897
59.460014, -1.69897
59.520016, -1.69897
59.580017, -1.69897
59.640015, -1.69897
59.700016, -1.69897
59.760014, -1.69897
59.820015, -1.69897
59.880016, -1.69897
59.940014, -1.69897
60.000015, -1.69897
