Time (s), esn 0 average surface potential (V), esn 0 ground potential (V), esn 0 min surface potential (V), esn 0 max surface potential (V)
0.62, 3.2881718, 3.2881713, 3.2881713, 3.2881713
1.24, 3.3536117, 3.353611, 3.353611, 3.353611
1.86, 3.3859937, 3.3859925, 3.3859925, 3.3859925
2.48, 3.4498105, 3.4498103, 3.4498103, 3.4498103
3.1, 3.5254598, 3.5254593, 3.5254593, 3.5254593
3.72, 3.5959868, 3.5959866, 3.5959866, 3.5959866
4.3269033, 3.6617296, 3.6617293, 3.6617293, 3.6617293
4.946903, 3.700843, 3.7008426, 3.7008426, 3.7008426
5.5669036, 3.746717, 3.7467167, 3.7467167, 3.7467167
6.1869035, 3.7748647, 3.7748644, 3.7748644, 3.7748644
6.8069034, 3.8122578, 3.8122573, 3.8122573, 3.8122573
7.4269032, 3.8553965, 3.8553956, 3.8553956, 3.8553956
8.046904, 3.9013417, 3.901341, 3.901341, 3.901341
8.6669035, 3.9230337, 3.923033, 3.923033, 3.923033
9.286903, 3.9362855, 3.9362853, 3.9362853, 3.9362853
9.906903, 3.9537668, 3.9537666, 3.9537666, 3.9537666
10.526903, 3.9588146, 3.9588144, 3.9588144, 3.9588144
11.146903, 3.9619415, 3.961941, 3.961941, 3.961941
11.766903, 3.9616785, 3.9616783, 3.9616783, 3.9616783
12.386903, 3.963706, 3.963706, 3.963706, 3.963706
13.006904, 3.9776871, 3.9776866, 3.9776866, 3.9776866
13.626904, 3.979388, 3.979388, 3.979388, 3.979388
14.246903, 3.9785352, 3.9785352, 3.9785352, 3.9785352
14.866903, 3.9727645, 3.9727652, 3.9727652, 3.9727652
15.486903, 3.9836578, 3.9836578, 3.9836578, 3.9836578
16.106903, 3.9861372, 3.9861364, 3.9861364, 3.9861364
16.726904, 3.994161, 3.9941602, 3.9941602, 3.9941602
17.346903, 4.0115337, 4.0115337, 4.0115337, 4.0115337
17.966904, 4.004278, 4.0042777, 4.0042777, 4.0042777
18.586903, 3.9973502, 3.9973493, 3.9973493, 3.9973493
19.206903, 3.987224, 3.9872234, 3.9872234, 3.9872234
19.826902, 3.992499, 3.9924982, 3.9924982, 3.9924982
20.439707, 3.9992046, 3.9992042, 3.9992042, 3.9992042
21.059294, 3.9970973, 3.9970975, 3.9970975, 3.9970975
21.67888, 3.9946823, 3.994682, 3.994682, 3.994682
22.298468, 4.00213, 4.0021296, 4.0021296, 4.0021296
22.918055, 4.0294414, 4.029442, 4.029442, 4.029442
