Time (s), esn 0 average surface potential (V), esn 0 ground potential (V), esn 0 min surface potential (V), esn 0 max surface potential (V)
23.537642, 4.017412, 4.017412, 4.017412, 4.017412
24.157228, 4.022746, 4.0227456, 4.0227456, 4.0227456
24.776815, 4.0170383, 4.017039, 4.017039, 4.017039
25.396402, 4.003052, 4.0030518, 4.0030518, 4.0030518
26.01599, 3.9831512, 3.9831512, 3.9831512, 3.9831512
26.635576, 3.9561517, 3.9561515, 3.9561515, 3.9561515
27.255163, 3.9392765, 3.9392757, 3.9392757, 3.9392757
27.87475, 3.9422262, 3.9422262, 3.9422262, 3.9422262
28.494337, 3.9343798, 3.9343798, 3.9343798, 3.9343798
29.113924, 3.936733, 3.9367323, 3.9367323, 3.9367323
29.733511, 3.9261107, 3.9261105, 3.9261105, 3.9261105
30.353098, 3.9213498, 3.9213488, 3.9213488, 3.9213488
30.972685, 3.9113424, 3.9113426, 3.9113426, 3.9113426
31.592272, 3.8901815, 3.8901818, 3.8901818, 3.8901818
32.21186, 3.8599205, 3.8599203, 3.8599203, 3.8599203
32.831444, 3.8387728, 3.8387723, 3.8387723, 3.8387723
33.451035, 3.8375907, 3.83759, 3.83759, 3.83759
34.070618, 3.8278391, 3.8278384, 3.8278384, 3.8278384
34.69021, 3.7994592, 3.7994592, 3.7994592, 3.7994592
35.30979, 3.761406, 3.7614052, 3.7614052, 3.7614052
35.929382, 3.7328348, 3.7328343, 3.7328343, 3.7328343
36.548965, 3.6973672, 3.6973672, 3.6973672, 3.6973672
37.168556, 3.6514463, 3.6514459, 3.6514459, 3.6514459
37.78814, 3.620095, 3.620095, 3.620095, 3.620095
38.40773, 3.5807166, 3.5807161, 3.5807161, 3.5807161
39.027313, 3.5370953, 3.5370955, 3.5370955, 3.5370955
39.646904, 3.5193324, 3.5193317, 3.5193317, 3.5193317
40.266487, 3.487379, 3.4873793, 3.4873793, 3.4873793
40.886078, 3.4553561, 3.455356, 3.455356, 3.455356
41.50566, 3.4065764, 3.4065766, 3.4065766, 3.4065766
42.12525, 3.3647633, 3.364763, 3.364763, 3.364763
42.744835, 3.320088, 3.3200874, 3.3200874, 3.3200874
43.364426, 3.2675972, 3.267597, 3.267597, 3.267597
43.98401, 3.211229, 3.2112296, 3.2112296, 3.2112296
44.6036, 3.1736321, 3.1736314, 3.1736314, 3.1736314
45.223183, 3.1361325, 3.1361322, 3.1361322, 3.1361322
45.842773, 3.0941036, 3.0941026, 3.0941026, 3.0941026
46.462357, 3.0363917, 3.0363917, 3.0363917, 3.0363917
47.081947, 2.9815106, 2.9815102, 2.9815102, 2.9815102
47.70153, 2.920523, 2.920523, 2.920523, 2.920523
48.32112, 2.859107, 2.859107, 2.859107, 2.859107
48.940704, 2.8017707, 2.8017707, 2.8017707, 2.8017707
49.560295, 2.7414799, 2.7414796, 2.7414796, 2.7414796
50.180016, 2.6816213, 2.681621, 2.681621, 2.681621
50.800014, 2.6268065, 2.6268063, 2.6268063, 2.6268063
51.420017, 2.5798986, 2.579899, 2.579899, 2.579899
52.040016, 2.5230358, 2.5230358, 2.5230358, 2.5230358
52.660015, 2.4756389, 2.4756384, 2.4756384, 2.4756384
53.280014, 2.443895, 2.4438949, 2.4438949, 2.4438949
53.900017, 2.4187202, 2.4187198, 2.4187198, 2.4187198
54.520016, 2.4030695, 2.403069, 2.403069, 2.403069
55.140015, 2.3926988, 2.3926988, 2.3926988, 2.3926988
55.760017, 2.3865318, 2.3865316, 2.3865316, 2.3865316
56.380016, 2.3776684, 2.3776684, 2.3776684, 2.3776684
57.000015, 2.3599992, 2.359999, 2.359999, 2.359999
57.620014, 2.3500435, 2.3500433, 2.3500433, 2.3500433
58.240017, 2.33811, 2.3381102, 2.3381102, 2.3381102
58.860016, 2.3205802, 2.3205798, 2.3205798, 2.3205798
59.480015, 2.3209932, 2.3209927, 2.3209927, 2.3209927
