Time (s), esn 1 net current (A), esn 1 collected current (A), esn 1 emitted current (A)
0.62, -9.223403E-8, -1.9909299E-4, -1.9900076E-4
1.24, -1.49115995E-5, -2.1391235E-4, -1.9900076E-4
1.86, -6.209223E-6, -2.0520999E-4, -1.9900076E-4
2.48, -4.4001226E-6, -2.0340088E-4, -1.9900076E-4
3.1, -1.125123E-6, -2.0012588E-4, -1.9900076E-4
3.72, -1.0813735E-6, -2.0008213E-4, -1.9900076E-4
4.3269033, -2.0621055E-6, -2.0106287E-4, -1.9900076E-4
4.946903, -3.9911656E-6, -2.0299193E-4, -1.9900076E-4
5.5669036, -3.7344462E-6, -2.027352E-4, -1.9900076E-4
6.1869035, -2.6531122E-6, -2.0165386E-4, -1.9900076E-4
6.8069034, -1.208961E-6, -2.0020972E-4, -1.9900076E-4
7.4269032, 2.0967432E-8, -1.9897979E-4, -1.9900076E-4
8.046904, -1.5040897E-6, -2.0050484E-4, -1.9900076E-4
8.6669035, -2.057738E-6, -2.010585E-4, -1.9900076E-4
9.286903, -3.6638357E-6, -2.026646E-4, -1.9900076E-4
9.906903, -1.035763E-6, -2.0003652E-4, -1.9900076E-4
10.526903, -2.3867108E-6, -2.0138748E-4, -1.9900076E-4
11.146903, -1.4270889E-6, -2.0042785E-4, -1.9900076E-4
11.766903, -2.3481148E-6, -2.0134887E-4, -1.9900076E-4
12.386903, -2.7949634E-6, -2.0179572E-4, -1.9900076E-4
13.006904, -3.2108717E-6, -2.0221162E-4, -1.9900076E-4
13.626904, -1.3348167E-6, -2.0033558E-4, -1.9900076E-4
14.246903, -1.6335961E-6, -2.0063436E-4, -1.9900076E-4
14.866903, -6.563637E-7, -1.9965712E-4, -1.9900076E-4
15.486903, 1.1574842E-6, -1.9784327E-4, -1.9900076E-4
16.106903, -3.6598617E-6, -2.0266062E-4, -1.9900076E-4
16.726904, -2.4146045E-6, -2.0141536E-4, -1.9900076E-4
17.346903, 1.8242656E-7, -1.9881834E-4, -1.9900076E-4
17.966904, -8.0236396E-7, -1.9980312E-4, -1.9900076E-4
18.586903, -2.6281011E-6, -2.0162886E-4, -1.9900076E-4
19.206903, -6.27258E-7, -1.9962802E-4, -1.9900076E-4
19.826902, -2.7911513E-8, -1.9902867E-4, -1.9900076E-4
20.439707, -3.8549672E-7, -1.9930984E-4, -1.9892435E-4
21.059294, -2.0246969E-6, -2.0089379E-4, -1.988691E-4
21.67888, -2.1653682E-6, -2.0090354E-4, -1.9873817E-4
22.298468, -1.2608451E-6, -1.9983562E-4, -1.9857477E-4
22.918055, 2.2797484E-7, -1.9809177E-4, -1.9831974E-4
23.537642, -2.5350785E-6, -2.0056029E-4, -1.9802521E-4
24.157228, -6.129402E-7, -1.982453E-4, -1.9763235E-4
24.776815, -2.3132052E-6, -1.9950654E-4, -1.9719334E-4
25.396402, -1.6612419E-6, -1.9834444E-4, -1.966832E-4
26.01599, -2.9325006E-6, -1.9902931E-4, -1.9609682E-4
26.635576, -5.3614406E-7, -1.9601305E-4, -1.9547691E-4
27.255163, -4.2552774E-6, -1.990184E-4, -1.9476311E-4
27.87475, 7.608514E-7, -1.9323839E-4, -1.9399924E-4
28.494337, -2.181582E-6, -1.9533976E-4, -1.9315818E-4
29.113924, -2.5102022E-6, -1.9476407E-4, -1.9225386E-4
29.733511, -3.1839863E-6, -1.9448978E-4, -1.913058E-4
30.353098, -8.491454E-7, -1.9110886E-4, -1.9025971E-4
30.972685, -2.8515383E-6, -1.9202895E-4, -1.8917742E-4
31.592272, -9.0036895E-7, -1.8891734E-4, -1.8801697E-4
32.21186, -3.3331619E-6, -1.9012431E-4, -1.8679115E-4
32.831444, 2.5518023E-7, -1.8528396E-4, -1.8553913E-4
33.451035, -2.912912E-6, -1.8711008E-4, -1.8419717E-4
34.070618, -1.4972991E-6, -1.8429485E-4, -1.8279756E-4
34.69021, -3.2537682E-6, -1.8456162E-4, -1.8130784E-4
35.30979, -1.5911941E-6, -1.8138203E-4, -1.7979083E-4
35.929382, -2.5613617E-6, -1.8078381E-4, -1.7822246E-4
36.548965, -2.983337E-6, -1.7955647E-4, -1.7657314E-4
37.168556, -3.0010679E-6, -1.7788204E-4, -1.7488099E-4
37.78814, -1.1903231E-6, -1.7429767E-4, -1.7310734E-4
38.40773, -4.517183E-6, -1.7580127E-4, -1.7128407E-4
39.027313, -3.673627E-6, -1.7308671E-4, -1.6941308E-4
39.646904, -2.256499E-6, -1.697409E-4, -1.674844E-4
40.266487, -1.4755517E-6, -1.6696838E-4, -1.6549283E-4
40.886078, -2.7498372E-6, -1.6620026E-4, -1.6345043E-4
41.50566, -3.3017125E-6, -1.6465076E-4, -1.6134905E-4
42.12525, -3.7825992E-6, -1.6297241E-4, -1.5918982E-4
42.744835, -3.3976971E-6, -1.6039527E-4, -1.5699757E-4
43.364426, -2.8735365E-6, -1.5761047E-4, -1.5473693E-4
43.98401, -1.2728515E-6, -1.5369216E-4, -1.524193E-4
44.6036, -3.4660832E-6, -1.5353195E-4, -1.5006585E-4
45.223183, -9.1009673E-7, -1.4856663E-4, -1.4765654E-4
45.842773, -1.9722809E-6, -1.4716001E-4, -1.4518773E-4
46.462357, -3.2533676E-6, -1.4594909E-4, -1.4269572E-4
47.081947, -4.1050903E-6, -1.4424295E-4, -1.4013785E-4
47.70153, -2.6730227E-6, -1.4021187E-4, -1.3753884E-4
48.32112, -2.1983108E-6, -1.3712441E-4, -1.3492611E-4
48.940704, -3.288093E-6, -1.3551256E-4, -1.3222446E-4
49.560295, -3.561719E-6, -1.330491E-4, -1.294874E-4
50.180016, -4.054973E-6, -1.3088727E-4, -1.268323E-4
50.800014, -1.7243179E-6, -1.27839E-4, -1.2611468E-4
51.420017, -3.3094539E-6, -1.2942414E-4, -1.2611468E-4
52.040016, -2.9604262E-6, -1.2907511E-4, -1.2611468E-4
52.660015, -1.0257155E-6, -1.271404E-4, -1.2611468E-4
53.280014, -4.2353537E-7, -1.2653822E-4, -1.2611468E-4
53.900017, -1.8150467E-6, -1.2792973E-4, -1.2611468E-4
54.520016, 8.145073E-7, -1.2530017E-4, -1.2611468E-4
55.140015, -1.5797345E-6, -1.2769442E-4, -1.2611468E-4
55.760017, 8.581445E-7, -1.2525654E-4, -1.2611468E-4
56.380016, -3.1926024E-6, -1.2930729E-4, -1.2611468E-4
57.000015, -8.262108E-8, -1.2619731E-4, -1.2611468E-4
57.620014, 2.7966456E-7, -1.2583502E-4, -1.2611468E-4
58.240017, -9.546662E-7, -1.2706935E-4, -1.2611468E-4
58.860016, -1.6876729E-6, -1.2780236E-4, -1.2611468E-4
59.480015, -1.0487803E-6, -1.2716347E-4, -1.2611468E-4
