#    time,   allInteract,  allInteract,  allInteract,  allInteract, 0-photoemission, 0-photoemission, 0-photoemission, 0-photoemission, 1-secondary emission from electrons of Ambiant_Electrons, 1-secondary emission from electrons of Ambiant_Electrons, 1-secondary emission from electrons of Ambiant_Electrons, 1-secondary emission from electrons of Ambiant_Electrons, 2-secondary emission from protons of Ambiant_Protons, 2-secondary emission from protons of Ambiant_Protons, 2-secondary emission from protons of Ambiant_Protons, 2-secondary emission from protons of Ambiant_Protons, 
#        ,   allNodes,  node0,  node1,  node2,  allNodes,  node0,  node1,  node2,  allNodes,  node0,  node1,  node2,  allNodes,  node0,  node1,  node2, 
1556.0652, -0.002172816, -2.636534E-4, -1.793406E-4, -0.0017298219, -0.0013195088, -8.003632E-5, -4.3200004E-7, -0.0012390404, -7.467727E-4, -1.5949129E-4, -1.2495466E-4, -4.6232672E-4, -1.0653446E-4, -2.4125791E-5, -5.3953954E-5, -2.8454715E-5, 
1595.8295, -0.0021727884, -2.635429E-4, -1.7916369E-4, -0.0017300816, -0.0013195087, -8.003632E-5, -4.3200004E-7, -0.0012390404, -7.4694306E-4, -1.5957611E-4, -1.2502103E-4, -4.623459E-4, -1.0633656E-4, -2.3930492E-5, -5.3710653E-5, -2.8695422E-5, 
1600.56, -0.0021735413, -2.6356734E-4, -1.7952417E-4, -0.00173045, -0.0013195087, -8.003632E-5, -4.3200004E-7, -0.0012390404, -7.466141E-4, -1.5938749E-4, -1.2487329E-4, -4.6235335E-4, -1.0741882E-4, -2.414352E-5, -5.4218883E-5, -2.9056415E-5, 
1602.943, -0.002173455, -2.636526E-4, -1.793018E-4, -0.0017305004, -0.0013195087, -8.003632E-5, -4.3200004E-7, -0.0012390404, -7.4774784E-4, -1.5965219E-4, -1.2508058E-4, -4.630151E-4, -1.0619824E-4, -2.3964096E-5, -5.3789216E-5, -2.844493E-5, 
1624.7104, -0.0021741225, -2.6375492E-4, -1.7970391E-4, -0.0017306637, -0.0013195087, -8.003632E-5, -4.3200004E-7, -0.0012390404, -7.4776035E-4, -1.5966837E-4, -1.2509327E-4, -4.629987E-4, -1.0685345E-4, -2.4050229E-5, -5.4178632E-5, -2.8624596E-5, 
1647.3024, -0.0021735835, -2.6376272E-4, -1.7997346E-4, -0.0017298472, -0.0013195087, -8.003632E-5, -4.3200004E-7, -0.0012390404, -7.482701E-4, -1.5985059E-4, -1.252361E-4, -4.6318342E-4, -1.05804764E-4, -2.3875833E-5, -5.430537E-5, -2.7623557E-5, 
1692.4862, -0.002175029, -2.6399043E-4, -1.7992489E-4, -0.0017311134, -0.0013195087, -8.003632E-5, -4.3200004E-7, -0.0012390404, -7.485684E-4, -1.6001641E-4, -1.253659E-4, -4.6318606E-4, -1.06951644E-4, -2.393772E-5, -5.412699E-5, -2.8886929E-5, 
1782.854, -0.002175971, -2.642315E-4, -1.800505E-4, -0.0017316889, -0.0013195087, -8.003632E-5, -4.3200004E-7, -0.0012390404, -7.490304E-4, -1.6027711E-4, -1.255701E-4, -4.6318315E-4, -1.07431806E-4, -2.3918084E-5, -5.4048396E-5, -2.9465318E-5, 
1882.854, -0.0021754182, -2.641856E-4, -1.7949387E-4, -0.0017317389, -0.0013195087, -8.003632E-5, -4.3200004E-7, -0.0012390404, -7.491779E-4, -1.6036126E-4, -1.2563619E-4, -4.6318048E-4, -1.06731764E-4, -2.3788001E-5, -5.342569E-5, -2.951807E-5, 
1885.0126, -0.0021742014, -2.6426458E-4, -1.7945367E-4, -0.001730483, -0.0013195087, -8.003632E-5, -4.3200004E-7, -0.0012390404, -7.4944407E-4, -1.6051269E-4, -1.2575492E-4, -4.6317643E-4, -1.0524853E-4, -2.371558E-5, -5.3266747E-5, -2.826621E-5, 
1887.1926, -0.0021745986, -2.6401578E-4, -1.7936641E-4, -0.0017312166, -0.0013195087, -8.003632E-5, -4.3200004E-7, -0.0012390404, -7.508385E-4, -1.608145E-4, -1.2599136E-4, -4.6403258E-4, -1.0425172E-4, -2.3164952E-5, -5.294306E-5, -2.8143697E-5, 
1891.5525, -0.0021761681, -2.6431587E-4, -1.8049843E-4, -0.0017313539, -0.0013195087, -8.003632E-5, -4.3200004E-7, -0.0012390404, -7.509831E-4, -1.6083801E-4, -1.2600972E-4, -4.6413532E-4, -1.056765E-4, -2.3441513E-5, -5.405669E-5, -2.81783E-5, 
1900.2725, -0.0021753882, -2.6402654E-4, -1.7915171E-4, -0.0017322099, -0.0013195087, -8.003632E-5, -4.3200004E-7, -0.0012390404, -7.510117E-4, -1.6084795E-4, -1.2601753E-4, -4.641462E-4, -1.0486783E-4, -2.3142258E-5, -5.270218E-5, -2.9023387E-5, 
1917.7123, -0.0021747616, -2.6385608E-4, -1.7992838E-4, -0.0017309773, -0.0013195087, -8.003632E-5, -4.3200004E-7, -0.0012390404, -7.510504E-4, -1.6086853E-4, -1.2603345E-4, -4.6414847E-4, -1.04202656E-4, -2.2951244E-5, -5.3462925E-5, -2.7788485E-5, 
1952.592, -0.0021745246, -2.641568E-4, -1.78764E-4, -0.0017316036, -0.0013195087, -8.003632E-5, -4.3200004E-7, -0.0012390404, -7.511129E-4, -1.609011E-4, -1.2605921E-4, -4.6415257E-4, -1.0390297E-4, -2.3219402E-5, -5.2272786E-5, -2.841078E-5, 
1957.4066, -0.002176296, -2.6453263E-4, -1.7977996E-4, -0.0017319832, -0.0013195087, -8.003632E-5, -4.3200004E-7, -0.0012390404, -7.508235E-4, -1.6073383E-4, -1.2592819E-4, -4.6416148E-4, -1.05963714E-4, -2.3762464E-5, -5.3419775E-5, -2.8781471E-5, 
1959.8184, -0.002175795, -2.6442477E-4, -1.7982484E-4, -0.0017315453, -0.0013195087, -8.003632E-5, -4.3200004E-7, -0.0012390404, -7.5210794E-4, -1.6100629E-4, -1.2614162E-4, -4.6495997E-4, -1.041784E-4, -2.338217E-5, -5.325122E-5, -2.7545004E-5, 
1960.9968, -0.002175133, -2.6401732E-4, -1.7943447E-4, -0.0017316813, -0.0013195087, -8.003632E-5, -4.3200004E-7, -0.0012390404, -7.5105956E-4, -1.607747E-4, -1.2596011E-4, -4.6432478E-4, -1.0456474E-4, -2.3206281E-5, -5.3042353E-5, -2.8316103E-5, 
1961.5936, -0.002177717, -2.6523613E-4, -1.7922751E-4, -0.0017332537, -0.0013195087, -8.003632E-5, -4.3200004E-7, -0.0012390404, -7.5259357E-4, -1.6110404E-4, -1.2621813E-4, -4.6527138E-4, -1.0561512E-4, -2.4095762E-5, -5.2577376E-5, -2.894199E-5, 
1962.0806, -0.0021755244, -2.6393542E-4, -1.8007129E-4, -0.0017315176, -0.0013195087, -8.003632E-5, -4.3200004E-7, -0.0012390404, -7.5138354E-4, -1.6083525E-4, -1.2600764E-4, -4.6454067E-4, -1.0463206E-4, -2.3063858E-5, -5.363166E-5, -2.793654E-5, 
1962.7133, -0.0021769146, -2.6433542E-4, -1.8003107E-4, -0.0017325481, -0.0013195087, -8.003632E-5, -4.3200004E-7, -0.0012390404, -7.5293944E-4, -1.6117381E-4, -1.2627282E-4, -4.654928E-4, -1.0446659E-4, -2.312529E-5, -5.332625E-5, -2.8015053E-5, 
1963.9788, -0.0021761172, -2.644468E-4, -1.7901698E-4, -0.0017326535, -0.0013195087, -8.003632E-5, -4.3200004E-7, -0.0012390404, -7.530658E-4, -1.6119228E-4, -1.2628722E-4, -4.6558632E-4, -1.03542654E-4, -2.3218201E-5, -5.229775E-5, -2.8026703E-5, 
1981.6946, -0.0021773984, -2.6433895E-4, -1.801159E-4, -0.0017329437, -0.0013195088, -8.003632E-5, -4.3200004E-7, -0.0012390404, -7.531204E-4, -1.6121207E-4, -1.2630282E-4, -4.6560558E-4, -1.0476951E-4, -2.3090539E-5, -5.3381056E-5, -2.8297924E-5, 
2000.0, -0.002176506, -2.6419156E-4, -1.7991441E-4, -0.0017324, -0.0013195087, -8.003632E-5, -4.3200004E-7, -0.0012390404, -7.532212E-4, -1.6127201E-4, -1.263497E-4, -4.6559956E-4, -1.0377604E-4, -2.288325E-5, -5.3132702E-5, -2.7760083E-5, 
