Time (s), esn 0 net current (A), esn 0 collected current (A), esn 0 emitted current (A)
25.513973, -5.646073E-5, -2.626819E-4, -2.0622116E-4
47.94545, -4.7589958E-5, -2.4613223E-4, -1.9854227E-4
77.81673, -3.916714E-5, -2.286491E-4, -1.8948197E-4
107.68806, -3.6909332E-5, -2.2569245E-4, -1.8878312E-4
134.89421, -3.460766E-5, -2.1891051E-4, -1.8430284E-4
162.10179, -2.9295217E-5, -2.1338607E-4, -1.8409085E-4
183.75162, -2.6264572E-5, -2.0701172E-4, -1.8074714E-4
206.68947, -2.5107767E-5, -2.0464083E-4, -1.7953308E-4
249.46461, -1.9766638E-5, -1.97815E-4, -1.7804836E-4
271.35352, -2.7937409E-5, -2.0383163E-4, -1.7589422E-4
293.24402, -1.6370599E-5, -1.921589E-4, -1.757883E-4
337.025, -1.8186765E-5, -1.941345E-4, -1.7594773E-4
357.46384, -1.1503011E-5, -1.8491503E-4, -1.7341202E-4
377.51654, -1.567601E-5, -1.8953982E-4, -1.7386381E-4
416.7095, -7.0040187E-6, -1.796188E-4, -1.7261479E-4
456.52457, -1.0024596E-5, -1.819642E-4, -1.7193961E-4
494.06387, -8.250486E-6, -1.8006541E-4, -1.7181493E-4
531.60596, -7.1285176E-6, -1.7798979E-4, -1.7086127E-4
567.555, -5.355789E-6, -1.7586528E-4, -1.7050949E-4
598.53815, -3.05498E-6, -1.726484E-4, -1.6959343E-4
624.4727, 1.9162399E-6, -1.6728435E-4, -1.6920059E-4
676.34186, 2.432309E-6, -1.6665291E-4, -1.6908522E-4
705.2622, -7.0205338E-6, -1.7581614E-4, -1.6879561E-4
737.564, 2.563831E-6, -1.6604042E-4, -1.6860425E-4
769.86804, -5.5327837E-7, -1.693606E-4, -1.6880732E-4
834.476, 4.7590584E-6, -1.6350995E-4, -1.68269E-4
934.476, 7.3611445E-6, -1.6134224E-4, -1.6870338E-4
957.4048, 8.437115E-6, -1.5882691E-4, -1.6726402E-4
980.33673, 9.759053E-6, -1.5776629E-4, -1.6752534E-4
1000.63, 6.603327E-6, -1.6064876E-4, -1.6725209E-4
1020.7864, 1.7054997E-5, -1.6616836E-4, -1.8322335E-4
1041.2104, 4.2319767E-5, -1.691897E-4, -2.1150947E-4
1061.2699, 6.3464846E-5, -1.7648487E-4, -2.3994972E-4
1100.95, 6.769272E-5, -1.8424752E-4, -2.5194025E-4
1127.1512, 6.8407564E-5, -1.8499978E-4, -2.5340734E-4
1151.4071, 3.979061E-5, -2.1383376E-4, -2.5362437E-4
1199.9191, 3.983159E-5, -2.1451365E-4, -2.5434524E-4
1220.9651, 5.4051525E-5, -2.0277026E-4, -2.5682178E-4
1247.7335, 4.7508078E-5, -2.0998542E-4, -2.574935E-4
1283.4248, 6.123024E-5, -1.9664815E-4, -2.578784E-4
1303.891, 5.517264E-5, -2.0419141E-4, -2.5936405E-4
1324.4175, 5.6940447E-5, -2.0286447E-4, -2.5980492E-4
1345.3318, 4.8883267E-5, -2.1129713E-4, -2.601804E-4
1379.103, 4.3513384E-5, -2.1692402E-4, -2.604374E-4
1424.1312, 4.175787E-5, -2.1870782E-4, -2.604657E-4
1447.1107, 4.724733E-5, -2.1484654E-4, -2.6209388E-4
1485.2582, 4.4003576E-5, -2.1848279E-4, -2.6248637E-4
1536.1213, 3.480405E-5, -2.2777964E-4, -2.625837E-4
1566.473, 3.804772E-5, -2.2533393E-4, -2.6338166E-4
1594.5376, 5.113597E-5, -2.1142392E-4, -2.625599E-4
1618.1089, 4.998045E-5, -2.1354816E-4, -2.635286E-4
1641.7122, 5.0509698E-5, -2.1310957E-4, -2.6361927E-4
1688.9188, 5.0506977E-5, -2.1310298E-4, -2.6360995E-4
1783.3322, 4.558063E-5, -2.1861326E-4, -2.641939E-4
1883.3322, 3.6433325E-5, -2.2768059E-4, -2.641139E-4
1918.2388, 4.3550037E-5, -2.2120026E-4, -2.647503E-4
1952.4417, 2.7597358E-5, -2.3727387E-4, -2.6487123E-4
2000.0, 4.746129E-5, -2.1718636E-4, -2.6464765E-4
