#    time,   allPop,  allPop,  allPop,  allPop, ions1, ions1, ions1, ions1, elec1, elec1, elec1, elec1, ions2, ions2, ions2, ions2, elec2, elec2, elec2, elec2, photoElec, photoElec, photoElec, photoElec, secondElec True from ambiant electrons, secondElec True from ambiant electrons, secondElec True from ambiant electrons, secondElec True from ambiant electrons, secondElec BS from ambiant electrons, secondElec BS from ambiant electrons, secondElec BS from ambiant electrons, secondElec BS from ambiant electrons, secondElec from ambiant protons, secondElec from ambiant protons, secondElec from ambiant protons, secondElec from ambiant protons, 
#        ,   allNodes,  node0,  node1,  node2,  allNodes,  node0,  node1,  node2,  allNodes,  node0,  node1,  node2,  allNodes,  node0,  node1,  node2,  allNodes,  node0,  node1,  node2,  allNodes,  node0,  node1,  node2,  allNodes,  node0,  node1,  node2,  allNodes,  node0,  node1,  node2,  allNodes,  node0,  node1,  node2, 
651.92944, -8.481422E-4, -1.6775227E-4, -2.346035E-4, -4.4578643E-4, 3.6548117E-5, 1.0695328E-5, 1.5778505E-5, 1.0074283E-5, -3.688192E-12, -3.1139446E-16, -4.3798115E-16, -3.6874423E-12, 3.0711126E-5, 8.097749E-6, 1.2250314E-5, 1.0363061E-5, -7.14415E-4, -1.8596463E-4, -2.6156224E-4, -2.6688812E-4, 0.0, 0.0, 0.0, 0.0, -1.7831265E-4, -3.8327065E-7, -4.436609E-7, -1.7748572E-4, -6.17982E-14, -5.6940607E-18, -2.4199229E-18, -6.1790084E-14, -2.2673767E-5, -1.9743888E-7, -6.2643755E-7, -2.184989E-5, 
652.0032, -7.968663E-4, -1.6705407E-4, -2.3412552E-4, -3.9568663E-4, 3.732384E-5, 1.074572E-5, 1.6244001E-5, 1.0334121E-5, -2.3506902E-12, -2.0254624E-16, -2.848846E-16, -2.3502027E-12, 3.0701784E-5, 8.032326E-6, 1.2385284E-5, 1.0284174E-5, -7.099225E-4, -1.8480494E-4, -2.5993082E-4, -2.6518677E-4, 0.0, 0.0, 0.0, 0.0, -1.3568604E-4, -8.3302086E-7, -5.0405566E-7, -1.3434897E-4, -1.6050441E-6, -2.5719368E-18, -1.6050441E-6, -5.925595E-14, -1.7678174E-5, -1.941384E-7, -7.148645E-7, -1.676917E-5, 
652.07684, -8.4542943E-4, -1.8003894E-4, -2.5188047E-4, -4.1351008E-4, 3.7239202E-5, 1.0826631E-5, 1.6021522E-5, 1.0391047E-5, -2.439572E-12, -2.1468454E-16, -3.0195705E-16, -2.4390553E-12, 3.0802974E-5, 8.059923E-6, 1.2391651E-5, 1.0351398E-5, -7.104862E-4, -1.849617E-4, -2.6015125E-4, -2.6537327E-4, 0.0, 0.0, 0.0, 0.0, -1.5178305E-4, -7.128117E-7, -3.7260915E-7, -1.5069763E-4, -3.2185442E-5, -1.3052518E-5, -1.9132925E-5, -2.4300359E-14, -1.9016938E-5, -1.9845851E-7, -6.368437E-7, -1.8181636E-5, 
664.26624, -8.098209E-4, -1.7062722E-4, -2.3083623E-4, -4.083575E-4, 3.805958E-5, 1.09687435E-5, 1.645338E-5, 1.0637451E-5, -1.4779694E-12, -1.3612332E-16, -1.9145942E-16, -1.4776416E-12, 3.083025E-5, 8.04852E-6, 1.240371E-5, 1.0378026E-5, -7.057178E-4, -1.8373349E-4, -2.5842397E-4, -2.6356027E-4, 0.0, 0.0, 0.0, 0.0, -1.4942652E-4, -7.4188773E-7, -6.0881314E-7, -1.480758E-4, -4.970045E-6, -4.970045E-6, -3.332625E-19, -2.3659094E-14, -1.8596469E-5, -1.9904007E-7, -6.605121E-7, -1.7736915E-5, 
701.12225, -8.345104E-4, -1.7904794E-4, -2.3012029E-4, -4.2534218E-4, 3.845743E-5, 1.111608E-5, 1.6612086E-5, 1.0729268E-5, -1.4244563E-12, -1.2125532E-16, -1.7054742E-16, -1.4241645E-12, 3.0984997E-5, 8.103452E-6, 1.2491536E-5, 1.0390008E-5, -7.0482725E-4, -1.8343017E-4, -2.579972E-4, -2.633999E-4, 0.0, 0.0, 0.0, 0.0, -1.6388869E-4, -7.581387E-7, -5.4138974E-7, -1.6258916E-4, -1.38068635E-5, -1.38068635E-5, -3.6972414E-19, -3.6921678E-14, -2.1430003E-5, -2.723144E-7, -6.853457E-7, -2.0472344E-5, 
750.2636, -8.330568E-4, -1.6621192E-4, -2.2957842E-4, -4.372665E-4, 3.8280294E-5, 1.1204347E-5, 1.6493941E-5, 1.0582009E-5, -1.5239569E-12, -1.0492744E-16, -1.4758179E-16, -1.5237043E-12, 3.1032752E-5, 8.134201E-6, 1.2505601E-5, 1.039295E-5, -7.0403854E-4, -1.8304534E-4, -2.5745627E-4, -2.6353696E-4, 0.0, 0.0, 0.0, 0.0, -1.7564259E-4, -5.560184E-7, -4.3999196E-7, -1.7464659E-4, -1.5837796E-6, -1.5837796E-6, 0.0, -4.7907774E-14, -2.1104965E-5, -3.6533757E-7, -6.8168765E-7, -2.005794E-5, 
750.34595, -8.481523E-4, -1.6413486E-4, -2.2869316E-4, -4.5532425E-4, 3.872151E-5, 1.1191198E-5, 1.6744447E-5, 1.0785868E-5, -1.6230776E-12, -8.598582E-17, -1.2094034E-16, -1.6228706E-12, 3.1074065E-5, 8.102576E-6, 1.250449E-5, 1.0466998E-5, -7.02898E-4, -1.8251612E-4, -2.567117E-4, -2.6367014E-4, 0.0, 0.0, 0.0, 0.0, -1.9163449E-4, -7.0825564E-7, -5.3766325E-7, -1.9038857E-4, -5.0715508E-14, -1.1039166E-18, 0.0, -5.0714407E-14, -2.341538E-5, -2.0427268E-7, -6.9272335E-7, -2.2518383E-5, 
750.4313, -7.797216E-4, -1.6248065E-4, -2.265347E-4, -3.9070618E-4, 3.9385868E-5, 1.1396632E-5, 1.7088947E-5, 1.0900289E-5, -1.0304069E-12, -5.60635E-17, -7.8854076E-17, -1.030272E-12, 3.1145777E-5, 8.154703E-6, 1.25726265E-5, 1.0418447E-5, -6.984879E-4, -1.8138424E-4, -2.551199E-4, -2.6198378E-4, 0.0, 0.0, 0.0, 0.0, -1.336293E-4, -4.3299028E-7, -5.026695E-7, -1.3269366E-4, -2.2224159E-14, -5.9862177E-19, -1.3424225E-18, -2.2222218E-14, -1.8135948E-5, -2.1474958E-7, -5.737008E-7, -1.7347496E-5, 
761.1814, -8.1697555E-4, -1.6690654E-4, -2.2802022E-4, -4.2204873E-4, 3.9658487E-5, 1.1439793E-5, 1.7146476E-5, 1.1072213E-5, -9.563536E-13, -5.5144915E-17, -7.7562185E-17, -9.562208E-13, 3.113976E-5, 8.158141E-6, 1.2545884E-5, 1.043573E-5, -6.9817476E-4, -1.8132821E-4, -2.5504082E-4, -2.6180566E-4, 0.0, 0.0, 0.0, 0.0, -1.6262985E-4, -5.4588395E-7, -7.4387E-7, -1.613401E-4, -5.611678E-6, -4.4251087E-6, -1.1865685E-6, -2.4121867E-14, -2.1357482E-5, -2.0524958E-7, -7.412752E-7, -2.0410956E-5, 
793.94385, -8.2736457E-4, -1.6217228E-4, -2.2620789E-4, -4.3898445E-4, 3.9458697E-5, 1.1449071E-5, 1.7033859E-5, 1.0975765E-5, -9.08776E-13, -5.010638E-17, -7.047539E-17, -9.0865537E-13, 3.1190608E-5, 8.144885E-6, 1.2603831E-5, 1.04418905E-5, -6.9740164E-4, -1.8108814E-4, -2.5470307E-4, -2.6161043E-4, 0.0, 0.0, 0.0, 0.0, -1.7019048E-4, -5.230564E-7, -5.074385E-7, -1.6915999E-4, -8.3539935E-6, -4.144992E-8, -2.1078083E-19, -8.312544E-6, -2.2067776E-5, -1.1360298E-7, -6.350617E-7, -2.1319112E-5, 
837.6271, -8.383426E-4, -1.6702113E-4, -2.2634956E-4, -4.4497184E-4, 3.9606533E-5, 1.1472834E-5, 1.7001956E-5, 1.1131744E-5, -9.68283E-13, -4.6428258E-17, -6.530206E-17, -9.681713E-13, 3.1184827E-5, 8.187278E-6, 1.2587909E-5, 1.04096425E-5, -6.970228E-4, -1.8088752E-4, -2.544209E-4, -2.6171436E-4, 0.0, 0.0, 0.0, 0.0, -1.832757E-4, -6.45342E-7, -6.526036E-7, -1.8197775E-4, -4.9785203E-6, -4.9785203E-6, -2.6245035E-19, -2.7885802E-14, -2.3856883E-5, -1.698384E-7, -8.659205E-7, -2.2821125E-5, 
837.80743, -8.449984E-4, -1.6149147E-4, -2.3127176E-4, -4.522352E-4, 3.96559E-5, 1.1468332E-5, 1.7166514E-5, 1.1021054E-5, -9.98185E-13, -3.8347352E-17, -5.393612E-17, -9.980928E-13, 3.1293566E-5, 8.177454E-6, 1.2639155E-5, 1.0476959E-5, -6.9587573E-4, -1.8038492E-4, -2.5371416E-4, -2.617767E-4, 0.0, 0.0, 0.0, 0.0, -1.9101697E-4, -5.719701E-7, -8.5894123E-7, -1.8958605E-4, -5.906458E-6, -2.0452816E-19, -5.906458E-6, -3.995752E-14, -2.3148701E-5, -1.80363E-7, -5.9788323E-7, -2.2370454E-5, 
840.53516, -8.073479E-4, -1.6086182E-4, -2.2889097E-4, -4.1759506E-4, 4.053429E-5, 1.1733292E-5, 1.7571616E-5, 1.1229386E-5, -6.42918E-13, -2.5884275E-17, -3.6406628E-17, -6.428557E-13, 3.139124E-5, 8.197356E-6, 1.2667281E-5, 1.0526602E-5, -6.918166E-4, -1.7935381E-4, -2.5226388E-4, -2.60199E-4, 0.0, 0.0, 0.0, 0.0, -1.5976263E-4, -3.7718374E-7, -5.569357E-7, -1.588285E-4, -6.353089E-6, -8.497925E-7, -5.5032965E-6, -1.4094568E-14, -2.134092E-5, -2.116664E-7, -8.0577104E-7, -2.0323483E-5, 
860.9017, -8.2307705E-4, -1.63248E-4, -2.2541104E-4, -4.3441806E-4, 4.0814586E-5, 1.1730681E-5, 1.7767206E-5, 1.1316694E-5, -5.971008E-13, -2.4548295E-17, -3.4527535E-17, -5.9704173E-13, 3.1411037E-5, 8.236848E-6, 1.26509485E-5, 1.0523239E-5, -6.912855E-4, -1.7921842E-4, -2.5207349E-4, -2.5999363E-4, 0.0, 0.0, 0.0, 0.0, -1.7555224E-4, -5.059478E-7, -4.925457E-7, -1.7455376E-4, -5.8175456E-6, -3.3059866E-6, -2.5115585E-6, -1.3554381E-14, -2.2647358E-5, -1.8517599E-7, -7.51566E-7, -2.1710617E-5, 
884.17773, -8.1196456E-4, -1.6006271E-4, -2.2293387E-4, -4.28968E-4, 4.1192474E-5, 1.2009854E-5, 1.770192E-5, 1.1480699E-5, -6.2584714E-13, -2.429515E-17, -3.4171476E-17, -6.2578865E-13, 3.1466978E-5, 8.229188E-6, 1.2703933E-5, 1.0533859E-5, -6.9131894E-4, -1.7919134E-4, -2.520354E-4, -2.600922E-4, 0.0, 0.0, 0.0, 0.0, -1.7106628E-4, -9.1913233E-7, -6.2539544E-7, -1.6952175E-4, -1.3342618E-14, -1.669065E-19, -2.1923137E-19, -1.3342233E-14, -2.2238812E-5, -1.912781E-7, -6.78948E-7, -2.1368583E-5, 
930.72986, -8.3615247E-4, -1.6380988E-4, -2.2804552E-4, -4.442971E-4, 4.086693E-5, 1.1731867E-5, 1.7687964E-5, 1.1447099E-5, -6.556896E-13, -2.3126355E-17, -3.252757E-17, -6.556339E-13, 3.1339867E-5, 8.157392E-6, 1.2661356E-5, 1.052112E-5, -6.910766E-4, -1.790629E-4, -2.5185486E-4, -2.6015882E-4, 0.0, 0.0, 0.0, 0.0, -1.8205587E-4, -4.7363298E-7, -3.8828952E-7, -1.8119394E-4, -9.472561E-6, -3.962598E-6, -5.5099626E-6, -4.4449117E-15, -2.5754296E-5, -2.0000353E-7, -6.4174577E-7, -2.4912548E-5, 
1000.0, -8.346344E-4, -1.6566819E-4, -2.2856165E-4, -4.4040466E-4, 4.1076044E-5, 1.1944844E-5, 1.7782864E-5, 1.1348336E-5, -6.710255E-13, -1.9121377E-17, -2.6894477E-17, -6.709795E-13, 3.1427116E-5, 8.250117E-6, 1.2694618E-5, 1.0482383E-5, -6.899387E-4, -1.7856849E-4, -2.51159E-4, -2.602112E-4, 0.0, 0.0, 0.0, 0.0, -1.7926865E-4, -2.677872E-7, -6.2804884E-7, -1.7837281E-4, -1.3021586E-5, -6.7916862E-6, -6.229899E-6, -2.1391234E-14, -2.4908732E-5, -2.3519037E-7, -1.0221729E-6, -2.3651368E-5, 
1000.01, -8.469572E-4, -1.5845615E-4, -2.2091552E-4, -4.6758566E-4, 4.114093E-5, 1.2040922E-5, 1.7895081E-5, 1.1204923E-5, -7.070614E-13, -1.4445806E-17, -2.0318262E-17, -7.0702667E-13, 3.1403597E-5, 8.234303E-6, 1.269434E-5, 1.0474954E-5, -6.8828446E-4, -1.7784158E-4, -2.5013697E-4, -2.603059E-4, 0.0, 0.0, 0.0, 0.0, -2.0522744E-4, -6.9340274E-7, -4.6948807E-7, -2.0406455E-4, -4.2824343E-14, -1.1618165E-19, -3.013797E-22, -4.2824227E-14, -2.5989939E-5, -1.9640555E-7, -8.9846606E-7, -2.4895067E-5, 
1000.03, -8.391568E-4, -1.636063E-4, -2.2021538E-4, -4.5533504E-4, 4.1777897E-5, 1.212517E-5, 1.8312567E-5, 1.134016E-5, -6.329981E-13, -1.3159788E-17, -1.8509442E-17, -6.329664E-13, 3.1529114E-5, 8.257077E-6, 1.272818E-5, 1.0543858E-5, -6.8732613E-4, -1.7760051E-4, -2.4979783E-4, -2.599278E-4, -1.137075E-7, -8.034348E-11, 0.0, -1.1362715E-7, -1.9439649E-4, -6.467542E-7, -6.209579E-7, -1.9312878E-4, -5.5076694E-6, -5.5076694E-6, -9.818422E-20, -3.7009827E-14, -2.5119774E-5, -2.3355216E-7, -8.373575E-7, -2.4048866E-5, 
1000.07, -8.1992295E-4, -1.5736924E-4, -2.1965265E-4, -4.429011E-4, 4.162265E-5, 1.2206679E-5, 1.8145409E-5, 1.1270562E-5, -5.4718973E-13, -1.1586088E-17, -1.6296006E-17, -5.471618E-13, 3.151998E-5, 8.320828E-6, 1.2709648E-5, 1.0489504E-5, -6.8602996E-4, -1.7727177E-4, -2.4933554E-4, -2.5942267E-4, -3.261415E-7, -3.0330136E-10, 0.0, -3.2583822E-7, -1.831197E-4, -4.623229E-7, -3.742842E-7, -1.822831E-4, -1.8074241E-14, -1.0173119E-19, -4.180208E-20, -1.8074097E-14, -2.3589804E-5, -1.6235576E-7, -7.9789993E-7, -2.2629549E-5, 
1000.15, -8.1906596E-4, -1.5773658E-4, -2.1934307E-4, -4.4198634E-4, 4.1640295E-5, 1.21876565E-5, 1.7947625E-5, 1.15050125E-5, -4.836239E-13, -1.0418898E-17, -1.4654332E-17, -4.835988E-13, 3.1557174E-5, 8.2731385E-6, 1.2774745E-5, 1.05092895E-5, -6.849504E-4, -1.7699826E-4, -2.4895064E-4, -2.5900148E-4, -7.662524E-7, -5.7070565E-10, 0.0, -7.656817E-7, -1.8286616E-4, -8.59801E-7, -3.6825864E-7, -1.8163811E-4, -7.565794E-15, -6.123741E-20, 0.0, -7.565732E-15, -2.3680619E-5, -3.3873337E-7, -7.465553E-7, -2.2595332E-5, 
1020.82025, -0.0010065679, -1.6245649E-4, -2.2271539E-4, -6.2139623E-4, 4.144017E-5, 1.2054501E-5, 1.8040548E-5, 1.1345126E-5, -6.7691187E-13, -1.6654367E-17, -2.342462E-17, -6.768718E-13, 3.149693E-5, 8.262762E-6, 1.2728014E-5, 1.0506165E-5, -6.886424E-4, -1.7795213E-4, -2.502924E-4, -2.6039782E-4, -1.3729019E-4, -9.334917E-8, 0.0, -1.3719684E-4, -2.1842998E-4, -5.3956575E-7, -5.828366E-7, -2.1730756E-4, -6.363593E-6, -3.9714555E-6, -1.7540464E-6, -6.380911E-7, -2.8779217E-5, -2.1730732E-7, -8.546506E-7, -2.7707263E-5, 
1041.5873, -0.0014750935, -1.6942638E-4, -2.3023954E-4, -0.0010754282, 3.8143244E-5, 1.1203377E-5, 1.6738435E-5, 1.020143E-5, -4.1792897E-12, -1.2065115E-16, -1.6969766E-16, -4.1789996E-12, 3.0849493E-5, 8.1075805E-6, 1.247811E-5, 1.0263804E-5, -7.0815044E-4, -1.8304418E-4, -2.5745435E-4, -2.6765172E-4, -5.207148E-4, -3.0990637E-7, 0.0, -5.2040495E-4, -2.7593636E-4, -6.1068937E-7, -6.1564054E-7, -2.7471007E-4, -6.294757E-6, -4.568812E-6, -5.1038404E-7, -1.2155599E-6, -3.2990407E-5, -2.0368363E-7, -8.7577547E-7, -3.191096E-5, 
1060.0, -0.001886829, -1.7441396E-4, -2.3909764E-4, -0.001473318, 3.539887E-5, 1.0474487E-5, 1.564954E-5, 9.274847E-6, -1.5684475E-11, -5.9265307E-16, -8.3357566E-16, -1.5683049E-11, 3.0364992E-5, 7.980224E-6, 1.227654E-5, 1.01082305E-5, -7.2421005E-4, -1.8741359E-4, -2.636E-4, -2.7319652E-4, -8.884697E-4, -5.122527E-7, 0.0, -8.879573E-4, -2.998376E-4, -5.658896E-7, -7.0491984E-7, -2.9856677E-4, -6.752506E-6, -4.1863173E-6, -1.8653847E-6, -7.008058E-7, -3.332376E-5, -1.9057534E-7, -8.534038E-7, -3.2279775E-5, 
1080.4701, -0.0020929023, -1.827476E-4, -2.433038E-4, -0.0016668503, 3.397698E-5, 1.0074431E-5, 1.5043341E-5, 8.859207E-6, -2.818633E-11, -1.3210629E-15, -1.8580949E-15, -2.8183152E-11, 3.0084735E-5, 7.892624E-6, 1.2176364E-5, 1.0015748E-5, -7.328708E-4, -1.8990351E-4, -2.6710212E-4, -2.7586514E-4, -0.0010746989, -6.034354E-7, 0.0, -0.0010740954, -3.0448634E-4, -5.5933975E-7, -6.8317655E-7, -3.032438E-4, -1.1786891E-5, -9.452803E-6, -1.9196254E-6, -4.1446378E-7, -3.3120465E-5, -1.9555709E-7, -8.185794E-7, -3.2106327E-5, 
1100.9501, -0.0020494421, -1.7460223E-4, -2.4381037E-4, -0.0016310294, 3.3439395E-5, 9.946997E-6, 1.4734288E-5, 8.758111E-6, -2.9455854E-11, -2.212365E-15, -3.1117231E-15, -2.945053E-11, 2.9982866E-5, 7.880491E-6, 1.2068383E-5, 1.0033994E-5, -7.3640794E-4, -1.9134469E-4, -2.691294E-4, -2.7593382E-4, -0.0010450452, -5.540409E-7, 0.0, -0.0010444912, -2.9986037E-4, -4.3132204E-7, -6.223474E-7, -2.988067E-4, -2.623209E-12, -1.3667317E-18, 0.0, -2.6232076E-12, -3.1550753E-5, -9.965861E-8, -8.6130245E-7, -3.0589796E-5, 
1141.91, -0.0020392411, -1.7811306E-4, -2.4633686E-4, -0.0016147911, 3.278511E-5, 9.582572E-6, 1.4485724E-5, 8.716814E-6, -2.9602598E-11, -3.9381395E-15, -5.539055E-15, -2.959312E-11, 2.9871095E-5, 7.83306E-6, 1.2005201E-5, 1.00328325E-5, -7.402619E-4, -1.9295639E-4, -2.713962E-4, -2.7590938E-4, -0.0010355148, -6.394565E-7, 0.0, -0.0010348753, -2.9221387E-4, -1.1751558E-6, -5.7663107E-7, -2.9046208E-4, -2.458594E-6, -5.251818E-7, 0.0, -1.9334122E-6, -3.1448148E-5, -2.3251982E-7, -8.549705E-7, -3.036066E-5, 
1141.935, -0.0020024164, -1.9910683E-4, -2.507574E-4, -0.0015525521, 3.169473E-5, 9.085892E-6, 1.393993E-5, 8.668909E-6, -2.9361936E-11, -1.0752068E-14, -1.5122933E-14, -2.9336058E-11, 2.966763E-5, 7.731892E-6, 1.195565E-5, 9.980091E-6, -7.470335E-4, -1.9579631E-4, -2.753901E-4, -2.7584704E-4, -9.864985E-4, -7.211185E-7, 0.0, -9.857775E-4, -2.761994E-4, -1.3388517E-6, -5.74275E-7, -2.7428629E-4, -2.4212635E-5, -1.7552062E-5, 0.0, -6.660573E-6, -2.9834688E-5, -5.1628535E-7, -6.885932E-7, -2.862981E-5, 
1162.573, -0.0020931903, -1.902823E-4, -2.5947054E-4, -0.0016434385, 2.9087078E-5, 8.5068405E-6, 1.2772519E-5, 7.8077255E-6, -1.3829965E-10, -5.4139226E-14, -7.614763E-14, -1.3816936E-10, 2.9171208E-5, 7.6122733E-6, 1.171915E-5, 9.839788E-6, -7.6282775E-4, -1.9994975E-4, -2.8123223E-4, -2.8164586E-4, -0.0010455806, -5.7676795E-7, 0.0, -0.001045004, -3.0502476E-4, -7.310937E-7, -6.682185E-7, -3.0362548E-4, -8.065833E-6, -4.957724E-6, -1.3570915E-6, -1.7510156E-6, -2.995046E-5, -1.8606741E-7, -7.046438E-7, -2.905975E-5, 
1182.0808, -0.00211333, -1.979255E-4, -2.6765838E-4, -0.0016477468, 2.6622078E-5, 7.8352205E-6, 1.1697282E-5, 7.089572E-6, -3.6037004E-10, -2.1336441E-13, -3.0010028E-13, -3.598566E-10, 2.8719787E-5, 7.478828E-6, 1.1529823E-5, 9.711131E-6, -7.780573E-4, -2.044204E-4, -2.8752044E-4, -2.8611638E-4, -0.0010458879, -5.803012E-7, 0.0, -0.0010453075, -3.0674893E-4, -6.041199E-7, -6.474399E-7, -3.0549735E-4, -9.528901E-6, -7.4775253E-6, -2.0513548E-6, -2.1215942E-11, -2.8449054E-5, -1.5714352E-7, -6.662816E-7, -2.762563E-5, 
1201.6469, -0.002080731, -2.0843917E-4, -2.6746068E-4, -0.0016048313, 2.6040581E-5, 7.655715E-6, 1.1470573E-5, 6.9142916E-6, -4.478777E-10, -3.0353842E-13, -4.2693157E-13, -4.4714724E-10, 2.8619374E-5, 7.4599575E-6, 1.1454078E-5, 9.70534E-6, -7.817588E-4, -2.0554187E-4, -2.8909743E-4, -2.8711953E-4, -0.0010172108, -5.9657805E-7, 0.0, -0.0010166141, -2.9212242E-4, -5.830747E-7, -6.3882965E-7, -2.909005E-4, -1.6683518E-5, -1.6683489E-5, -5.8341263E-16, -2.8444056E-11, -2.7615122E-5, -1.498587E-7, -6.490805E-7, -2.6816184E-5, 
1227.7349, -0.00205071, -1.9273492E-4, -2.6903552E-4, -0.0015889395, 2.589092E-5, 7.583517E-6, 1.140463E-5, 6.9027733E-6, -4.5159143E-10, -3.885943E-13, -5.465637E-13, -4.5065626E-10, 2.8496703E-5, 7.3918186E-6, 1.139479E-5, 9.710094E-6, -7.8354153E-4, -2.062843E-4, -2.9014188E-4, -2.8711537E-4, -0.0010004275, -6.6106105E-7, 0.0, -9.997665E-4, -2.938574E-4, -5.9796344E-7, -1.0305791E-6, -2.9222885E-4, -2.6804847E-11, -2.3648027E-15, -4.1714962E-15, -2.679831E-11, -2.7270458E-5, -1.6692918E-7, -6.6249504E-7, -2.6441036E-5, 
1240.153, -0.0021053276, -2.0104065E-4, -2.7508926E-4, -0.0016291983, 2.4366356E-5, 7.1461623E-6, 1.07027345E-5, 6.5174586E-6, -7.971254E-10, -1.0275146E-12, -1.445215E-12, -7.9465273E-10, 2.8291865E-5, 7.3573065E-6, 1.133027E-5, 9.604285E-6, -7.926557E-4, -2.0911494E-4, -2.9412334E-4, -2.8941748E-4, -0.0010250583, -5.907462E-7, -2.788298E-9, -0.0010244647, -3.052666E-4, -6.594097E-7, -6.543546E-7, -3.039529E-4, -7.746914E-6, -5.023356E-6, -1.7652311E-6, -9.58326E-7, -2.725822E-5, -1.5568031E-7, -5.765864E-7, -2.6525951E-5, 
1272.8507, -0.0020700104, -2.001937E-4, -2.7588714E-4, -0.0015939296, 2.3565775E-5, 6.9155453E-6, 1.032333E-5, 6.3269003E-6, -1.0828374E-9, -1.6569257E-12, -2.3304908E-12, -1.07885E-9, 2.8199249E-5, 7.3591737E-6, 1.1285821E-5, 9.554256E-6, -7.978326E-4, -2.1067512E-4, -2.9631774E-4, -2.9083973E-4, -9.9408E-4, -5.629381E-7, 0.0, -9.93517E-4, -2.955711E-4, -7.347929E-7, -5.921193E-7, -2.9424418E-4, -7.923059E-6, -2.324731E-6, -4.706613E-15, -5.598328E-6, -2.6367845E-5, -1.7083266E-7, -5.864174E-7, -2.5610596E-5, 
1280.3405, -0.00211305, -2.0560384E-4, -2.79176E-4, -0.0016282704, 2.2693785E-5, 6.6349344E-6, 9.954333E-6, 6.1045184E-6, -1.4910992E-9, -3.156043E-12, -4.4390208E-12, -1.4835042E-9, 2.7980646E-5, 7.2636763E-6, 1.1170535E-5, 9.546435E-6, -8.038426E-4, -2.1262829E-4, -2.990649E-4, -2.921495E-4, -0.0010206259, -5.804396E-7, 0.0, -0.0010200454, -3.0758462E-4, -7.5112536E-7, -6.6078456E-7, -3.0617267E-4, -5.401899E-6, -5.4018356E-6, -1.1834051E-14, -6.3338626E-11, -2.6267962E-5, -1.4073424E-7, -5.751244E-7, -2.5552104E-5, 
1300.6718, -0.0020574087, -2.0395782E-4, -2.8063238E-4, -0.0015728187, 2.2293978E-5, 6.5325567E-6, 9.822829E-6, 5.9385916E-6, -1.7570059E-9, -3.994396E-12, -5.618179E-12, -1.7473933E-9, 2.7859618E-5, 7.258693E-6, 1.11380805E-5, 9.462847E-6, -8.064189E-4, -2.1339368E-4, -3.0014134E-4, -2.9288384E-4, -9.811848E-4, -5.401584E-7, 0.0, -9.806446E-4, -2.9274187E-4, -7.107076E-7, -8.8286737E-7, -2.9114832E-4, -2.9354658E-6, -2.9353823E-6, -4.8498345E-15, -8.3171324E-11, -2.427972E-5, -1.6911798E-7, -5.6908317E-7, -2.3541521E-5, 
1327.6724, -0.0021192569, -2.0614639E-4, -2.8520176E-4, -0.0016279086, 2.1502407E-5, 6.2891645E-6, 9.431855E-6, 5.781389E-6, -2.35593E-9, -6.3338874E-12, -8.908709E-12, -2.3406874E-9, 2.778238E-5, 7.2189114E-6, 1.1094321E-5, 9.46915E-6, -8.110272E-4, -2.1479947E-4, -3.0211863E-4, -2.941092E-4, -0.0010178011, -5.953572E-7, 0.0, -0.0010172059, -3.0749827E-4, -6.9051043E-7, -6.7622153E-7, -3.061315E-4, -6.5335616E-6, -3.4265283E-6, -2.4061226E-6, -7.0090914E-7, -2.5678628E-5, -1.4260559E-7, -5.2694224E-7, -2.5009078E-5, 
1346.4233, -0.0021563382, -2.1188936E-4, -2.8761334E-4, -0.0016568359, 2.0704212E-5, 6.0613675E-6, 9.1060865E-6, 5.536758E-6, -3.2650844E-9, -1.083533E-11, -1.5240054E-11, -3.2390093E-9, 2.7587887E-5, 7.1428317E-6, 1.1023284E-5, 9.421771E-6, -8.1652123E-4, -2.1649613E-4, -3.0450508E-4, -2.9552E-4, -0.0010352773, -5.973136E-7, 0.0, -0.0010346799, -3.172342E-4, -6.8369343E-7, -6.2577294E-7, -3.1592473E-4, -9.835014E-6, -7.16914E-6, -2.0850398E-6, -5.808346E-7, -2.5760366E-5, -1.473062E-7, -5.2682765E-7, -2.5086236E-5, 
1363.4845, -0.0020787984, -2.0742968E-4, -2.863646E-4, -0.0015850042, 2.0540878E-5, 6.012439E-6, 9.044413E-6, 5.484027E-6, -3.5029388E-9, -1.3010423E-11, -1.8299359E-11, -3.4716288E-9, 2.759722E-5, 7.136963E-6, 1.0973243E-5, 9.487013E-6, -8.1826706E-4, -2.1709243E-4, -3.0534386E-4, -2.9583077E-4, -9.829388E-4, -6.714498E-7, 0.0, -9.822673E-4, -2.8829457E-4, -8.0518436E-7, -5.54073E-7, -2.869353E-4, -1.3419822E-5, -1.8704923E-6, -8.640444E-14, -1.15493285E-5, -2.4012656E-5, -1.3949517E-7, -4.842992E-7, -2.3388862E-5, 
