Energy (in eV), SEEE yield of material CERS-withBUCT at isotropic incidence
   X,       Y
11880.0, 2.6007023
11890.0, 2.599337
11900.0, 2.5979745
11910.0, 2.5966132
11920.0, 2.5952532
11930.0, 2.5938954
11940.0, 2.5925395
11950.0, 2.5911858
11960.0, 2.589833
11970.0, 2.5884824
11980.0, 2.5871336
11990.0, 2.5857866
12000.0, 2.584441
12010.0, 2.5830972
12020.0, 2.5817554
12030.0, 2.5804155
12040.0, 2.5790768
12050.0, 2.5777402
12060.0, 2.5764053
12070.0, 2.5750723
12080.0, 2.5737405
12090.0, 2.5724108
12100.0, 2.5710828
12110.0, 2.5697565
12120.0, 2.5684323
12130.0, 2.567109
12140.0, 2.565788
12150.0, 2.5644689
12160.0, 2.5631506
12170.0, 2.5618348
12180.0, 2.5605202
12190.0, 2.559208
12200.0, 2.5578964
12210.0, 2.5565875
12220.0, 2.5552795
12230.0, 2.553974
12240.0, 2.5526693
12250.0, 2.5513668
12260.0, 2.5500655
12270.0, 2.5487661
12280.0, 2.547469
12290.0, 2.5461726
12300.0, 2.5448787
12310.0, 2.5435853
12320.0, 2.5422947
12330.0, 2.5410051
12340.0, 2.5397174
12350.0, 2.5384312
12360.0, 2.5371468
12370.0, 2.535864
12380.0, 2.5345826
12390.0, 2.5333033
12400.0, 2.5320249
12410.0, 2.5307486
12420.0, 2.5294735
12430.0, 2.5282009
12440.0, 2.5269291
12450.0, 2.525659
12460.0, 2.5243905
12470.0, 2.5231242
12480.0, 2.521859
12490.0, 2.5205953
12500.0, 2.519333
12510.0, 2.5180726
12520.0, 2.516814
12530.0, 2.5155566
12540.0, 2.514301
12550.0, 2.5130465
12560.0, 2.5117943
12570.0, 2.5105433
12580.0, 2.5092938
12590.0, 2.508046
12600.0, 2.5067995
12610.0, 2.5055547
12620.0, 2.5043116
12630.0, 2.5030699
12640.0, 2.5018299
12650.0, 2.5005913
12660.0, 2.4993541
12670.0, 2.4981184
12680.0, 2.4968843
12690.0, 2.4956522
12700.0, 2.4944212
12710.0, 2.4931922
12720.0, 2.491964
12730.0, 2.4907377
12740.0, 2.489513
12750.0, 2.4882896
12760.0, 2.4870675
12770.0, 2.4858468
12780.0, 2.4846284
12790.0, 2.483411
12800.0, 2.4821951
12810.0, 2.4809806
12820.0, 2.4797678
12830.0, 2.4785564
12840.0, 2.4773467
12850.0, 2.476138
12860.0, 2.4749315
12870.0, 2.4737256
12880.0, 2.4725215
12890.0, 2.4713194
12900.0, 2.470118
12910.0, 2.4689186
12920.0, 2.4677205
12930.0, 2.4665241
12940.0, 2.4653285
12950.0, 2.464135
12960.0, 2.4629421
12970.0, 2.4617515
12980.0, 2.4605625
12990.0, 2.4593744
13000.0, 2.4581878
13010.0, 2.4570022
13020.0, 2.455819
13030.0, 2.4546368
13040.0, 2.4534557
13050.0, 2.4522765
13060.0, 2.4510984
13070.0, 2.4499218
13080.0, 2.448747
13090.0, 2.4475727
13100.0, 2.4464004
13110.0, 2.4452298
13120.0, 2.4440603
13130.0, 2.4428918
13140.0, 2.4417253
13150.0, 2.4405603
13160.0, 2.4393961
13170.0, 2.4382336
13180.0, 2.4370725
13190.0, 2.4359128
13200.0, 2.4347546
13210.0, 2.4335973
13220.0, 2.4324417
13230.0, 2.4312878
13240.0, 2.4301348
13250.0, 2.4289837
13260.0, 2.427833
13270.0, 2.4266841
13280.0, 2.4255373
13290.0, 2.424391
13300.0, 2.4232464
13310.0, 2.4221032
13320.0, 2.4209614
13330.0, 2.4198205
13340.0, 2.4186816
13350.0, 2.4175436
13360.0, 2.4164069
13370.0, 2.4152715
13380.0, 2.4141378
13390.0, 2.4130054
13400.0, 2.411874
13410.0, 2.4107444
13420.0, 2.409616
13430.0, 2.4084885
13440.0, 2.4073625
13450.0, 2.406238
13460.0, 2.4051147
13470.0, 2.4039924
13480.0, 2.4028718
13490.0, 2.4017527
13500.0, 2.400635
13510.0, 2.399518
13520.0, 2.3984027
13530.0, 2.397288
13540.0, 2.3961759
13550.0, 2.395064
13560.0, 2.3939543
13570.0, 2.3928454
13580.0, 2.3917375
13590.0, 2.3906307
13600.0, 2.3895261
13610.0, 2.3884225
13620.0, 2.3873198
13630.0, 2.3862185
13640.0, 2.3851185
13650.0, 2.38402
13660.0, 2.3829224
13670.0, 2.3818266
13680.0, 2.3807313
13690.0, 2.3796382
13700.0, 2.3785455
13710.0, 2.3774543
13720.0, 2.3763645
13730.0, 2.3752763
13740.0, 2.3741887
13750.0, 2.3731024
13760.0, 2.3720176
13770.0, 2.3709342
13780.0, 2.3698523
13790.0, 2.3687708
13800.0, 2.3676913
13810.0, 2.3666122
13820.0, 2.365535
13830.0, 2.3644586
13840.0, 2.363384
13850.0, 2.3623102
13860.0, 2.3612378
13870.0, 2.3601665
13880.0, 2.3590965
13890.0, 2.3580275
13900.0, 2.3569603
13910.0, 2.3558934
13920.0, 2.3548281
13930.0, 2.3537645
13940.0, 2.352702
13950.0, 2.35164
13960.0, 2.35058
13970.0, 2.349521
13980.0, 2.348463
13990.0, 2.3474057
14000.0, 2.3463504
14010.0, 2.345296
14020.0, 2.344243
14030.0, 2.3431907
14040.0, 2.34214
14050.0, 2.3410904
14060.0, 2.3400419
14070.0, 2.338995
14080.0, 2.3379486
14090.0, 2.3369038
14100.0, 2.3358598
14110.0, 2.3348172
14120.0, 2.3337762
14130.0, 2.3327353
14140.0, 2.3316965
14150.0, 2.330659
14160.0, 2.3296223
14170.0, 2.3285863
14180.0, 2.327552
14190.0, 2.326519
14200.0, 2.3254862
14210.0, 2.3244557
14220.0, 2.323426
14230.0, 2.3223972
14240.0, 2.3213694
14250.0, 2.3203428
14260.0, 2.319318
14270.0, 2.3182938
14280.0, 2.317271
14290.0, 2.3162494
14300.0, 2.3152282
14310.0, 2.3142087
14320.0, 2.3131905
14330.0, 2.312173
14340.0, 2.311157
14350.0, 2.3101416
14360.0, 2.3091276
14370.0, 2.3081148
14380.0, 2.3071032
14390.0, 2.3060925
14400.0, 2.3050833
14410.0, 2.3040748
14420.0, 2.3030674
14430.0, 2.3020613
14440.0, 2.301056
14450.0, 2.300052
14460.0, 2.2990494
14470.0, 2.2980475
14480.0, 2.2970471
14490.0, 2.2960474
14500.0, 2.295049
14510.0, 2.2940516
14520.0, 2.293055
14530.0, 2.2920601
14540.0, 2.2910657
14550.0, 2.2900727
14560.0, 2.2890809
14570.0, 2.2880898
14580.0, 2.2871003
14590.0, 2.2861116
14600.0, 2.285124
14610.0, 2.284137
14620.0, 2.2831514
14630.0, 2.2821672
14640.0, 2.2811842
14650.0, 2.2802017
14660.0, 2.2792203
14670.0, 2.2782402
14680.0, 2.2772608
14690.0, 2.276283
14700.0, 2.2753057
14710.0, 2.27433
14720.0, 2.2733548
14730.0, 2.272381
14740.0, 2.2714083
14750.0, 2.2704365
14760.0, 2.2694662
14770.0, 2.268496
14780.0, 2.2675273
14790.0, 2.26656
14800.0, 2.2655935
14810.0, 2.264628
14820.0, 2.2636635
14830.0, 2.2627
14840.0, 2.2617373
14850.0, 2.2607763
14860.0, 2.259816
14870.0, 2.2588565
14880.0, 2.2578983
14890.0, 2.2569408
14900.0, 2.2559848
14910.0, 2.2550294
14920.0, 2.254075
14930.0, 2.2531219
14940.0, 2.2521696
14950.0, 2.2512186
14960.0, 2.2502682
14970.0, 2.2493186
14980.0, 2.2483706
14990.0, 2.2474234
15000.0, 2.2464776
15010.0, 2.2455325
15020.0, 2.2445881
15030.0, 2.243645
15040.0, 2.242703
15050.0, 2.241762
15060.0, 2.2408216
15070.0, 2.2398827
15080.0, 2.2389443
15090.0, 2.2380068
15100.0, 2.2370706
15110.0, 2.2361357
15120.0, 2.2352014
15130.0, 2.234268
15140.0, 2.2333355
15150.0, 2.2324042
15160.0, 2.2314742
15170.0, 2.2305448
15180.0, 2.2296162
15190.0, 2.228689
15200.0, 2.2277622
15210.0, 2.226837
15220.0, 2.2259126
15230.0, 2.224989
15240.0, 2.2240663
15250.0, 2.2231445
15260.0, 2.222224
15270.0, 2.2213044
15280.0, 2.2203856
15290.0, 2.2194679
15300.0, 2.218551
15310.0, 2.2176352
15320.0, 2.21672
15330.0, 2.215806
15340.0, 2.2148929
15350.0, 2.213981
15360.0, 2.2130697
15370.0, 2.2121599
15380.0, 2.2112503
15390.0, 2.2103422
15400.0, 2.2094347
15410.0, 2.2085283
15420.0, 2.2076228
15430.0, 2.2067182
15440.0, 2.2058146
15450.0, 2.204912
15460.0, 2.2040102
15470.0, 2.203109
15480.0, 2.2022097
15490.0, 2.2013102
15500.0, 2.200412
15510.0, 2.1995149
15520.0, 2.1986187
15530.0, 2.1977236
15540.0, 2.1968288
15550.0, 2.1959357
15560.0, 2.195043
15570.0, 2.1941516
15580.0, 2.1932607
15590.0, 2.192371
15600.0, 2.1914818
15610.0, 2.1905942
15620.0, 2.1897068
15630.0, 2.1888204
15640.0, 2.1879354
15650.0, 2.1870508
15660.0, 2.1861675
15670.0, 2.1852849
15680.0, 2.1844032
15690.0, 2.1835225
15700.0, 2.1826425
15710.0, 2.181763
15720.0, 2.1808848
15730.0, 2.180008
15740.0, 2.1791313
15750.0, 2.1782558
15760.0, 2.1773815
15770.0, 2.1765077
15780.0, 2.1756349
15790.0, 2.1747632
15800.0, 2.1738918
15810.0, 2.1730216
15820.0, 2.1721523
15830.0, 2.171284
15840.0, 2.1704166
15850.0, 2.1695497
15860.0, 2.1686838
15870.0, 2.1678188
15880.0, 2.1669548
15890.0, 2.1660917
15900.0, 2.1652293
15910.0, 2.164368
15920.0, 2.163507
15930.0, 2.1626477
15940.0, 2.1617887
15950.0, 2.1609306
15960.0, 2.1600733
15970.0, 2.159217
15980.0, 2.1583614
15990.0, 2.1575067
16000.0, 2.1566532
16010.0, 2.1557999
16020.0, 2.154948
16030.0, 2.1540966
16040.0, 2.1532464
16050.0, 2.152397
16060.0, 2.1515481
16070.0, 2.1507003
16080.0, 2.1498532
16090.0, 2.149007
16100.0, 2.1481616
16110.0, 2.1473174
16120.0, 2.146474
16130.0, 2.1456308
16140.0, 2.144789
16150.0, 2.1439478
16160.0, 2.1431074
16170.0, 2.1422682
16180.0, 2.1414292
16190.0, 2.1405911
16200.0, 2.1397543
16210.0, 2.138918
16220.0, 2.1380827
16230.0, 2.1372483
16240.0, 2.1364145
16250.0, 2.1355817
16260.0, 2.1347494
16270.0, 2.1339183
16280.0, 2.1330879
16290.0, 2.132258
16300.0, 2.1314294
16310.0, 2.1306012
16320.0, 2.1297739
16330.0, 2.1289477
16340.0, 2.128122
16350.0, 2.1272974
16360.0, 2.126473
16370.0, 2.1256502
16380.0, 2.1248279
16390.0, 2.124006
16400.0, 2.1231856
16410.0, 2.1223655
16420.0, 2.1215463
16430.0, 2.1207278
16440.0, 2.11991
16450.0, 2.1190932
16460.0, 2.1182773
16470.0, 2.1174622
16480.0, 2.1166477
16490.0, 2.1158342
16500.0, 2.115021
16510.0, 2.1142092
16520.0, 2.1133976
16530.0, 2.1125872
16540.0, 2.1117775
16550.0, 2.110969
16560.0, 2.1101604
16570.0, 2.1093533
16580.0, 2.1085467
16590.0, 2.1077409
16600.0, 2.1069357
16610.0, 2.1061316
16620.0, 2.1053278
16630.0, 2.1045249
16640.0, 2.1037233
16650.0, 2.1029222
16660.0, 2.1021218
16670.0, 2.101322
16680.0, 2.100523
16690.0, 2.099725
16700.0, 2.0989277
16710.0, 2.0981312
16720.0, 2.097335
16730.0, 2.0965402
16740.0, 2.0957458
16750.0, 2.0949523
16760.0, 2.0941594
16770.0, 2.0933676
16780.0, 2.092576
16790.0, 2.0917857
16800.0, 2.090996
16810.0, 2.0902066
16820.0, 2.0894186
16830.0, 2.088631
16840.0, 2.0878441
16850.0, 2.0870578
16860.0, 2.086273
16870.0, 2.0854883
16880.0, 2.0847044
16890.0, 2.0839214
16900.0, 2.0831392
16910.0, 2.0823576
16920.0, 2.0815768
16930.0, 2.0807965
16940.0, 2.080017
16950.0, 2.0792384
16960.0, 2.0784607
16970.0, 2.0776834
16980.0, 2.0769072
16990.0, 2.0761318
17000.0, 2.0753562
17010.0, 2.0745823
17020.0, 2.0738087
17030.0, 2.0730357
17040.0, 2.0722637
17050.0, 2.0714927
17060.0, 2.0707219
17070.0, 2.0699518
17080.0, 2.0691826
17090.0, 2.0684142
17100.0, 2.0676467
17110.0, 2.0668793
17120.0, 2.0661132
17130.0, 2.0653477
17140.0, 2.0645828
17150.0, 2.0638185
17160.0, 2.0630553
17170.0, 2.0622926
17180.0, 2.0615304
17190.0, 2.060769
17200.0, 2.0600085
17210.0, 2.0592487
17220.0, 2.0584893
17230.0, 2.057731
17240.0, 2.0569732
17250.0, 2.0562162
17260.0, 2.0554597
17270.0, 2.0547042
17280.0, 2.053949
17290.0, 2.0531948
17300.0, 2.0524411
17310.0, 2.0516882
17320.0, 2.0509362
17330.0, 2.0501845
17340.0, 2.0494337
17350.0, 2.0486841
17360.0, 2.0479343
17370.0, 2.0471854
17380.0, 2.0464377
17390.0, 2.04569
17400.0, 2.0449438
17410.0, 2.0441973
17420.0, 2.0434523
17430.0, 2.0427074
17440.0, 2.0419636
17450.0, 2.0412202
17460.0, 2.0404782
17470.0, 2.0397363
17480.0, 2.038995
17490.0, 2.0382545
17500.0, 2.0375147
17510.0, 2.0367754
17520.0, 2.0360367
17530.0, 2.035299
17540.0, 2.034562
17550.0, 2.0338254
17560.0, 2.0330899
17570.0, 2.0323548
17580.0, 2.0316203
17590.0, 2.0308864
17600.0, 2.030153
17610.0, 2.0294209
17620.0, 2.0286891
17630.0, 2.027958
17640.0, 2.0272276
17650.0, 2.0264978
17660.0, 2.0257683
17670.0, 2.02504
17680.0, 2.0243123
17690.0, 2.023585
17700.0, 2.0228581
17710.0, 2.0221329
17720.0, 2.0214078
17730.0, 2.0206833
17740.0, 2.0199594
17750.0, 2.0192363
17760.0, 2.0185137
17770.0, 2.0177917
17780.0, 2.0170703
17790.0, 2.0163498
17800.0, 2.0156302
17810.0, 2.0149105
17820.0, 2.0141916
17830.0, 2.0134737
17840.0, 2.0127563
17850.0, 2.0120397
17860.0, 2.0113235
17870.0, 2.0106082
17880.0, 2.0098937
17890.0, 2.0091794
17900.0, 2.0084662
17910.0, 2.007753
17920.0, 2.0070405
17930.0, 2.006329
17940.0, 2.005618
17950.0, 2.0049076
17960.0, 2.0041978
17970.0, 2.0034888
17980.0, 2.0027804
17990.0, 2.0020728
18000.0, 2.0013654
18010.0, 2.0006588
18020.0, 1.9999532
18030.0, 1.9992474
18040.0, 1.998543
18050.0, 1.9978395
18060.0, 1.9971355
18070.0, 1.9964328
18080.0, 1.9957306
18090.0, 1.9950292
18100.0, 1.9943281
18110.0, 1.9936279
18120.0, 1.9929281
18130.0, 1.9922296
18140.0, 1.991531
18150.0, 1.9908332
18160.0, 1.9901359
18170.0, 1.9894391
18180.0, 1.9887428
18190.0, 1.9880477
18200.0, 1.9873531
18210.0, 1.986659
18220.0, 1.9859655
18230.0, 1.9852726
18240.0, 1.9845804
18250.0, 1.9838885
18260.0, 1.9831976
18270.0, 1.9825069
18280.0, 1.9818169
18290.0, 1.9811277
18300.0, 1.9804392
18310.0, 1.9797513
18320.0, 1.9790637
18330.0, 1.9783767
18340.0, 1.9776905
18350.0, 1.9770052
18360.0, 1.97632
18370.0, 1.9756352
18380.0, 1.9749516
18390.0, 1.9742686
18400.0, 1.9735856
18410.0, 1.9729036
18420.0, 1.972222
18430.0, 1.971541
18440.0, 1.9708607
18450.0, 1.9701811
18460.0, 1.9695022
18470.0, 1.9688237
18480.0, 1.9681454
18490.0, 1.9674683
18500.0, 1.9667914
18510.0, 1.9661155
18520.0, 1.9654399
18530.0, 1.9647647
18540.0, 1.9640905
18550.0, 1.9634163
18560.0, 1.9627432
18570.0, 1.9620708
18580.0, 1.9613985
18590.0, 1.9607269
18600.0, 1.9600562
18610.0, 1.9593856
18620.0, 1.958716
18630.0, 1.9580468
18640.0, 1.9573781
18650.0, 1.9567103
18660.0, 1.9560428
18670.0, 1.9553759
18680.0, 1.9547096
18690.0, 1.954044
18700.0, 1.9533783
18710.0, 1.952714
18720.0, 1.9520501
18730.0, 1.9513867
18740.0, 1.9507235
18750.0, 1.9500612
18760.0, 1.9493998
18770.0, 1.9487383
18780.0, 1.9480778
18790.0, 1.9474175
18800.0, 1.9467583
18810.0, 1.9460993
18820.0, 1.9454409
18830.0, 1.9447832
18840.0, 1.9441258
18850.0, 1.943469
18860.0, 1.942813
18870.0, 1.9421575
18880.0, 1.9415027
18890.0, 1.9408479
18900.0, 1.9401942
18910.0, 1.939541
18920.0, 1.938888
18930.0, 1.9382356
18940.0, 1.9375842
18950.0, 1.9369332
18960.0, 1.9362823
18970.0, 1.9356325
18980.0, 1.934983
18990.0, 1.934334
19000.0, 1.9336855
19010.0, 1.9330378
19020.0, 1.9323906
19030.0, 1.9317435
19040.0, 1.9310974
19050.0, 1.930452
19060.0, 1.929807
19070.0, 1.9291624
19080.0, 1.9285185
19090.0, 1.9278746
19100.0, 1.927232
19110.0, 1.9265896
19120.0, 1.9259477
19130.0, 1.9253067
19140.0, 1.9246657
19150.0, 1.9240254
19160.0, 1.9233856
19170.0, 1.9227464
19180.0, 1.9221078
19190.0, 1.9214698
19200.0, 1.9208324
19210.0, 1.9201953
19220.0, 1.9195588
19230.0, 1.918923
19240.0, 1.9182875
19250.0, 1.9176527
19260.0, 1.9170182
19270.0, 1.9163841
19280.0, 1.9157511
19290.0, 1.9151182
19300.0, 1.914486
19310.0, 1.9138544
19320.0, 1.9132234
19330.0, 1.9125924
19340.0, 1.9119624
19350.0, 1.9113326
19360.0, 1.9107037
19370.0, 1.9100748
19380.0, 1.909447
19390.0, 1.9088197
19400.0, 1.9081924
19410.0, 1.907566
19420.0, 1.90694
19430.0, 1.9063147
19440.0, 1.9056895
19450.0, 1.9050651
19460.0, 1.9044412
19470.0, 1.9038181
19480.0, 1.903195
19490.0, 1.9025728
19500.0, 1.901951
19510.0, 1.9013295
19520.0, 1.9007087
19530.0, 1.9000883
19540.0, 1.8994687
19550.0, 1.8988494
19560.0, 1.8982306
19570.0, 1.8976125
19580.0, 1.8969947
19590.0, 1.8963773
19600.0, 1.8957607
19610.0, 1.8951441
19620.0, 1.8945286
19630.0, 1.8939134
19640.0, 1.8932986
19650.0, 1.8926846
19660.0, 1.8920704
19670.0, 1.8914573
19680.0, 1.8908446
19690.0, 1.8902324
19700.0, 1.8896207
19710.0, 1.8890096
19720.0, 1.888399
19730.0, 1.8877887
19740.0, 1.8871788
19750.0, 1.8865699
19760.0, 1.8859608
19770.0, 1.8853526
19780.0, 1.8847449
19790.0, 1.8841375
19800.0, 1.8835311
19810.0, 1.8829248
19820.0, 1.882319
19830.0, 1.8817137
19840.0, 1.8811089
19850.0, 1.8805044
19860.0, 1.8799009
19870.0, 1.8792975
19880.0, 1.8786947
19890.0, 1.8780925
19900.0, 1.8774906
19910.0, 1.8768892
19920.0, 1.8762882
19930.0, 1.875688
19940.0, 1.875088
19950.0, 1.8744886
19960.0, 1.8738898
19970.0, 1.8732913
19980.0, 1.8726933
19990.0, 1.8720956
20000.0, 1.8714987
20010.0, 1.8709022
20020.0, 1.8703061
20030.0, 1.8697106
20040.0, 1.8691154
20050.0, 1.8685209
20060.0, 1.8679268
20070.0, 1.8673329
20080.0, 1.8667397
20090.0, 1.8661472
20100.0, 1.8655548
20110.0, 1.864963
20120.0, 1.864372
20130.0, 1.8637811
20140.0, 1.8631905
20150.0, 1.8626009
20160.0, 1.8620116
20170.0, 1.8614225
20180.0, 1.8608338
20190.0, 1.8602461
20200.0, 1.8596586
20210.0, 1.8590719
20220.0, 1.8584851
20230.0, 1.8578988
20240.0, 1.8573133
20250.0, 1.856728
20260.0, 1.8561434
20270.0, 1.855559
20280.0, 1.8549753
20290.0, 1.8543918
20300.0, 1.853809
20310.0, 1.8532268
20320.0, 1.8526447
20330.0, 1.8520632
20340.0, 1.8514822
20350.0, 1.8509018
20360.0, 1.8503215
20370.0, 1.8497419
20380.0, 1.8491627
20390.0, 1.848584
20400.0, 1.8480058
20410.0, 1.8474281
20420.0, 1.8468506
20430.0, 1.8462738
20440.0, 1.8456972
20450.0, 1.8451213
20460.0, 1.844546
20470.0, 1.8439708
20480.0, 1.8433958
20490.0, 1.8428218
20500.0, 1.8422482
20510.0, 1.8416748
20520.0, 1.8411021
20530.0, 1.8405297
20540.0, 1.8399577
20550.0, 1.8393862
20560.0, 1.8388153
20570.0, 1.8382448
20580.0, 1.8376747
20590.0, 1.8371047
20600.0, 1.8365357
20610.0, 1.8359666
20620.0, 1.8353984
20630.0, 1.8348305
20640.0, 1.8342633
20650.0, 1.8336962
20660.0, 1.8331294
20670.0, 1.8325635
20680.0, 1.8319978
20690.0, 1.8314323
20700.0, 1.8308675
20710.0, 1.8303032
20720.0, 1.8297393
20730.0, 1.8291758
20740.0, 1.8286127
20750.0, 1.82805
20760.0, 1.827488
20770.0, 1.8269261
20780.0, 1.8263648
20790.0, 1.825804
20800.0, 1.8252437
20810.0, 1.8246835
20820.0, 1.8241241
20830.0, 1.8235649
20840.0, 1.8230062
20850.0, 1.8224479
20860.0, 1.82189
20870.0, 1.8213327
20880.0, 1.8207756
20890.0, 1.8202193
20900.0, 1.819663
20910.0, 1.8191074
20920.0, 1.8185519
20930.0, 1.8179972
20940.0, 1.8174429
20950.0, 1.8168887
20960.0, 1.8163352
20970.0, 1.8157821
20980.0, 1.8152294
20990.0, 1.8146771
21000.0, 1.8141254
21010.0, 1.8135737
21020.0, 1.8130229
21030.0, 1.8124721
21040.0, 1.8119222
21050.0, 1.8113723
21060.0, 1.8108231
21070.0, 1.8102741
21080.0, 1.8097256
21090.0, 1.8091778
21100.0, 1.8086299
21110.0, 1.8080823
21120.0, 1.8075358
21130.0, 1.8069896
21140.0, 1.8064435
21150.0, 1.805898
21160.0, 1.8053529
21170.0, 1.8048081
21180.0, 1.8042637
21190.0, 1.8037196
21200.0, 1.8031765
21210.0, 1.8026336
21220.0, 1.8020906
21230.0, 1.8015484
21240.0, 1.8010067
21250.0, 1.8004652
21260.0, 1.7999243
21270.0, 1.7993835
21280.0, 1.7988434
21290.0, 1.7983034
21300.0, 1.7977643
21310.0, 1.7972255
21320.0, 1.796687
21330.0, 1.7961485
21340.0, 1.7956108
21350.0, 1.7950736
21360.0, 1.7945366
21370.0, 1.7939999
21380.0, 1.7934641
21390.0, 1.7929285
21400.0, 1.792393
21410.0, 1.7918581
21420.0, 1.7913237
21430.0, 1.7907897
21440.0, 1.7902557
21450.0, 1.7897224
21460.0, 1.7891896
21470.0, 1.7886571
21480.0, 1.7881252
21490.0, 1.7875932
21500.0, 1.787062
21510.0, 1.7865311
21520.0, 1.7860007
21530.0, 1.7854706
21540.0, 1.7849408
21550.0, 1.7844115
21560.0, 1.7838826
21570.0, 1.7833539
21580.0, 1.7828262
21590.0, 1.7822984
21600.0, 1.7817711
21610.0, 1.7812444
21620.0, 1.7807173
21630.0, 1.7801914
21640.0, 1.7796658
21650.0, 1.7791404
21660.0, 1.7786154
21670.0, 1.7780907
21680.0, 1.7775666
21690.0, 1.7770427
21700.0, 1.7765193
21710.0, 1.7759966
21720.0, 1.7754737
21730.0, 1.7749513
21740.0, 1.7744296
21750.0, 1.7739083
21760.0, 1.7733873
21770.0, 1.7728662
21780.0, 1.7723459
21790.0, 1.771826
21800.0, 1.7713068
21810.0, 1.7707872
21820.0, 1.7702684
21830.0, 1.7697505
21840.0, 1.7692322
21850.0, 1.7687147
21860.0, 1.7681975
21870.0, 1.7676809
21880.0, 1.7671641
21890.0, 1.7666482
21900.0, 1.7661324
21910.0, 1.7656171
21920.0, 1.765102
21930.0, 1.7645874
21940.0, 1.7640733
21950.0, 1.7635597
21960.0, 1.7630461
21970.0, 1.7625333
21980.0, 1.7620203
21990.0, 1.7615079
22000.0, 1.7609961
22010.0, 1.7604846
22020.0, 1.7599735
22030.0, 1.7594626
22040.0, 1.7589519
22050.0, 1.758442
22060.0, 1.7579325
22070.0, 1.757423
22080.0, 1.756914
22090.0, 1.7564054
22100.0, 1.7558974
22110.0, 1.7553896
22120.0, 1.7548822
22130.0, 1.7543751
22140.0, 1.7538682
22150.0, 1.753362
22160.0, 1.7528561
22170.0, 1.7523507
22180.0, 1.7518452
22190.0, 1.7513403
22200.0, 1.7508359
22210.0, 1.7503318
22220.0, 1.7498281
22230.0, 1.7493246
22240.0, 1.7488219
22250.0, 1.7483189
22260.0, 1.7478166
22270.0, 1.7473148
22280.0, 1.7468129
22290.0, 1.7463117
22300.0, 1.7458111
22310.0, 1.7453109
22320.0, 1.7448105
22330.0, 1.7443109
22340.0, 1.7438115
22350.0, 1.7433126
22360.0, 1.7428136
22370.0, 1.7423153
22380.0, 1.7418176
22390.0, 1.7413199
22400.0, 1.7408224
22410.0, 1.7403258
22420.0, 1.7398293
22430.0, 1.7393333
22440.0, 1.7388372
22450.0, 1.7383417
22460.0, 1.7378469
22470.0, 1.7373519
22480.0, 1.7368577
22490.0, 1.7363634
22500.0, 1.7358699
22510.0, 1.7353766
22520.0, 1.7348837
22530.0, 1.7343911
22540.0, 1.7338988
22550.0, 1.7334069
22560.0, 1.7329153
22570.0, 1.7324243
22580.0, 1.7319334
22590.0, 1.7314429
22600.0, 1.7309526
22610.0, 1.730463
22620.0, 1.7299736
22630.0, 1.7294846
22640.0, 1.7289959
22650.0, 1.7285074
22660.0, 1.7280191
22670.0, 1.7275314
22680.0, 1.7270442
22690.0, 1.7265573
22700.0, 1.7260704
22710.0, 1.7255841
22720.0, 1.7250985
22730.0, 1.7246125
22740.0, 1.7241274
22750.0, 1.7236425
22760.0, 1.7231579
22770.0, 1.7226734
22780.0, 1.7221898
22790.0, 1.7217063
22800.0, 1.7212231
22810.0, 1.72074
22820.0, 1.7202578
22830.0, 1.7197756
22840.0, 1.7192936
22850.0, 1.7188121
22860.0, 1.7183312
22870.0, 1.7178503
22880.0, 1.7173698
22890.0, 1.7168896
22900.0, 1.7164099
22910.0, 1.7159303
22920.0, 1.7154512
22930.0, 1.7149725
22940.0, 1.714494
22950.0, 1.7140158
22960.0, 1.7135383
22970.0, 1.7130609
22980.0, 1.7125835
22990.0, 1.712107
23000.0, 1.7116305
23010.0, 1.7111545
23020.0, 1.7106786
23030.0, 1.710203
23040.0, 1.7097281
23050.0, 1.7092533
23060.0, 1.7087787
23070.0, 1.7083048
23080.0, 1.707831
23090.0, 1.7073579
23100.0, 1.7068846
23110.0, 1.7064117
23120.0, 1.7059393
23130.0, 1.7054673
23140.0, 1.7049954
23150.0, 1.7045242
23160.0, 1.7040529
23170.0, 1.7035822
23180.0, 1.7031118
23190.0, 1.7026416
23200.0, 1.7021718
23210.0, 1.7017022
23220.0, 1.7012333
23230.0, 1.7007644
23240.0, 1.700296
23250.0, 1.6998278
23260.0, 1.69936
23270.0, 1.6988925
23280.0, 1.6984253
23290.0, 1.6979584
23300.0, 1.6974919
23310.0, 1.6970257
23320.0, 1.6965597
23330.0, 1.696094
23340.0, 1.6956288
23350.0, 1.6951642
23360.0, 1.6946993
23370.0, 1.694235
23380.0, 1.6937711
23390.0, 1.6933078
23400.0, 1.6928443
23410.0, 1.6923813
23420.0, 1.6919186
23430.0, 1.6914561
23440.0, 1.6909943
23450.0, 1.6905326
23460.0, 1.6900711
23470.0, 1.6896099
23480.0, 1.6891491
23490.0, 1.688689
23500.0, 1.6882288
23510.0, 1.6877687
23520.0, 1.6873094
23530.0, 1.6868502
23540.0, 1.6863912
23550.0, 1.6859325
23560.0, 1.6854744
23570.0, 1.6850168
23580.0, 1.6845589
23590.0, 1.6841019
23600.0, 1.6836447
23610.0, 1.683188
23620.0, 1.6827317
23630.0, 1.6822759
23640.0, 1.6818202
23650.0, 1.6813645
23660.0, 1.6809094
