Energy (in eV), backscattering yield of material alox-reduced-PEY at isotropic incidence
   X,       Y
23140.0, 0.3004046
23150.0, 0.30040228
23160.0, 0.3004
23170.0, 0.30039763
23180.0, 0.30039537
23190.0, 0.30039307
23200.0, 0.30039078
23210.0, 0.3003885
23220.0, 0.3003862
23230.0, 0.30038393
23240.0, 0.30038166
23250.0, 0.30037937
23260.0, 0.3003771
23270.0, 0.30037484
23280.0, 0.3003726
23290.0, 0.30037034
23300.0, 0.3003681
23310.0, 0.30036584
23320.0, 0.3003636
23330.0, 0.30036137
23340.0, 0.30035913
23350.0, 0.30035692
23360.0, 0.3003547
23370.0, 0.30035248
23380.0, 0.30035028
23390.0, 0.30034807
23400.0, 0.30034584
23410.0, 0.30034366
23420.0, 0.30034146
23430.0, 0.30033925
23440.0, 0.30033708
23450.0, 0.30033487
23460.0, 0.30033273
23470.0, 0.30033055
23480.0, 0.30032837
23490.0, 0.3003262
23500.0, 0.30032408
23510.0, 0.3003219
23520.0, 0.30031973
23530.0, 0.30031762
23540.0, 0.30031547
23550.0, 0.30031332
23560.0, 0.3003112
23570.0, 0.30030906
23580.0, 0.30030695
23590.0, 0.3003048
23600.0, 0.30030268
23610.0, 0.3003006
23620.0, 0.30029848
23630.0, 0.30029634
23640.0, 0.30029428
23650.0, 0.30029213
23660.0, 0.30029008
23670.0, 0.300288
23680.0, 0.3002859
23690.0, 0.3002838
23700.0, 0.30028176
23710.0, 0.30027965
23720.0, 0.30027762
23730.0, 0.30027556
23740.0, 0.30027348
23750.0, 0.30027142
23760.0, 0.3002694
23770.0, 0.30026734
23780.0, 0.30026528
23790.0, 0.30026326
23800.0, 0.3002612
23810.0, 0.3002592
23820.0, 0.30025718
23830.0, 0.30025515
23840.0, 0.30025312
23850.0, 0.3002511
23860.0, 0.3002491
23870.0, 0.30024707
23880.0, 0.30024508
23890.0, 0.30024308
23900.0, 0.30024108
23910.0, 0.30023912
23920.0, 0.30023712
23930.0, 0.30023512
23940.0, 0.30023316
23950.0, 0.3002312
23960.0, 0.30022922
23970.0, 0.30022722
23980.0, 0.30022526
23990.0, 0.30022332
24000.0, 0.30022135
24010.0, 0.30021942
24020.0, 0.30021748
24030.0, 0.3002155
24040.0, 0.30021358
24050.0, 0.30021164
24060.0, 0.3002097
24070.0, 0.3002078
24080.0, 0.3002059
24090.0, 0.30020395
24100.0, 0.30020204
24110.0, 0.3002001
24120.0, 0.3001982
24130.0, 0.3001963
24140.0, 0.3001944
24150.0, 0.3001925
24160.0, 0.3001906
24170.0, 0.30018872
24180.0, 0.30018684
24190.0, 0.30018494
24200.0, 0.30018306
24210.0, 0.3001812
24220.0, 0.30017933
24230.0, 0.30017745
24240.0, 0.3001756
24250.0, 0.30017373
24260.0, 0.30017188
24270.0, 0.30017003
24280.0, 0.3001682
24290.0, 0.30016634
24300.0, 0.3001645
24310.0, 0.30016264
24320.0, 0.30016086
24330.0, 0.300159
24340.0, 0.30015716
24350.0, 0.30015534
24360.0, 0.30015352
24370.0, 0.30015168
24380.0, 0.3001499
24390.0, 0.30014807
24400.0, 0.30014625
24410.0, 0.30014446
24420.0, 0.30014268
24430.0, 0.3001409
24440.0, 0.3001391
24450.0, 0.3001373
24460.0, 0.30013552
24470.0, 0.30013373
24480.0, 0.30013198
24490.0, 0.3001302
24500.0, 0.30012843
24510.0, 0.30012664
24520.0, 0.3001249
24530.0, 0.30012313
24540.0, 0.3001214
24550.0, 0.30011964
24560.0, 0.30011788
24570.0, 0.30011612
24580.0, 0.30011442
24590.0, 0.30011263
24600.0, 0.3001109
24610.0, 0.3001092
24620.0, 0.30010748
24630.0, 0.30010572
24640.0, 0.30010402
24650.0, 0.30010232
24660.0, 0.3001006
24670.0, 0.30009887
24680.0, 0.30009717
24690.0, 0.30009547
24700.0, 0.30009377
24710.0, 0.30009207
24720.0, 0.30009037
24730.0, 0.30008867
24740.0, 0.300087
24750.0, 0.30008534
24760.0, 0.30008364
24770.0, 0.30008197
24780.0, 0.3000803
24790.0, 0.30007863
24800.0, 0.30007696
24810.0, 0.3000753
24820.0, 0.30007362
24830.0, 0.30007198
24840.0, 0.30007035
24850.0, 0.30006865
24860.0, 0.30006704
24870.0, 0.3000654
24880.0, 0.30006376
24890.0, 0.30006212
24900.0, 0.30006048
24910.0, 0.3000588
24920.0, 0.3000572
24930.0, 0.3000556
24940.0, 0.30005398
24950.0, 0.30005237
24960.0, 0.30005074
24970.0, 0.3000491
24980.0, 0.30004752
24990.0, 0.30004594
25000.0, 0.3000443
25010.0, 0.30004272
25020.0, 0.30004114
25030.0, 0.30003953
25040.0, 0.30003792
25050.0, 0.30003634
25060.0, 0.30003476
25070.0, 0.3000332
25080.0, 0.3000316
25090.0, 0.30003005
25100.0, 0.30002847
25110.0, 0.3000269
25120.0, 0.30002534
25130.0, 0.30002376
25140.0, 0.3000222
25150.0, 0.30002066
25160.0, 0.30001912
25170.0, 0.30001757
25180.0, 0.30001602
25190.0, 0.3000145
25200.0, 0.30001295
25210.0, 0.30001143
25220.0, 0.30000988
25230.0, 0.30000836
25240.0, 0.30000684
25250.0, 0.30000532
25260.0, 0.30000377
25270.0, 0.30000228
25280.0, 0.30000076
25290.0, 0.29999927
25300.0, 0.29999775
25310.0, 0.29999623
25320.0, 0.29999474
25330.0, 0.29999322
25340.0, 0.29999176
25350.0, 0.29999024
25360.0, 0.29998875
25370.0, 0.2999873
25380.0, 0.2999858
25390.0, 0.2999843
25400.0, 0.29998285
25410.0, 0.29998133
25420.0, 0.29997987
25430.0, 0.2999784
25440.0, 0.29997694
25450.0, 0.29997548
25460.0, 0.29997402
25470.0, 0.29997256
25480.0, 0.2999711
25490.0, 0.29996964
25500.0, 0.29996818
25510.0, 0.29996675
25520.0, 0.29996532
25530.0, 0.29996386
25540.0, 0.29996243
25550.0, 0.299961
25560.0, 0.29995954
25570.0, 0.2999581
25580.0, 0.2999567
25590.0, 0.29995528
25600.0, 0.29995388
25610.0, 0.29995245
25620.0, 0.29995105
25630.0, 0.29994962
25640.0, 0.29994822
25650.0, 0.29994678
25660.0, 0.2999454
25670.0, 0.29994398
25680.0, 0.29994258
25690.0, 0.29994124
25700.0, 0.2999398
25710.0, 0.2999384
25720.0, 0.29993704
25730.0, 0.29993567
25740.0, 0.2999343
25750.0, 0.2999329
25760.0, 0.2999315
25770.0, 0.29993016
25780.0, 0.29992878
25790.0, 0.2999274
25800.0, 0.29992604
25810.0, 0.2999247
25820.0, 0.29992333
25830.0, 0.299922
25840.0, 0.29992062
25850.0, 0.29991928
25860.0, 0.29991794
25870.0, 0.29991657
25880.0, 0.29991522
25890.0, 0.29991388
25900.0, 0.29991254
25910.0, 0.29991123
25920.0, 0.2999099
25930.0, 0.29990855
25940.0, 0.29990724
25950.0, 0.2999059
25960.0, 0.29990456
25970.0, 0.29990324
25980.0, 0.29990193
25990.0, 0.29990062
26000.0, 0.29989934
26010.0, 0.299898
26020.0, 0.2998967
26030.0, 0.2998954
26040.0, 0.2998941
26050.0, 0.2998928
26060.0, 0.2998915
26070.0, 0.2998902
26080.0, 0.2998889
26090.0, 0.29988763
26100.0, 0.29988635
26110.0, 0.29988506
26120.0, 0.29988378
26130.0, 0.2998825
26140.0, 0.29988122
26150.0, 0.29987994
26160.0, 0.2998787
26170.0, 0.2998774
26180.0, 0.29987615
26190.0, 0.2998749
26200.0, 0.29987362
26210.0, 0.29987237
26220.0, 0.29987112
26230.0, 0.29986987
26240.0, 0.2998686
26250.0, 0.29986736
26260.0, 0.2998661
26270.0, 0.2998649
26280.0, 0.29986364
26290.0, 0.29986238
26300.0, 0.29986116
26310.0, 0.29985994
26320.0, 0.29985872
26330.0, 0.29985747
26340.0, 0.29985625
26350.0, 0.29985502
26360.0, 0.2998538
26370.0, 0.2998526
26380.0, 0.29985136
26390.0, 0.29985017
26400.0, 0.29984894
26410.0, 0.29984772
26420.0, 0.29984653
26430.0, 0.29984534
26440.0, 0.29984412
26450.0, 0.29984292
26460.0, 0.29984173
26470.0, 0.29984054
26480.0, 0.29983935
26490.0, 0.2998382
26500.0, 0.29983696
26510.0, 0.2998358
26520.0, 0.2998346
26530.0, 0.29983342
26540.0, 0.29983225
26550.0, 0.2998311
26560.0, 0.2998299
26570.0, 0.29982874
26580.0, 0.29982758
26590.0, 0.2998264
26600.0, 0.29982522
26610.0, 0.29982406
26620.0, 0.29982293
26630.0, 0.29982176
26640.0, 0.29982063
26650.0, 0.29981947
26660.0, 0.2998183
26670.0, 0.29981714
26680.0, 0.299816
26690.0, 0.29981488
26700.0, 0.29981375
26710.0, 0.29981261
26720.0, 0.29981148
26730.0, 0.29981035
26740.0, 0.29980922
26750.0, 0.29980808
26760.0, 0.29980695
26770.0, 0.29980582
26780.0, 0.2998047
26790.0, 0.29980356
26800.0, 0.29980245
26810.0, 0.29980135
26820.0, 0.29980025
26830.0, 0.2997991
26840.0, 0.299798
26850.0, 0.29979688
26860.0, 0.2997958
26870.0, 0.2997947
26880.0, 0.29979357
26890.0, 0.2997925
26900.0, 0.2997914
26910.0, 0.29979032
26920.0, 0.29978922
26930.0, 0.29978812
26940.0, 0.29978704
26950.0, 0.29978594
26960.0, 0.29978484
26970.0, 0.2997838
26980.0, 0.29978272
26990.0, 0.29978165
27000.0, 0.29978055
27010.0, 0.29977947
27020.0, 0.29977843
27030.0, 0.29977736
27040.0, 0.2997763
27050.0, 0.29977524
27060.0, 0.29977417
27070.0, 0.2997731
27080.0, 0.29977208
27090.0, 0.29977098
27100.0, 0.29976994
27110.0, 0.29976887
27120.0, 0.29976785
27130.0, 0.2997668
27140.0, 0.29976574
27150.0, 0.2997647
27160.0, 0.29976368
27170.0, 0.29976264
27180.0, 0.2997616
27190.0, 0.29976058
27200.0, 0.2997595
27210.0, 0.2997585
27220.0, 0.29975748
27230.0, 0.29975644
27240.0, 0.2997554
27250.0, 0.2997544
27260.0, 0.29975337
27270.0, 0.29975238
27280.0, 0.29975134
27290.0, 0.29975033
27300.0, 0.2997493
27310.0, 0.29974833
27320.0, 0.29974732
27330.0, 0.2997463
27340.0, 0.29974532
27350.0, 0.2997443
27360.0, 0.2997433
27370.0, 0.2997423
27380.0, 0.29974133
27390.0, 0.2997403
27400.0, 0.2997393
27410.0, 0.29973835
27420.0, 0.29973736
27430.0, 0.29973635
27440.0, 0.2997354
27450.0, 0.2997344
27460.0, 0.2997334
27470.0, 0.29973245
27480.0, 0.29973146
27490.0, 0.29973048
27500.0, 0.2997295
27510.0, 0.29972854
27520.0, 0.2997276
27530.0, 0.2997266
27540.0, 0.29972565
27550.0, 0.29972467
27560.0, 0.2997237
27570.0, 0.29972276
27580.0, 0.2997218
27590.0, 0.29972085
27600.0, 0.2997199
27610.0, 0.29971898
27620.0, 0.299718
27630.0, 0.29971707
27640.0, 0.29971611
27650.0, 0.29971516
27660.0, 0.29971424
27670.0, 0.2997133
27680.0, 0.29971236
27690.0, 0.2997114
27700.0, 0.29971048
27710.0, 0.29970953
27720.0, 0.29970863
27730.0, 0.29970768
27740.0, 0.29970676
27750.0, 0.29970586
27760.0, 0.29970494
27770.0, 0.29970402
27780.0, 0.2997031
27790.0, 0.29970217
27800.0, 0.29970124
27810.0, 0.29970032
27820.0, 0.29969943
27830.0, 0.2996985
27840.0, 0.29969758
27850.0, 0.29969668
27860.0, 0.2996958
27870.0, 0.2996949
27880.0, 0.29969397
27890.0, 0.2996931
27900.0, 0.2996922
27910.0, 0.2996913
27920.0, 0.29969043
27930.0, 0.29968953
27940.0, 0.2996886
27950.0, 0.2996877
27960.0, 0.29968685
27970.0, 0.29968598
27980.0, 0.2996851
27990.0, 0.29968417
28000.0, 0.29968333
28010.0, 0.29968244
28020.0, 0.29968157
28030.0, 0.29968068
28040.0, 0.29967982
28050.0, 0.29967895
28060.0, 0.2996781
28070.0, 0.29967722
28080.0, 0.29967636
28090.0, 0.2996755
28100.0, 0.29967463
28110.0, 0.29967377
28120.0, 0.2996729
28130.0, 0.29967204
28140.0, 0.29967117
28150.0, 0.29967034
28160.0, 0.29966947
28170.0, 0.29966864
28180.0, 0.29966778
28190.0, 0.29966694
28200.0, 0.29966608
28210.0, 0.29966524
28220.0, 0.2996644
28230.0, 0.29966357
28240.0, 0.29966277
28250.0, 0.2996619
28260.0, 0.29966104
28270.0, 0.29966024
28280.0, 0.2996594
28290.0, 0.29965854
28300.0, 0.29965773
28310.0, 0.29965693
28320.0, 0.2996561
28330.0, 0.29965526
28340.0, 0.29965445
28350.0, 0.29965362
28360.0, 0.2996528
28370.0, 0.29965198
28380.0, 0.29965118
28390.0, 0.29965034
28400.0, 0.29964957
28410.0, 0.29964873
28420.0, 0.29964793
28430.0, 0.29964712
28440.0, 0.29964632
28450.0, 0.2996455
28460.0, 0.2996447
28470.0, 0.29964393
28480.0, 0.29964313
28490.0, 0.29964232
28500.0, 0.29964152
28510.0, 0.29964072
28520.0, 0.29963994
28530.0, 0.29963917
28540.0, 0.29963836
28550.0, 0.29963756
28560.0, 0.29963675
28570.0, 0.29963598
28580.0, 0.2996352
28590.0, 0.29963443
28600.0, 0.29963362
28610.0, 0.29963288
28620.0, 0.29963207
28630.0, 0.2996313
28640.0, 0.29963052
28650.0, 0.29962975
28660.0, 0.299629
28670.0, 0.29962823
28680.0, 0.29962745
28690.0, 0.29962668
28700.0, 0.29962593
28710.0, 0.29962516
28720.0, 0.29962438
28730.0, 0.29962364
28740.0, 0.2996229
28750.0, 0.29962212
28760.0, 0.29962137
28770.0, 0.29962063
28780.0, 0.29961985
28790.0, 0.29961914
28800.0, 0.29961836
28810.0, 0.29961762
28820.0, 0.29961687
28830.0, 0.29961613
28840.0, 0.29961538
28850.0, 0.29961464
28860.0, 0.2996139
28870.0, 0.29961315
28880.0, 0.29961243
28890.0, 0.29961166
28900.0, 0.29961097
28910.0, 0.2996102
28920.0, 0.2996095
28930.0, 0.29960877
28940.0, 0.29960802
28950.0, 0.29960728
28960.0, 0.2996066
28970.0, 0.29960585
28980.0, 0.29960513
28990.0, 0.29960442
29000.0, 0.2996037
29010.0, 0.299603
29020.0, 0.29960227
29030.0, 0.29960155
29040.0, 0.2996008
29050.0, 0.2996001
29060.0, 0.2995994
29070.0, 0.2995987
29080.0, 0.29959798
29090.0, 0.29959726
29100.0, 0.29959658
29110.0, 0.29959586
29120.0, 0.29959515
29130.0, 0.29959446
29140.0, 0.29959375
29150.0, 0.29959306
29160.0, 0.29959238
29170.0, 0.29959166
29180.0, 0.29959098
29190.0, 0.2995903
29200.0, 0.29958957
29210.0, 0.2995889
29220.0, 0.2995882
29230.0, 0.29958752
29240.0, 0.29958683
29250.0, 0.29958612
29260.0, 0.29958546
29270.0, 0.29958475
29280.0, 0.2995841
29290.0, 0.2995834
29300.0, 0.29958272
29310.0, 0.29958206
29320.0, 0.29958138
29330.0, 0.29958072
29340.0, 0.29958004
29350.0, 0.29957938
29360.0, 0.2995787
29370.0, 0.29957804
29380.0, 0.29957736
29390.0, 0.2995767
29400.0, 0.299576
29410.0, 0.29957536
29420.0, 0.2995747
29430.0, 0.29957405
29440.0, 0.2995734
29450.0, 0.29957274
29460.0, 0.29957205
29470.0, 0.2995714
29480.0, 0.29957074
29490.0, 0.29957014
29500.0, 0.29956946
29510.0, 0.2995688
29520.0, 0.29956815
29530.0, 0.2995675
29540.0, 0.29956686
29550.0, 0.2995662
29560.0, 0.29956558
29570.0, 0.29956493
29580.0, 0.2995643
29590.0, 0.29956365
29600.0, 0.29956302
29610.0, 0.2995624
29620.0, 0.29956174
29630.0, 0.2995611
29640.0, 0.2995605
29650.0, 0.29955983
29660.0, 0.29955924
29670.0, 0.29955855
29680.0, 0.29955795
29690.0, 0.2995573
29700.0, 0.2995567
29710.0, 0.29955608
29720.0, 0.29955545
29730.0, 0.29955482
29740.0, 0.2995542
29750.0, 0.29955357
29760.0, 0.29955298
29770.0, 0.29955232
29780.0, 0.29955173
29790.0, 0.29955113
29800.0, 0.29955047
29810.0, 0.29954988
29820.0, 0.29954928
29830.0, 0.29954866
29840.0, 0.29954806
29850.0, 0.29954746
29860.0, 0.29954684
29870.0, 0.29954624
29880.0, 0.29954562
29890.0, 0.29954502
29900.0, 0.29954442
29910.0, 0.29954383
29920.0, 0.29954323
29930.0, 0.29954267
29940.0, 0.29954204
29950.0, 0.2995414
29960.0, 0.29954085
29970.0, 0.29954025
29980.0, 0.2995397
29990.0, 0.2995391
30000.0, 0.29953846
