Energy (in eV), backscattering yield of material alox-reduced-PEY at isotropic incidence
   X,       Y
11490.0, 0.3110462
11500.0, 0.31102288
11510.0, 0.31099963
11520.0, 0.31097642
11530.0, 0.31095326
11540.0, 0.31093013
11550.0, 0.31090707
11560.0, 0.31088403
11570.0, 0.31086102
11580.0, 0.31083807
11590.0, 0.3108152
11600.0, 0.3107923
11610.0, 0.3107695
11620.0, 0.31074673
11630.0, 0.31072402
11640.0, 0.31070134
11650.0, 0.31067872
11660.0, 0.31065613
11670.0, 0.31063357
11680.0, 0.31061107
11690.0, 0.3105886
11700.0, 0.3105662
11710.0, 0.31054384
11720.0, 0.3105215
11730.0, 0.31049922
11740.0, 0.31047702
11750.0, 0.3104548
11760.0, 0.31043264
11770.0, 0.31041053
11780.0, 0.31038848
11790.0, 0.31036645
11800.0, 0.31034446
11810.0, 0.3103225
11820.0, 0.31030062
11830.0, 0.3102788
11840.0, 0.31025696
11850.0, 0.3102352
11860.0, 0.3102135
11870.0, 0.3101918
11880.0, 0.31017014
11890.0, 0.31014857
11900.0, 0.31012702
11910.0, 0.3101055
11920.0, 0.31008402
11930.0, 0.31006262
11940.0, 0.31004122
11950.0, 0.31001988
11960.0, 0.30999857
11970.0, 0.30997732
11980.0, 0.3099561
11990.0, 0.3099349
12000.0, 0.30991378
12010.0, 0.3098927
12020.0, 0.30987164
12030.0, 0.30985063
12040.0, 0.30982965
12050.0, 0.30980873
12060.0, 0.30978787
12070.0, 0.30976698
12080.0, 0.30974618
12090.0, 0.3097254
12100.0, 0.3097047
12110.0, 0.309684
12120.0, 0.30966336
12130.0, 0.3096428
12140.0, 0.30962223
12150.0, 0.3096017
12160.0, 0.3095812
12170.0, 0.30956075
12180.0, 0.30954036
12190.0, 0.30951998
12200.0, 0.30949965
12210.0, 0.3094794
12220.0, 0.30945912
12230.0, 0.3094389
12240.0, 0.30941874
12250.0, 0.30939862
12260.0, 0.30937856
12270.0, 0.3093585
12280.0, 0.3093385
12290.0, 0.30931854
12300.0, 0.3092986
12310.0, 0.3092787
12320.0, 0.30925885
12330.0, 0.30923903
12340.0, 0.30921927
12350.0, 0.30919954
12360.0, 0.30917984
12370.0, 0.3091602
12380.0, 0.30914056
12390.0, 0.309121
12400.0, 0.30910146
12410.0, 0.30908197
12420.0, 0.30906248
12430.0, 0.30904308
12440.0, 0.30902365
12450.0, 0.3090043
12460.0, 0.308985
12470.0, 0.3089657
12480.0, 0.3089465
12490.0, 0.3089273
12500.0, 0.30890813
12510.0, 0.308889
12520.0, 0.30886993
12530.0, 0.30885085
12540.0, 0.30883184
12550.0, 0.3088129
12560.0, 0.30879396
12570.0, 0.30877504
12580.0, 0.30875617
12590.0, 0.30873737
12600.0, 0.30871856
12610.0, 0.30869982
12620.0, 0.3086811
12630.0, 0.30866244
12640.0, 0.3086438
12650.0, 0.30862516
12660.0, 0.3086066
12670.0, 0.3085881
12680.0, 0.30856958
12690.0, 0.3085511
12700.0, 0.30853269
12710.0, 0.3085143
12720.0, 0.30849594
12730.0, 0.3084776
12740.0, 0.30845934
12750.0, 0.30844113
12760.0, 0.3084229
12770.0, 0.3084047
12780.0, 0.30838656
12790.0, 0.30836847
12800.0, 0.3083504
12810.0, 0.30833238
12820.0, 0.3083144
12830.0, 0.30829644
12840.0, 0.3082785
12850.0, 0.30826065
12860.0, 0.30824277
12870.0, 0.30822495
12880.0, 0.30820715
12890.0, 0.30818942
12900.0, 0.3081717
12910.0, 0.30815402
12920.0, 0.30813637
12930.0, 0.30811876
12940.0, 0.30810118
12950.0, 0.30808365
12960.0, 0.30806616
12970.0, 0.30804867
12980.0, 0.30803123
12990.0, 0.30801383
13000.0, 0.30799645
13010.0, 0.30797914
13020.0, 0.30796182
13030.0, 0.30794454
13040.0, 0.3079273
13050.0, 0.3079101
13060.0, 0.30789298
13070.0, 0.30787584
13080.0, 0.30785874
13090.0, 0.30784166
13100.0, 0.3078246
13110.0, 0.30780762
13120.0, 0.3077907
13130.0, 0.3077737
13140.0, 0.3077568
13150.0, 0.30773997
13160.0, 0.30772316
13170.0, 0.30770633
13180.0, 0.30768958
13190.0, 0.30767286
13200.0, 0.30765614
13210.0, 0.30763948
13220.0, 0.30762282
13230.0, 0.30760625
13240.0, 0.30758965
13250.0, 0.30757314
13260.0, 0.30755663
13270.0, 0.30754015
13280.0, 0.30752373
13290.0, 0.3075073
13300.0, 0.30749092
13310.0, 0.3074746
13320.0, 0.30745828
13330.0, 0.307442
13340.0, 0.30742577
13350.0, 0.30740955
13360.0, 0.30739337
13370.0, 0.30737722
13380.0, 0.3073611
13390.0, 0.307345
13400.0, 0.30732894
13410.0, 0.30731294
13420.0, 0.30729693
13430.0, 0.307281
13440.0, 0.30726507
13450.0, 0.30724916
13460.0, 0.30723327
13470.0, 0.30721742
13480.0, 0.30720165
13490.0, 0.30718586
13500.0, 0.30717012
13510.0, 0.30715442
13520.0, 0.30713874
13530.0, 0.30712306
13540.0, 0.30710745
13550.0, 0.30709186
13560.0, 0.30707633
13570.0, 0.30706078
13580.0, 0.30704528
13590.0, 0.30702984
13600.0, 0.3070144
13610.0, 0.30699897
13620.0, 0.3069836
13630.0, 0.30696824
13640.0, 0.30695295
13650.0, 0.30693766
13660.0, 0.3069224
13670.0, 0.3069072
13680.0, 0.306892
13690.0, 0.30687684
13700.0, 0.3068617
13710.0, 0.3068466
13720.0, 0.3068315
13730.0, 0.3068165
13740.0, 0.30680147
13750.0, 0.30678648
13760.0, 0.30677152
13770.0, 0.30675662
13780.0, 0.30674168
13790.0, 0.3067268
13800.0, 0.30671197
13810.0, 0.3066972
13820.0, 0.3066824
13830.0, 0.30666766
13840.0, 0.3066529
13850.0, 0.30663824
13860.0, 0.30662358
13870.0, 0.30660892
13880.0, 0.3065943
13890.0, 0.3065797
13900.0, 0.3065652
13910.0, 0.30655068
13920.0, 0.30653617
13930.0, 0.30652168
13940.0, 0.3065073
13950.0, 0.30649287
13960.0, 0.3064785
13970.0, 0.30646414
13980.0, 0.30644983
13990.0, 0.30643553
14000.0, 0.30642125
14010.0, 0.30640703
14020.0, 0.30639282
14030.0, 0.30637863
14040.0, 0.30636448
14050.0, 0.30635035
14060.0, 0.30633625
14070.0, 0.3063222
14080.0, 0.30630815
14090.0, 0.3062941
14100.0, 0.30628014
14110.0, 0.30626616
14120.0, 0.30625224
14130.0, 0.30623832
14140.0, 0.3062245
14150.0, 0.30621064
14160.0, 0.3061968
14170.0, 0.306183
14180.0, 0.30616924
14190.0, 0.30615547
14200.0, 0.3061418
14210.0, 0.30612808
14220.0, 0.3061144
14230.0, 0.3061008
14240.0, 0.3060872
14250.0, 0.3060736
14260.0, 0.30606008
14270.0, 0.30604655
14280.0, 0.30603305
14290.0, 0.30601957
14300.0, 0.30600613
14310.0, 0.3059927
14320.0, 0.3059793
14330.0, 0.30596593
14340.0, 0.3059526
14350.0, 0.3059393
14360.0, 0.305926
14370.0, 0.30591276
14380.0, 0.3058995
14390.0, 0.3058863
14400.0, 0.3058731
14410.0, 0.30585992
14420.0, 0.3058468
14430.0, 0.30583373
14440.0, 0.30582064
14450.0, 0.3058076
14460.0, 0.30579457
14470.0, 0.30578154
14480.0, 0.30576855
14490.0, 0.3057556
14500.0, 0.30574268
14510.0, 0.3057298
14520.0, 0.30571693
14530.0, 0.3057041
14540.0, 0.30569124
14550.0, 0.30567846
14560.0, 0.30566567
14570.0, 0.30565292
14580.0, 0.3056402
14590.0, 0.3056275
14600.0, 0.30561483
14610.0, 0.3056022
14620.0, 0.30558956
14630.0, 0.30557695
14640.0, 0.30556437
14650.0, 0.30555186
14660.0, 0.3055393
14670.0, 0.30552682
14680.0, 0.30551437
14690.0, 0.30550188
14700.0, 0.30548945
14710.0, 0.30547708
14720.0, 0.30546468
14730.0, 0.30545235
14740.0, 0.30544004
14750.0, 0.30542773
14760.0, 0.30541545
14770.0, 0.30540317
14780.0, 0.30539095
14790.0, 0.30537876
14800.0, 0.30536655
14810.0, 0.30535442
14820.0, 0.30534226
14830.0, 0.30533016
14840.0, 0.3053181
14850.0, 0.305306
14860.0, 0.30529395
14870.0, 0.30528197
14880.0, 0.30527
14890.0, 0.305258
14900.0, 0.30524606
14910.0, 0.30523413
14920.0, 0.30522224
14930.0, 0.30521035
14940.0, 0.30519852
14950.0, 0.3051867
14960.0, 0.3051749
14970.0, 0.30516312
14980.0, 0.30515134
14990.0, 0.30513963
15000.0, 0.30512792
15010.0, 0.3051162
15020.0, 0.30510458
15030.0, 0.30509293
15040.0, 0.3050813
15050.0, 0.30506968
15060.0, 0.30505812
15070.0, 0.3050466
15080.0, 0.30503508
15090.0, 0.30502355
15100.0, 0.30501208
15110.0, 0.30500063
15120.0, 0.3049892
15130.0, 0.30497777
15140.0, 0.30496636
15150.0, 0.304955
15160.0, 0.30494365
15170.0, 0.30493233
15180.0, 0.30492106
15190.0, 0.30490977
15200.0, 0.3048985
15210.0, 0.3048873
15220.0, 0.3048761
15230.0, 0.30486488
15240.0, 0.3048537
15250.0, 0.30484256
15260.0, 0.30483142
15270.0, 0.30482033
15280.0, 0.30480927
15290.0, 0.30479822
15300.0, 0.30478716
15310.0, 0.30477616
15320.0, 0.30476514
15330.0, 0.30475417
15340.0, 0.30474323
15350.0, 0.30473232
15360.0, 0.30472142
15370.0, 0.3047105
15380.0, 0.30469966
15390.0, 0.3046888
15400.0, 0.304678
15410.0, 0.3046672
15420.0, 0.30465645
15430.0, 0.30464566
15440.0, 0.30463493
15450.0, 0.30462423
15460.0, 0.30461353
15470.0, 0.30460286
15480.0, 0.3045922
15490.0, 0.3045816
15500.0, 0.304571
15510.0, 0.3045604
15520.0, 0.3045498
15530.0, 0.30453926
15540.0, 0.30452877
15550.0, 0.30451828
15560.0, 0.30450776
15570.0, 0.30449733
15580.0, 0.30448684
15590.0, 0.30447644
15600.0, 0.30446607
15610.0, 0.30445567
15620.0, 0.3044453
15630.0, 0.30443496
15640.0, 0.30442467
15650.0, 0.30441433
15660.0, 0.30440408
15670.0, 0.30439383
15680.0, 0.30438358
15690.0, 0.30437338
15700.0, 0.3043632
15710.0, 0.304353
15720.0, 0.30434284
15730.0, 0.30433273
15740.0, 0.3043226
15750.0, 0.3043125
15760.0, 0.30430242
15770.0, 0.30429235
15780.0, 0.30428234
15790.0, 0.30427232
15800.0, 0.3042623
15810.0, 0.30425233
15820.0, 0.30424237
15830.0, 0.30423245
15840.0, 0.30422255
15850.0, 0.30421263
15860.0, 0.30420277
15870.0, 0.3041929
15880.0, 0.30418307
15890.0, 0.30417323
15900.0, 0.30416346
15910.0, 0.30415368
15920.0, 0.3041439
15930.0, 0.30413416
15940.0, 0.30412444
15950.0, 0.30411473
15960.0, 0.30410504
15970.0, 0.3040954
15980.0, 0.30408576
15990.0, 0.3040761
16000.0, 0.30406648
16010.0, 0.30405694
16020.0, 0.30404735
16030.0, 0.30403778
16040.0, 0.30402824
16050.0, 0.30401877
16060.0, 0.30400926
16070.0, 0.30399978
16080.0, 0.30399033
16090.0, 0.3039809
16100.0, 0.30397147
16110.0, 0.30396205
16120.0, 0.3039527
16130.0, 0.3039433
16140.0, 0.30393398
16150.0, 0.30392462
16160.0, 0.30391535
16170.0, 0.30390605
16180.0, 0.30389678
16190.0, 0.30388752
16200.0, 0.3038783
16210.0, 0.30386907
16220.0, 0.3038599
16230.0, 0.3038507
16240.0, 0.30384153
16250.0, 0.30383238
16260.0, 0.30382326
16270.0, 0.30381414
16280.0, 0.30380508
16290.0, 0.30379602
16300.0, 0.30378696
16310.0, 0.3037779
16320.0, 0.30376887
16330.0, 0.3037599
16340.0, 0.3037509
16350.0, 0.30374196
16360.0, 0.303733
16370.0, 0.30372405
16380.0, 0.30371517
16390.0, 0.3037063
16400.0, 0.3036974
16410.0, 0.30368853
16420.0, 0.30367967
16430.0, 0.30367088
16440.0, 0.30366206
16450.0, 0.30365327
16460.0, 0.30364448
16470.0, 0.30363578
16480.0, 0.303627
16490.0, 0.30361828
16500.0, 0.30360958
16510.0, 0.30360094
16520.0, 0.30359223
16530.0, 0.3035836
16540.0, 0.30357495
16550.0, 0.30356634
16560.0, 0.30355775
16570.0, 0.30354917
16580.0, 0.3035406
16590.0, 0.30353206
16600.0, 0.3035235
16610.0, 0.30351502
16620.0, 0.3035065
16630.0, 0.30349803
16640.0, 0.30348957
16650.0, 0.30348113
16660.0, 0.3034727
16670.0, 0.3034643
16680.0, 0.30345586
16690.0, 0.30344748
16700.0, 0.30343917
16710.0, 0.3034308
16720.0, 0.30342248
16730.0, 0.30341414
16740.0, 0.30340585
16750.0, 0.30339757
16760.0, 0.3033893
16770.0, 0.30338106
16780.0, 0.30337283
16790.0, 0.30336463
16800.0, 0.3033564
16810.0, 0.3033482
16820.0, 0.30334008
16830.0, 0.3033319
16840.0, 0.30332378
16850.0, 0.30331567
16860.0, 0.30330756
16870.0, 0.30329946
16880.0, 0.3032914
16890.0, 0.30328336
16900.0, 0.30327532
16910.0, 0.3032673
16920.0, 0.30325928
16930.0, 0.30325127
16940.0, 0.30324334
16950.0, 0.30323538
16960.0, 0.30322742
16970.0, 0.3032195
16980.0, 0.3032116
16990.0, 0.3032037
17000.0, 0.3031958
17010.0, 0.30318794
17020.0, 0.3031801
17030.0, 0.30317226
17040.0, 0.30316445
17050.0, 0.30315664
17060.0, 0.30314887
17070.0, 0.30314106
17080.0, 0.3031333
17090.0, 0.3031256
17100.0, 0.30311784
17110.0, 0.30311012
17120.0, 0.30310246
17130.0, 0.30309477
17140.0, 0.30308712
17150.0, 0.30307946
17160.0, 0.30307183
17170.0, 0.30306423
17180.0, 0.30305663
17190.0, 0.30304903
17200.0, 0.30304143
17210.0, 0.3030339
17220.0, 0.30302635
17230.0, 0.3030188
17240.0, 0.3030113
17250.0, 0.3030038
17260.0, 0.3029963
17270.0, 0.30298883
17280.0, 0.3029814
17290.0, 0.30297396
17300.0, 0.3029665
17310.0, 0.30295914
17320.0, 0.30295172
17330.0, 0.30294433
17340.0, 0.30293697
17350.0, 0.3029296
17360.0, 0.3029223
17370.0, 0.30291498
17380.0, 0.30290768
17390.0, 0.30290037
17400.0, 0.30289307
17410.0, 0.30288583
17420.0, 0.30287856
17430.0, 0.30287135
17440.0, 0.3028641
17450.0, 0.3028569
17460.0, 0.30284974
17470.0, 0.30284253
17480.0, 0.30283538
17490.0, 0.30282822
17500.0, 0.3028211
17510.0, 0.30281398
17520.0, 0.30280685
17530.0, 0.3027998
17540.0, 0.3027927
17550.0, 0.3027856
17560.0, 0.30277857
17570.0, 0.3027715
17580.0, 0.3027645
17590.0, 0.30275753
17600.0, 0.3027505
17610.0, 0.30274352
17620.0, 0.30273658
17630.0, 0.3027296
17640.0, 0.30272266
17650.0, 0.30271575
17660.0, 0.30270886
17670.0, 0.30270192
17680.0, 0.30269507
17690.0, 0.30268818
17700.0, 0.3026813
17710.0, 0.3026745
17720.0, 0.30266765
17730.0, 0.30266082
17740.0, 0.302654
17750.0, 0.30264723
17760.0, 0.30264044
17770.0, 0.3026337
17780.0, 0.30262694
17790.0, 0.3026202
17800.0, 0.30261347
17810.0, 0.3026068
17820.0, 0.3026001
17830.0, 0.3025934
17840.0, 0.3025867
17850.0, 0.30258006
17860.0, 0.30257344
17870.0, 0.3025668
17880.0, 0.30256018
17890.0, 0.3025536
17900.0, 0.30254698
17910.0, 0.30254042
17920.0, 0.30253384
17930.0, 0.30252728
17940.0, 0.30252078
17950.0, 0.30251423
17960.0, 0.30250773
17970.0, 0.30250123
17980.0, 0.30249473
17990.0, 0.30248827
18000.0, 0.3024818
18010.0, 0.30247536
18020.0, 0.3024689
18030.0, 0.30246252
18040.0, 0.30245608
18050.0, 0.3024497
18060.0, 0.3024433
18070.0, 0.30243692
18080.0, 0.30243057
18090.0, 0.30242422
18100.0, 0.30241787
18110.0, 0.3024116
18120.0, 0.30240527
18130.0, 0.30239898
18140.0, 0.3023927
18150.0, 0.3023864
18160.0, 0.30238014
18170.0, 0.30237392
18180.0, 0.30236766
18190.0, 0.30236143
18200.0, 0.30235523
18210.0, 0.30234906
18220.0, 0.30234283
18230.0, 0.30233666
18240.0, 0.30233052
18250.0, 0.30232438
18260.0, 0.30231825
18270.0, 0.3023121
18280.0, 0.30230603
18290.0, 0.3022999
18300.0, 0.30229384
18310.0, 0.30228776
18320.0, 0.30228168
18330.0, 0.30227563
18340.0, 0.3022696
18350.0, 0.30226356
18360.0, 0.30225757
18370.0, 0.30225155
18380.0, 0.30224556
18390.0, 0.30223957
18400.0, 0.3022336
18410.0, 0.30222765
18420.0, 0.30222172
18430.0, 0.30221578
18440.0, 0.30220985
18450.0, 0.30220395
18460.0, 0.30219805
18470.0, 0.30219218
18480.0, 0.3021863
18490.0, 0.30218044
18500.0, 0.3021746
18510.0, 0.30216873
18520.0, 0.30216292
18530.0, 0.3021571
18540.0, 0.3021513
18550.0, 0.30214548
18560.0, 0.3021397
18570.0, 0.30213395
18580.0, 0.3021282
18590.0, 0.30212247
18600.0, 0.30211672
18610.0, 0.302111
18620.0, 0.30210528
18630.0, 0.3020996
18640.0, 0.3020939
18650.0, 0.30208823
18660.0, 0.30208254
18670.0, 0.30207688
18680.0, 0.30207124
18690.0, 0.3020656
18700.0, 0.30206
18710.0, 0.3020544
18720.0, 0.30204877
18730.0, 0.30204317
18740.0, 0.30203763
18750.0, 0.30203205
18760.0, 0.3020265
18770.0, 0.30202094
18780.0, 0.30201542
18790.0, 0.3020099
18800.0, 0.3020044
18810.0, 0.30199888
18820.0, 0.3019934
18830.0, 0.30198792
18840.0, 0.30198243
18850.0, 0.301977
18860.0, 0.30197155
18870.0, 0.30196613
18880.0, 0.30196068
18890.0, 0.30195528
18900.0, 0.3019499
18910.0, 0.3019445
18920.0, 0.30193913
18930.0, 0.30193374
18940.0, 0.3019284
18950.0, 0.30192304
18960.0, 0.3019177
18970.0, 0.30191237
18980.0, 0.30190703
18990.0, 0.30190176
19000.0, 0.30189642
19010.0, 0.30189115
19020.0, 0.3018859
19030.0, 0.30188063
19040.0, 0.30187535
19050.0, 0.3018701
19060.0, 0.3018649
19070.0, 0.30185968
19080.0, 0.30185446
19090.0, 0.30184922
19100.0, 0.30184406
19110.0, 0.3018389
19120.0, 0.3018337
19130.0, 0.30182853
19140.0, 0.30182338
19150.0, 0.30181825
19160.0, 0.30181313
19170.0, 0.30180803
19180.0, 0.3018029
19190.0, 0.30179778
19200.0, 0.30179268
19210.0, 0.3017876
19220.0, 0.30178255
19230.0, 0.30177748
19240.0, 0.30177245
19250.0, 0.3017674
19260.0, 0.30176237
19270.0, 0.30175737
19280.0, 0.30175236
19290.0, 0.30174735
19300.0, 0.30174235
19310.0, 0.30173737
19320.0, 0.30173242
19330.0, 0.30172744
19340.0, 0.3017225
19350.0, 0.30171755
19360.0, 0.30171263
19370.0, 0.3017077
19380.0, 0.3017028
19390.0, 0.30169788
19400.0, 0.301693
19410.0, 0.30168813
19420.0, 0.30168328
19430.0, 0.30167842
19440.0, 0.30167353
19450.0, 0.3016687
19460.0, 0.30166388
19470.0, 0.30165905
19480.0, 0.30165422
19490.0, 0.30164942
19500.0, 0.30164462
19510.0, 0.30163983
19520.0, 0.30163506
19530.0, 0.30163032
19540.0, 0.30162555
19550.0, 0.30162078
19560.0, 0.30161607
19570.0, 0.30161133
19580.0, 0.30160666
19590.0, 0.3016019
19600.0, 0.3015972
19610.0, 0.30159253
19620.0, 0.30158782
19630.0, 0.30158314
19640.0, 0.3015785
19650.0, 0.30157384
19660.0, 0.30156922
19670.0, 0.30156457
19680.0, 0.30155995
19690.0, 0.30155534
19700.0, 0.30155072
19710.0, 0.30154613
19720.0, 0.3015415
19730.0, 0.30153695
19740.0, 0.30153236
19750.0, 0.30152783
19760.0, 0.30152327
19770.0, 0.30151874
19780.0, 0.30151418
19790.0, 0.30150965
19800.0, 0.30150515
19810.0, 0.30150062
19820.0, 0.30149615
19830.0, 0.30149168
19840.0, 0.30148718
19850.0, 0.30148268
19860.0, 0.30147824
19870.0, 0.30147377
19880.0, 0.30146933
19890.0, 0.30146492
19900.0, 0.3014605
19910.0, 0.30145603
19920.0, 0.30145165
19930.0, 0.30144724
19940.0, 0.30144286
19950.0, 0.30143848
19960.0, 0.3014341
19970.0, 0.30142972
19980.0, 0.30142534
19990.0, 0.30142102
20000.0, 0.30141667
20010.0, 0.30141234
20020.0, 0.30140802
20030.0, 0.3014037
20040.0, 0.30139938
20050.0, 0.30139512
20060.0, 0.30139083
20070.0, 0.30138656
20080.0, 0.30138227
20090.0, 0.30137798
20100.0, 0.30137375
20110.0, 0.3013695
20120.0, 0.30136526
20130.0, 0.30136102
20140.0, 0.30135682
20150.0, 0.3013526
20160.0, 0.3013484
20170.0, 0.30134422
20180.0, 0.30134
20190.0, 0.30133584
20200.0, 0.30133164
20210.0, 0.3013275
20220.0, 0.30132335
20230.0, 0.3013192
20240.0, 0.30131504
20250.0, 0.30131093
20260.0, 0.3013068
20270.0, 0.3013027
20280.0, 0.3012986
20290.0, 0.3012945
20300.0, 0.30129042
20310.0, 0.30128634
20320.0, 0.30128226
20330.0, 0.30127817
20340.0, 0.30127412
20350.0, 0.3012701
20360.0, 0.30126604
20370.0, 0.30126202
20380.0, 0.30125797
20390.0, 0.30125397
20400.0, 0.30124998
20410.0, 0.301246
20420.0, 0.30124196
20430.0, 0.30123797
20440.0, 0.30123404
20450.0, 0.30123004
20460.0, 0.30122608
20470.0, 0.30122212
20480.0, 0.30121818
20490.0, 0.30121428
20500.0, 0.3012103
20510.0, 0.3012064
20520.0, 0.3012025
20530.0, 0.3011986
20540.0, 0.3011947
20550.0, 0.3011908
20560.0, 0.3011869
20570.0, 0.30118304
20580.0, 0.30117917
20590.0, 0.3011753
20600.0, 0.30117145
20610.0, 0.30116764
20620.0, 0.30116376
20630.0, 0.30115995
20640.0, 0.30115613
20650.0, 0.30115232
20660.0, 0.3011485
20670.0, 0.30114472
20680.0, 0.30114093
20690.0, 0.30113712
20700.0, 0.30113336
20710.0, 0.3011296
20720.0, 0.30112585
20730.0, 0.30112207
20740.0, 0.30111837
20750.0, 0.3011146
20760.0, 0.30111086
20770.0, 0.30110714
20780.0, 0.30110344
20790.0, 0.30109972
20800.0, 0.30109602
20810.0, 0.30109233
20820.0, 0.30108863
20830.0, 0.30108497
20840.0, 0.3010813
20850.0, 0.3010776
20860.0, 0.30107397
20870.0, 0.30107033
20880.0, 0.30106667
20890.0, 0.30106306
20900.0, 0.3010594
20910.0, 0.30105582
20920.0, 0.30105218
20930.0, 0.30104858
20940.0, 0.30104497
20950.0, 0.3010414
20960.0, 0.3010378
20970.0, 0.3010342
20980.0, 0.30103067
20990.0, 0.3010271
21000.0, 0.3010235
21010.0, 0.30102
21020.0, 0.30101642
21030.0, 0.3010129
21040.0, 0.30100936
21050.0, 0.30100587
21060.0, 0.30100232
21070.0, 0.3009988
21080.0, 0.30099535
21090.0, 0.30099183
21100.0, 0.30098835
21110.0, 0.30098486
21120.0, 0.3009814
21130.0, 0.30097792
21140.0, 0.3009745
21150.0, 0.30097103
21160.0, 0.30096757
21170.0, 0.30096415
21180.0, 0.30096072
21190.0, 0.30095726
21200.0, 0.30095387
21210.0, 0.30095044
21220.0, 0.30094707
21230.0, 0.30094367
21240.0, 0.30094028
21250.0, 0.3009369
21260.0, 0.3009335
21270.0, 0.30093014
21280.0, 0.30092677
21290.0, 0.3009234
21300.0, 0.3009201
21310.0, 0.3009167
21320.0, 0.30091336
21330.0, 0.30091006
21340.0, 0.30090672
21350.0, 0.3009034
21360.0, 0.3009001
21370.0, 0.3008968
21380.0, 0.30089352
21390.0, 0.3008902
21400.0, 0.30088693
21410.0, 0.30088365
21420.0, 0.3008804
21430.0, 0.30087712
21440.0, 0.30087388
21450.0, 0.30087063
21460.0, 0.30086738
21470.0, 0.30086416
21480.0, 0.30086088
21490.0, 0.30085766
21500.0, 0.30085444
21510.0, 0.30085123
21520.0, 0.30084804
21530.0, 0.30084485
21540.0, 0.30084163
21550.0, 0.30083844
21560.0, 0.30083525
21570.0, 0.3008321
21580.0, 0.30082893
21590.0, 0.30082577
21600.0, 0.30082262
21610.0, 0.30081946
21620.0, 0.3008163
21630.0, 0.3008132
21640.0, 0.30081004
21650.0, 0.30080694
21660.0, 0.3008038
21670.0, 0.3008007
21680.0, 0.3007976
21690.0, 0.3007945
21700.0, 0.30079138
21710.0, 0.3007883
21720.0, 0.3007852
21730.0, 0.30078214
21740.0, 0.3007791
21750.0, 0.30077603
21760.0, 0.30077296
21770.0, 0.3007699
21780.0, 0.30076686
21790.0, 0.30076385
21800.0, 0.3007608
21810.0, 0.3007578
21820.0, 0.30075476
21830.0, 0.30075172
21840.0, 0.30074874
21850.0, 0.30074576
21860.0, 0.30074275
21870.0, 0.30073974
21880.0, 0.30073676
21890.0, 0.30073377
21900.0, 0.30073082
21910.0, 0.30072784
21920.0, 0.3007249
21930.0, 0.3007219
21940.0, 0.30071896
21950.0, 0.300716
21960.0, 0.30071312
21970.0, 0.30071017
21980.0, 0.30070725
21990.0, 0.30070433
22000.0, 0.3007014
22010.0, 0.30069852
22020.0, 0.3006956
22030.0, 0.3006927
22040.0, 0.30068982
22050.0, 0.30068696
22060.0, 0.30068403
22070.0, 0.30068117
22080.0, 0.3006783
22090.0, 0.30067545
22100.0, 0.3006726
22110.0, 0.30066976
22120.0, 0.3006669
22130.0, 0.30066407
22140.0, 0.3006612
22150.0, 0.3006584
22160.0, 0.3006556
22170.0, 0.30065277
22180.0, 0.30064994
22190.0, 0.30064714
22200.0, 0.30064434
22210.0, 0.30064154
22220.0, 0.30063877
22230.0, 0.30063596
22240.0, 0.3006332
22250.0, 0.30063045
22260.0, 0.30062765
22270.0, 0.3006249
22280.0, 0.30062214
22290.0, 0.30061942
22300.0, 0.30061662
22310.0, 0.3006139
22320.0, 0.3006112
22330.0, 0.30060843
22340.0, 0.3006057
22350.0, 0.300603
22360.0, 0.30060032
22370.0, 0.3005976
22380.0, 0.3005949
22390.0, 0.30059218
22400.0, 0.3005895
22410.0, 0.3005868
22420.0, 0.3005841
22430.0, 0.30058146
22440.0, 0.3005788
22450.0, 0.30057615
22460.0, 0.30057347
22470.0, 0.30057082
22480.0, 0.30056816
22490.0, 0.30056554
22500.0, 0.3005629
22510.0, 0.30056027
22520.0, 0.30055764
22530.0, 0.300555
22540.0, 0.30055243
22550.0, 0.30054978
22560.0, 0.30054718
22570.0, 0.30054456
22580.0, 0.30054197
22590.0, 0.3005394
22600.0, 0.3005368
22610.0, 0.30053422
22620.0, 0.30053166
22630.0, 0.3005291
22640.0, 0.30052653
22650.0, 0.30052394
22660.0, 0.3005214
22670.0, 0.30051887
22680.0, 0.3005163
22690.0, 0.30051377
22700.0, 0.30051124
22710.0, 0.30050874
22720.0, 0.30050617
22730.0, 0.30050367
22740.0, 0.30050114
22750.0, 0.30049863
22760.0, 0.30049616
22770.0, 0.30049366
22780.0, 0.30049115
22790.0, 0.30048865
22800.0, 0.30048615
22810.0, 0.3004837
22820.0, 0.3004812
22830.0, 0.30047876
22840.0, 0.30047628
22850.0, 0.30047384
22860.0, 0.3004714
22870.0, 0.3004689
22880.0, 0.30046648
22890.0, 0.30046406
22900.0, 0.3004616
22910.0, 0.30045918
22920.0, 0.30045676
22930.0, 0.30045432
22940.0, 0.30045193
22950.0, 0.3004495
22960.0, 0.30044708
22970.0, 0.3004447
22980.0, 0.3004423
22990.0, 0.3004399
23000.0, 0.3004375
23010.0, 0.30043513
23020.0, 0.30043277
23030.0, 0.30043042
23040.0, 0.30042803
23050.0, 0.30042565
23060.0, 0.30042332
23070.0, 0.30042097
23080.0, 0.3004186
23090.0, 0.30041626
23100.0, 0.3004139
23110.0, 0.30041158
23120.0, 0.30040923
23130.0, 0.30040693
