Energy (in eV), SEEE yield of material CFRP-NASCAP at isotropic incidence
   X,       Y
11620.0, 0.45435992
11630.0, 0.45406035
11640.0, 0.45376125
11650.0, 0.45346248
11660.0, 0.4531642
11670.0, 0.45286626
11680.0, 0.45256886
11690.0, 0.4522718
11700.0, 0.45197517
11710.0, 0.45167893
11720.0, 0.45138314
11730.0, 0.45108777
11740.0, 0.4507928
11750.0, 0.45049822
11760.0, 0.450204
11770.0, 0.4499103
11780.0, 0.449617
11790.0, 0.44932404
11800.0, 0.44903156
11810.0, 0.44873944
11820.0, 0.44844776
11830.0, 0.44815642
11840.0, 0.44786555
11850.0, 0.44757494
11860.0, 0.44728494
11870.0, 0.4469952
11880.0, 0.44670597
11890.0, 0.44641697
11900.0, 0.4461286
11910.0, 0.44584045
11920.0, 0.44555274
11930.0, 0.4452654
11940.0, 0.44497854
11950.0, 0.44469205
11960.0, 0.44440594
11970.0, 0.44412017
11980.0, 0.4438349
11990.0, 0.44354996
12000.0, 0.4432654
12010.0, 0.44298127
12020.0, 0.44269738
12030.0, 0.44241408
12040.0, 0.4421311
12050.0, 0.4418485
12060.0, 0.4415662
12070.0, 0.4412844
12080.0, 0.44100296
12090.0, 0.4407219
12100.0, 0.44044122
12110.0, 0.44016087
12120.0, 0.43988094
12130.0, 0.43960142
12140.0, 0.43932226
12150.0, 0.43904343
12160.0, 0.43876502
12170.0, 0.43848702
12180.0, 0.43820933
12190.0, 0.4379321
12200.0, 0.43765506
12210.0, 0.43737867
12220.0, 0.43710244
12230.0, 0.43682668
12240.0, 0.43655118
12250.0, 0.43627617
12260.0, 0.4360015
12270.0, 0.4357272
12280.0, 0.43545324
12290.0, 0.4351797
12300.0, 0.43490645
12310.0, 0.43463367
12320.0, 0.43436113
12330.0, 0.434089
12340.0, 0.43381724
12350.0, 0.43354592
12360.0, 0.4332749
12370.0, 0.43300423
12380.0, 0.43273395
12390.0, 0.43246397
12400.0, 0.43219438
12410.0, 0.4319252
12420.0, 0.43165624
12430.0, 0.4313878
12440.0, 0.43111968
12450.0, 0.43085188
12460.0, 0.4305844
12470.0, 0.43031728
12480.0, 0.4300506
12490.0, 0.42978424
12500.0, 0.42951816
12510.0, 0.42925254
12520.0, 0.42898715
12530.0, 0.42872223
12540.0, 0.4284576
12550.0, 0.4281934
12560.0, 0.4279293
12570.0, 0.42766583
12580.0, 0.4274026
12590.0, 0.42713967
12600.0, 0.42687708
12610.0, 0.4266149
12620.0, 0.426353
12630.0, 0.42609155
12640.0, 0.42583033
12650.0, 0.4255695
12660.0, 0.42530903
12670.0, 0.42504886
12680.0, 0.42478904
12690.0, 0.42452964
12700.0, 0.42427048
12710.0, 0.42401168
12720.0, 0.42375323
12730.0, 0.4234951
12740.0, 0.42323726
12750.0, 0.42297986
12760.0, 0.42272273
12770.0, 0.42246595
12780.0, 0.42220947
12790.0, 0.42195338
12800.0, 0.42169753
12810.0, 0.42144212
12820.0, 0.42118695
12830.0, 0.4209322
12840.0, 0.42067772
12850.0, 0.4204236
12860.0, 0.42016977
12870.0, 0.41991624
12880.0, 0.41966316
12890.0, 0.41941032
12900.0, 0.41915777
12910.0, 0.41890562
12920.0, 0.41865373
12930.0, 0.41840217
12940.0, 0.41815093
12950.0, 0.4179001
12960.0, 0.4176495
12970.0, 0.41739926
12980.0, 0.4171493
12990.0, 0.41689965
13000.0, 0.41665044
13010.0, 0.41640136
13020.0, 0.4161528
13030.0, 0.41590446
13040.0, 0.4156564
13050.0, 0.41540867
13060.0, 0.4151613
13070.0, 0.41491422
13080.0, 0.41466746
13090.0, 0.4144209
13100.0, 0.41417477
13110.0, 0.413929
13120.0, 0.41368347
13130.0, 0.41343826
13140.0, 0.41319335
13150.0, 0.4129488
13160.0, 0.4127046
13170.0, 0.41246048
13180.0, 0.41221684
13190.0, 0.41197348
13200.0, 0.41173044
13210.0, 0.4114877
13220.0, 0.41124526
13230.0, 0.41100314
13240.0, 0.4107613
13250.0, 0.41051972
13260.0, 0.4102785
13270.0, 0.4100376
13280.0, 0.40979698
13290.0, 0.40955666
13300.0, 0.4093167
13310.0, 0.4090769
13320.0, 0.4088375
13330.0, 0.40859833
13340.0, 0.40835956
13350.0, 0.40812096
13360.0, 0.4078828
13370.0, 0.40764484
13380.0, 0.40740722
13390.0, 0.40716988
13400.0, 0.4069328
13410.0, 0.40669608
13420.0, 0.4064596
13430.0, 0.4062234
13440.0, 0.40598756
13450.0, 0.40575194
13460.0, 0.4055167
13470.0, 0.40528172
13480.0, 0.405047
13490.0, 0.40481254
13500.0, 0.40457845
13510.0, 0.40434456
13520.0, 0.40411103
13530.0, 0.40387782
13540.0, 0.4036448
13550.0, 0.40341207
13560.0, 0.40317973
13570.0, 0.40294757
13580.0, 0.40271577
13590.0, 0.40248418
13600.0, 0.40225297
13610.0, 0.40202197
13620.0, 0.40179124
13630.0, 0.4015608
13640.0, 0.4013307
13650.0, 0.40110084
13660.0, 0.40087125
13670.0, 0.40064198
13680.0, 0.40041295
13690.0, 0.40018427
13700.0, 0.39995584
13710.0, 0.39972755
13720.0, 0.39949968
13730.0, 0.39927208
13740.0, 0.39904472
13750.0, 0.39881763
13760.0, 0.3985908
13770.0, 0.39836434
13780.0, 0.39813808
13790.0, 0.3979121
13800.0, 0.39768642
13810.0, 0.39746097
13820.0, 0.39723584
13830.0, 0.39701095
13840.0, 0.39678633
13850.0, 0.39656204
13860.0, 0.39633793
13870.0, 0.39611414
13880.0, 0.3958906
13890.0, 0.39566737
13900.0, 0.39544436
13910.0, 0.39522162
13920.0, 0.39499918
13930.0, 0.39477697
13940.0, 0.3945551
13950.0, 0.39433342
13960.0, 0.39411205
13970.0, 0.39389086
13980.0, 0.39367005
13990.0, 0.39344946
14000.0, 0.3932291
14010.0, 0.39300907
14020.0, 0.39278927
14030.0, 0.3925697
14040.0, 0.39235038
14050.0, 0.39213136
14060.0, 0.3919126
14070.0, 0.39169413
14080.0, 0.39147583
14090.0, 0.39125788
14100.0, 0.39104018
14110.0, 0.39082274
14120.0, 0.39060548
14130.0, 0.39038855
14140.0, 0.39017186
14150.0, 0.3899554
14160.0, 0.3897392
14170.0, 0.38952327
14180.0, 0.38930765
14190.0, 0.38909218
14200.0, 0.388877
14210.0, 0.38866213
14220.0, 0.3884474
14230.0, 0.3882331
14240.0, 0.3880189
14250.0, 0.387805
14260.0, 0.38759127
14270.0, 0.38737792
14280.0, 0.3871648
14290.0, 0.3869519
14300.0, 0.38673925
14310.0, 0.38652688
14320.0, 0.38631472
14330.0, 0.38610283
14340.0, 0.3858911
14350.0, 0.38567978
14360.0, 0.3854686
14370.0, 0.3852577
14380.0, 0.38504705
14390.0, 0.38483655
14400.0, 0.38462648
14410.0, 0.38441646
14420.0, 0.3842068
14430.0, 0.38399732
14440.0, 0.38378814
14450.0, 0.3835792
14460.0, 0.38337043
14470.0, 0.383162
14480.0, 0.3829537
14490.0, 0.38274583
14500.0, 0.382538
14510.0, 0.38233048
14520.0, 0.38212326
14530.0, 0.3819162
14540.0, 0.38170943
14550.0, 0.38150287
14560.0, 0.38129652
14570.0, 0.38109046
14580.0, 0.38088465
14590.0, 0.380679
14600.0, 0.3804736
14610.0, 0.38026854
14620.0, 0.3800636
14630.0, 0.37985897
14640.0, 0.37965453
14650.0, 0.37945038
14660.0, 0.37924635
14670.0, 0.37904266
14680.0, 0.37883916
14690.0, 0.37863594
14700.0, 0.37843293
14710.0, 0.37823015
14720.0, 0.37802747
14730.0, 0.3778252
14740.0, 0.37762314
14750.0, 0.37742126
14760.0, 0.37721965
14770.0, 0.37701818
14780.0, 0.37681705
14790.0, 0.37661612
14800.0, 0.37641534
14810.0, 0.37621483
14820.0, 0.37601456
14830.0, 0.37581456
14840.0, 0.37561473
14850.0, 0.3754152
14860.0, 0.3752158
14870.0, 0.37501672
14880.0, 0.3748177
14890.0, 0.37461904
14900.0, 0.37442058
14910.0, 0.37422237
14920.0, 0.37402433
14930.0, 0.37382656
14940.0, 0.373629
14950.0, 0.37343165
14960.0, 0.37323454
14970.0, 0.37303758
14980.0, 0.372841
14990.0, 0.37264454
15000.0, 0.3724483
15010.0, 0.37225226
15020.0, 0.37205645
15030.0, 0.3718609
15040.0, 0.37166554
15050.0, 0.37147036
15060.0, 0.37127545
15070.0, 0.37108076
15080.0, 0.37088627
15090.0, 0.37069198
15100.0, 0.37049797
15110.0, 0.3703041
15120.0, 0.37011054
15130.0, 0.36991706
15140.0, 0.3697239
15150.0, 0.36953095
15160.0, 0.3693382
15170.0, 0.36914563
15180.0, 0.3689533
15190.0, 0.36876118
15200.0, 0.36856928
15210.0, 0.3683776
15220.0, 0.3681861
15230.0, 0.36799482
15240.0, 0.36780378
15250.0, 0.36761293
15260.0, 0.3674223
15270.0, 0.36723185
15280.0, 0.36704165
15290.0, 0.36685163
15300.0, 0.36666188
15310.0, 0.3664723
15320.0, 0.3662829
15330.0, 0.3660937
15340.0, 0.36590478
15350.0, 0.36571604
15360.0, 0.36552748
15370.0, 0.36533916
15380.0, 0.36515102
15390.0, 0.36496305
15400.0, 0.3647754
15410.0, 0.36458787
15420.0, 0.3644006
15430.0, 0.36421347
15440.0, 0.36402664
15450.0, 0.36383983
15460.0, 0.36365336
15470.0, 0.36346713
15480.0, 0.36328098
15490.0, 0.36309513
15500.0, 0.36290947
15510.0, 0.36272398
15520.0, 0.36253873
15530.0, 0.36235368
15540.0, 0.36216876
15550.0, 0.3619841
15560.0, 0.36179966
15570.0, 0.36161536
15580.0, 0.36143127
15590.0, 0.36124742
15600.0, 0.36106378
15610.0, 0.36088032
15620.0, 0.36069706
15630.0, 0.36051396
15640.0, 0.36033112
15650.0, 0.36014843
15660.0, 0.35996595
15670.0, 0.35978365
15680.0, 0.35960156
15690.0, 0.35941967
15700.0, 0.35923797
15710.0, 0.35905647
15720.0, 0.35887516
15730.0, 0.35869408
15740.0, 0.35851318
15750.0, 0.35833246
15760.0, 0.35815194
15770.0, 0.35797155
15780.0, 0.3577914
15790.0, 0.3576115
15800.0, 0.3574317
15810.0, 0.35725218
15820.0, 0.3570728
15830.0, 0.35689363
15840.0, 0.35671464
15850.0, 0.35653585
15860.0, 0.3563573
15870.0, 0.35617885
15880.0, 0.35600063
15890.0, 0.3558226
15900.0, 0.35564476
15910.0, 0.35546705
15920.0, 0.35528967
15930.0, 0.35511237
15940.0, 0.3549353
15950.0, 0.35475838
15960.0, 0.3545817
15970.0, 0.35440513
15980.0, 0.35422882
15990.0, 0.3540527
16000.0, 0.3538767
16010.0, 0.353701
16020.0, 0.3535253
16030.0, 0.35334995
16040.0, 0.3531747
16050.0, 0.35299972
16060.0, 0.3528248
16070.0, 0.3526502
16080.0, 0.3524757
16090.0, 0.35230142
16100.0, 0.35212728
16110.0, 0.3519533
16120.0, 0.35177964
16130.0, 0.35160607
16140.0, 0.3514327
16150.0, 0.35125947
16160.0, 0.35108644
16170.0, 0.3509136
16180.0, 0.3507409
16190.0, 0.35056844
16200.0, 0.3503962
16210.0, 0.35022408
16220.0, 0.3500521
16230.0, 0.34988037
16240.0, 0.34970883
16250.0, 0.3495374
16260.0, 0.34936616
16270.0, 0.34919515
16280.0, 0.3490243
16290.0, 0.34885362
16300.0, 0.34868312
16310.0, 0.34851277
16320.0, 0.34834263
16330.0, 0.3481727
16340.0, 0.34800285
16350.0, 0.34783322
16360.0, 0.3476638
16370.0, 0.3474945
16380.0, 0.34732544
16390.0, 0.34715652
16400.0, 0.34698778
16410.0, 0.34681928
16420.0, 0.34665084
16430.0, 0.34648257
16440.0, 0.34631452
16450.0, 0.34614667
16460.0, 0.34597903
16470.0, 0.3458115
16480.0, 0.3456441
16490.0, 0.34547693
16500.0, 0.34530994
16510.0, 0.3451431
16520.0, 0.34497643
16530.0, 0.34480992
16540.0, 0.34464356
16550.0, 0.34447747
16560.0, 0.34431148
16570.0, 0.34414566
16580.0, 0.34397998
16590.0, 0.34381458
16600.0, 0.3436492
16610.0, 0.34348404
16620.0, 0.34331915
16630.0, 0.3431544
16640.0, 0.34298977
16650.0, 0.3428253
16660.0, 0.34266096
16670.0, 0.3424969
16680.0, 0.34233287
16690.0, 0.34216914
16700.0, 0.34200546
16710.0, 0.34184203
16720.0, 0.34167874
16730.0, 0.34151566
16740.0, 0.34135267
16750.0, 0.3411899
16760.0, 0.34102723
16770.0, 0.34086478
16780.0, 0.3407025
16790.0, 0.34054035
16800.0, 0.34037846
16810.0, 0.3402166
16820.0, 0.340055
16830.0, 0.3398935
16840.0, 0.33973217
16850.0, 0.339571
16860.0, 0.33941004
16870.0, 0.3392492
16880.0, 0.3390886
16890.0, 0.33892807
16900.0, 0.33876777
16910.0, 0.33860758
16920.0, 0.33844748
16930.0, 0.33828768
16940.0, 0.338128
16950.0, 0.33796844
16960.0, 0.3378091
16970.0, 0.33764988
16980.0, 0.3374908
16990.0, 0.33733195
17000.0, 0.3371732
17010.0, 0.33701462
17020.0, 0.33685622
17030.0, 0.3366979
17040.0, 0.33653983
17050.0, 0.3363819
17060.0, 0.3362241
17070.0, 0.33606645
17080.0, 0.33590907
17090.0, 0.3357517
17100.0, 0.33559456
17110.0, 0.33543757
17120.0, 0.33528072
17130.0, 0.33512405
17140.0, 0.33496752
17150.0, 0.33481112
17160.0, 0.33465493
17170.0, 0.33449882
17180.0, 0.33434293
17190.0, 0.33418718
17200.0, 0.33403155
17210.0, 0.33387616
17220.0, 0.3337209
17230.0, 0.33356568
17240.0, 0.33341074
17250.0, 0.3332559
17260.0, 0.33310124
17270.0, 0.33294666
17280.0, 0.33279228
17290.0, 0.33263808
17300.0, 0.332484
17310.0, 0.33233008
17320.0, 0.33217636
17330.0, 0.3320227
17340.0, 0.33186927
17350.0, 0.33171594
17360.0, 0.33156282
17370.0, 0.33140978
17380.0, 0.33125696
17390.0, 0.33110428
17400.0, 0.3309517
17410.0, 0.33079928
17420.0, 0.33064702
17430.0, 0.33049485
17440.0, 0.33034292
17450.0, 0.33019108
17460.0, 0.33003944
17470.0, 0.32988793
17480.0, 0.32973653
17490.0, 0.3295853
17500.0, 0.32943422
17510.0, 0.32928327
17520.0, 0.32913256
17530.0, 0.32898194
17540.0, 0.32883143
17550.0, 0.3286811
17560.0, 0.32853094
17570.0, 0.32838085
17580.0, 0.328231
17590.0, 0.3280812
17600.0, 0.3279316
17610.0, 0.32778212
17620.0, 0.32763278
17630.0, 0.32748362
17640.0, 0.32733458
17650.0, 0.32718572
17660.0, 0.327037
17670.0, 0.32688835
17680.0, 0.32673994
17690.0, 0.32659158
17700.0, 0.32644343
17710.0, 0.32629547
17720.0, 0.32614756
17730.0, 0.32599977
17740.0, 0.3258522
17750.0, 0.32570472
17760.0, 0.32555747
17770.0, 0.32541028
17780.0, 0.32526326
17790.0, 0.3251163
17800.0, 0.3249696
17810.0, 0.32482302
17820.0, 0.32467654
17830.0, 0.3245302
17840.0, 0.32438403
17850.0, 0.32423797
17860.0, 0.3240921
17870.0, 0.32394633
17880.0, 0.32380074
17890.0, 0.32365525
17900.0, 0.3235099
17910.0, 0.32336465
17920.0, 0.32321963
17930.0, 0.32307464
17940.0, 0.3229299
17950.0, 0.32278523
17960.0, 0.32264075
17970.0, 0.3224963
17980.0, 0.3223521
17990.0, 0.322208
18000.0, 0.322064
18010.0, 0.32192022
18020.0, 0.3217765
18030.0, 0.32163295
18040.0, 0.3214895
18050.0, 0.32134622
18060.0, 0.32120314
18070.0, 0.3210601
18080.0, 0.32091722
18090.0, 0.32077447
18100.0, 0.32063186
18110.0, 0.3204894
18120.0, 0.3203471
18130.0, 0.32020488
18140.0, 0.3200628
18150.0, 0.31992087
18160.0, 0.31977904
18170.0, 0.31963742
18180.0, 0.31949586
18190.0, 0.31935444
18200.0, 0.31921315
18210.0, 0.3190721
18220.0, 0.31893104
18230.0, 0.31879023
18240.0, 0.31864947
18250.0, 0.3185089
18260.0, 0.3183684
18270.0, 0.31822807
18280.0, 0.31808782
18290.0, 0.31794775
18300.0, 0.31780785
18310.0, 0.317668
18320.0, 0.31752834
18330.0, 0.31738883
18340.0, 0.31724933
18350.0, 0.3171101
18360.0, 0.31697088
18370.0, 0.31683186
18380.0, 0.316693
18390.0, 0.31655422
18400.0, 0.31641555
18410.0, 0.31627706
18420.0, 0.31613865
18430.0, 0.3160004
18440.0, 0.31586227
18450.0, 0.31572425
18460.0, 0.31558642
18470.0, 0.31544867
18480.0, 0.3153111
18490.0, 0.3151736
18500.0, 0.31503624
18510.0, 0.314899
18520.0, 0.31476185
18530.0, 0.3146249
18540.0, 0.31448802
18550.0, 0.31435138
18560.0, 0.31421474
18570.0, 0.3140783
18580.0, 0.31394193
18590.0, 0.3138057
18600.0, 0.31366956
18610.0, 0.31353363
18620.0, 0.31339777
18630.0, 0.3132621
18640.0, 0.3131265
18650.0, 0.31299105
18660.0, 0.31285566
18670.0, 0.31272045
18680.0, 0.31258535
18690.0, 0.31245044
18700.0, 0.31231555
18710.0, 0.31218085
18720.0, 0.31204623
18730.0, 0.31191176
18740.0, 0.3117774
18750.0, 0.31164318
18760.0, 0.31150907
18770.0, 0.3113751
18780.0, 0.3112412
18790.0, 0.31110752
18800.0, 0.31097388
18810.0, 0.3108404
18820.0, 0.310707
18830.0, 0.31057376
18840.0, 0.31044063
18850.0, 0.31030762
18860.0, 0.31017473
18870.0, 0.31004196
18880.0, 0.30990934
18890.0, 0.3097768
18900.0, 0.3096444
18910.0, 0.30951217
18920.0, 0.30937997
18930.0, 0.30924794
18940.0, 0.309116
18950.0, 0.3089842
18960.0, 0.30885258
18970.0, 0.30872098
18980.0, 0.30858952
18990.0, 0.30845824
19000.0, 0.30832702
19010.0, 0.3081959
19020.0, 0.30806494
19030.0, 0.3079341
19040.0, 0.30780336
19050.0, 0.3076728
19060.0, 0.30754226
19070.0, 0.30741188
19080.0, 0.30728167
19090.0, 0.3071515
19100.0, 0.30702144
19110.0, 0.30689153
19120.0, 0.30676174
19130.0, 0.3066321
19140.0, 0.30650252
19150.0, 0.3063731
19160.0, 0.30624378
19170.0, 0.30611455
19180.0, 0.30598548
19190.0, 0.30585647
19200.0, 0.30572763
19210.0, 0.30559888
19220.0, 0.30547023
19230.0, 0.30534172
19240.0, 0.3052133
19250.0, 0.30508503
19260.0, 0.30495688
19270.0, 0.30482882
19280.0, 0.30470088
19290.0, 0.30457303
19300.0, 0.30444533
19310.0, 0.3043177
19320.0, 0.3041902
19330.0, 0.30406287
19340.0, 0.30393562
19350.0, 0.30380845
19360.0, 0.30368146
19370.0, 0.30355445
19380.0, 0.30342773
19390.0, 0.303301
19400.0, 0.30317447
19410.0, 0.30304793
19420.0, 0.30292162
19430.0, 0.30279532
19440.0, 0.30266926
19450.0, 0.3025432
19460.0, 0.3024173
19470.0, 0.30229148
19480.0, 0.3021658
19490.0, 0.30204025
19500.0, 0.30191475
19510.0, 0.3017894
19520.0, 0.3016642
19530.0, 0.301539
19540.0, 0.30141398
19550.0, 0.30128908
19560.0, 0.3011643
19570.0, 0.30103964
19580.0, 0.300915
19590.0, 0.30079055
19600.0, 0.3006662
19610.0, 0.3005419
19620.0, 0.30041778
19630.0, 0.30029374
19640.0, 0.30016986
19650.0, 0.30004603
19660.0, 0.29992226
19670.0, 0.29979867
19680.0, 0.2996752
19690.0, 0.2995518
19700.0, 0.29942855
19710.0, 0.29930535
19720.0, 0.29918233
19730.0, 0.29905933
19740.0, 0.29893652
19750.0, 0.29881376
19760.0, 0.29869115
19770.0, 0.2985686
19780.0, 0.2984462
19790.0, 0.2983239
19800.0, 0.29820174
19810.0, 0.2980796
19820.0, 0.2979576
19830.0, 0.29783574
19840.0, 0.29771394
19850.0, 0.29759228
19860.0, 0.29747063
19870.0, 0.2973492
19880.0, 0.29722795
19890.0, 0.29710662
19900.0, 0.2969855
19910.0, 0.29686442
19920.0, 0.29674348
19930.0, 0.29662272
19940.0, 0.29650193
19950.0, 0.29638132
19960.0, 0.29626086
19970.0, 0.29614037
19980.0, 0.29602012
19990.0, 0.29589987
20000.0, 0.29577976
20010.0, 0.2956598
20020.0, 0.2955399
20030.0, 0.29542014
20040.0, 0.29530042
20050.0, 0.29518086
20060.0, 0.29506138
20070.0, 0.294942
20080.0, 0.2948227
20090.0, 0.29470357
20100.0, 0.29458448
20110.0, 0.2944655
20120.0, 0.2943466
20130.0, 0.2942279
20140.0, 0.29410923
20150.0, 0.29399067
20160.0, 0.29387218
20170.0, 0.2937538
20180.0, 0.29363555
20190.0, 0.29351744
20200.0, 0.2933993
20210.0, 0.29328144
20220.0, 0.29316357
20230.0, 0.29304582
20240.0, 0.29292816
20250.0, 0.29281062
20260.0, 0.29269314
20270.0, 0.2925758
20280.0, 0.29245853
20290.0, 0.2923414
20300.0, 0.29222435
20310.0, 0.29210746
20320.0, 0.2919906
20330.0, 0.2918738
20340.0, 0.29175717
20350.0, 0.2916406
20360.0, 0.29152414
20370.0, 0.29140782
20380.0, 0.29129153
20390.0, 0.29117543
20400.0, 0.2910593
20410.0, 0.29094335
20420.0, 0.2908275
20430.0, 0.29071173
20440.0, 0.29059607
20450.0, 0.29048052
20460.0, 0.29036504
20470.0, 0.29024968
20480.0, 0.29013437
20490.0, 0.29001918
20500.0, 0.28990412
20510.0, 0.2897891
20520.0, 0.28967425
20530.0, 0.28955942
20540.0, 0.28944474
20550.0, 0.28933018
20560.0, 0.28921568
20570.0, 0.28910127
20580.0, 0.28898695
20590.0, 0.28887275
20600.0, 0.2887586
20610.0, 0.28864458
20620.0, 0.28853068
20630.0, 0.2884169
20640.0, 0.28830314
20650.0, 0.28818947
20660.0, 0.28807595
20670.0, 0.28796253
20680.0, 0.28784913
20690.0, 0.28773585
20700.0, 0.2876227
20710.0, 0.28750965
20720.0, 0.28739667
20730.0, 0.28728384
20740.0, 0.287171
20750.0, 0.28705832
20760.0, 0.28694573
20770.0, 0.2868332
20780.0, 0.28672084
20790.0, 0.2866085
20800.0, 0.28649628
20810.0, 0.2863842
20820.0, 0.2862721
20830.0, 0.28616017
20840.0, 0.28604832
20850.0, 0.28593656
20860.0, 0.2858249
20870.0, 0.28571334
20880.0, 0.28560185
20890.0, 0.28549048
20900.0, 0.28537917
20910.0, 0.285268
20920.0, 0.28515688
20930.0, 0.28504586
20940.0, 0.28493494
20950.0, 0.28482407
20960.0, 0.28471333
20970.0, 0.28460273
20980.0, 0.28449216
20990.0, 0.2843817
21000.0, 0.2842713
21010.0, 0.28416103
21020.0, 0.28405082
21030.0, 0.28394067
21040.0, 0.28383073
21050.0, 0.2837208
21060.0, 0.28361097
21070.0, 0.2835012
21080.0, 0.28339157
21090.0, 0.283282
21100.0, 0.28317255
21110.0, 0.28306314
21120.0, 0.28295386
21130.0, 0.28284466
21140.0, 0.28273556
21150.0, 0.28262654
21160.0, 0.2825176
21170.0, 0.28240877
21180.0, 0.28230003
21190.0, 0.2821913
21200.0, 0.28208274
21210.0, 0.2819743
21220.0, 0.2818659
21230.0, 0.28175756
21240.0, 0.28164935
21250.0, 0.28154117
21260.0, 0.2814332
21270.0, 0.28132522
21280.0, 0.28121734
21290.0, 0.28110954
21300.0, 0.2810019
21310.0, 0.28089428
21320.0, 0.28078678
21330.0, 0.28067932
21340.0, 0.280572
21350.0, 0.2804647
21360.0, 0.28035754
21370.0, 0.28025046
21380.0, 0.28014347
21390.0, 0.28003657
21400.0, 0.2799298
21410.0, 0.27982298
21420.0, 0.27971634
21430.0, 0.27960983
21440.0, 0.27950335
21450.0, 0.27939692
21460.0, 0.27929062
21470.0, 0.27918443
21480.0, 0.2790783
21490.0, 0.2789722
21500.0, 0.2788663
21510.0, 0.27876043
21520.0, 0.2786546
21530.0, 0.27854893
21540.0, 0.27844328
21550.0, 0.27833778
21560.0, 0.27823234
21570.0, 0.27812696
21580.0, 0.2780217
21590.0, 0.27791646
21600.0, 0.27781138
21610.0, 0.27770638
21620.0, 0.27760142
21630.0, 0.27749658
21640.0, 0.2773918
21650.0, 0.27728707
21660.0, 0.27718252
21670.0, 0.27707797
21680.0, 0.27697358
21690.0, 0.27686918
21700.0, 0.27676493
21710.0, 0.27666077
21720.0, 0.27655664
21730.0, 0.27645266
21740.0, 0.27634865
21750.0, 0.27624485
21760.0, 0.27614108
21770.0, 0.27603737
21780.0, 0.27593377
21790.0, 0.27583024
21800.0, 0.2757268
21810.0, 0.27562347
21820.0, 0.27552015
21830.0, 0.275417
21840.0, 0.27531388
21850.0, 0.27521086
21860.0, 0.27510792
21870.0, 0.27500504
21880.0, 0.27490228
21890.0, 0.2747996
21900.0, 0.27469695
21910.0, 0.27459443
21920.0, 0.27449197
21930.0, 0.27438956
21940.0, 0.2742873
21950.0, 0.2741851
21960.0, 0.27408296
21970.0, 0.27398092
21980.0, 0.2738789
21990.0, 0.27377707
22000.0, 0.27367526
22010.0, 0.2735735
22020.0, 0.27347186
22030.0, 0.27337027
22040.0, 0.27326882
22050.0, 0.2731674
22060.0, 0.27306607
22070.0, 0.27296484
22080.0, 0.2728637
22090.0, 0.2727626
22100.0, 0.2726616
22110.0, 0.27256066
22120.0, 0.2724598
22130.0, 0.27235898
22140.0, 0.2722583
22150.0, 0.27215776
22160.0, 0.2720572
22170.0, 0.2719567
22180.0, 0.27185634
22190.0, 0.27175605
22200.0, 0.2716559
22210.0, 0.2715557
22220.0, 0.27145565
22230.0, 0.27135566
22240.0, 0.2712558
22250.0, 0.27115592
22260.0, 0.27105618
22270.0, 0.27095652
22280.0, 0.27085698
22290.0, 0.2707574
22300.0, 0.27065796
22310.0, 0.2705586
22320.0, 0.27045935
22330.0, 0.27036014
22340.0, 0.27026102
22350.0, 0.270162
22360.0, 0.27006298
22370.0, 0.26996407
22380.0, 0.2698653
22390.0, 0.26976654
22400.0, 0.2696679
22410.0, 0.26956925
22420.0, 0.26947078
22430.0, 0.26937234
22440.0, 0.269274
22450.0, 0.26917568
22460.0, 0.2690775
22470.0, 0.2689794
22480.0, 0.26888135
22490.0, 0.2687833
22500.0, 0.26868543
22510.0, 0.26858765
22520.0, 0.26848987
22530.0, 0.26839218
22540.0, 0.26829457
22550.0, 0.2681971
22560.0, 0.26809967
22570.0, 0.26800224
22580.0, 0.26790494
22590.0, 0.26780778
22600.0, 0.26771057
22610.0, 0.26761353
22620.0, 0.2675165
22630.0, 0.2674196
22640.0, 0.26732278
22650.0, 0.26722595
22660.0, 0.26712927
22670.0, 0.26703262
22680.0, 0.26693612
22690.0, 0.26683962
22700.0, 0.2667432
22710.0, 0.26664692
22720.0, 0.26655063
22730.0, 0.26645443
22740.0, 0.26635838
22750.0, 0.2662623
22760.0, 0.26616636
22770.0, 0.26607046
22780.0, 0.2659746
22790.0, 0.26587892
22800.0, 0.26578325
22810.0, 0.26568767
22820.0, 0.26559216
22830.0, 0.26549667
22840.0, 0.26540133
22850.0, 0.265306
22860.0, 0.26521075
22870.0, 0.26511568
22880.0, 0.26502058
22890.0, 0.26492554
22900.0, 0.2648306
22910.0, 0.2647357
22920.0, 0.26464096
22930.0, 0.2645462
22940.0, 0.26445153
22950.0, 0.26435703
22960.0, 0.26426247
22970.0, 0.26416805
22980.0, 0.26407367
22990.0, 0.2639794
23000.0, 0.26388523
23010.0, 0.26379102
23020.0, 0.26369694
23030.0, 0.26360294
23040.0, 0.263509
23050.0, 0.2634152
23060.0, 0.26332137
23070.0, 0.26322764
23080.0, 0.263134
23090.0, 0.26304042
23100.0, 0.26294687
23110.0, 0.26285347
23120.0, 0.2627601
23130.0, 0.26266685
23140.0, 0.2625736
23150.0, 0.2624804
23160.0, 0.26238734
23170.0, 0.26229432
23180.0, 0.2622013
23190.0, 0.26210847
23200.0, 0.26201567
23210.0, 0.261923
23220.0, 0.26183027
23230.0, 0.26173767
23240.0, 0.2616452
23250.0, 0.26155275
23260.0, 0.26146033
23270.0, 0.26136798
