Energy (in eV), SEEE yield of material alox-reduced-PEY at isotropic incidence
   X,       Y
11760.0, 0.8514696
11770.0, 0.8510134
11780.0, 0.8505578
11790.0, 0.8501029
11800.0, 0.84964854
11810.0, 0.84919494
11820.0, 0.848742
11830.0, 0.84828943
11840.0, 0.8478375
11850.0, 0.8473865
11860.0, 0.84693587
11870.0, 0.8464858
11880.0, 0.84603626
11890.0, 0.8455875
11900.0, 0.8451392
11910.0, 0.8446916
11920.0, 0.8442446
11930.0, 0.8437983
11940.0, 0.8433523
11950.0, 0.84290725
11960.0, 0.8424624
11970.0, 0.8420183
11980.0, 0.8415751
11990.0, 0.84113216
12000.0, 0.8406899
12010.0, 0.84024805
12020.0, 0.8398071
12030.0, 0.8393666
12040.0, 0.83892673
12050.0, 0.83848715
12060.0, 0.8380484
12070.0, 0.83761036
12080.0, 0.83717257
12090.0, 0.83673567
12100.0, 0.8362991
12110.0, 0.8358633
12120.0, 0.83542794
12130.0, 0.83499324
12140.0, 0.8345591
12150.0, 0.83412546
12160.0, 0.8336924
12170.0, 0.8332598
12180.0, 0.83282804
12190.0, 0.8323968
12200.0, 0.83196604
12210.0, 0.8315357
12220.0, 0.8311062
12230.0, 0.830677
12240.0, 0.8302485
12250.0, 0.8298207
12260.0, 0.8293931
12270.0, 0.82896626
12280.0, 0.82853997
12290.0, 0.82811433
12300.0, 0.8276891
12310.0, 0.82726437
12320.0, 0.82684046
12330.0, 0.82641673
12340.0, 0.8259939
12350.0, 0.8255713
12360.0, 0.82514954
12370.0, 0.8247282
12380.0, 0.8243073
12390.0, 0.8238871
12400.0, 0.8234675
12410.0, 0.82304823
12420.0, 0.8226295
12430.0, 0.8222113
12440.0, 0.82179385
12450.0, 0.82137686
12460.0, 0.8209603
12470.0, 0.8205444
12480.0, 0.820129
12490.0, 0.8197141
12500.0, 0.81929964
12510.0, 0.8188858
12520.0, 0.81847245
12530.0, 0.8180596
12540.0, 0.81764746
12550.0, 0.8172356
12560.0, 0.8168246
12570.0, 0.8164138
12580.0, 0.8160037
12590.0, 0.81559396
12600.0, 0.8151848
12610.0, 0.81477624
12620.0, 0.8143682
12630.0, 0.8139606
12640.0, 0.81355345
12650.0, 0.81314695
12660.0, 0.812741
12670.0, 0.81233543
12680.0, 0.8119304
12690.0, 0.8115258
12700.0, 0.8111219
12710.0, 0.81071836
12720.0, 0.81031543
12730.0, 0.80991304
12740.0, 0.8095111
12750.0, 0.8091095
12760.0, 0.8087086
12770.0, 0.8083081
12780.0, 0.8079081
12790.0, 0.80750877
12800.0, 0.8071097
12810.0, 0.8067114
12820.0, 0.80631334
12830.0, 0.8059159
12840.0, 0.8055189
12850.0, 0.8051225
12860.0, 0.8047265
12870.0, 0.8043309
12880.0, 0.803936
12890.0, 0.8035414
12900.0, 0.8031475
12910.0, 0.802754
12920.0, 0.8023609
12930.0, 0.8019682
12940.0, 0.80157626
12950.0, 0.80118465
12960.0, 0.8007935
12970.0, 0.8004029
12980.0, 0.8000127
12990.0, 0.79962325
13000.0, 0.7992339
13010.0, 0.7988453
13020.0, 0.79845697
13030.0, 0.7980693
13040.0, 0.797682
13050.0, 0.7972952
13060.0, 0.79690886
13070.0, 0.7965229
13080.0, 0.7961377
13090.0, 0.7957527
13100.0, 0.7953684
13110.0, 0.7949844
13120.0, 0.7946008
13130.0, 0.7942178
13140.0, 0.7938352
13150.0, 0.79345316
13160.0, 0.79307145
13170.0, 0.79269046
13180.0, 0.7923097
13190.0, 0.7919294
13200.0, 0.7915496
13210.0, 0.79117024
13220.0, 0.7907914
13230.0, 0.790413
13240.0, 0.79003507
13250.0, 0.78965753
13260.0, 0.78928053
13270.0, 0.7889039
13280.0, 0.78852785
13290.0, 0.7881522
13300.0, 0.7877769
13310.0, 0.78740215
13320.0, 0.78702784
13330.0, 0.78665394
13340.0, 0.7862805
13350.0, 0.7859077
13360.0, 0.7855351
13370.0, 0.7851631
13380.0, 0.78479135
13390.0, 0.78442013
13400.0, 0.78404945
13410.0, 0.78367907
13420.0, 0.78330934
13430.0, 0.78293985
13440.0, 0.78257096
13450.0, 0.78220236
13460.0, 0.7818342
13470.0, 0.78146654
13480.0, 0.7810993
13490.0, 0.7807325
13500.0, 0.78036606
13510.0, 0.7800002
13520.0, 0.7796348
13530.0, 0.77926975
13540.0, 0.77890503
13550.0, 0.77854097
13560.0, 0.77817714
13570.0, 0.77781385
13580.0, 0.777451
13590.0, 0.77708834
13600.0, 0.7767264
13610.0, 0.77636474
13620.0, 0.7760037
13630.0, 0.7756429
13640.0, 0.77528244
13650.0, 0.7749226
13660.0, 0.77456295
13670.0, 0.77420396
13680.0, 0.7738453
13690.0, 0.7734871
13700.0, 0.77312934
13710.0, 0.77277184
13720.0, 0.7724149
13730.0, 0.77205837
13740.0, 0.77170223
13750.0, 0.77134645
13760.0, 0.7709911
13770.0, 0.7706362
13780.0, 0.7702817
13790.0, 0.7699276
13800.0, 0.7695739
13810.0, 0.7692207
13820.0, 0.76886797
13830.0, 0.76851547
13840.0, 0.7681634
13850.0, 0.7678118
13860.0, 0.7674606
13870.0, 0.7671098
13880.0, 0.7667594
13890.0, 0.76640934
13900.0, 0.76605976
13910.0, 0.7657106
13920.0, 0.7653618
13930.0, 0.76501334
13940.0, 0.7646654
13950.0, 0.7643178
13960.0, 0.7639706
13970.0, 0.7636238
13980.0, 0.7632775
13990.0, 0.7629314
14000.0, 0.7625858
14010.0, 0.7622407
14020.0, 0.76189584
14030.0, 0.7615514
14040.0, 0.7612074
14050.0, 0.76086384
14060.0, 0.7605205
14070.0, 0.7601778
14080.0, 0.7598353
14090.0, 0.75949323
14100.0, 0.7591515
14110.0, 0.7588102
14120.0, 0.75846934
14130.0, 0.7581288
14140.0, 0.7577887
14150.0, 0.757449
14160.0, 0.7571097
14170.0, 0.7567706
14180.0, 0.75643206
14190.0, 0.7560939
14200.0, 0.755756
14210.0, 0.7554187
14220.0, 0.75508153
14230.0, 0.75474495
14240.0, 0.7544086
14250.0, 0.7540727
14260.0, 0.7537371
14270.0, 0.753402
14280.0, 0.7530672
14290.0, 0.7527327
14300.0, 0.7523987
14310.0, 0.75206506
14320.0, 0.75173193
14330.0, 0.75139886
14340.0, 0.7510664
14350.0, 0.75073415
14360.0, 0.75040245
14370.0, 0.7500709
14380.0, 0.74973994
14390.0, 0.7494092
14400.0, 0.7490789
14410.0, 0.748749
14420.0, 0.74841946
14430.0, 0.74809027
14440.0, 0.74776137
14450.0, 0.74743295
14460.0, 0.74710476
14470.0, 0.746777
14480.0, 0.7464496
14490.0, 0.74612254
14500.0, 0.7457959
14510.0, 0.7454697
14520.0, 0.7451437
14530.0, 0.7448181
14540.0, 0.74449295
14550.0, 0.74416804
14560.0, 0.74384344
14570.0, 0.7435194
14580.0, 0.74319565
14590.0, 0.7428722
14600.0, 0.74254906
14610.0, 0.7422265
14620.0, 0.741904
14630.0, 0.741582
14640.0, 0.7412603
14650.0, 0.7409391
14660.0, 0.74061805
14670.0, 0.7402975
14680.0, 0.73997724
14690.0, 0.73965746
14700.0, 0.7393378
14710.0, 0.7390186
14720.0, 0.7386997
14730.0, 0.73838127
14740.0, 0.73806316
14750.0, 0.7377452
14760.0, 0.7374278
14770.0, 0.73711073
14780.0, 0.73679394
14790.0, 0.7364775
14800.0, 0.73616135
14810.0, 0.73584574
14820.0, 0.7355303
14830.0, 0.73521525
14840.0, 0.73490053
14850.0, 0.73458606
14860.0, 0.734272
14870.0, 0.7339584
14880.0, 0.7336451
14890.0, 0.733332
14900.0, 0.73301935
14910.0, 0.73270696
14920.0, 0.73239505
14930.0, 0.7320833
14940.0, 0.73177195
14950.0, 0.73146105
14960.0, 0.7311503
14970.0, 0.7308399
14980.0, 0.73052996
14990.0, 0.7302203
15000.0, 0.72991097
15010.0, 0.72960186
15020.0, 0.7292932
15030.0, 0.72898495
15040.0, 0.7286769
15050.0, 0.7283693
15060.0, 0.7280619
15070.0, 0.72775483
15080.0, 0.72744817
15090.0, 0.7271418
15100.0, 0.7268357
15110.0, 0.7265301
15120.0, 0.72622466
15130.0, 0.7259196
15140.0, 0.7256148
15150.0, 0.7253104
15160.0, 0.72500634
15170.0, 0.72470254
15180.0, 0.72439903
15190.0, 0.72409594
15200.0, 0.7237931
15210.0, 0.7234906
15220.0, 0.72318846
15230.0, 0.7228865
15240.0, 0.722585
15250.0, 0.7222838
15260.0, 0.72198296
15270.0, 0.7216823
15280.0, 0.7213821
15290.0, 0.7210822
15300.0, 0.72078246
15310.0, 0.72048324
15320.0, 0.72018415
15330.0, 0.7198855
15340.0, 0.719587
15350.0, 0.719289
15360.0, 0.7189913
15370.0, 0.7186938
15380.0, 0.7183968
15390.0, 0.7180999
15400.0, 0.7178034
15410.0, 0.7175071
15420.0, 0.7172113
15430.0, 0.7169158
15440.0, 0.71662045
15450.0, 0.7163255
15460.0, 0.71603084
15470.0, 0.71573645
15480.0, 0.7154425
15490.0, 0.71514875
15500.0, 0.71485525
15510.0, 0.7145622
15520.0, 0.71426934
15530.0, 0.7139768
15540.0, 0.7136845
15550.0, 0.7133926
15560.0, 0.7131011
15570.0, 0.71280974
15580.0, 0.71251875
15590.0, 0.71222794
15600.0, 0.71193755
15610.0, 0.71164745
15620.0, 0.71135765
15630.0, 0.71106815
15640.0, 0.7107789
15650.0, 0.71049
15660.0, 0.7102014
15670.0, 0.709913
15680.0, 0.709625
15690.0, 0.7093373
15700.0, 0.70904994
15710.0, 0.7087627
15720.0, 0.7084758
15730.0, 0.7081893
15740.0, 0.70790297
15750.0, 0.70761704
15760.0, 0.7073314
15770.0, 0.7070459
15780.0, 0.7067609
15790.0, 0.7064761
15800.0, 0.7061916
15810.0, 0.70590734
15820.0, 0.70562345
15830.0, 0.70533985
15840.0, 0.70505637
15850.0, 0.70477337
15860.0, 0.7044906
15870.0, 0.7042081
15880.0, 0.7039259
15890.0, 0.7036439
15900.0, 0.7033624
15910.0, 0.70308095
15920.0, 0.7028
15930.0, 0.7025191
15940.0, 0.7022387
15950.0, 0.7019584
15960.0, 0.7016785
15970.0, 0.70139885
15980.0, 0.7011195
15990.0, 0.70084035
16000.0, 0.70056164
16010.0, 0.700283
16020.0, 0.7000048
16030.0, 0.6997268
16040.0, 0.69944906
16050.0, 0.6991718
16060.0, 0.6988947
16070.0, 0.69861776
16080.0, 0.6983412
16090.0, 0.69806486
16100.0, 0.69778895
16110.0, 0.6975131
16120.0, 0.6972377
16130.0, 0.6969626
16140.0, 0.6966875
16150.0, 0.6964129
16160.0, 0.6961386
16170.0, 0.6958645
16180.0, 0.6955906
16190.0, 0.6953171
16200.0, 0.6950438
16210.0, 0.6947709
16220.0, 0.69449806
16230.0, 0.69422567
16240.0, 0.69395345
16250.0, 0.6936814
16260.0, 0.69340986
16270.0, 0.69313854
16280.0, 0.6928674
16290.0, 0.6925965
16300.0, 0.692326
16310.0, 0.69205564
16320.0, 0.6917856
16330.0, 0.6915158
16340.0, 0.69124633
16350.0, 0.69097704
16360.0, 0.6907081
16370.0, 0.6904393
16380.0, 0.6901708
16390.0, 0.6899027
16400.0, 0.6896348
16410.0, 0.6893672
16420.0, 0.6890997
16430.0, 0.6888326
16440.0, 0.6885658
16450.0, 0.688299
16460.0, 0.68803275
16470.0, 0.68776673
16480.0, 0.68750083
16490.0, 0.6872353
16500.0, 0.68696994
16510.0, 0.68670493
16520.0, 0.6864401
16530.0, 0.6861755
16540.0, 0.6859113
16550.0, 0.6856473
16560.0, 0.6853835
16570.0, 0.6851201
16580.0, 0.68485683
16590.0, 0.68459386
16600.0, 0.68433106
16610.0, 0.68406844
16620.0, 0.6838063
16630.0, 0.68354446
16640.0, 0.6832827
16650.0, 0.6830212
16660.0, 0.68276006
16670.0, 0.68249905
16680.0, 0.68223834
16690.0, 0.68197787
16700.0, 0.68171775
16710.0, 0.6814579
16720.0, 0.681198
16730.0, 0.6809386
16740.0, 0.68067944
16750.0, 0.68042046
16760.0, 0.6801618
16770.0, 0.6799033
16780.0, 0.679645
16790.0, 0.6793871
16800.0, 0.6791295
16810.0, 0.678872
16820.0, 0.67861474
16830.0, 0.6783578
16840.0, 0.67810106
16850.0, 0.6778445
16860.0, 0.67758834
16870.0, 0.67733234
16880.0, 0.67707664
16890.0, 0.6768211
16900.0, 0.6765658
16910.0, 0.67631096
16920.0, 0.6760561
16930.0, 0.6758017
16940.0, 0.67554736
16950.0, 0.6752933
16960.0, 0.6750396
16970.0, 0.6747859
16980.0, 0.67453253
16990.0, 0.6742796
17000.0, 0.6740267
17010.0, 0.6737742
17020.0, 0.6735219
17030.0, 0.6732697
17040.0, 0.67301786
17050.0, 0.6727662
17060.0, 0.6725148
17070.0, 0.6722637
17080.0, 0.67201275
17090.0, 0.67176205
17100.0, 0.6715116
17110.0, 0.67126137
17120.0, 0.6710114
17130.0, 0.67076164
17140.0, 0.6705122
17150.0, 0.6702629
17160.0, 0.67001384
17170.0, 0.66976506
17180.0, 0.66951656
17190.0, 0.66926813
17200.0, 0.6690201
17210.0, 0.6687723
17220.0, 0.6685246
17230.0, 0.6682772
17240.0, 0.66802996
17250.0, 0.667783
17260.0, 0.6675363
17270.0, 0.6672899
17280.0, 0.6670436
17290.0, 0.6667976
17300.0, 0.66655177
17310.0, 0.66630626
17320.0, 0.6660609
17330.0, 0.6658158
17340.0, 0.6655709
17350.0, 0.66532624
17360.0, 0.6650818
17370.0, 0.6648377
17380.0, 0.6645938
17390.0, 0.6643499
17400.0, 0.6641064
17410.0, 0.66386324
17420.0, 0.66362005
17430.0, 0.6633773
17440.0, 0.6631346
17450.0, 0.66289234
17460.0, 0.66265017
17470.0, 0.6624082
17480.0, 0.6621665
17490.0, 0.661925
17500.0, 0.6616837
17510.0, 0.6614427
17520.0, 0.6612018
17530.0, 0.66096115
17540.0, 0.6607209
17550.0, 0.66048074
17560.0, 0.6602408
17570.0, 0.66000104
17580.0, 0.6597616
17590.0, 0.6595223
17600.0, 0.6592833
17610.0, 0.6590444
17620.0, 0.6588057
17630.0, 0.6585675
17640.0, 0.65832925
17650.0, 0.6580913
17660.0, 0.6578535
17670.0, 0.65761596
17680.0, 0.6573787
17690.0, 0.65714157
17700.0, 0.6569047
17710.0, 0.6566681
17720.0, 0.65643173
17730.0, 0.65619534
17740.0, 0.6559594
17750.0, 0.6557236
17760.0, 0.65548795
17770.0, 0.6552526
17780.0, 0.6550175
17790.0, 0.6547825
17800.0, 0.65454775
17810.0, 0.65431327
17820.0, 0.654079
17830.0, 0.65384483
17840.0, 0.65361094
17850.0, 0.65337735
17860.0, 0.6531438
17870.0, 0.6529106
17880.0, 0.6526777
17890.0, 0.6524447
17900.0, 0.65221214
17910.0, 0.6519798
17920.0, 0.6517476
17930.0, 0.65151554
17940.0, 0.65128374
17950.0, 0.65105224
17960.0, 0.6508209
17970.0, 0.65058976
17980.0, 0.65035886
17990.0, 0.6501281
18000.0, 0.6498975
18010.0, 0.64966726
18020.0, 0.6494371
18030.0, 0.6492072
18040.0, 0.6489775
18050.0, 0.64874804
18060.0, 0.6485187
18070.0, 0.6482896
18080.0, 0.6480608
18090.0, 0.6478321
18100.0, 0.64760363
18110.0, 0.64737535
18120.0, 0.64714724
18130.0, 0.6469193
18140.0, 0.64669174
18150.0, 0.64646435
18160.0, 0.64623696
18170.0, 0.64601004
18180.0, 0.6457832
18190.0, 0.64555657
18200.0, 0.64533
18210.0, 0.6451038
18220.0, 0.6448778
18230.0, 0.6446519
18240.0, 0.6444263
18250.0, 0.6442008
18260.0, 0.64397556
18270.0, 0.6437505
18280.0, 0.6435257
18290.0, 0.643301
18300.0, 0.64307666
18310.0, 0.6428524
18320.0, 0.6426283
18330.0, 0.6424044
18340.0, 0.64218074
18350.0, 0.6419573
18360.0, 0.641734
18370.0, 0.641511
18380.0, 0.6412882
18390.0, 0.6410655
18400.0, 0.64084303
18410.0, 0.64062077
18420.0, 0.6403987
18430.0, 0.6401767
18440.0, 0.63995504
18450.0, 0.6397335
18460.0, 0.6395123
18470.0, 0.6392911
18480.0, 0.6390702
18490.0, 0.6388495
18500.0, 0.63862896
18510.0, 0.6384086
18520.0, 0.6381884
18530.0, 0.63796854
18540.0, 0.6377487
18550.0, 0.6375292
18560.0, 0.63730973
18570.0, 0.63709056
18580.0, 0.6368716
18590.0, 0.6366527
18600.0, 0.63643414
18610.0, 0.6362157
18620.0, 0.6359975
18630.0, 0.63577944
18640.0, 0.63556165
18650.0, 0.63534385
18660.0, 0.63512635
18670.0, 0.63490915
18680.0, 0.63469195
18690.0, 0.6344752
18700.0, 0.63425833
18710.0, 0.6340418
18720.0, 0.6338255
18730.0, 0.6336093
18740.0, 0.63339335
18750.0, 0.63317746
18760.0, 0.6329619
18770.0, 0.63274646
18780.0, 0.6325313
18790.0, 0.63231623
18800.0, 0.63210136
18810.0, 0.6318867
18820.0, 0.63167214
18830.0, 0.6314578
18840.0, 0.6312437
18850.0, 0.63102984
18860.0, 0.630816
18870.0, 0.6306024
18880.0, 0.63038903
18890.0, 0.6301759
18900.0, 0.6299628
18910.0, 0.62974995
18920.0, 0.6295373
18930.0, 0.62932485
18940.0, 0.6291125
18950.0, 0.62890035
18960.0, 0.62868845
18970.0, 0.6284766
18980.0, 0.62826514
18990.0, 0.6280537
19000.0, 0.6278425
19010.0, 0.6276314
19020.0, 0.6274206
19030.0, 0.62720996
19040.0, 0.62699926
19050.0, 0.62678903
19060.0, 0.6265789
19070.0, 0.62636894
19080.0, 0.62615913
19090.0, 0.6259496
19100.0, 0.6257401
19110.0, 0.6255308
19120.0, 0.6253218
19130.0, 0.6251129
19140.0, 0.62490416
19150.0, 0.62469566
19160.0, 0.6244873
19170.0, 0.624279
19180.0, 0.62407106
19190.0, 0.6238632
19200.0, 0.62365556
19210.0, 0.6234481
19220.0, 0.62324077
19230.0, 0.62303364
19240.0, 0.6228266
19250.0, 0.62261987
19260.0, 0.62241316
19270.0, 0.62220675
19280.0, 0.62200046
19290.0, 0.62179434
19300.0, 0.62158847
19310.0, 0.6213827
19320.0, 0.62117714
19330.0, 0.62097174
19340.0, 0.62076646
19350.0, 0.62056136
19360.0, 0.62035656
19370.0, 0.62015176
19380.0, 0.61994725
19390.0, 0.6197429
19400.0, 0.6195387
19410.0, 0.61933464
19420.0, 0.61913073
19430.0, 0.61892706
19440.0, 0.61872345
19450.0, 0.61852014
19460.0, 0.61831695
19470.0, 0.618114
19480.0, 0.6179111
19490.0, 0.6177084
19500.0, 0.6175059
19510.0, 0.6173035
19520.0, 0.6171013
19530.0, 0.6168994
19540.0, 0.61669743
19550.0, 0.61649585
19560.0, 0.6162943
19570.0, 0.616093
19580.0, 0.6158917
19590.0, 0.61569077
19600.0, 0.6154899
19610.0, 0.6152893
19620.0, 0.6150887
19630.0, 0.6148884
19640.0, 0.6146882
19650.0, 0.6144881
19660.0, 0.6142883
19670.0, 0.61408865
19680.0, 0.6138891
19690.0, 0.6136897
19700.0, 0.61349064
19710.0, 0.6132915
19720.0, 0.61309266
19730.0, 0.61289394
19740.0, 0.61269534
19750.0, 0.612497
19760.0, 0.6122988
19770.0, 0.6121008
19780.0, 0.6119028
19790.0, 0.6117051
19800.0, 0.6115075
19810.0, 0.6113102
19820.0, 0.61111295
19830.0, 0.6109158
19840.0, 0.61071885
19850.0, 0.6105221
19860.0, 0.6103255
19870.0, 0.610129
19880.0, 0.6099328
19890.0, 0.6097367
19900.0, 0.60954064
19910.0, 0.6093449
19920.0, 0.6091492
19930.0, 0.6089537
19940.0, 0.6087584
19950.0, 0.60856324
19960.0, 0.6083683
19970.0, 0.6081735
19980.0, 0.60797864
19990.0, 0.60778415
20000.0, 0.6075898
20010.0, 0.6073955
20020.0, 0.60720146
20030.0, 0.6070076
20040.0, 0.6068138
20050.0, 0.6066203
20060.0, 0.6064269
20070.0, 0.60623366
20080.0, 0.60604036
20090.0, 0.6058474
20100.0, 0.6056546
20110.0, 0.60546196
20120.0, 0.60526943
20130.0, 0.60507715
20140.0, 0.6048849
20150.0, 0.60469294
20160.0, 0.6045011
20170.0, 0.60430926
20180.0, 0.6041177
20190.0, 0.60392636
20200.0, 0.603735
20210.0, 0.60354394
20220.0, 0.60335296
20230.0, 0.60316217
20240.0, 0.6029715
20250.0, 0.602781
20260.0, 0.6025907
20270.0, 0.6024004
20280.0, 0.60221034
20290.0, 0.60202044
20300.0, 0.6018308
20310.0, 0.6016413
20320.0, 0.60145175
20330.0, 0.60126257
20340.0, 0.6010733
20350.0, 0.6008843
20360.0, 0.60069555
20370.0, 0.60050684
20380.0, 0.60031825
20390.0, 0.60012984
20400.0, 0.5999417
20410.0, 0.5997536
20420.0, 0.5995656
20430.0, 0.5993779
20440.0, 0.5991901
20450.0, 0.5990028
20460.0, 0.5988153
20470.0, 0.5986282
20480.0, 0.5984412
20490.0, 0.5982542
20500.0, 0.5980675
20510.0, 0.59788096
20520.0, 0.5976944
20530.0, 0.59750813
20540.0, 0.597322
20550.0, 0.597136
20560.0, 0.5969502
20570.0, 0.5967644
20580.0, 0.59657884
20590.0, 0.59639335
20600.0, 0.59620804
20610.0, 0.596023
20620.0, 0.59583783
20630.0, 0.5956531
20640.0, 0.5954684
20650.0, 0.59528387
20660.0, 0.59509945
20670.0, 0.5949153
20680.0, 0.5947311
20690.0, 0.5945471
20700.0, 0.5943633
20710.0, 0.5941796
20720.0, 0.5939959
20730.0, 0.59381264
20740.0, 0.59362936
20750.0, 0.59344625
20760.0, 0.5932632
20770.0, 0.59308046
20780.0, 0.5928978
20790.0, 0.59271514
20800.0, 0.5925328
20810.0, 0.59235054
20820.0, 0.59216845
20830.0, 0.5919864
20840.0, 0.5918047
20850.0, 0.591623
20860.0, 0.59144133
20870.0, 0.59125996
20880.0, 0.59107876
20890.0, 0.5908976
20900.0, 0.5907167
20910.0, 0.59053576
20920.0, 0.59035504
20930.0, 0.59017444
20940.0, 0.58999413
20950.0, 0.58981377
20960.0, 0.5896337
20970.0, 0.58945364
20980.0, 0.5892737
20990.0, 0.58909404
21000.0, 0.58891445
21010.0, 0.58873504
21020.0, 0.58855563
21030.0, 0.5883765
21040.0, 0.58819747
21050.0, 0.58801866
21060.0, 0.5878398
21070.0, 0.58766115
21080.0, 0.5874827
21090.0, 0.58730435
21100.0, 0.5871261
21110.0, 0.58694816
21120.0, 0.58677006
21130.0, 0.5865923
21140.0, 0.5864147
21150.0, 0.58623713
21160.0, 0.58605975
21170.0, 0.5858825
21180.0, 0.58570546
21190.0, 0.58552843
21200.0, 0.5853515
21210.0, 0.5851749
21220.0, 0.5849983
21230.0, 0.5848219
21240.0, 0.5846455
21250.0, 0.5844693
21260.0, 0.58429325
21270.0, 0.58411735
21280.0, 0.58394164
21290.0, 0.583766
21300.0, 0.5835905
21310.0, 0.5834151
21320.0, 0.5832399
21330.0, 0.58306473
21340.0, 0.5828898
21350.0, 0.582715
21360.0, 0.58254015
21370.0, 0.5823657
21380.0, 0.5821913
21390.0, 0.58201694
21400.0, 0.5818428
21410.0, 0.5816688
21420.0, 0.58149487
21430.0, 0.58132094
21440.0, 0.5811474
21450.0, 0.5809739
21460.0, 0.5808005
21470.0, 0.5806272
21480.0, 0.5804542
21490.0, 0.5802811
21500.0, 0.5801083
21510.0, 0.5799355
21520.0, 0.5797629
21530.0, 0.5795905
21540.0, 0.57941806
21550.0, 0.5792459
21560.0, 0.57907385
21570.0, 0.5789019
21580.0, 0.57873005
21590.0, 0.57855844
21600.0, 0.5783868
21610.0, 0.57821536
21620.0, 0.57804406
21630.0, 0.5778729
21640.0, 0.57770187
21650.0, 0.5775309
21660.0, 0.57736003
21670.0, 0.57718945
21680.0, 0.5770189
21690.0, 0.5768485
21700.0, 0.5766781
21710.0, 0.57650805
21720.0, 0.57633805
21730.0, 0.57616806
21740.0, 0.5759983
21750.0, 0.5758287
21760.0, 0.5756591
21770.0, 0.5754898
21780.0, 0.5753205
21790.0, 0.5751514
21800.0, 0.57498246
21810.0, 0.5748134
21820.0, 0.5746447
21830.0, 0.574476
21840.0, 0.57430756
21850.0, 0.5741391
21860.0, 0.57397085
21870.0, 0.57380277
21880.0, 0.57363474
21890.0, 0.5734669
21900.0, 0.57329905
21910.0, 0.57313144
21920.0, 0.5729639
21930.0, 0.5727965
21940.0, 0.5726292
21950.0, 0.5724622
21960.0, 0.5722952
21970.0, 0.57212824
21980.0, 0.5719614
21990.0, 0.57179475
22000.0, 0.5716283
22010.0, 0.57146186
22020.0, 0.57129556
22030.0, 0.5711294
22040.0, 0.5709634
22050.0, 0.57079756
22060.0, 0.5706317
22070.0, 0.57046604
22080.0, 0.5703004
22090.0, 0.57013506
22100.0, 0.56996965
22110.0, 0.56980455
22120.0, 0.56963944
22130.0, 0.5694746
22140.0, 0.56930965
22150.0, 0.569145
22160.0, 0.56898046
22170.0, 0.5688159
22180.0, 0.5686516
22190.0, 0.56848735
22200.0, 0.5683233
22210.0, 0.5681594
22220.0, 0.5679955
22230.0, 0.5678318
22240.0, 0.56766814
22250.0, 0.5675047
22260.0, 0.5673412
22270.0, 0.567178
22280.0, 0.5670148
22290.0, 0.5668518
22300.0, 0.5666889
22310.0, 0.5665261
22320.0, 0.5663635
22330.0, 0.5662009
22340.0, 0.5660385
22350.0, 0.56587607
22360.0, 0.565714
22370.0, 0.5655519
22380.0, 0.56539
22390.0, 0.5652281
22400.0, 0.5650664
22410.0, 0.5649048
22420.0, 0.5647433
22430.0, 0.56458193
22440.0, 0.56442064
22450.0, 0.5642595
22460.0, 0.5640985
22470.0, 0.56393766
22480.0, 0.5637768
22490.0, 0.5636161
22500.0, 0.5634556
22510.0, 0.5632951
22520.0, 0.5631348
22530.0, 0.5629745
22540.0, 0.5628144
22550.0, 0.56265444
22560.0, 0.5624947
22570.0, 0.56233484
22580.0, 0.5621753
22590.0, 0.5620158
22600.0, 0.5618564
22610.0, 0.56169707
22620.0, 0.5615378
22630.0, 0.5613789
22640.0, 0.5612198
22650.0, 0.5610611
22660.0, 0.5609023
22670.0, 0.5607437
22680.0, 0.5605852
22690.0, 0.56042683
22700.0, 0.5602685
22710.0, 0.56011033
22720.0, 0.5599524
22730.0, 0.5597944
22740.0, 0.5596366
22750.0, 0.5594789
22760.0, 0.55932134
22770.0, 0.5591638
22780.0, 0.5590065
22790.0, 0.55884916
22800.0, 0.5586921
22810.0, 0.5585351
22820.0, 0.5583781
22830.0, 0.55822134
22840.0, 0.5580647
22850.0, 0.557908
22860.0, 0.5577516
22870.0, 0.5575952
22880.0, 0.55743897
22890.0, 0.55728287
22900.0, 0.5571269
22910.0, 0.5569709
22920.0, 0.55681515
22930.0, 0.55665946
22940.0, 0.55650383
22950.0, 0.5563483
22960.0, 0.556193
22970.0, 0.5560377
22980.0, 0.5558826
22990.0, 0.5557276
23000.0, 0.5555726
23010.0, 0.55541784
23020.0, 0.5552631
23030.0, 0.5551085
23040.0, 0.554954
23050.0, 0.5547996
23060.0, 0.55464536
23070.0, 0.5544912
23080.0, 0.55433714
23090.0, 0.5541832
23100.0, 0.5540294
23110.0, 0.5538756
23120.0, 0.55372196
23130.0, 0.55356854
23140.0, 0.55341506
23150.0, 0.55326176
23160.0, 0.55310863
23170.0, 0.55295557
23180.0, 0.55280256
23190.0, 0.55264974
23200.0, 0.55249697
23210.0, 0.5523443
23220.0, 0.5521918
23230.0, 0.5520393
23240.0, 0.5518869
23250.0, 0.5517347
23260.0, 0.55158263
23270.0, 0.5514306
23280.0, 0.55127865
23290.0, 0.5511269
23300.0, 0.5509752
23310.0, 0.5508236
23320.0, 0.5506722
23330.0, 0.5505208
23340.0, 0.55036956
23350.0, 0.5502183
23360.0, 0.5500673
23370.0, 0.5499163
23380.0, 0.54976547
23390.0, 0.54961467
23400.0, 0.5494641
23410.0, 0.54931355
23420.0, 0.54916304
23430.0, 0.5490128
