Energy (in eV), backscattering yield of material alox-reduced-PEY at incidence 10.0 degree
1040.0, 0.22354847
1050.0, 0.22338492
1060.0, 0.2232217
1070.0, 0.22305879
1080.0, 0.22289622
1090.0, 0.22273396
1100.0, 0.22257203
1110.0, 0.22241043
1120.0, 0.22224914
1130.0, 0.22208816
1140.0, 0.22192751
1150.0, 0.22176717
1160.0, 0.22160716
1170.0, 0.22144747
1180.0, 0.2212881
1190.0, 0.22112903
1200.0, 0.22097029
1210.0, 0.22081186
1220.0, 0.22065374
1230.0, 0.22049595
1240.0, 0.22033846
1250.0, 0.22018129
1260.0, 0.22002444
1270.0, 0.21986787
1280.0, 0.21971163
1290.0, 0.2195557
1300.0, 0.2194001
1310.0, 0.2192448
1320.0, 0.21908979
1330.0, 0.2189351
1340.0, 0.21878071
1350.0, 0.21862663
1360.0, 0.21847285
1370.0, 0.2183194
1380.0, 0.21816623
1390.0, 0.21801338
1400.0, 0.21786082
1410.0, 0.21770857
1420.0, 0.21755663
1430.0, 0.21740499
1440.0, 0.21725363
1450.0, 0.21710259
1460.0, 0.21695185
1470.0, 0.2168014
1480.0, 0.21665128
1490.0, 0.21650143
1500.0, 0.21635188
1510.0, 0.21620262
1520.0, 0.21605366
1530.0, 0.21590501
1540.0, 0.21575664
1550.0, 0.21560858
1560.0, 0.21546079
1570.0, 0.21531332
1580.0, 0.21516614
1590.0, 0.21501924
1600.0, 0.21487263
1610.0, 0.21472633
1620.0, 0.21458031
1630.0, 0.21443456
1640.0, 0.21428913
1650.0, 0.21414398
1660.0, 0.21399912
1670.0, 0.21385454
1680.0, 0.21371025
1690.0, 0.21356626
1700.0, 0.21342254
1710.0, 0.21327911
1720.0, 0.21313597
1730.0, 0.21299312
1740.0, 0.21285053
1750.0, 0.21270823
1760.0, 0.21256624
1770.0, 0.2124245
1780.0, 0.21228306
1790.0, 0.2121419
1800.0, 0.21200101
1810.0, 0.2118604
1820.0, 0.21172008
1830.0, 0.21158004
1840.0, 0.21144027
1850.0, 0.21130078
1860.0, 0.21116158
1870.0, 0.21102263
1880.0, 0.21088398
1890.0, 0.2107456
1900.0, 0.21060748
1910.0, 0.21046965
1920.0, 0.2103321
1930.0, 0.21019481
1940.0, 0.2100578
1950.0, 0.20992105
1960.0, 0.20978458
1970.0, 0.20964839
1980.0, 0.20951246
1990.0, 0.20937681
2000.0, 0.20924142
2010.0, 0.2091063
2020.0, 0.20897144
2030.0, 0.20883687
2040.0, 0.20870255
2050.0, 0.20856851
2060.0, 0.20843475
2070.0, 0.20830122
2080.0, 0.20816797
2090.0, 0.20803499
2100.0, 0.20790227
2110.0, 0.20776981
2120.0, 0.20763762
2130.0, 0.20750569
2140.0, 0.20737402
2150.0, 0.20724262
2160.0, 0.20711148
2170.0, 0.2069806
2180.0, 0.20684998
2190.0, 0.20671962
2200.0, 0.2065895
2210.0, 0.20645966
2220.0, 0.20633008
2230.0, 0.20620075
2240.0, 0.20607167
2250.0, 0.20594287
2260.0, 0.2058143
2270.0, 0.205686
2280.0, 0.20555794
2290.0, 0.20543015
2300.0, 0.20530261
2310.0, 0.20517533
2320.0, 0.2050483
2330.0, 0.20492151
2340.0, 0.20479499
2350.0, 0.20466872
2360.0, 0.2045427
2370.0, 0.2044169
2380.0, 0.20429137
2390.0, 0.2041661
2400.0, 0.2040411
2410.0, 0.20391631
2420.0, 0.20379177
2430.0, 0.20366749
2440.0, 0.20354345
2450.0, 0.20341967
2460.0, 0.20329612
2470.0, 0.20317283
2480.0, 0.20304978
2490.0, 0.20292698
2500.0, 0.20280442
2510.0, 0.2026821
2520.0, 0.20256002
2530.0, 0.20243819
2540.0, 0.2023166
2550.0, 0.20219524
2560.0, 0.20207416
2570.0, 0.20195328
2580.0, 0.20183264
2590.0, 0.20171227
2600.0, 0.20159212
2610.0, 0.20147221
2620.0, 0.20135254
2630.0, 0.20123312
2640.0, 0.20111392
2650.0, 0.20099497
2660.0, 0.20087624
2670.0, 0.20075776
2680.0, 0.2006395
2690.0, 0.2005215
2700.0, 0.20040372
2710.0, 0.20028618
2720.0, 0.20016886
2730.0, 0.2000518
2740.0, 0.19993494
2750.0, 0.19981833
2760.0, 0.19970195
2770.0, 0.19958581
2780.0, 0.1994699
2790.0, 0.1993542
2800.0, 0.19923875
2810.0, 0.19912353
2820.0, 0.19900852
2830.0, 0.19889376
2840.0, 0.19877923
2850.0, 0.1986649
2860.0, 0.19855082
2870.0, 0.19843696
2880.0, 0.19832334
2890.0, 0.19820991
2900.0, 0.19809674
2910.0, 0.19798379
2920.0, 0.19787106
2930.0, 0.19775856
2940.0, 0.19764628
2950.0, 0.1975342
2960.0, 0.19742237
2970.0, 0.19731076
2980.0, 0.19719937
2990.0, 0.19708821
3000.0, 0.19697724
3010.0, 0.19686651
3020.0, 0.19675602
3030.0, 0.19664572
3040.0, 0.19653566
3050.0, 0.19642581
3060.0, 0.19631618
3070.0, 0.19620676
3080.0, 0.19609757
3090.0, 0.1959886
3100.0, 0.19587983
3110.0, 0.19577129
3120.0, 0.19566296
3130.0, 0.19555485
3140.0, 0.19544694
3150.0, 0.19533926
3160.0, 0.19523178
3170.0, 0.19512455
3180.0, 0.1950175
3190.0, 0.19491066
3200.0, 0.19480404
3210.0, 0.19469765
3220.0, 0.19459145
3230.0, 0.19448547
3240.0, 0.1943797
3250.0, 0.19427413
3260.0, 0.19416879
3270.0, 0.19406365
3280.0, 0.19395871
3290.0, 0.19385399
3300.0, 0.19374947
3310.0, 0.19364518
3320.0, 0.19354108
3330.0, 0.19343719
3340.0, 0.1933335
3350.0, 0.19323003
3360.0, 0.19312675
3370.0, 0.19302368
3380.0, 0.19292082
3390.0, 0.19281816
3400.0, 0.19271572
3410.0, 0.19261347
3420.0, 0.19251141
3430.0, 0.19240957
3440.0, 0.19230793
3450.0, 0.1922065
3460.0, 0.19210525
3470.0, 0.19200422
3480.0, 0.1919034
3490.0, 0.19180275
3500.0, 0.19170232
3510.0, 0.1916021
3520.0, 0.19150206
3530.0, 0.19140223
3540.0, 0.19130258
3550.0, 0.19120315
3560.0, 0.19110392
3570.0, 0.19100487
3580.0, 0.19090603
3590.0, 0.19080737
3600.0, 0.19070894
3610.0, 0.19061066
3620.0, 0.19051261
3630.0, 0.19041474
3640.0, 0.19031708
3650.0, 0.1902196
3660.0, 0.1901223
3670.0, 0.19002523
3680.0, 0.18992834
3690.0, 0.18983163
3700.0, 0.18973513
3710.0, 0.18963881
3720.0, 0.18954268
3730.0, 0.18944673
3740.0, 0.18935099
3750.0, 0.18925545
3760.0, 0.18916008
3770.0, 0.1890649
3780.0, 0.18896993
3790.0, 0.18887512
3800.0, 0.18878053
3810.0, 0.1886861
3820.0, 0.18859187
3830.0, 0.18849784
3840.0, 0.18840398
3850.0, 0.18831031
3860.0, 0.18821682
3870.0, 0.18812354
3880.0, 0.18803042
3890.0, 0.1879375
3900.0, 0.18784475
3910.0, 0.1877522
3920.0, 0.18765983
3930.0, 0.18756765
3940.0, 0.18747564
3950.0, 0.18738382
3960.0, 0.18729217
3970.0, 0.18720073
3980.0, 0.18710946
3990.0, 0.18701835
4000.0, 0.18692744
4010.0, 0.1868367
4020.0, 0.18674618
4030.0, 0.1866558
4040.0, 0.18656561
4050.0, 0.1864756
4060.0, 0.18638578
4070.0, 0.18629612
4080.0, 0.18620665
4090.0, 0.18611735
4100.0, 0.18602823
4110.0, 0.1859393
4120.0, 0.18585053
4130.0, 0.18576194
4140.0, 0.18567353
4150.0, 0.1855853
4160.0, 0.18549724
4170.0, 0.18540937
4180.0, 0.18532166
4190.0, 0.18523413
4200.0, 0.18514676
4210.0, 0.18505958
4220.0, 0.18497257
4230.0, 0.18488573
4240.0, 0.18479906
4250.0, 0.18471257
4260.0, 0.18462625
4270.0, 0.1845401
4280.0, 0.18445413
4290.0, 0.18436833
4300.0, 0.18428268
4310.0, 0.18419722
4320.0, 0.18411192
4330.0, 0.18402681
4340.0, 0.18394186
4350.0, 0.18385707
4360.0, 0.18377243
4370.0, 0.18368798
4380.0, 0.1836037
4390.0, 0.1835196
4400.0, 0.18343566
4410.0, 0.18335187
4420.0, 0.18326826
4430.0, 0.18318482
4440.0, 0.18310153
4450.0, 0.18301843
4460.0, 0.18293548
4470.0, 0.1828527
4480.0, 0.18277007
4490.0, 0.18268763
4500.0, 0.18260533
4510.0, 0.1825232
4520.0, 0.18244125
4530.0, 0.18235946
4540.0, 0.18227781
4550.0, 0.18219635
4560.0, 0.18211503
4570.0, 0.18203388
4580.0, 0.18195291
4590.0, 0.18187207
4600.0, 0.18179141
4610.0, 0.1817109
4620.0, 0.18163055
4630.0, 0.18155037
4640.0, 0.18147035
4650.0, 0.1813905
4660.0, 0.18131077
4670.0, 0.18123123
4680.0, 0.18115184
4690.0, 0.18107261
4700.0, 0.18099354
4710.0, 0.18091463
4720.0, 0.18083587
4730.0, 0.18075725
4740.0, 0.18067881
4750.0, 0.18060052
4760.0, 0.1805224
4770.0, 0.18044442
4780.0, 0.18036659
4790.0, 0.18028893
4800.0, 0.18021141
4810.0, 0.18013406
4820.0, 0.18005686
4830.0, 0.1799798
4840.0, 0.17990291
4850.0, 0.17982616
4860.0, 0.17974956
4870.0, 0.17967312
4880.0, 0.17959686
4890.0, 0.17952071
4900.0, 0.17944473
4910.0, 0.17936888
4920.0, 0.17929322
4930.0, 0.17921768
4940.0, 0.17914231
4950.0, 0.17906709
4960.0, 0.17899199
4970.0, 0.17891707
4980.0, 0.17884229
4990.0, 0.17876765
5000.0, 0.17869318
5010.0, 0.17861883
5020.0, 0.17854464
5030.0, 0.17847061
5040.0, 0.17839672
5050.0, 0.17832299
5060.0, 0.17824937
5070.0, 0.17817593
5080.0, 0.17810261
5090.0, 0.17802946
5100.0, 0.17795645
5110.0, 0.17788358
5120.0, 0.17781086
5130.0, 0.17773828
5140.0, 0.17766584
5150.0, 0.17759357
5160.0, 0.17752142
5170.0, 0.17744942
5180.0, 0.17737757
5190.0, 0.17730585
5200.0, 0.17723428
5210.0, 0.17716286
5220.0, 0.17709157
5230.0, 0.1770204
5240.0, 0.17694941
5250.0, 0.17687854
5260.0, 0.17680784
5270.0, 0.17673725
5280.0, 0.17666681
5290.0, 0.1765965
5300.0, 0.17652635
5310.0, 0.17645633
5320.0, 0.17638646
5330.0, 0.17631672
5340.0, 0.1762471
5350.0, 0.17617765
5360.0, 0.17610833
5370.0, 0.17603914
5380.0, 0.17597009
5390.0, 0.17590117
5400.0, 0.1758324
5410.0, 0.17576377
5420.0, 0.17569527
5430.0, 0.17562692
5440.0, 0.17555867
5450.0, 0.17549059
5460.0, 0.17542262
5470.0, 0.17535481
5480.0, 0.17528713
5490.0, 0.17521958
5500.0, 0.17515217
5510.0, 0.17508487
5520.0, 0.17501773
5530.0, 0.17495072
5540.0, 0.17488384
5550.0, 0.17481709
5560.0, 0.17475046
5570.0, 0.17468399
5580.0, 0.17461763
5590.0, 0.17455143
5600.0, 0.17448534
5610.0, 0.17441939
5620.0, 0.17435357
5630.0, 0.17428789
5640.0, 0.17422232
5650.0, 0.17415689
5660.0, 0.17409159
5670.0, 0.17402641
5680.0, 0.17396139
5690.0, 0.17389648
5700.0, 0.1738317
5710.0, 0.17376703
5720.0, 0.17370252
5730.0, 0.17363814
5740.0, 0.17357387
5750.0, 0.17350972
5760.0, 0.1734457
5770.0, 0.17338182
5780.0, 0.17331809
5790.0, 0.17325445
5800.0, 0.17319095
5810.0, 0.17312756
5820.0, 0.17306432
5830.0, 0.1730012
5840.0, 0.17293821
5850.0, 0.17287534
5860.0, 0.17281258
5870.0, 0.17274997
5880.0, 0.17268747
5890.0, 0.17262511
5900.0, 0.17256285
5910.0, 0.17250073
5920.0, 0.17243873
5930.0, 0.17237686
5940.0, 0.1723151
5950.0, 0.17225347
5960.0, 0.17219198
5970.0, 0.17213058
5980.0, 0.17206933
5990.0, 0.17200819
6000.0, 0.17194717
6010.0, 0.17188627
6020.0, 0.1718255
6030.0, 0.17176484
6040.0, 0.1717043
6050.0, 0.1716439
6060.0, 0.1715836
6070.0, 0.17152344
6080.0, 0.17146339
6090.0, 0.17140345
6100.0, 0.17134364
6110.0, 0.17128395
6120.0, 0.17122437
6130.0, 0.17116491
6140.0, 0.17110558
6150.0, 0.17104636
6160.0, 0.17098726
6170.0, 0.17092827
6180.0, 0.17086941
6190.0, 0.17081065
6200.0, 0.17075202
6210.0, 0.1706935
6220.0, 0.17063512
6230.0, 0.17057683
6240.0, 0.17051867
6250.0, 0.17046061
6260.0, 0.17040268
6270.0, 0.17034486
6280.0, 0.17028716
6290.0, 0.17022957
6300.0, 0.17017211
6310.0, 0.17011474
6320.0, 0.17005749
6330.0, 0.17000036
6340.0, 0.16994335
6350.0, 0.16988644
6360.0, 0.16982965
6370.0, 0.16977297
6380.0, 0.16971642
6390.0, 0.16965996
6400.0, 0.16960362
6410.0, 0.1695474
6420.0, 0.16949129
6430.0, 0.16943529
6440.0, 0.1693794
6450.0, 0.16932362
6460.0, 0.16926795
6470.0, 0.16921239
6480.0, 0.16915694
6490.0, 0.1691016
6500.0, 0.16904637
6510.0, 0.16899125
6520.0, 0.16893625
6530.0, 0.16888136
6540.0, 0.16882657
6550.0, 0.1687719
6560.0, 0.16871732
6570.0, 0.16866286
6580.0, 0.1686085
6590.0, 0.16855426
6600.0, 0.16850014
6610.0, 0.16844611
6620.0, 0.1683922
6630.0, 0.16833837
6640.0, 0.16828468
6650.0, 0.16823107
6660.0, 0.16817759
6670.0, 0.1681242
6680.0, 0.16807093
6690.0, 0.16801775
6700.0, 0.16796468
6710.0, 0.16791172
6720.0, 0.16785887
6730.0, 0.16780612
6740.0, 0.16775347
6750.0, 0.16770095
6760.0, 0.16764851
6770.0, 0.16759619
6780.0, 0.16754395
6790.0, 0.16749182
6800.0, 0.16743982
6810.0, 0.1673879
6820.0, 0.16733609
6830.0, 0.16728438
6840.0, 0.16723278
6850.0, 0.16718128
6860.0, 0.16712987
6870.0, 0.16707858
6880.0, 0.16702738
6890.0, 0.1669763
6900.0, 0.16692531
6910.0, 0.16687442
6920.0, 0.16682364
6930.0, 0.16677295
6940.0, 0.16672237
6950.0, 0.16667189
6960.0, 0.1666215
6970.0, 0.16657121
6980.0, 0.16652104
6990.0, 0.16647096
7000.0, 0.16642097
7010.0, 0.16637108
7020.0, 0.16632129
7030.0, 0.16627161
7040.0, 0.16622204
7050.0, 0.16617255
7060.0, 0.16612317
7070.0, 0.16607387
7080.0, 0.16602467
7090.0, 0.16597559
7100.0, 0.16592659
7110.0, 0.1658777
7120.0, 0.1658289
7130.0, 0.16578019
7140.0, 0.1657316
7150.0, 0.16568309
7160.0, 0.16563468
7170.0, 0.16558637
7180.0, 0.16553815
7190.0, 0.16549002
7200.0, 0.16544199
7210.0, 0.16539405
7220.0, 0.16534622
7230.0, 0.16529848
7240.0, 0.16525084
7250.0, 0.16520329
7260.0, 0.16515583
7270.0, 0.16510847
7280.0, 0.16506119
7290.0, 0.16501403
7300.0, 0.16496696
7310.0, 0.16491997
7320.0, 0.16487308
7330.0, 0.16482629
7340.0, 0.16477959
7350.0, 0.16473296
7360.0, 0.16468644
7370.0, 0.16464002
7380.0, 0.16459368
7390.0, 0.16454746
7400.0, 0.1645013
7410.0, 0.16445525
7420.0, 0.16440928
7430.0, 0.16436341
7440.0, 0.16431764
7450.0, 0.16427194
7460.0, 0.16422634
7470.0, 0.16418083
7480.0, 0.16413541
7490.0, 0.1640901
7500.0, 0.16404486
7510.0, 0.1639997
7520.0, 0.16395465
7530.0, 0.16390969
7540.0, 0.1638648
7550.0, 0.16382001
7560.0, 0.16377532
7570.0, 0.16373071
7580.0, 0.1636862
7590.0, 0.16364178
7600.0, 0.16359742
7610.0, 0.16355318
7620.0, 0.16350901
7630.0, 0.16346493
7640.0, 0.16342095
7650.0, 0.16337705
7660.0, 0.16333322
7670.0, 0.1632895
7680.0, 0.16324586
7690.0, 0.1632023
7700.0, 0.16315885
7710.0, 0.16311546
7720.0, 0.16307217
7730.0, 0.16302897
7740.0, 0.16298583
7750.0, 0.16294281
7760.0, 0.16289987
7770.0, 0.162857
7780.0, 0.16281421
7790.0, 0.16277152
7800.0, 0.16272892
7810.0, 0.1626864
7820.0, 0.16264395
7830.0, 0.1626016
7840.0, 0.16255933
7850.0, 0.16251716
7860.0, 0.16247506
7870.0, 0.16243304
7880.0, 0.16239111
7890.0, 0.16234925
7900.0, 0.1623075
7910.0, 0.1622658
7920.0, 0.16222422
7930.0, 0.16218269
7940.0, 0.16214126
7950.0, 0.16209991
7960.0, 0.16205865
7970.0, 0.16201746
7980.0, 0.16197637
7990.0, 0.16193534
8000.0, 0.1618944
8010.0, 0.16185354
8020.0, 0.16181275
8030.0, 0.16177207
8040.0, 0.16173145
8050.0, 0.16169094
8060.0, 0.16165046
8070.0, 0.1616101
8080.0, 0.1615698
8090.0, 0.1615296
8100.0, 0.16148946
8110.0, 0.16144942
8120.0, 0.16140945
8130.0, 0.16136956
8140.0, 0.16132975
8150.0, 0.16129002
8160.0, 0.16125037
8170.0, 0.16121079
8180.0, 0.16117129
8190.0, 0.16113187
8200.0, 0.16109255
8210.0, 0.16105329
8220.0, 0.1610141
8230.0, 0.160975
8240.0, 0.16093597
8250.0, 0.16089703
8260.0, 0.16085817
8270.0, 0.16081937
8280.0, 0.16078065
8290.0, 0.16074201
8300.0, 0.16070347
8310.0, 0.16066498
8320.0, 0.16062656
8330.0, 0.16058825
8340.0, 0.16054998
8350.0, 0.1605118
8360.0, 0.1604737
8370.0, 0.16043568
8380.0, 0.16039772
8390.0, 0.16035986
8400.0, 0.16032206
8410.0, 0.16028434
8420.0, 0.16024669
8430.0, 0.16020912
8440.0, 0.16017161
8450.0, 0.1601342
8460.0, 0.16009685
8470.0, 0.16005959
8480.0, 0.1600224
8490.0, 0.15998524
8500.0, 0.1599482
8510.0, 0.15991122
8520.0, 0.15987433
8530.0, 0.1598375
8540.0, 0.15980074
8550.0, 0.15976405
8560.0, 0.15972744
8570.0, 0.15969092
8580.0, 0.15965445
8590.0, 0.15961806
8600.0, 0.15958174
8610.0, 0.1595455
8620.0, 0.15950932
8630.0, 0.15947323
8640.0, 0.1594372
8650.0, 0.15940124
8660.0, 0.15936534
8670.0, 0.15932953
8680.0, 0.15929379
8690.0, 0.15925811
8700.0, 0.15922251
8710.0, 0.159187
8720.0, 0.15915154
8730.0, 0.15911615
8740.0, 0.15908082
8750.0, 0.15904558
8760.0, 0.15901041
8770.0, 0.15897529
8780.0, 0.15894027
8790.0, 0.1589053
8800.0, 0.1588704
8810.0, 0.15883557
8820.0, 0.15880081
8830.0, 0.15876612
8840.0, 0.1587315
8850.0, 0.15869696
8860.0, 0.15866248
8870.0, 0.15862808
8880.0, 0.15859373
8890.0, 0.15855946
8900.0, 0.15852524
8910.0, 0.1584911
8920.0, 0.15845703
8930.0, 0.15842302
8940.0, 0.15838909
8950.0, 0.15835522
8960.0, 0.15832144
8970.0, 0.15828769
8980.0, 0.15825404
8990.0, 0.15822043
9000.0, 0.15818691
9010.0, 0.15815343
9020.0, 0.15812004
9030.0, 0.15808672
9040.0, 0.15805346
9050.0, 0.15802026
9060.0, 0.15798713
9070.0, 0.15795407
9080.0, 0.15792106
9090.0, 0.15788813
9100.0, 0.15785526
9110.0, 0.15782246
9120.0, 0.1577897
9130.0, 0.15775706
9140.0, 0.15772444
9150.0, 0.1576919
9160.0, 0.15765943
9170.0, 0.157627
9180.0, 0.15759467
9190.0, 0.15756239
9200.0, 0.15753016
9210.0, 0.15749802
9220.0, 0.15746593
9230.0, 0.1574339
9240.0, 0.15740193
9250.0, 0.15737003
9260.0, 0.1573382
9270.0, 0.15730643
9280.0, 0.15727472
9290.0, 0.15724307
9300.0, 0.1572115
9310.0, 0.15718
9320.0, 0.15714853
9330.0, 0.15711713
9340.0, 0.1570858
9350.0, 0.15705454
9360.0, 0.15702333
9370.0, 0.1569922
9380.0, 0.15696111
9390.0, 0.1569301
9400.0, 0.15689912
9410.0, 0.15686823
9420.0, 0.15683742
9430.0, 0.15680665
9440.0, 0.15677592
9450.0, 0.15674527
9460.0, 0.1567147
9470.0, 0.15668416
9480.0, 0.1566537
9490.0, 0.15662329
9500.0, 0.15659295
9510.0, 0.15656267
9520.0, 0.15653245
9530.0, 0.15650228
9540.0, 0.15647218
9550.0, 0.15644214
9560.0, 0.15641215
9570.0, 0.15638223
9580.0, 0.15635237
9590.0, 0.15632257
9600.0, 0.15629281
9610.0, 0.15626314
9620.0, 0.1562335
9630.0, 0.15620394
9640.0, 0.15617444
9650.0, 0.15614499
9660.0, 0.15611559
9670.0, 0.15608627
9680.0, 0.156057
9690.0, 0.15602778
9700.0, 0.15599862
9710.0, 0.15596953
9720.0, 0.15594049
9730.0, 0.1559115
9740.0, 0.15588257
9750.0, 0.15585372
9760.0, 0.1558249
9770.0, 0.15579614
9780.0, 0.15576746
9790.0, 0.15573882
9800.0, 0.15571024
9810.0, 0.15568171
9820.0, 0.15565325
9830.0, 0.15562484
9840.0, 0.15559648
9850.0, 0.1555682
9860.0, 0.15553996
9870.0, 0.15551177
9880.0, 0.15548363
9890.0, 0.15545557
9900.0, 0.15542756
9910.0, 0.15539959
9920.0, 0.1553717
9930.0, 0.15534385
9940.0, 0.15531605
9950.0, 0.15528832
9960.0, 0.15526064
9970.0, 0.15523301
9980.0, 0.15520543
9990.0, 0.15517794
10000.0, 0.15515046
10010.0, 0.15512307
10020.0, 0.15509571
10030.0, 0.15506841
10040.0, 0.15504117
10050.0, 0.15501398
10060.0, 0.15498686
10070.0, 0.15495977
10080.0, 0.15493274
10090.0, 0.15490578
10100.0, 0.15487885
10110.0, 0.154852
10120.0, 0.1548252
10130.0, 0.15479843
10140.0, 0.15477173
10150.0, 0.15474507
10160.0, 0.15471847
10170.0, 0.15469193
10180.0, 0.15466544
10190.0, 0.15463899
10200.0, 0.15461263
10210.0, 0.15458629
10220.0, 0.15456
10230.0, 0.15453379
10240.0, 0.15450759
10250.0, 0.15448149
10260.0, 0.15445541
10270.0, 0.15442939
10280.0, 0.15440342
10290.0, 0.1543775
10300.0, 0.15435165
10310.0, 0.15432583
10320.0, 0.15430006
10330.0, 0.15427436
10340.0, 0.1542487
10350.0, 0.1542231
10360.0, 0.15419754
10370.0, 0.15417205
10380.0, 0.15414658
10390.0, 0.15412119
10400.0, 0.15409583
10410.0, 0.15407053
10420.0, 0.15404527
10430.0, 0.15402009
10440.0, 0.15399493
10450.0, 0.15396982
10460.0, 0.15394478
10470.0, 0.15391977
10480.0, 0.15389483
10490.0, 0.15386993
10500.0, 0.15384507
10510.0, 0.15382028
10520.0, 0.15379553
10530.0, 0.15377082
10540.0, 0.15374617
10550.0, 0.15372157
10560.0, 0.153697
10570.0, 0.1536725
10580.0, 0.15364805
10590.0, 0.15362364
10600.0, 0.15359928
10610.0, 0.15357497
10620.0, 0.15355071
10630.0, 0.1535265
10640.0, 0.15350233
10650.0, 0.1534782
10660.0, 0.15345414
10670.0, 0.15343013
10680.0, 0.15340614
10690.0, 0.15338223
10700.0, 0.15335834
10710.0, 0.15333451
10720.0, 0.15331073
10730.0, 0.15328701
10740.0, 0.15326332
10750.0, 0.15323968
10760.0, 0.15321608
10770.0, 0.15319254
10780.0, 0.15316904
10790.0, 0.15314558
10800.0, 0.15312217
10810.0, 0.15309882
10820.0, 0.15307552
10830.0, 0.15305224
10840.0, 0.15302902
10850.0, 0.15300585
10860.0, 0.15298273
10870.0, 0.15295964
10880.0, 0.15293661
10890.0, 0.15291362
10900.0, 0.15289067
10910.0, 0.15286778
10920.0, 0.15284494
10930.0, 0.15282212
10940.0, 0.15279937
10950.0, 0.15277664
10960.0, 0.152754
10970.0, 0.15273136
10980.0, 0.15270878
10990.0, 0.15268625
11000.0, 0.15266377
11010.0, 0.15264131
11020.0, 0.15261893
11030.0, 0.15259656
11040.0, 0.15257426
11050.0, 0.152552
11060.0, 0.15252976
11070.0, 0.15250759
11080.0, 0.15248546
11090.0, 0.15246338
11100.0, 0.15244132
11110.0, 0.15241933
11120.0, 0.15239736
11130.0, 0.15237546
11140.0, 0.15235358
11150.0, 0.15233177
11160.0, 0.15230998
11170.0, 0.15228824
11180.0, 0.15226656
11190.0, 0.15224491
11200.0, 0.1522233
11210.0, 0.15220173
11220.0, 0.15218022
11230.0, 0.15215874
11240.0, 0.1521373
11250.0, 0.15211591
11260.0, 0.15209456
11270.0, 0.15207325
11280.0, 0.15205199
11290.0, 0.15203077
11300.0, 0.15200958
11310.0, 0.15198845
11320.0, 0.15196735
11330.0, 0.15194629
11340.0, 0.15192528
11350.0, 0.15190431
11360.0, 0.1518834
11370.0, 0.15186249
11380.0, 0.15184164
11390.0, 0.15182084
11400.0, 0.15180008
11410.0, 0.15177937
11420.0, 0.15175869
11430.0, 0.15173805
11440.0, 0.15171745
11450.0, 0.15169689
11460.0, 0.15167639
11470.0, 0.15165591
11480.0, 0.15163548
11490.0, 0.15161508
11500.0, 0.15159474
11510.0, 0.15157443
11520.0, 0.15155415
11530.0, 0.15153393
11540.0, 0.15151374
11550.0, 0.15149361
11560.0, 0.15147349
11570.0, 0.15145342
11580.0, 0.1514334
11590.0, 0.15141341
11600.0, 0.15139344
11610.0, 0.15137355
11620.0, 0.15135369
11630.0, 0.15133384
11640.0, 0.15131405
11650.0, 0.1512943
11660.0, 0.1512746
11670.0, 0.15125494
11680.0, 0.1512353
11690.0, 0.15121572
