Energy (in eV), backscattering yield of material CFRP-NASCAP at isotropic incidence
   X,       Y
23170.0, 0.21101335
23180.0, 0.21101041
23190.0, 0.2110075
23200.0, 0.2110046
23210.0, 0.21100171
23220.0, 0.21099879
23230.0, 0.2109959
23240.0, 0.21099302
23250.0, 0.21099013
23260.0, 0.21098725
23270.0, 0.2109844
23280.0, 0.21098152
23290.0, 0.21097866
23300.0, 0.21097581
23310.0, 0.21097298
23320.0, 0.21097013
23330.0, 0.2109673
23340.0, 0.21096446
23350.0, 0.21096164
23360.0, 0.21095882
23370.0, 0.21095602
23380.0, 0.21095319
23390.0, 0.21095039
23400.0, 0.21094759
23410.0, 0.21094482
23420.0, 0.21094203
23430.0, 0.21093926
23440.0, 0.21093647
23450.0, 0.2109337
23460.0, 0.21093094
23470.0, 0.21092819
23480.0, 0.21092544
23490.0, 0.21092267
23500.0, 0.21091995
23510.0, 0.2109172
23520.0, 0.2109145
23530.0, 0.21091177
23540.0, 0.21090902
23550.0, 0.21090633
23560.0, 0.21090361
23570.0, 0.21090092
23580.0, 0.2108982
23590.0, 0.21089552
23600.0, 0.21089284
23610.0, 0.21089016
23620.0, 0.21088748
23630.0, 0.2108848
23640.0, 0.21088213
23650.0, 0.21087949
23660.0, 0.21087681
23670.0, 0.21087417
23680.0, 0.21087153
23690.0, 0.2108689
23700.0, 0.21086626
23710.0, 0.21086362
23720.0, 0.21086101
23730.0, 0.21085839
23740.0, 0.21085578
23750.0, 0.21085316
23760.0, 0.21085055
23770.0, 0.21084797
23780.0, 0.21084538
23790.0, 0.21084279
23800.0, 0.2108402
23810.0, 0.21083762
23820.0, 0.21083505
23830.0, 0.21083248
23840.0, 0.21082993
23850.0, 0.21082737
23860.0, 0.21082483
23870.0, 0.21082227
23880.0, 0.21081974
23890.0, 0.2108172
23900.0, 0.21081465
23910.0, 0.21081214
23920.0, 0.21080962
23930.0, 0.21080709
23940.0, 0.2108046
23950.0, 0.21080208
23960.0, 0.21079957
23970.0, 0.21079709
23980.0, 0.2107946
23990.0, 0.2107921
24000.0, 0.21078962
24010.0, 0.21078713
24020.0, 0.21078467
24030.0, 0.21078221
24040.0, 0.21077976
24050.0, 0.21077728
24060.0, 0.21077485
24070.0, 0.2107724
24080.0, 0.21076995
24090.0, 0.21076752
24100.0, 0.21076508
24110.0, 0.21076265
24120.0, 0.21076024
24130.0, 0.2107578
24140.0, 0.2107554
24150.0, 0.210753
24160.0, 0.2107506
24170.0, 0.2107482
24180.0, 0.2107458
24190.0, 0.21074341
24200.0, 0.21074101
24210.0, 0.21073864
24220.0, 0.21073626
24230.0, 0.2107339
24240.0, 0.21073154
24250.0, 0.21072917
24260.0, 0.21072681
24270.0, 0.21072447
24280.0, 0.21072212
24290.0, 0.21071978
24300.0, 0.21071744
24310.0, 0.21071512
24320.0, 0.21071278
24330.0, 0.21071045
24340.0, 0.21070813
24350.0, 0.21070582
24360.0, 0.21070352
24370.0, 0.21070121
24380.0, 0.2106989
24390.0, 0.21069661
24400.0, 0.21069431
24410.0, 0.21069203
24420.0, 0.21068975
24430.0, 0.21068749
24440.0, 0.2106852
24450.0, 0.21068293
24460.0, 0.21068065
24470.0, 0.21067841
24480.0, 0.21067615
24490.0, 0.21067391
24500.0, 0.21067166
24510.0, 0.21066941
24520.0, 0.2106672
24530.0, 0.21066496
24540.0, 0.21066271
24550.0, 0.21066049
24560.0, 0.21065827
24570.0, 0.21065605
24580.0, 0.21065384
24590.0, 0.21065165
24600.0, 0.21064945
24610.0, 0.21064726
24620.0, 0.21064503
24630.0, 0.21064286
24640.0, 0.21064068
24650.0, 0.2106385
24660.0, 0.21063632
24670.0, 0.21063414
24680.0, 0.21063198
24690.0, 0.21062982
24700.0, 0.21062768
24710.0, 0.21062551
24720.0, 0.21062335
24730.0, 0.2106212
24740.0, 0.21061908
24750.0, 0.21061693
24760.0, 0.2106148
24770.0, 0.21061268
24780.0, 0.21061054
24790.0, 0.21060844
24800.0, 0.2106063
24810.0, 0.2106042
24820.0, 0.21060207
24830.0, 0.21059999
24840.0, 0.21059789
24850.0, 0.21059579
24860.0, 0.2105937
24870.0, 0.21059163
24880.0, 0.21058953
24890.0, 0.21058746
24900.0, 0.21058537
24910.0, 0.21058331
24920.0, 0.21058124
24930.0, 0.21057917
24940.0, 0.21057712
24950.0, 0.21057507
24960.0, 0.21057303
24970.0, 0.21057099
24980.0, 0.21056893
24990.0, 0.21056691
25000.0, 0.21056487
25010.0, 0.21056284
25020.0, 0.21056081
25030.0, 0.21055879
25040.0, 0.21055679
25050.0, 0.21055476
25060.0, 0.21055275
25070.0, 0.21055076
25080.0, 0.21054874
25090.0, 0.21054675
25100.0, 0.21054476
25110.0, 0.21054278
25120.0, 0.21054079
25130.0, 0.2105388
25140.0, 0.21053682
25150.0, 0.21053486
25160.0, 0.21053289
25170.0, 0.21053092
25180.0, 0.21052895
25190.0, 0.21052699
25200.0, 0.21052504
25210.0, 0.2105231
25220.0, 0.21052115
25230.0, 0.21051921
25240.0, 0.21051727
25250.0, 0.21051534
25260.0, 0.2105134
25270.0, 0.21051148
25280.0, 0.21050955
25290.0, 0.21050763
25300.0, 0.21050572
25310.0, 0.21050382
25320.0, 0.2105019
25330.0, 0.2105
25340.0, 0.2104981
25350.0, 0.21049622
25360.0, 0.21049431
25370.0, 0.21049242
25380.0, 0.21049054
25390.0, 0.21048866
25400.0, 0.21048677
25410.0, 0.21048492
25420.0, 0.21048303
25430.0, 0.21048117
25440.0, 0.2104793
25450.0, 0.21047746
25460.0, 0.2104756
25470.0, 0.21047375
25480.0, 0.21047188
25490.0, 0.21047005
25500.0, 0.21046822
25510.0, 0.21046637
25520.0, 0.21046454
25530.0, 0.21046272
25540.0, 0.21046089
25550.0, 0.21045905
25560.0, 0.21045725
25570.0, 0.21045543
25580.0, 0.21045363
25590.0, 0.21045181
25600.0, 0.21045001
25610.0, 0.2104482
25620.0, 0.21044642
25630.0, 0.21044461
25640.0, 0.21044283
25650.0, 0.21044105
25660.0, 0.21043926
25670.0, 0.21043748
25680.0, 0.2104357
25690.0, 0.21043393
25700.0, 0.21043216
25710.0, 0.2104304
25720.0, 0.21042864
25730.0, 0.21042688
25740.0, 0.21042512
25750.0, 0.21042338
25760.0, 0.21042164
25770.0, 0.21041988
25780.0, 0.21041813
25790.0, 0.2104164
25800.0, 0.21041468
25810.0, 0.21041293
25820.0, 0.21041122
25830.0, 0.21040949
25840.0, 0.21040778
25850.0, 0.21040605
25860.0, 0.21040435
25870.0, 0.21040264
25880.0, 0.21040094
25890.0, 0.21039923
25900.0, 0.21039753
25910.0, 0.21039584
25920.0, 0.21039416
25930.0, 0.21039245
25940.0, 0.21039076
25950.0, 0.21038908
25960.0, 0.2103874
25970.0, 0.21038572
25980.0, 0.21038406
25990.0, 0.21038239
26000.0, 0.21038072
26010.0, 0.21037905
26020.0, 0.21037741
26030.0, 0.21037574
26040.0, 0.2103741
26050.0, 0.21037245
26060.0, 0.2103708
26070.0, 0.21036917
26080.0, 0.21036752
26090.0, 0.21036589
26100.0, 0.21036424
26110.0, 0.21036261
26120.0, 0.21036099
26130.0, 0.21035936
26140.0, 0.21035774
26150.0, 0.21035613
26160.0, 0.21035452
26170.0, 0.2103529
26180.0, 0.2103513
26190.0, 0.21034971
26200.0, 0.2103481
26210.0, 0.2103465
26220.0, 0.2103449
26230.0, 0.21034332
26240.0, 0.21034174
26250.0, 0.21034014
26260.0, 0.21033856
26270.0, 0.21033697
26280.0, 0.2103354
26290.0, 0.21033382
26300.0, 0.21033226
26310.0, 0.2103307
26320.0, 0.21032915
26330.0, 0.21032758
26340.0, 0.21032602
26350.0, 0.21032447
26360.0, 0.21032293
26370.0, 0.21032137
26380.0, 0.21031983
26390.0, 0.21031828
26400.0, 0.21031675
26410.0, 0.21031521
26420.0, 0.21031368
26430.0, 0.21031216
26440.0, 0.21031062
26450.0, 0.2103091
26460.0, 0.21030757
26470.0, 0.21030608
26480.0, 0.21030456
26490.0, 0.21030304
26500.0, 0.21030153
26510.0, 0.21030001
26520.0, 0.21029854
26530.0, 0.21029705
26540.0, 0.21029553
26550.0, 0.21029405
26560.0, 0.21029256
26570.0, 0.21029107
26580.0, 0.21028958
26590.0, 0.2102881
26600.0, 0.21028662
26610.0, 0.21028516
26620.0, 0.21028368
26630.0, 0.2102822
26640.0, 0.21028075
26650.0, 0.21027927
26660.0, 0.21027781
26670.0, 0.21027638
26680.0, 0.2102749
26690.0, 0.21027346
26700.0, 0.210272
26710.0, 0.21027057
26720.0, 0.21026911
26730.0, 0.21026768
26740.0, 0.21026623
26750.0, 0.2102648
26760.0, 0.21026339
26770.0, 0.21026194
26780.0, 0.21026053
26790.0, 0.21025911
26800.0, 0.21025768
26810.0, 0.21025626
26820.0, 0.21025485
26830.0, 0.21025342
26840.0, 0.21025203
26850.0, 0.21025063
26860.0, 0.21024922
26870.0, 0.21024783
26880.0, 0.21024641
26890.0, 0.21024503
26900.0, 0.21024364
26910.0, 0.21024226
26920.0, 0.21024086
26930.0, 0.21023947
26940.0, 0.2102381
26950.0, 0.21023671
26960.0, 0.21023536
26970.0, 0.21023397
26980.0, 0.2102326
26990.0, 0.21023123
27000.0, 0.21022986
27010.0, 0.21022852
27020.0, 0.21022715
27030.0, 0.21022579
27040.0, 0.21022443
27050.0, 0.2102231
27060.0, 0.21022174
27070.0, 0.2102204
27080.0, 0.21021906
27090.0, 0.21021771
27100.0, 0.21021637
27110.0, 0.21021503
27120.0, 0.21021369
27130.0, 0.21021238
27140.0, 0.21021105
27150.0, 0.21020971
27160.0, 0.2102084
27170.0, 0.21020707
27180.0, 0.21020575
27190.0, 0.21020445
27200.0, 0.21020316
27210.0, 0.21020183
27220.0, 0.21020053
27230.0, 0.21019922
27240.0, 0.21019793
27250.0, 0.21019661
27260.0, 0.21019532
27270.0, 0.21019404
27280.0, 0.21019274
27290.0, 0.21019147
27300.0, 0.21019018
27310.0, 0.21018888
27320.0, 0.21018761
27330.0, 0.21018633
27340.0, 0.21018507
27350.0, 0.21018378
27360.0, 0.21018252
27370.0, 0.21018125
27380.0, 0.21017998
27390.0, 0.21017872
27400.0, 0.21017747
27410.0, 0.2101762
27420.0, 0.21017495
27430.0, 0.2101737
27440.0, 0.21017244
27450.0, 0.21017121
27460.0, 0.21016996
27470.0, 0.2101687
27480.0, 0.21016747
27490.0, 0.21016625
27500.0, 0.21016501
27510.0, 0.21016376
27520.0, 0.21016254
27530.0, 0.21016131
27540.0, 0.21016008
27550.0, 0.21015887
27560.0, 0.21015765
27570.0, 0.21015643
27580.0, 0.2101552
27590.0, 0.21015401
27600.0, 0.21015279
27610.0, 0.21015158
27620.0, 0.21015036
27630.0, 0.21014917
27640.0, 0.21014796
27650.0, 0.21014677
27660.0, 0.2101456
27670.0, 0.21014439
27680.0, 0.21014318
27690.0, 0.210142
27700.0, 0.21014081
27710.0, 0.21013963
27720.0, 0.21013846
27730.0, 0.21013728
27740.0, 0.21013609
27750.0, 0.21013492
27760.0, 0.21013375
27770.0, 0.21013258
27780.0, 0.2101314
27790.0, 0.21013024
27800.0, 0.21012908
27810.0, 0.21012792
27820.0, 0.21012676
27830.0, 0.21012561
27840.0, 0.21012445
27850.0, 0.2101233
27860.0, 0.21012215
27870.0, 0.210121
27880.0, 0.21011986
27890.0, 0.21011871
27900.0, 0.21011758
27910.0, 0.21011643
27920.0, 0.2101153
27930.0, 0.21011418
27940.0, 0.21011303
27950.0, 0.21011192
27960.0, 0.21011078
27970.0, 0.21010967
27980.0, 0.21010853
27990.0, 0.21010743
28000.0, 0.2101063
28010.0, 0.21010517
28020.0, 0.21010406
28030.0, 0.21010295
28040.0, 0.21010186
28050.0, 0.21010074
28060.0, 0.21009964
28070.0, 0.21009853
28080.0, 0.21009743
28090.0, 0.21009634
28100.0, 0.21009524
28110.0, 0.21009414
28120.0, 0.21009305
28130.0, 0.21009196
28140.0, 0.21009088
28150.0, 0.2100898
28160.0, 0.21008873
28170.0, 0.21008764
28180.0, 0.21008657
28190.0, 0.21008548
28200.0, 0.2100844
28210.0, 0.21008334
28220.0, 0.21008226
28230.0, 0.2100812
28240.0, 0.21008013
28250.0, 0.21007907
28260.0, 0.210078
28270.0, 0.21007694
28280.0, 0.21007589
28290.0, 0.21007484
28300.0, 0.21007378
28310.0, 0.21007273
28320.0, 0.21007168
28330.0, 0.21007062
28340.0, 0.2100696
28350.0, 0.21006857
28360.0, 0.21006751
28370.0, 0.21006648
28380.0, 0.21006544
28390.0, 0.21006441
28400.0, 0.21006337
28410.0, 0.21006234
28420.0, 0.21006131
28430.0, 0.21006028
28440.0, 0.21005927
28450.0, 0.21005824
28460.0, 0.21005723
28470.0, 0.21005622
28480.0, 0.21005519
28490.0, 0.21005417
28500.0, 0.21005316
28510.0, 0.21005216
28520.0, 0.21005115
28530.0, 0.21005014
28540.0, 0.21004914
28550.0, 0.21004814
28560.0, 0.21004714
28570.0, 0.21004614
28580.0, 0.21004516
28590.0, 0.21004416
28600.0, 0.21004318
28610.0, 0.21004218
28620.0, 0.2100412
28630.0, 0.2100402
28640.0, 0.21003923
28650.0, 0.21003823
28660.0, 0.21003726
28670.0, 0.21003628
28680.0, 0.21003531
28690.0, 0.21003434
28700.0, 0.21003336
28710.0, 0.21003239
28720.0, 0.21003142
28730.0, 0.21003045
28740.0, 0.2100295
28750.0, 0.21002853
28760.0, 0.21002756
28770.0, 0.2100266
28780.0, 0.21002564
28790.0, 0.2100247
28800.0, 0.21002375
28810.0, 0.21002279
28820.0, 0.21002184
28830.0, 0.2100209
28840.0, 0.21001996
28850.0, 0.210019
28860.0, 0.21001805
28870.0, 0.21001713
28880.0, 0.21001618
28890.0, 0.21001525
28900.0, 0.21001431
28910.0, 0.21001337
28920.0, 0.21001247
28930.0, 0.21001153
28940.0, 0.2100106
28950.0, 0.2100097
28960.0, 0.21000877
28970.0, 0.21000783
28980.0, 0.21000691
28990.0, 0.210006
29000.0, 0.21000509
29010.0, 0.21000417
29020.0, 0.21000326
29030.0, 0.21000235
29040.0, 0.21000144
29050.0, 0.21000053
29060.0, 0.20999964
29070.0, 0.20999873
29080.0, 0.20999782
29090.0, 0.20999694
29100.0, 0.20999603
29110.0, 0.20999514
29120.0, 0.20999424
29130.0, 0.20999336
29140.0, 0.20999245
29150.0, 0.20999157
29160.0, 0.2099907
29170.0, 0.20998979
29180.0, 0.20998892
29190.0, 0.20998803
29200.0, 0.20998716
29210.0, 0.20998628
29220.0, 0.20998539
29230.0, 0.20998454
29240.0, 0.20998366
29250.0, 0.20998278
29260.0, 0.20998192
29270.0, 0.20998105
29280.0, 0.20998017
29290.0, 0.20997933
29300.0, 0.20997845
29310.0, 0.2099776
29320.0, 0.20997675
29330.0, 0.20997588
29340.0, 0.20997503
29350.0, 0.20997417
29360.0, 0.20997334
29370.0, 0.20997247
29380.0, 0.20997162
29390.0, 0.20997077
29400.0, 0.20996992
29410.0, 0.20996909
29420.0, 0.20996825
29430.0, 0.2099674
29440.0, 0.20996657
29450.0, 0.20996574
29460.0, 0.2099649
29470.0, 0.20996407
29480.0, 0.20996325
29490.0, 0.2099624
29500.0, 0.20996156
29510.0, 0.20996074
29520.0, 0.20995992
29530.0, 0.20995912
29540.0, 0.20995829
29550.0, 0.20995747
29560.0, 0.20995665
29570.0, 0.20995581
29580.0, 0.209955
29590.0, 0.2099542
29600.0, 0.20995337
29610.0, 0.20995256
29620.0, 0.20995177
29630.0, 0.20995095
29640.0, 0.20995015
29650.0, 0.20994934
29660.0, 0.20994855
29670.0, 0.20994774
29680.0, 0.20994695
29690.0, 0.20994614
29700.0, 0.20994535
29710.0, 0.20994455
29720.0, 0.20994377
29730.0, 0.20994297
29740.0, 0.20994219
29750.0, 0.20994139
29760.0, 0.2099406
29770.0, 0.20993984
29780.0, 0.20993903
29790.0, 0.20993826
29800.0, 0.20993748
29810.0, 0.2099367
29820.0, 0.20993592
29830.0, 0.20993514
29840.0, 0.20993437
29850.0, 0.20993361
29860.0, 0.20993282
29870.0, 0.20993206
29880.0, 0.20993128
29890.0, 0.20993054
29900.0, 0.20992976
29910.0, 0.209929
29920.0, 0.20992823
29930.0, 0.20992748
29940.0, 0.20992671
29950.0, 0.20992596
29960.0, 0.2099252
29970.0, 0.20992444
29980.0, 0.2099237
29990.0, 0.20992294
30000.0, 0.2099222
