Energy (in eV), backscattering yield of material CFRP-NASCAP at isotropic incidence
   X,       Y
11530.0, 0.22424747
11540.0, 0.22421879
11550.0, 0.22419016
11560.0, 0.22416161
11570.0, 0.2241331
11580.0, 0.22410467
11590.0, 0.22407626
11600.0, 0.2240479
11610.0, 0.22401962
11620.0, 0.22399138
11630.0, 0.2239632
11640.0, 0.22393507
11650.0, 0.223907
11660.0, 0.22387896
11670.0, 0.223851
11680.0, 0.22382307
11690.0, 0.22379522
11700.0, 0.2237674
11710.0, 0.22373965
11720.0, 0.22371195
11730.0, 0.2236843
11740.0, 0.2236567
11750.0, 0.22362916
11760.0, 0.22360167
11770.0, 0.22357424
11780.0, 0.22354683
11790.0, 0.2235195
11800.0, 0.22349222
11810.0, 0.223465
11820.0, 0.22343782
11830.0, 0.22341068
11840.0, 0.22338362
11850.0, 0.22335659
11860.0, 0.22332962
11870.0, 0.2233027
11880.0, 0.22327584
11890.0, 0.223249
11900.0, 0.22322224
11910.0, 0.22319552
11920.0, 0.22316886
11930.0, 0.22314225
11940.0, 0.22311568
11950.0, 0.22308919
11960.0, 0.22306272
11970.0, 0.22303633
11980.0, 0.22300996
11990.0, 0.22298366
12000.0, 0.2229574
12010.0, 0.22293119
12020.0, 0.22290501
12030.0, 0.22287892
12040.0, 0.22285286
12050.0, 0.22282685
12060.0, 0.2228009
12070.0, 0.22277498
12080.0, 0.22274913
12090.0, 0.22272332
12100.0, 0.22269756
12110.0, 0.22267184
12120.0, 0.22264619
12130.0, 0.22262059
12140.0, 0.222595
12150.0, 0.22256951
12160.0, 0.22254404
12170.0, 0.22251862
12180.0, 0.22249325
12190.0, 0.22246793
12200.0, 0.22244266
12210.0, 0.22241744
12220.0, 0.22239226
12230.0, 0.22236714
12240.0, 0.22234207
12250.0, 0.22231704
12260.0, 0.22229207
12270.0, 0.22226712
12280.0, 0.22224225
12290.0, 0.2222174
12300.0, 0.22219262
12310.0, 0.22216786
12320.0, 0.22214317
12330.0, 0.22211854
12340.0, 0.22209392
12350.0, 0.22206937
12360.0, 0.22204489
12370.0, 0.22202042
12380.0, 0.221996
12390.0, 0.22197163
12400.0, 0.22194731
12410.0, 0.22192304
12420.0, 0.22189882
12430.0, 0.22187464
12440.0, 0.22185051
12450.0, 0.22182642
12460.0, 0.22180238
12470.0, 0.22177841
12480.0, 0.22175443
12490.0, 0.22173055
12500.0, 0.22170667
12510.0, 0.22168289
12520.0, 0.22165911
12530.0, 0.2216354
12540.0, 0.22161174
12550.0, 0.2215881
12560.0, 0.22156452
12570.0, 0.22154099
12580.0, 0.22151749
12590.0, 0.22149405
12600.0, 0.22147064
12610.0, 0.22144729
12620.0, 0.22142397
12630.0, 0.22140072
12640.0, 0.22137749
12650.0, 0.2213543
12660.0, 0.22133118
12670.0, 0.22130808
12680.0, 0.22128506
12690.0, 0.22126204
12700.0, 0.22123909
12710.0, 0.22121619
12720.0, 0.22119331
12730.0, 0.2211705
12740.0, 0.22114772
12750.0, 0.22112499
12760.0, 0.22110228
12770.0, 0.22107965
12780.0, 0.22105704
12790.0, 0.22103448
12800.0, 0.22101197
12810.0, 0.22098948
12820.0, 0.22096705
12830.0, 0.22094467
12840.0, 0.22092234
12850.0, 0.22090003
12860.0, 0.22087777
12870.0, 0.22085555
12880.0, 0.22083339
12890.0, 0.22081126
12900.0, 0.22078916
12910.0, 0.22076713
12920.0, 0.22074513
12930.0, 0.22072317
12940.0, 0.22070123
12950.0, 0.22067936
12960.0, 0.22065753
12970.0, 0.22063576
12980.0, 0.220614
12990.0, 0.22059229
13000.0, 0.22057062
13010.0, 0.22054902
13020.0, 0.22052743
13030.0, 0.22050588
13040.0, 0.22048439
13050.0, 0.22046293
13060.0, 0.2204415
13070.0, 0.22042014
13080.0, 0.22039881
13090.0, 0.22037752
13100.0, 0.22035626
13110.0, 0.22033504
13120.0, 0.22031389
13130.0, 0.22029275
13140.0, 0.22027166
13150.0, 0.2202506
13160.0, 0.22022961
13170.0, 0.22020864
13180.0, 0.22018772
13190.0, 0.22016685
13200.0, 0.220146
13210.0, 0.22012518
13220.0, 0.22010444
13230.0, 0.2200837
13240.0, 0.22006302
13250.0, 0.22004238
13260.0, 0.22002177
13270.0, 0.22000119
13280.0, 0.21998067
13290.0, 0.2199602
13300.0, 0.21993974
13310.0, 0.21991935
13320.0, 0.21989898
13330.0, 0.21987863
13340.0, 0.21985836
13350.0, 0.21983811
13360.0, 0.21981789
13370.0, 0.21979773
13380.0, 0.2197776
13390.0, 0.21975751
13400.0, 0.21973744
13410.0, 0.21971744
13420.0, 0.21969746
13430.0, 0.21967751
13440.0, 0.21965763
13450.0, 0.21963777
13460.0, 0.21961793
13470.0, 0.21959814
13480.0, 0.21957842
13490.0, 0.21955869
13500.0, 0.21953903
13510.0, 0.21951939
13520.0, 0.21949981
13530.0, 0.21948025
13540.0, 0.21946073
13550.0, 0.21944125
13560.0, 0.2194218
13570.0, 0.2194024
13580.0, 0.21938305
13590.0, 0.21936369
13600.0, 0.21934442
13610.0, 0.21932516
13620.0, 0.21930595
13630.0, 0.21928675
13640.0, 0.2192676
13650.0, 0.2192485
13660.0, 0.21922944
13670.0, 0.2192104
13680.0, 0.2191914
13690.0, 0.21917245
13700.0, 0.21915352
13710.0, 0.21913464
13720.0, 0.2191158
13730.0, 0.21909697
13740.0, 0.2190782
13750.0, 0.21905947
13760.0, 0.21904075
13770.0, 0.21902208
13780.0, 0.21900345
13790.0, 0.21898487
13800.0, 0.2189663
13810.0, 0.21894778
13820.0, 0.21892929
13830.0, 0.21891083
13840.0, 0.21889243
13850.0, 0.21887405
13860.0, 0.21885571
13870.0, 0.21883738
13880.0, 0.21881913
13890.0, 0.21880087
13900.0, 0.21878268
13910.0, 0.21876451
13920.0, 0.21874638
13930.0, 0.21872827
13940.0, 0.21871021
13950.0, 0.21869218
13960.0, 0.2186742
13970.0, 0.21865624
13980.0, 0.21863832
13990.0, 0.21862043
14000.0, 0.21860258
14010.0, 0.21858476
14020.0, 0.21856698
14030.0, 0.21854924
14040.0, 0.21853152
14050.0, 0.21851383
14060.0, 0.2184962
14070.0, 0.21847858
14080.0, 0.21846099
14090.0, 0.21844345
14100.0, 0.21842594
14110.0, 0.21840847
14120.0, 0.21839102
14130.0, 0.21837361
14140.0, 0.21835625
14150.0, 0.21833889
14160.0, 0.2183216
14170.0, 0.2183043
14180.0, 0.21828708
14190.0, 0.21826987
14200.0, 0.2182527
14210.0, 0.21823557
14220.0, 0.21821845
14230.0, 0.21820137
14240.0, 0.21818434
14250.0, 0.21816733
14260.0, 0.21815035
14270.0, 0.21813342
14280.0, 0.2181165
14290.0, 0.21809964
14300.0, 0.2180828
14310.0, 0.21806599
14320.0, 0.21804921
14330.0, 0.21803246
14340.0, 0.21801576
14350.0, 0.21799907
14360.0, 0.21798243
14370.0, 0.21796581
14380.0, 0.21794923
14390.0, 0.21793269
14400.0, 0.21791616
14410.0, 0.21789968
14420.0, 0.21788323
14430.0, 0.2178668
14440.0, 0.21785042
14450.0, 0.21783406
14460.0, 0.21781772
14470.0, 0.21780144
14480.0, 0.21778515
14490.0, 0.21776894
14500.0, 0.21775272
14510.0, 0.21773657
14520.0, 0.21772043
14530.0, 0.21770434
14540.0, 0.21768825
14550.0, 0.2176722
14560.0, 0.2176562
14570.0, 0.21764022
14580.0, 0.21762426
14590.0, 0.21760835
14600.0, 0.21759245
14610.0, 0.21757661
14620.0, 0.21756078
14630.0, 0.21754499
14640.0, 0.21752921
14650.0, 0.21751349
14660.0, 0.21749778
14670.0, 0.2174821
14680.0, 0.21746647
14690.0, 0.21745086
14700.0, 0.21743527
14710.0, 0.21741971
14720.0, 0.2174042
14730.0, 0.21738872
14740.0, 0.21737325
14750.0, 0.21735783
14760.0, 0.21734242
14770.0, 0.21732706
14780.0, 0.21731173
14790.0, 0.21729639
14800.0, 0.21728112
14810.0, 0.21726586
14820.0, 0.21725065
14830.0, 0.21723546
14840.0, 0.21722029
14850.0, 0.21720517
14860.0, 0.21719006
14870.0, 0.21717499
14880.0, 0.21715994
14890.0, 0.21714492
14900.0, 0.21712995
14910.0, 0.21711498
14920.0, 0.21710007
14930.0, 0.21708517
14940.0, 0.2170703
14950.0, 0.21705545
14960.0, 0.21704063
14970.0, 0.21702586
14980.0, 0.2170111
14990.0, 0.21699639
15000.0, 0.21698168
15010.0, 0.21696702
15020.0, 0.21695238
15030.0, 0.21693778
15040.0, 0.21692319
15050.0, 0.21690863
15060.0, 0.21689412
15070.0, 0.2168796
15080.0, 0.21686514
15090.0, 0.2168507
15100.0, 0.21683629
15110.0, 0.21682191
15120.0, 0.21680754
15130.0, 0.21679322
15140.0, 0.21677893
15150.0, 0.21676466
15160.0, 0.21675041
15170.0, 0.2167362
15180.0, 0.21672201
15190.0, 0.21670786
15200.0, 0.2166937
15210.0, 0.21667962
15220.0, 0.21666552
15230.0, 0.21665147
15240.0, 0.21663746
15250.0, 0.21662346
15260.0, 0.2166095
15270.0, 0.21659555
15280.0, 0.21658163
15290.0, 0.21656774
15300.0, 0.21655388
15310.0, 0.21654005
15320.0, 0.21652626
15330.0, 0.21651247
15340.0, 0.21649872
15350.0, 0.21648498
15360.0, 0.2164713
15370.0, 0.2164576
15380.0, 0.21644397
15390.0, 0.21643037
15400.0, 0.21641676
15410.0, 0.2164032
15420.0, 0.21638966
15430.0, 0.21637614
15440.0, 0.21636267
15450.0, 0.21634918
15460.0, 0.21633577
15470.0, 0.21632236
15480.0, 0.21630898
15490.0, 0.21629563
15500.0, 0.2162823
15510.0, 0.21626899
15520.0, 0.21625572
15530.0, 0.21624246
15540.0, 0.21622925
15550.0, 0.21621604
15560.0, 0.21620287
15570.0, 0.21618971
15580.0, 0.2161766
15590.0, 0.2161635
15600.0, 0.21615045
15610.0, 0.2161374
15620.0, 0.21612437
15630.0, 0.21611138
15640.0, 0.2160984
15650.0, 0.21608546
15660.0, 0.21607253
15670.0, 0.21605965
15680.0, 0.21604678
15690.0, 0.21603394
15700.0, 0.21602114
15710.0, 0.21600834
15720.0, 0.21599557
15730.0, 0.21598282
15740.0, 0.2159701
15750.0, 0.21595742
15760.0, 0.21594475
15770.0, 0.2159321
15780.0, 0.21591948
15790.0, 0.21590689
15800.0, 0.21589433
15810.0, 0.21588178
15820.0, 0.21586926
15830.0, 0.21585676
15840.0, 0.2158443
15850.0, 0.21583185
15860.0, 0.21581942
15870.0, 0.21580702
15880.0, 0.21579465
15890.0, 0.2157823
15900.0, 0.21576998
15910.0, 0.21575767
15920.0, 0.2157454
15930.0, 0.21573314
15940.0, 0.21572092
15950.0, 0.2157087
15960.0, 0.21569653
15970.0, 0.21568437
15980.0, 0.21567222
15990.0, 0.21566014
16000.0, 0.21564803
16010.0, 0.21563597
16020.0, 0.21562394
16030.0, 0.21561193
16040.0, 0.21559992
16050.0, 0.21558797
16060.0, 0.21557601
16070.0, 0.21556409
16080.0, 0.2155522
16090.0, 0.21554032
16100.0, 0.21552847
16110.0, 0.21551664
16120.0, 0.21550483
16130.0, 0.21549307
16140.0, 0.2154813
16150.0, 0.21546957
16160.0, 0.21545784
16170.0, 0.21544616
16180.0, 0.21543449
16190.0, 0.21542284
16200.0, 0.21541122
16210.0, 0.21539962
16220.0, 0.21538804
16230.0, 0.2153765
16240.0, 0.21536498
16250.0, 0.21535346
16260.0, 0.21534197
16270.0, 0.21533051
16280.0, 0.21531907
16290.0, 0.21530765
16300.0, 0.21529625
16310.0, 0.21528488
16320.0, 0.21527353
16330.0, 0.21526219
16340.0, 0.21525088
16350.0, 0.21523961
16360.0, 0.21522835
16370.0, 0.2152171
16380.0, 0.21520588
16390.0, 0.21519469
16400.0, 0.21518351
16410.0, 0.21517235
16420.0, 0.21516122
16430.0, 0.21515012
16440.0, 0.21513903
16450.0, 0.21512796
16460.0, 0.21511692
16470.0, 0.2151059
16480.0, 0.2150949
16490.0, 0.21508391
16500.0, 0.21507296
16510.0, 0.21506204
16520.0, 0.21505111
16530.0, 0.21504022
16540.0, 0.21502936
16550.0, 0.2150185
16560.0, 0.21500766
16570.0, 0.21499687
16580.0, 0.21498609
16590.0, 0.21497531
16600.0, 0.21496457
16610.0, 0.21495385
16620.0, 0.21494314
16630.0, 0.21493246
16640.0, 0.2149218
16650.0, 0.21491116
16660.0, 0.21490054
16670.0, 0.21488994
16680.0, 0.21487936
16690.0, 0.21486881
16700.0, 0.21485828
16710.0, 0.21484777
16720.0, 0.21483727
16730.0, 0.21482679
16740.0, 0.21481633
16750.0, 0.21480592
16760.0, 0.2147955
16770.0, 0.2147851
16780.0, 0.21477473
16790.0, 0.21476437
16800.0, 0.21475406
16810.0, 0.21474375
16820.0, 0.21473347
16830.0, 0.21472318
16840.0, 0.21471293
16850.0, 0.21470271
16860.0, 0.21469249
16870.0, 0.21468231
16880.0, 0.21467213
16890.0, 0.21466199
16900.0, 0.21465185
16910.0, 0.21464175
16920.0, 0.21463166
16930.0, 0.2146216
16940.0, 0.21461153
16950.0, 0.2146015
16960.0, 0.2145915
16970.0, 0.2145815
16980.0, 0.21457154
16990.0, 0.21456158
17000.0, 0.21455166
17010.0, 0.21454175
17020.0, 0.21453184
17030.0, 0.21452197
17040.0, 0.21451212
17050.0, 0.21450229
17060.0, 0.21449247
17070.0, 0.21448268
17080.0, 0.2144729
17090.0, 0.21446313
17100.0, 0.2144534
17110.0, 0.21444367
17120.0, 0.21443397
17130.0, 0.2144243
17140.0, 0.21441464
17150.0, 0.21440499
17160.0, 0.21439536
17170.0, 0.21438576
17180.0, 0.21437617
17190.0, 0.21436661
17200.0, 0.21435705
17210.0, 0.21434753
17220.0, 0.214338
17230.0, 0.21432851
17240.0, 0.21431905
17250.0, 0.21430959
17260.0, 0.21430016
17270.0, 0.21429072
17280.0, 0.21428132
17290.0, 0.21427195
17300.0, 0.21426259
17310.0, 0.21425325
17320.0, 0.2142439
17330.0, 0.2142346
17340.0, 0.21422532
17350.0, 0.21421604
17360.0, 0.21420681
17370.0, 0.21419758
17380.0, 0.21418835
17390.0, 0.21417914
17400.0, 0.21416996
17410.0, 0.2141608
17420.0, 0.21415167
17430.0, 0.21414253
17440.0, 0.21413344
17450.0, 0.21412434
17460.0, 0.21411525
17470.0, 0.2141062
17480.0, 0.21409716
17490.0, 0.21408816
17500.0, 0.21407914
17510.0, 0.21407016
17520.0, 0.21406122
17530.0, 0.21405225
17540.0, 0.21404332
17550.0, 0.2140344
17560.0, 0.21402551
17570.0, 0.21401663
17580.0, 0.21400778
17590.0, 0.21399893
17600.0, 0.21399009
17610.0, 0.21398129
17620.0, 0.21397251
17630.0, 0.21396373
17640.0, 0.21395497
17650.0, 0.21394624
17660.0, 0.2139375
17670.0, 0.2139288
17680.0, 0.21392012
17690.0, 0.21391143
17700.0, 0.2139028
17710.0, 0.21389416
17720.0, 0.21388553
17730.0, 0.21387693
17740.0, 0.21386835
17750.0, 0.21385978
17760.0, 0.21385123
17770.0, 0.21384268
17780.0, 0.21383417
17790.0, 0.21382567
17800.0, 0.2138172
17810.0, 0.21380872
17820.0, 0.21380027
17830.0, 0.21379182
17840.0, 0.21378341
17850.0, 0.21377501
17860.0, 0.21376663
17870.0, 0.21375825
17880.0, 0.2137499
17890.0, 0.21374157
17900.0, 0.21373324
17910.0, 0.21372494
17920.0, 0.21371666
17930.0, 0.21370837
17940.0, 0.21370013
17950.0, 0.2136919
17960.0, 0.21368368
17970.0, 0.21367547
17980.0, 0.21366729
17990.0, 0.21365911
18000.0, 0.21365094
18010.0, 0.2136428
18020.0, 0.21363468
18030.0, 0.21362658
18040.0, 0.21361849
18050.0, 0.21361041
18060.0, 0.21360235
18070.0, 0.2135943
18080.0, 0.21358627
18090.0, 0.21357825
18100.0, 0.21357025
18110.0, 0.21356228
18120.0, 0.21355431
18130.0, 0.21354637
18140.0, 0.21353842
18150.0, 0.2135305
18160.0, 0.2135226
18170.0, 0.21351472
18180.0, 0.21350685
18190.0, 0.213499
18200.0, 0.21349114
18210.0, 0.21348332
18220.0, 0.21347551
18230.0, 0.21346772
18240.0, 0.21345994
18250.0, 0.21345216
18260.0, 0.21344441
18270.0, 0.21343668
18280.0, 0.21342896
18290.0, 0.21342127
18300.0, 0.21341357
18310.0, 0.21340589
18320.0, 0.21339823
18330.0, 0.21339059
18340.0, 0.21338297
18350.0, 0.21337537
18360.0, 0.21336776
18370.0, 0.21336018
18380.0, 0.2133526
18390.0, 0.21334505
18400.0, 0.21333753
18410.0, 0.21333002
18420.0, 0.21332249
18430.0, 0.213315
18440.0, 0.21330751
18450.0, 0.21330006
18460.0, 0.21329261
18470.0, 0.21328516
18480.0, 0.21327776
18490.0, 0.21327035
18500.0, 0.21326296
18510.0, 0.21325558
18520.0, 0.21324821
18530.0, 0.21324088
18540.0, 0.21323353
18550.0, 0.21322623
18560.0, 0.21321893
18570.0, 0.21321164
18580.0, 0.21320435
18590.0, 0.2131971
18600.0, 0.21318984
18610.0, 0.21318263
18620.0, 0.2131754
18630.0, 0.2131682
18640.0, 0.21316099
18650.0, 0.21315384
18660.0, 0.21314667
18670.0, 0.21313953
18680.0, 0.2131324
18690.0, 0.21312529
18700.0, 0.21311817
18710.0, 0.21311107
18720.0, 0.213104
18730.0, 0.21309695
18740.0, 0.2130899
18750.0, 0.21308286
18760.0, 0.21307583
18770.0, 0.21306883
18780.0, 0.21306184
18790.0, 0.21305485
18800.0, 0.21304788
18810.0, 0.21304093
18820.0, 0.213034
18830.0, 0.21302707
18840.0, 0.21302018
18850.0, 0.21301328
18860.0, 0.21300639
18870.0, 0.21299954
18880.0, 0.21299265
18890.0, 0.21298583
18900.0, 0.21297899
18910.0, 0.21297216
18920.0, 0.21296537
18930.0, 0.21295859
18940.0, 0.21295181
18950.0, 0.21294504
18960.0, 0.21293831
18970.0, 0.21293157
18980.0, 0.21292485
18990.0, 0.21291813
19000.0, 0.21291144
19010.0, 0.21290475
19020.0, 0.21289809
19030.0, 0.21289144
19040.0, 0.21288478
19050.0, 0.21287817
19060.0, 0.21287155
19070.0, 0.21286494
19080.0, 0.21285835
19090.0, 0.21285178
19100.0, 0.2128452
19110.0, 0.21283866
19120.0, 0.21283211
19130.0, 0.2128256
19140.0, 0.21281907
19150.0, 0.21281257
19160.0, 0.2128061
19170.0, 0.21279962
19180.0, 0.21279316
19190.0, 0.21278672
19200.0, 0.21278028
19210.0, 0.21277386
19220.0, 0.21276745
19230.0, 0.21276106
19240.0, 0.21275467
19250.0, 0.21274829
19260.0, 0.21274193
19270.0, 0.21273558
19280.0, 0.21272925
19290.0, 0.21272291
19300.0, 0.21271661
19310.0, 0.2127103
19320.0, 0.21270403
19330.0, 0.21269776
19340.0, 0.21269152
19350.0, 0.21268527
19360.0, 0.21267903
19370.0, 0.21267278
19380.0, 0.21266659
19390.0, 0.21266039
19400.0, 0.2126542
19410.0, 0.21264802
19420.0, 0.21264187
19430.0, 0.21263571
19440.0, 0.21262957
19450.0, 0.21262345
19460.0, 0.21261734
19470.0, 0.21261124
19480.0, 0.21260516
19490.0, 0.21259908
19500.0, 0.21259302
19510.0, 0.21258697
19520.0, 0.2125809
19530.0, 0.21257488
19540.0, 0.21256886
19550.0, 0.21256286
19560.0, 0.21255687
19570.0, 0.2125509
19580.0, 0.21254492
19590.0, 0.21253897
19600.0, 0.21253301
19610.0, 0.21252708
19620.0, 0.21252115
19630.0, 0.21251523
19640.0, 0.21250936
19650.0, 0.21250346
19660.0, 0.21249758
19670.0, 0.21249172
19680.0, 0.21248588
19690.0, 0.21248002
19700.0, 0.2124742
19710.0, 0.21246839
19720.0, 0.21246259
19730.0, 0.21245678
19740.0, 0.212451
19750.0, 0.21244523
19760.0, 0.21243946
19770.0, 0.21243371
19780.0, 0.21242797
19790.0, 0.21242225
19800.0, 0.21241654
19810.0, 0.21241082
19820.0, 0.21240515
19830.0, 0.21239947
19840.0, 0.21239378
19850.0, 0.21238813
19860.0, 0.21238248
19870.0, 0.21237685
19880.0, 0.21237122
19890.0, 0.21236561
19900.0, 0.21236001
19910.0, 0.2123544
19920.0, 0.21234883
19930.0, 0.21234325
19940.0, 0.2123377
19950.0, 0.21233216
19960.0, 0.21232662
19970.0, 0.21232109
19980.0, 0.21231557
19990.0, 0.21231008
20000.0, 0.21230459
20010.0, 0.2122991
20020.0, 0.21229361
20030.0, 0.21228816
20040.0, 0.2122827
20050.0, 0.21227728
20060.0, 0.21227184
20070.0, 0.21226643
20080.0, 0.21226102
20090.0, 0.21225563
20100.0, 0.21225025
20110.0, 0.21224485
20120.0, 0.21223949
20130.0, 0.21223414
20140.0, 0.2122288
20150.0, 0.21222347
20160.0, 0.21221815
20170.0, 0.21221285
20180.0, 0.21220753
20190.0, 0.21220224
20200.0, 0.21219696
20210.0, 0.2121917
20220.0, 0.21218644
20230.0, 0.2121812
20240.0, 0.21217597
20250.0, 0.21217072
20260.0, 0.2121655
20270.0, 0.2121603
20280.0, 0.2121551
20290.0, 0.21214992
20300.0, 0.21214475
20310.0, 0.21213958
20320.0, 0.21213442
20330.0, 0.21212928
20340.0, 0.21212414
20350.0, 0.21211901
20360.0, 0.21211389
20370.0, 0.21210879
20380.0, 0.2121037
20390.0, 0.21209861
20400.0, 0.21209353
20410.0, 0.21208848
20420.0, 0.21208343
20430.0, 0.21207838
20440.0, 0.21207334
20450.0, 0.2120683
20460.0, 0.2120633
20470.0, 0.21205829
20480.0, 0.2120533
20490.0, 0.2120483
20500.0, 0.21204334
20510.0, 0.21203838
20520.0, 0.21203342
20530.0, 0.21202847
20540.0, 0.21202354
20550.0, 0.21201861
20560.0, 0.21201369
20570.0, 0.21200879
20580.0, 0.21200389
20590.0, 0.21199901
20600.0, 0.21199413
20610.0, 0.21198927
20620.0, 0.21198441
20630.0, 0.21197955
20640.0, 0.21197473
20650.0, 0.2119699
20660.0, 0.21196507
20670.0, 0.21196026
20680.0, 0.21195547
20690.0, 0.21195066
20700.0, 0.21194589
20710.0, 0.21194111
20720.0, 0.21193635
20730.0, 0.21193162
20740.0, 0.21192686
20750.0, 0.21192212
20760.0, 0.2119174
20770.0, 0.21191268
20780.0, 0.21190798
20790.0, 0.21190327
20800.0, 0.2118986
20810.0, 0.21189392
20820.0, 0.21188925
20830.0, 0.21188459
20840.0, 0.21187994
20850.0, 0.2118753
20860.0, 0.21187066
20870.0, 0.21186604
20880.0, 0.21186143
20890.0, 0.21185681
20900.0, 0.21185222
20910.0, 0.21184765
20920.0, 0.21184307
20930.0, 0.2118385
20940.0, 0.21183392
20950.0, 0.21182938
20960.0, 0.21182485
20970.0, 0.2118203
20980.0, 0.21181579
20990.0, 0.21181126
21000.0, 0.21180677
21010.0, 0.21180227
21020.0, 0.21179779
21030.0, 0.2117933
21040.0, 0.21178883
21050.0, 0.21178438
21060.0, 0.21177994
21070.0, 0.21177548
21080.0, 0.21177104
21090.0, 0.21176662
21100.0, 0.2117622
21110.0, 0.2117578
21120.0, 0.2117534
21130.0, 0.211749
21140.0, 0.21174462
21150.0, 0.21174024
21160.0, 0.21173589
21170.0, 0.21173152
21180.0, 0.21172719
21190.0, 0.21172285
21200.0, 0.21171851
21210.0, 0.21171418
21220.0, 0.21170989
21230.0, 0.21170558
21240.0, 0.21170129
21250.0, 0.21169701
21260.0, 0.2116927
21270.0, 0.21168844
21280.0, 0.21168418
21290.0, 0.21167992
21300.0, 0.21167569
21310.0, 0.21167144
21320.0, 0.21166721
21330.0, 0.211663
21340.0, 0.21165879
21350.0, 0.21165459
21360.0, 0.21165039
21370.0, 0.2116462
21380.0, 0.21164203
21390.0, 0.21163787
21400.0, 0.2116337
21410.0, 0.21162954
21420.0, 0.21162541
21430.0, 0.21162127
21440.0, 0.21161714
21450.0, 0.21161301
21460.0, 0.2116089
21470.0, 0.2116048
21480.0, 0.2116007
21490.0, 0.21159661
21500.0, 0.21159254
21510.0, 0.21158847
21520.0, 0.2115844
21530.0, 0.21158035
21540.0, 0.2115763
21550.0, 0.21157224
21560.0, 0.21156822
21570.0, 0.21156421
21580.0, 0.21156019
21590.0, 0.2115562
21600.0, 0.21155219
21610.0, 0.2115482
21620.0, 0.21154422
21630.0, 0.21154022
21640.0, 0.21153626
21650.0, 0.21153231
21660.0, 0.21152836
21670.0, 0.21152441
21680.0, 0.21152048
21690.0, 0.21151656
21700.0, 0.21151263
21710.0, 0.2115087
21720.0, 0.21150482
21730.0, 0.21150091
21740.0, 0.21149702
21750.0, 0.21149315
21760.0, 0.21148925
21770.0, 0.21148539
21780.0, 0.21148154
21790.0, 0.2114777
21800.0, 0.21147385
21810.0, 0.21147
21820.0, 0.21146618
21830.0, 0.21146236
21840.0, 0.21145853
21850.0, 0.21145473
21860.0, 0.21145093
21870.0, 0.21144716
21880.0, 0.21144338
21890.0, 0.2114396
21900.0, 0.21143582
21910.0, 0.21143207
21920.0, 0.21142831
21930.0, 0.21142457
21940.0, 0.21142083
21950.0, 0.2114171
21960.0, 0.21141338
21970.0, 0.21140966
21980.0, 0.21140595
21990.0, 0.21140225
22000.0, 0.21139856
22010.0, 0.21139486
22020.0, 0.21139118
22030.0, 0.21138752
22040.0, 0.21138385
22050.0, 0.21138018
22060.0, 0.21137655
22070.0, 0.2113729
22080.0, 0.21136926
22090.0, 0.21136564
22100.0, 0.21136202
22110.0, 0.2113584
22120.0, 0.2113548
22130.0, 0.2113512
22140.0, 0.21134761
22150.0, 0.21134402
22160.0, 0.21134044
22170.0, 0.21133687
22180.0, 0.21133329
22190.0, 0.21132976
22200.0, 0.21132621
22210.0, 0.21132265
22220.0, 0.21131913
22230.0, 0.21131559
22240.0, 0.21131207
22250.0, 0.21130855
22260.0, 0.21130505
22270.0, 0.21130155
22280.0, 0.21129806
22290.0, 0.21129456
22300.0, 0.21129109
22310.0, 0.21128762
22320.0, 0.21128415
22330.0, 0.21128069
22340.0, 0.21127723
22350.0, 0.2112738
22360.0, 0.21127036
22370.0, 0.2112669
22380.0, 0.2112635
22390.0, 0.21126008
22400.0, 0.21125667
22410.0, 0.21125327
22420.0, 0.21124987
22430.0, 0.21124648
22440.0, 0.21124308
22450.0, 0.21123971
22460.0, 0.21123634
22470.0, 0.21123298
22480.0, 0.21122962
22490.0, 0.21122625
22500.0, 0.21122292
22510.0, 0.2112196
22520.0, 0.21121626
22530.0, 0.21121293
22540.0, 0.21120961
22550.0, 0.2112063
22560.0, 0.211203
22570.0, 0.21119969
22580.0, 0.2111964
22590.0, 0.21119313
22600.0, 0.21118984
22610.0, 0.21118657
22620.0, 0.2111833
22630.0, 0.21118005
22640.0, 0.2111768
22650.0, 0.21117353
22660.0, 0.2111703
22670.0, 0.21116707
22680.0, 0.21116383
22690.0, 0.21116062
22700.0, 0.21115741
22710.0, 0.21115421
22720.0, 0.211151
22730.0, 0.2111478
22740.0, 0.21114463
22750.0, 0.21114144
22760.0, 0.21113828
22770.0, 0.21113509
22780.0, 0.21113192
22790.0, 0.21112877
22800.0, 0.21112563
22810.0, 0.21112248
22820.0, 0.21111934
22830.0, 0.21111621
22840.0, 0.2111131
22850.0, 0.21110995
22860.0, 0.21110685
22870.0, 0.21110374
22880.0, 0.21110064
22890.0, 0.21109755
22900.0, 0.21109445
22910.0, 0.21109138
22920.0, 0.2110883
22930.0, 0.21108523
22940.0, 0.21108215
22950.0, 0.2110791
22960.0, 0.21107604
22970.0, 0.21107301
22980.0, 0.21106996
22990.0, 0.21106693
23000.0, 0.2110639
23010.0, 0.21106088
23020.0, 0.21105786
23030.0, 0.21105486
23040.0, 0.21105185
23050.0, 0.21104886
23060.0, 0.21104586
23070.0, 0.21104287
23080.0, 0.2110399
23090.0, 0.21103694
23100.0, 0.21103396
23110.0, 0.21103099
23120.0, 0.21102804
23130.0, 0.21102509
23140.0, 0.21102215
23150.0, 0.21101919
23160.0, 0.21101627
