Energy (in eV), SEEE yield of material CERS-NASCAP at isotropic incidence
   X,       Y
11890.0, 2.5798907
11900.0, 2.578527
11910.0, 2.5771644
11920.0, 2.5758038
11930.0, 2.5744448
11940.0, 2.5730882
11950.0, 2.571733
11960.0, 2.570379
11970.0, 2.5690277
11980.0, 2.567678
11990.0, 2.5663302
12000.0, 2.5649838
12010.0, 2.563639
12020.0, 2.5622966
12030.0, 2.5609555
12040.0, 2.559616
12050.0, 2.5582788
12060.0, 2.556943
12070.0, 2.5556095
12080.0, 2.5542767
12090.0, 2.5529466
12100.0, 2.551618
12110.0, 2.550291
12120.0, 2.5489657
12130.0, 2.547642
12140.0, 2.5463204
12150.0, 2.5450006
12160.0, 2.543682
12170.0, 2.5423656
12180.0, 2.5410504
12190.0, 2.539738
12200.0, 2.5384262
12210.0, 2.5371165
12220.0, 2.535808
12230.0, 2.534502
12240.0, 2.5331974
12250.0, 2.5318944
12260.0, 2.530593
12270.0, 2.5292935
12280.0, 2.5279956
12290.0, 2.5266995
12300.0, 2.525405
12310.0, 2.5241117
12320.0, 2.5228205
12330.0, 2.5215309
12340.0, 2.5202432
12350.0, 2.518957
12360.0, 2.5176723
12370.0, 2.5163891
12380.0, 2.5151076
12390.0, 2.513828
12400.0, 2.5125504
12410.0, 2.5112739
12420.0, 2.5099986
12430.0, 2.5087254
12440.0, 2.5074542
12450.0, 2.506184
12460.0, 2.5049155
12470.0, 2.5036492
12480.0, 2.5023842
12490.0, 2.5011206
12500.0, 2.4998586
12510.0, 2.4985983
12520.0, 2.4973397
12530.0, 2.4960825
12540.0, 2.4948273
12550.0, 2.493573
12560.0, 2.4923208
12570.0, 2.4910703
12580.0, 2.489821
12590.0, 2.4885736
12600.0, 2.4873276
12610.0, 2.486083
12620.0, 2.4848397
12630.0, 2.483599
12640.0, 2.482359
12650.0, 2.481121
12660.0, 2.4798844
12670.0, 2.478649
12680.0, 2.4774153
12690.0, 2.4761837
12700.0, 2.4749532
12710.0, 2.4737244
12720.0, 2.472497
12730.0, 2.471271
12740.0, 2.4700468
12750.0, 2.4688241
12760.0, 2.4676025
12770.0, 2.4663827
12780.0, 2.4651647
12790.0, 2.4639478
12800.0, 2.4627328
12810.0, 2.461519
12820.0, 2.4603066
12830.0, 2.459096
12840.0, 2.457887
12850.0, 2.456679
12860.0, 2.455473
12870.0, 2.4542687
12880.0, 2.453065
12890.0, 2.4518633
12900.0, 2.450663
12910.0, 2.4494643
12920.0, 2.448267
12930.0, 2.447071
12940.0, 2.4458768
12950.0, 2.444684
12960.0, 2.4434922
12970.0, 2.4423025
12980.0, 2.4411142
12990.0, 2.4399269
13000.0, 2.4387412
13010.0, 2.437557
13020.0, 2.4363744
13030.0, 2.435193
13040.0, 2.4340134
13050.0, 2.4328349
13060.0, 2.4316576
13070.0, 2.4304824
13080.0, 2.4293082
13090.0, 2.4281354
13100.0, 2.4269638
13110.0, 2.4257944
13120.0, 2.424626
13130.0, 2.4234588
13140.0, 2.4222934
13150.0, 2.4211295
13160.0, 2.4199665
13170.0, 2.4188054
13180.0, 2.4176455
13190.0, 2.4164867
13200.0, 2.4153297
13210.0, 2.4141738
13220.0, 2.4130192
13230.0, 2.4118664
13240.0, 2.4107149
13250.0, 2.409565
13260.0, 2.4084158
13270.0, 2.4072683
13280.0, 2.4061222
13290.0, 2.4049773
13300.0, 2.403834
13310.0, 2.4026923
13320.0, 2.4015517
13330.0, 2.4004126
13340.0, 2.399274
13350.0, 2.3981376
13360.0, 2.3970027
13370.0, 2.3958688
13380.0, 2.3947363
13390.0, 2.3936052
13400.0, 2.3924756
13410.0, 2.3913472
13420.0, 2.3902202
13430.0, 2.3890946
13440.0, 2.38797
13450.0, 2.386847
13460.0, 2.385725
13470.0, 2.3846045
13480.0, 2.3834858
13490.0, 2.3823678
13500.0, 2.3812513
13510.0, 2.3801363
13520.0, 2.3790224
13530.0, 2.3779097
13540.0, 2.3767989
13550.0, 2.3756888
13560.0, 2.3745804
13570.0, 2.3734732
13580.0, 2.372367
13590.0, 2.371262
13600.0, 2.370159
13610.0, 2.3690567
13620.0, 2.3679562
13630.0, 2.3668566
13640.0, 2.3657584
13650.0, 2.3646612
13660.0, 2.3635657
13670.0, 2.3624713
13680.0, 2.3613782
13690.0, 2.3602865
13700.0, 2.359196
13710.0, 2.3581064
13720.0, 2.3570185
13730.0, 2.3559315
13740.0, 2.3548462
13750.0, 2.3537617
13760.0, 2.3526788
13770.0, 2.351597
13780.0, 2.3505168
13790.0, 2.3494375
13800.0, 2.3483593
13810.0, 2.3472826
13820.0, 2.3462074
13830.0, 2.3451326
13840.0, 2.3440602
13850.0, 2.3429883
13860.0, 2.3419178
13870.0, 2.340848
13880.0, 2.3397803
13890.0, 2.3387134
13900.0, 2.337648
13910.0, 2.3365834
13920.0, 2.33552
13930.0, 2.334458
13940.0, 2.3333976
13950.0, 2.3323376
13960.0, 2.3312795
13970.0, 2.3302226
13980.0, 2.3291667
13990.0, 2.328112
14000.0, 2.3270586
14010.0, 2.326006
14020.0, 2.3249552
14030.0, 2.3239048
14040.0, 2.3228564
14050.0, 2.3218086
14060.0, 2.3207624
14070.0, 2.3197174
14080.0, 2.3186731
14090.0, 2.3176303
14100.0, 2.316589
14110.0, 2.3155487
14120.0, 2.3145092
14130.0, 2.313471
14140.0, 2.3124344
14150.0, 2.3113985
14160.0, 2.3103642
14170.0, 2.3093307
14180.0, 2.3082986
14190.0, 2.3072674
14200.0, 2.3062375
14210.0, 2.3052087
14220.0, 2.3041813
14230.0, 2.303155
14240.0, 2.3021293
14250.0, 2.3011053
14260.0, 2.3000827
14270.0, 2.2990603
14280.0, 2.2980402
14290.0, 2.2970204
14300.0, 2.2960017
14310.0, 2.2949846
14320.0, 2.2939684
14330.0, 2.2929535
14340.0, 2.2919397
14350.0, 2.2909267
14360.0, 2.2899156
14370.0, 2.2889047
14380.0, 2.2878954
14390.0, 2.2868872
14400.0, 2.2858803
14410.0, 2.2848742
14420.0, 2.2838693
14430.0, 2.2828653
14440.0, 2.2818623
14450.0, 2.280861
14460.0, 2.2798605
14470.0, 2.278861
14480.0, 2.2778628
14490.0, 2.276866
14500.0, 2.2758696
14510.0, 2.2748747
14520.0, 2.273881
14530.0, 2.2728882
14540.0, 2.2718966
14550.0, 2.270906
14560.0, 2.2699165
14570.0, 2.2689283
14580.0, 2.2679408
14590.0, 2.266955
14600.0, 2.2659695
14610.0, 2.2649856
14620.0, 2.264002
14630.0, 2.2630205
14640.0, 2.26204
14650.0, 2.26106
14660.0, 2.2600813
14670.0, 2.2591035
14680.0, 2.2581267
14690.0, 2.2571514
14700.0, 2.256177
14710.0, 2.2552037
14720.0, 2.2542312
14730.0, 2.2532601
14740.0, 2.25229
14750.0, 2.2513206
14760.0, 2.2503529
14770.0, 2.2493854
14780.0, 2.2484195
14790.0, 2.2474546
14800.0, 2.2464905
14810.0, 2.2455277
14820.0, 2.2445662
14830.0, 2.2436054
14840.0, 2.2426453
14850.0, 2.2416866
14860.0, 2.2407289
14870.0, 2.2397726
14880.0, 2.238817
14890.0, 2.2378619
14900.0, 2.2369084
14910.0, 2.235956
14920.0, 2.2350044
14930.0, 2.234054
14940.0, 2.2331045
14950.0, 2.232156
14960.0, 2.2312083
14970.0, 2.230262
14980.0, 2.2293167
14990.0, 2.228372
15000.0, 2.227429
15010.0, 2.2264864
15020.0, 2.225545
15030.0, 2.2246046
15040.0, 2.2236652
15050.0, 2.2227268
15060.0, 2.2217894
15070.0, 2.220853
15080.0, 2.2199175
15090.0, 2.218983
15100.0, 2.21805
15110.0, 2.217117
15120.0, 2.2161858
15130.0, 2.2152553
15140.0, 2.214326
15150.0, 2.2133975
15160.0, 2.2124698
15170.0, 2.2115433
15180.0, 2.2106178
15190.0, 2.2096932
15200.0, 2.2087698
15210.0, 2.2078466
15220.0, 2.2069254
15230.0, 2.2060046
15240.0, 2.205085
15250.0, 2.2041664
15260.0, 2.2032483
15270.0, 2.2023315
15280.0, 2.201416
15290.0, 2.200501
15300.0, 2.1995869
15310.0, 2.1986737
15320.0, 2.197762
15330.0, 2.196851
15340.0, 2.1959405
15350.0, 2.1950314
15360.0, 2.1941233
15370.0, 2.193216
15380.0, 2.1923096
15390.0, 2.1914048
15400.0, 2.1904998
15410.0, 2.1895967
15420.0, 2.1886938
15430.0, 2.187792
15440.0, 2.1868918
15450.0, 2.1859918
15460.0, 2.1850932
15470.0, 2.184195
15480.0, 2.1832983
15490.0, 2.1824021
15500.0, 2.1815069
15510.0, 2.1806128
15520.0, 2.1797194
15530.0, 2.1788275
15540.0, 2.1779356
15550.0, 2.1770453
15560.0, 2.1761558
15570.0, 2.1752675
15580.0, 2.1743793
15590.0, 2.1734924
15600.0, 2.1726065
15610.0, 2.1717217
15620.0, 2.1708374
15630.0, 2.1699543
15640.0, 2.1690722
15650.0, 2.1681907
15660.0, 2.16731
15670.0, 2.1664305
15680.0, 2.1655521
15690.0, 2.1646745
15700.0, 2.1637976
15710.0, 2.1629212
15720.0, 2.162046
15730.0, 2.1611724
15740.0, 2.1602986
15750.0, 2.1594265
15760.0, 2.1585548
15770.0, 2.1576838
15780.0, 2.1568143
15790.0, 2.1559455
15800.0, 2.1550777
15810.0, 2.1542106
15820.0, 2.1533444
15830.0, 2.152479
15840.0, 2.151615
15850.0, 2.150751
15860.0, 2.1498883
15870.0, 2.1490264
15880.0, 2.1481655
15890.0, 2.1473055
15900.0, 2.1464462
15910.0, 2.1455877
15920.0, 2.1447303
15930.0, 2.1438737
15940.0, 2.143018
15950.0, 2.142163
15960.0, 2.1413088
15970.0, 2.1404557
15980.0, 2.1396036
15990.0, 2.138752
16000.0, 2.1379015
16010.0, 2.1370513
16020.0, 2.1362028
16030.0, 2.1353545
16040.0, 2.1345074
16050.0, 2.1336613
16060.0, 2.1328154
16070.0, 2.131971
16080.0, 2.131127
16090.0, 2.130284
16100.0, 2.129442
16110.0, 2.1286008
16120.0, 2.1277604
16130.0, 2.1269205
16140.0, 2.126082
16150.0, 2.125244
16160.0, 2.1244068
16170.0, 2.1235707
16180.0, 2.122735
16190.0, 2.1219003
16200.0, 2.1210666
16210.0, 2.1202335
16220.0, 2.1194015
16230.0, 2.11857
16240.0, 2.1177394
16250.0, 2.11691
16260.0, 2.1160808
16270.0, 2.115253
16280.0, 2.1144257
16290.0, 2.1135993
16300.0, 2.112774
16310.0, 2.1119492
16320.0, 2.111125
16330.0, 2.1103017
16340.0, 2.1094794
16350.0, 2.108658
16360.0, 2.107837
16370.0, 2.1070173
16380.0, 2.106198
16390.0, 2.1053798
16400.0, 2.1045625
16410.0, 2.1037457
16420.0, 2.1029296
16430.0, 2.1021144
16440.0, 2.1013002
16450.0, 2.1004868
16460.0, 2.099674
16470.0, 2.0988622
16480.0, 2.0980508
16490.0, 2.0972404
16500.0, 2.096431
16510.0, 2.095622
16520.0, 2.0948143
16530.0, 2.0940068
16540.0, 2.0932007
16550.0, 2.0923953
16560.0, 2.09159
16570.0, 2.090786
16580.0, 2.0899827
16590.0, 2.0891805
16600.0, 2.0883787
16610.0, 2.0875773
16620.0, 2.0867774
16630.0, 2.0859778
16640.0, 2.0851796
16650.0, 2.0843816
16660.0, 2.0835843
16670.0, 2.082788
16680.0, 2.0819926
16690.0, 2.081198
16700.0, 2.0804036
16710.0, 2.0796106
16720.0, 2.078818
16730.0, 2.0780263
16740.0, 2.077235
16750.0, 2.076445
16760.0, 2.0756555
16770.0, 2.0748668
16780.0, 2.074079
16790.0, 2.0732915
16800.0, 2.0725052
16810.0, 2.0717196
16820.0, 2.0709345
16830.0, 2.0701504
16840.0, 2.069367
16850.0, 2.0685842
16860.0, 2.0678022
16870.0, 2.0670211
16880.0, 2.0662408
16890.0, 2.0654612
16900.0, 2.0646822
16910.0, 2.0639038
16920.0, 2.0631263
16930.0, 2.0623496
16940.0, 2.0615737
16950.0, 2.0607984
16960.0, 2.0600238
16970.0, 2.0592504
16980.0, 2.0584772
16990.0, 2.057705
17000.0, 2.0569332
17010.0, 2.056162
17020.0, 2.0553923
17030.0, 2.054623
17040.0, 2.053854
17050.0, 2.0530863
17060.0, 2.052319
17070.0, 2.0515525
17080.0, 2.050787
17090.0, 2.0500216
17100.0, 2.0492573
17110.0, 2.0484934
17120.0, 2.0477307
17130.0, 2.0469687
17140.0, 2.0462072
17150.0, 2.0454462
17160.0, 2.0446863
17170.0, 2.0439272
17180.0, 2.0431683
17190.0, 2.0424106
17200.0, 2.0416532
17210.0, 2.040897
17220.0, 2.0401413
17230.0, 2.039386
17240.0, 2.0386317
17250.0, 2.037878
17260.0, 2.0371246
17270.0, 2.036373
17280.0, 2.035621
17290.0, 2.0348704
17300.0, 2.03412
17310.0, 2.033371
17320.0, 2.0326223
17330.0, 2.0318742
17340.0, 2.0311267
17350.0, 2.03038
17360.0, 2.029634
17370.0, 2.0288887
17380.0, 2.0281441
17390.0, 2.0274003
17400.0, 2.026657
17410.0, 2.0259144
17420.0, 2.0251727
17430.0, 2.0244315
17440.0, 2.023691
17450.0, 2.0229511
17460.0, 2.0222123
17470.0, 2.021474
17480.0, 2.020736
17490.0, 2.0199988
17500.0, 2.0192623
17510.0, 2.0185268
17520.0, 2.017792
17530.0, 2.0170574
17540.0, 2.0163238
17550.0, 2.0155904
17560.0, 2.0148585
17570.0, 2.0141268
17580.0, 2.0133958
17590.0, 2.0126653
17600.0, 2.011936
17610.0, 2.0112069
17620.0, 2.0104787
17630.0, 2.0097508
17640.0, 2.0090241
17650.0, 2.008298
17660.0, 2.007572
17670.0, 2.006847
17680.0, 2.0061224
17690.0, 2.0053985
17700.0, 2.0046756
17710.0, 2.0039535
17720.0, 2.003232
17730.0, 2.0025108
17740.0, 2.0017903
17750.0, 2.001071
17760.0, 2.0003517
17770.0, 1.9996331
17780.0, 1.9989152
17790.0, 1.998198
17800.0, 1.9974821
17810.0, 1.9967659
17820.0, 1.9960506
17830.0, 1.9953362
17840.0, 1.994622
17850.0, 1.9939092
17860.0, 1.9931965
17870.0, 1.9924845
17880.0, 1.9917732
17890.0, 1.9910628
17900.0, 1.9903524
17910.0, 1.989643
17920.0, 1.9889342
17930.0, 1.9882259
17940.0, 1.9875187
17950.0, 1.9868116
17960.0, 1.9861056
17970.0, 1.9854001
17980.0, 1.9846951
17990.0, 1.9839908
18000.0, 1.9832872
18010.0, 1.9825841
18020.0, 1.9818814
18030.0, 1.9811796
18040.0, 1.9804786
18050.0, 1.9797783
18060.0, 1.9790783
18070.0, 1.9783788
18080.0, 1.9776803
18090.0, 1.9769824
18100.0, 1.9762846
18110.0, 1.9755878
18120.0, 1.9748917
18130.0, 1.9741963
18140.0, 1.9735016
18150.0, 1.972807
18160.0, 1.9721133
18170.0, 1.97142
18180.0, 1.9707276
18190.0, 1.9700359
18200.0, 1.9693445
18210.0, 1.9686538
18220.0, 1.9679639
18230.0, 1.9672748
18240.0, 1.966586
18250.0, 1.9658974
18260.0, 1.9652098
18270.0, 1.9645228
18280.0, 1.9638367
18290.0, 1.963151
18300.0, 1.9624658
18310.0, 1.9617813
18320.0, 1.9610972
18330.0, 1.960414
18340.0, 1.9597311
18350.0, 1.9590493
18360.0, 1.9583675
18370.0, 1.9576864
18380.0, 1.9570063
18390.0, 1.9563267
18400.0, 1.9556473
18410.0, 1.9549688
18420.0, 1.9542907
18430.0, 1.9536133
18440.0, 1.9529365
18450.0, 1.9522604
18460.0, 1.9515849
18470.0, 1.9509099
18480.0, 1.9502355
18490.0, 1.9495617
18500.0, 1.9488884
18510.0, 1.9482155
18520.0, 1.9475437
18530.0, 1.9468722
18540.0, 1.9462014
18550.0, 1.9455309
18560.0, 1.944861
18570.0, 1.9441924
18580.0, 1.9435236
18590.0, 1.9428556
18600.0, 1.9421883
18610.0, 1.9415212
18620.0, 1.9408553
18630.0, 1.9401895
18640.0, 1.9395243
18650.0, 1.9388599
18660.0, 1.9381958
18670.0, 1.9375327
18680.0, 1.93687
18690.0, 1.9362075
18700.0, 1.9355457
18710.0, 1.9348847
18720.0, 1.9342245
18730.0, 1.9335644
18740.0, 1.932905
18750.0, 1.9322461
18760.0, 1.9315878
18770.0, 1.9309304
18780.0, 1.9302733
18790.0, 1.9296165
18800.0, 1.9289607
18810.0, 1.9283055
18820.0, 1.9276505
18830.0, 1.9269961
18840.0, 1.9263422
18850.0, 1.9256891
18860.0, 1.9250367
18870.0, 1.9243847
18880.0, 1.9237331
18890.0, 1.9230821
18900.0, 1.9224318
18910.0, 1.9217823
18920.0, 1.9211326
18930.0, 1.920484
18940.0, 1.9198358
18950.0, 1.9191881
18960.0, 1.9185414
18970.0, 1.917895
18980.0, 1.9172488
18990.0, 1.9166033
19000.0, 1.9159586
19010.0, 1.9153142
19020.0, 1.9146706
19030.0, 1.9140272
19040.0, 1.9133843
19050.0, 1.9127424
19060.0, 1.9121009
19070.0, 1.9114598
19080.0, 1.9108195
19090.0, 1.9101791
19100.0, 1.9095399
19110.0, 1.9089013
19120.0, 1.9082627
19130.0, 1.907625
19140.0, 1.9069878
19150.0, 1.9063512
19160.0, 1.905715
19170.0, 1.9050792
19180.0, 1.904444
19190.0, 1.9038094
19200.0, 1.9031757
19210.0, 1.9025422
19220.0, 1.9019092
19230.0, 1.9012766
19240.0, 1.9006447
19250.0, 1.9000134
19260.0, 1.8993828
19270.0, 1.8987521
19280.0, 1.8981225
19290.0, 1.8974932
19300.0, 1.8968648
19310.0, 1.8962364
19320.0, 1.8956085
19330.0, 1.8949816
19340.0, 1.8943547
19350.0, 1.8937289
19360.0, 1.8931031
19370.0, 1.8924781
19380.0, 1.8918536
19390.0, 1.8912296
19400.0, 1.8906062
19410.0, 1.8899833
19420.0, 1.8893608
19430.0, 1.8887388
19440.0, 1.8881176
19450.0, 1.8874962
19460.0, 1.8868759
19470.0, 1.8862562
19480.0, 1.8856368
19490.0, 1.8850181
19500.0, 1.8843998
19510.0, 1.883782
19520.0, 1.8831645
19530.0, 1.8825475
19540.0, 1.8819315
19550.0, 1.8813158
19560.0, 1.8807005
19570.0, 1.8800857
19580.0, 1.8794714
19590.0, 1.8788576
19600.0, 1.8782446
19610.0, 1.8776314
19620.0, 1.8770195
19630.0, 1.8764077
19640.0, 1.8757967
19650.0, 1.8751858
19660.0, 1.8745757
19670.0, 1.8739659
19680.0, 1.8733566
19690.0, 1.872748
19700.0, 1.8721397
19710.0, 1.8715322
19720.0, 1.8709251
19730.0, 1.8703182
19740.0, 1.8697121
19750.0, 1.8691065
19760.0, 1.8685011
19770.0, 1.8678961
19780.0, 1.8672922
19790.0, 1.8666883
19800.0, 1.8660849
19810.0, 1.8654824
19820.0, 1.8648801
19830.0, 1.8642786
19840.0, 1.8636771
19850.0, 1.8630762
19860.0, 1.8624759
19870.0, 1.8618761
19880.0, 1.861277
19890.0, 1.8606782
19900.0, 1.8600798
19910.0, 1.8594818
19920.0, 1.8588845
19930.0, 1.8582877
19940.0, 1.8576912
19950.0, 1.8570952
19960.0, 1.8564999
19970.0, 1.8559047
19980.0, 1.8553106
19990.0, 1.8547164
20000.0, 1.8541229
20010.0, 1.8535297
20020.0, 1.8529371
20030.0, 1.8523453
20040.0, 1.8517537
20050.0, 1.8511624
20060.0, 1.8505716
20070.0, 1.8499817
20080.0, 1.849392
20090.0, 1.8488028
20100.0, 1.848214
20110.0, 1.8476257
20120.0, 1.847038
20130.0, 1.8464507
20140.0, 1.8458639
20150.0, 1.8452775
20160.0, 1.8446915
20170.0, 1.8441061
20180.0, 1.8435211
20190.0, 1.8429366
20200.0, 1.8423525
20210.0, 1.841769
20220.0, 1.8411858
20230.0, 1.8406032
20240.0, 1.840021
20250.0, 1.8394393
20260.0, 1.8388582
20270.0, 1.8382775
20280.0, 1.837697
20290.0, 1.837117
20300.0, 1.8365377
20310.0, 1.8359588
20320.0, 1.8353806
20330.0, 1.8348025
20340.0, 1.8342248
20350.0, 1.8336478
20360.0, 1.8330714
20370.0, 1.8324952
20380.0, 1.8319194
20390.0, 1.8313441
20400.0, 1.8307692
20410.0, 1.8301951
20420.0, 1.8296212
20430.0, 1.8290478
20440.0, 1.8284746
20450.0, 1.8279021
20460.0, 1.8273305
20470.0, 1.8267586
20480.0, 1.8261875
20490.0, 1.8256166
20500.0, 1.8250463
20510.0, 1.8244767
20520.0, 1.8239074
20530.0, 1.8233384
20540.0, 1.8227699
20550.0, 1.8222018
20560.0, 1.8216344
20570.0, 1.8210673
20580.0, 1.8205006
20590.0, 1.8199342
20600.0, 1.8193686
20610.0, 1.8188032
20620.0, 1.8182384
20630.0, 1.817674
20640.0, 1.8171101
20650.0, 1.8165466
20660.0, 1.8159833
20670.0, 1.8154207
20680.0, 1.8148582
20690.0, 1.8142964
20700.0, 1.8137352
20710.0, 1.8131745
20720.0, 1.8126138
20730.0, 1.8120538
20740.0, 1.8114941
20750.0, 1.8109351
20760.0, 1.8103763
20770.0, 1.809818
20780.0, 1.8092601
20790.0, 1.8087026
20800.0, 1.808146
20810.0, 1.8075892
20820.0, 1.8070333
20830.0, 1.8064772
20840.0, 1.8059219
20850.0, 1.8053675
20860.0, 1.8048129
20870.0, 1.804259
20880.0, 1.8037053
20890.0, 1.8031522
20900.0, 1.8025998
20910.0, 1.8020475
20920.0, 1.8014957
20930.0, 1.800944
20940.0, 1.8003935
20950.0, 1.7998426
20960.0, 1.7992927
20970.0, 1.7987429
20980.0, 1.7981936
20990.0, 1.7976449
21000.0, 1.7970965
21010.0, 1.7965484
21020.0, 1.7960007
21030.0, 1.7954534
21040.0, 1.794907
21050.0, 1.7943606
21060.0, 1.7938147
21070.0, 1.7932694
21080.0, 1.7927241
21090.0, 1.7921797
21100.0, 1.7916355
21110.0, 1.7910916
21120.0, 1.7905481
21130.0, 1.7900052
21140.0, 1.7894628
21150.0, 1.7889205
21160.0, 1.788379
21170.0, 1.7878375
21180.0, 1.7872967
21190.0, 1.7867562
21200.0, 1.786216
21210.0, 1.7856766
21220.0, 1.7851373
21230.0, 1.7845984
21240.0, 1.7840602
21250.0, 1.7835221
21260.0, 1.7829845
21270.0, 1.7824471
21280.0, 1.7819105
21290.0, 1.7813741
21300.0, 1.7808383
21310.0, 1.7803028
21320.0, 1.7797675
21330.0, 1.7792329
21340.0, 1.7786986
21350.0, 1.7781645
21360.0, 1.7776309
21370.0, 1.7770977
21380.0, 1.7765653
21390.0, 1.7760329
21400.0, 1.7755011
21410.0, 1.7749696
21420.0, 1.7744384
21430.0, 1.7739079
21440.0, 1.7733773
21450.0, 1.7728475
21460.0, 1.7723181
21470.0, 1.7717891
21480.0, 1.7712604
21490.0, 1.770732
21500.0, 1.7702041
21510.0, 1.7696766
21520.0, 1.7691495
21530.0, 1.7686226
21540.0, 1.7680966
21550.0, 1.7675705
21560.0, 1.767045
21570.0, 1.76652
21580.0, 1.7659953
21590.0, 1.7654709
21600.0, 1.7649469
21610.0, 1.7644234
21620.0, 1.7639004
21630.0, 1.7633775
21640.0, 1.7628553
21650.0, 1.7623332
21660.0, 1.7618115
21670.0, 1.7612904
21680.0, 1.7607696
21690.0, 1.7602493
21700.0, 1.7597291
21710.0, 1.7592098
21720.0, 1.7586905
21730.0, 1.7581714
21740.0, 1.7576531
21750.0, 1.7571349
21760.0, 1.7566171
21770.0, 1.7560999
21780.0, 1.7555829
21790.0, 1.7550663
21800.0, 1.7545501
21810.0, 1.7540345
21820.0, 1.753519
21830.0, 1.7530041
21840.0, 1.7524893
21850.0, 1.7519752
21860.0, 1.7514613
21870.0, 1.7509478
21880.0, 1.7504346
21890.0, 1.749922
21900.0, 1.7494096
21910.0, 1.7488978
21920.0, 1.7483863
21930.0, 1.747875
21940.0, 1.747364
21950.0, 1.7468537
21960.0, 1.7463436
21970.0, 1.7458341
21980.0, 1.7453247
21990.0, 1.7448157
22000.0, 1.7443069
22010.0, 1.743799
22020.0, 1.743291
22030.0, 1.7427834
22040.0, 1.7422765
22050.0, 1.7417698
22060.0, 1.7412636
22070.0, 1.7407576
22080.0, 1.7402518
22090.0, 1.7397467
22100.0, 1.7392417
22110.0, 1.7387375
22120.0, 1.7382336
22130.0, 1.7377298
22140.0, 1.7372264
22150.0, 1.7367234
22160.0, 1.7362206
22170.0, 1.7357186
22180.0, 1.7352165
22190.0, 1.7347149
22200.0, 1.7342138
22210.0, 1.7337132
22220.0, 1.7332127
22230.0, 1.7327125
22240.0, 1.732213
22250.0, 1.7317134
22260.0, 1.7312146
22270.0, 1.7307161
22280.0, 1.7302178
22290.0, 1.7297199
22300.0, 1.7292225
22310.0, 1.7287254
22320.0, 1.7282284
22330.0, 1.727732
22340.0, 1.727236
22350.0, 1.7267404
22360.0, 1.726245
22370.0, 1.7257499
22380.0, 1.7252553
22390.0, 1.724761
22400.0, 1.7242671
22410.0, 1.7237737
22420.0, 1.7232804
22430.0, 1.7227874
22440.0, 1.7222947
22450.0, 1.721803
22460.0, 1.7213112
22470.0, 1.7208197
22480.0, 1.7203286
22490.0, 1.719838
22500.0, 1.7193476
22510.0, 1.7188576
22520.0, 1.7183679
22530.0, 1.7178783
22540.0, 1.7173897
22550.0, 1.7169011
22560.0, 1.7164127
22570.0, 1.7159249
22580.0, 1.7154374
22590.0, 1.7149502
22600.0, 1.7144634
22610.0, 1.7139767
22620.0, 1.7134908
22630.0, 1.7130051
22640.0, 1.7125199
22650.0, 1.7120343
22660.0, 1.7115496
22670.0, 1.7110654
22680.0, 1.7105812
22690.0, 1.7100976
22700.0, 1.7096143
22710.0, 1.7091311
22720.0, 1.7086487
22730.0, 1.708166
22740.0, 1.7076842
22750.0, 1.7072026
22760.0, 1.7067212
22770.0, 1.7062402
22780.0, 1.7057599
22790.0, 1.7052792
22800.0, 1.7047998
22810.0, 1.7043197
22820.0, 1.7038407
22830.0, 1.7033617
22840.0, 1.7028834
22850.0, 1.702405
22860.0, 1.7019271
22870.0, 1.7014496
22880.0, 1.7009727
22890.0, 1.7004957
22900.0, 1.7000191
22910.0, 1.699543
22920.0, 1.699067
22930.0, 1.6985917
22940.0, 1.6981163
22950.0, 1.6976413
22960.0, 1.6971672
22970.0, 1.696693
22980.0, 1.6962191
22990.0, 1.6957456
23000.0, 1.6952722
23010.0, 1.6947997
23020.0, 1.6943269
23030.0, 1.693855
23040.0, 1.693383
23050.0, 1.6929115
23060.0, 1.6924403
23070.0, 1.6919694
23080.0, 1.6914991
23090.0, 1.691029
23100.0, 1.690559
23110.0, 1.6900895
23120.0, 1.6896205
23130.0, 1.6891516
23140.0, 1.688683
23150.0, 1.6882149
23160.0, 1.687747
23170.0, 1.6872796
23180.0, 1.686812
23190.0, 1.6863453
23200.0, 1.6858786
23210.0, 1.6854126
23220.0, 1.6849469
23230.0, 1.6844813
23240.0, 1.6840159
23250.0, 1.683551
23260.0, 1.6830863
23270.0, 1.6826221
23280.0, 1.6821582
23290.0, 1.6816945
23300.0, 1.6812311
23310.0, 1.680768
23320.0, 1.6803055
23330.0, 1.6798432
23340.0, 1.6793811
23350.0, 1.6789194
23360.0, 1.6784582
23370.0, 1.6779971
23380.0, 1.6775365
23390.0, 1.6770762
23400.0, 1.6766158
23410.0, 1.676156
23420.0, 1.6756966
23430.0, 1.6752375
23440.0, 1.6747788
23450.0, 1.6743201
23460.0, 1.6738622
23470.0, 1.6734042
23480.0, 1.6729468
23490.0, 1.6724895
23500.0, 1.6720325
23510.0, 1.6715758
23520.0, 1.6711195
23530.0, 1.6706635
23540.0, 1.6702079
23550.0, 1.6697525
23560.0, 1.6692976
23570.0, 1.6688429
23580.0, 1.6683885
23590.0, 1.6679344
23600.0, 1.6674805
23610.0, 1.6670274
23620.0, 1.6665741
23630.0, 1.6661212
23640.0, 1.6656685
23650.0, 1.6652163
23660.0, 1.6647646
23670.0, 1.6643128
23680.0, 1.6638618
23690.0, 1.6634107
