Energy (in eV), SEEE yield of material CERS-NASCAP at isotropic incidence
   X,       Y
23700.0, 1.6629603
23710.0, 1.6625097
23720.0, 1.6620598
23730.0, 1.66161
23740.0, 1.6611603
23750.0, 1.6607114
23760.0, 1.6602623
23770.0, 1.659814
23780.0, 1.6593658
23790.0, 1.6589179
23800.0, 1.6584705
23810.0, 1.658023
23820.0, 1.6575761
23830.0, 1.6571294
23840.0, 1.6566831
23850.0, 1.6562369
23860.0, 1.6557912
23870.0, 1.6553458
23880.0, 1.6549007
23890.0, 1.6544555
23900.0, 1.6540114
23910.0, 1.653567
23920.0, 1.6531229
23930.0, 1.6526793
23940.0, 1.6522359
23950.0, 1.651793
23960.0, 1.6513503
23970.0, 1.6509079
23980.0, 1.6504656
23990.0, 1.6500237
24000.0, 1.6495824
24010.0, 1.6491411
24020.0, 1.6487
24030.0, 1.6482593
24040.0, 1.6478192
24050.0, 1.647379
24060.0, 1.6469394
24070.0, 1.6464996
24080.0, 1.6460606
24090.0, 1.6456218
24100.0, 1.6451833
24110.0, 1.644745
24120.0, 1.6443071
24130.0, 1.6438694
24140.0, 1.643432
24150.0, 1.6429949
24160.0, 1.642558
24170.0, 1.6421214
24180.0, 1.6416851
24190.0, 1.6412494
24200.0, 1.6408138
24210.0, 1.6403785
24220.0, 1.6399434
24230.0, 1.6395085
24240.0, 1.6390741
24250.0, 1.6386399
24260.0, 1.6382059
24270.0, 1.6377724
24280.0, 1.6373389
24290.0, 1.636906
24300.0, 1.6364734
24310.0, 1.636041
24320.0, 1.6356088
24330.0, 1.6351771
24340.0, 1.6347456
24350.0, 1.6343141
24360.0, 1.6338831
24370.0, 1.6334523
24380.0, 1.6330223
24390.0, 1.6325918
24400.0, 1.6321621
24410.0, 1.6317325
24420.0, 1.6313033
24430.0, 1.6308743
24440.0, 1.6304455
24450.0, 1.6300172
24460.0, 1.6295892
24470.0, 1.6291612
24480.0, 1.6287336
24490.0, 1.6283065
24500.0, 1.6278795
24510.0, 1.6274527
24520.0, 1.6270263
24530.0, 1.6266003
24540.0, 1.6261744
24550.0, 1.6257488
24560.0, 1.6253234
24570.0, 1.6248984
24580.0, 1.6244737
24590.0, 1.6240494
24600.0, 1.6236253
24610.0, 1.6232014
24620.0, 1.6227777
24630.0, 1.6223544
24640.0, 1.6219314
24650.0, 1.6215086
24660.0, 1.621086
24670.0, 1.620664
24680.0, 1.620242
24690.0, 1.6198202
24700.0, 1.6193988
24710.0, 1.6189777
24720.0, 1.618557
24730.0, 1.6181365
24740.0, 1.6177161
24750.0, 1.6172962
24760.0, 1.6168762
24770.0, 1.6164571
24780.0, 1.6160378
24790.0, 1.615619
24800.0, 1.6152004
24810.0, 1.614782
24820.0, 1.614364
24830.0, 1.6139463
24840.0, 1.6135287
24850.0, 1.6131114
24860.0, 1.6126944
24870.0, 1.6122779
24880.0, 1.6118615
24890.0, 1.6114452
24900.0, 1.6110293
24910.0, 1.6106136
24920.0, 1.6101984
24930.0, 1.6097833
24940.0, 1.6093686
24950.0, 1.6089538
24960.0, 1.6085397
24970.0, 1.6081257
24980.0, 1.607712
24990.0, 1.6072986
25000.0, 1.6068853
25010.0, 1.6064725
25020.0, 1.6060598
25030.0, 1.6056473
25040.0, 1.6052353
25050.0, 1.6048236
25060.0, 1.6044118
25070.0, 1.6040006
25080.0, 1.6035897
25090.0, 1.603179
25100.0, 1.6027683
25110.0, 1.6023582
25120.0, 1.6019483
25130.0, 1.6015383
25140.0, 1.6011288
25150.0, 1.6007198
25160.0, 1.6003108
25170.0, 1.5999022
25180.0, 1.5994937
25190.0, 1.5990856
25200.0, 1.5986779
25210.0, 1.5982704
25220.0, 1.5978628
25230.0, 1.5974557
25240.0, 1.597049
25250.0, 1.5966426
25260.0, 1.5962361
25270.0, 1.5958302
25280.0, 1.5954243
25290.0, 1.5950189
25300.0, 1.5946137
25310.0, 1.5942087
25320.0, 1.593804
25330.0, 1.5933996
25340.0, 1.5929953
25350.0, 1.5925915
25360.0, 1.5921878
25370.0, 1.5917842
25380.0, 1.5913813
25390.0, 1.5909784
25400.0, 1.5905758
25410.0, 1.5901734
25420.0, 1.5897712
25430.0, 1.5893693
25440.0, 1.5889677
25450.0, 1.5885664
25460.0, 1.5881653
25470.0, 1.5877644
25480.0, 1.5873638
25490.0, 1.5869635
25500.0, 1.5865633
25510.0, 1.5861635
25520.0, 1.585764
25530.0, 1.5853646
25540.0, 1.5849658
25550.0, 1.5845668
25560.0, 1.5841682
25570.0, 1.58377
25580.0, 1.5833719
25590.0, 1.5829743
25600.0, 1.5825768
25610.0, 1.5821795
25620.0, 1.5817823
25630.0, 1.5813856
25640.0, 1.580989
25650.0, 1.5805926
25660.0, 1.5801967
25670.0, 1.5798008
25680.0, 1.5794054
25690.0, 1.5790102
25700.0, 1.5786151
25710.0, 1.5782204
25720.0, 1.5778258
25730.0, 1.5774316
25740.0, 1.5770377
25750.0, 1.5766438
25760.0, 1.5762506
25770.0, 1.575857
25780.0, 1.575464
25790.0, 1.5750711
25800.0, 1.5746787
25810.0, 1.5742865
25820.0, 1.5738943
25830.0, 1.5735027
25840.0, 1.5731112
25850.0, 1.5727199
25860.0, 1.5723287
25870.0, 1.5719378
25880.0, 1.5715475
25890.0, 1.5711571
25900.0, 1.570767
25910.0, 1.570377
25920.0, 1.5699875
25930.0, 1.5695984
25940.0, 1.5692091
25950.0, 1.5688201
25960.0, 1.5684319
25970.0, 1.5680435
25980.0, 1.5676553
25990.0, 1.5672673
26000.0, 1.5668797
26010.0, 1.5664923
26020.0, 1.5661052
26030.0, 1.5657184
26040.0, 1.5653316
26050.0, 1.5649451
26060.0, 1.5645591
26070.0, 1.5641731
26080.0, 1.5637876
26090.0, 1.5634018
26100.0, 1.5630168
26110.0, 1.5626317
26120.0, 1.562247
26130.0, 1.5618626
26140.0, 1.5614784
26150.0, 1.5610944
26160.0, 1.5607105
26170.0, 1.5603272
26180.0, 1.5599439
26190.0, 1.5595607
26200.0, 1.5591776
26210.0, 1.5587955
26220.0, 1.558413
26230.0, 1.558031
26240.0, 1.5576489
26250.0, 1.5572673
26260.0, 1.5568861
26270.0, 1.556505
26280.0, 1.5561237
26290.0, 1.5557432
26300.0, 1.5553628
26310.0, 1.5549825
26320.0, 1.5546026
26330.0, 1.5542228
26340.0, 1.5538433
26350.0, 1.5534639
26360.0, 1.5530847
26370.0, 1.5527061
26380.0, 1.5523276
26390.0, 1.5519495
26400.0, 1.5515712
26410.0, 1.5511931
26420.0, 1.5508158
26430.0, 1.5504384
26440.0, 1.5500611
26450.0, 1.5496842
26460.0, 1.5493075
26470.0, 1.548931
26480.0, 1.5485547
26490.0, 1.5481787
26500.0, 1.5478028
26510.0, 1.5474274
26520.0, 1.547052
26530.0, 1.546677
26540.0, 1.546302
26550.0, 1.5459273
26560.0, 1.5455531
26570.0, 1.5451788
26580.0, 1.5448048
26590.0, 1.544431
26600.0, 1.5440576
26610.0, 1.5436844
26620.0, 1.5433112
26630.0, 1.5429385
26640.0, 1.5425658
26650.0, 1.5421935
26660.0, 1.5418216
26670.0, 1.5414495
26680.0, 1.541078
26690.0, 1.5407065
26700.0, 1.5403353
26710.0, 1.5399643
26720.0, 1.5395937
26730.0, 1.539223
26740.0, 1.5388528
26750.0, 1.5384828
26760.0, 1.5381128
26770.0, 1.537743
26780.0, 1.5373737
26790.0, 1.5370046
26800.0, 1.5366356
26810.0, 1.536267
26820.0, 1.5358983
26830.0, 1.53553
26840.0, 1.535162
26850.0, 1.5347942
26860.0, 1.5344266
26870.0, 1.534059
26880.0, 1.5336921
26890.0, 1.5333252
26900.0, 1.5329585
26910.0, 1.5325919
26920.0, 1.5322255
26930.0, 1.5318595
26940.0, 1.5314935
26950.0, 1.531128
26960.0, 1.5307628
26970.0, 1.5303974
26980.0, 1.5300326
26990.0, 1.5296677
27000.0, 1.5293036
27010.0, 1.5289391
27020.0, 1.528575
27030.0, 1.5282111
27040.0, 1.5278475
27050.0, 1.527484
27060.0, 1.527121
27070.0, 1.526758
27080.0, 1.5263951
27090.0, 1.5260327
27100.0, 1.5256703
27110.0, 1.525308
27120.0, 1.5249461
27130.0, 1.5245847
27140.0, 1.5242231
27150.0, 1.523862
27160.0, 1.5235009
27170.0, 1.5231401
27180.0, 1.5227795
27190.0, 1.5224192
27200.0, 1.5220587
27210.0, 1.521699
27220.0, 1.5213393
27230.0, 1.5209799
27240.0, 1.5206205
27250.0, 1.5202614
27260.0, 1.5199026
27270.0, 1.5195439
27280.0, 1.5191854
27290.0, 1.5188273
27300.0, 1.5184692
27310.0, 1.5181115
27320.0, 1.5177537
27330.0, 1.5173966
27340.0, 1.5170393
27350.0, 1.5166825
27360.0, 1.5163257
27370.0, 1.5159689
27380.0, 1.515613
27390.0, 1.5152568
27400.0, 1.5149009
27410.0, 1.5145452
27420.0, 1.5141898
27430.0, 1.5138347
27440.0, 1.5134796
27450.0, 1.5131246
27460.0, 1.5127702
27470.0, 1.5124156
27480.0, 1.5120614
27490.0, 1.5117074
27500.0, 1.5113537
27510.0, 1.5110002
27520.0, 1.5106468
27530.0, 1.5102936
27540.0, 1.5099406
27550.0, 1.509588
27560.0, 1.5092356
27570.0, 1.5088831
27580.0, 1.5085311
27590.0, 1.5081792
27600.0, 1.5078275
27610.0, 1.507476
27620.0, 1.5071247
27630.0, 1.5067736
27640.0, 1.5064229
27650.0, 1.5060722
27660.0, 1.5057216
27670.0, 1.5053716
27680.0, 1.5050216
27690.0, 1.5046716
27700.0, 1.5043219
27710.0, 1.5039724
27720.0, 1.5036236
27730.0, 1.5032744
27740.0, 1.5029255
27750.0, 1.502577
27760.0, 1.5022286
27770.0, 1.5018804
27780.0, 1.5015326
27790.0, 1.5011846
27800.0, 1.5008371
27810.0, 1.5004897
27820.0, 1.5001426
27830.0, 1.4997956
27840.0, 1.4994488
27850.0, 1.4991022
27860.0, 1.4987557
27870.0, 1.4984099
27880.0, 1.4980638
27890.0, 1.4977182
27900.0, 1.4973725
27910.0, 1.4970272
27920.0, 1.496682
27930.0, 1.4963372
27940.0, 1.4959924
27950.0, 1.4956478
27960.0, 1.4953034
27970.0, 1.4949595
27980.0, 1.4946157
27990.0, 1.4942718
28000.0, 1.4939281
28010.0, 1.493585
28020.0, 1.4932418
28030.0, 1.4928988
28040.0, 1.4925562
28050.0, 1.4922135
28060.0, 1.4918714
28070.0, 1.4915291
28080.0, 1.4911871
28090.0, 1.4908453
28100.0, 1.4905038
28110.0, 1.4901625
28120.0, 1.4898213
28130.0, 1.4894803
28140.0, 1.4891397
28150.0, 1.4887991
28160.0, 1.4884589
28170.0, 1.4881185
28180.0, 1.4877785
28190.0, 1.4874388
28200.0, 1.4870993
28210.0, 1.48676
28220.0, 1.4864208
28230.0, 1.486082
28240.0, 1.485743
28250.0, 1.4854044
28260.0, 1.485066
28270.0, 1.4847277
28280.0, 1.4843898
28290.0, 1.484052
28300.0, 1.4837145
28310.0, 1.483377
28320.0, 1.4830397
28330.0, 1.4827027
28340.0, 1.4823657
28350.0, 1.4820292
28360.0, 1.4816927
28370.0, 1.4813565
28380.0, 1.4810203
28390.0, 1.4806844
28400.0, 1.4803491
28410.0, 1.4800134
28420.0, 1.4796782
28430.0, 1.4793429
28440.0, 1.4790081
28450.0, 1.4786733
28460.0, 1.4783388
28470.0, 1.4780045
28480.0, 1.4776704
28490.0, 1.4773365
28500.0, 1.4770026
28510.0, 1.4766692
28520.0, 1.4763358
28530.0, 1.4760026
28540.0, 1.4756696
28550.0, 1.4753369
28560.0, 1.4750042
28570.0, 1.4746718
28580.0, 1.4743394
28590.0, 1.4740076
28600.0, 1.4736756
28610.0, 1.473344
28620.0, 1.4730123
28630.0, 1.4726812
28640.0, 1.47235
28650.0, 1.4720192
28660.0, 1.4716885
28670.0, 1.471358
28680.0, 1.4710276
28690.0, 1.4706975
28700.0, 1.4703673
28710.0, 1.4700375
28720.0, 1.469708
28730.0, 1.4693787
28740.0, 1.4690495
28750.0, 1.4687203
28760.0, 1.4683914
28770.0, 1.4680626
28780.0, 1.4677342
28790.0, 1.4674062
28800.0, 1.4670781
28810.0, 1.4667501
28820.0, 1.4664222
28830.0, 1.4660947
28840.0, 1.4657674
28850.0, 1.4654402
28860.0, 1.4651129
28870.0, 1.4647863
28880.0, 1.4644595
28890.0, 1.4641334
28900.0, 1.463807
28910.0, 1.463481
28920.0, 1.4631549
28930.0, 1.4628294
28940.0, 1.4625038
28950.0, 1.4621783
28960.0, 1.4618533
28970.0, 1.4615282
28980.0, 1.4612035
28990.0, 1.4608787
29000.0, 1.4605546
29010.0, 1.4602301
29020.0, 1.4599062
29030.0, 1.4595824
29040.0, 1.4592586
29050.0, 1.4589351
29060.0, 1.4586117
29070.0, 1.4582886
29080.0, 1.4579657
29090.0, 1.4576428
29100.0, 1.4573203
29110.0, 1.4569979
29120.0, 1.4566754
29130.0, 1.4563535
29140.0, 1.4560318
29150.0, 1.45571
29160.0, 1.4553883
29170.0, 1.4550672
29180.0, 1.454746
29190.0, 1.4544249
29200.0, 1.4541041
29210.0, 1.4537834
29220.0, 1.4534631
29230.0, 1.4531428
29240.0, 1.4528228
29250.0, 1.4525027
29260.0, 1.452183
29270.0, 1.4518634
29280.0, 1.451544
29290.0, 1.4512248
29300.0, 1.4509058
29310.0, 1.4505872
29320.0, 1.4502685
29330.0, 1.4499499
29340.0, 1.4496316
29350.0, 1.4493135
29360.0, 1.4489955
29370.0, 1.4486778
29380.0, 1.4483602
29390.0, 1.4480426
29400.0, 1.4477254
29410.0, 1.4474084
29420.0, 1.4470916
29430.0, 1.4467748
29440.0, 1.4464581
29450.0, 1.4461417
29460.0, 1.4458257
29470.0, 1.4455096
29480.0, 1.4451938
29490.0, 1.444878
29500.0, 1.4445626
29510.0, 1.4442472
29520.0, 1.4439319
29530.0, 1.4436171
29540.0, 1.4433023
29550.0, 1.4429878
29560.0, 1.4426732
29570.0, 1.442359
29580.0, 1.4420449
29590.0, 1.4417307
29600.0, 1.4414172
29610.0, 1.4411036
29620.0, 1.4407902
29630.0, 1.4404769
29640.0, 1.4401637
29650.0, 1.4398512
29660.0, 1.4395384
29670.0, 1.4392257
29680.0, 1.4389132
29690.0, 1.438601
29700.0, 1.438289
29710.0, 1.4379772
29720.0, 1.4376655
29730.0, 1.437354
29740.0, 1.4370426
29750.0, 1.4367315
29760.0, 1.4364206
29770.0, 1.4361095
29780.0, 1.4357989
29790.0, 1.4354883
29800.0, 1.435178
29810.0, 1.434868
29820.0, 1.434558
29830.0, 1.4342481
29840.0, 1.4339385
29850.0, 1.4336289
29860.0, 1.4333196
29870.0, 1.4330106
29880.0, 1.4327015
29890.0, 1.4323928
29900.0, 1.4320842
29910.0, 1.4317756
29920.0, 1.4314673
29930.0, 1.4311591
29940.0, 1.4308511
29950.0, 1.4305433
29960.0, 1.4302357
29970.0, 1.4299284
29980.0, 1.429621
29990.0, 1.4293139
30000.0, 1.4290069
