Energy (in eV), SEEE yield of material ITOC-NASCAP at isotropic incidence
   X,       Y
11490.0, 0.95173115
11500.0, 0.9512498
11510.0, 0.95076925
11520.0, 0.9502894
11530.0, 0.94981015
11540.0, 0.9493316
11550.0, 0.9488535
11560.0, 0.94837624
11570.0, 0.9478996
11580.0, 0.9474235
11590.0, 0.946948
11600.0, 0.9464733
11610.0, 0.9459991
11620.0, 0.9455255
11630.0, 0.9450528
11640.0, 0.94458044
11650.0, 0.9441089
11660.0, 0.9436377
11670.0, 0.94316745
11680.0, 0.94269764
11690.0, 0.9422286
11700.0, 0.94175994
11710.0, 0.9412921
11720.0, 0.94082487
11730.0, 0.9403582
11740.0, 0.9398922
11750.0, 0.9394267
11760.0, 0.9389619
11770.0, 0.9384977
11780.0, 0.93803424
11790.0, 0.9375711
11800.0, 0.93710876
11810.0, 0.9366468
11820.0, 0.9361857
11830.0, 0.93572515
11840.0, 0.93526524
11850.0, 0.934806
11860.0, 0.93434715
11870.0, 0.933889
11880.0, 0.93343145
11890.0, 0.9329745
11900.0, 0.932518
11910.0, 0.9320623
11920.0, 0.9316072
11930.0, 0.93115246
11940.0, 0.9306986
11950.0, 0.93024504
11960.0, 0.9297923
11970.0, 0.92933995
11980.0, 0.92888844
11990.0, 0.92843735
12000.0, 0.9279868
12010.0, 0.9275369
12020.0, 0.92708755
12030.0, 0.9266388
12040.0, 0.92619056
12050.0, 0.9257431
12060.0, 0.92529607
12070.0, 0.92484975
12080.0, 0.9244037
12090.0, 0.9239585
12100.0, 0.9235136
12110.0, 0.92306954
12120.0, 0.92262596
12130.0, 0.9221829
12140.0, 0.9217405
12150.0, 0.9212986
12160.0, 0.92085725
12170.0, 0.9204163
12180.0, 0.9199762
12190.0, 0.91953653
12200.0, 0.9190974
12210.0, 0.91865903
12220.0, 0.91822094
12230.0, 0.9177836
12240.0, 0.9173467
12250.0, 0.91691035
12260.0, 0.9164745
12270.0, 0.91603935
12280.0, 0.9156048
12290.0, 0.91517055
12300.0, 0.914737
12310.0, 0.91430396
12320.0, 0.9138715
12330.0, 0.9134396
12340.0, 0.9130083
12350.0, 0.9125774
12360.0, 0.91214716
12370.0, 0.91171736
12380.0, 0.911288
12390.0, 0.91085935
12400.0, 0.91043115
12410.0, 0.9100036
12420.0, 0.9095765
12430.0, 0.90915
12440.0, 0.908724
12450.0, 0.90829855
12460.0, 0.9078735
12470.0, 0.9074491
12480.0, 0.9070251
12490.0, 0.9066018
12500.0, 0.90617895
12510.0, 0.9057566
12520.0, 0.9053348
12530.0, 0.90491354
12540.0, 0.9044928
12550.0, 0.90407246
12560.0, 0.90365285
12570.0, 0.90323365
12580.0, 0.902815
12590.0, 0.9023968
12600.0, 0.901979
12610.0, 0.9015621
12620.0, 0.9011453
12630.0, 0.9007294
12640.0, 0.9003137
12650.0, 0.89989865
12660.0, 0.89948404
12670.0, 0.8990699
12680.0, 0.8986563
12690.0, 0.89824337
12700.0, 0.8978307
12710.0, 0.8974187
12720.0, 0.89700717
12730.0, 0.89659613
12740.0, 0.8961855
12750.0, 0.8957755
12760.0, 0.8953659
12770.0, 0.8949568
12780.0, 0.89454836
12790.0, 0.89414036
12800.0, 0.8937328
12810.0, 0.8933257
12820.0, 0.8929191
12830.0, 0.892513
12840.0, 0.89210737
12850.0, 0.8917024
12860.0, 0.8912978
12870.0, 0.8908937
12880.0, 0.89048994
12890.0, 0.89008677
12900.0, 0.88968414
12910.0, 0.889282
12920.0, 0.88888043
12930.0, 0.88847905
12940.0, 0.8880785
12950.0, 0.88767815
12960.0, 0.8872784
12970.0, 0.8868791
12980.0, 0.8864802
12990.0, 0.88608205
13000.0, 0.885684
13010.0, 0.8852868
13020.0, 0.8848896
13030.0, 0.8844933
13040.0, 0.88409734
13050.0, 0.8837018
13060.0, 0.8833069
13070.0, 0.8829124
13080.0, 0.8825183
13090.0, 0.88212466
13100.0, 0.88173145
13110.0, 0.8813388
13120.0, 0.8809467
13130.0, 0.88055485
13140.0, 0.88016355
13150.0, 0.8797728
13160.0, 0.87938243
13170.0, 0.8789925
13180.0, 0.878603
13190.0, 0.8782141
13200.0, 0.87782544
13210.0, 0.87743753
13220.0, 0.8770498
13230.0, 0.87666273
13240.0, 0.87627596
13250.0, 0.8758898
13260.0, 0.875504
13270.0, 0.8751187
13280.0, 0.8747338
13290.0, 0.87434936
13300.0, 0.8739653
13310.0, 0.87358177
13320.0, 0.8731987
13330.0, 0.8728159
13340.0, 0.8724338
13350.0, 0.872052
13360.0, 0.87167084
13370.0, 0.8712899
13380.0, 0.8709095
13390.0, 0.8705294
13400.0, 0.8701498
13410.0, 0.86977094
13420.0, 0.8693921
13430.0, 0.8690139
13440.0, 0.8686363
13450.0, 0.8682589
13460.0, 0.8678818
13470.0, 0.8675053
13480.0, 0.8671293
13490.0, 0.8667537
13500.0, 0.86637866
13510.0, 0.8660038
13520.0, 0.8656296
13530.0, 0.86525565
13540.0, 0.8648823
13550.0, 0.8645092
13560.0, 0.86413634
13570.0, 0.8637644
13580.0, 0.8633926
13590.0, 0.8630213
13600.0, 0.86265045
13610.0, 0.86228
13620.0, 0.86191
13630.0, 0.8615404
13640.0, 0.8611711
13650.0, 0.86080253
13660.0, 0.86043406
13670.0, 0.86006606
13680.0, 0.85969853
13690.0, 0.85933137
13700.0, 0.8589648
13710.0, 0.8585984
13720.0, 0.8582327
13730.0, 0.85786724
13740.0, 0.85750216
13750.0, 0.85713756
13760.0, 0.85677326
13770.0, 0.8564096
13780.0, 0.85604614
13790.0, 0.8556833
13800.0, 0.8553207
13810.0, 0.85495853
13820.0, 0.8545968
13830.0, 0.8542354
13840.0, 0.85387456
13850.0, 0.8535139
13860.0, 0.8531539
13870.0, 0.8527942
13880.0, 0.85243493
13890.0, 0.85207593
13900.0, 0.85171753
13910.0, 0.8513593
13920.0, 0.8510017
13930.0, 0.8506443
13940.0, 0.8502876
13950.0, 0.84993094
13960.0, 0.84957474
13970.0, 0.84921914
13980.0, 0.8488637
13990.0, 0.8485089
14000.0, 0.8481544
14010.0, 0.8478004
14020.0, 0.84744644
14030.0, 0.8470933
14040.0, 0.84674025
14050.0, 0.8463877
14060.0, 0.8460355
14070.0, 0.8456836
14080.0, 0.8453325
14090.0, 0.8449814
14100.0, 0.8446308
14110.0, 0.84428054
14120.0, 0.8439308
14130.0, 0.8435812
14140.0, 0.84323215
14150.0, 0.84288347
14160.0, 0.84253514
14170.0, 0.8421873
14180.0, 0.8418398
14190.0, 0.84149265
14200.0, 0.84114575
14210.0, 0.84079945
14220.0, 0.84045327
14230.0, 0.84010786
14240.0, 0.83976245
14250.0, 0.8394176
14260.0, 0.839073
14270.0, 0.83872885
14280.0, 0.8383852
14290.0, 0.8380419
14300.0, 0.83769894
14310.0, 0.83735627
14320.0, 0.8370141
14330.0, 0.83667207
14340.0, 0.8363305
14350.0, 0.8359895
14360.0, 0.8356487
14370.0, 0.8353083
14380.0, 0.8349683
14390.0, 0.8346287
14400.0, 0.8342893
14410.0, 0.83395046
14420.0, 0.83361185
14430.0, 0.83327365
14440.0, 0.832936
14450.0, 0.8325984
14460.0, 0.8322612
14470.0, 0.8319245
14480.0, 0.83158815
14490.0, 0.83125216
14500.0, 0.83091646
14510.0, 0.83058125
14520.0, 0.83024627
14530.0, 0.82991177
14540.0, 0.82957745
14550.0, 0.82924354
14560.0, 0.82891005
14570.0, 0.82857704
14580.0, 0.8282442
14590.0, 0.8279118
14600.0, 0.8275797
14610.0, 0.827248
14620.0, 0.8269167
14630.0, 0.82658553
14640.0, 0.82625496
14650.0, 0.82592463
14660.0, 0.8255947
14670.0, 0.82526517
14680.0, 0.824936
14690.0, 0.8246069
14700.0, 0.8242784
14710.0, 0.82395023
14720.0, 0.82362235
14730.0, 0.8232948
14740.0, 0.82296765
14750.0, 0.8226409
14760.0, 0.8223144
14770.0, 0.8219882
14780.0, 0.8216625
14790.0, 0.8213371
14800.0, 0.821012
14810.0, 0.8206872
14820.0, 0.82036287
14830.0, 0.8200387
14840.0, 0.81971496
14850.0, 0.8193914
14860.0, 0.81906855
14870.0, 0.81874573
14880.0, 0.81842333
14890.0, 0.81810135
14900.0, 0.8177798
14910.0, 0.81745833
14920.0, 0.8171373
14930.0, 0.8168166
14940.0, 0.8164962
14950.0, 0.81617624
14960.0, 0.81585646
14970.0, 0.8155372
14980.0, 0.8152182
14990.0, 0.8148995
15000.0, 0.8145811
15010.0, 0.81426305
15020.0, 0.81394535
15030.0, 0.8136281
15040.0, 0.813311
15050.0, 0.8129941
15060.0, 0.81267786
15070.0, 0.8123618
15080.0, 0.8120462
15090.0, 0.8117306
15100.0, 0.8114157
15110.0, 0.81110084
15120.0, 0.8107864
15130.0, 0.81047237
15140.0, 0.81015855
15150.0, 0.8098451
15160.0, 0.80953187
15170.0, 0.8092193
15180.0, 0.8089067
15190.0, 0.80859464
15200.0, 0.80828273
15210.0, 0.8079712
15220.0, 0.8076599
15230.0, 0.8073491
15240.0, 0.80703855
15250.0, 0.8067283
15260.0, 0.80641836
15270.0, 0.8061087
15280.0, 0.8057994
15290.0, 0.80549043
15300.0, 0.80518174
15310.0, 0.8048734
15320.0, 0.80456537
15330.0, 0.80425775
15340.0, 0.80395025
15350.0, 0.80364317
15360.0, 0.8033364
15370.0, 0.80302995
15380.0, 0.8027239
15390.0, 0.80241793
15400.0, 0.8021124
15410.0, 0.8018071
15420.0, 0.80150217
15430.0, 0.8011975
15440.0, 0.8008933
15450.0, 0.8005893
15460.0, 0.8002857
15470.0, 0.79998225
15480.0, 0.7996793
15490.0, 0.7993764
15500.0, 0.79907393
15510.0, 0.79877174
15520.0, 0.7984698
15530.0, 0.79816836
15540.0, 0.79786706
15550.0, 0.7975662
15560.0, 0.79726547
15570.0, 0.7969652
15580.0, 0.79666513
15590.0, 0.7963654
15600.0, 0.796066
15610.0, 0.7957668
15620.0, 0.795468
15630.0, 0.79516935
15640.0, 0.7948711
15650.0, 0.7945732
15660.0, 0.7942756
15670.0, 0.7939782
15680.0, 0.7936812
15690.0, 0.7933845
15700.0, 0.793088
15710.0, 0.7927918
15720.0, 0.79249585
15730.0, 0.7922003
15740.0, 0.791905
15750.0, 0.79161
15760.0, 0.79131526
15770.0, 0.79102093
15780.0, 0.7907268
15790.0, 0.79043293
15800.0, 0.7901393
15810.0, 0.78984606
15820.0, 0.7895532
15830.0, 0.78926045
15840.0, 0.7889681
15850.0, 0.78867596
15860.0, 0.78838426
15870.0, 0.7880927
15880.0, 0.78780144
15890.0, 0.7875106
15900.0, 0.7872199
15910.0, 0.7869296
15920.0, 0.78663933
15930.0, 0.78634965
15940.0, 0.7860601
15950.0, 0.7857709
15960.0, 0.7854819
15970.0, 0.7851933
15980.0, 0.78490484
15990.0, 0.7846167
16000.0, 0.78432894
16010.0, 0.78404135
16020.0, 0.78375405
16030.0, 0.78346723
16040.0, 0.7831805
16050.0, 0.782894
16060.0, 0.782608
16070.0, 0.7823221
16080.0, 0.7820365
16090.0, 0.7817511
16100.0, 0.78146607
16110.0, 0.78118134
16120.0, 0.78089684
16130.0, 0.7806127
16140.0, 0.7803288
16150.0, 0.7800451
16160.0, 0.7797617
16170.0, 0.77947855
16180.0, 0.7791958
16190.0, 0.77891314
16200.0, 0.7786309
16210.0, 0.77834886
16220.0, 0.7780671
16230.0, 0.7777856
16240.0, 0.7775044
16250.0, 0.7772236
16260.0, 0.77694297
16270.0, 0.77666247
16280.0, 0.77638245
16290.0, 0.7761026
16300.0, 0.7758229
16310.0, 0.7755436
16320.0, 0.7752647
16330.0, 0.77498585
16340.0, 0.77470726
16350.0, 0.774429
16360.0, 0.7741511
16370.0, 0.7738733
16380.0, 0.773596
16390.0, 0.7733187
16400.0, 0.77304184
16410.0, 0.77276516
16420.0, 0.7724888
16430.0, 0.7722127
16440.0, 0.7719368
16450.0, 0.77166116
16460.0, 0.7713858
16470.0, 0.7711108
16480.0, 0.770836
16490.0, 0.77056134
16500.0, 0.77028704
16510.0, 0.7700131
16520.0, 0.7697392
16530.0, 0.7694657
16540.0, 0.7691924
16550.0, 0.7689196
16560.0, 0.7686468
16570.0, 0.76837426
16580.0, 0.76810205
16590.0, 0.76782995
16600.0, 0.7675583
16610.0, 0.76728684
16620.0, 0.76701564
16630.0, 0.76674485
16640.0, 0.76647407
16650.0, 0.76620364
16660.0, 0.7659334
16670.0, 0.76566344
16680.0, 0.76539373
16690.0, 0.7651243
16700.0, 0.76485515
16710.0, 0.76458627
16720.0, 0.76431763
16730.0, 0.7640492
16740.0, 0.76378095
16750.0, 0.7635131
16760.0, 0.7632454
16770.0, 0.76297796
16780.0, 0.7627107
16790.0, 0.76244384
16800.0, 0.7621772
16810.0, 0.7619108
16820.0, 0.76164466
16830.0, 0.76137877
16840.0, 0.76111305
16850.0, 0.76084757
16860.0, 0.76058245
16870.0, 0.76031744
16880.0, 0.7600528
16890.0, 0.7597883
16900.0, 0.75952417
16910.0, 0.7592602
16920.0, 0.7589965
16930.0, 0.758733
16940.0, 0.7584697
16950.0, 0.7582068
16960.0, 0.757944
16970.0, 0.7576815
16980.0, 0.7574194
16990.0, 0.7571573
17000.0, 0.7568954
17010.0, 0.75663394
17020.0, 0.7563727
17030.0, 0.75611156
17040.0, 0.75585073
17050.0, 0.7555903
17060.0, 0.7553299
17070.0, 0.75506985
17080.0, 0.75481
17090.0, 0.75455034
17100.0, 0.7542909
17110.0, 0.7540318
17120.0, 0.753773
17130.0, 0.75351423
17140.0, 0.7532559
17150.0, 0.75299764
17160.0, 0.7527396
17170.0, 0.7524819
17180.0, 0.7522244
17190.0, 0.7519672
17200.0, 0.75171024
17210.0, 0.75145334
17220.0, 0.7511968
17230.0, 0.7509405
17240.0, 0.7506844
17250.0, 0.7504285
17260.0, 0.750173
17270.0, 0.7499175
17280.0, 0.74966234
17290.0, 0.7494074
17300.0, 0.7491527
17310.0, 0.74889827
17320.0, 0.74864393
17330.0, 0.74838996
17340.0, 0.7481363
17350.0, 0.7478827
17360.0, 0.7476294
17370.0, 0.7473762
17380.0, 0.7471234
17390.0, 0.7468708
17400.0, 0.74661833
17410.0, 0.74636614
17420.0, 0.74611425
17430.0, 0.7458625
17440.0, 0.74561095
17450.0, 0.7453597
17460.0, 0.7451086
17470.0, 0.7448578
17480.0, 0.7446073
17490.0, 0.74435693
17500.0, 0.7441067
17510.0, 0.74385685
17520.0, 0.74360704
17530.0, 0.7433576
17540.0, 0.7431083
17550.0, 0.74285936
17560.0, 0.7426105
17570.0, 0.7423619
17580.0, 0.7421136
17590.0, 0.74186534
17600.0, 0.74161744
17610.0, 0.7413697
17620.0, 0.7411222
17630.0, 0.74087495
17640.0, 0.74062794
17650.0, 0.7403811
17660.0, 0.7401345
17670.0, 0.7398881
17680.0, 0.73964196
17690.0, 0.739396
17700.0, 0.7391503
17710.0, 0.73890483
17720.0, 0.73865944
17730.0, 0.7384144
17740.0, 0.7381695
17750.0, 0.73792475
17760.0, 0.7376803
17770.0, 0.7374361
17780.0, 0.73719215
17790.0, 0.73694825
17800.0, 0.73670477
17810.0, 0.7364614
17820.0, 0.7362183
17830.0, 0.7359753
17840.0, 0.7357327
17850.0, 0.7354901
17860.0, 0.73524773
17870.0, 0.7350058
17880.0, 0.73476386
17890.0, 0.7345222
17900.0, 0.73428077
17910.0, 0.7340395
17920.0, 0.73379844
17930.0, 0.7335577
17940.0, 0.733317
17950.0, 0.7330766
17960.0, 0.73283654
17970.0, 0.7325966
17980.0, 0.7323567
17990.0, 0.7321172
18000.0, 0.73187774
18010.0, 0.73163867
18020.0, 0.73139983
18030.0, 0.73116106
18040.0, 0.7309224
18050.0, 0.7306842
18060.0, 0.73044616
18070.0, 0.7302082
18080.0, 0.7299706
18090.0, 0.72973305
18100.0, 0.7294958
18110.0, 0.7292587
18120.0, 0.72902185
18130.0, 0.7287852
18140.0, 0.72854877
18150.0, 0.72831243
18160.0, 0.7280764
18170.0, 0.7278406
18180.0, 0.72760487
18190.0, 0.7273694
18200.0, 0.7271343
18210.0, 0.7268992
18220.0, 0.7266644
18230.0, 0.72642976
18240.0, 0.7261953
18250.0, 0.7259611
18260.0, 0.7257271
18270.0, 0.7254932
18280.0, 0.7252597
18290.0, 0.7250263
18300.0, 0.7247931
18310.0, 0.7245601
18320.0, 0.7243272
18330.0, 0.72409457
18340.0, 0.7238621
18350.0, 0.7236299
18360.0, 0.7233979
18370.0, 0.72316605
18380.0, 0.7229345
18390.0, 0.72270304
18400.0, 0.7224718
18410.0, 0.7222406
18420.0, 0.7220099
18430.0, 0.72177917
18440.0, 0.7215487
18450.0, 0.72131854
18460.0, 0.72108847
18470.0, 0.72085863
18480.0, 0.7206289
18490.0, 0.7203995
18500.0, 0.72017014
18510.0, 0.7199411
18520.0, 0.7197122
18530.0, 0.71948344
18540.0, 0.719255
18550.0, 0.7190266
18560.0, 0.7187986
18570.0, 0.71857065
18580.0, 0.7183429
18590.0, 0.7181154
18600.0, 0.71788806
18610.0, 0.7176609
18620.0, 0.71743387
18630.0, 0.7172072
18640.0, 0.71698064
18650.0, 0.71675414
18660.0, 0.71652794
18670.0, 0.7163019
18680.0, 0.71607614
18690.0, 0.7158505
18700.0, 0.715625
18710.0, 0.7153998
18720.0, 0.71517473
18730.0, 0.71494985
18740.0, 0.71472514
18750.0, 0.7145006
18760.0, 0.7142764
18770.0, 0.71405214
18780.0, 0.7138282
18790.0, 0.7136045
18800.0, 0.713381
18810.0, 0.7131577
18820.0, 0.71293443
18830.0, 0.7127113
18840.0, 0.71248853
18850.0, 0.71226597
18860.0, 0.7120435
18870.0, 0.71182126
18880.0, 0.7115992
18890.0, 0.7113772
18900.0, 0.71115553
18910.0, 0.710934
18920.0, 0.71071273
18930.0, 0.7104916
18940.0, 0.7102705
18950.0, 0.71004975
18960.0, 0.7098292
18970.0, 0.7096087
18980.0, 0.7093885
18990.0, 0.70916843
19000.0, 0.70894855
19010.0, 0.70872885
19020.0, 0.70850927
19030.0, 0.7082899
19040.0, 0.70807076
19050.0, 0.7078518
19060.0, 0.707633
19070.0, 0.70741445
19080.0, 0.70719606
19090.0, 0.7069777
19100.0, 0.7067597
19110.0, 0.7065417
19120.0, 0.70632404
19130.0, 0.7061065
19140.0, 0.7058891
19150.0, 0.7056719
19160.0, 0.70545495
19170.0, 0.70523816
19180.0, 0.70502144
19190.0, 0.704805
19200.0, 0.7045887
19210.0, 0.7043726
19220.0, 0.7041567
19230.0, 0.7039409
19240.0, 0.70372534
19250.0, 0.70350987
19260.0, 0.70329463
19270.0, 0.7030796
19280.0, 0.70286465
19290.0, 0.70264995
19300.0, 0.70243555
19310.0, 0.7022211
19320.0, 0.7020069
19330.0, 0.7017928
19340.0, 0.70157903
19350.0, 0.70136523
19360.0, 0.7011519
19370.0, 0.7009385
19380.0, 0.70072544
19390.0, 0.70051235
19400.0, 0.7002997
19410.0, 0.70008695
19420.0, 0.6998744
19430.0, 0.6996622
19440.0, 0.69945014
19450.0, 0.6992382
19460.0, 0.6990264
19470.0, 0.69881487
19480.0, 0.6986034
19490.0, 0.6983921
19500.0, 0.698181
19510.0, 0.69797003
19520.0, 0.6977594
19530.0, 0.6975487
19540.0, 0.6973383
19550.0, 0.69712806
19560.0, 0.696918
19570.0, 0.696708
19580.0, 0.69649833
19590.0, 0.6962887
19600.0, 0.69607943
19610.0, 0.6958701
19620.0, 0.695661
19630.0, 0.6954521
19640.0, 0.6952434
19650.0, 0.69503486
19660.0, 0.69482654
19670.0, 0.6946183
19680.0, 0.69441015
19690.0, 0.6942023
19700.0, 0.6939945
19710.0, 0.6937869
19720.0, 0.69357955
19730.0, 0.6933723
19740.0, 0.6931652
19750.0, 0.6929583
19760.0, 0.6927515
19770.0, 0.69254494
19780.0, 0.6923385
19790.0, 0.69213223
19800.0, 0.6919263
19810.0, 0.69172037
19820.0, 0.69151455
19830.0, 0.69130886
19840.0, 0.6911035
19850.0, 0.69089824
19860.0, 0.6906931
19870.0, 0.69048816
19880.0, 0.6902834
19890.0, 0.6900788
19900.0, 0.6898743
19910.0, 0.68967
19920.0, 0.68946576
19930.0, 0.6892618
19940.0, 0.689058
19950.0, 0.6888544
19960.0, 0.68865085
19970.0, 0.6884475
19980.0, 0.6882444
19990.0, 0.68804127
20000.0, 0.68783844
20010.0, 0.68763584
20020.0, 0.6874333
20030.0, 0.6872308
20040.0, 0.6870286
20050.0, 0.6868266
20060.0, 0.68662465
20070.0, 0.6864228
20080.0, 0.6862213
20090.0, 0.68601984
20100.0, 0.6858186
20110.0, 0.6856174
20120.0, 0.6854165
20130.0, 0.6852157
20140.0, 0.685015
20150.0, 0.6848145
20160.0, 0.68461424
20170.0, 0.684414
20180.0, 0.684214
20190.0, 0.6840141
20200.0, 0.6838143
20210.0, 0.68361485
20220.0, 0.68341553
20230.0, 0.6832162
20240.0, 0.68301713
20250.0, 0.68281823
20260.0, 0.68261945
20270.0, 0.68242073
20280.0, 0.68222237
20290.0, 0.68202394
20300.0, 0.6818259
20310.0, 0.68162775
20320.0, 0.6814299
20330.0, 0.6812322
20340.0, 0.6810346
20350.0, 0.6808373
20360.0, 0.68064
20370.0, 0.68044287
20380.0, 0.68024606
20390.0, 0.6800492
20400.0, 0.6798525
20410.0, 0.6796561
20420.0, 0.67945963
20430.0, 0.6792634
20440.0, 0.6790675
20450.0, 0.6788715
20460.0, 0.67867583
20470.0, 0.67848027
20480.0, 0.6782848
20490.0, 0.6780895
20500.0, 0.67789435
20510.0, 0.6776993
20520.0, 0.67750454
20530.0, 0.6773098
20540.0, 0.6771153
20550.0, 0.67692095
20560.0, 0.67672664
20570.0, 0.67653257
20580.0, 0.67633855
20590.0, 0.6761448
20600.0, 0.6759512
20610.0, 0.67575777
20620.0, 0.6755643
20630.0, 0.67537105
20640.0, 0.675178
20650.0, 0.6749851
20660.0, 0.6747924
20670.0, 0.6745997
20680.0, 0.67440724
20690.0, 0.674215
20700.0, 0.67402273
20710.0, 0.67383075
20720.0, 0.6736389
20730.0, 0.6734471
20740.0, 0.67325544
20750.0, 0.673064
20760.0, 0.6728727
20770.0, 0.67268157
20780.0, 0.67249054
20790.0, 0.6722997
20800.0, 0.67210895
20810.0, 0.67191833
20820.0, 0.67172796
20830.0, 0.6715376
20840.0, 0.6713475
20850.0, 0.6711574
20860.0, 0.6709675
20870.0, 0.6707778
20880.0, 0.67058825
20890.0, 0.67039883
20900.0, 0.6702095
20910.0, 0.6700204
20920.0, 0.66983134
20930.0, 0.6696425
20940.0, 0.66945374
20950.0, 0.66926515
20960.0, 0.66907674
20970.0, 0.6688884
20980.0, 0.6687002
20990.0, 0.66851217
21000.0, 0.66832423
21010.0, 0.6681366
21020.0, 0.667949
21030.0, 0.66776156
21040.0, 0.66757417
21050.0, 0.66738707
21060.0, 0.66719997
21070.0, 0.6670131
21080.0, 0.6668263
21090.0, 0.66663975
21100.0, 0.6664533
21110.0, 0.66626686
21120.0, 0.66608065
21130.0, 0.6658947
21140.0, 0.66570866
21150.0, 0.66552293
21160.0, 0.66533726
21170.0, 0.6651517
21180.0, 0.66496634
21190.0, 0.66478115
21200.0, 0.664596
21210.0, 0.66441107
21220.0, 0.6642263
21230.0, 0.6640415
21240.0, 0.66385704
21250.0, 0.6636725
21260.0, 0.6634883
21270.0, 0.6633041
21280.0, 0.66312003
21290.0, 0.6629362
21300.0, 0.6627525
21310.0, 0.662569
21320.0, 0.66238546
21330.0, 0.6622022
21340.0, 0.66201895
21350.0, 0.66183585
21360.0, 0.66165286
21370.0, 0.6614702
21380.0, 0.66128755
21390.0, 0.6611049
21400.0, 0.6609226
21410.0, 0.6607404
21420.0, 0.6605582
21430.0, 0.66037625
21440.0, 0.66019434
21450.0, 0.66001266
21460.0, 0.6598311
21470.0, 0.6596496
21480.0, 0.6594683
21490.0, 0.65928715
21500.0, 0.6591061
21510.0, 0.6589252
21520.0, 0.65874434
21530.0, 0.65856373
21540.0, 0.6583832
21550.0, 0.6582028
21560.0, 0.65802246
21570.0, 0.65784234
21580.0, 0.65766233
21590.0, 0.6574825
21600.0, 0.65730274
21610.0, 0.6571232
21620.0, 0.6569437
21630.0, 0.65676445
21640.0, 0.6565852
21650.0, 0.65640604
21660.0, 0.65622705
21670.0, 0.65604824
21680.0, 0.65586954
21690.0, 0.65569097
21700.0, 0.65551263
21710.0, 0.65533435
21720.0, 0.655156
21730.0, 0.654978
21740.0, 0.6548001
21750.0, 0.65462226
21760.0, 0.6544447
21770.0, 0.65426713
21780.0, 0.6540898
21790.0, 0.6539124
21800.0, 0.65373534
21810.0, 0.6535583
21820.0, 0.65338147
21830.0, 0.6532047
21840.0, 0.653028
21850.0, 0.6528515
21860.0, 0.6526751
21870.0, 0.65249884
21880.0, 0.6523227
21890.0, 0.65214676
21900.0, 0.6519708
21910.0, 0.6517951
21920.0, 0.65161955
21930.0, 0.65144396
21940.0, 0.6512686
21950.0, 0.65109324
21960.0, 0.6509183
21970.0, 0.65074325
21980.0, 0.65056837
21990.0, 0.6503937
22000.0, 0.650219
22010.0, 0.65004444
22020.0, 0.64987016
22030.0, 0.64969593
22040.0, 0.6495218
22050.0, 0.6493478
22060.0, 0.6491739
22070.0, 0.64900017
22080.0, 0.6488265
22090.0, 0.64865303
22100.0, 0.64847964
22110.0, 0.6483064
22120.0, 0.6481332
22130.0, 0.6479603
22140.0, 0.64778745
22150.0, 0.6476146
22160.0, 0.647442
22170.0, 0.6472695
22180.0, 0.64709705
22190.0, 0.6469248
22200.0, 0.64675266
22210.0, 0.64658064
22220.0, 0.64640874
22230.0, 0.6462369
22240.0, 0.64606524
22250.0, 0.6458937
22260.0, 0.64572227
22270.0, 0.645551
22280.0, 0.64537984
22290.0, 0.6452088
22300.0, 0.64503783
22310.0, 0.64486706
22320.0, 0.6446963
22330.0, 0.6445258
22340.0, 0.64435536
22350.0, 0.644185
22360.0, 0.6440148
22370.0, 0.6438446
22380.0, 0.64367473
22390.0, 0.64350486
22400.0, 0.64333516
22410.0, 0.6431655
22420.0, 0.6429961
22430.0, 0.6428266
22440.0, 0.64265734
22450.0, 0.6424882
22460.0, 0.6423192
22470.0, 0.6421503
22480.0, 0.6419815
22490.0, 0.6418129
22500.0, 0.6416443
22510.0, 0.64147586
22520.0, 0.6413075
22530.0, 0.6411393
22540.0, 0.6409713
22550.0, 0.6408033
22560.0, 0.6406355
22570.0, 0.64046776
22580.0, 0.64030015
22590.0, 0.6401326
22600.0, 0.63996524
22610.0, 0.639798
22620.0, 0.63963085
22630.0, 0.63946384
22640.0, 0.63929695
22650.0, 0.6391301
22660.0, 0.6389634
22670.0, 0.63879687
22680.0, 0.6386304
22690.0, 0.63846403
22700.0, 0.63829786
22710.0, 0.63813186
22720.0, 0.6379658
22730.0, 0.63779986
22740.0, 0.6376341
22750.0, 0.6374686
22760.0, 0.63730305
22770.0, 0.63713765
22780.0, 0.6369723
22790.0, 0.6368071
22800.0, 0.6366421
22810.0, 0.63647705
22820.0, 0.63631225
22830.0, 0.63614756
22840.0, 0.63598293
22850.0, 0.63581836
22860.0, 0.635654
22870.0, 0.63548976
22880.0, 0.6353256
22890.0, 0.6351615
22900.0, 0.63499755
22910.0, 0.6348339
22920.0, 0.6346701
22930.0, 0.6345065
22940.0, 0.634343
22950.0, 0.6341796
22960.0, 0.63401634
22970.0, 0.6338532
22980.0, 0.63369024
22990.0, 0.6335272
23000.0, 0.6333644
23010.0, 0.6332017
23020.0, 0.6330391
23030.0, 0.6328766
23040.0, 0.6327142
23050.0, 0.6325521
23060.0, 0.6323899
23070.0, 0.6322279
23080.0, 0.63206595
23090.0, 0.6319041
23100.0, 0.63174236
23110.0, 0.63158077
23120.0, 0.63141924
23130.0, 0.631258
23140.0, 0.6310967
23150.0, 0.63093555
23160.0, 0.63077456
23170.0, 0.6306135
