Energy (in eV), backscattering yield of material CERS-NASCAP at incidence 0.0 degree
1790.0, 0.17723484
1800.0, 0.17709516
1810.0, 0.17695577
1820.0, 0.17681666
1830.0, 0.17667781
1840.0, 0.17653926
1850.0, 0.17640096
1860.0, 0.17626296
1870.0, 0.17612523
1880.0, 0.17598777
1890.0, 0.17585059
1900.0, 0.17571367
1910.0, 0.17557704
1920.0, 0.17544067
1930.0, 0.17530459
1940.0, 0.17516877
1950.0, 0.17503323
1960.0, 0.17489794
1970.0, 0.17476293
1980.0, 0.1746282
1990.0, 0.17449373
2000.0, 0.17435953
2010.0, 0.17422561
2020.0, 0.17409195
2030.0, 0.17395855
2040.0, 0.17382543
2050.0, 0.17369255
2060.0, 0.17355996
2070.0, 0.17342763
2080.0, 0.17329556
2090.0, 0.17316376
2100.0, 0.17303221
2110.0, 0.17290093
2120.0, 0.17276992
2130.0, 0.17263916
2140.0, 0.17250867
2150.0, 0.17237844
2160.0, 0.17224847
2170.0, 0.17211875
2180.0, 0.1719893
2190.0, 0.17186011
2200.0, 0.17173117
2210.0, 0.1716025
2220.0, 0.17147407
2230.0, 0.1713459
2240.0, 0.17121801
2250.0, 0.17109035
2260.0, 0.17096294
2270.0, 0.17083581
2280.0, 0.17070891
2290.0, 0.17058228
2300.0, 0.1704559
2310.0, 0.17032976
2320.0, 0.1702039
2330.0, 0.17007826
2340.0, 0.16995288
2350.0, 0.16982776
2360.0, 0.16970289
2370.0, 0.16957825
2380.0, 0.16945387
2390.0, 0.16932975
2400.0, 0.16920587
2410.0, 0.16908224
2420.0, 0.16895886
2430.0, 0.16883571
2440.0, 0.16871282
2450.0, 0.16859017
2460.0, 0.16846777
2470.0, 0.16834562
2480.0, 0.1682237
2490.0, 0.16810203
2500.0, 0.1679806
2510.0, 0.16785942
2520.0, 0.16773847
2530.0, 0.16761777
2540.0, 0.1674973
2550.0, 0.16737708
2560.0, 0.16725712
2570.0, 0.16713737
2580.0, 0.16701788
2590.0, 0.16689861
2600.0, 0.1667796
2610.0, 0.1666608
2620.0, 0.16654225
2630.0, 0.16642395
2640.0, 0.16630587
2650.0, 0.16618803
2660.0, 0.16607043
2670.0, 0.16595306
2680.0, 0.16583592
2690.0, 0.16571902
2700.0, 0.16560236
2710.0, 0.16548592
2720.0, 0.16536972
2730.0, 0.16525376
2740.0, 0.16513802
2750.0, 0.1650225
2760.0, 0.16490723
2770.0, 0.1647922
2780.0, 0.16467738
2790.0, 0.16456279
2800.0, 0.16444844
2810.0, 0.16433431
2820.0, 0.16422041
2830.0, 0.16410674
2840.0, 0.1639933
2850.0, 0.16388008
2860.0, 0.16376708
2870.0, 0.16365431
2880.0, 0.16354178
2890.0, 0.16342945
2900.0, 0.16331737
2910.0, 0.1632055
2920.0, 0.16309385
2930.0, 0.16298243
2940.0, 0.16287124
2950.0, 0.16276026
2960.0, 0.16264951
2970.0, 0.16253898
2980.0, 0.16242866
2990.0, 0.16231857
3000.0, 0.16220869
3010.0, 0.16209905
3020.0, 0.16198961
3030.0, 0.16188039
3040.0, 0.1617714
3050.0, 0.16166262
3060.0, 0.16155405
3070.0, 0.1614457
3080.0, 0.16133758
3090.0, 0.16122967
3100.0, 0.16112198
3110.0, 0.1610145
3120.0, 0.16090722
3130.0, 0.16080017
3140.0, 0.16069333
3150.0, 0.16058671
3160.0, 0.1604803
3170.0, 0.1603741
3180.0, 0.16026811
3190.0, 0.16016234
3200.0, 0.16005677
3210.0, 0.15995142
3220.0, 0.15984628
3230.0, 0.15974134
3240.0, 0.15963662
3250.0, 0.15953211
3260.0, 0.1594278
3270.0, 0.1593237
3280.0, 0.15921982
3290.0, 0.15911613
3300.0, 0.15901266
3310.0, 0.1589094
3320.0, 0.15880634
3330.0, 0.15870349
3340.0, 0.15860084
3350.0, 0.15849839
3360.0, 0.15839615
3370.0, 0.15829411
3380.0, 0.15819229
3390.0, 0.15809065
3400.0, 0.15798923
3410.0, 0.15788801
3420.0, 0.157787
3430.0, 0.15768617
3440.0, 0.15758556
3450.0, 0.15748514
3460.0, 0.15738492
3470.0, 0.15728492
3480.0, 0.1571851
3490.0, 0.15708548
3500.0, 0.15698606
3510.0, 0.15688685
3520.0, 0.15678783
3530.0, 0.156689
3540.0, 0.15659037
3550.0, 0.15649195
3560.0, 0.15639372
3570.0, 0.15629569
3580.0, 0.15619785
3590.0, 0.1561002
3600.0, 0.15600276
3610.0, 0.1559055
3620.0, 0.15580845
3630.0, 0.15571158
3640.0, 0.15561491
3650.0, 0.15551843
3660.0, 0.15542215
3670.0, 0.15532605
3680.0, 0.15523015
3690.0, 0.15513444
3700.0, 0.15503892
3710.0, 0.1549436
3720.0, 0.15484846
3730.0, 0.1547535
3740.0, 0.15465875
3750.0, 0.15456419
3760.0, 0.1544698
3770.0, 0.15437561
3780.0, 0.15428162
3790.0, 0.1541878
3800.0, 0.15409417
3810.0, 0.15400073
3820.0, 0.15390748
3830.0, 0.15381442
3840.0, 0.15372154
3850.0, 0.15362884
3860.0, 0.15353633
3870.0, 0.153444
3880.0, 0.15335186
3890.0, 0.1532599
3900.0, 0.15316813
3910.0, 0.15307654
3920.0, 0.15298514
3930.0, 0.15289392
3940.0, 0.15280287
3950.0, 0.15271202
3960.0, 0.15262133
3970.0, 0.15253083
3980.0, 0.15244052
3990.0, 0.15235038
4000.0, 0.15226042
4010.0, 0.15217066
4020.0, 0.15208106
4030.0, 0.15199164
4040.0, 0.15190239
4050.0, 0.15181334
4060.0, 0.15172446
4070.0, 0.15163575
4080.0, 0.15154722
4090.0, 0.15145887
4100.0, 0.1513707
4110.0, 0.1512827
4120.0, 0.15119487
4130.0, 0.15110724
4140.0, 0.15101975
4150.0, 0.15093246
4160.0, 0.15084533
4170.0, 0.15075839
4180.0, 0.15067162
4190.0, 0.15058501
4200.0, 0.15049858
4210.0, 0.15041234
4220.0, 0.15032625
4230.0, 0.15024033
4240.0, 0.15015459
4250.0, 0.15006903
4260.0, 0.14998363
4270.0, 0.1498984
4280.0, 0.14981334
4290.0, 0.14972846
4300.0, 0.14964373
4310.0, 0.1495592
4320.0, 0.14947481
4330.0, 0.14939061
4340.0, 0.14930657
4350.0, 0.14922269
4360.0, 0.14913899
4370.0, 0.14905544
4380.0, 0.14897206
4390.0, 0.14888886
4400.0, 0.14880583
4410.0, 0.14872295
4420.0, 0.14864025
4430.0, 0.1485577
4440.0, 0.14847532
4450.0, 0.14839311
4460.0, 0.14831106
4470.0, 0.14822917
4480.0, 0.14814745
4490.0, 0.1480659
4500.0, 0.1479845
4510.0, 0.14790326
4520.0, 0.1478222
4530.0, 0.14774129
4540.0, 0.14766054
4550.0, 0.14757995
4560.0, 0.14749953
4570.0, 0.14741927
4580.0, 0.14733917
4590.0, 0.14725922
4600.0, 0.14717944
4610.0, 0.14709981
4620.0, 0.14702035
4630.0, 0.14694104
4640.0, 0.1468619
4650.0, 0.1467829
4660.0, 0.14670408
4670.0, 0.1466254
4680.0, 0.14654689
4690.0, 0.14646852
4700.0, 0.14639032
4710.0, 0.14631227
4720.0, 0.14623438
4730.0, 0.14615664
4740.0, 0.14607906
4750.0, 0.14600164
4760.0, 0.14592436
4770.0, 0.14584725
4780.0, 0.14577028
4790.0, 0.14569348
4800.0, 0.14561681
4810.0, 0.14554031
4820.0, 0.14546397
4830.0, 0.14538777
4840.0, 0.14531173
4850.0, 0.14523584
4860.0, 0.1451601
4870.0, 0.1450845
4880.0, 0.14500907
4890.0, 0.14493378
4900.0, 0.14485864
4910.0, 0.14478366
4920.0, 0.14470881
4930.0, 0.14463413
4940.0, 0.14455959
4950.0, 0.1444852
4960.0, 0.14441097
4970.0, 0.14433686
4980.0, 0.14426292
4990.0, 0.14418912
5000.0, 0.14411548
5010.0, 0.14404197
5020.0, 0.14396861
5030.0, 0.1438954
5040.0, 0.14382234
5050.0, 0.14374943
5060.0, 0.14367665
5070.0, 0.14360404
5080.0, 0.14353155
5090.0, 0.14345922
5100.0, 0.14338702
5110.0, 0.14331497
5120.0, 0.14324307
5130.0, 0.14317131
5140.0, 0.1430997
5150.0, 0.14302823
5160.0, 0.1429569
5170.0, 0.14288571
5180.0, 0.14281467
5190.0, 0.14274377
5200.0, 0.142673
5210.0, 0.14260238
5220.0, 0.1425319
5230.0, 0.14246157
5240.0, 0.14239137
5250.0, 0.1423213
5260.0, 0.14225139
5270.0, 0.1421816
5280.0, 0.14211197
5290.0, 0.14204247
5300.0, 0.14197311
5310.0, 0.14190389
5320.0, 0.14183481
5330.0, 0.14176586
5340.0, 0.14169705
5350.0, 0.14162838
5360.0, 0.14155985
5370.0, 0.14149146
5380.0, 0.1414232
5390.0, 0.14135507
5400.0, 0.14128709
5410.0, 0.14121923
5420.0, 0.14115152
5430.0, 0.14108394
5440.0, 0.1410165
5450.0, 0.14094917
5460.0, 0.140882
5470.0, 0.14081496
5480.0, 0.14074805
5490.0, 0.14068128
5500.0, 0.14061464
5510.0, 0.14054814
5520.0, 0.14048176
5530.0, 0.14041552
5540.0, 0.1403494
5550.0, 0.14028344
5560.0, 0.14021759
5570.0, 0.14015187
5580.0, 0.14008628
5590.0, 0.14002083
5600.0, 0.1399555
5610.0, 0.13989033
5620.0, 0.13982525
5630.0, 0.13976033
5640.0, 0.13969553
5650.0, 0.13963085
5660.0, 0.13956632
5670.0, 0.1395019
5680.0, 0.13943762
5690.0, 0.13937347
5700.0, 0.13930944
5710.0, 0.13924554
5720.0, 0.13918176
5730.0, 0.13911812
5740.0, 0.1390546
5750.0, 0.1389912
5760.0, 0.13892795
5770.0, 0.1388648
5780.0, 0.1388018
5790.0, 0.13873892
5800.0, 0.13867615
5810.0, 0.13861352
5820.0, 0.13855101
5830.0, 0.13848862
5840.0, 0.13842636
5850.0, 0.13836423
5860.0, 0.13830222
5870.0, 0.13824032
5880.0, 0.13817856
5890.0, 0.13811693
5900.0, 0.1380554
5910.0, 0.137994
5920.0, 0.13793275
5930.0, 0.1378716
5940.0, 0.13781056
5950.0, 0.13774966
5960.0, 0.13768888
5970.0, 0.13762821
5980.0, 0.13756767
5990.0, 0.13750726
6000.0, 0.13744695
6010.0, 0.13738677
6020.0, 0.13732672
6030.0, 0.13726678
6040.0, 0.13720696
6050.0, 0.13714726
6060.0, 0.13708769
6070.0, 0.13702822
6080.0, 0.13696888
6090.0, 0.13690965
6100.0, 0.13685055
6110.0, 0.13679156
6120.0, 0.1367327
6130.0, 0.13667394
6140.0, 0.1366153
6150.0, 0.13655679
6160.0, 0.13649839
6170.0, 0.13644011
6180.0, 0.13638194
6190.0, 0.13632388
6200.0, 0.13626595
6210.0, 0.13620813
6220.0, 0.13615043
6230.0, 0.13609284
6240.0, 0.13603537
6250.0, 0.13597801
6260.0, 0.13592076
6270.0, 0.13586363
6280.0, 0.13580662
6290.0, 0.13574973
6300.0, 0.13569294
6310.0, 0.13563626
6320.0, 0.1355797
6330.0, 0.13552326
6340.0, 0.13546692
6350.0, 0.1354107
6360.0, 0.13535458
6370.0, 0.13529858
6380.0, 0.1352427
6390.0, 0.13518693
6400.0, 0.13513127
6410.0, 0.13507572
6420.0, 0.13502027
6430.0, 0.13496494
6440.0, 0.13490972
6450.0, 0.13485461
6460.0, 0.13479961
6470.0, 0.13474472
6480.0, 0.13468994
6490.0, 0.13463527
6500.0, 0.13458072
6510.0, 0.13452625
6520.0, 0.13447192
6530.0, 0.13441768
6540.0, 0.13436356
6550.0, 0.13430955
6560.0, 0.13425563
6570.0, 0.13420182
6580.0, 0.13414814
6590.0, 0.13409454
6600.0, 0.13404106
6610.0, 0.1339877
6620.0, 0.13393442
6630.0, 0.13388126
6640.0, 0.13382821
6650.0, 0.13377526
6660.0, 0.13372241
6670.0, 0.13366967
6680.0, 0.13361704
6690.0, 0.13356452
6700.0, 0.1335121
6710.0, 0.13345978
6720.0, 0.13340756
6730.0, 0.13335547
6740.0, 0.13330346
6750.0, 0.13325156
6760.0, 0.13319977
6770.0, 0.13314807
6780.0, 0.13309649
6790.0, 0.13304499
6800.0, 0.13299361
6810.0, 0.13294233
6820.0, 0.13289115
6830.0, 0.13284008
6840.0, 0.1327891
6850.0, 0.13273823
6860.0, 0.13268746
6870.0, 0.13263679
6880.0, 0.13258623
6890.0, 0.13253576
6900.0, 0.13248539
6910.0, 0.13243513
6920.0, 0.13238496
6930.0, 0.13233489
6940.0, 0.13228492
6950.0, 0.13223507
6960.0, 0.1321853
6970.0, 0.13213563
6980.0, 0.13208607
6990.0, 0.1320366
7000.0, 0.13198723
7010.0, 0.13193797
7020.0, 0.13188879
7030.0, 0.13183971
7040.0, 0.13179074
7050.0, 0.13174187
7060.0, 0.13169308
7070.0, 0.1316444
7080.0, 0.13159582
7090.0, 0.13154733
7100.0, 0.13149893
7110.0, 0.13145064
7120.0, 0.13140245
7130.0, 0.13135435
7140.0, 0.13130634
7150.0, 0.13125843
7160.0, 0.13121061
7170.0, 0.1311629
7180.0, 0.13111527
7190.0, 0.13106774
7200.0, 0.13102031
7210.0, 0.13097297
7220.0, 0.13092573
7230.0, 0.13087858
7240.0, 0.13083152
7250.0, 0.13078456
7260.0, 0.13073769
7270.0, 0.13069092
7280.0, 0.13064425
7290.0, 0.13059765
7300.0, 0.13055116
7310.0, 0.13050476
7320.0, 0.13045844
7330.0, 0.13041224
7340.0, 0.13036612
7350.0, 0.13032009
7360.0, 0.13027415
7370.0, 0.1302283
7380.0, 0.13018253
7390.0, 0.13013688
7400.0, 0.1300913
7410.0, 0.13004582
7420.0, 0.13000043
7430.0, 0.12995513
7440.0, 0.12990992
7450.0, 0.1298648
7460.0, 0.12981977
7470.0, 0.12977482
7480.0, 0.12972999
7490.0, 0.12968522
7500.0, 0.12964055
7510.0, 0.12959597
7520.0, 0.12955147
7530.0, 0.12950706
7540.0, 0.12946276
7550.0, 0.12941854
7560.0, 0.1293744
7570.0, 0.12933034
7580.0, 0.12928638
7590.0, 0.12924251
7600.0, 0.12919872
7610.0, 0.12915502
7620.0, 0.12911141
7630.0, 0.12906788
7640.0, 0.12902445
7650.0, 0.1289811
7660.0, 0.12893784
7670.0, 0.12889466
7680.0, 0.12885156
7690.0, 0.12880856
7700.0, 0.12876564
7710.0, 0.12872282
7720.0, 0.12868007
7730.0, 0.1286374
7740.0, 0.12859482
7750.0, 0.12855233
7760.0, 0.12850992
7770.0, 0.1284676
7780.0, 0.12842536
7790.0, 0.1283832
7800.0, 0.12834114
7810.0, 0.12829916
7820.0, 0.12825726
7830.0, 0.12821543
7840.0, 0.12817371
7850.0, 0.12813205
7860.0, 0.12809049
7870.0, 0.128049
7880.0, 0.12800759
7890.0, 0.12796628
7900.0, 0.12792504
7910.0, 0.12788388
7920.0, 0.12784281
7930.0, 0.12780182
7940.0, 0.12776092
7950.0, 0.12772009
7960.0, 0.12767935
7970.0, 0.12763868
7980.0, 0.1275981
7990.0, 0.1275576
8000.0, 0.12751718
8010.0, 0.12747684
8020.0, 0.1274366
8030.0, 0.1273964
8040.0, 0.1273563
8050.0, 0.1273163
8060.0, 0.12727636
8070.0, 0.1272365
8080.0, 0.12719671
8090.0, 0.12715702
8100.0, 0.1271174
8110.0, 0.12707786
8120.0, 0.1270384
8130.0, 0.12699902
8140.0, 0.12695971
8150.0, 0.12692049
8160.0, 0.12688135
8170.0, 0.12684228
8180.0, 0.12680328
8190.0, 0.12676437
8200.0, 0.12672554
8210.0, 0.12668678
8220.0, 0.1266481
8230.0, 0.1266095
8240.0, 0.12657097
8250.0, 0.12653252
8260.0, 0.12649415
8270.0, 0.12645586
8280.0, 0.12641764
8290.0, 0.12637949
8300.0, 0.12634143
8310.0, 0.12630343
8320.0, 0.12626553
8330.0, 0.12622769
8340.0, 0.12618993
8350.0, 0.12615223
8360.0, 0.12611462
8370.0, 0.12607709
8380.0, 0.12603962
8390.0, 0.12600224
8400.0, 0.12596492
8410.0, 0.12592769
8420.0, 0.12589052
8430.0, 0.12585343
8440.0, 0.12581642
8450.0, 0.12577948
8460.0, 0.12574261
8470.0, 0.12570582
8480.0, 0.1256691
8490.0, 0.12563246
8500.0, 0.12559588
8510.0, 0.12555939
8520.0, 0.12552296
8530.0, 0.1254866
8540.0, 0.12545033
8550.0, 0.12541412
8560.0, 0.12537797
8570.0, 0.1253419
8580.0, 0.12530592
8590.0, 0.12527
8600.0, 0.12523414
8610.0, 0.12519836
8620.0, 0.12516266
8630.0, 0.12512703
8640.0, 0.12509146
8650.0, 0.12505597
8660.0, 0.12502055
8670.0, 0.1249852
8680.0, 0.124949925
8690.0, 0.12491471
8700.0, 0.124879576
8710.0, 0.12484451
8720.0, 0.1248095
8730.0, 0.124774575
8740.0, 0.124739714
8750.0, 0.12470493
8760.0, 0.12467021
8770.0, 0.124635555
8780.0, 0.12460098
8790.0, 0.124566466
8800.0, 0.12453202
8810.0, 0.124497645
8820.0, 0.12446334
8830.0, 0.1244291
8840.0, 0.12439493
8850.0, 0.12436083
8860.0, 0.124326795
8870.0, 0.124292836
8880.0, 0.124258935
8890.0, 0.12422511
8900.0, 0.124191344
8910.0, 0.12415765
8920.0, 0.12412403
8930.0, 0.12409047
8940.0, 0.12405697
8950.0, 0.12402355
8960.0, 0.12399019
8970.0, 0.1239569
8980.0, 0.123923674
8990.0, 0.12389051
9000.0, 0.12385742
9010.0, 0.123824395
9020.0, 0.123791434
9030.0, 0.12375854
9040.0, 0.12372571
9050.0, 0.123692945
9060.0, 0.12366025
9070.0, 0.12362762
9080.0, 0.12359505
9090.0, 0.123562545
9100.0, 0.123530105
9110.0, 0.12349773
9120.0, 0.123465426
9130.0, 0.12343318
9140.0, 0.123401
9150.0, 0.12336889
9160.0, 0.12333684
9170.0, 0.12330485
9180.0, 0.12327293
9190.0, 0.12324107
9200.0, 0.123209275
9210.0, 0.12317754
9220.0, 0.12314588
9230.0, 0.12311427
9240.0, 0.12308273
9250.0, 0.12305125
9260.0, 0.12301984
9270.0, 0.12298848
9280.0, 0.12295719
9290.0, 0.12292596
9300.0, 0.122894794
9310.0, 0.122863695
9320.0, 0.12283265
9330.0, 0.12280167
9340.0, 0.12277076
9350.0, 0.122739896
9360.0, 0.1227091
9370.0, 0.12267837
9380.0, 0.1226477
9390.0, 0.12261709
9400.0, 0.12258654
9410.0, 0.12255605
9420.0, 0.12252563
9430.0, 0.122495264
9440.0, 0.122464955
9450.0, 0.12243471
9460.0, 0.12240453
9470.0, 0.12237441
9480.0, 0.122344345
9490.0, 0.12231434
9500.0, 0.1222844
9510.0, 0.12225451
9520.0, 0.12222469
9530.0, 0.12219492
9540.0, 0.12216522
9550.0, 0.12213557
9560.0, 0.122105986
9570.0, 0.12207646
9580.0, 0.12204699
9590.0, 0.12201758
9600.0, 0.12198823
9610.0, 0.121958934
9620.0, 0.121929705
9630.0, 0.12190053
9640.0, 0.12187141
9650.0, 0.121842355
9660.0, 0.12181335
9670.0, 0.12178441
9680.0, 0.121755525
9690.0, 0.1217267
9700.0, 0.121697925
9710.0, 0.12166922
9720.0, 0.12164056
9730.0, 0.12161196
9740.0, 0.121583425
9750.0, 0.12155494
9760.0, 0.12152652
9770.0, 0.121498145
9780.0, 0.12146983
9790.0, 0.12144157
9800.0, 0.12141337
9810.0, 0.12138523
9820.0, 0.12135714
9830.0, 0.121329114
9840.0, 0.12130114
9850.0, 0.12127322
9860.0, 0.121245354
9870.0, 0.12121755
9880.0, 0.121189795
9890.0, 0.121162094
9900.0, 0.12113446
9910.0, 0.12110687
9920.0, 0.12107934
9930.0, 0.12105186
9940.0, 0.121024445
9950.0, 0.12099708
9960.0, 0.120969765
9970.0, 0.1209425
9980.0, 0.1209153
9990.0, 0.12088816
10000.0, 0.12086106
10010.0, 0.12083402
10020.0, 0.12080704
10030.0, 0.1207801
10040.0, 0.12075322
10050.0, 0.1207264
10060.0, 0.12069963
10070.0, 0.12067291
10080.0, 0.120646246
10090.0, 0.12061964
10100.0, 0.12059308
10110.0, 0.12056658
10120.0, 0.12054012
10130.0, 0.12051372
10140.0, 0.12048738
10150.0, 0.120461084
10160.0, 0.12043484
10170.0, 0.120408654
10180.0, 0.12038252
10190.0, 0.12035643
10200.0, 0.1203304
10210.0, 0.12030442
10220.0, 0.12027849
10230.0, 0.12025262
10240.0, 0.12022679
10250.0, 0.12020102
10260.0, 0.1201753
10270.0, 0.120149635
10280.0, 0.12012401
10290.0, 0.12009845
10300.0, 0.12007293
10310.0, 0.120047465
10320.0, 0.12002205
10330.0, 0.11999669
10340.0, 0.11997137
10350.0, 0.11994611
10360.0, 0.1199209
10370.0, 0.119895734
10380.0, 0.119870625
10390.0, 0.11984556
10400.0, 0.11982055
10410.0, 0.11979559
10420.0, 0.11977068
10430.0, 0.11974582
10440.0, 0.11972101
10450.0, 0.119696245
10460.0, 0.11967153
10470.0, 0.11964687
10480.0, 0.11962225
10490.0, 0.11959769
10500.0, 0.119573176
10510.0, 0.11954871
10520.0, 0.11952429
10530.0, 0.11949992
10540.0, 0.1194756
10550.0, 0.11945133
10560.0, 0.11942711
10570.0, 0.11940293
10580.0, 0.119378805
10590.0, 0.119354725
10600.0, 0.1193307
10610.0, 0.11930671
10620.0, 0.11928278
10630.0, 0.119258896
10640.0, 0.11923505
10650.0, 0.119211264
10660.0, 0.11918752
10670.0, 0.11916382
10680.0, 0.11914017
10690.0, 0.119116575
10700.0, 0.119093016
10710.0, 0.11906951
10720.0, 0.11904605
10730.0, 0.11902264
10740.0, 0.118999265
10750.0, 0.118975945
10760.0, 0.11895268
10770.0, 0.118929446
10780.0, 0.11890627
10790.0, 0.11888313
10800.0, 0.11886004
10810.0, 0.11883701
10820.0, 0.11881401
10830.0, 0.11879106
10840.0, 0.118768156
10850.0, 0.1187453
10860.0, 0.11872248
10870.0, 0.118699715
10880.0, 0.11867699
10890.0, 0.11865432
10900.0, 0.11863168
10910.0, 0.1186091
10920.0, 0.11858656
10930.0, 0.11856406
10940.0, 0.11854161
10950.0, 0.11851921
10960.0, 0.11849685
10970.0, 0.11847453
10980.0, 0.11845226
10990.0, 0.11843003
11000.0, 0.118407845
11010.0, 0.11838571
11020.0, 0.11836362
11030.0, 0.118341565
11040.0, 0.118319556
11050.0, 0.1182976
11060.0, 0.11827568
11070.0, 0.118253805
11080.0, 0.118231975
11090.0, 0.11821019
11100.0, 0.11818844
11110.0, 0.118166745
11120.0, 0.118145086
11130.0, 0.11812347
11140.0, 0.1181019
11150.0, 0.11808038
11160.0, 0.11805889
11170.0, 0.11803745
11180.0, 0.11801605
11190.0, 0.117994696
11200.0, 0.11797338
11210.0, 0.117952116
11220.0, 0.11793088
11230.0, 0.1179097
11240.0, 0.117888555
11250.0, 0.117867455
11260.0, 0.1178464
11270.0, 0.11782538
11280.0, 0.11780441
11290.0, 0.11778347
11300.0, 0.11776258
11310.0, 0.117741734
11320.0, 0.117720924
11330.0, 0.11770016
11340.0, 0.11767943
11350.0, 0.11765875
11360.0, 0.11763811
11370.0, 0.11761751
11380.0, 0.11759695
11390.0, 0.11757643
11400.0, 0.11755595
11410.0, 0.11753552
11420.0, 0.117515124
11430.0, 0.11749477
11440.0, 0.11747445
11450.0, 0.11745418
11460.0, 0.11743394
11470.0, 0.11741375
11480.0, 0.1173936
11490.0, 0.11737349
11500.0, 0.11735342
11510.0, 0.11733338
11520.0, 0.11731339
11530.0, 0.11729344
11540.0, 0.11727353
11550.0, 0.11725366
11560.0, 0.11723383
11570.0, 0.11721403
11580.0, 0.11719428
11590.0, 0.117174566
11600.0, 0.11715489
11610.0, 0.11713526
11620.0, 0.11711566
11630.0, 0.117096104
11640.0, 0.11707658
11650.0, 0.11705711
11660.0, 0.11703767
11670.0, 0.11701827
11680.0, 0.1169989
