Energy (in eV), SEEP yield of material CFRP-NASCAP at incidence 90.0 degree
20600.0, 147.4492
20800.0, 147.97305
21000.0, 148.49213
21200.0, 153.52188
21400.0, 154.04709
21600.0, 154.5676
21800.0, 155.0835
22000.0, 155.59479
22200.0, 160.69281
22400.0, 161.20992
22600.0, 161.72253
22800.0, 162.23065
23000.0, 162.7344
23200.0, 163.23376
23400.0, 168.40683
23600.0, 168.91171
23800.0, 169.41231
24000.0, 169.90863
24200.0, 170.40077
24400.0, 175.63568
24600.0, 176.13306
24800.0, 176.62627
25000.0, 177.11536
25200.0, 177.6004
25400.0, 182.89447
25600.0, 183.38445
25800.0, 183.87042
26000.0, 184.35242
26200.0, 184.8305
26400.0, 190.18115
26600.0, 190.66393
26800.0, 191.14279
27000.0, 191.61783
27200.0, 192.08908
27400.0, 197.4939
27600.0, 197.96956
27800.0, 198.44145
28000.0, 198.90964
28200.0, 199.37413
28400.0, 204.8309
28600.0, 205.29956
28800.0, 205.7646
29000.0, 206.22603
29200.0, 206.68388
29400.0, 212.19034
29600.0, 212.65216
29800.0, 213.11041
30000.0, 213.56517
30200.0, 214.01646
30400.0, 214.46432
30600.0, 220.02562
30800.0, 220.47722
31000.0, 220.9254
31200.0, 221.37021
31400.0, 221.81169
31600.0, 227.41843
31800.0, 227.86345
32000.0, 228.30511
32200.0, 228.74353
32400.0, 229.1787
32600.0, 234.82901
32800.0, 235.26752
33000.0, 235.70277
33200.0, 236.13484
33400.0, 236.5637
33600.0, 242.25589
33800.0, 242.68794
34000.0, 243.11684
34200.0, 243.54262
34400.0, 243.96532
34600.0, 244.38498
34800.0, 250.12335
35000.0, 250.54597
35200.0, 250.96553
35400.0, 251.3821
35600.0, 251.7957
35800.0, 257.57242
36000.0, 257.98877
36200.0, 258.4022
36400.0, 258.81268
36600.0, 259.22028
36800.0, 265.0338
37000.0, 265.444
37200.0, 265.85135
37400.0, 266.25577
37600.0, 266.6574
37800.0, 267.0562
38000.0, 272.91043
38200.0, 273.3117
38400.0, 273.7102
38600.0, 274.10593
38800.0, 274.49887
39000.0, 280.38687
39200.0, 280.7822
39400.0, 281.1747
39600.0, 281.56454
39800.0, 281.9517
40000.0, 287.87222
40200.0, 288.26157
40400.0, 288.64822
40600.0, 289.03226
40800.0, 289.41367
41000.0, 295.3654
41200.0, 295.74884
41400.0, 296.12964
41600.0, 296.5079
41800.0, 296.88364
42000.0, 297.25677
42200.0, 303.24295
42400.0, 303.618
42600.0, 303.9905
42800.0, 304.36053
43000.0, 304.72806
43200.0, 310.743
43400.0, 311.11227
43600.0, 311.47913
43800.0, 311.8435
44000.0, 312.2054
44200.0, 318.24796
44400.0, 318.6116
44600.0, 318.97278
44800.0, 319.33154
45000.0, 319.68796
45200.0, 320.04196
45400.0, 326.11496
45600.0, 326.4705
45800.0, 326.8238
46000.0, 327.17465
46200.0, 327.52325
46400.0, 333.6216
46600.0, 333.97162
46800.0, 334.31937
47000.0, 334.66473
47200.0, 335.00793
47400.0, 341.13068
47600.0, 341.4752
47800.0, 341.8174
48000.0, 342.1574
48200.0, 342.49524
48400.0, 342.83078
48600.0, 348.9805
48800.0, 349.31732
49000.0, 349.65195
49200.0, 349.98434
49400.0, 350.3146
49600.0, 356.4868
49800.0, 356.8182
50000.0, 357.14746
50200.0, 357.47455
50400.0, 357.7996
50600.0, 363.99332
50800.0, 364.3194
51000.0, 364.64334
51200.0, 364.96518
51400.0, 365.28494
51600.0, 365.60263
51800.0, 371.82025
52000.0, 372.13892
52200.0, 372.4555
52400.0, 372.7701
52600.0, 373.08264
52800.0, 379.32007
53000.0, 379.63348
53200.0, 379.9449
53400.0, 380.2543
53600.0, 380.56174
53800.0, 386.8183
54000.0, 387.1265
54200.0, 387.43277
54400.0, 387.737
54600.0, 388.03937
54800.0, 388.33975
55000.0, 394.6173
55200.0, 394.9185
55400.0, 395.21765
55600.0, 395.51495
55800.0, 395.81036
56000.0, 402.10538
56200.0, 402.40146
56400.0, 402.69565
56600.0, 402.98785
56800.0, 403.27826
57000.0, 409.5902
57200.0, 409.8812
57400.0, 410.17038
57600.0, 410.45758
57800.0, 410.74313
58000.0, 411.0267
58200.0, 417.3572
58400.0, 417.64136
58600.0, 417.9237
58800.0, 418.20422
59000.0, 418.48303
59200.0, 424.82898
59400.0, 425.1082
59600.0, 425.3856
59800.0, 425.66125
60000.0, 425.9352
60200.0, 432.29605
60400.0, 432.57034
60600.0, 432.8429
60800.0, 433.11368
61000.0, 433.3828
61200.0, 439.7579
61400.0, 440.0273
61600.0, 440.29507
61800.0, 440.56107
62000.0, 440.82535
62200.0, 441.08795
62400.0, 447.47876
62600.0, 447.74167
62800.0, 448.00293
63000.0, 448.26248
63200.0, 448.52042
63400.0, 454.92438
63600.0, 455.18243
63800.0, 455.43893
64000.0, 455.69373
64200.0, 455.94702
64400.0, 462.36343
64600.0, 462.61685
64800.0, 462.8686
65000.0, 463.1188
65200.0, 463.36734
65400.0, 469.7959
65600.0, 470.0446
65800.0, 470.29172
66000.0, 470.53723
66200.0, 470.78116
66400.0, 471.02353
66600.0, 477.46524
66800.0, 477.70776
67000.0, 477.94867
67200.0, 478.18802
67400.0, 478.42584
67600.0, 484.87854
67800.0, 485.11642
68000.0, 485.3527
68200.0, 485.58752
68400.0, 485.82086
68600.0, 492.28412
68800.0, 492.5174
69000.0, 492.7492
69200.0, 492.97952
69400.0, 493.20834
69600.0, 499.68164
69800.0, 499.9104
70000.0, 500.1377
70200.0, 500.36343
70400.0, 500.58786
70600.0, 500.81082
70800.0, 507.2952
71000.0, 507.518
71200.0, 507.73935
71400.0, 507.95926
71600.0, 508.17776
71800.0, 514.6714
72000.0, 514.8898
72200.0, 515.1067
72400.0, 515.3222
72600.0, 515.5363
72800.0, 522.0387
73000.0, 522.25256
73200.0, 522.4652
73400.0, 522.67633
73600.0, 522.8861
73800.0, 529.397
74000.0, 529.60657
74200.0, 529.8147
74400.0, 530.02155
74600.0, 530.22705
74800.0, 536.74585
75000.0, 536.95105
75200.0, 537.15497
75400.0, 537.3575
75600.0, 537.55865
75800.0, 544.08514
76000.0, 544.2861
76200.0, 544.48566
76400.0, 544.68396
76600.0, 544.881
76800.0, 545.07666
77000.0, 551.6114
77200.0, 551.80676
77400.0, 552.0008
77600.0, 552.19354
77800.0, 552.385
78000.0, 558.9267
78200.0, 559.1178
78400.0, 559.3077
78600.0, 559.4963
78800.0, 559.68353
79000.0, 566.23175
79200.0, 566.4187
79400.0, 566.60443
79600.0, 566.78876
79800.0, 566.972
80000.0, 573.5264
80200.0, 573.7093
80400.0, 573.8908
80600.0, 574.0711
80800.0, 574.25024
81000.0, 580.81067
81200.0, 580.9894
81400.0, 581.1669
81600.0, 581.343
81800.0, 581.51807
82000.0, 588.0841
82200.0, 588.2587
82400.0, 588.43207
82600.0, 588.60425
82800.0, 588.7752
83000.0, 595.34674
83200.0, 595.5172
83400.0, 595.6866
83600.0, 595.85474
83800.0, 596.0217
84000.0, 602.59827
84200.0, 602.7647
84400.0, 602.93005
84600.0, 603.0943
84800.0, 603.25726
85000.0, 603.4191
85200.0, 610.0009
85400.0, 610.16235
85600.0, 610.32263
85800.0, 610.4817
86000.0, 610.63965
86200.0, 617.22595
86400.0, 617.38336
86600.0, 617.5397
86800.0, 617.6949
87000.0, 617.849
87200.0, 624.4396
87400.0, 624.593
87600.0, 624.7455
87800.0, 624.8968
88000.0, 625.047
88200.0, 631.6415
88400.0, 631.791
88600.0, 631.93964
88800.0, 632.0871
89000.0, 632.2335
89200.0, 638.8317
89400.0, 638.9775
89600.0, 639.12225
89800.0, 639.2659
90000.0, 639.40845
90200.0, 646.01013
90400.0, 646.1521
90600.0, 646.293
90800.0, 646.4329
91000.0, 646.5717
91200.0, 653.17664
91400.0, 653.3148
91600.0, 653.4519
91800.0, 653.588
92000.0, 653.7232
92200.0, 660.3311
92400.0, 660.4656
92600.0, 660.5989
92800.0, 660.7313
93000.0, 660.8627
93200.0, 667.47345
93400.0, 667.60425
93600.0, 667.7338
93800.0, 667.86255
94000.0, 667.9903
94200.0, 674.6035
94400.0, 674.7306
94600.0, 674.8565
94800.0, 674.98157
95000.0, 675.10565
95200.0, 681.7214
95400.0, 681.8447
95600.0, 681.9671
95800.0, 682.0885
96000.0, 682.20886
96200.0, 688.82684
96400.0, 688.94653
96600.0, 689.06525
96800.0, 689.18304
97000.0, 689.3
97200.0, 695.9197
97400.0, 696.03577
97600.0, 696.15094
97800.0, 696.2652
98000.0, 696.3784
98200.0, 703.0001
98400.0, 703.1126
98600.0, 703.2243
98800.0, 703.33496
99000.0, 703.44464
99200.0, 710.06805
99400.0, 710.17694
99600.0, 710.285
99800.0, 710.39215
100000.0, 710.49835
