Energy (in eV), backscattering yield of material CERS-NASCAP at incidence 80.0 degree
1530.0, 0.7431615
1540.0, 0.74305654
1550.0, 0.74295175
1560.0, 0.7428471
1570.0, 0.74274254
1580.0, 0.7426381
1590.0, 0.74253386
1600.0, 0.74242973
1610.0, 0.7423258
1620.0, 0.7422219
1630.0, 0.7421182
1640.0, 0.74201465
1650.0, 0.74191123
1660.0, 0.74180794
1670.0, 0.74170476
1680.0, 0.74160177
1690.0, 0.7414989
1700.0, 0.7413961
1710.0, 0.74129355
1720.0, 0.7411911
1730.0, 0.74108875
1740.0, 0.7409866
1750.0, 0.74088454
1760.0, 0.7407826
1770.0, 0.7406808
1780.0, 0.7405792
1790.0, 0.7404777
1800.0, 0.7403763
1810.0, 0.7402751
1820.0, 0.740174
1830.0, 0.740073
1840.0, 0.73997223
1850.0, 0.73987156
1860.0, 0.739771
1870.0, 0.7396706
1880.0, 0.7395703
1890.0, 0.7394702
1900.0, 0.73937017
1910.0, 0.73927027
1920.0, 0.73917055
1930.0, 0.73907095
1940.0, 0.7389715
1950.0, 0.7388722
1960.0, 0.738773
1970.0, 0.7386739
1980.0, 0.738575
1990.0, 0.7384762
2000.0, 0.7383776
2010.0, 0.73827904
2020.0, 0.73818064
2030.0, 0.7380824
2040.0, 0.7379843
2050.0, 0.7378863
2060.0, 0.73778844
2070.0, 0.73769075
2080.0, 0.7375932
2090.0, 0.7374957
2100.0, 0.7373984
2110.0, 0.73730123
2120.0, 0.7372042
2130.0, 0.7371073
2140.0, 0.7370105
2150.0, 0.73691386
2160.0, 0.7368173
2170.0, 0.7367209
2180.0, 0.7366247
2190.0, 0.7365286
2200.0, 0.7364326
2210.0, 0.73633677
2220.0, 0.73624104
2230.0, 0.73614544
2240.0, 0.73605
2250.0, 0.73595464
2260.0, 0.73585945
2270.0, 0.73576444
2280.0, 0.7356695
2290.0, 0.7355747
2300.0, 0.73548
2310.0, 0.7353855
2320.0, 0.7352911
2330.0, 0.7351968
2340.0, 0.7351027
2350.0, 0.73500866
2360.0, 0.7349148
2370.0, 0.734821
2380.0, 0.73472744
2390.0, 0.7346339
2400.0, 0.7345406
2410.0, 0.73444736
2420.0, 0.73435426
2430.0, 0.73426133
2440.0, 0.73416847
2450.0, 0.7340758
2460.0, 0.7339832
2470.0, 0.7338908
2480.0, 0.73379844
2490.0, 0.73370624
2500.0, 0.73361415
2510.0, 0.73352224
2520.0, 0.73343045
2530.0, 0.7333388
2540.0, 0.7332472
2550.0, 0.7331558
2560.0, 0.73306453
2570.0, 0.7329734
2580.0, 0.7328823
2590.0, 0.7327914
2600.0, 0.73270065
2610.0, 0.73261005
2620.0, 0.7325195
2630.0, 0.73242915
2640.0, 0.73233885
2650.0, 0.7322487
2660.0, 0.7321587
2670.0, 0.73206884
2680.0, 0.7319791
2690.0, 0.7318894
2700.0, 0.73179996
2710.0, 0.7317106
2720.0, 0.7316213
2730.0, 0.7315322
2740.0, 0.7314432
2750.0, 0.73135436
2760.0, 0.7312656
2770.0, 0.73117703
2780.0, 0.7310885
2790.0, 0.7310002
2800.0, 0.7309119
2810.0, 0.7308238
2820.0, 0.73073584
2830.0, 0.730648
2840.0, 0.73056024
2850.0, 0.7304726
2860.0, 0.7303852
2870.0, 0.7302978
2880.0, 0.7302106
2890.0, 0.73012346
2900.0, 0.7300365
2910.0, 0.72994965
2920.0, 0.72986287
2930.0, 0.72977626
2940.0, 0.7296898
2950.0, 0.7296034
2960.0, 0.7295172
2970.0, 0.7294311
2980.0, 0.7293451
2990.0, 0.72925925
3000.0, 0.7291735
3010.0, 0.7290879
3020.0, 0.72900236
3030.0, 0.728917
3040.0, 0.72883177
3050.0, 0.72874665
3060.0, 0.7286616
3070.0, 0.7285767
3080.0, 0.72849196
3090.0, 0.7284073
3100.0, 0.72832286
3110.0, 0.72823846
3120.0, 0.7281542
3130.0, 0.72807
3140.0, 0.72798604
3150.0, 0.7279021
3160.0, 0.7278183
3170.0, 0.7277347
3180.0, 0.7276511
3190.0, 0.72756773
3200.0, 0.7274844
3210.0, 0.72740126
3220.0, 0.72731817
3230.0, 0.72723526
3240.0, 0.72715247
3250.0, 0.7270698
3260.0, 0.7269872
3270.0, 0.72690475
3280.0, 0.72682244
3290.0, 0.7267402
3300.0, 0.7266581
3310.0, 0.72657615
3320.0, 0.7264943
3330.0, 0.7264126
3340.0, 0.726331
3350.0, 0.72624946
3360.0, 0.7261681
3370.0, 0.72608685
3380.0, 0.72600573
3390.0, 0.72592473
3400.0, 0.72584385
3410.0, 0.725763
3420.0, 0.7256824
3430.0, 0.72560185
3440.0, 0.72552145
3450.0, 0.72544116
3460.0, 0.72536093
3470.0, 0.7252809
3480.0, 0.72520095
3490.0, 0.7251211
3500.0, 0.7250414
3510.0, 0.7249618
3520.0, 0.7248823
3530.0, 0.724803
3540.0, 0.7247237
3550.0, 0.7246446
3560.0, 0.7245656
3570.0, 0.7244867
3580.0, 0.7244079
3590.0, 0.7243293
3600.0, 0.72425073
3610.0, 0.7241723
3620.0, 0.72409403
3630.0, 0.72401583
3640.0, 0.72393775
3650.0, 0.7238598
3660.0, 0.72378194
3670.0, 0.7237042
3680.0, 0.7236266
3690.0, 0.7235491
3700.0, 0.72347176
3710.0, 0.72339445
3720.0, 0.7233173
3730.0, 0.72324026
3740.0, 0.72316337
3750.0, 0.7230866
3760.0, 0.7230099
3770.0, 0.7229333
3780.0, 0.7228568
3790.0, 0.72278047
3800.0, 0.7227043
3810.0, 0.7226281
3820.0, 0.7225521
3830.0, 0.72247624
3840.0, 0.7224005
3850.0, 0.7223248
3860.0, 0.72224927
3870.0, 0.7221738
3880.0, 0.7220985
3890.0, 0.7220233
3900.0, 0.7219482
3910.0, 0.7218732
3920.0, 0.72179836
3930.0, 0.7217236
3940.0, 0.72164893
3950.0, 0.7215744
3960.0, 0.7215
3970.0, 0.7214257
3980.0, 0.7213515
3990.0, 0.7212774
4000.0, 0.72120345
4010.0, 0.7211296
4020.0, 0.7210558
4030.0, 0.7209822
4040.0, 0.72090864
4050.0, 0.72083527
4060.0, 0.72076195
4070.0, 0.72068876
4080.0, 0.7206157
4090.0, 0.7205427
4100.0, 0.72046983
4110.0, 0.7203971
4120.0, 0.72032446
4130.0, 0.720252
4140.0, 0.7201795
4150.0, 0.7201072
4160.0, 0.720035
4170.0, 0.71996295
4180.0, 0.71989095
4190.0, 0.71981907
4200.0, 0.7197473
4210.0, 0.71967566
4220.0, 0.71960413
4230.0, 0.7195327
4240.0, 0.7194614
4250.0, 0.71939015
4260.0, 0.7193191
4270.0, 0.71924806
4280.0, 0.7191772
4290.0, 0.71910644
4300.0, 0.71903574
4310.0, 0.7189652
4320.0, 0.7188947
4330.0, 0.7188244
4340.0, 0.7187542
4350.0, 0.718684
4360.0, 0.718614
4370.0, 0.71854407
4380.0, 0.71847427
4390.0, 0.7184046
4400.0, 0.718335
4410.0, 0.7182655
4420.0, 0.71819615
4430.0, 0.71812683
4440.0, 0.7180577
4450.0, 0.7179886
4460.0, 0.7179197
4470.0, 0.7178508
4480.0, 0.7177821
4490.0, 0.7177135
4500.0, 0.71764493
4510.0, 0.7175765
4520.0, 0.7175082
4530.0, 0.71744
4540.0, 0.7173719
4550.0, 0.7173039
4560.0, 0.717236
4570.0, 0.7171682
4580.0, 0.7171005
4590.0, 0.7170329
4600.0, 0.71696544
4610.0, 0.7168981
4620.0, 0.71683085
4630.0, 0.7167637
4640.0, 0.7166966
4650.0, 0.7166297
4660.0, 0.7165628
4670.0, 0.71649605
4680.0, 0.7164294
4690.0, 0.7163629
4700.0, 0.71629643
4710.0, 0.7162301
4720.0, 0.7161639
4730.0, 0.7160978
4740.0, 0.71603173
4750.0, 0.71596587
4760.0, 0.7159
4770.0, 0.7158343
4780.0, 0.7157687
4790.0, 0.7157032
4800.0, 0.7156378
4810.0, 0.7155725
4820.0, 0.7155073
4830.0, 0.7154422
4840.0, 0.7153772
4850.0, 0.7153123
4860.0, 0.7152475
4870.0, 0.71518284
4880.0, 0.7151182
4890.0, 0.71505374
4900.0, 0.71498936
4910.0, 0.7149251
4920.0, 0.7148609
4930.0, 0.71479684
4940.0, 0.7147328
4950.0, 0.714669
4960.0, 0.7146052
4970.0, 0.7145415
4980.0, 0.7144779
4990.0, 0.7144144
5000.0, 0.71435106
5010.0, 0.71428776
5020.0, 0.7142246
5030.0, 0.7141615
5040.0, 0.7140985
5050.0, 0.7140357
5060.0, 0.71397287
5070.0, 0.7139102
5080.0, 0.7138476
5090.0, 0.7137851
5100.0, 0.71372277
5110.0, 0.7136605
5120.0, 0.71359825
5130.0, 0.7135362
5140.0, 0.71347415
5150.0, 0.7134123
5160.0, 0.7133505
5170.0, 0.7132888
5180.0, 0.7132272
5190.0, 0.7131657
5200.0, 0.7131043
5210.0, 0.713043
5220.0, 0.71298176
5230.0, 0.71292067
5240.0, 0.7128597
5250.0, 0.7127987
5260.0, 0.7127379
5270.0, 0.7126772
5280.0, 0.71261656
5290.0, 0.71255606
5300.0, 0.7124956
5310.0, 0.7124353
5320.0, 0.71237504
5330.0, 0.7123149
5340.0, 0.7122548
5350.0, 0.7121949
5360.0, 0.712135
5370.0, 0.7120753
5380.0, 0.7120156
5390.0, 0.711956
5400.0, 0.7118966
5410.0, 0.7118372
5420.0, 0.7117779
5430.0, 0.71171874
5440.0, 0.7116596
5450.0, 0.7116006
5460.0, 0.7115417
5470.0, 0.71148294
5480.0, 0.71142423
5490.0, 0.7113656
5500.0, 0.71130705
5510.0, 0.71124864
5520.0, 0.7111903
5530.0, 0.71113205
5540.0, 0.7110739
5550.0, 0.7110158
5560.0, 0.7109579
5570.0, 0.7109
5580.0, 0.7108422
5590.0, 0.71078455
5600.0, 0.7107269
5610.0, 0.71066946
5620.0, 0.71061206
5630.0, 0.7105547
5640.0, 0.7104975
5650.0, 0.7104404
5660.0, 0.71038336
5670.0, 0.71032643
5680.0, 0.7102696
5690.0, 0.7102128
5700.0, 0.71015614
5710.0, 0.7100996
5720.0, 0.7100431
5730.0, 0.7099867
5740.0, 0.70993036
5750.0, 0.70987415
5760.0, 0.70981807
5770.0, 0.70976204
5780.0, 0.70970607
5790.0, 0.7096503
5800.0, 0.7095945
5810.0, 0.7095388
5820.0, 0.70948327
5830.0, 0.7094278
5840.0, 0.7093724
5850.0, 0.7093171
5860.0, 0.7092619
5870.0, 0.70920676
5880.0, 0.7091517
5890.0, 0.7090968
5900.0, 0.7090419
5910.0, 0.7089871
5920.0, 0.70893246
5930.0, 0.70887786
5940.0, 0.7088234
5950.0, 0.70876896
5960.0, 0.70871466
5970.0, 0.7086604
5980.0, 0.7086063
5990.0, 0.70855224
6000.0, 0.7084983
6010.0, 0.7084444
6020.0, 0.7083906
6030.0, 0.7083369
6040.0, 0.7082833
6050.0, 0.7082298
6060.0, 0.7081764
6070.0, 0.70812297
6080.0, 0.70806974
6090.0, 0.7080166
6100.0, 0.70796347
6110.0, 0.7079105
6120.0, 0.70785755
6130.0, 0.70780474
6140.0, 0.707752
6150.0, 0.70769936
6160.0, 0.7076468
6170.0, 0.70759434
6180.0, 0.7075419
6190.0, 0.7074896
6200.0, 0.7074374
6210.0, 0.70738524
6220.0, 0.7073332
6230.0, 0.70728123
6240.0, 0.7072294
6250.0, 0.7071776
6260.0, 0.70712584
6270.0, 0.7070742
6280.0, 0.7070227
6290.0, 0.7069713
6300.0, 0.7069199
6310.0, 0.7068686
6320.0, 0.70681745
6330.0, 0.7067663
6340.0, 0.7067153
6350.0, 0.7066644
6360.0, 0.7066135
6370.0, 0.7065627
6380.0, 0.70651203
6390.0, 0.7064614
6400.0, 0.70641094
6410.0, 0.70636046
6420.0, 0.7063101
6430.0, 0.70625985
6440.0, 0.70620966
6450.0, 0.7061596
6460.0, 0.7061095
6470.0, 0.70605963
6480.0, 0.70600975
6490.0, 0.70596
6500.0, 0.7059103
6510.0, 0.7058607
6520.0, 0.7058112
6530.0, 0.70576173
6540.0, 0.7057124
6550.0, 0.7056631
6560.0, 0.7056139
6570.0, 0.7055648
6580.0, 0.7055158
6590.0, 0.7054668
6600.0, 0.70541793
6610.0, 0.7053692
6620.0, 0.7053205
6630.0, 0.70527184
6640.0, 0.7052233
6650.0, 0.70517486
6660.0, 0.70512646
6670.0, 0.7050782
6680.0, 0.70502996
6690.0, 0.7049818
6700.0, 0.70493376
6710.0, 0.7048858
6720.0, 0.7048379
6730.0, 0.7047901
6740.0, 0.7047424
6750.0, 0.7046947
6760.0, 0.7046471
6770.0, 0.7045996
6780.0, 0.70455223
6790.0, 0.70450485
6800.0, 0.70445764
6810.0, 0.70441043
6820.0, 0.70436335
6830.0, 0.7043163
6840.0, 0.7042694
6850.0, 0.70422256
6860.0, 0.7041758
6870.0, 0.70412904
6880.0, 0.7040824
6890.0, 0.7040359
6900.0, 0.70398945
6910.0, 0.703943
6920.0, 0.7038967
6930.0, 0.7038505
6940.0, 0.7038043
6950.0, 0.70375824
6960.0, 0.7037123
6970.0, 0.7036663
6980.0, 0.7036205
6990.0, 0.7035747
7000.0, 0.70352906
7010.0, 0.70348346
7020.0, 0.7034379
7030.0, 0.70339245
7040.0, 0.7033471
7050.0, 0.7033018
7060.0, 0.70325655
7070.0, 0.70321137
7080.0, 0.7031663
7090.0, 0.7031213
7100.0, 0.70307636
7110.0, 0.70303154
7120.0, 0.7029868
7130.0, 0.7029421
7140.0, 0.7028975
7150.0, 0.7028529
7160.0, 0.70280844
7170.0, 0.7027641
7180.0, 0.70271975
7190.0, 0.7026755
7200.0, 0.70263135
7210.0, 0.70258725
7220.0, 0.70254326
7230.0, 0.70249933
7240.0, 0.70245546
7250.0, 0.70241165
7260.0, 0.70236796
7270.0, 0.7023243
7280.0, 0.70228076
7290.0, 0.70223725
7300.0, 0.7021938
7310.0, 0.70215046
7320.0, 0.7021072
7330.0, 0.702064
7340.0, 0.7020209
7350.0, 0.70197785
7360.0, 0.7019349
7370.0, 0.70189196
7380.0, 0.7018491
7390.0, 0.70180637
7400.0, 0.7017637
7410.0, 0.7017211
7420.0, 0.7016785
7430.0, 0.7016361
7440.0, 0.7015937
7450.0, 0.7015514
7460.0, 0.7015091
7470.0, 0.7014669
7480.0, 0.70142484
7490.0, 0.7013828
7500.0, 0.70134085
7510.0, 0.70129895
7520.0, 0.70125717
7530.0, 0.7012154
7540.0, 0.7011737
7550.0, 0.7011321
7560.0, 0.70109063
7570.0, 0.70104915
7580.0, 0.7010078
7590.0, 0.7009664
7600.0, 0.7009252
7610.0, 0.70088404
7620.0, 0.7008429
7630.0, 0.7008019
7640.0, 0.7007609
7650.0, 0.70072
7660.0, 0.70067924
7670.0, 0.7006385
7680.0, 0.70059776
7690.0, 0.7005572
7700.0, 0.70051664
7710.0, 0.70047617
7720.0, 0.70043576
7730.0, 0.70039546
7740.0, 0.7003552
7750.0, 0.700315
7760.0, 0.7002749
7770.0, 0.70023483
7780.0, 0.70019484
7790.0, 0.7001549
7800.0, 0.7001151
7810.0, 0.7000753
7820.0, 0.7000356
7830.0, 0.69999593
7840.0, 0.69995636
7850.0, 0.6999169
7860.0, 0.69987744
7870.0, 0.6998381
7880.0, 0.69979876
7890.0, 0.69975954
7900.0, 0.6997204
7910.0, 0.6996813
7920.0, 0.69964224
7930.0, 0.6996033
7940.0, 0.6995644
7950.0, 0.6995256
7960.0, 0.69948685
7970.0, 0.69944817
7980.0, 0.69940954
7990.0, 0.699371
8000.0, 0.6993325
8010.0, 0.6992941
8020.0, 0.6992557
8030.0, 0.69921744
8040.0, 0.6991792
8050.0, 0.699141
8060.0, 0.69910294
8070.0, 0.69906497
8080.0, 0.699027
8090.0, 0.6989891
8100.0, 0.69895124
8110.0, 0.6989135
8120.0, 0.69887584
8130.0, 0.6988382
8140.0, 0.6988006
8150.0, 0.69876313
8160.0, 0.6987257
8170.0, 0.6986883
8180.0, 0.698651
8190.0, 0.6986138
8200.0, 0.6985766
8210.0, 0.69853956
8220.0, 0.6985025
8230.0, 0.6984655
8240.0, 0.69842863
8250.0, 0.69839174
8260.0, 0.69835496
8270.0, 0.69831824
8280.0, 0.6982816
8290.0, 0.698245
8300.0, 0.6982085
8310.0, 0.69817203
8320.0, 0.6981356
8330.0, 0.6980993
8340.0, 0.698063
8350.0, 0.69802684
8360.0, 0.69799066
8370.0, 0.6979546
8380.0, 0.6979186
8390.0, 0.69788265
8400.0, 0.6978468
8410.0, 0.6978109
8420.0, 0.6977751
8430.0, 0.6977394
8440.0, 0.6977038
8450.0, 0.69766825
8460.0, 0.69763273
8470.0, 0.69759727
8480.0, 0.69756186
8490.0, 0.6975266
8500.0, 0.6974913
8510.0, 0.69745606
8520.0, 0.69742095
8530.0, 0.69738585
8540.0, 0.69735086
8550.0, 0.6973159
8560.0, 0.697281
8570.0, 0.69724613
8580.0, 0.6972114
8590.0, 0.6971767
8600.0, 0.697142
8610.0, 0.69710743
8620.0, 0.6970729
8630.0, 0.6970385
8640.0, 0.697004
8650.0, 0.6969697
8660.0, 0.6969354
8670.0, 0.6969012
8680.0, 0.69686705
8690.0, 0.69683295
8700.0, 0.69679886
8710.0, 0.6967649
8720.0, 0.696731
8730.0, 0.6966971
8740.0, 0.6966633
8750.0, 0.6966296
8760.0, 0.6965959
8770.0, 0.69656223
8780.0, 0.6965287
8790.0, 0.6964952
8800.0, 0.69646174
8810.0, 0.69642836
8820.0, 0.69639504
8830.0, 0.6963618
8840.0, 0.6963285
8850.0, 0.6962954
8860.0, 0.6962623
8870.0, 0.6962293
8880.0, 0.6961963
8890.0, 0.69616336
8900.0, 0.6961305
8910.0, 0.69609773
8920.0, 0.696065
8930.0, 0.6960323
8940.0, 0.6959997
8950.0, 0.69596714
8960.0, 0.6959346
8970.0, 0.69590217
8980.0, 0.69586974
8990.0, 0.69583744
9000.0, 0.69580513
9010.0, 0.69577295
9020.0, 0.69574076
9030.0, 0.69570863
9040.0, 0.6956766
9050.0, 0.6956446
9060.0, 0.69561267
9070.0, 0.6955808
9080.0, 0.69554895
9090.0, 0.6955172
9100.0, 0.6954855
9110.0, 0.6954538
9120.0, 0.69542223
9130.0, 0.6953907
9140.0, 0.69535923
9150.0, 0.69532776
9160.0, 0.6952964
9170.0, 0.6952651
9180.0, 0.6952338
9190.0, 0.69520265
9200.0, 0.6951715
9210.0, 0.6951404
9220.0, 0.69510937
9230.0, 0.6950784
9240.0, 0.69504744
9250.0, 0.69501656
9260.0, 0.69498575
9270.0, 0.694955
9280.0, 0.6949243
9290.0, 0.69489366
9300.0, 0.694863
9310.0, 0.6948325
9320.0, 0.69480205
9330.0, 0.6947716
9340.0, 0.6947412
9350.0, 0.6947109
9360.0, 0.69468063
9370.0, 0.6946504
9380.0, 0.69462025
9390.0, 0.69459015
9400.0, 0.69456005
9410.0, 0.69453007
9420.0, 0.69450015
9430.0, 0.6944702
9440.0, 0.6944404
9450.0, 0.6944106
9460.0, 0.6943809
9470.0, 0.6943512
9480.0, 0.6943216
9490.0, 0.694292
9500.0, 0.6942625
9510.0, 0.69423306
9520.0, 0.6942036
9530.0, 0.6941743
9540.0, 0.69414496
9550.0, 0.6941157
9560.0, 0.6940865
9570.0, 0.69405735
9580.0, 0.69402826
9590.0, 0.69399923
9600.0, 0.6939702
9610.0, 0.6939413
9620.0, 0.6939124
9630.0, 0.6938836
9640.0, 0.6938548
9650.0, 0.6938261
9660.0, 0.69379735
9670.0, 0.69376874
9680.0, 0.6937402
9690.0, 0.69371164
9700.0, 0.69368315
9710.0, 0.6936548
9720.0, 0.6936264
9730.0, 0.69359803
9740.0, 0.6935698
9750.0, 0.6935416
9760.0, 0.6935134
9770.0, 0.6934853
9780.0, 0.69345725
9790.0, 0.69342923
9800.0, 0.6934012
9810.0, 0.6933733
9820.0, 0.6933455
9830.0, 0.69331765
9840.0, 0.6932899
9850.0, 0.69326216
9860.0, 0.6932345
9870.0, 0.6932069
9880.0, 0.69317937
9890.0, 0.69315183
9900.0, 0.69312435
9910.0, 0.69309694
9920.0, 0.6930696
9930.0, 0.6930423
9940.0, 0.69301504
9950.0, 0.6929878
9960.0, 0.6929606
9970.0, 0.6929335
9980.0, 0.69290644
9990.0, 0.69287944
10000.0, 0.6928525
10010.0, 0.69282556
10020.0, 0.6927987
10030.0, 0.69277185
10040.0, 0.6927451
10050.0, 0.6927184
10060.0, 0.6926917
10070.0, 0.69266504
10080.0, 0.69263846
10090.0, 0.69261193
10100.0, 0.69258547
10110.0, 0.692559
10120.0, 0.69253266
10130.0, 0.6925063
10140.0, 0.69248
10150.0, 0.69245374
10160.0, 0.6924276
10170.0, 0.6924014
10180.0, 0.6923753
10190.0, 0.69234926
10200.0, 0.69232327
10210.0, 0.6922973
10220.0, 0.6922714
10230.0, 0.69224554
10240.0, 0.69221973
10250.0, 0.6921939
10260.0, 0.69216824
10270.0, 0.69214255
10280.0, 0.6921169
10290.0, 0.69209135
10300.0, 0.6920658
10310.0, 0.6920403
10320.0, 0.6920149
10330.0, 0.6919895
10340.0, 0.69196415
10350.0, 0.6919388
10360.0, 0.69191355
10370.0, 0.69188833
10380.0, 0.6918632
10390.0, 0.6918381
10400.0, 0.691813
10410.0, 0.69178796
10420.0, 0.691763
10430.0, 0.69173807
10440.0, 0.69171315
10450.0, 0.6916883
10460.0, 0.6916635
10470.0, 0.69163877
10480.0, 0.69161403
10490.0, 0.69158936
10500.0, 0.69156474
10510.0, 0.6915402
10520.0, 0.6915156
10530.0, 0.6914912
10540.0, 0.69146675
10550.0, 0.6914423
10560.0, 0.691418
10570.0, 0.6913937
10580.0, 0.6913694
10590.0, 0.6913452
10600.0, 0.691321
10610.0, 0.6912969
10620.0, 0.6912728
10630.0, 0.6912488
10640.0, 0.69122475
10650.0, 0.69120085
10660.0, 0.6911769
10670.0, 0.69115305
10680.0, 0.6911292
10690.0, 0.6911055
10700.0, 0.6910817
10710.0, 0.69105804
10720.0, 0.6910344
10730.0, 0.6910108
10740.0, 0.6909872
10750.0, 0.6909637
10760.0, 0.69094026
10770.0, 0.6909168
10780.0, 0.6908934
10790.0, 0.6908701
10800.0, 0.6908468
10810.0, 0.6908235
10820.0, 0.6908003
10830.0, 0.6907771
10840.0, 0.690754
10850.0, 0.6907309
10860.0, 0.69070786
10870.0, 0.69068485
10880.0, 0.6906619
10890.0, 0.690639
10900.0, 0.69061613
10910.0, 0.6905933
10920.0, 0.6905705
10930.0, 0.69054776
10940.0, 0.69052505
10950.0, 0.69050235
10960.0, 0.69047976
10970.0, 0.69045717
10980.0, 0.69043463
10990.0, 0.6904121
11000.0, 0.69038963
11010.0, 0.6903672
11020.0, 0.69034487
11030.0, 0.6903225
11040.0, 0.6903002
11050.0, 0.690278
11060.0, 0.69025576
11070.0, 0.6902336
11080.0, 0.6902115
11090.0, 0.6901894
11100.0, 0.69016737
11110.0, 0.6901454
11120.0, 0.6901234
11130.0, 0.69010144
11140.0, 0.69007957
11150.0, 0.69005775
11160.0, 0.69003594
11170.0, 0.6900142
11180.0, 0.6899924
11190.0, 0.68997073
11200.0, 0.6899491
11210.0, 0.6899275
11220.0, 0.68990594
11230.0, 0.6898844
11240.0, 0.6898629
11250.0, 0.6898415
11260.0, 0.6898201
11270.0, 0.6897987
11280.0, 0.6897774
11290.0, 0.6897561
11300.0, 0.6897349
11310.0, 0.68971366
11320.0, 0.6896925
11330.0, 0.6896714
11340.0, 0.6896503
11350.0, 0.68962926
11360.0, 0.6896082
11370.0, 0.68958724
11380.0, 0.6895663
11390.0, 0.6895454
11400.0, 0.6895246
11410.0, 0.6895037
11420.0, 0.689483
11430.0, 0.68946224
11440.0, 0.6894415
11450.0, 0.6894209
11460.0, 0.68940026
11470.0, 0.68937963
11480.0, 0.6893591
11490.0, 0.6893386
11500.0, 0.6893181
11510.0, 0.6892977
11520.0, 0.6892773
11530.0, 0.68925697
11540.0, 0.68923664
11550.0, 0.6892163
11560.0, 0.6891961
11570.0, 0.6891759
11580.0, 0.6891557
11590.0, 0.6891356
11600.0, 0.68911546
11610.0, 0.68909544
11620.0, 0.6890754
11630.0, 0.68905544
11640.0, 0.6890355
11650.0, 0.68901557
11660.0, 0.6889957
11670.0, 0.6889759
11680.0, 0.6889561
11690.0, 0.6889363
11700.0, 0.68891656
11710.0, 0.6888969
11720.0, 0.6888773
