Energy (in eV), SEEE yield of material al2k-NASCAP at isotropic incidence
   X,       Y
11650.0, 0.2544152
11660.0, 0.25425598
11670.0, 0.2540969
11680.0, 0.25393814
11690.0, 0.25377956
11700.0, 0.2536212
11710.0, 0.2534631
11720.0, 0.25330517
11730.0, 0.25314757
11740.0, 0.25299016
11750.0, 0.25283295
11760.0, 0.25267595
11770.0, 0.25251922
11780.0, 0.2523627
11790.0, 0.2522064
11800.0, 0.25205028
11810.0, 0.2518944
11820.0, 0.25173885
11830.0, 0.25158343
11840.0, 0.25142816
11850.0, 0.25127324
11860.0, 0.25111854
11870.0, 0.250964
11880.0, 0.25080967
11890.0, 0.25065556
11900.0, 0.25050172
11910.0, 0.25034803
11920.0, 0.2501946
11930.0, 0.25004143
11940.0, 0.2498884
11950.0, 0.24973567
11960.0, 0.24958308
11970.0, 0.24943072
11980.0, 0.24927863
11990.0, 0.24912669
12000.0, 0.24897495
12010.0, 0.24882348
12020.0, 0.24867219
12030.0, 0.24852116
12040.0, 0.24837027
12050.0, 0.24821962
12060.0, 0.24806921
12070.0, 0.247919
12080.0, 0.24776901
12090.0, 0.24761918
12100.0, 0.24746957
12110.0, 0.2473202
12120.0, 0.24717106
12130.0, 0.24702206
12140.0, 0.24687332
12150.0, 0.2467248
12160.0, 0.24657643
12170.0, 0.2464283
12180.0, 0.24628036
12190.0, 0.24613264
12200.0, 0.24598512
12210.0, 0.24583782
12220.0, 0.24569069
12230.0, 0.24554381
12240.0, 0.24539708
12250.0, 0.2452506
12260.0, 0.24510427
12270.0, 0.24495816
12280.0, 0.24481231
12290.0, 0.24466659
12300.0, 0.24452111
12310.0, 0.24437578
12320.0, 0.2442307
12330.0, 0.24408582
12340.0, 0.24394108
12350.0, 0.2437966
12360.0, 0.24365231
12370.0, 0.24350822
12380.0, 0.2433643
12390.0, 0.24322063
12400.0, 0.24307708
12410.0, 0.24293375
12420.0, 0.24279065
12430.0, 0.24264771
12440.0, 0.24250497
12450.0, 0.24236244
12460.0, 0.2422201
12470.0, 0.24207793
12480.0, 0.241936
12490.0, 0.24179423
12500.0, 0.24165268
12510.0, 0.24151126
12520.0, 0.2413701
12530.0, 0.24122907
12540.0, 0.24108826
12550.0, 0.24094763
12560.0, 0.24080722
12570.0, 0.24066696
12580.0, 0.24052691
12590.0, 0.24038708
12600.0, 0.24024735
12610.0, 0.24010791
12620.0, 0.2399686
12630.0, 0.23982951
12640.0, 0.23969056
12650.0, 0.23955181
12660.0, 0.23941328
12670.0, 0.23927487
12680.0, 0.23913673
12690.0, 0.23899873
12700.0, 0.23886088
12710.0, 0.23872326
12720.0, 0.23858586
12730.0, 0.23844858
12740.0, 0.23831147
12750.0, 0.23817457
12760.0, 0.23803785
12770.0, 0.23790132
12780.0, 0.23776497
12790.0, 0.2376288
12800.0, 0.2374928
12810.0, 0.23735695
12820.0, 0.23722135
12830.0, 0.23708591
12840.0, 0.23695062
12850.0, 0.23681551
12860.0, 0.23668058
12870.0, 0.23654586
12880.0, 0.2364113
12890.0, 0.2362769
12900.0, 0.2361427
12910.0, 0.23600866
12920.0, 0.23587479
12930.0, 0.23574112
12940.0, 0.23560761
12950.0, 0.2354743
12960.0, 0.23534113
12970.0, 0.23520814
12980.0, 0.23507532
12990.0, 0.23494267
13000.0, 0.23481023
13010.0, 0.23467793
13020.0, 0.2345458
13030.0, 0.23441385
13040.0, 0.23428208
13050.0, 0.23415051
13060.0, 0.23401906
13070.0, 0.23388778
13080.0, 0.2337567
13090.0, 0.23362578
13100.0, 0.23349503
13110.0, 0.23336445
13120.0, 0.23323402
13130.0, 0.23310377
13140.0, 0.2329737
13150.0, 0.2328438
13160.0, 0.23271407
13170.0, 0.23258448
13180.0, 0.23245506
13190.0, 0.23232582
13200.0, 0.23219675
13210.0, 0.23206784
13220.0, 0.23193909
13230.0, 0.23181051
13240.0, 0.23168209
13250.0, 0.23155388
13260.0, 0.23142578
13270.0, 0.23129787
13280.0, 0.23117012
13290.0, 0.23104253
13300.0, 0.23091507
13310.0, 0.2307878
13320.0, 0.2306607
13330.0, 0.23053378
13340.0, 0.23040697
13350.0, 0.23028037
13360.0, 0.23015389
13370.0, 0.23002757
13380.0, 0.22990143
13390.0, 0.22977549
13400.0, 0.22964965
13410.0, 0.22952399
13420.0, 0.2293985
13430.0, 0.22927313
13440.0, 0.22914796
13450.0, 0.22902295
13460.0, 0.22889808
13470.0, 0.22877336
13480.0, 0.2286488
13490.0, 0.22852442
13500.0, 0.22840017
13510.0, 0.22827609
13520.0, 0.22815216
13530.0, 0.22802839
13540.0, 0.22790478
13550.0, 0.2277813
13560.0, 0.22765799
13570.0, 0.22753482
13580.0, 0.22741184
13590.0, 0.227289
13600.0, 0.22716632
13610.0, 0.2270438
13620.0, 0.22692138
13630.0, 0.22679916
13640.0, 0.22667706
13650.0, 0.22655511
13660.0, 0.22643338
13670.0, 0.22631173
13680.0, 0.22619022
13690.0, 0.22606896
13700.0, 0.22594778
13710.0, 0.22582674
13720.0, 0.22570588
13730.0, 0.22558516
13740.0, 0.22546458
13750.0, 0.22534417
13760.0, 0.22522387
13770.0, 0.22510374
13780.0, 0.22498377
13790.0, 0.22486395
13800.0, 0.22474426
13810.0, 0.22462466
13820.0, 0.22450534
13830.0, 0.22438611
13840.0, 0.22426698
13850.0, 0.22414805
13860.0, 0.22402927
13870.0, 0.22391059
13880.0, 0.22379206
13890.0, 0.2236737
13900.0, 0.22355548
13910.0, 0.22343741
13920.0, 0.22331946
13930.0, 0.22320169
13940.0, 0.22308402
13950.0, 0.2229665
13960.0, 0.22284919
13970.0, 0.22273195
13980.0, 0.2226149
13990.0, 0.22249794
14000.0, 0.22238116
14010.0, 0.2222645
14020.0, 0.22214802
14030.0, 0.22203164
14040.0, 0.22191542
14050.0, 0.22179936
14060.0, 0.22168337
14070.0, 0.22156757
14080.0, 0.22145192
14090.0, 0.2213364
14100.0, 0.22122099
14110.0, 0.22110575
14120.0, 0.22099067
14130.0, 0.22087571
14140.0, 0.22076087
14150.0, 0.22064619
14160.0, 0.22053163
14170.0, 0.22041723
14180.0, 0.22030295
14190.0, 0.22018883
14200.0, 0.22007479
14210.0, 0.21996091
14220.0, 0.21984722
14230.0, 0.2197336
14240.0, 0.21962012
14250.0, 0.2195068
14260.0, 0.21939364
14270.0, 0.21928057
14280.0, 0.21916768
14290.0, 0.21905491
14300.0, 0.21894222
14310.0, 0.2188297
14320.0, 0.2187173
14330.0, 0.21860507
14340.0, 0.21849294
14350.0, 0.21838097
14360.0, 0.21826911
14370.0, 0.21815743
14380.0, 0.2180458
14390.0, 0.21793438
14400.0, 0.21782303
14410.0, 0.21771187
14420.0, 0.21760078
14430.0, 0.21748988
14440.0, 0.21737911
14450.0, 0.21726842
14460.0, 0.2171579
14470.0, 0.2170475
14480.0, 0.2169372
14490.0, 0.21682705
14500.0, 0.21671706
14510.0, 0.21660712
14520.0, 0.21649739
14530.0, 0.21638776
14540.0, 0.21627825
14550.0, 0.21616891
14560.0, 0.21605965
14570.0, 0.21595053
14580.0, 0.21584155
14590.0, 0.21573271
14600.0, 0.21562393
14610.0, 0.21551538
14620.0, 0.21540686
14630.0, 0.21529852
14640.0, 0.21519026
14650.0, 0.21508215
14660.0, 0.2149742
14670.0, 0.21486636
14680.0, 0.21475862
14690.0, 0.21465105
14700.0, 0.21454355
14710.0, 0.21443617
14720.0, 0.21432894
14730.0, 0.21422186
14740.0, 0.21411486
14750.0, 0.21400799
14760.0, 0.21390127
14770.0, 0.21379468
14780.0, 0.21368818
14790.0, 0.21358183
14800.0, 0.21347557
14810.0, 0.21336943
14820.0, 0.21326345
14830.0, 0.21315761
14840.0, 0.21305181
14850.0, 0.21294618
14860.0, 0.21284066
14870.0, 0.2127353
14880.0, 0.21263003
14890.0, 0.21252489
14900.0, 0.21241984
14910.0, 0.2123149
14920.0, 0.21221013
14930.0, 0.21210547
14940.0, 0.21200094
14950.0, 0.21189648
14960.0, 0.21179216
14970.0, 0.21168795
14980.0, 0.2115839
14990.0, 0.21147996
15000.0, 0.2113761
15010.0, 0.2112724
15020.0, 0.21116878
15030.0, 0.21106529
15040.0, 0.21096192
15050.0, 0.21085867
15060.0, 0.21075554
15070.0, 0.21065253
15080.0, 0.21054961
15090.0, 0.21044686
15100.0, 0.2103442
15110.0, 0.21024162
15120.0, 0.21013919
15130.0, 0.21003686
15140.0, 0.20993465
15150.0, 0.20983258
15160.0, 0.2097306
15170.0, 0.20962873
15180.0, 0.20952697
15190.0, 0.20942533
15200.0, 0.20932384
15210.0, 0.20922242
15220.0, 0.20912114
15230.0, 0.20901996
15240.0, 0.20891891
15250.0, 0.20881791
15260.0, 0.2087171
15270.0, 0.20861638
15280.0, 0.20851576
15290.0, 0.20841528
15300.0, 0.20831488
15310.0, 0.2082146
15320.0, 0.20811445
15330.0, 0.20801435
15340.0, 0.20791444
15350.0, 0.20781457
15360.0, 0.2077149
15370.0, 0.20761529
15380.0, 0.20751576
15390.0, 0.20741637
15400.0, 0.2073171
15410.0, 0.20721793
15420.0, 0.20711888
15430.0, 0.20701994
15440.0, 0.2069211
15450.0, 0.20682238
15460.0, 0.20672375
15470.0, 0.20662522
15480.0, 0.20652682
15490.0, 0.20642853
15500.0, 0.20633034
15510.0, 0.20623226
15520.0, 0.20613427
15530.0, 0.20603642
15540.0, 0.20593868
15550.0, 0.20584098
15560.0, 0.20574346
15570.0, 0.20564605
15580.0, 0.20554873
15590.0, 0.20545149
15600.0, 0.20535436
15610.0, 0.20525734
15620.0, 0.20516047
15630.0, 0.20506366
15640.0, 0.20496698
15650.0, 0.2048704
15660.0, 0.2047739
15670.0, 0.20467752
15680.0, 0.20458125
15690.0, 0.20448509
15700.0, 0.204389
15710.0, 0.20429307
15720.0, 0.2041972
15730.0, 0.20410147
15740.0, 0.20400582
15750.0, 0.20391026
15760.0, 0.20381486
15770.0, 0.20371948
15780.0, 0.20362428
15790.0, 0.20352913
15800.0, 0.20343414
15810.0, 0.20333919
15820.0, 0.20324437
15830.0, 0.20314968
15840.0, 0.20305504
15850.0, 0.20296052
15860.0, 0.20286612
15870.0, 0.20277183
15880.0, 0.2026776
15890.0, 0.2025835
15900.0, 0.2024895
15910.0, 0.20239557
15920.0, 0.20230179
15930.0, 0.20220809
15940.0, 0.20211448
15950.0, 0.20202097
15960.0, 0.20192756
15970.0, 0.20183428
15980.0, 0.20174105
15990.0, 0.20164797
16000.0, 0.20155498
16010.0, 0.20146205
16020.0, 0.20136927
16030.0, 0.20127653
16040.0, 0.20118392
16050.0, 0.20109141
16060.0, 0.20099902
16070.0, 0.20090666
16080.0, 0.20081446
16090.0, 0.20072235
16100.0, 0.20063034
16110.0, 0.20053841
16120.0, 0.20044658
16130.0, 0.20035489
16140.0, 0.20026322
16150.0, 0.20017171
16160.0, 0.20008028
16170.0, 0.1999889
16180.0, 0.19989766
16190.0, 0.19980653
16200.0, 0.19971545
16210.0, 0.19962454
16220.0, 0.19953367
16230.0, 0.19944291
16240.0, 0.19935222
16250.0, 0.19926165
16260.0, 0.19917119
16270.0, 0.19908078
16280.0, 0.19899052
16290.0, 0.19890031
16300.0, 0.19881022
16310.0, 0.19872025
16320.0, 0.1986303
16330.0, 0.19854048
16340.0, 0.19845077
16350.0, 0.19836116
16360.0, 0.1982716
16370.0, 0.19818215
16380.0, 0.19809282
16390.0, 0.19800358
16400.0, 0.1979144
16410.0, 0.19782536
16420.0, 0.19773638
16430.0, 0.19764748
16440.0, 0.19755872
16450.0, 0.19746998
16460.0, 0.19738139
16470.0, 0.19729286
16480.0, 0.19720446
16490.0, 0.19711614
16500.0, 0.19702789
16510.0, 0.19693974
16520.0, 0.19685169
16530.0, 0.19676372
16540.0, 0.19667587
16550.0, 0.1965881
16560.0, 0.19650038
16570.0, 0.1964128
16580.0, 0.19632526
16590.0, 0.19623786
16600.0, 0.19615048
16610.0, 0.1960633
16620.0, 0.19597611
16630.0, 0.19588906
16640.0, 0.19580212
16650.0, 0.19571522
16660.0, 0.19562842
16670.0, 0.19554171
16680.0, 0.19545507
16690.0, 0.19536857
16700.0, 0.19528212
16710.0, 0.1951958
16720.0, 0.19510953
16730.0, 0.19502334
16740.0, 0.19493727
16750.0, 0.19485128
16760.0, 0.19476536
16770.0, 0.19467953
16780.0, 0.19459382
16790.0, 0.19450814
16800.0, 0.19442262
16810.0, 0.19433714
16820.0, 0.19425176
16830.0, 0.19416645
16840.0, 0.19408123
16850.0, 0.19399612
16860.0, 0.19391108
16870.0, 0.19382608
16880.0, 0.19374129
16890.0, 0.19365646
16900.0, 0.19357178
16910.0, 0.19348714
16920.0, 0.19340263
16930.0, 0.19331817
16940.0, 0.19323386
16950.0, 0.19314957
16960.0, 0.19306542
16970.0, 0.19298132
16980.0, 0.1928973
16990.0, 0.19281337
17000.0, 0.1927295
17010.0, 0.19264577
17020.0, 0.19256207
17030.0, 0.19247852
17040.0, 0.19239497
17050.0, 0.19231156
17060.0, 0.19222821
17070.0, 0.19214496
17080.0, 0.19206181
17090.0, 0.19197871
17100.0, 0.19189571
17110.0, 0.19181277
17120.0, 0.19172992
17130.0, 0.19164719
17140.0, 0.19156453
17150.0, 0.19148193
17160.0, 0.19139943
17170.0, 0.19131698
17180.0, 0.19123462
17190.0, 0.19115236
17200.0, 0.19107018
17210.0, 0.19098811
17220.0, 0.19090609
17230.0, 0.19082415
17240.0, 0.19074228
17250.0, 0.19066052
17260.0, 0.1905788
17270.0, 0.1904972
17280.0, 0.19041568
17290.0, 0.19033423
17300.0, 0.19025289
17310.0, 0.19017157
17320.0, 0.19009037
17330.0, 0.19000922
17340.0, 0.1899282
17350.0, 0.1898472
17360.0, 0.18976633
17370.0, 0.18968551
17380.0, 0.1896048
17390.0, 0.18952413
17400.0, 0.18944359
17410.0, 0.18936309
17420.0, 0.18928269
17430.0, 0.18920234
17440.0, 0.18912208
17450.0, 0.1890419
17460.0, 0.1889618
17470.0, 0.1888818
17480.0, 0.18880187
17490.0, 0.188722
17500.0, 0.1886422
17510.0, 0.1885625
17520.0, 0.18848288
17530.0, 0.18840335
17540.0, 0.18832389
17550.0, 0.18824448
17560.0, 0.18816517
17570.0, 0.18808591
17580.0, 0.18800676
17590.0, 0.18792765
17600.0, 0.18784867
17610.0, 0.18776973
17620.0, 0.18769087
17630.0, 0.1876121
17640.0, 0.1875334
17650.0, 0.18745477
17660.0, 0.1873762
17670.0, 0.18729775
17680.0, 0.18721935
17690.0, 0.18714106
17700.0, 0.1870628
17710.0, 0.18698463
17720.0, 0.18690653
17730.0, 0.18682851
17740.0, 0.18675058
17750.0, 0.18667272
17760.0, 0.18659492
17770.0, 0.1865172
17780.0, 0.18643956
17790.0, 0.18636198
17800.0, 0.18628451
17810.0, 0.1862071
17820.0, 0.18612976
17830.0, 0.18605247
17840.0, 0.18597528
17850.0, 0.18589815
17860.0, 0.18582113
17870.0, 0.18574412
17880.0, 0.18566726
17890.0, 0.18559043
17900.0, 0.18551366
17910.0, 0.18543701
17920.0, 0.18536037
17930.0, 0.18528384
17940.0, 0.18520737
17950.0, 0.18513101
17960.0, 0.18505472
17970.0, 0.18497844
17980.0, 0.1849023
17990.0, 0.18482618
18000.0, 0.18475017
18010.0, 0.18467422
18020.0, 0.18459837
18030.0, 0.18452252
18040.0, 0.18444681
18050.0, 0.18437114
18060.0, 0.18429556
18070.0, 0.18422003
18080.0, 0.1841446
18090.0, 0.18406923
18100.0, 0.18399394
18110.0, 0.18391868
18120.0, 0.18384351
18130.0, 0.18376844
18140.0, 0.18369341
18150.0, 0.18361847
18160.0, 0.18354361
18170.0, 0.18346877
18180.0, 0.18339406
18190.0, 0.18331937
18200.0, 0.1832448
18210.0, 0.18317027
18220.0, 0.18309584
18230.0, 0.18302143
18240.0, 0.18294713
18250.0, 0.18287288
18260.0, 0.1827987
18270.0, 0.18272457
18280.0, 0.18265055
18290.0, 0.18257658
18300.0, 0.18250272
18310.0, 0.18242888
18320.0, 0.18235512
18330.0, 0.18228142
18340.0, 0.18220776
18350.0, 0.18213426
18360.0, 0.18206076
18370.0, 0.18198733
18380.0, 0.18191399
18390.0, 0.18184072
18400.0, 0.18176751
18410.0, 0.18169439
18420.0, 0.1816213
18430.0, 0.18154831
18440.0, 0.18147536
18450.0, 0.18140247
18460.0, 0.18132967
18470.0, 0.18125695
18480.0, 0.1811843
18490.0, 0.18111171
18500.0, 0.18103917
18510.0, 0.18096668
18520.0, 0.18089429
18530.0, 0.18082196
18540.0, 0.18074967
18550.0, 0.18067753
18560.0, 0.1806054
18570.0, 0.18053332
18580.0, 0.18046132
18590.0, 0.18038937
18600.0, 0.1803175
18610.0, 0.18024573
18620.0, 0.18017398
18630.0, 0.18010235
18640.0, 0.18003075
18650.0, 0.17995921
18660.0, 0.17988774
18670.0, 0.1798163
18680.0, 0.17974499
18690.0, 0.17967372
18700.0, 0.1796025
18710.0, 0.17953137
18720.0, 0.17946033
18730.0, 0.1793893
18740.0, 0.17931832
18750.0, 0.17924748
18760.0, 0.17917666
18770.0, 0.17910591
18780.0, 0.1790352
18790.0, 0.1789646
18800.0, 0.17889404
18810.0, 0.17882358
18820.0, 0.17875311
18830.0, 0.17868276
18840.0, 0.17861246
18850.0, 0.17854223
18860.0, 0.17847204
18870.0, 0.17840192
18880.0, 0.17833193
18890.0, 0.17826192
18900.0, 0.178192
18910.0, 0.17812215
18920.0, 0.17805235
18930.0, 0.17798261
18940.0, 0.17791298
18950.0, 0.17784339
18960.0, 0.17777385
18970.0, 0.17770436
18980.0, 0.17763492
18990.0, 0.1775656
19000.0, 0.17749631
19010.0, 0.17742711
19020.0, 0.17735793
19030.0, 0.17728883
19040.0, 0.17721978
19050.0, 0.17715083
19060.0, 0.17708191
19070.0, 0.17701307
19080.0, 0.17694426
19090.0, 0.17687553
19100.0, 0.17680687
19110.0, 0.17673826
19120.0, 0.17666975
19130.0, 0.17660123
19140.0, 0.17653283
19150.0, 0.17646448
19160.0, 0.17639619
19170.0, 0.17632794
19180.0, 0.17625979
19190.0, 0.17619166
19200.0, 0.1761236
19210.0, 0.17605563
19220.0, 0.17598769
19230.0, 0.17591983
19240.0, 0.17585202
19250.0, 0.17578427
19260.0, 0.17571655
19270.0, 0.17564893
19280.0, 0.1755814
19290.0, 0.17551388
19300.0, 0.17544645
19310.0, 0.17537904
19320.0, 0.17531171
19330.0, 0.17524445
19340.0, 0.17517725
19350.0, 0.1751101
19360.0, 0.175043
19370.0, 0.17497598
19380.0, 0.17490901
19390.0, 0.1748421
19400.0, 0.17477526
19410.0, 0.17470846
19420.0, 0.17464171
19430.0, 0.17457505
19440.0, 0.17450844
19450.0, 0.17444187
19460.0, 0.17437537
19470.0, 0.17430893
19480.0, 0.17424257
19490.0, 0.17417625
19500.0, 0.17411
19510.0, 0.17404376
19520.0, 0.17397763
19530.0, 0.17391153
19540.0, 0.1738455
19550.0, 0.17377953
19560.0, 0.17371364
19570.0, 0.17364776
19580.0, 0.17358196
19590.0, 0.17351621
19600.0, 0.17345053
19610.0, 0.1733849
19620.0, 0.17331935
19630.0, 0.17325385
19640.0, 0.17318839
19650.0, 0.173123
19660.0, 0.17305765
19670.0, 0.17299235
19680.0, 0.17292714
19690.0, 0.172862
19700.0, 0.17279686
19710.0, 0.1727318
19720.0, 0.1726668
19730.0, 0.17260188
19740.0, 0.17253698
19750.0, 0.17247216
19760.0, 0.1724074
19770.0, 0.17234266
19780.0, 0.17227802
19790.0, 0.1722134
19800.0, 0.17214885
19810.0, 0.17208436
19820.0, 0.17201994
19830.0, 0.17195557
19840.0, 0.17189123
19850.0, 0.17182697
19860.0, 0.17176273
19870.0, 0.17169857
19880.0, 0.17163453
19890.0, 0.17157048
19900.0, 0.17150646
19910.0, 0.17144254
19920.0, 0.17137864
19930.0, 0.1713148
19940.0, 0.17125103
19950.0, 0.17118736
19960.0, 0.1711237
19970.0, 0.17106009
19980.0, 0.17099652
19990.0, 0.17093301
20000.0, 0.1708696
20010.0, 0.17080618
20020.0, 0.17074285
20030.0, 0.17067958
20040.0, 0.17061637
20050.0, 0.1705532
20060.0, 0.17049009
20070.0, 0.17042702
20080.0, 0.170364
20090.0, 0.17030108
20100.0, 0.17023815
20110.0, 0.17017533
20120.0, 0.1701125
20130.0, 0.17004977
20140.0, 0.16998708
20150.0, 0.16992448
20160.0, 0.1698619
20170.0, 0.16979936
20180.0, 0.1697369
20190.0, 0.16967446
20200.0, 0.1696121
20210.0, 0.1695498
20220.0, 0.16948755
20230.0, 0.16942534
20240.0, 0.16936317
20250.0, 0.16930106
20260.0, 0.16923901
20270.0, 0.16917706
20280.0, 0.16911508
20290.0, 0.16905321
20300.0, 0.16899137
20310.0, 0.16892959
20320.0, 0.16886786
20330.0, 0.16880617
20340.0, 0.16874452
20350.0, 0.16868296
20360.0, 0.16862142
20370.0, 0.16855994
20380.0, 0.16849855
20390.0, 0.16843715
20400.0, 0.16837586
20410.0, 0.16831458
20420.0, 0.16825338
20430.0, 0.16819222
20440.0, 0.1681311
20450.0, 0.16807003
20460.0, 0.16800904
20470.0, 0.16794807
20480.0, 0.16788715
20490.0, 0.16782635
20500.0, 0.16776551
20510.0, 0.16770476
20520.0, 0.16764404
20530.0, 0.16758339
20540.0, 0.16752279
20550.0, 0.16746227
20560.0, 0.16740176
20570.0, 0.16734132
20580.0, 0.1672809
20590.0, 0.16722056
20600.0, 0.16716027
20610.0, 0.16710001
20620.0, 0.16703983
20630.0, 0.16697969
20640.0, 0.1669196
20650.0, 0.16685954
20660.0, 0.16679956
20670.0, 0.16673957
20680.0, 0.16667968
20690.0, 0.16661984
20700.0, 0.16656004
20710.0, 0.16650033
20720.0, 0.1664406
20730.0, 0.16638096
20740.0, 0.16632137
20750.0, 0.16626182
20760.0, 0.1662023
20770.0, 0.16614288
20780.0, 0.16608344
20790.0, 0.16602412
20800.0, 0.16596481
20810.0, 0.16590557
20820.0, 0.16584636
20830.0, 0.1657872
20840.0, 0.16572809
20850.0, 0.16566901
20860.0, 0.16561002
20870.0, 0.16555105
20880.0, 0.16549215
20890.0, 0.1654333
20900.0, 0.16537447
20910.0, 0.1653157
20920.0, 0.16525698
20930.0, 0.1651983
20940.0, 0.16513968
20950.0, 0.16508113
20960.0, 0.1650226
20970.0, 0.16496411
20980.0, 0.1649057
20990.0, 0.16484731
21000.0, 0.16478895
21010.0, 0.16473067
21020.0, 0.16467245
21030.0, 0.16461426
21040.0, 0.1645561
21050.0, 0.16449802
21060.0, 0.16443998
21070.0, 0.16438198
21080.0, 0.16432402
21090.0, 0.16426611
21100.0, 0.16420823
21110.0, 0.16415043
21120.0, 0.16409266
21130.0, 0.16403495
21140.0, 0.16397727
21150.0, 0.16391967
21160.0, 0.16386208
21170.0, 0.16380455
21180.0, 0.16374706
21190.0, 0.16368961
21200.0, 0.16363223
21210.0, 0.1635749
21220.0, 0.16351762
21230.0, 0.16346037
21240.0, 0.16340315
21250.0, 0.163346
21260.0, 0.16328888
21270.0, 0.16323182
21280.0, 0.1631748
21290.0, 0.16311783
21300.0, 0.1630609
21310.0, 0.163004
21320.0, 0.16294718
21330.0, 0.16289037
21340.0, 0.16283365
21350.0, 0.16277695
21360.0, 0.1627203
21370.0, 0.1626637
21380.0, 0.16260713
21390.0, 0.16255061
21400.0, 0.16249415
21410.0, 0.16243772
21420.0, 0.16238135
21430.0, 0.162325
21440.0, 0.16226873
21450.0, 0.16221248
21460.0, 0.16215628
21470.0, 0.16210014
21480.0, 0.16204402
21490.0, 0.16198795
21500.0, 0.16193193
21510.0, 0.16187596
21520.0, 0.16182004
21530.0, 0.16176416
21540.0, 0.1617083
21550.0, 0.1616525
21560.0, 0.16159678
21570.0, 0.16154107
21580.0, 0.1614854
21590.0, 0.16142978
21600.0, 0.1613742
21610.0, 0.16131866
21620.0, 0.1612632
21630.0, 0.16120778
21640.0, 0.16115238
21650.0, 0.16109702
21660.0, 0.16104169
21670.0, 0.16098642
21680.0, 0.16093121
21690.0, 0.16087605
21700.0, 0.16082093
21710.0, 0.16076583
21720.0, 0.1607108
21730.0, 0.16065578
21740.0, 0.16060083
21750.0, 0.16054593
21760.0, 0.16049106
21770.0, 0.16043623
21780.0, 0.16038142
21790.0, 0.16032666
21800.0, 0.16027197
21810.0, 0.16021734
21820.0, 0.16016273
21830.0, 0.16010816
21840.0, 0.16005364
21850.0, 0.15999916
21860.0, 0.15994471
21870.0, 0.15989032
21880.0, 0.15983595
21890.0, 0.15978166
21900.0, 0.15972738
21910.0, 0.15967317
21920.0, 0.15961899
21930.0, 0.15956484
21940.0, 0.15951073
21950.0, 0.15945667
21960.0, 0.1594027
21970.0, 0.15934873
21980.0, 0.1592948
21990.0, 0.15924087
22000.0, 0.15918706
22010.0, 0.15913323
22020.0, 0.15907949
22030.0, 0.15902579
22040.0, 0.15897211
22050.0, 0.15891847
22060.0, 0.15886487
22070.0, 0.15881133
22080.0, 0.15875782
22090.0, 0.15870436
22100.0, 0.15865092
22110.0, 0.15859756
22120.0, 0.1585442
22130.0, 0.15849091
22140.0, 0.15843765
22150.0, 0.15838443
22160.0, 0.15833126
22170.0, 0.15827812
22180.0, 0.15822503
22190.0, 0.15817198
22200.0, 0.15811896
22210.0, 0.15806599
22220.0, 0.15801309
22230.0, 0.15796019
22240.0, 0.15790734
22250.0, 0.15785454
22260.0, 0.15780176
22270.0, 0.15774903
22280.0, 0.15769635
22290.0, 0.15764372
22300.0, 0.15759113
22310.0, 0.15753858
22320.0, 0.15748604
22330.0, 0.15743357
22340.0, 0.1573811
22350.0, 0.15732872
22360.0, 0.15727636
22370.0, 0.15722404
22380.0, 0.15717179
22390.0, 0.15711954
22400.0, 0.15706734
22410.0, 0.15701517
22420.0, 0.15696307
22430.0, 0.156911
22440.0, 0.15685897
22450.0, 0.15680693
22460.0, 0.15675502
22470.0, 0.15670307
22480.0, 0.1566512
22490.0, 0.15659937
22500.0, 0.15654758
22510.0, 0.15649582
22520.0, 0.15644409
22530.0, 0.15639243
22540.0, 0.15634076
22550.0, 0.15628918
22560.0, 0.1562376
22570.0, 0.15618609
22580.0, 0.15613462
22590.0, 0.15608317
22600.0, 0.15603176
22610.0, 0.1559804
22620.0, 0.15592907
22630.0, 0.1558778
22640.0, 0.15582655
22650.0, 0.15577535
22660.0, 0.15572417
22670.0, 0.15567301
22680.0, 0.15562195
22690.0, 0.15557091
22700.0, 0.15551989
22710.0, 0.1554689
22720.0, 0.15541798
22730.0, 0.15536706
22740.0, 0.15531622
22750.0, 0.15526539
22760.0, 0.15521461
22770.0, 0.15516387
22780.0, 0.15511315
22790.0, 0.15506248
22800.0, 0.15501188
22810.0, 0.15496127
22820.0, 0.15491073
22830.0, 0.1548602
22840.0, 0.15480974
22850.0, 0.15475929
22860.0, 0.15470889
22870.0, 0.15465853
22880.0, 0.1546082
22890.0, 0.15455791
22900.0, 0.15450768
22910.0, 0.15445748
22920.0, 0.1544073
22930.0, 0.15435715
22940.0, 0.15430705
22950.0, 0.15425698
22960.0, 0.15420699
22970.0, 0.15415703
22980.0, 0.15410703
22990.0, 0.15405715
23000.0, 0.15400727
23010.0, 0.15395744
23020.0, 0.15390764
23030.0, 0.1538579
23040.0, 0.15380818
23050.0, 0.15375847
23060.0, 0.15370885
23070.0, 0.15365922
23080.0, 0.15360965
23090.0, 0.15356009
23100.0, 0.15351062
23110.0, 0.15346113
23120.0, 0.15341172
23130.0, 0.15336233
23140.0, 0.15331297
23150.0, 0.15326366
23160.0, 0.15321437
23170.0, 0.15316515
23180.0, 0.15311593
23190.0, 0.15306677
23200.0, 0.15301761
23210.0, 0.15296854
23220.0, 0.15291947
23230.0, 0.15287045
23240.0, 0.15282147
23250.0, 0.15277253
23260.0, 0.15272361
23270.0, 0.15267472
23280.0, 0.15262587
