Energy (in eV), SEEE yield of material al2k-NASCAP at isotropic incidence
   X,       Y
23290.0, 0.15257707
23300.0, 0.1525283
23310.0, 0.15247957
23320.0, 0.15243088
23330.0, 0.15238222
23340.0, 0.1523336
23350.0, 0.152285
23360.0, 0.15223646
23370.0, 0.15218793
23380.0, 0.15213946
23390.0, 0.15209101
23400.0, 0.1520426
23410.0, 0.15199423
23420.0, 0.15194586
23430.0, 0.15189758
23440.0, 0.1518493
23450.0, 0.15180105
23460.0, 0.15175289
23470.0, 0.15170473
23480.0, 0.1516566
23490.0, 0.1516085
23500.0, 0.15156044
23510.0, 0.15151241
23520.0, 0.15146443
23530.0, 0.15141648
23540.0, 0.15136856
23550.0, 0.15132068
23560.0, 0.15127283
23570.0, 0.15122505
23580.0, 0.15117726
23590.0, 0.15112953
23600.0, 0.15108182
23610.0, 0.15103415
23620.0, 0.1509865
23630.0, 0.15093893
23640.0, 0.15089135
23650.0, 0.15084381
23660.0, 0.15079631
23670.0, 0.15074885
23680.0, 0.15070143
23690.0, 0.15065405
23700.0, 0.15060669
23710.0, 0.15055937
23720.0, 0.15051208
23730.0, 0.15046483
23740.0, 0.15041761
23750.0, 0.15037039
23760.0, 0.15032326
23770.0, 0.15027614
23780.0, 0.15022907
23790.0, 0.15018201
23800.0, 0.150135
23810.0, 0.15008801
23820.0, 0.15004106
23830.0, 0.14999415
23840.0, 0.14994729
23850.0, 0.14990044
23860.0, 0.14985362
23870.0, 0.14980684
23880.0, 0.1497601
23890.0, 0.14971338
23900.0, 0.14966673
23910.0, 0.14962007
23920.0, 0.14957348
23930.0, 0.14952688
23940.0, 0.14948034
23950.0, 0.14943382
23960.0, 0.14938736
23970.0, 0.14934093
23980.0, 0.14929453
23990.0, 0.14924812
24000.0, 0.1492018
24010.0, 0.14915548
24020.0, 0.14910921
24030.0, 0.14906299
24040.0, 0.14901677
24050.0, 0.14897059
24060.0, 0.14892444
24070.0, 0.14887834
24080.0, 0.14883226
24090.0, 0.14878622
24100.0, 0.14874022
24110.0, 0.14869425
24120.0, 0.14864829
24130.0, 0.1486024
24140.0, 0.14855652
24150.0, 0.14851065
24160.0, 0.14846486
24170.0, 0.14841907
24180.0, 0.14837334
24190.0, 0.1483276
24200.0, 0.14828192
24210.0, 0.14823626
24220.0, 0.14819065
24230.0, 0.14814508
24240.0, 0.14809953
24250.0, 0.14805402
24260.0, 0.14800851
24270.0, 0.14796306
24280.0, 0.14791763
24290.0, 0.14787224
24300.0, 0.1478269
24310.0, 0.14778158
24320.0, 0.14773627
24330.0, 0.14769103
24340.0, 0.1476458
24350.0, 0.14760059
24360.0, 0.14755544
24370.0, 0.14751029
24380.0, 0.1474652
24390.0, 0.14742012
24400.0, 0.14737508
24410.0, 0.14733008
24420.0, 0.14728509
24430.0, 0.14724016
24440.0, 0.14719525
24450.0, 0.1471504
24460.0, 0.14710553
24470.0, 0.1470607
24480.0, 0.14701591
24490.0, 0.1469712
24500.0, 0.14692645
24510.0, 0.14688176
24520.0, 0.1468371
24530.0, 0.14679249
24540.0, 0.14674789
24550.0, 0.1467033
24560.0, 0.1466588
24570.0, 0.14661428
24580.0, 0.14656982
24590.0, 0.14652538
24600.0, 0.14648096
24610.0, 0.14643659
24620.0, 0.14639226
24630.0, 0.14634794
24640.0, 0.14630365
24650.0, 0.14625941
24660.0, 0.14621519
24670.0, 0.146171
24680.0, 0.14612682
24690.0, 0.14608271
24700.0, 0.1460386
24710.0, 0.14599457
24720.0, 0.14595051
24730.0, 0.14590651
24740.0, 0.14586253
24750.0, 0.14581859
24760.0, 0.14577466
24770.0, 0.1457308
24780.0, 0.14568694
24790.0, 0.14564313
24800.0, 0.14559935
24810.0, 0.14555557
24820.0, 0.14551185
24830.0, 0.14546815
24840.0, 0.1454245
24850.0, 0.14538082
24860.0, 0.14533722
24870.0, 0.14529364
24880.0, 0.1452501
24890.0, 0.1452066
24900.0, 0.1451631
24910.0, 0.14511965
24920.0, 0.14507623
24930.0, 0.14503282
24940.0, 0.14498945
24950.0, 0.14494613
24960.0, 0.14490283
24970.0, 0.14485955
24980.0, 0.1448163
24990.0, 0.14477308
25000.0, 0.14472988
25010.0, 0.14468673
25020.0, 0.1446436
25030.0, 0.1446005
25040.0, 0.14455743
25050.0, 0.1445144
25060.0, 0.14447139
25070.0, 0.1444284
25080.0, 0.14438546
25090.0, 0.14434253
25100.0, 0.14429966
25110.0, 0.1442568
25120.0, 0.14421396
25130.0, 0.14417118
25140.0, 0.14412838
25150.0, 0.14408566
25160.0, 0.14404292
25170.0, 0.14400025
25180.0, 0.1439576
25190.0, 0.14391497
25200.0, 0.14387237
25210.0, 0.14382981
25220.0, 0.14378728
25230.0, 0.14374477
25240.0, 0.14370228
25250.0, 0.14365982
25260.0, 0.1436174
25270.0, 0.143575
25280.0, 0.14353263
25290.0, 0.14349028
25300.0, 0.14344801
25310.0, 0.1434057
25320.0, 0.14336348
25330.0, 0.14332126
25340.0, 0.14327908
25350.0, 0.1432369
25360.0, 0.14319476
25370.0, 0.14315268
25380.0, 0.1431106
25390.0, 0.14306855
25400.0, 0.14302652
25410.0, 0.14298454
25420.0, 0.14294256
25430.0, 0.14290063
25440.0, 0.14285876
25450.0, 0.14281686
25460.0, 0.14277501
25470.0, 0.1427332
25480.0, 0.1426914
25490.0, 0.14264962
25500.0, 0.14260791
25510.0, 0.1425662
25520.0, 0.14252453
25530.0, 0.14248286
25540.0, 0.14244124
25550.0, 0.14239967
25560.0, 0.14235811
25570.0, 0.14231656
25580.0, 0.14227504
25590.0, 0.14223357
25600.0, 0.1421921
25610.0, 0.14215069
25620.0, 0.14210929
25630.0, 0.14206794
25640.0, 0.14202657
25650.0, 0.14198528
25660.0, 0.14194399
25670.0, 0.14190271
25680.0, 0.1418615
25690.0, 0.14182028
25700.0, 0.14177912
25710.0, 0.14173797
25720.0, 0.14169684
25730.0, 0.14165577
25740.0, 0.14161469
25750.0, 0.14157365
25760.0, 0.14153264
25770.0, 0.14149165
25780.0, 0.14145072
25790.0, 0.14140978
25800.0, 0.14136888
25810.0, 0.141328
25820.0, 0.14128716
25830.0, 0.14124635
25840.0, 0.14120555
25850.0, 0.14116481
25860.0, 0.14112405
25870.0, 0.14108334
25880.0, 0.14104268
25890.0, 0.14100201
25900.0, 0.14096142
25910.0, 0.1409208
25920.0, 0.14088024
25930.0, 0.14083967
25940.0, 0.14079913
25950.0, 0.14075866
25960.0, 0.1407182
25970.0, 0.14067775
25980.0, 0.14063735
25990.0, 0.14059699
26000.0, 0.1405566
26010.0, 0.14051628
26020.0, 0.14047597
26030.0, 0.14043573
26040.0, 0.14039543
26050.0, 0.14035523
26060.0, 0.14031503
26070.0, 0.14027485
26080.0, 0.14023472
26090.0, 0.1401946
26100.0, 0.14015451
26110.0, 0.14011444
26120.0, 0.14007442
26130.0, 0.1400344
26140.0, 0.13999441
26150.0, 0.13995445
26160.0, 0.13991456
26170.0, 0.13987462
26180.0, 0.13983475
26190.0, 0.1397949
26200.0, 0.13975504
26210.0, 0.13971527
26220.0, 0.1396755
26230.0, 0.13963576
26240.0, 0.13959603
26250.0, 0.13955635
26260.0, 0.13951665
26270.0, 0.13947701
26280.0, 0.1394374
26290.0, 0.13939781
26300.0, 0.13935825
26310.0, 0.1393187
26320.0, 0.13927922
26330.0, 0.1392397
26340.0, 0.13920026
26350.0, 0.13916081
26360.0, 0.1391214
26370.0, 0.13908203
26380.0, 0.13904268
26390.0, 0.13900334
26400.0, 0.13896406
26410.0, 0.13892475
26420.0, 0.13888548
26430.0, 0.13884628
26440.0, 0.13880706
26450.0, 0.1387679
26460.0, 0.13872874
26470.0, 0.13868962
26480.0, 0.13865049
26490.0, 0.13861142
26500.0, 0.13857238
26510.0, 0.13853335
26520.0, 0.13849436
26530.0, 0.13845539
26540.0, 0.13841644
26550.0, 0.13837753
26560.0, 0.13833863
26570.0, 0.13829976
26580.0, 0.1382609
26590.0, 0.13822208
26600.0, 0.13818328
26610.0, 0.13814451
26620.0, 0.13810576
26630.0, 0.13806705
26640.0, 0.13802837
26650.0, 0.1379897
26660.0, 0.13795105
26670.0, 0.13791241
26680.0, 0.13787381
26690.0, 0.13783525
26700.0, 0.13779669
26710.0, 0.1377582
26720.0, 0.13771969
26730.0, 0.13768123
26740.0, 0.13764277
26750.0, 0.13760436
26760.0, 0.13756596
26770.0, 0.1375276
26780.0, 0.13748924
26790.0, 0.13745092
26800.0, 0.13741262
26810.0, 0.13737436
26820.0, 0.1373361
26830.0, 0.13729787
26840.0, 0.13725968
26850.0, 0.13722152
26860.0, 0.13718335
26870.0, 0.13714522
26880.0, 0.13710712
26890.0, 0.13706906
26900.0, 0.13703102
26910.0, 0.13699299
26920.0, 0.13695496
26930.0, 0.136917
26940.0, 0.13687906
26950.0, 0.13684112
26960.0, 0.13680321
26970.0, 0.13676535
26980.0, 0.13672748
26990.0, 0.13668965
27000.0, 0.13665184
27010.0, 0.13661407
27020.0, 0.13657631
27030.0, 0.13653857
27040.0, 0.13650087
27050.0, 0.13646318
27060.0, 0.1364255
27070.0, 0.13638785
27080.0, 0.13635026
27090.0, 0.13631266
27100.0, 0.1362751
27110.0, 0.13623755
27120.0, 0.13620003
27130.0, 0.13616255
27140.0, 0.13612506
27150.0, 0.13608761
27160.0, 0.13605021
27170.0, 0.1360128
27180.0, 0.13597544
27190.0, 0.13593808
27200.0, 0.13590077
27210.0, 0.13586344
27220.0, 0.13582616
27230.0, 0.13578892
27240.0, 0.1357517
27250.0, 0.13571447
27260.0, 0.13567728
27270.0, 0.13564008
27280.0, 0.13560297
27290.0, 0.13556585
27300.0, 0.13552877
27310.0, 0.13549171
27320.0, 0.13545465
27330.0, 0.13541763
27340.0, 0.13538063
27350.0, 0.13534367
27360.0, 0.13530673
27370.0, 0.1352698
27380.0, 0.13523288
27390.0, 0.135196
27400.0, 0.13515915
27410.0, 0.13512233
27420.0, 0.1350855
27430.0, 0.13504872
27440.0, 0.13501196
27450.0, 0.13497521
27460.0, 0.1349385
27470.0, 0.13490178
27480.0, 0.13486512
27490.0, 0.13482846
27500.0, 0.13479185
27510.0, 0.13475524
27520.0, 0.13471867
27530.0, 0.13468212
27540.0, 0.13464555
27550.0, 0.13460906
27560.0, 0.13457255
27570.0, 0.13453613
27580.0, 0.13449967
27590.0, 0.13446325
27600.0, 0.13442685
27610.0, 0.13439047
27620.0, 0.1343541
27630.0, 0.13431782
27640.0, 0.1342815
27650.0, 0.13424522
27660.0, 0.13420895
27670.0, 0.13417271
27680.0, 0.13413648
27690.0, 0.13410029
27700.0, 0.13406414
27710.0, 0.13402797
27720.0, 0.13399187
27730.0, 0.13395573
27740.0, 0.13391969
27750.0, 0.13388361
27760.0, 0.13384758
27770.0, 0.13381156
27780.0, 0.13377559
27790.0, 0.13373962
27800.0, 0.13370366
27810.0, 0.13366775
27820.0, 0.13363186
27830.0, 0.13359597
27840.0, 0.1335601
27850.0, 0.13352428
27860.0, 0.13348848
27870.0, 0.13345268
27880.0, 0.1334169
27890.0, 0.13338119
27900.0, 0.13334545
27910.0, 0.13330975
27920.0, 0.1332741
27930.0, 0.1332384
27940.0, 0.13320278
27950.0, 0.13316715
27960.0, 0.13313158
27970.0, 0.13309602
27980.0, 0.13306047
27990.0, 0.13302496
28000.0, 0.13298944
28010.0, 0.13295397
28020.0, 0.1329185
28030.0, 0.13288306
28040.0, 0.13284767
28050.0, 0.13281226
28060.0, 0.13277689
28070.0, 0.13274154
28080.0, 0.13270622
28090.0, 0.1326709
28100.0, 0.13263564
28110.0, 0.13260037
28120.0, 0.13256513
28130.0, 0.1325299
28140.0, 0.13249473
28150.0, 0.13245954
28160.0, 0.13242438
28170.0, 0.13238925
28180.0, 0.13235416
28190.0, 0.13231908
28200.0, 0.132284
28210.0, 0.13224895
28220.0, 0.13221392
28230.0, 0.13217892
28240.0, 0.13214394
28250.0, 0.13210899
28260.0, 0.13207404
28270.0, 0.13203911
28280.0, 0.13200423
28290.0, 0.13196935
28300.0, 0.13193452
28310.0, 0.13189967
28320.0, 0.13186488
28330.0, 0.13183005
28340.0, 0.1317953
28350.0, 0.13176055
28360.0, 0.13172583
28370.0, 0.13169111
28380.0, 0.13165645
28390.0, 0.1316218
28400.0, 0.13158715
28410.0, 0.13155253
28420.0, 0.13151792
28430.0, 0.13148335
28440.0, 0.1314488
28450.0, 0.13141428
28460.0, 0.13137974
28470.0, 0.13134526
28480.0, 0.13131078
28490.0, 0.13127632
28500.0, 0.1312419
28510.0, 0.1312075
28520.0, 0.1311731
28530.0, 0.13113873
28540.0, 0.1311044
28550.0, 0.13107006
28560.0, 0.13103576
28570.0, 0.13100149
28580.0, 0.1309672
28590.0, 0.13093297
28600.0, 0.13089873
28610.0, 0.13086453
28620.0, 0.13083036
28630.0, 0.1307962
28640.0, 0.13076207
28650.0, 0.13072796
28660.0, 0.13069384
28670.0, 0.13065977
28680.0, 0.13062571
28690.0, 0.13059166
28700.0, 0.13055767
28710.0, 0.13052368
28720.0, 0.13048969
28730.0, 0.13045572
28740.0, 0.1304218
28750.0, 0.13038789
28760.0, 0.13035399
28770.0, 0.13032012
28780.0, 0.13028625
28790.0, 0.13025244
28800.0, 0.13021863
28810.0, 0.13018483
28820.0, 0.13015105
28830.0, 0.1301173
28840.0, 0.13008356
28850.0, 0.13004987
28860.0, 0.13001618
28870.0, 0.1299825
28880.0, 0.12994887
28890.0, 0.12991524
28900.0, 0.12988162
28910.0, 0.12984803
28920.0, 0.12981446
28930.0, 0.12978092
28940.0, 0.12974736
28950.0, 0.12971386
28960.0, 0.1296804
28970.0, 0.12964693
28980.0, 0.12961347
28990.0, 0.12958004
29000.0, 0.12954663
29010.0, 0.12951323
29020.0, 0.12947986
29030.0, 0.12944652
29040.0, 0.12941319
29050.0, 0.12937988
29060.0, 0.12934658
29070.0, 0.12931333
29080.0, 0.12928008
29090.0, 0.12924683
29100.0, 0.12921365
29110.0, 0.12918045
29120.0, 0.12914726
29130.0, 0.1291141
29140.0, 0.129081
29150.0, 0.12904787
29160.0, 0.12901479
29170.0, 0.12898171
29180.0, 0.12894869
29190.0, 0.12891561
29200.0, 0.12888259
29210.0, 0.12884963
29220.0, 0.12881665
29230.0, 0.1287837
29240.0, 0.12875074
29250.0, 0.12871784
29260.0, 0.12868494
29270.0, 0.12865207
29280.0, 0.12861921
29290.0, 0.12858637
29300.0, 0.12855355
29310.0, 0.12852074
29320.0, 0.12848797
29330.0, 0.12845522
29340.0, 0.12842245
29350.0, 0.12838973
29360.0, 0.12835705
29370.0, 0.12832437
29380.0, 0.12829171
29390.0, 0.12825903
29400.0, 0.12822643
29410.0, 0.12819383
29420.0, 0.12816124
29430.0, 0.12812868
29440.0, 0.12809612
29450.0, 0.12806359
29460.0, 0.12803106
29470.0, 0.12799858
29480.0, 0.12796614
29490.0, 0.12793367
29500.0, 0.12790121
29510.0, 0.12786882
29520.0, 0.1278364
29530.0, 0.12780403
29540.0, 0.12777168
29550.0, 0.12773933
29560.0, 0.12770702
29570.0, 0.12767474
29580.0, 0.12764247
29590.0, 0.12761019
29600.0, 0.12757793
29610.0, 0.1275457
29620.0, 0.1275135
29630.0, 0.12748131
29640.0, 0.12744914
29650.0, 0.127417
29660.0, 0.12738487
29670.0, 0.12735271
29680.0, 0.12732065
29690.0, 0.12728858
29700.0, 0.12725653
29710.0, 0.12722448
29720.0, 0.12719245
29730.0, 0.12716047
29740.0, 0.12712845
29750.0, 0.1270965
29760.0, 0.12706459
29770.0, 0.12703265
29780.0, 0.12700073
29790.0, 0.12696885
29800.0, 0.12693697
29810.0, 0.12690511
29820.0, 0.1268733
29830.0, 0.12684147
29840.0, 0.12680969
29850.0, 0.1267779
29860.0, 0.12674613
29870.0, 0.1267144
29880.0, 0.12668268
29890.0, 0.12665096
29900.0, 0.12661928
29910.0, 0.12658763
29920.0, 0.12655596
29930.0, 0.12652433
29940.0, 0.12649272
29950.0, 0.12646113
29960.0, 0.12642956
29970.0, 0.12639801
29980.0, 0.12636647
29990.0, 0.12633495
30000.0, 0.12630342
