Energy (in eV), backscattering yield of material ITOC-TabulatedSEEE at incidence 60.0 degree
1040.0, 0.5497701
1050.0, 0.54962254
1060.0, 0.54947513
1070.0, 0.5493281
1080.0, 0.5491812
1090.0, 0.5490346
1100.0, 0.54888827
1110.0, 0.54874223
1120.0, 0.5485964
1130.0, 0.5484508
1140.0, 0.5483055
1150.0, 0.54816043
1160.0, 0.5480156
1170.0, 0.54787105
1180.0, 0.5477267
1190.0, 0.5475826
1200.0, 0.5474388
1210.0, 0.5472953
1220.0, 0.5471519
1230.0, 0.5470089
1240.0, 0.54686606
1250.0, 0.5467235
1260.0, 0.54658115
1270.0, 0.54643905
1280.0, 0.54629725
1290.0, 0.5461557
1300.0, 0.5460143
1310.0, 0.5458732
1320.0, 0.5457324
1330.0, 0.5455918
1340.0, 0.5454514
1350.0, 0.54531133
1360.0, 0.54517144
1370.0, 0.5450318
1380.0, 0.54489243
1390.0, 0.5447533
1400.0, 0.54461443
1410.0, 0.54447573
1420.0, 0.54433733
1430.0, 0.54419917
1440.0, 0.54406124
1450.0, 0.54392356
1460.0, 0.5437861
1470.0, 0.5436489
1480.0, 0.5435119
1490.0, 0.5433752
1500.0, 0.5432387
1510.0, 0.54310244
1520.0, 0.5429664
1530.0, 0.5428307
1540.0, 0.54269516
1550.0, 0.54255986
1560.0, 0.5424248
1570.0, 0.5422899
1580.0, 0.5421554
1590.0, 0.542021
1600.0, 0.54188687
1610.0, 0.541753
1620.0, 0.5416193
1630.0, 0.5414859
1640.0, 0.54135275
1650.0, 0.5412198
1660.0, 0.54108703
1670.0, 0.5409546
1680.0, 0.5408223
1690.0, 0.5406903
1700.0, 0.5405585
1710.0, 0.54042697
1720.0, 0.54029566
1730.0, 0.54016453
1740.0, 0.5400337
1750.0, 0.53990304
1760.0, 0.5397726
1770.0, 0.53964245
1780.0, 0.5395125
1790.0, 0.53938276
1800.0, 0.5392533
1810.0, 0.539124
1820.0, 0.53899497
1830.0, 0.53886616
1840.0, 0.5387376
1850.0, 0.53860927
1860.0, 0.5384811
1870.0, 0.5383532
1880.0, 0.53822553
1890.0, 0.53809804
1900.0, 0.53797084
1910.0, 0.5378438
1920.0, 0.53771704
1930.0, 0.5375905
1940.0, 0.53746414
1950.0, 0.537338
1960.0, 0.53721213
1970.0, 0.5370865
1980.0, 0.536961
1990.0, 0.5368358
2000.0, 0.5367108
2010.0, 0.536586
2020.0, 0.5364615
2030.0, 0.5363371
2040.0, 0.536213
2050.0, 0.53608906
2060.0, 0.5359654
2070.0, 0.53584194
2080.0, 0.5357187
2090.0, 0.53559566
2100.0, 0.5354728
2110.0, 0.53535026
2120.0, 0.53522784
2130.0, 0.5351057
2140.0, 0.53498375
2150.0, 0.53486204
2160.0, 0.5347405
2170.0, 0.5346192
2180.0, 0.5344981
2190.0, 0.5343773
2200.0, 0.53425664
2210.0, 0.5341362
2220.0, 0.53401595
2230.0, 0.5338959
2240.0, 0.5337761
2250.0, 0.53365654
2260.0, 0.53353715
2270.0, 0.533418
2280.0, 0.533299
2290.0, 0.5331803
2300.0, 0.5330618
2310.0, 0.5329434
2320.0, 0.53282535
2330.0, 0.53270745
2340.0, 0.53258973
2350.0, 0.53247225
2360.0, 0.532355
2370.0, 0.53223795
2380.0, 0.53212106
2390.0, 0.5320044
2400.0, 0.531888
2410.0, 0.5317717
2420.0, 0.5316557
2430.0, 0.53153986
2440.0, 0.5314243
2450.0, 0.5313089
2460.0, 0.5311937
2470.0, 0.5310787
2480.0, 0.5309639
2490.0, 0.5308493
2500.0, 0.5307349
2510.0, 0.53062075
2520.0, 0.53050673
2530.0, 0.530393
2540.0, 0.5302794
2550.0, 0.53016603
2560.0, 0.5300529
2570.0, 0.5299399
2580.0, 0.5298272
2590.0, 0.5297146
2600.0, 0.5296022
2610.0, 0.52949005
2620.0, 0.5293781
2630.0, 0.52926636
2640.0, 0.52915484
2650.0, 0.52904344
2660.0, 0.52893233
2670.0, 0.52882135
2680.0, 0.52871054
2690.0, 0.52860004
2700.0, 0.52848965
2710.0, 0.5283795
2720.0, 0.5282695
2730.0, 0.52815974
2740.0, 0.5280501
2750.0, 0.5279408
2760.0, 0.5278316
2770.0, 0.5277226
2780.0, 0.5276138
2790.0, 0.5275052
2800.0, 0.5273968
2810.0, 0.52728856
2820.0, 0.52718055
2830.0, 0.5270727
2840.0, 0.52696514
2850.0, 0.5268577
2860.0, 0.52675045
2870.0, 0.5266434
2880.0, 0.5265365
2890.0, 0.5264299
2900.0, 0.5263234
2910.0, 0.5262171
2920.0, 0.526111
2930.0, 0.5260051
2940.0, 0.5258994
2950.0, 0.5257939
2960.0, 0.5256886
2970.0, 0.5255834
2980.0, 0.5254784
2990.0, 0.5253737
3000.0, 0.5252691
3010.0, 0.5251647
3020.0, 0.52506053
3030.0, 0.5249565
3040.0, 0.5248527
3050.0, 0.52474904
3060.0, 0.52464557
3070.0, 0.52454233
3080.0, 0.5244393
3090.0, 0.52433634
3100.0, 0.52423364
3110.0, 0.5241311
3120.0, 0.5240288
3130.0, 0.5239266
3140.0, 0.52382463
3150.0, 0.5237229
3160.0, 0.52362126
3170.0, 0.5235199
3180.0, 0.5234186
3190.0, 0.5233176
3200.0, 0.5232167
3210.0, 0.523116
3220.0, 0.5230155
3230.0, 0.5229152
3240.0, 0.52281505
3250.0, 0.5227151
3260.0, 0.5226153
3270.0, 0.5225157
3280.0, 0.52241623
3290.0, 0.522317
3300.0, 0.5222179
3310.0, 0.5221191
3320.0, 0.5220204
3330.0, 0.5219219
3340.0, 0.5218235
3350.0, 0.52172536
3360.0, 0.52162737
3370.0, 0.52152956
3380.0, 0.5214319
3390.0, 0.52133447
3400.0, 0.5212372
3410.0, 0.52114004
3420.0, 0.5210431
3430.0, 0.5209464
3440.0, 0.5208498
3450.0, 0.5207534
3460.0, 0.5206572
3470.0, 0.5205611
3480.0, 0.5204652
3490.0, 0.5203695
3500.0, 0.520274
3510.0, 0.5201786
3520.0, 0.5200834
3530.0, 0.5199884
3540.0, 0.5198936
3550.0, 0.5197989
3560.0, 0.5197044
3570.0, 0.5196101
3580.0, 0.51951593
3590.0, 0.51942194
3600.0, 0.5193281
3610.0, 0.5192345
3620.0, 0.519141
3630.0, 0.5190477
3640.0, 0.5189546
3650.0, 0.5188616
3660.0, 0.51876885
3670.0, 0.51867616
3680.0, 0.5185837
3690.0, 0.51849145
3700.0, 0.51839936
3710.0, 0.5183074
3720.0, 0.5182156
3730.0, 0.518124
3740.0, 0.5180325
3750.0, 0.51794124
3760.0, 0.5178501
3770.0, 0.5177592
3780.0, 0.51766837
3790.0, 0.51757777
3800.0, 0.5174873
3810.0, 0.51739705
3820.0, 0.5173069
3830.0, 0.5172169
3840.0, 0.51712716
3850.0, 0.5170375
3860.0, 0.51694804
3870.0, 0.5168587
3880.0, 0.5167696
3890.0, 0.5166806
3900.0, 0.5165918
3910.0, 0.51650316
3920.0, 0.51641464
3930.0, 0.5163263
3940.0, 0.51623815
3950.0, 0.5161501
3960.0, 0.51606226
3970.0, 0.5159746
3980.0, 0.5158871
3990.0, 0.5157997
4000.0, 0.5157125
4010.0, 0.5156255
4020.0, 0.5155386
4030.0, 0.51545185
4040.0, 0.51536524
4050.0, 0.5152788
4060.0, 0.51519257
4070.0, 0.5151065
4080.0, 0.51502055
4090.0, 0.5149348
4100.0, 0.5148492
4110.0, 0.51476365
4120.0, 0.51467836
4130.0, 0.5145932
4140.0, 0.5145082
4150.0, 0.5144234
4160.0, 0.5143387
4170.0, 0.51425415
4180.0, 0.51416975
4190.0, 0.51408553
4200.0, 0.5140015
4210.0, 0.51391757
4220.0, 0.5138338
4230.0, 0.5137502
4240.0, 0.51366675
4250.0, 0.5135835
4260.0, 0.51350033
4270.0, 0.51341736
4280.0, 0.51333445
4290.0, 0.5132518
4300.0, 0.5131693
4310.0, 0.51308686
4320.0, 0.5130046
4330.0, 0.5129226
4340.0, 0.5128406
4350.0, 0.51275885
4360.0, 0.51267725
4370.0, 0.5125957
4380.0, 0.5125144
4390.0, 0.51243323
4400.0, 0.5123522
4410.0, 0.5122713
4420.0, 0.5121906
4430.0, 0.51211
4440.0, 0.5120296
4450.0, 0.51194924
4460.0, 0.51186913
4470.0, 0.51178914
4480.0, 0.5117093
4490.0, 0.5116296
4500.0, 0.51155007
4510.0, 0.5114706
4520.0, 0.5113914
4530.0, 0.51131225
4540.0, 0.51123327
4550.0, 0.5111545
4560.0, 0.5110758
4570.0, 0.5109973
4580.0, 0.5109189
4590.0, 0.51084065
4600.0, 0.5107626
4610.0, 0.5106846
4620.0, 0.51060677
4630.0, 0.5105291
4640.0, 0.5104516
4650.0, 0.51037425
4660.0, 0.510297
4670.0, 0.51021993
4680.0, 0.5101429
4690.0, 0.51006615
4700.0, 0.5099895
4710.0, 0.50991297
4720.0, 0.50983655
4730.0, 0.5097603
4740.0, 0.5096842
4750.0, 0.50960827
4760.0, 0.50953245
4770.0, 0.50945675
4780.0, 0.50938123
4790.0, 0.50930583
4800.0, 0.50923055
4810.0, 0.50915545
4820.0, 0.50908047
4830.0, 0.5090056
4840.0, 0.5089309
4850.0, 0.50885636
4860.0, 0.5087819
4870.0, 0.50870764
4880.0, 0.5086335
4890.0, 0.50855947
4900.0, 0.50848556
4910.0, 0.5084118
4920.0, 0.5083382
4930.0, 0.5082648
4940.0, 0.50819147
4950.0, 0.5081183
4960.0, 0.5080452
4970.0, 0.50797224
4980.0, 0.50789946
4990.0, 0.5078268
5000.0, 0.5077543
5010.0, 0.5076819
5020.0, 0.50760967
5030.0, 0.50753754
5040.0, 0.50746554
5050.0, 0.5073937
5060.0, 0.50732195
5070.0, 0.5072504
5080.0, 0.50717896
5090.0, 0.5071076
5100.0, 0.50703645
5110.0, 0.5069654
5120.0, 0.50689447
5130.0, 0.5068237
5140.0, 0.506753
5150.0, 0.5066825
5160.0, 0.5066121
5170.0, 0.50654185
5180.0, 0.50647175
5190.0, 0.5064017
5200.0, 0.50633186
5210.0, 0.5062621
5220.0, 0.5061925
5230.0, 0.506123
5240.0, 0.5060537
5250.0, 0.5059844
5260.0, 0.50591534
5270.0, 0.5058464
5280.0, 0.50577754
5290.0, 0.5057088
5300.0, 0.50564027
5310.0, 0.5055718
5320.0, 0.5055035
5330.0, 0.5054353
5340.0, 0.5053672
5350.0, 0.50529927
5360.0, 0.50523144
5370.0, 0.5051637
5380.0, 0.5050962
5390.0, 0.5050287
5400.0, 0.50496143
5410.0, 0.5048942
5420.0, 0.50482714
5430.0, 0.5047602
5440.0, 0.5046934
5450.0, 0.50462675
5460.0, 0.5045601
5470.0, 0.5044937
5480.0, 0.5044274
5490.0, 0.5043612
5500.0, 0.5042951
5510.0, 0.5042292
5520.0, 0.5041634
5530.0, 0.5040977
5540.0, 0.5040321
5550.0, 0.5039666
5560.0, 0.5039013
5570.0, 0.5038361
5580.0, 0.503771
5590.0, 0.50370604
5600.0, 0.5036412
5610.0, 0.50357646
5620.0, 0.50351185
5630.0, 0.50344735
5640.0, 0.50338304
5650.0, 0.5033188
5660.0, 0.50325465
5670.0, 0.5031907
5680.0, 0.5031268
5690.0, 0.503063
5700.0, 0.50299937
5710.0, 0.5029359
5720.0, 0.50287247
5730.0, 0.50280917
5740.0, 0.502746
5750.0, 0.502683
5760.0, 0.50262004
5770.0, 0.5025572
5780.0, 0.5024945
5790.0, 0.5024319
5800.0, 0.50236946
5810.0, 0.5023072
5820.0, 0.5022449
5830.0, 0.5021828
5840.0, 0.5021208
5850.0, 0.5020589
5860.0, 0.5019972
5870.0, 0.5019355
5880.0, 0.50187397
5890.0, 0.5018126
5900.0, 0.5017513
5910.0, 0.5016901
5920.0, 0.50162905
5930.0, 0.5015681
5940.0, 0.5015072
5950.0, 0.5014465
5960.0, 0.5013859
5970.0, 0.50132537
5980.0, 0.501265
5990.0, 0.5012047
6000.0, 0.5011446
6010.0, 0.50108457
6020.0, 0.5010246
6030.0, 0.5009648
6040.0, 0.5009051
6050.0, 0.5008455
6060.0, 0.500786
6070.0, 0.50072664
6080.0, 0.5006674
6090.0, 0.5006082
6100.0, 0.5005492
6110.0, 0.50049025
6120.0, 0.5004315
6130.0, 0.50037277
6140.0, 0.5003142
6150.0, 0.50025564
6160.0, 0.5001973
6170.0, 0.50013906
6180.0, 0.5000809
6190.0, 0.5000228
6200.0, 0.4999649
6210.0, 0.49990708
6220.0, 0.49984935
6230.0, 0.49979174
6240.0, 0.49973425
6250.0, 0.49967685
6260.0, 0.49961957
6270.0, 0.49956238
6280.0, 0.4995053
6290.0, 0.49944836
6300.0, 0.4993915
6310.0, 0.49933475
6320.0, 0.49927813
6330.0, 0.4992216
6340.0, 0.49916518
6350.0, 0.49910885
6360.0, 0.49905264
6370.0, 0.49899653
6380.0, 0.49894053
6390.0, 0.49888462
6400.0, 0.49882883
6410.0, 0.49877316
6420.0, 0.49871758
6430.0, 0.49866208
6440.0, 0.49860674
6450.0, 0.49855146
6460.0, 0.4984963
6470.0, 0.49844125
6480.0, 0.4983863
6490.0, 0.49833143
6500.0, 0.49827668
6510.0, 0.49822205
6520.0, 0.4981675
6530.0, 0.49811307
6540.0, 0.49805874
6550.0, 0.4980045
6560.0, 0.49795038
6570.0, 0.49789634
6580.0, 0.4978424
6590.0, 0.4977886
6600.0, 0.49773487
6610.0, 0.49768126
6620.0, 0.49762774
6630.0, 0.49757433
6640.0, 0.497521
6650.0, 0.4974678
6660.0, 0.49741468
6670.0, 0.49736166
6680.0, 0.49730876
6690.0, 0.49725595
6700.0, 0.49720323
6710.0, 0.4971506
6720.0, 0.4970981
6730.0, 0.49704567
6740.0, 0.49699336
6750.0, 0.49694115
6760.0, 0.49688902
6770.0, 0.496837
6780.0, 0.49678507
6790.0, 0.49673328
6800.0, 0.49668154
6810.0, 0.49662992
6820.0, 0.4965784
6830.0, 0.49652696
6840.0, 0.4964756
6850.0, 0.49642438
6860.0, 0.49637324
6870.0, 0.4963222
6880.0, 0.49627125
6890.0, 0.4962204
6900.0, 0.49616966
6910.0, 0.496119
6920.0, 0.49606845
6930.0, 0.496018
6940.0, 0.49596763
6950.0, 0.49591732
6960.0, 0.49586716
6970.0, 0.4958171
6980.0, 0.4957671
6990.0, 0.4957172
7000.0, 0.4956674
7010.0, 0.4956177
7020.0, 0.4955681
7030.0, 0.49551857
7040.0, 0.49546915
7050.0, 0.49541983
7060.0, 0.4953706
7070.0, 0.49532145
7080.0, 0.4952724
7090.0, 0.49522346
7100.0, 0.4951746
7110.0, 0.49512583
7120.0, 0.49507716
7130.0, 0.49502856
7140.0, 0.4949801
7150.0, 0.49493167
7160.0, 0.4948834
7170.0, 0.49483517
7180.0, 0.49478704
7190.0, 0.494739
7200.0, 0.49469107
7210.0, 0.4946432
7220.0, 0.49459547
7230.0, 0.49454778
7240.0, 0.49450022
7250.0, 0.49445274
7260.0, 0.49440533
7270.0, 0.49435803
7280.0, 0.49431083
7290.0, 0.4942637
7300.0, 0.49421665
7310.0, 0.4941697
7320.0, 0.49412286
7330.0, 0.4940761
7340.0, 0.4940294
7350.0, 0.49398282
7360.0, 0.4939363
7370.0, 0.4938899
7380.0, 0.4938436
7390.0, 0.49379733
7400.0, 0.4937512
7410.0, 0.49370515
7420.0, 0.49365917
7430.0, 0.49361327
7440.0, 0.4935675
7450.0, 0.49352178
7460.0, 0.49347615
7470.0, 0.4934306
7480.0, 0.49338517
7490.0, 0.4933398
7500.0, 0.49329454
7510.0, 0.49324936
7520.0, 0.49320424
7530.0, 0.4931592
7540.0, 0.4931143
7550.0, 0.49306944
7560.0, 0.49302468
7570.0, 0.49298
7580.0, 0.49293542
7590.0, 0.4928909
7600.0, 0.4928465
7610.0, 0.49280214
7620.0, 0.49275792
7630.0, 0.49271375
7640.0, 0.49266967
7650.0, 0.49262565
7660.0, 0.49258175
7670.0, 0.49253792
7680.0, 0.49249417
7690.0, 0.4924505
7700.0, 0.49240693
7710.0, 0.49236342
7720.0, 0.49232003
7730.0, 0.4922767
7740.0, 0.49223346
7750.0, 0.49219027
7760.0, 0.4921472
7770.0, 0.4921042
7780.0, 0.4920613
7790.0, 0.49201846
7800.0, 0.4919757
7810.0, 0.49193302
7820.0, 0.49189043
7830.0, 0.49184793
7840.0, 0.4918055
7850.0, 0.49176314
7860.0, 0.49172089
7870.0, 0.49167868
7880.0, 0.4916366
7890.0, 0.49159458
7900.0, 0.49155262
7910.0, 0.49151078
7920.0, 0.491469
7930.0, 0.49142727
7940.0, 0.49138567
7950.0, 0.49134412
7960.0, 0.49130267
7970.0, 0.49126127
7980.0, 0.49121997
7990.0, 0.49117872
8000.0, 0.4911376
8010.0, 0.49109653
8020.0, 0.49105552
8030.0, 0.49101463
8040.0, 0.49097377
8050.0, 0.49093303
8060.0, 0.49089235
8070.0, 0.49085173
8080.0, 0.49081123
8090.0, 0.4907708
8100.0, 0.49073043
8110.0, 0.49069014
8120.0, 0.4906499
8130.0, 0.49060977
8140.0, 0.49056974
8150.0, 0.49052975
8160.0, 0.49048984
8170.0, 0.49045002
8180.0, 0.49041027
8190.0, 0.4903706
8200.0, 0.490331
8210.0, 0.49029145
8220.0, 0.49025202
8230.0, 0.49021265
8240.0, 0.49017337
8250.0, 0.49013412
8260.0, 0.490095
8270.0, 0.49005592
8280.0, 0.49001694
8290.0, 0.489978
8300.0, 0.48993915
8310.0, 0.48990038
8320.0, 0.4898617
8330.0, 0.48982304
8340.0, 0.4897845
8350.0, 0.48974603
8360.0, 0.48970765
8370.0, 0.48966932
8380.0, 0.48963106
8390.0, 0.48959288
8400.0, 0.48955476
8410.0, 0.48951674
8420.0, 0.48947877
8430.0, 0.4894409
8440.0, 0.48940307
8450.0, 0.48936534
8460.0, 0.48932767
8470.0, 0.48929006
8480.0, 0.48925254
8490.0, 0.48921508
8500.0, 0.4891777
8510.0, 0.4891404
8520.0, 0.48910317
8530.0, 0.489066
8540.0, 0.4890289
8550.0, 0.4889919
8560.0, 0.48895493
8570.0, 0.48891804
8580.0, 0.48888123
8590.0, 0.48884448
8600.0, 0.48880783
8610.0, 0.48877123
8620.0, 0.4887347
8630.0, 0.48869824
8640.0, 0.48866186
8650.0, 0.48862553
8660.0, 0.4885893
8670.0, 0.4885531
8680.0, 0.48851702
8690.0, 0.48848096
8700.0, 0.488445
8710.0, 0.4884091
8720.0, 0.48837328
8730.0, 0.48833752
8740.0, 0.4883018
8750.0, 0.4882662
8760.0, 0.48823065
8770.0, 0.48819515
8780.0, 0.48815972
8790.0, 0.48812437
8800.0, 0.48808908
8810.0, 0.4880539
8820.0, 0.48801872
8830.0, 0.48798364
8840.0, 0.48794863
8850.0, 0.4879137
8860.0, 0.48787883
8870.0, 0.487844
8880.0, 0.48780927
8890.0, 0.4877746
8900.0, 0.48773998
8910.0, 0.48770544
8920.0, 0.48767096
8930.0, 0.48763657
8940.0, 0.4876022
8950.0, 0.48756793
8960.0, 0.48753372
8970.0, 0.48749956
8980.0, 0.4874655
8990.0, 0.4874315
9000.0, 0.48739752
9010.0, 0.48736367
9020.0, 0.48732984
9030.0, 0.4872961
9040.0, 0.4872624
9050.0, 0.48722878
9060.0, 0.48719522
9070.0, 0.48716173
9080.0, 0.48712832
9090.0, 0.48709497
9100.0, 0.48706165
9110.0, 0.48702842
9120.0, 0.48699525
9130.0, 0.48696214
9140.0, 0.4869291
9150.0, 0.48689613
9160.0, 0.48686323
9170.0, 0.48683035
9180.0, 0.48679757
9190.0, 0.48676485
9200.0, 0.48673218
9210.0, 0.48669958
9220.0, 0.48666704
9230.0, 0.48663458
9240.0, 0.4866022
9250.0, 0.48656982
9260.0, 0.48653755
9270.0, 0.48650533
9280.0, 0.48647317
9290.0, 0.48644105
9300.0, 0.48640904
9310.0, 0.48637703
9320.0, 0.48634514
9330.0, 0.48631328
9340.0, 0.48628148
9350.0, 0.48624977
9360.0, 0.4862181
9370.0, 0.4861865
9380.0, 0.48615494
9390.0, 0.48612347
9400.0, 0.48609206
9410.0, 0.48606068
9420.0, 0.4860294
9430.0, 0.48599815
9440.0, 0.48596698
9450.0, 0.48593587
9460.0, 0.48590478
9470.0, 0.4858738
9480.0, 0.48584285
9490.0, 0.48581198
9500.0, 0.48578116
9510.0, 0.4857504
9520.0, 0.4857197
9530.0, 0.48568907
9540.0, 0.4856585
9550.0, 0.48562795
9560.0, 0.4855975
9570.0, 0.4855671
9580.0, 0.48553675
9590.0, 0.48550647
9600.0, 0.48547623
9610.0, 0.48544607
9620.0, 0.48541594
9630.0, 0.4853859
9640.0, 0.4853559
9650.0, 0.48532596
9660.0, 0.4852961
9670.0, 0.48526627
9680.0, 0.4852365
9690.0, 0.4852068
9700.0, 0.48517716
9710.0, 0.48514757
9720.0, 0.48511803
9730.0, 0.48508856
9740.0, 0.48505914
9750.0, 0.4850298
9760.0, 0.48500046
9770.0, 0.48497123
9780.0, 0.48494202
9790.0, 0.4849129
9800.0, 0.48488382
9810.0, 0.48485482
9820.0, 0.48482585
9830.0, 0.48479694
9840.0, 0.48476806
9850.0, 0.48473927
9860.0, 0.48471054
9870.0, 0.48468184
9880.0, 0.4846532
9890.0, 0.48462462
9900.0, 0.4845961
9910.0, 0.48456764
9920.0, 0.48453924
9930.0, 0.4845109
9940.0, 0.4844826
9950.0, 0.48445436
9960.0, 0.48442617
9970.0, 0.48439804
9980.0, 0.48436993
9990.0, 0.48434192
10000.0, 0.48431396
10010.0, 0.48428604
10020.0, 0.48425817
10030.0, 0.48423037
10040.0, 0.4842026
10050.0, 0.4841749
10060.0, 0.48414728
10070.0, 0.48411968
10080.0, 0.48409212
10090.0, 0.48406464
10100.0, 0.48403722
10110.0, 0.48400983
10120.0, 0.4839825
10130.0, 0.48395523
10140.0, 0.48392802
10150.0, 0.48390085
10160.0, 0.48387372
10170.0, 0.48384666
10180.0, 0.48381966
10190.0, 0.4837927
10200.0, 0.48376578
10210.0, 0.48373896
10220.0, 0.48371214
10230.0, 0.4836854
10240.0, 0.4836587
10250.0, 0.48363206
10260.0, 0.48360547
10270.0, 0.48357892
10280.0, 0.48355243
10290.0, 0.483526
10300.0, 0.48349962
10310.0, 0.48347327
10320.0, 0.483447
10330.0, 0.48342076
10340.0, 0.48339456
10350.0, 0.48336846
10360.0, 0.48334238
10370.0, 0.48331633
10380.0, 0.48329034
10390.0, 0.48326442
10400.0, 0.48323855
10410.0, 0.48321274
10420.0, 0.48318696
10430.0, 0.48316124
10440.0, 0.48313552
10450.0, 0.48310992
10460.0, 0.48308432
10470.0, 0.4830588
10480.0, 0.48303333
10490.0, 0.4830079
10500.0, 0.48298255
10510.0, 0.4829572
10520.0, 0.4829319
10530.0, 0.4829067
10540.0, 0.4828815
10550.0, 0.48285636
10560.0, 0.4828313
10570.0, 0.48280627
10580.0, 0.48278126
10590.0, 0.48275632
10600.0, 0.48273143
10610.0, 0.4827066
10620.0, 0.4826818
10630.0, 0.48265705
10640.0, 0.48263237
10650.0, 0.48260772
10660.0, 0.48258314
10670.0, 0.48255855
10680.0, 0.48253405
10690.0, 0.48250958
10700.0, 0.4824852
10710.0, 0.48246083
10720.0, 0.4824365
10730.0, 0.48241225
10740.0, 0.48238802
10750.0, 0.48236385
10760.0, 0.48233974
10770.0, 0.48231566
10780.0, 0.4822916
10790.0, 0.48226765
10800.0, 0.4822437
10810.0, 0.48221982
10820.0, 0.48219597
10830.0, 0.48217216
10840.0, 0.4821484
10850.0, 0.48212472
10860.0, 0.48210105
10870.0, 0.48207745
10880.0, 0.48205388
10890.0, 0.48203036
10900.0, 0.48200688
10910.0, 0.48198345
10920.0, 0.48196006
10930.0, 0.48193672
10940.0, 0.48191345
10950.0, 0.48189017
10960.0, 0.481867
10970.0, 0.48184383
10980.0, 0.4818207
10990.0, 0.48179764
11000.0, 0.48177463
11010.0, 0.48175165
11020.0, 0.4817287
11030.0, 0.48170584
11040.0, 0.481683
11050.0, 0.4816602
11060.0, 0.48163745
11070.0, 0.48161474
11080.0, 0.48159206
11090.0, 0.48156944
11100.0, 0.48154688
11110.0, 0.48152432
11120.0, 0.48150185
11130.0, 0.4814794
11140.0, 0.481457
11150.0, 0.48143464
11160.0, 0.48141235
11170.0, 0.48139006
11180.0, 0.48136786
11190.0, 0.48134565
11200.0, 0.4813235
11210.0, 0.48130143
11220.0, 0.48127937
11230.0, 0.48125735
11240.0, 0.48123538
11250.0, 0.48121348
11260.0, 0.48119158
11270.0, 0.48116973
11280.0, 0.48114794
11290.0, 0.4811262
11300.0, 0.4811045
11310.0, 0.4810828
11320.0, 0.4810612
11330.0, 0.48103958
11340.0, 0.48101807
11350.0, 0.48099658
11360.0, 0.4809751
11370.0, 0.4809537
11380.0, 0.48093233
11390.0, 0.480911
11400.0, 0.48088968
11410.0, 0.48086846
11420.0, 0.48084724
11430.0, 0.48082608
11440.0, 0.48080495
11450.0, 0.48078385
11460.0, 0.4807628
11470.0, 0.48074183
11480.0, 0.48072085
11490.0, 0.48069993
11500.0, 0.48067906
11510.0, 0.48065823
11520.0, 0.48063743
11530.0, 0.48061666
11540.0, 0.48059595
11550.0, 0.48057526
11560.0, 0.48055464
11570.0, 0.48053405
11580.0, 0.4805135
11590.0, 0.48049298
11600.0, 0.4804725
11610.0, 0.4804521
11620.0, 0.48043168
11630.0, 0.48041132
11640.0, 0.48039103
11650.0, 0.48037073
11660.0, 0.4803505
11670.0, 0.48033032
11680.0, 0.48031014
11690.0, 0.48029003
11700.0, 0.48026997
11710.0, 0.48024994
