Energy (in eV), backscattering yield of material ITOC-TabulatedSEEE at isotropic incidence
   X,       Y
11600.0, 0.4008444
11610.0, 0.40082467
11620.0, 0.40080497
11630.0, 0.40078533
11640.0, 0.40076575
11650.0, 0.40074614
11660.0, 0.4007266
11670.0, 0.40070713
11680.0, 0.40068766
11690.0, 0.40066823
11700.0, 0.40064883
11710.0, 0.40062952
11720.0, 0.40061027
11730.0, 0.40059096
11740.0, 0.4005717
11750.0, 0.4005525
11760.0, 0.40053338
11770.0, 0.40051427
11780.0, 0.4004952
11790.0, 0.4004762
11800.0, 0.40045714
11810.0, 0.40043822
11820.0, 0.4004193
11830.0, 0.40040037
11840.0, 0.40038157
11850.0, 0.40036276
11860.0, 0.40034392
11870.0, 0.40032524
11880.0, 0.40030652
11890.0, 0.4002878
11900.0, 0.4002692
11910.0, 0.40025067
11920.0, 0.40023205
11930.0, 0.40021354
11940.0, 0.40019506
11950.0, 0.4001766
11960.0, 0.40015826
11970.0, 0.40013987
11980.0, 0.4001215
11990.0, 0.4001032
12000.0, 0.40008494
12010.0, 0.40006673
12020.0, 0.40004855
12030.0, 0.40003034
12040.0, 0.40001225
12050.0, 0.39999416
12060.0, 0.39997613
12070.0, 0.3999581
12080.0, 0.39994016
12090.0, 0.3999222
12100.0, 0.3999043
12110.0, 0.39988643
12120.0, 0.39986858
12130.0, 0.3998508
12140.0, 0.399833
12150.0, 0.3998153
12160.0, 0.3997976
12170.0, 0.39977995
12180.0, 0.3997623
12190.0, 0.39974472
12200.0, 0.39972717
12210.0, 0.39970964
12220.0, 0.39969218
12230.0, 0.39967468
12240.0, 0.39965728
12250.0, 0.3996399
12260.0, 0.39962256
12270.0, 0.39960524
12280.0, 0.39958796
12290.0, 0.39957067
12300.0, 0.39955348
12310.0, 0.3995363
12320.0, 0.3995192
12330.0, 0.39950207
12340.0, 0.399485
12350.0, 0.39946797
12360.0, 0.39945093
12370.0, 0.39943397
12380.0, 0.39941698
12390.0, 0.3994001
12400.0, 0.39938325
12410.0, 0.39936638
12420.0, 0.39934954
12430.0, 0.3993328
12440.0, 0.39931607
12450.0, 0.39929938
12460.0, 0.3992827
12470.0, 0.39926603
12480.0, 0.39924943
12490.0, 0.39923283
12500.0, 0.3992163
12510.0, 0.39919978
12520.0, 0.39918333
12530.0, 0.39916688
12540.0, 0.39915043
12550.0, 0.39913404
12560.0, 0.3991177
12570.0, 0.39910138
12580.0, 0.39908513
12590.0, 0.39906883
12600.0, 0.39905262
12610.0, 0.39903644
12620.0, 0.3990203
12630.0, 0.39900416
12640.0, 0.39898804
12650.0, 0.398972
12660.0, 0.398956
12670.0, 0.39893997
12680.0, 0.398924
12690.0, 0.39890808
12700.0, 0.3988922
12710.0, 0.3988763
12720.0, 0.39886048
12730.0, 0.39884466
12740.0, 0.3988289
12750.0, 0.39881313
12760.0, 0.39879742
12770.0, 0.39878172
12780.0, 0.3987661
12790.0, 0.39875045
12800.0, 0.3987349
12810.0, 0.3987193
12820.0, 0.39870375
12830.0, 0.3986883
12840.0, 0.3986728
12850.0, 0.39865735
12860.0, 0.39864194
12870.0, 0.3986266
12880.0, 0.39861122
12890.0, 0.3985959
12900.0, 0.39858064
12910.0, 0.39856538
12920.0, 0.39855012
12930.0, 0.39853492
12940.0, 0.39851978
12950.0, 0.39850464
12960.0, 0.39848953
12970.0, 0.39847448
12980.0, 0.39845946
12990.0, 0.39844444
13000.0, 0.39842942
13010.0, 0.39841446
13020.0, 0.3983995
13030.0, 0.3983846
13040.0, 0.39836976
13050.0, 0.39835492
13060.0, 0.39834014
13070.0, 0.39832535
13080.0, 0.39831057
13090.0, 0.39829585
13100.0, 0.39828116
13110.0, 0.3982665
13120.0, 0.3982519
13130.0, 0.39823726
13140.0, 0.3982227
13150.0, 0.39820817
13160.0, 0.39819366
13170.0, 0.3981791
13180.0, 0.39816466
13190.0, 0.39815027
13200.0, 0.39813584
13210.0, 0.39812145
13220.0, 0.3981071
13230.0, 0.39809278
13240.0, 0.3980785
13250.0, 0.39806423
13260.0, 0.39804998
13270.0, 0.39803582
13280.0, 0.39802164
13290.0, 0.39800748
13300.0, 0.39799336
13310.0, 0.39797923
13320.0, 0.39796516
13330.0, 0.39795116
13340.0, 0.39793715
13350.0, 0.39792317
13360.0, 0.39790922
13370.0, 0.39789525
13380.0, 0.39788133
13390.0, 0.39786747
13400.0, 0.39785367
13410.0, 0.3978398
13420.0, 0.39782605
13430.0, 0.39781228
13440.0, 0.39779854
13450.0, 0.39778483
13460.0, 0.39777115
13470.0, 0.3977575
13480.0, 0.39774385
13490.0, 0.3977303
13500.0, 0.39771667
13510.0, 0.39770314
13520.0, 0.39768964
13530.0, 0.39767614
13540.0, 0.39766267
13550.0, 0.39764923
13560.0, 0.39763582
13570.0, 0.39762244
13580.0, 0.39760906
13590.0, 0.39759573
13600.0, 0.3975824
13610.0, 0.39756915
13620.0, 0.39755592
13630.0, 0.3975427
13640.0, 0.39752945
13650.0, 0.3975163
13660.0, 0.39750314
13670.0, 0.39749
13680.0, 0.3974769
13690.0, 0.39746386
13700.0, 0.3974508
13710.0, 0.3974378
13720.0, 0.39742482
13730.0, 0.3974118
13740.0, 0.3973989
13750.0, 0.39738595
13760.0, 0.39737305
13770.0, 0.39736018
13780.0, 0.3973474
13790.0, 0.39733458
13800.0, 0.3973218
13810.0, 0.39730904
13820.0, 0.39729625
13830.0, 0.39728355
13840.0, 0.3972709
13850.0, 0.3972582
13860.0, 0.39724556
13870.0, 0.39723295
13880.0, 0.39722034
13890.0, 0.3972078
13900.0, 0.39719525
13910.0, 0.39718273
13920.0, 0.39717028
13930.0, 0.3971578
13940.0, 0.39714536
13950.0, 0.39713293
13960.0, 0.39712057
13970.0, 0.39710817
13980.0, 0.3970958
13990.0, 0.39708352
14000.0, 0.3970712
14010.0, 0.39705893
14020.0, 0.3970467
14030.0, 0.39703447
14040.0, 0.39702228
14050.0, 0.3970101
14060.0, 0.39699796
14070.0, 0.39698586
14080.0, 0.3969737
14090.0, 0.39696166
14100.0, 0.3969496
14110.0, 0.39693758
14120.0, 0.39692554
14130.0, 0.39691362
14140.0, 0.39690164
14150.0, 0.39688972
14160.0, 0.39687783
14170.0, 0.39686593
14180.0, 0.39685404
14190.0, 0.3968422
14200.0, 0.39683044
14210.0, 0.3968186
14220.0, 0.39680687
14230.0, 0.39679512
14240.0, 0.39678335
14250.0, 0.3967717
14260.0, 0.39676002
14270.0, 0.39674833
14280.0, 0.3967367
14290.0, 0.39672512
14300.0, 0.39671353
14310.0, 0.39670196
14320.0, 0.39669043
14330.0, 0.39667892
14340.0, 0.39666745
14350.0, 0.39665595
14360.0, 0.3966445
14370.0, 0.3966331
14380.0, 0.39662173
14390.0, 0.39661032
14400.0, 0.39659896
14410.0, 0.39658764
14420.0, 0.39657634
14430.0, 0.39656502
14440.0, 0.39655375
14450.0, 0.39654255
14460.0, 0.3965313
14470.0, 0.3965201
14480.0, 0.39650896
14490.0, 0.3964978
14500.0, 0.39648667
14510.0, 0.39647552
14520.0, 0.39646444
14530.0, 0.39645338
14540.0, 0.39644235
14550.0, 0.39643133
14560.0, 0.39642033
14570.0, 0.39640933
14580.0, 0.3963984
14590.0, 0.39638743
14600.0, 0.39637655
14610.0, 0.3963656
14620.0, 0.39635476
14630.0, 0.39634395
14640.0, 0.39633313
14650.0, 0.3963223
14660.0, 0.39631152
14670.0, 0.39630076
14680.0, 0.39629
14690.0, 0.3962793
14700.0, 0.3962686
14710.0, 0.39625794
14720.0, 0.3962473
14730.0, 0.39623663
14740.0, 0.396226
14750.0, 0.3962154
14760.0, 0.39620486
14770.0, 0.39619428
14780.0, 0.39618376
14790.0, 0.39617327
14800.0, 0.39616278
14810.0, 0.39615232
14820.0, 0.3961419
14830.0, 0.39613146
14840.0, 0.396121
14850.0, 0.39611065
14860.0, 0.39610028
14870.0, 0.39608994
14880.0, 0.39607963
14890.0, 0.3960693
14900.0, 0.396059
14910.0, 0.39604878
14920.0, 0.39603853
14930.0, 0.3960283
14940.0, 0.3960181
14950.0, 0.39600793
14960.0, 0.39599776
14970.0, 0.39598763
14980.0, 0.39597753
14990.0, 0.3959674
15000.0, 0.3959573
15010.0, 0.39594728
15020.0, 0.39593723
15030.0, 0.3959272
15040.0, 0.39591718
15050.0, 0.39590722
15060.0, 0.39589727
15070.0, 0.39588735
15080.0, 0.39587736
15090.0, 0.3958675
15100.0, 0.3958576
15110.0, 0.39584774
15120.0, 0.39583793
15130.0, 0.3958281
15140.0, 0.3958183
15150.0, 0.3958085
15160.0, 0.3957987
15170.0, 0.39578903
15180.0, 0.39577928
15190.0, 0.39576957
15200.0, 0.3957599
15210.0, 0.3957502
15220.0, 0.39574054
15230.0, 0.39573094
15240.0, 0.39572132
15250.0, 0.39571172
15260.0, 0.39570215
15270.0, 0.39569265
15280.0, 0.3956831
15290.0, 0.39567357
15300.0, 0.39566407
15310.0, 0.3956546
15320.0, 0.3956451
15330.0, 0.39563572
15340.0, 0.39562628
15350.0, 0.39561686
15360.0, 0.39560747
15370.0, 0.39559808
15380.0, 0.3955888
15390.0, 0.39557943
15400.0, 0.3955701
15410.0, 0.39556083
15420.0, 0.39555153
15430.0, 0.39554232
15440.0, 0.39553308
15450.0, 0.39552388
15460.0, 0.39551464
15470.0, 0.39550546
15480.0, 0.39549628
15490.0, 0.39548716
15500.0, 0.39547807
15510.0, 0.3954689
15520.0, 0.39545986
15530.0, 0.3954508
15540.0, 0.39544174
15550.0, 0.3954327
15560.0, 0.39542365
15570.0, 0.39541465
15580.0, 0.39540568
15590.0, 0.3953967
15600.0, 0.39538777
15610.0, 0.39537883
15620.0, 0.39536995
15630.0, 0.395361
15640.0, 0.39535215
15650.0, 0.3953433
15660.0, 0.39533445
15670.0, 0.39532563
15680.0, 0.3953168
15690.0, 0.39530808
15700.0, 0.39529926
15710.0, 0.39529052
15720.0, 0.3952818
15730.0, 0.39527306
15740.0, 0.3952644
15750.0, 0.3952557
15760.0, 0.395247
15770.0, 0.39523834
15780.0, 0.39522976
15790.0, 0.3952211
15800.0, 0.39521253
15810.0, 0.39520395
15820.0, 0.39519536
15830.0, 0.3951868
15840.0, 0.3951783
15850.0, 0.3951698
15860.0, 0.3951613
15870.0, 0.39515278
15880.0, 0.3951443
15890.0, 0.39513588
15900.0, 0.39512745
15910.0, 0.39511907
15920.0, 0.39511067
15930.0, 0.39510232
15940.0, 0.3950939
15950.0, 0.39508554
15960.0, 0.39507723
15970.0, 0.3950689
15980.0, 0.39506066
15990.0, 0.39505237
16000.0, 0.39504412
16010.0, 0.3950358
16020.0, 0.39502764
16030.0, 0.39501938
16040.0, 0.39501122
16050.0, 0.39500302
16060.0, 0.39499488
16070.0, 0.3949867
16080.0, 0.39497855
16090.0, 0.39497048
16100.0, 0.39496237
16110.0, 0.39495426
16120.0, 0.39494625
16130.0, 0.39493814
16140.0, 0.39493012
16150.0, 0.3949221
16160.0, 0.39491412
16170.0, 0.39490613
16180.0, 0.39489815
16190.0, 0.3948902
16200.0, 0.39488223
16210.0, 0.3948743
16220.0, 0.39486644
16230.0, 0.3948585
16240.0, 0.39485064
16250.0, 0.39484277
16260.0, 0.39483494
16270.0, 0.3948271
16280.0, 0.39481926
16290.0, 0.3948115
16300.0, 0.3948037
16310.0, 0.39479592
16320.0, 0.3947882
16330.0, 0.39478043
16340.0, 0.39477274
16350.0, 0.394765
16360.0, 0.3947573
16370.0, 0.39474964
16380.0, 0.39474198
16390.0, 0.39473432
16400.0, 0.3947267
16410.0, 0.3947191
16420.0, 0.3947115
16430.0, 0.3947039
16440.0, 0.39469633
16450.0, 0.39468879
16460.0, 0.39468125
16470.0, 0.3946737
16480.0, 0.3946662
16490.0, 0.3946587
16500.0, 0.39465123
16510.0, 0.39464375
16520.0, 0.3946363
16530.0, 0.39462885
16540.0, 0.39462146
16550.0, 0.39461407
16560.0, 0.39460665
16570.0, 0.39459926
16580.0, 0.3945919
16590.0, 0.3945846
16600.0, 0.39457723
16610.0, 0.3945699
16620.0, 0.39456257
16630.0, 0.39455533
16640.0, 0.39454803
16650.0, 0.39454076
16660.0, 0.39453351
16670.0, 0.39452627
16680.0, 0.3945191
16690.0, 0.39451188
16700.0, 0.3945047
16710.0, 0.39449754
16720.0, 0.39449036
16730.0, 0.3944832
16740.0, 0.3944761
16750.0, 0.39446896
16760.0, 0.39446184
16770.0, 0.39445475
16780.0, 0.3944477
16790.0, 0.39444065
16800.0, 0.3944336
16810.0, 0.39442655
16820.0, 0.39441952
16830.0, 0.39441252
16840.0, 0.39440554
16850.0, 0.39439854
16860.0, 0.39439157
16870.0, 0.39438468
16880.0, 0.3943777
16890.0, 0.3943708
16900.0, 0.39436388
16910.0, 0.394357
16920.0, 0.39435008
16930.0, 0.39434323
16940.0, 0.39433634
16950.0, 0.39432955
16960.0, 0.39432272
16970.0, 0.39431593
16980.0, 0.3943091
16990.0, 0.3943023
17000.0, 0.39429554
17010.0, 0.39428878
17020.0, 0.39428207
17030.0, 0.3942753
17040.0, 0.39426857
17050.0, 0.39426193
17060.0, 0.3942552
17070.0, 0.39424855
17080.0, 0.39424187
17090.0, 0.3942352
17100.0, 0.39422858
17110.0, 0.39422196
17120.0, 0.39421532
17130.0, 0.39420873
17140.0, 0.39420214
17150.0, 0.39419556
17160.0, 0.39418903
17170.0, 0.39418247
17180.0, 0.39417592
17190.0, 0.39416942
17200.0, 0.39416292
17210.0, 0.3941564
17220.0, 0.3941499
17230.0, 0.3941435
17240.0, 0.39413697
17250.0, 0.39413056
17260.0, 0.39412415
17270.0, 0.3941177
17280.0, 0.3941113
17290.0, 0.39410493
17300.0, 0.39409852
17310.0, 0.39409214
17320.0, 0.39408582
17330.0, 0.39407945
17340.0, 0.39407313
17350.0, 0.39406684
17360.0, 0.39406052
17370.0, 0.39405423
17380.0, 0.39404795
17390.0, 0.3940417
17400.0, 0.3940354
17410.0, 0.39402917
17420.0, 0.39402297
17430.0, 0.39401674
17440.0, 0.39401054
17450.0, 0.39400437
17460.0, 0.39399818
17470.0, 0.393992
17480.0, 0.39398587
17490.0, 0.3939797
17500.0, 0.39397356
17510.0, 0.39396748
17520.0, 0.39396137
17530.0, 0.39395526
17540.0, 0.39394915
17550.0, 0.3939431
17560.0, 0.39393705
17570.0, 0.393931
17580.0, 0.39392498
17590.0, 0.3939189
17600.0, 0.39391294
17610.0, 0.39390695
17620.0, 0.39390096
17630.0, 0.393895
17640.0, 0.39388904
17650.0, 0.39388305
17660.0, 0.39387712
17670.0, 0.3938712
17680.0, 0.3938653
17690.0, 0.3938594
17700.0, 0.39385352
17710.0, 0.39384758
17720.0, 0.39384177
17730.0, 0.39383587
17740.0, 0.39383006
17750.0, 0.39382425
17760.0, 0.3938184
17770.0, 0.3938126
17780.0, 0.39380682
17790.0, 0.39380103
17800.0, 0.39379522
17810.0, 0.39378944
17820.0, 0.39378375
17830.0, 0.39377794
17840.0, 0.3937722
17850.0, 0.39376655
17860.0, 0.39376083
17870.0, 0.3937551
17880.0, 0.39374945
17890.0, 0.39374378
17900.0, 0.39373812
17910.0, 0.39373243
17920.0, 0.3937268
17930.0, 0.39372122
17940.0, 0.39371553
17950.0, 0.39371
17960.0, 0.3937044
17970.0, 0.39369878
17980.0, 0.39369324
17990.0, 0.39368767
18000.0, 0.39368212
18010.0, 0.3936766
18020.0, 0.39367107
18030.0, 0.39366552
18040.0, 0.39366004
18050.0, 0.39365453
18060.0, 0.39364904
18070.0, 0.3936436
18080.0, 0.39363813
18090.0, 0.3936327
18100.0, 0.39362726
18110.0, 0.3936218
18120.0, 0.39361638
18130.0, 0.39361095
18140.0, 0.39360562
18150.0, 0.3936002
18160.0, 0.39359483
18170.0, 0.39358944
18180.0, 0.3935841
18190.0, 0.39357877
18200.0, 0.3935734
18210.0, 0.3935681
18220.0, 0.3935628
18230.0, 0.3935575
18240.0, 0.39355218
18250.0, 0.39354694
18260.0, 0.39354166
18270.0, 0.39353642
18280.0, 0.3935311
18290.0, 0.3935259
18300.0, 0.3935207
18310.0, 0.39351547
18320.0, 0.39351028
18330.0, 0.39350507
18340.0, 0.39349988
18350.0, 0.3934947
18360.0, 0.3934895
18370.0, 0.3934844
18380.0, 0.39347926
18390.0, 0.39347413
18400.0, 0.39346898
18410.0, 0.39346388
18420.0, 0.39345875
18430.0, 0.3934537
18440.0, 0.39344862
18450.0, 0.3934435
18460.0, 0.39343846
18470.0, 0.39343336
18480.0, 0.39342836
18490.0, 0.3934233
18500.0, 0.39341828
18510.0, 0.39341328
18520.0, 0.3934083
18530.0, 0.3934033
18540.0, 0.3933983
18550.0, 0.39339334
18560.0, 0.39338836
18570.0, 0.3933834
18580.0, 0.39337844
18590.0, 0.39337352
18600.0, 0.39336863
18610.0, 0.3933637
18620.0, 0.39335883
18630.0, 0.3933539
18640.0, 0.39334905
18650.0, 0.39334413
18660.0, 0.39333925
18670.0, 0.39333445
18680.0, 0.39332956
18690.0, 0.39332476
18700.0, 0.3933199
18710.0, 0.39331508
18720.0, 0.3933103
18730.0, 0.39330548
18740.0, 0.39330068
18750.0, 0.3932959
18760.0, 0.39329115
18770.0, 0.3932864
18780.0, 0.39328164
18790.0, 0.39327693
18800.0, 0.3932722
18810.0, 0.39326745
18820.0, 0.39326274
18830.0, 0.39325806
18840.0, 0.39325333
18850.0, 0.39324862
18860.0, 0.393244
18870.0, 0.39323932
18880.0, 0.39323467
18890.0, 0.39323002
18900.0, 0.39322537
18910.0, 0.39322075
18920.0, 0.3932161
18930.0, 0.3932115
18940.0, 0.39320686
18950.0, 0.3932023
18960.0, 0.39319775
18970.0, 0.3931932
18980.0, 0.3931886
18990.0, 0.39318404
19000.0, 0.3931795
19010.0, 0.39317492
19020.0, 0.39317042
19030.0, 0.39316592
19040.0, 0.3931614
19050.0, 0.3931569
19060.0, 0.3931524
19070.0, 0.39314792
19080.0, 0.39314345
19090.0, 0.39313897
19100.0, 0.39313453
19110.0, 0.39313006
19120.0, 0.39312565
19130.0, 0.3931212
19140.0, 0.3931168
19150.0, 0.3931124
19160.0, 0.393108
19170.0, 0.39310357
19180.0, 0.39309916
19190.0, 0.3930948
19200.0, 0.39309043
19210.0, 0.39308608
19220.0, 0.39308172
19230.0, 0.3930774
19240.0, 0.39307302
19250.0, 0.39306873
19260.0, 0.3930644
19270.0, 0.3930601
19280.0, 0.39305583
19290.0, 0.39305148
19300.0, 0.3930472
19310.0, 0.39304298
19320.0, 0.3930387
19330.0, 0.39303443
19340.0, 0.3930302
19350.0, 0.39302596
19360.0, 0.39302173
19370.0, 0.39301747
19380.0, 0.39301327
19390.0, 0.3930091
19400.0, 0.39300486
19410.0, 0.39300066
19420.0, 0.39299652
19430.0, 0.39299232
19440.0, 0.39298815
19450.0, 0.39298403
19460.0, 0.39297986
19470.0, 0.39297575
19480.0, 0.39297158
19490.0, 0.39296743
19500.0, 0.39296335
19510.0, 0.39295924
19520.0, 0.39295515
19530.0, 0.39295104
19540.0, 0.392947
19550.0, 0.3929429
19560.0, 0.39293882
19570.0, 0.39293477
19580.0, 0.39293072
19590.0, 0.3929267
19600.0, 0.39292267
19610.0, 0.39291862
19620.0, 0.39291456
19630.0, 0.3929106
19640.0, 0.3929066
19650.0, 0.3929026
19660.0, 0.39289862
19670.0, 0.39289463
19680.0, 0.39289066
19690.0, 0.39288673
19700.0, 0.39288276
19710.0, 0.3928788
19720.0, 0.39287487
19730.0, 0.39287093
19740.0, 0.39286703
19750.0, 0.39286312
19760.0, 0.3928592
19770.0, 0.3928553
19780.0, 0.39285138
19790.0, 0.39284754
19800.0, 0.39284366
19810.0, 0.3928398
19820.0, 0.3928359
19830.0, 0.39283204
19840.0, 0.39282823
19850.0, 0.39282438
19860.0, 0.39282054
19870.0, 0.39281675
19880.0, 0.39281288
19890.0, 0.3928091
19900.0, 0.3928053
19910.0, 0.39280152
19920.0, 0.3927977
19930.0, 0.39279395
19940.0, 0.39279017
19950.0, 0.3927864
19960.0, 0.39278266
19970.0, 0.3927789
19980.0, 0.39277518
19990.0, 0.39277145
20000.0, 0.39276773
20010.0, 0.392764
20020.0, 0.39276034
20030.0, 0.3927566
20040.0, 0.39275292
20050.0, 0.3927492
20060.0, 0.39274555
20070.0, 0.39274186
20080.0, 0.39273816
20090.0, 0.39273453
20100.0, 0.39273086
20110.0, 0.39272726
20120.0, 0.39272362
20130.0, 0.39272
20140.0, 0.39271635
20150.0, 0.39271274
20160.0, 0.3927091
20170.0, 0.39270553
20180.0, 0.39270195
20190.0, 0.39269835
20200.0, 0.39269477
20210.0, 0.39269122
20220.0, 0.39268768
20230.0, 0.39268407
20240.0, 0.39268053
20250.0, 0.392677
20260.0, 0.39267343
20270.0, 0.39266992
20280.0, 0.3926664
20290.0, 0.39266285
20300.0, 0.39265937
20310.0, 0.39265585
20320.0, 0.39265236
20330.0, 0.3926489
20340.0, 0.39264542
20350.0, 0.39264193
20360.0, 0.3926385
20370.0, 0.39263502
20380.0, 0.39263156
20390.0, 0.3926281
20400.0, 0.3926247
20410.0, 0.39262125
20420.0, 0.39261782
20430.0, 0.3926144
20440.0, 0.392611
20450.0, 0.3926076
20460.0, 0.3926042
20470.0, 0.3926008
20480.0, 0.3925974
20490.0, 0.39259407
20500.0, 0.39259067
20510.0, 0.3925873
20520.0, 0.39258394
20530.0, 0.3925806
20540.0, 0.39257723
20550.0, 0.39257392
20560.0, 0.39257059
20570.0, 0.39256728
20580.0, 0.3925639
20590.0, 0.39256063
20600.0, 0.39255732
20610.0, 0.39255404
20620.0, 0.3925507
20630.0, 0.39254746
20640.0, 0.39254418
20650.0, 0.39254093
20660.0, 0.39253765
20670.0, 0.39253435
20680.0, 0.3925311
20690.0, 0.3925279
20700.0, 0.39252463
20710.0, 0.3925214
20720.0, 0.3925182
20730.0, 0.39251497
20740.0, 0.39251173
20750.0, 0.39250854
20760.0, 0.39250535
20770.0, 0.39250216
20780.0, 0.39249894
20790.0, 0.3924958
20800.0, 0.3924926
20810.0, 0.3924894
20820.0, 0.39248627
20830.0, 0.39248312
20840.0, 0.39247996
20850.0, 0.39247683
20860.0, 0.39247367
20870.0, 0.39247054
20880.0, 0.39246744
20890.0, 0.39246434
20900.0, 0.3924612
20910.0, 0.3924581
20920.0, 0.39245498
20930.0, 0.39245188
20940.0, 0.3924488
20950.0, 0.3924457
20960.0, 0.39244264
20970.0, 0.39243963
20980.0, 0.3924365
20990.0, 0.39243346
21000.0, 0.39243042
21010.0, 0.39242736
21020.0, 0.39242435
21030.0, 0.39242133
21040.0, 0.3924183
21050.0, 0.39241526
21060.0, 0.39241225
21070.0, 0.39240924
21080.0, 0.39240623
21090.0, 0.39240324
21100.0, 0.39240023
21110.0, 0.39239722
21120.0, 0.3923943
21130.0, 0.39239132
21140.0, 0.39238834
21150.0, 0.39238536
21160.0, 0.3923824
21170.0, 0.39237946
21180.0, 0.3923765
21190.0, 0.3923736
21200.0, 0.3923707
21210.0, 0.39236775
21220.0, 0.39236483
21230.0, 0.3923619
21240.0, 0.392359
21250.0, 0.3923561
21260.0, 0.3923532
21270.0, 0.39235035
21280.0, 0.3923474
21290.0, 0.39234456
21300.0, 0.39234167
21310.0, 0.3923388
21320.0, 0.39233595
21330.0, 0.3923331
21340.0, 0.39233023
21350.0, 0.3923274
21360.0, 0.39232457
21370.0, 0.39232174
21380.0, 0.39231887
21390.0, 0.39231607
21400.0, 0.39231324
21410.0, 0.39231044
21420.0, 0.39230764
21430.0, 0.3923048
21440.0, 0.39230204
21450.0, 0.39229923
21460.0, 0.39229646
21470.0, 0.39229366
21480.0, 0.39229092
21490.0, 0.39228818
21500.0, 0.39228538
21510.0, 0.39228263
21520.0, 0.3922799
21530.0, 0.39227712
21540.0, 0.39227438
21550.0, 0.39227167
21560.0, 0.39226896
21570.0, 0.39226624
21580.0, 0.39226347
21590.0, 0.39226076
21600.0, 0.39225808
21610.0, 0.39225537
21620.0, 0.39225268
21630.0, 0.39225
21640.0, 0.39224732
21650.0, 0.39224464
21660.0, 0.39224195
21670.0, 0.3922393
21680.0, 0.39223662
21690.0, 0.39223397
21700.0, 0.39223132
21710.0, 0.3922287
21720.0, 0.392226
21730.0, 0.39222336
21740.0, 0.39222077
21750.0, 0.3922181
21760.0, 0.39221552
21770.0, 0.3922129
21780.0, 0.39221027
21790.0, 0.39220765
21800.0, 0.3922051
21810.0, 0.3922025
21820.0, 0.39219984
21830.0, 0.3921973
21840.0, 0.39219472
21850.0, 0.39219213
21860.0, 0.39218956
21870.0, 0.392187
21880.0, 0.39218447
21890.0, 0.39218187
21900.0, 0.39217934
21910.0, 0.3921768
21920.0, 0.39217424
21930.0, 0.39217174
21940.0, 0.3921692
21950.0, 0.39216664
21960.0, 0.39216417
21970.0, 0.39216167
21980.0, 0.39215913
21990.0, 0.39215663
22000.0, 0.39215416
22010.0, 0.39215162
22020.0, 0.39214915
22030.0, 0.39214668
22040.0, 0.39214423
22050.0, 0.3921417
22060.0, 0.39213923
22070.0, 0.3921368
22080.0, 0.39213428
22090.0, 0.39213187
22100.0, 0.39212942
22110.0, 0.39212698
22120.0, 0.39212453
22130.0, 0.39212212
22140.0, 0.39211965
22150.0, 0.39211723
22160.0, 0.39211482
22170.0, 0.3921124
22180.0, 0.39211002
22190.0, 0.39210764
22200.0, 0.3921052
22210.0, 0.3921028
22220.0, 0.39210042
22230.0, 0.39209804
22240.0, 0.39209566
22250.0, 0.39209327
22260.0, 0.3920909
22270.0, 0.3920885
22280.0, 0.39208615
22290.0, 0.3920838
22300.0, 0.39208144
22310.0, 0.39207911
22320.0, 0.39207673
22330.0, 0.3920744
22340.0, 0.3920721
22350.0, 0.39206976
22360.0, 0.39206743
22370.0, 0.3920651
22380.0, 0.39206278
22390.0, 0.3920605
22400.0, 0.39205816
22410.0, 0.39205587
22420.0, 0.39205357
22430.0, 0.3920513
22440.0, 0.39204898
22450.0, 0.3920467
22460.0, 0.39204443
22470.0, 0.3920422
22480.0, 0.39203987
22490.0, 0.3920376
22500.0, 0.3920354
22510.0, 0.39203313
22520.0, 0.39203084
22530.0, 0.3920286
22540.0, 0.39202636
22550.0, 0.39202413
22560.0, 0.39202186
22570.0, 0.39201966
22580.0, 0.39201745
22590.0, 0.39201522
22600.0, 0.39201298
22610.0, 0.39201075
22620.0, 0.3920086
22630.0, 0.39200637
22640.0, 0.39200416
22650.0, 0.39200196
22660.0, 0.39199975
22670.0, 0.3919976
22680.0, 0.39199543
22690.0, 0.39199322
22700.0, 0.39199102
22710.0, 0.39198887
22720.0, 0.39198673
22730.0, 0.3919846
22740.0, 0.39198244
22750.0, 0.39198023
22760.0, 0.3919781
22770.0, 0.39197597
22780.0, 0.39197385
22790.0, 0.39197174
22800.0, 0.39196956
22810.0, 0.39196745
22820.0, 0.39196533
22830.0, 0.3919632
22840.0, 0.39196113
22850.0, 0.39195898
22860.0, 0.39195687
22870.0, 0.39195478
22880.0, 0.39195272
22890.0, 0.3919506
22900.0, 0.3919485
22910.0, 0.39194643
22920.0, 0.39194432
22930.0, 0.3919423
22940.0, 0.3919402
22950.0, 0.39193815
22960.0, 0.3919361
22970.0, 0.39193404
22980.0, 0.39193195
22990.0, 0.39192992
23000.0, 0.39192784
23010.0, 0.3919258
23020.0, 0.39192376
23030.0, 0.39192176
23040.0, 0.39191976
23050.0, 0.39191768
23060.0, 0.39191562
23070.0, 0.39191365
23080.0, 0.39191163
23090.0, 0.39190963
23100.0, 0.3919076
23110.0, 0.3919056
23120.0, 0.3919036
23130.0, 0.39190164
23140.0, 0.39189965
23150.0, 0.39189765
23160.0, 0.39189565
23170.0, 0.39189368
23180.0, 0.39189175
23190.0, 0.39188975
23200.0, 0.39188775
23210.0, 0.39188585
23220.0, 0.39188385
23230.0, 0.3918819
23240.0, 0.39187998
