Energy (in eV), backscattering yield of material ITOC-TabulatedSEEE at isotropic incidence
   X,       Y
23250.0, 0.391878
23260.0, 0.39187607
23270.0, 0.39187413
23280.0, 0.3918722
23290.0, 0.3918703
23300.0, 0.39186832
23310.0, 0.39186642
23320.0, 0.3918645
23330.0, 0.39186257
23340.0, 0.3918607
23350.0, 0.39185876
23360.0, 0.39185685
23370.0, 0.39185494
23380.0, 0.39185306
23390.0, 0.39185116
23400.0, 0.39184928
23410.0, 0.39184737
23420.0, 0.3918455
23430.0, 0.39184362
23440.0, 0.39184177
23450.0, 0.3918399
23460.0, 0.39183804
23470.0, 0.39183614
23480.0, 0.3918343
23490.0, 0.39183247
23500.0, 0.3918306
23510.0, 0.39182872
23520.0, 0.3918269
23530.0, 0.39182505
23540.0, 0.3918232
23550.0, 0.39182138
23560.0, 0.39181954
23570.0, 0.39181772
23580.0, 0.39181587
23590.0, 0.39181405
23600.0, 0.39181224
23610.0, 0.39181045
23620.0, 0.39180863
23630.0, 0.39180684
23640.0, 0.39180505
23650.0, 0.39180323
23660.0, 0.39180145
23670.0, 0.39179963
23680.0, 0.39179787
23690.0, 0.39179608
23700.0, 0.39179426
23710.0, 0.39179254
23720.0, 0.39179075
23730.0, 0.391789
23740.0, 0.3917872
23750.0, 0.39178544
23760.0, 0.39178368
23770.0, 0.39178193
23780.0, 0.3917802
23790.0, 0.39177844
23800.0, 0.3917767
23810.0, 0.39177498
23820.0, 0.39177322
23830.0, 0.3917715
23840.0, 0.39176974
23850.0, 0.39176804
23860.0, 0.3917663
23870.0, 0.39176458
23880.0, 0.39176288
23890.0, 0.39176118
23900.0, 0.39175946
23910.0, 0.39175776
23920.0, 0.3917561
23930.0, 0.3917544
23940.0, 0.3917527
23950.0, 0.391751
23960.0, 0.39174926
23970.0, 0.3917476
23980.0, 0.39174592
23990.0, 0.3917442
24000.0, 0.39174253
24010.0, 0.3917409
24020.0, 0.3917392
24030.0, 0.39173755
24040.0, 0.39173585
24050.0, 0.39173424
24060.0, 0.39173254
24070.0, 0.39173087
24080.0, 0.39172927
24090.0, 0.3917276
24100.0, 0.39172602
24110.0, 0.39172435
24120.0, 0.39172274
24130.0, 0.39172104
24140.0, 0.39171946
24150.0, 0.3917178
24160.0, 0.39171618
24170.0, 0.39171457
24180.0, 0.3917129
24190.0, 0.39171132
24200.0, 0.39170974
24210.0, 0.3917081
24220.0, 0.3917065
24230.0, 0.39170492
24240.0, 0.3917033
24250.0, 0.39170176
24260.0, 0.39170015
24270.0, 0.39169854
24280.0, 0.39169693
24290.0, 0.39169535
24300.0, 0.39169377
24310.0, 0.39169222
24320.0, 0.39169064
24330.0, 0.3916891
24340.0, 0.39168754
24350.0, 0.39168596
24360.0, 0.39168438
24370.0, 0.39168283
24380.0, 0.39168128
24390.0, 0.3916797
24400.0, 0.39167818
24410.0, 0.39167663
24420.0, 0.39167508
24430.0, 0.39167356
24440.0, 0.39167202
24450.0, 0.39167047
24460.0, 0.39166898
24470.0, 0.39166743
24480.0, 0.3916659
24490.0, 0.39166442
24500.0, 0.3916629
24510.0, 0.39166138
24520.0, 0.39165986
24530.0, 0.39165837
24540.0, 0.39165685
24550.0, 0.39165533
24560.0, 0.39165384
24570.0, 0.39165238
24580.0, 0.39165083
24590.0, 0.39164937
24600.0, 0.3916479
24610.0, 0.3916464
24620.0, 0.3916449
24630.0, 0.39164346
24640.0, 0.39164197
24650.0, 0.39164048
24660.0, 0.39163905
24670.0, 0.39163756
24680.0, 0.3916361
24690.0, 0.39163464
24700.0, 0.39163318
24710.0, 0.39163172
24720.0, 0.39163026
24730.0, 0.39162883
24740.0, 0.39162737
24750.0, 0.39162597
24760.0, 0.39162448
24770.0, 0.39162308
24780.0, 0.3916216
24790.0, 0.3916202
24800.0, 0.39161876
24810.0, 0.39161733
24820.0, 0.39161593
24830.0, 0.3916145
24840.0, 0.3916131
24850.0, 0.39161167
24860.0, 0.39161026
24870.0, 0.39160883
24880.0, 0.3916074
24890.0, 0.39160606
24900.0, 0.39160463
24910.0, 0.39160326
24920.0, 0.39160186
24930.0, 0.39160046
24940.0, 0.39159903
24950.0, 0.3915977
24960.0, 0.3915963
24970.0, 0.39159492
24980.0, 0.39159355
24990.0, 0.39159212
25000.0, 0.3915908
25010.0, 0.39158946
25020.0, 0.39158803
25030.0, 0.3915867
25040.0, 0.39158532
25050.0, 0.391584
25060.0, 0.39158264
25070.0, 0.39158124
25080.0, 0.39157987
25090.0, 0.39157856
25100.0, 0.39157724
25110.0, 0.39157587
25120.0, 0.39157453
25130.0, 0.39157316
25140.0, 0.39157185
25150.0, 0.39157054
25160.0, 0.3915692
25170.0, 0.39156786
25180.0, 0.39156657
25190.0, 0.3915652
25200.0, 0.3915639
25210.0, 0.39156258
25220.0, 0.3915613
25230.0, 0.39155996
25240.0, 0.39155868
25250.0, 0.39155734
25260.0, 0.39155608
25270.0, 0.39155474
25280.0, 0.39155346
25290.0, 0.39155215
25300.0, 0.39155087
25310.0, 0.39154956
25320.0, 0.3915483
25330.0, 0.391547
25340.0, 0.3915457
25350.0, 0.39154443
25360.0, 0.39154315
25370.0, 0.3915419
25380.0, 0.39154062
25390.0, 0.39153934
25400.0, 0.39153805
25410.0, 0.39153683
25420.0, 0.39153558
25430.0, 0.39153427
25440.0, 0.39153302
25450.0, 0.3915318
25460.0, 0.3915305
25470.0, 0.39152926
25480.0, 0.39152804
25490.0, 0.3915268
25500.0, 0.39152557
25510.0, 0.39152429
25520.0, 0.3915231
25530.0, 0.39152184
25540.0, 0.3915206
25550.0, 0.39151937
25560.0, 0.39151818
25570.0, 0.39151692
25580.0, 0.3915157
25590.0, 0.39151448
25600.0, 0.39151326
25610.0, 0.39151204
25620.0, 0.39151084
25630.0, 0.39150962
25640.0, 0.3915084
25650.0, 0.3915072
25660.0, 0.39150602
25670.0, 0.39150482
25680.0, 0.3915036
25690.0, 0.3915024
25700.0, 0.39150125
25710.0, 0.39150006
25720.0, 0.39149886
25730.0, 0.39149764
25740.0, 0.39149645
25750.0, 0.39149532
25760.0, 0.39149413
25770.0, 0.3914929
25780.0, 0.39149177
25790.0, 0.39149058
25800.0, 0.3914894
25810.0, 0.39148825
25820.0, 0.3914871
25830.0, 0.39148593
25840.0, 0.39148477
25850.0, 0.3914836
25860.0, 0.39148244
25870.0, 0.3914813
25880.0, 0.39148015
25890.0, 0.391479
25900.0, 0.39147785
25910.0, 0.39147672
25920.0, 0.3914756
25930.0, 0.39147443
25940.0, 0.39147326
25950.0, 0.39147213
25960.0, 0.39147103
25970.0, 0.39146987
25980.0, 0.39146876
25990.0, 0.39146766
26000.0, 0.3914665
26010.0, 0.3914654
26020.0, 0.3914643
26030.0, 0.3914632
26040.0, 0.39146203
26050.0, 0.39146093
26060.0, 0.3914598
26070.0, 0.39145872
26080.0, 0.39145762
26090.0, 0.39145648
26100.0, 0.3914554
26110.0, 0.39145434
26120.0, 0.3914532
26130.0, 0.39145213
26140.0, 0.39145103
26150.0, 0.39144993
26160.0, 0.39144886
26170.0, 0.39144778
26180.0, 0.39144668
26190.0, 0.39144558
26200.0, 0.3914445
26210.0, 0.39144343
26220.0, 0.39144233
26230.0, 0.39144126
26240.0, 0.3914402
26250.0, 0.39143917
26260.0, 0.39143807
26270.0, 0.39143702
26280.0, 0.39143592
26290.0, 0.3914349
26300.0, 0.3914338
26310.0, 0.39143273
26320.0, 0.39143172
26330.0, 0.39143065
26340.0, 0.3914296
26350.0, 0.3914286
26360.0, 0.39142752
26370.0, 0.39142647
26380.0, 0.39142546
26390.0, 0.3914244
26400.0, 0.39142337
26410.0, 0.39142233
26420.0, 0.39142132
26430.0, 0.39142027
26440.0, 0.39141923
26450.0, 0.39141822
26460.0, 0.39141718
26470.0, 0.39141613
26480.0, 0.39141512
26490.0, 0.3914141
26500.0, 0.3914131
26510.0, 0.39141208
26520.0, 0.39141107
26530.0, 0.39141005
26540.0, 0.39140907
26550.0, 0.39140803
26560.0, 0.39140704
26570.0, 0.39140603
26580.0, 0.39140505
26590.0, 0.39140403
26600.0, 0.39140305
26610.0, 0.39140204
26620.0, 0.39140108
26630.0, 0.39140007
26640.0, 0.39139906
26650.0, 0.39139804
26660.0, 0.39139712
26670.0, 0.39139614
26680.0, 0.39139512
26690.0, 0.39139414
26700.0, 0.39139315
26710.0, 0.3913922
26720.0, 0.39139125
26730.0, 0.3913903
26740.0, 0.3913893
26750.0, 0.39138833
26760.0, 0.39138734
26770.0, 0.39138636
26780.0, 0.39138544
26790.0, 0.39138448
26800.0, 0.3913835
26810.0, 0.39138255
26820.0, 0.39138162
26830.0, 0.39138067
26840.0, 0.3913797
26850.0, 0.39137876
26860.0, 0.3913778
26870.0, 0.39137685
26880.0, 0.39137593
26890.0, 0.39137498
26900.0, 0.39137405
26910.0, 0.3913731
26920.0, 0.39137217
26930.0, 0.39137125
26940.0, 0.3913703
26950.0, 0.39136937
26960.0, 0.39136845
26970.0, 0.3913675
26980.0, 0.39136663
26990.0, 0.39136568
27000.0, 0.39136478
27010.0, 0.39136383
27020.0, 0.39136294
27030.0, 0.39136198
27040.0, 0.3913611
27050.0, 0.39136016
27060.0, 0.39135927
27070.0, 0.39135835
27080.0, 0.39135748
27090.0, 0.39135656
27100.0, 0.39135563
27110.0, 0.39135477
27120.0, 0.39135388
27130.0, 0.39135295
27140.0, 0.39135206
27150.0, 0.3913512
27160.0, 0.39135024
27170.0, 0.39134938
27180.0, 0.3913485
27190.0, 0.3913476
27200.0, 0.39134672
27210.0, 0.3913459
27220.0, 0.39134496
27230.0, 0.39134407
27240.0, 0.3913432
27250.0, 0.39134237
27260.0, 0.39134148
27270.0, 0.39134058
27280.0, 0.3913397
27290.0, 0.39133888
27300.0, 0.39133796
27310.0, 0.39133716
27320.0, 0.3913363
27330.0, 0.39133543
27340.0, 0.39133453
27350.0, 0.39133367
27360.0, 0.3913328
27370.0, 0.39133197
27380.0, 0.39133108
27390.0, 0.39133024
27400.0, 0.39132938
27410.0, 0.39132854
27420.0, 0.3913277
27430.0, 0.39132687
27440.0, 0.391326
27450.0, 0.3913252
27460.0, 0.39132437
27470.0, 0.39132354
27480.0, 0.3913227
27490.0, 0.39132184
27500.0, 0.391321
27510.0, 0.3913202
27520.0, 0.39131933
27530.0, 0.39131853
27540.0, 0.39131773
27550.0, 0.39131686
27560.0, 0.39131606
27570.0, 0.39131522
27580.0, 0.39131442
27590.0, 0.39131358
27600.0, 0.39131278
27610.0, 0.39131194
27620.0, 0.39131117
27630.0, 0.39131033
27640.0, 0.39130953
27650.0, 0.39130875
27660.0, 0.39130792
27670.0, 0.3913071
27680.0, 0.3913063
27690.0, 0.39130548
27700.0, 0.39130473
27710.0, 0.3913039
27720.0, 0.39130312
27730.0, 0.3913023
27740.0, 0.3913015
27750.0, 0.3913007
27760.0, 0.39129993
27770.0, 0.39129913
27780.0, 0.39129835
27790.0, 0.39129758
27800.0, 0.39129677
27810.0, 0.391296
27820.0, 0.39129522
27830.0, 0.39129448
27840.0, 0.39129367
27850.0, 0.39129287
27860.0, 0.3912921
27870.0, 0.39129135
27880.0, 0.39129058
27890.0, 0.39128983
27900.0, 0.39128903
27910.0, 0.39128828
27920.0, 0.3912875
27930.0, 0.39128673
27940.0, 0.39128596
27950.0, 0.3912852
27960.0, 0.3912845
27970.0, 0.3912837
27980.0, 0.39128292
27990.0, 0.39128217
28000.0, 0.39128146
28010.0, 0.39128068
28020.0, 0.3912799
28030.0, 0.39127916
28040.0, 0.39127845
28050.0, 0.39127767
28060.0, 0.39127696
28070.0, 0.3912762
28080.0, 0.39127544
28090.0, 0.39127472
28100.0, 0.39127398
28110.0, 0.3912732
28120.0, 0.3912725
28130.0, 0.39127177
28140.0, 0.39127105
28150.0, 0.3912703
28160.0, 0.3912696
28170.0, 0.39126888
28180.0, 0.39126813
28190.0, 0.39126742
28200.0, 0.39126667
28210.0, 0.39126593
28220.0, 0.3912652
28230.0, 0.3912645
28240.0, 0.39126378
28250.0, 0.39126307
28260.0, 0.39126238
28270.0, 0.39126167
28280.0, 0.39126092
28290.0, 0.39126024
28300.0, 0.39125952
28310.0, 0.39125878
28320.0, 0.3912581
28330.0, 0.3912574
28340.0, 0.39125666
28350.0, 0.391256
28360.0, 0.39125526
28370.0, 0.39125457
28380.0, 0.39125392
28390.0, 0.39125317
28400.0, 0.39125246
28410.0, 0.39125183
28420.0, 0.3912511
28430.0, 0.39125043
28440.0, 0.39124972
28450.0, 0.39124906
28460.0, 0.39124835
28470.0, 0.39124766
28480.0, 0.39124697
28490.0, 0.39124626
28500.0, 0.39124563
28510.0, 0.39124495
28520.0, 0.39124423
28530.0, 0.3912436
28540.0, 0.39124286
28550.0, 0.39124224
28560.0, 0.39124155
28570.0, 0.3912409
28580.0, 0.3912402
28590.0, 0.39123952
28600.0, 0.39123887
28610.0, 0.3912382
28620.0, 0.39123753
28630.0, 0.39123687
28640.0, 0.39123622
28650.0, 0.39123556
28660.0, 0.39123487
28670.0, 0.39123425
28680.0, 0.39123356
28690.0, 0.3912329
28700.0, 0.39123225
28710.0, 0.39123163
28720.0, 0.39123097
28730.0, 0.3912303
28740.0, 0.39122966
28750.0, 0.39122903
28760.0, 0.39122835
28770.0, 0.3912277
28780.0, 0.3912271
28790.0, 0.3912264
28800.0, 0.39122579
28810.0, 0.39122513
28820.0, 0.3912245
28830.0, 0.39122385
28840.0, 0.39122325
28850.0, 0.39122257
28860.0, 0.39122197
28870.0, 0.3912213
28880.0, 0.3912207
28890.0, 0.39122006
28900.0, 0.39121944
28910.0, 0.3912188
28920.0, 0.3912182
28930.0, 0.3912175
28940.0, 0.39121693
28950.0, 0.3912163
28960.0, 0.39121565
28970.0, 0.3912151
28980.0, 0.39121443
28990.0, 0.39121383
29000.0, 0.3912132
29010.0, 0.39121255
29020.0, 0.39121196
29030.0, 0.39121133
29040.0, 0.3912107
29050.0, 0.3912101
29060.0, 0.3912095
29070.0, 0.39120892
29080.0, 0.39120832
29090.0, 0.3912077
29100.0, 0.39120707
29110.0, 0.39120647
29120.0, 0.39120588
29130.0, 0.39120525
29140.0, 0.39120468
29150.0, 0.39120406
29160.0, 0.3912035
29170.0, 0.39120293
29180.0, 0.39120233
29190.0, 0.39120173
29200.0, 0.3912011
29210.0, 0.3912005
29220.0, 0.39119995
29230.0, 0.39119935
29240.0, 0.39119875
29250.0, 0.3911982
29260.0, 0.3911976
29270.0, 0.391197
29280.0, 0.39119643
29290.0, 0.39119583
29300.0, 0.39119527
29310.0, 0.39119467
29320.0, 0.3911941
29330.0, 0.39119348
29340.0, 0.39119294
29350.0, 0.39119238
29360.0, 0.3911918
29370.0, 0.3911912
29380.0, 0.39119065
29390.0, 0.39119005
29400.0, 0.3911895
29410.0, 0.39118892
29420.0, 0.39118835
29430.0, 0.3911878
29440.0, 0.39118722
29450.0, 0.39118665
29460.0, 0.3911861
29470.0, 0.39118555
29480.0, 0.391185
29490.0, 0.39118442
29500.0, 0.39118388
29510.0, 0.3911833
29520.0, 0.39118278
29530.0, 0.39118218
29540.0, 0.39118165
29550.0, 0.3911811
29560.0, 0.39118055
29570.0, 0.39117998
29580.0, 0.39117944
29590.0, 0.3911789
29600.0, 0.3911783
29610.0, 0.39117783
29620.0, 0.39117727
29630.0, 0.3911767
29640.0, 0.39117616
29650.0, 0.39117563
29660.0, 0.39117506
29670.0, 0.39117455
29680.0, 0.39117402
29690.0, 0.39117348
29700.0, 0.39117298
29710.0, 0.39117238
29720.0, 0.39117184
29730.0, 0.39117134
29740.0, 0.39117083
29750.0, 0.3911703
29760.0, 0.39116973
29770.0, 0.39116922
29780.0, 0.39116868
29790.0, 0.39116815
29800.0, 0.39116764
29810.0, 0.3911671
29820.0, 0.39116657
29830.0, 0.39116606
29840.0, 0.39116555
29850.0, 0.39116502
29860.0, 0.3911645
29870.0, 0.39116398
29880.0, 0.39116347
29890.0, 0.39116293
29900.0, 0.39116246
29910.0, 0.39116192
29920.0, 0.3911614
29930.0, 0.3911609
29940.0, 0.39116037
29950.0, 0.39115986
29960.0, 0.39115936
29970.0, 0.39115888
29980.0, 0.39115834
29990.0, 0.3911578
30000.0, 0.39115736
