Time (s), esn 3 net current (A), esn 3 collected current (A), esn 3 emitted current (A)
10.442997, 4.600277E-7, -1.8898056E-5, -1.9358084E-5
20.983475, 1.5047985E-6, -1.7818893E-5, -1.9323692E-5
32.641376, 2.640744E-7, -1.9012135E-5, -1.927621E-5
49.23741, 5.531235E-7, -1.8698418E-5, -1.9251542E-5
68.72825, 1.0131927E-6, -1.8168344E-5, -1.9181538E-5
79.26487, -8.8422894E-7, -2.0053058E-5, -1.9168829E-5
117.57017, 1.2286667E-6, -1.7915121E-5, -1.9143788E-5
128.20407, 1.1017033E-6, -1.7948987E-5, -1.905069E-5
142.90712, 1.3903252E-6, -1.7601118E-5, -1.8991443E-5
210.2775, 5.269976E-7, -1.8470939E-5, -1.8997936E-5
221.10936, 1.9663473E-6, -1.6951344E-5, -1.8917692E-5
231.47845, 1.9134031E-6, -1.697054E-5, -1.8883942E-5
322.2836, 1.0583343E-6, -1.7781715E-5, -1.8840048E-5
335.1345, 2.6535665E-6, -1.6093785E-5, -1.8747352E-5
416.29874, 1.3700883E-6, -1.7361108E-5, -1.8731196E-5
428.19492, 1.3830281E-6, -1.7294129E-5, -1.8677158E-5
512.8701, 1.1597331E-6, -1.7494905E-5, -1.8654639E-5
524.379, 2.171803E-6, -1.6417174E-5, -1.8588978E-5
602.626, 2.4514702E-6, -1.6121397E-5, -1.8572868E-5
686.9368, -8.6001734E-7, -1.9369772E-5, -1.8509754E-5
786.9368, 1.6318772E-6, -1.6869397E-5, -1.8501274E-5
886.9368, -3.0378214E-7, -1.877446E-5, -1.8470679E-5
986.9368, 1.8871142E-6, -1.6557686E-5, -1.84448E-5
1086.9369, -1.2353121E-7, -1.8529432E-5, -1.84059E-5
