Time s, total number of superparticles-
10.442997, 11760.395
20.983475, 4708.7007
32.641376, 3508.5479
49.23741, 2857.2754
68.72825, 2335.7075
79.26487, 2062.9336
117.57017, 1971.6193
128.20407, 1589.2896
142.90712, 1542.1808
210.2775, 1462.0
221.10936, 1229.0834
231.47845, 1237.266
322.2836, 1209.2883
335.1345, 1003.1118
416.29874, 1050.0
428.19492, 883.1412
512.8701, 881.0
524.379, 850.8166
602.626, 888.0
686.9368, 799.0255
786.9368, 794.0
886.9368, 734.0
986.9368, 758.0
1086.9369, 682.0
