Time (s), esn 5 net current (A), esn 5 collected current (A), esn 5 emitted current (A)
10.442997, 1.0193681E-4, -0.0015235167, -0.0016254535
20.983475, 1.2972597E-4, -0.0014904268, -0.0016201527
32.641376, 1.1820716E-4, -0.0014967861, -0.0016149933
49.23741, 1.2953505E-4, -0.0014795928, -0.0016091277
68.72825, 9.106174E-5, -0.0015081109, -0.0015991727
79.26487, 7.185729E-5, -0.0015202642, -0.0015921214
117.57017, 6.211856E-5, -0.0015262989, -0.0015884174
128.20407, 3.834577E-5, -0.0015370472, -0.001575393
142.90712, 1.2088794E-4, -0.0014454706, -0.0015663586
210.2775, 1.6171951E-4, -0.0014034347, -0.0015651542
221.10936, 8.239123E-6, -0.0015422091, -0.0015504481
231.47845, 4.761184E-5, -0.0014948815, -0.0015424934
322.2836, 4.3823497E-5, -0.0014928558, -0.0015366793
335.1345, 4.9188486E-5, -0.001469895, -0.0015190835
416.29874, 7.276493E-5, -0.0014436801, -0.0015164451
428.19492, 3.0199349E-6, -0.0015058111, -0.001508831
512.8701, 1.9798637E-5, -0.0014851086, -0.0015049073
524.379, -8.43114E-6, -0.0015027054, -0.0014942742
602.626, 2.728426E-6, -0.0014860502, -0.0014887786
686.9368, 1.824461E-5, -0.0014598252, -0.0014780698
786.9368, -3.5571866E-6, -0.0014791562, -0.001475599
886.9368, -1.371908E-5, -0.0014869479, -0.0014732288
986.9368, -1.9748113E-5, -0.0014888827, -0.0014691346
1086.9369, -1.20892655E-5, -0.0014757839, -0.0014636946
