Time s, total number of superparticles-
10.442997, 11757.321
20.983475, 4694.6846
32.641376, 3499.7036
49.23741, 2850.0684
68.72825, 2382.992
79.26487, 2088.9116
117.57017, 1907.2665
128.20407, 1542.7804
142.90712, 1547.1624
210.2775, 1513.0
221.10936, 1219.0254
231.47845, 1208.5057
322.2836, 1171.964
335.1345, 1022.88464
416.29874, 1031.0
428.19492, 906.79474
512.8701, 939.0
524.379, 895.3762
602.626, 857.0
686.9368, 788.25946
786.9368, 813.0
886.9368, 754.0
986.9368, 739.0
1086.9369, 699.0
