Time (s), esn 1 net current (A), esn 1 collected current (A), esn 1 emitted current (A)
10.442997, -1.7066739E-5, -3.0024652E-5, -1.2957912E-5
20.983475, -1.52042385E-5, -2.7953693E-5, -1.2749454E-5
32.641376, -1.4743359E-5, -2.7327735E-5, -1.2584376E-5
49.23741, -1.4817343E-5, -2.7108701E-5, -1.2291359E-5
68.72825, -1.373247E-5, -2.5730888E-5, -1.1998417E-5
79.26487, -1.3354947E-5, -2.5124573E-5, -1.1769625E-5
117.57017, -1.3148131E-5, -2.4700661E-5, -1.1552531E-5
128.20407, -1.2464656E-5, -2.357647E-5, -1.1111813E-5
142.90712, -1.3076109E-5, -2.3995388E-5, -1.0919279E-5
210.2775, -1.3119879E-5, -2.3921571E-5, -1.0801692E-5
221.10936, -1.1647301E-5, -2.1881175E-5, -1.02338745E-5
231.47845, -1.0707949E-5, -2.0785434E-5, -1.0077486E-5
322.2836, -1.0650758E-5, -2.0500753E-5, -9.849994E-6
335.1345, -9.659316E-6, -1.8879246E-5, -9.219929E-6
416.29874, -9.456619E-6, -1.8586477E-5, -9.129858E-6
428.19492, -8.965513E-6, -1.7750262E-5, -8.784749E-6
512.8701, -8.804144E-6, -1.7479568E-5, -8.6754235E-6
524.379, -8.303615E-6, -1.6694337E-5, -8.390723E-6
602.626, -8.474761E-6, -1.6656351E-5, -8.181591E-6
686.9368, -7.5983876E-6, -1.5571088E-5, -7.972701E-6
786.9368, -8.248104E-6, -1.5944015E-5, -7.695911E-6
886.9368, -6.956327E-6, -1.4564223E-5, -7.6078964E-6
986.9368, -6.8681456E-6, -1.41633245E-5, -7.295179E-6
1086.9369, -9.63153E-6, -1.6758659E-5, -7.127129E-6
