Time s, total number of superparticles-
10.442997, 7.199539
20.983475, 6.9862895
32.641376, 6.6596074
49.23741, 6.043238
68.72825, 6.890759
79.26487, 6.607559
117.57017, 7.152986
128.20407, 7.4224014
142.90712, 7.4106436
210.2775, 3.0
221.10936, 4.880771
231.47845, 5.7832417
322.2836, 6.4504504
335.1345, 3.801109
416.29874, 3.0
428.19492, 10.437558
512.8701, 10.0
524.379, 5.019161
602.626, 5.0
686.9368, 5.232623
786.9368, 2.0
886.9368, 9.0
986.9368, 5.0
1086.9369, 3.0
