Time s, total number of superparticles-
10.442997, 0.0
20.983475, 0.0
32.641376, 0.0
49.23741, 0.0
68.72825, 0.0
79.26487, 0.0
117.57017, 0.0
128.20407, 0.0
142.90712, 0.0
210.2775, 0.0
221.10936, 0.0
231.47845, 0.0
322.2836, 0.0
335.1345, 0.0
416.29874, 0.0
428.19492, 0.0
512.8701, 0.0
524.379, 0.0
602.626, 0.0
686.9368, 0.0
786.9368, 0.0
886.9368, 0.0
986.9368, 0.0
1086.9369, 0.0
