#    time,   allPop,  allPop,  allPop,  allPop,  allPop,  allPop,  allPop,  allPop,  allPop, ions1, ions1, ions1, ions1, ions1, ions1, ions1, ions1, ions1, elec1, elec1, elec1, elec1, elec1, elec1, elec1, elec1, elec1, photoElec, photoElec, photoElec, photoElec, photoElec, photoElec, photoElec, photoElec, photoElec, secondElec True from ambiant electrons, secondElec True from ambiant electrons, secondElec True from ambiant electrons, secondElec True from ambiant electrons, secondElec True from ambiant electrons, secondElec True from ambiant electrons, secondElec True from ambiant electrons, secondElec True from ambiant electrons, secondElec True from ambiant electrons, secondElec BS from ambiant electrons, secondElec BS from ambiant electrons, secondElec BS from ambiant electrons, secondElec BS from ambiant electrons, secondElec BS from ambiant electrons, secondElec BS from ambiant electrons, secondElec BS from ambiant electrons, secondElec BS from ambiant electrons, secondElec BS from ambiant electrons, secondElec from ambiant protons, secondElec from ambiant protons, secondElec from ambiant protons, secondElec from ambiant protons, secondElec from ambiant protons, secondElec from ambiant protons, secondElec from ambiant protons, secondElec from ambiant protons, secondElec from ambiant protons, 
#        ,   allNodes,  node0,  node1,  node2,  node3,  node4,  node5,  node6,  node7,  allNodes,  node0,  node1,  node2,  node3,  node4,  node5,  node6,  node7,  allNodes,  node0,  node1,  node2,  node3,  node4,  node5,  node6,  node7,  allNodes,  node0,  node1,  node2,  node3,  node4,  node5,  node6,  node7,  allNodes,  node0,  node1,  node2,  node3,  node4,  node5,  node6,  node7,  allNodes,  node0,  node1,  node2,  node3,  node4,  node5,  node6,  node7,  allNodes,  node0,  node1,  node2,  node3,  node4,  node5,  node6,  node7, 
212.46864, -0.0020403597, -2.0804032E-4, -2.1352E-5, -4.4948397E-6, -1.8637262E-5, -3.508128E-5, -0.0015900213, -1.3826281E-4, -2.4470104E-5, 4.9503633E-6, 5.655205E-7, 2.2881868E-7, 3.7153036E-8, 7.618974E-8, 3.5163265E-7, 1.6969229E-6, 1.8050839E-6, 1.8904184E-7, -4.527682E-4, -5.422454E-5, -2.1504502E-5, -3.835463E-6, -8.801484E-6, -3.466696E-5, -1.7256268E-4, -1.3996463E-4, -1.7207929E-5, -0.0012260405, -1.4069422E-4, -1.6502458E-8, 0.0, -7.2262123E-6, -5.2848117E-7, -0.0010719127, 0.0, -5.6624003E-6, -3.5780334E-4, -1.1758991E-5, -3.538686E-8, -3.338432E-8, -1.1013713E-6, -1.8255622E-7, -3.4298512E-4, -7.968329E-8, -1.6268468E-6, -2.531924E-6, -6.5461126E-7, 0.0, -6.308935E-7, -1.2464193E-6, 0.0, 0.0, 0.0, 0.0, -6.1663695E-6, -1.2734652E-6, -2.4427871E-8, -3.2252228E-8, -3.3796292E-7, -5.4917688E-8, -4.2577813E-6, -2.3593257E-8, -1.6196933E-7, 
220.14735, -0.0019712555, -2.0214115E-4, -2.1425843E-5, -3.864286E-6, -1.6555143E-5, -3.4541154E-5, -0.0015307037, -1.3883843E-4, -2.318634E-5, 4.951125E-6, 5.6379446E-7, 2.2521063E-7, 3.8461305E-8, 7.7954354E-8, 3.5016834E-7, 1.6944957E-6, 1.8125918E-6, 1.8844871E-7, -4.4809963E-4, -5.367873E-5, -2.1296371E-5, -3.797994E-6, -8.720857E-6, -3.433142E-5, -1.7074935E-4, -1.3848962E-4, -1.703527E-5, -0.0011809911, -1.3655136E-4, -1.2842109E-8, 0.0, -6.522224E-6, -4.5871423E-7, -0.0010321244, 0.0, -5.3215076E-6, -3.3807787E-4, -1.0942059E-5, -1.0594665E-7, -8.982247E-8, -1.0661148E-6, -5.4403777E-8, -3.2473242E-4, -2.386478E-7, -8.48435E-7, -3.0271078E-6, -3.1408885E-7, -2.1798634E-7, 0.0, 0.0, 0.0, -6.007179E-7, -1.8943146E-6, 0.0, -6.0117263E-6, -1.2187088E-6, -1.7904265E-8, -1.4930995E-8, -3.2390187E-7, -4.6782183E-8, -4.19148E-6, -2.844412E-8, -1.6957436E-7, 
230.72926, -0.001927325, -1.9656347E-4, -2.0843216E-5, -3.8027574E-6, -1.7010712E-5, -3.3933135E-5, -0.0014968613, -1.3456278E-4, -2.3747087E-5, 4.9803516E-6, 5.598859E-7, 2.2796462E-7, 3.7459483E-8, 7.8321754E-8, 3.5474883E-7, 1.7106587E-6, 1.821758E-6, 1.8955448E-7, -4.408566E-4, -5.2841275E-5, -2.096274E-5, -3.7378745E-6, -8.598721E-6, -3.3793593E-5, -1.6818321E-4, -1.3598175E-4, -1.6757442E-5, -0.0011547565, -1.327703E-4, -8.869016E-9, 0.0, -7.130881E-6, -3.9428912E-7, -0.0010093477, 0.0, -5.10429E-6, -3.2978435E-4, -1.0308848E-5, -8.468145E-8, -7.240385E-8, -1.0362954E-6, -7.089011E-8, -3.1701574E-4, -3.6959483E-7, -8.259149E-7, -1.117199E-6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.117199E-6, -5.790287E-6, -1.202937E-6, -1.48910555E-8, -2.9938786E-8, -3.231365E-7, -2.911145E-8, -4.0252694E-6, -3.3207687E-8, -1.31795E-7, 
240.47717, -0.0019284356, -2.0463784E-4, -2.0899572E-5, -3.7775994E-6, -1.7420583E-5, -3.4128843E-5, -0.0014929997, -1.324639E-4, -2.2107415E-5, 5.002716E-6, 5.7044673E-7, 2.2959581E-7, 3.6922014E-8, 7.823336E-8, 3.5593166E-7, 1.7110341E-6, 1.8301449E-6, 1.9040712E-7, -4.3451838E-4, -5.2145777E-5, -2.0661684E-5, -3.6828317E-6, -8.491612E-6, -3.3308257E-5, -1.6625339E-4, -1.3348498E-4, -1.6489857E-5, -0.0011649574, -1.3969072E-4, -1.1895074E-8, 0.0, -7.712353E-6, -4.163282E-7, -0.0010122235, 0.0, -4.9024306E-6, -3.231534E-4, -1.06981815E-5, -8.870143E-8, -1.1747137E-7, -9.718453E-7, -8.7590486E-8, -3.101584E-4, -2.7690027E-7, -7.543088E-7, -4.9380915E-6, -1.3971335E-6, -3.443736E-7, 0.0, 0.0, -6.340835E-7, -2.0463199E-6, -5.161809E-7, 0.0, -5.8708956E-6, -1.2764638E-6, -2.251203E-8, -1.4218197E-8, -3.2300665E-7, -3.8513914E-8, -4.0289933E-6, -1.596385E-8, -1.5122387E-7, 
322.2836, -0.0019435121, -2.0394266E-4, -2.0401276E-5, -4.3809882E-6, -1.7866001E-5, -3.94202E-5, -0.0014968694, -1.3261654E-4, -2.8015249E-5, 5.0233657E-6, 5.6782324E-7, 2.3015842E-7, 3.6549505E-8, 7.80623E-8, 3.633907E-7, 1.7157178E-6, 1.8403028E-6, 1.9136097E-7, -4.3069405E-4, -5.1646166E-5, -2.0480436E-5, -3.6492124E-6, -8.428537E-6, -3.3016076E-5, -1.6525987E-4, -1.3188094E-4, -1.6332815E-5, -0.0011785501, -1.3869649E-4, -1.6513713E-8, 0.0, -8.362893E-6, -4.6859702E-7, -0.0010262585, 0.0, -4.747158E-6, -3.182317E-4, -1.1320199E-5, -1.1716103E-7, -1.4770059E-7, -8.753672E-7, -8.705686E-8, -3.0295324E-4, -1.1063586E-7, -2.620355E-6, -1.5090942E-5, -1.5407645E-6, 0.0, -5.9760765E-7, 0.0, -6.1704372E-6, 0.0, -2.4256055E-6, -4.3565274E-6, -5.9689014E-6, -1.3068575E-6, -1.7321492E-8, -2.3017144E-8, -2.7726637E-7, -4.1424588E-8, -4.113604E-6, -3.9653585E-8, -1.4975632E-7, 
322.52728, -0.0021714824, -2.2949236E-4, -2.1802052E-5, -3.6950337E-6, -2.3692899E-5, -3.231723E-5, -0.0017097301, -1.2553424E-4, -2.5218375E-5, 5.078366E-6, 5.8372655E-7, 2.277139E-7, 3.9571283E-8, 8.1086476E-8, 3.587221E-7, 1.7140495E-6, 1.8792418E-6, 1.9425407E-7, -4.174536E-4, -5.010615E-5, -1.970325E-5, -3.4770833E-6, -8.196345E-6, -3.1763197E-5, -1.6532475E-4, -1.2335113E-4, -1.5531683E-5, -0.0013627822, -1.6525245E-4, -9.737458E-9, 0.0, -1.40651955E-5, -6.062368E-7, -0.0011771318, 0.0, -5.7168477E-6, -3.8027865E-4, -1.2700754E-5, -1.8030362E-7, -2.538582E-7, -1.1432832E-6, -2.1851257E-7, -3.6406342E-4, -4.0016423E-7, -1.3183737E-6, -8.964796E-6, -6.018974E-7, -2.0842976E-6, 0.0, 0.0, 0.0, 0.0, -3.6018764E-6, -2.6767245E-6, -7.0813494E-6, -1.4148188E-6, -5.217734E-8, -3.6633394E-9, -3.6916117E-7, -8.8005685E-8, -4.9242167E-6, -6.0306675E-8, -1.6899956E-7, 
322.78928, -0.002037758, -2.1893023E-4, -1.96038E-5, -3.566986E-6, -2.0089918E-5, -3.2003103E-5, -0.0016004238, -1.2094212E-4, -2.2197994E-5, 5.085621E-6, 5.779616E-7, 2.3065056E-7, 3.7725638E-8, 7.934872E-8, 3.6337076E-7, 1.7245544E-6, 1.878254E-6, 1.9375523E-7, -4.1476148E-4, -4.975905E-5, -1.9588522E-5, -3.453299E-6, -8.154054E-6, -3.1578227E-5, -1.6430429E-4, -1.2258823E-4, -1.5335792E-5, -0.001275217, -1.5558244E-4, -3.2199416E-8, 0.0, -1.0619845E-5, -5.9441265E-7, -0.0011027611, 0.0, -5.6270005E-6, -3.4261154E-4, -1.2602564E-5, -1.8012031E-7, -1.1016186E-7, -1.0272698E-6, -1.2076555E-7, -3.2716343E-4, -1.5966492E-7, -1.2475251E-6, -3.614327E-6, 0.0, 0.0, 0.0, 0.0, 0.0, -3.614327E-6, 0.0, 0.0, -6.639327E-6, -1.5641422E-6, -3.361058E-8, -4.1250797E-8, -3.680964E-7, -7.3064164E-8, -4.305255E-6, -7.247301E-8, -1.8143409E-7, 
323.03845, -0.0020440167, -2.1834396E-4, -1.9484722E-5, -3.5922526E-6, -2.1136115E-5, -3.1725995E-5, -0.0016078006, -1.2037709E-4, -2.1555765E-5, 5.097221E-6, 5.818456E-7, 2.3525327E-7, 3.811322E-8, 7.914539E-8, 3.615081E-7, 1.7303092E-6, 1.8768211E-6, 1.9422524E-7, -4.1312943E-4, -4.955421E-5, -1.9518384E-5, -3.4397601E-6, -8.127178E-6, -3.146517E-5, -1.6362849E-4, -1.2213085E-4, -1.526538E-5, -0.0012796916, -1.5569234E-4, -7.63423E-9, 0.0, -9.025545E-6, -5.550738E-7, -0.0011090358, 0.0, -5.375267E-6, -3.4706193E-4, -1.217126E-5, -1.7182877E-7, -1.7843728E-7, -9.650064E-7, -1.1414711E-19, -3.3252107E-4, -1.020777E-7, -9.5225096E-7, -2.7321064E-6, 0.0, 0.0, 0.0, -2.7321064E-6, 0.0, 0.0, 0.0, 0.0, -6.498665E-6, -1.5079987E-6, -2.2128148E-8, -1.2168445E-8, -3.6542252E-7, -6.726145E-8, -4.3456125E-6, -2.0980375E-8, -1.5709223E-7, 
323.44504, -0.0020370658, -2.1812393E-4, -1.9426701E-5, -3.5722162E-6, -1.7420825E-5, -3.162306E-5, -0.001605312, -1.200938E-4, -2.149333E-5, 5.1049833E-6, 5.702907E-7, 2.3332701E-7, 3.8144492E-8, 7.8979916E-8, 3.6127773E-7, 1.7386059E-6, 1.8893686E-6, 1.94989E-7, -4.1150142E-4, -4.9352424E-5, -1.9447261E-5, -3.426655E-6, -8.0983355E-6, -3.1350508E-5, -1.6295223E-4, -1.2167284E-4, -1.5201118E-5, -0.0012688963, -1.5531291E-4, -4.286595E-8, 0.0, -8.032029E-6, -5.640047E-7, -0.0010996589, 0.0, -5.2854916E-6, -3.55055E-4, -1.2388775E-5, -1.4276789E-7, -1.7745897E-7, -1.0213396E-6, -2.3713815E-8, -3.399609E-4, -3.1033164E-7, -1.0296964E-6, -1.7330733E-7, -1.7330733E-7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -6.544821E-6, -1.4668205E-6, -2.7131783E-8, -6.246774E-9, -3.4810125E-7, -4.6114298E-8, -4.478393E-6, 0.0, -1.7201337E-7, 
323.89612, -0.0020176696, -2.1640758E-4, -1.926959E-5, -3.6995677E-6, -1.6932443E-5, -3.158417E-5, -0.001589461, -1.1936153E-4, -2.0953608E-5, 5.0913304E-6, 5.721766E-7, 2.3385167E-7, 3.751326E-8, 7.849858E-8, 3.6281293E-7, 1.7206374E-6, 1.8903114E-6, 1.9552843E-7, -4.090915E-4, -4.905557E-5, -1.933918E-5, -3.4073178E-6, -8.0543505E-6, -3.1176274E-5, -1.619694E-4, -1.20978846E-4, -1.5110541E-5, -0.0012646911, -1.543383E-4, -7.45634E-9, 0.0, -7.701083E-6, -5.56833E-7, -0.0010967794, 0.0, -5.3081117E-6, -3.4154172E-4, -1.1614148E-5, -1.09544835E-7, -1.5187298E-7, -9.1704663E-7, -1.2533563E-7, -3.277979E-4, -2.693353E-7, -5.5650577E-7, -6.361802E-7, -4.6421584E-7, 0.0, -1.7196436E-7, 0.0, 0.0, 0.0, 0.0, 0.0, -6.800259E-6, -1.5075364E-6, -4.7261402E-8, -5.9259833E-9, -3.3846084E-7, -8.854028E-8, -4.634896E-6, -3.661732E-9, -1.7397646E-7, 
324.3312, -0.0020209171, -2.1701276E-4, -1.91948E-5, -3.3992799E-6, -1.6820377E-5, -3.132163E-5, -0.0015931459, -1.1863928E-4, -2.1383454E-5, 5.127402E-6, 5.704466E-7, 2.3496466E-7, 4.0187054E-8, 7.8434205E-8, 3.675908E-7, 1.7392473E-6, 1.9019757E-6, 1.945554E-7, -4.0663127E-4, -4.8754056E-5, -1.923023E-5, -3.3879132E-6, -8.009818E-6, -3.1000636E-5, -1.6094962E-4, -1.2027827E-4, -1.5020726E-5, -0.0012584642, -1.534581E-4, -2.4469344E-8, 0.0, -7.450552E-6, -5.391161E-7, -0.001091563, 0.0, -5.428955E-6, -3.5190315E-4, -1.1552494E-5, -1.4008968E-7, -4.4913833E-8, -1.0483593E-6, -1.0556096E-7, -3.3783392E-4, -2.1914373E-7, -9.586404E-7, -2.409662E-6, -2.409662E-6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -6.636411E-6, -1.4088878E-6, -3.4974814E-8, -6.6396537E-9, -3.9008447E-7, -4.390416E-8, -4.538395E-6, -4.3837293E-8, -1.6968772E-7, 
324.7736, -0.0019884622, -2.1547553E-4, -1.9100922E-5, -3.584389E-6, -1.6319811E-5, -3.1013784E-5, -0.0015645146, -1.1770595E-4, -2.0747435E-5, 5.1407055E-6, 5.865163E-7, 2.361934E-7, 3.994549E-8, 8.028094E-8, 3.6647253E-7, 1.7282687E-6, 1.9071452E-6, 1.95883E-7, -4.041254E-4, -4.8448353E-5, -1.9119621E-5, -3.3683446E-6, -7.964482E-6, -3.0822317E-5, -1.5990325E-4, -1.1956869E-4, -1.493035E-5, -0.0012479838, -1.5073387E-4, -5.572917E-9, 0.0, -7.189538E-6, -4.9951797E-7, -0.0010846119, 0.0, -4.9433165E-6, -3.3098293E-4, -1.1553075E-5, -1.8184565E-7, -2.1088465E-7, -9.463522E-7, -9.1360884E-20, -3.1714805E-4, 0.0, -9.427334E-7, -4.0046752E-6, -4.0046752E-6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -6.5063537E-6, -1.3220931E-6, -3.0075057E-8, -4.5105477E-8, -2.9971937E-7, -5.842288E-8, -4.579611E-6, -4.4408512E-8, -1.2691787E-7, 
335.1345, -0.0019131819, -2.064115E-4, -1.8977502E-5, -3.406357E-6, -1.6039363E-5, -3.113641E-5, -0.0014996461, -1.1715014E-4, -2.0414333E-5, 5.16347E-6, 5.826874E-7, 2.3608483E-7, 3.9192543E-8, 7.9639804E-8, 3.6581721E-7, 1.7517245E-6, 1.9102777E-6, 1.9804612E-7, -3.988802E-4, -4.781032E-5, -1.8890347E-5, -3.3277386E-6, -7.871494E-6, -3.0452722E-5, -1.577039E-4, -1.1808066E-4, -1.4743062E-5, -0.0011916152, -1.4662111E-4, -5.8312226E-9, 0.0, -6.708718E-6, -4.3177056E-7, -0.0010329236, 0.0, -4.9243195E-6, -3.1892143E-4, -1.0910457E-5, -9.376619E-8, -6.956991E-8, -9.669702E-7, -5.8102273E-8, -3.0578993E-4, -2.3443569E-7, -7.981695E-7, -2.6311745E-6, -2.7854978E-7, -1.991181E-7, 0.0, -2.1776938E-7, -5.116247E-7, -7.0189907E-7, -7.222135E-7, 0.0, -6.2971135E-6, -1.3737393E-6, -2.4526111E-8, -4.8241386E-8, -3.5405012E-7, -4.8005983E-8, -4.2786137E-6, -2.3107834E-8, -1.4682874E-7, 
416.29874, -0.0018566459, -2.0614275E-4, -1.858648E-5, -3.4686045E-6, -1.736111E-5, -3.0256877E-5, -0.0014436801, -1.1489541E-4, -2.2254599E-5, 5.17566E-6, 5.850569E-7, 2.3947425E-7, 3.8424126E-8, 7.9940534E-8, 3.669446E-7, 1.7446221E-6, 1.9226334E-6, 1.9856424E-7, -3.9510234E-4, -4.7247453E-5, -1.8715995E-5, -3.2959417E-6, -7.816349E-6, -3.017165E-5, -1.566089E-4, -1.1664445E-4, -1.4601627E-5, -0.0011633476, -1.4608022E-4, -5.4411546E-9, 0.0, -8.185535E-6, -4.226847E-7, -0.001003764, 0.0, -4.889832E-6, -2.9341364E-4, -1.0428083E-5, -8.945684E-8, -1.7555385E-7, -1.0966274E-6, -5.5151925E-20, -2.807576E-4, -1.4312018E-7, -7.231856E-7, -3.6701902E-6, -1.6081832E-6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.062007E-6, -6.28782E-6, -1.3638672E-6, -1.5059486E-8, -3.5533237E-8, -3.4253802E-7, -2.9488566E-8, -4.294355E-6, -3.046696E-8, -1.7651087E-7, 
416.7646, -0.0020470482, -2.1438637E-4, -1.8076582E-5, -3.3920094E-6, -2.1523732E-5, -2.9631987E-5, -0.0016297984, -1.0909463E-4, -2.1144591E-5, 5.2406017E-6, 5.950278E-7, 2.39856E-7, 4.085129E-8, 8.271121E-8, 3.721546E-7, 1.7658712E-6, 1.9454521E-6, 1.9867731E-7, -3.861724E-4, -4.6129517E-5, -1.8187204E-5, -3.1934337E-6, -7.675047E-6, -2.9319212E-5, -1.5683856E-4, -1.1068751E-4, -1.4141923E-5, -0.0013124655, -1.5626368E-4, -7.840519E-9, 0.0, -1.2471805E-5, -5.496139E-7, -0.001136949, 0.0, -6.2235317E-6, -3.464972E-4, -1.1076982E-5, -8.448193E-8, -2.0459683E-7, -1.0502666E-6, -7.7573944E-8, -3.328707E-4, -3.1715948E-7, -8.1542146E-7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -7.153722E-6, -1.5112194E-6, -3.6911143E-8, -3.4830013E-8, -4.0932525E-7, -5.7742767E-8, -4.905882E-6, -3.541926E-8, -1.6239223E-7, 
417.25784, -0.001942527, -2.085187E-4, -1.8049128E-5, -3.3503807E-6, -1.9825007E-5, -2.9376322E-5, -0.0015349215, -1.08172964E-4, -2.0313182E-5, 5.2455193E-6, 5.9507386E-7, 2.391063E-7, 3.9475474E-8, 8.009787E-8, 3.7060263E-7, 1.7659428E-6, 1.9555268E-6, 1.9969356E-7, -3.836004E-4, -4.579598E-5, -1.8070381E-5, -3.1723253E-6, -7.630912E-6, -2.9130882E-5, -1.5581591E-4, -1.0993653E-4, -1.404748E-5, -0.001232764, -1.5101182E-4, -7.2002213E-9, 0.0, -1.0920063E-5, -5.3581977E-7, -0.0010647207, 0.0, -5.568351E-6, -3.2480073E-4, -1.0826653E-5, -1.7870711E-7, -1.9452852E-7, -9.5022904E-7, -7.111615E-20, -3.1175264E-4, -1.7661219E-7, -7.21359E-7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -6.607449E-6, -1.4793212E-6, -3.1946428E-8, -2.3002563E-8, -4.0390086E-7, -8.022366E-8, -4.3980276E-6, -1.5340198E-8, -1.7568641E-7, 
418.0528, -0.001926377, -2.0491205E-4, -1.795966E-5, -3.439208E-6, -1.9281151E-5, -2.9258808E-5, -0.0015229757, -1.0768278E-4, -2.0867543E-5, 5.2425667E-6, 5.90841E-7, 2.375678E-7, 4.0619447E-8, 8.288027E-8, 3.7041053E-7, 1.7643686E-6, 1.9545103E-6, 2.0136848E-7, -3.821201E-4, -4.560944E-5, -1.8005847E-5, -3.1608301E-6, -7.605263E-6, -2.9026827E-5, -1.5519497E-4, -1.0952306E-4, -1.39938975E-5, -0.0012305557, -1.4801354E-4, -7.2114767E-9, 0.0, -8.9733085E-6, -5.4457007E-7, -0.0010671389, 0.0, -5.8781543E-6, -3.1051275E-4, -1.045776E-5, -1.5064931E-7, -1.2565557E-7, -9.461231E-7, -1.1222681E-19, -2.9779438E-4, -8.6664414E-8, -9.5155605E-7, -1.6175259E-6, 0.0, 0.0, -1.6068648E-7, -1.4568394E-6, 0.0, 0.0, 0.0, 0.0, -6.8133586E-6, -1.4221432E-6, -3.352027E-8, -3.2655358E-8, -3.824974E-7, -5.7819765E-8, -4.611848E-6, -2.7573149E-8, -2.4530172E-7, 
418.88065, -0.0019239155, -2.0379057E-4, -1.7890368E-5, -3.2116006E-6, -1.7309298E-5, -2.9083427E-5, -0.0015252626, -1.0722069E-4, -2.014713E-5, 5.230284E-6, 5.903104E-7, 2.399609E-7, 3.8138847E-8, 8.121769E-8, 3.7394318E-7, 1.7578692E-6, 1.948039E-6, 2.0080488E-7, -3.8029312E-4, -4.538361E-5, -1.7924294E-5, -3.1463273E-6, -7.571139E-6, -2.8895387E-5, -1.5444595E-4, -1.0899937E-4, -1.3927056E-5, -0.0012226821, -1.4629167E-4, -2.3134188E-8, 0.0, -8.573588E-6, -4.9997374E-7, -0.0010616354, 0.0, -5.6581907E-6, -3.1930773E-4, -1.08711265E-5, -1.518606E-7, -9.393234E-8, -8.787426E-7, -2.1681066E-8, -3.0654945E-4, -1.6936148E-7, -5.715385E-7, -4.373595E-7, -4.373595E-7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -6.4257506E-6, -1.3971087E-6, -3.1037718E-8, -9.479634E-9, -3.6704523E-7, -4.03256E-8, -4.389605E-6, 0.0, -1.9114985E-7, 
419.7274, -0.0019015375, -2.038523E-4, -1.7753937E-5, -3.2074067E-6, -1.6839655E-5, -3.1030915E-5, -0.001501501, -1.06583306E-4, -2.0769292E-5, 5.2503224E-6, 5.978299E-7, 2.4354134E-7, 3.961881E-8, 8.320349E-8, 3.7265798E-7, 1.7574264E-6, 1.9546098E-6, 2.0143497E-7, -3.782961E-4, -4.5140016E-5, -1.7835811E-5, -3.1307115E-6, -7.534663E-6, -2.8752736E-5, -1.5361285E-4, -1.0843368E-4, -1.3855603E-5, -0.0012027271, -1.4554616E-4, -1.6805723E-8, 0.0, -8.162038E-6, -4.895113E-7, -0.0010428325, 0.0, -5.680078E-6, -3.1317893E-4, -1.033207E-5, -1.0783482E-7, -8.308135E-8, -8.369837E-7, -9.465026E-8, -3.0034932E-4, -9.207106E-8, -1.2829067E-6, -6.108641E-6, -2.0170112E-6, 0.0, 0.0, 0.0, -2.0150997E-6, -2.0765303E-6, 0.0, 0.0, -6.477589E-6, -1.4148869E-6, -3.7026183E-8, -3.3232666E-8, -3.891723E-7, -5.1576663E-8, -4.387392E-6, -1.2163178E-8, -1.5213834E-7, 
428.19492, -0.0018869269, -1.999716E-4, -1.7681175E-5, -3.2606083E-6, -1.6771417E-5, -2.8745284E-5, -0.001494212, -1.0608725E-4, -2.0197604E-5, 5.2722594E-6, 6.0068805E-7, 2.4078582E-7, 4.0597474E-8, 8.197492E-8, 3.782973E-7, 1.7739623E-6, 1.954914E-6, 2.0103951E-7, -3.7658017E-4, -4.492955E-5, -1.7760829E-5, -3.1174732E-6, -7.50399E-6, -2.8631852E-5, -1.5289182E-4, -1.0795044E-4, -1.3794219E-5, -0.0012021034, -1.4367474E-4, -4.0622098E-8, 0.0, -7.923218E-6, -4.4238257E-7, -0.0010444556, 0.0, -5.5668393E-6, -3.0675926E-4, -1.0206254E-5, -9.667352E-8, -1.6941404E-7, -9.863157E-7, -2.155657E-8, -2.9432483E-4, -9.173142E-8, -8.6247337E-7, -3.3036622E-7, -3.3036622E-7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -6.4259348E-6, -1.4313838E-6, -2.3837078E-8, -1.43186885E-8, -4.3986867E-7, -2.779155E-8, -4.3136242E-6, 0.0, -1.7511073E-7, 
512.8701, -0.001877705, -2.000494E-4, -1.7479568E-5, -3.1378195E-6, -1.7494907E-5, -2.8593871E-5, -0.0014851086, -1.04999395E-4, -2.084143E-5, 5.275299E-6, 5.959773E-7, 2.4174233E-7, 4.0102144E-8, 8.064437E-8, 3.7159225E-7, 1.7785758E-6, 1.9647E-6, 2.0196529E-7, -3.7332866E-4, -4.4513305E-5, -1.7604292E-5, -3.0891415E-6, -7.4448544E-6, -2.8379509E-5, -1.5188169E-4, -1.0674545E-4, -1.3670451E-5, -0.0012014571, -1.4471881E-4, -5.1850355E-9, 0.0, -8.883044E-6, -4.684044E-7, -0.0010413395, 0.0, -6.042213E-6, -3.0158318E-4, -9.960141E-6, -8.467751E-8, -8.2286505E-8, -8.6513563E-7, -9.417128E-8, -2.8911987E-4, -1.9199996E-7, -1.1849165E-6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -6.6113325E-6, -1.4531378E-6, -2.7154623E-8, -6.493715E-9, -3.8251733E-7, -2.3379357E-8, -4.5461884E-6, -2.6648019E-8, -1.4581377E-7, 
513.2957, -0.001996958, -2.0560493E-4, -1.8029647E-5, -3.1376712E-6, -2.1049445E-5, -2.7937725E-5, -0.0015985371, -9.9712524E-5, -2.2948512E-5, 5.3038093E-6, 5.9610466E-7, 2.4049635E-7, 4.017433E-8, 8.3502265E-8, 3.7815488E-7, 1.7677404E-6, 1.9943452E-6, 2.0329142E-7, -3.6489655E-4, -4.3388227E-5, -1.7111486E-5, -2.9996884E-6, -7.278752E-6, -2.7585065E-5, -1.5178167E-4, -1.0148955E-4, -1.3262085E-5, -0.0013002432, -1.5142412E-4, -1.9542119E-8, 0.0, -1.2588541E-5, -6.0567277E-7, -0.0011287581, 0.0, -6.8472946E-6, -3.2735636E-4, -9.836729E-6, -1.6702997E-7, -1.618486E-7, -8.479701E-7, -5.003488E-8, -3.1517498E-4, -1.7196476E-7, -9.458101E-7, -3.0355E-6, -1.582376E-7, -9.348372E-7, 0.0, 0.0, 0.0, 0.0, 0.0, -1.9424251E-6, -6.7297196E-6, -1.3937307E-6, -3.7247315E-8, -1.6308357E-8, -4.1768507E-7, -7.5106655E-8, -4.590106E-6, -4.5350028E-8, -1.541855E-7, 
513.743, -0.0019609279, -2.0308357E-4, -1.7840228E-5, -3.047801E-6, -1.8763576E-5, -2.7802846E-5, -0.0015717325, -9.8973105E-5, -1.9683946E-5, 5.346369E-6, 5.9941044E-7, 2.4458828E-7, 4.0177042E-8, 8.173211E-8, 3.799043E-7, 1.7879232E-6, 2.0067446E-6, 2.0588885E-7, -3.625543E-4, -4.3080803E-5, -1.7009934E-5, -2.98132E-6, -7.24017E-6, -2.742136E-5, -1.5079892E-4, -1.0084298E-4, -1.3178769E-5, -0.0012689618, -1.4834602E-4, -7.968579E-9, 0.0, -1.0256912E-5, -5.809898E-7, -0.0011042551, 0.0, -5.51488E-6, -3.2213188E-4, -1.0389559E-5, -9.109196E-8, -7.839313E-8, -9.4676113E-7, -1.3933534E-7, -3.094279E-4, -1.02871724E-7, -9.55926E-7, -5.687875E-6, -4.6137936E-7, -9.4269103E-7, 0.0, 0.0, 0.0, -4.283804E-6, 0.0, 0.0, -6.9381895E-6, -1.4052515E-6, -3.3129417E-8, -2.826481E-8, -4.0146665E-7, -4.1065835E-8, -4.754768E-6, -3.3983852E-8, -2.4026045E-7, 
