#    time,   allPop,  allPop,  allPop,  allPop,  allPop,  allPop,  allPop,  allPop,  allPop, ions1, ions1, ions1, ions1, ions1, ions1, ions1, ions1, ions1, elec1, elec1, elec1, elec1, elec1, elec1, elec1, elec1, elec1, photoElec, photoElec, photoElec, photoElec, photoElec, photoElec, photoElec, photoElec, photoElec, secondElec True from ambiant electrons, secondElec True from ambiant electrons, secondElec True from ambiant electrons, secondElec True from ambiant electrons, secondElec True from ambiant electrons, secondElec True from ambiant electrons, secondElec True from ambiant electrons, secondElec True from ambiant electrons, secondElec True from ambiant electrons, secondElec BS from ambiant electrons, secondElec BS from ambiant electrons, secondElec BS from ambiant electrons, secondElec BS from ambiant electrons, secondElec BS from ambiant electrons, secondElec BS from ambiant electrons, secondElec BS from ambiant electrons, secondElec BS from ambiant electrons, secondElec BS from ambiant electrons, secondElec from ambiant protons, secondElec from ambiant protons, secondElec from ambiant protons, secondElec from ambiant protons, secondElec from ambiant protons, secondElec from ambiant protons, secondElec from ambiant protons, secondElec from ambiant protons, secondElec from ambiant protons, 
#        ,   allNodes,  node0,  node1,  node2,  node3,  node4,  node5,  node6,  node7,  allNodes,  node0,  node1,  node2,  node3,  node4,  node5,  node6,  node7,  allNodes,  node0,  node1,  node2,  node3,  node4,  node5,  node6,  node7,  allNodes,  node0,  node1,  node2,  node3,  node4,  node5,  node6,  node7,  allNodes,  node0,  node1,  node2,  node3,  node4,  node5,  node6,  node7,  allNodes,  node0,  node1,  node2,  node3,  node4,  node5,  node6,  node7,  allNodes,  node0,  node1,  node2,  node3,  node4,  node5,  node6,  node7, 
514.2813, -0.0019287852, -2.0196677E-4, -1.6803899E-5, -3.0965748E-6, -1.7823444E-5, -2.7663526E-5, -0.0015438207, -9.8404365E-5, -1.9205776E-5, 5.3422796E-6, 6.0678127E-7, 2.459751E-7, 3.8835918E-8, 8.3071676E-8, 3.7271542E-7, 1.7888397E-6, 2.0006567E-6, 2.0540358E-7, -3.6054984E-4, -4.283734E-5, -1.6923424E-5, -2.9660262E-6, -7.205369E-6, -2.7281885E-5, -1.4991581E-4, -1.0031141E-4, -1.3108571E-5, -0.0012523512, -1.468878E-4, -6.9950925E-9, 0.0, -9.470961E-6, -5.874742E-7, -0.0010898391, 0.0, -5.5588926E-6, -3.1316682E-4, -9.968687E-6, -1.04862444E-7, -1.549607E-7, -8.604518E-7, -9.5424916E-8, -3.0139688E-4, 0.0, -5.855704E-7, -1.5255873E-6, -1.5255873E-6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -6.5339264E-6, -1.3541536E-6, -1.4592568E-8, -1.4423884E-8, -3.6973302E-7, -7.145507E-8, -4.457804E-6, -9.3620706E-8, -1.5814395E-7, 
514.43884, -0.0019278529, -1.9847196E-4, -1.764067E-5, -3.0442395E-6, -1.691851E-5, -2.7413951E-5, -0.0015452491, -9.7928605E-5, -2.118606E-5, 5.344859E-6, 6.0443796E-7, 2.4160312E-7, 4.094086E-8, 8.143035E-8, 3.7578369E-7, 1.7866271E-6, 2.0097787E-6, 2.0425716E-7, -3.5864656E-4, -4.2607815E-5, -1.6841306E-5, -2.9515402E-6, -7.1715112E-6, -2.7149512E-5, -1.4907565E-4, -9.980712E-5, -1.3042099E-5, -0.0012496468, -1.4509483E-4, -5.3964118E-9, 0.0, -8.498872E-6, -5.901496E-7, -0.0010900942, 0.0, -5.363436E-6, -3.1456669E-4, -9.468984E-6, -9.2027456E-8, -1.2134642E-7, -9.284797E-7, -7.958522E-20, -3.030813E-4, -8.5475676E-8, -7.890735E-7, -3.2668415E-6, -3.1745668E-7, -9.127559E-7, 0.0, 0.0, 0.0, 0.0, 0.0, -2.0366288E-6, -7.071102E-6, -1.587332E-6, -3.0788158E-8, -1.2293671E-8, -4.010778E-7, -5.0071726E-8, -4.7846725E-6, -4.578567E-8, -1.5908026E-7, 
514.60175, -0.0018951818, -2.0036884E-4, -1.6773305E-5, -2.964788E-6, -1.637876E-5, -2.7350401E-5, -0.0015142024, -9.787577E-5, -1.9267576E-5, 5.3434665E-6, 6.032256E-7, 2.4401004E-7, 4.1932463E-8, 8.0104044E-8, 3.8353875E-7, 1.7796189E-6, 2.0050202E-6, 2.0601642E-7, -3.5793686E-4, -4.2523086E-5, -1.6814241E-5, -2.9467642E-6, -7.160733E-6, -2.7105885E-5, -1.4872804E-4, -9.964004E-5, -1.30181E-5, -0.0012365448, -1.4418711E-4, -6.2679133E-9, 0.0, -8.051087E-6, -5.5585434E-7, -0.0010781381, 0.0, -5.606429E-6, -2.961453E-4, -9.534997E-6, -1.4545455E-7, -4.850252E-8, -8.7090467E-7, -1.9955007E-8, -2.8463177E-4, -2.0638694E-7, -6.873489E-7, -3.345924E-6, -3.345924E-6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -6.55252E-6, -1.3809444E-6, -5.134956E-8, -1.1454258E-8, -3.761399E-7, -5.2243458E-8, -4.4843064E-6, -3.4368412E-8, -1.6171371E-7, 
515.0099, -0.0018931711, -1.9568483E-4, -1.6695898E-5, -3.1490792E-6, -1.6388447E-5, -2.7320368E-5, -0.0015169062, -9.770066E-5, -1.932584E-5, 5.3718436E-6, 6.108018E-7, 2.442241E-7, 4.0876632E-8, 8.187555E-8, 3.8094603E-7, 1.7908619E-6, 2.0166108E-6, 2.0564705E-7, -3.5741614E-4, -4.2459225E-5, -1.6793361E-5, -2.9430894E-6, -7.152347E-6, -2.7072216E-5, -1.4848632E-4, -9.951021E-5, -1.2999378E-5, -0.0012249391, -1.4224488E-4, -1.7434765E-8, 0.0, -8.075144E-6, -5.6428286E-7, -0.001068439, 0.0, -5.5982555E-6, -3.0931266E-4, -9.924342E-6, -9.733547E-8, -2.31037E-7, -8.695088E-7, -1.9970546E-8, -2.9721242E-4, -1.8533991E-7, -7.7268817E-7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -6.8752515E-6, -1.6671625E-6, -3.199022E-8, -1.5829672E-8, -3.7332345E-7, -4.4846395E-8, -4.5591987E-6, -2.1733609E-8, -1.61167E-7, 
515.77185, -0.0018956888, -1.9518548E-4, -1.7520588E-5, -2.9478995E-6, -1.6907015E-5, -2.7265283E-5, -0.0015193257, -9.731964E-5, -1.9217201E-5, 5.3582617E-6, 6.0127775E-7, 2.4799604E-7, 4.195224E-8, 8.2663696E-8, 3.8200562E-7, 1.7939046E-6, 2.000657E-6, 2.0780429E-7, -3.5632745E-4, -4.2328837E-5, -1.6745289E-5, -2.934605E-6, -7.1324016E-6, -2.6994716E-5, -1.4801837E-4, -9.921349E-5, -1.29597265E-5, -0.0012227158, -1.4113639E-4, -4.8121116E-9, 0.0, -7.771059E-6, -5.440849E-7, -0.001068029, 0.0, -5.230584E-6, -3.1234047E-4, -9.528694E-6, -1.2082654E-7, -4.8363358E-8, -8.61832E-7, -6.757671E-8, -3.0060625E-4, -8.513504E-8, -1.021805E-6, -3.1122906E-6, -1.38343E-6, -8.7205285E-7, 0.0, -8.5680773E-7, 0.0, 0.0, 0.0, 0.0, -6.550881E-6, -1.4093871E-6, -2.5604649E-8, -6.883655E-9, -3.675775E-7, -4.0911356E-8, -4.4659637E-6, -2.1663014E-8, -2.1289036E-7, 
516.5543, -0.001870494, -1.9243824E-4, -1.6584598E-5, -2.9730597E-6, -1.599619E-5, -2.7132011E-5, -0.001499153, -9.6938835E-5, -1.9278197E-5, 5.3753115E-6, 6.0304006E-7, 2.4669797E-7, 4.1434767E-8, 8.237277E-8, 3.8268965E-7, 1.8016038E-6, 2.0130676E-6, 2.0440446E-7, -3.5439475E-4, -4.2100095E-5, -1.665858E-5, -2.9193895E-6, -7.095948E-6, -2.6854937E-5, -1.4719568E-4, -9.867959E-5, -1.2890545E-5, -0.0012165998, -1.4044362E-4, -5.6276157E-9, 0.0, -7.7606255E-6, -5.19556E-7, -0.0010627327, 0.0, -5.1377206E-6, -2.9804808E-4, -9.129365E-6, -1.3180845E-7, -9.146169E-8, -8.2188444E-7, -8.750813E-8, -2.8627942E-4, -2.723103E-7, -1.2343259E-6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -6.826763E-6, -1.3681977E-6, -3.528028E-8, -3.6432368E-9, -4.001031E-7, -5.2697054E-8, -4.746832E-6, 0.0, -2.2000995E-7, 
524.379, -0.0018562913, -1.8886442E-4, -1.6458402E-5, -3.1181473E-6, -1.592093E-5, -2.7983753E-5, -0.0014876182, -9.628065E-5, -2.0047079E-5, 5.3869644E-6, 6.170147E-7, 2.4592094E-7, 4.1475964E-8, 8.331137E-8, 3.864369E-7, 1.7925377E-6, 2.0140476E-6, 2.0621935E-7, -3.5282766E-4, -4.1917247E-5, -1.6590373E-5, -2.9073915E-6, -7.0678957E-6, -2.6744994E-5, -1.4650881E-4, -9.825529E-5, -1.2835665E-5, -0.0012009225, -1.3680314E-4, -5.838993E-9, 0.0, -7.730806E-6, -4.6730582E-7, -0.0010508515, 0.0, -5.0638964E-6, -2.9742354E-4, -8.991937E-6, -8.243656E-8, -2.2277521E-7, -7.869463E-7, -5.067623E-8, -2.8549836E-4, 0.0, -1.7904392E-6, -3.9262354E-6, -4.0505213E-7, 0.0, 0.0, 0.0, -1.0160369E-6, -2.1004505E-6, 0.0, -4.0469567E-7, -6.5787863E-6, -1.3640475E-6, -2.5673376E-8, -2.9456464E-8, -4.1859346E-7, -9.117732E-8, -4.4518306E-6, -3.940769E-8, -1.5859987E-7, 
602.626, -0.0018589988, -1.9212016E-4, -1.6656351E-5, -2.9717248E-6, -1.6121397E-5, -2.9635543E-5, -0.0014860502, -9.5243166E-5, -2.0200408E-5, 5.3998274E-6, 6.102104E-7, 2.4946402E-7, 4.067088E-8, 8.022675E-8, 3.803042E-7, 1.8097705E-6, 2.02324E-6, 2.0594018E-7, -3.48749E-4, -4.147888E-5, -1.639603E-5, -2.8724482E-6, -6.993954E-6, -2.643169E-5, -1.4497574E-4, -9.691739E-5, -1.2682836E-5, -0.0012104333, -1.4092623E-4, -2.196443E-8, 0.0, -8.161023E-6, -4.887842E-7, -0.0010554533, 0.0, -5.3820013E-6, -2.9361987E-4, -8.924697E-6, -9.905897E-8, -1.3672268E-7, -6.935358E-7, -7.263443E-20, -2.828451E-4, -2.8270819E-7, -6.3800366E-7, -4.92851E-6, 0.0, -3.4960465E-7, 0.0, 0.0, -3.0349197E-6, 0.0, 0.0, -1.543986E-6, -6.668111E-6, -1.4005631E-6, -3.915721E-8, -3.2247685E-9, -3.5311174E-7, -6.0456834E-8, -4.5857764E-6, -6.6298135E-8, -1.5952273E-7, 
603.2059, -0.0018945829, -2.0697949E-4, -1.5895539E-5, -2.852915E-6, -2.0852012E-5, -2.7749453E-5, -0.0015098022, -9.105666E-5, -1.9394944E-5, 5.450899E-6, 6.1344235E-7, 2.4763264E-7, 4.2431736E-8, 8.140172E-8, 3.8764261E-7, 1.813364E-6, 2.0554019E-6, 2.0958265E-7, -3.413198E-4, -4.071544E-5, -1.5956657E-5, -2.7917852E-6, -6.8870313E-6, -2.5723379E-5, -1.4420382E-4, -9.264157E-5, -1.2400155E-5, -0.0012507988, -1.554625E-4, -9.0402015E-9, 0.0, -1.2632532E-5, -5.8102313E-7, -0.0010759408, 0.0, -6.1728156E-6, -2.993032E-4, -9.844596E-6, -1.3767861E-7, -9.415983E-8, -9.82364E-7, -2.748939E-8, -2.8692177E-4, -4.3209488E-7, -8.630619E-7, -1.7338191E-6, -2.4118872E-8, 0.0, 0.0, 0.0, -1.7097003E-6, 0.0, 0.0, 0.0, -6.8784975E-6, -1.546255E-6, -3.979567E-8, -9.401901E-9, -4.31487E-7, -9.550468E-8, -4.549164E-6, -3.8395417E-8, -1.6849403E-7, 
603.9602, -0.0018610188, -2.039551E-4, -1.5832944E-5, -2.8445515E-6, -2.0258498E-5, -2.8385672E-5, -0.001480271, -9.0251495E-5, -1.9219857E-5, 5.4448965E-6, 6.167653E-7, 2.4891054E-7, 4.1069132E-8, 8.26585E-8, 3.8781909E-7, 1.8146038E-6, 2.0448454E-6, 2.0822519E-7, -3.3938512E-4, -4.0474948E-5, -1.5879143E-5, -2.7776475E-6, -6.858254E-6, -2.5598427E-5, -1.4334977E-4, -9.214252E-5, -1.230441E-5, -0.0012273612, -1.5194045E-4, -8.469562E-9, 0.0, -1.1265812E-5, -5.6187974E-7, -0.001057514, 0.0, -6.070491E-6, -2.8852097E-4, -1.0013811E-5, -1.3746504E-7, -6.9006006E-8, -8.2287414E-7, -1.5280516E-7, -2.7651121E-4, -1.3045943E-7, -6.833425E-7, -4.363532E-6, -8.0469266E-7, 0.0, 0.0, -1.0170619E-6, -2.4067406E-6, 0.0, 0.0, -1.3503677E-7, -6.8334016E-6, -1.3379837E-6, -5.677685E-8, -3.8967183E-8, -3.7715506E-7, -5.3636295E-8, -4.7107324E-6, -2.3348713E-8, -2.3480172E-7, 
611.50354, -0.001856815, -2.0174283E-4, -1.6603499E-5, -2.900366E-6, -1.806262E-5, -2.5736026E-5, -0.0014829236, -8.992383E-5, -1.8922568E-5, 5.460204E-6, 6.1386146E-7, 2.4852383E-7, 4.1007468E-8, 8.402973E-8, 3.8676305E-7, 1.8128562E-6, 2.0637758E-6, 2.0938636E-7, -3.377453E-4, -4.0273433E-5, -1.5810481E-5, -2.7655326E-6, -6.829499E-6, -2.5487752E-5, -1.4261273E-4, -9.172069E-5, -1.2245194E-5, -0.0012211653, -1.4954997E-4, -7.726119E-9, 0.0, -9.960396E-6, -5.6942315E-7, -0.0010550938, 0.0, -5.9840095E-6, -2.9430113E-4, -9.763158E-6, -9.687661E-8, -1.4747444E-7, -8.209601E-7, -1.856873E-8, -2.8254188E-4, -2.1145027E-7, -7.007793E-7, -2.2347415E-6, -1.3478705E-6, -8.868711E-7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -6.828944E-6, -1.42226E-6, -5.0065456E-8, -2.836668E-8, -5.357946E-7, -4.704675E-8, -4.487981E-6, -5.54566E-8, -2.0197312E-7, 
686.9368, -0.0018225071, -1.9514169E-4, -1.5462732E-5, -2.8569714E-6, -1.9480205E-5, -2.5245345E-5, -0.0014569267, -8.813967E-5, -1.9253668E-5, 5.5069204E-6, 6.233938E-7, 2.5681456E-7, 4.188044E-8, 8.3342606E-8, 3.9184698E-7, 1.8351474E-6, 2.0630948E-6, 2.1140015E-7, -3.3161364E-4, -3.9486797E-5, -1.5527386E-5, -2.7154633E-6, -6.705097E-6, -2.5031362E-5, -1.4019734E-4, -8.9923364E-5, -1.2026842E-5, -0.001205252, -1.4535467E-4, -6.1511094E-9, 0.0, -1.0059923E-5, -5.501682E-7, -0.0010426273, 0.0, -6.653914E-6, -2.826809E-4, -9.088763E-6, -1.4212591E-7, -1.5098905E-7, -8.306741E-7, -1.852005E-8, -2.7158696E-4, -2.3374689E-7, -6.29125E-7, -1.9362647E-6, -3.8392355E-7, 0.0, 0.0, -1.5523412E-6, 0.0, 0.0, 0.0, 0.0, -6.5310146E-6, -1.4509519E-6, -4.3882267E-8, -3.2399274E-8, -4.1551223E-7, -3.714112E-8, -4.3502896E-6, -4.5652307E-8, -1.5518579E-7, 
786.9368, -0.0018388869, -1.9623706E-4, -1.5944013E-5, -2.6827202E-6, -1.6869397E-5, -2.4721581E-5, -0.001479156, -8.45536E-5, -1.8722805E-5, 5.5326427E-6, 6.2244607E-7, 2.521934E-7, 4.3174833E-8, 8.2914006E-8, 3.9101386E-7, 1.8326484E-6, 2.0977134E-6, 2.1053883E-7, -3.2474892E-4, -3.853178E-5, -1.51488275E-5, -2.6466637E-6, -6.4593814E-6, -2.4421106E-5, -1.3942264E-4, -8.635729E-5, -1.1761241E-5, -0.0012254968, -1.4757621E-4, -8.508136E-9, 0.0, -9.33346E-6, -6.2091357E-7, -0.0010619207, 0.0, -6.037086E-6, -2.8270204E-4, -8.950156E-6, -1.6270393E-7, -3.5804195E-8, -7.9194905E-7, -1.0052818E-19, -2.7153137E-4, -2.6086866E-7, -9.691993E-7, -4.643638E-6, -2.5028606E-7, -8.256152E-7, 0.0, 0.0, 0.0, -3.5677367E-6, 0.0, 0.0, -6.8284194E-6, -1.5510587E-6, -5.0552522E-8, -4.3426997E-8, -3.675204E-7, -7.0575105E-8, -4.5463157E-6, -3.315135E-8, -1.6581728E-7, 
886.9368, -0.0018394238, -1.9273194E-4, -1.4564223E-5, -2.6530813E-6, -1.877446E-5, -2.4034684E-5, -0.001486948, -8.0453385E-5, -1.926427E-5, 5.5795617E-6, 6.3571946E-7, 2.592568E-7, 4.2575877E-8, 8.5549885E-8, 3.9230454E-7, 1.8331979E-6, 2.115898E-6, 2.1505923E-7, -3.1667823E-4, -3.740903E-5, -1.4687931E-5, -2.566423E-6, -6.314826E-6, -2.3678116E-5, -1.3841658E-4, -8.2114726E-5, -1.1490623E-5, -0.0012349837, -1.4542973E-4, -5.859098E-9, 0.0, -1.1219836E-5, -6.1268065E-7, -0.0010705693, 0.0, -7.146351E-6, -2.8652587E-4, -9.120067E-6, -8.534816E-8, -6.5295524E-8, -8.855679E-7, -5.80468E-8, -2.7523394E-4, -3.8371354E-7, -6.93909E-7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -6.8156032E-6, -1.4088338E-6, -4.434267E-8, -6.393862E-8, -4.3978005E-7, -7.814528E-8, -4.5612705E-6, -7.0847214E-8, -1.4844493E-7, 
986.9368, -0.0018387665, -1.9804122E-4, -1.4163325E-5, -2.8712373E-6, -1.6557686E-5, -2.3269688E-5, -0.0014888828, -7.608625E-5, -1.8894068E-5, 5.6403455E-6, 6.457618E-7, 2.5741863E-7, 4.0978417E-8, 8.601825E-8, 3.9952678E-7, 1.8454009E-6, 2.1482658E-6, 2.1697502E-7, -3.0762109E-4, -3.6334575E-5, -1.4188458E-5, -2.4781446E-6, -6.054781E-6, -2.2872908E-5, -1.3666663E-4, -7.78888E-5, -1.1136801E-5, -0.0012485754, -1.5173927E-4, -9.1098595E-9, -7.34921E-8, -9.38602E-6, -6.4821904E-7, -0.0010797194, 0.0, -6.999874E-6, -2.811392E-4, -8.995868E-6, -1.5161712E-7, -3.1076524E-7, -8.1412725E-7, -7.5124966E-8, -2.6978776E-4, -2.8826284E-7, -7.1563727E-7, -1.5871723E-7, -1.4764105E-7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.1076184E-8, -6.912219E-6, -1.4696168E-6, -7.1558034E-8, -4.9813856E-8, -3.8877567E-7, -7.29612E-8, -4.5543775E-6, -5.7460806E-8, -2.476549E-7, 
1086.9369, -0.0018128444, -1.8626318E-4, -1.6758657E-5, -2.5596655E-6, -1.8529434E-5, -2.2471373E-5, -0.001475784, -7.196466E-5, -1.8513558E-5, 5.707232E-6, 6.5107855E-7, 2.5999054E-7, 4.4429598E-8, 8.849184E-8, 4.0994155E-7, 1.8556285E-6, 2.1767992E-6, 2.2087244E-7, -2.9792372E-4, -3.4856872E-5, -1.3681238E-5, -2.3778598E-6, -5.902609E-6, -2.2055225E-5, -1.344107E-4, -7.383884E-5, -1.0800342E-5, -0.0012289969, -1.4180261E-4, -3.4600114E-9, 0.0, -1.1650151E-5, -6.756297E-7, -0.0010677828, 0.0, -7.0823E-6, -2.8144324E-4, -8.810227E-6, -8.9195964E-8, -1.7800467E-7, -6.504674E-7, -7.127767E-8, -2.7076868E-4, -2.407561E-7, -6.346255E-7, -3.205165E-6, 0.0, -3.205165E-6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -6.9827156E-6, -1.4445426E-6, -3.958965E-8, -4.8230614E-8, -4.1469863E-7, -7.91814E-8, -4.677444E-6, -6.1866594E-8, -2.1716211E-7, 
