Time (s), esn 4 net current (A), esn 4 collected current (A), esn 4 emitted current (A)
10.442997, -3.1889776E-5, -4.7580346E-5, -1.5690572E-5
20.983475, -2.9681078E-5, -4.5156456E-5, -1.5475378E-5
32.641376, -3.3927176E-5, -4.92785E-5, -1.5351327E-5
49.23741, -2.8423054E-5, -4.3582986E-5, -1.51599315E-5
68.72825, -3.304039E-5, -4.793832E-5, -1.48979325E-5
79.26487, -2.5965726E-5, -4.0690556E-5, -1.4724832E-5
117.57017, -2.568384E-5, -4.0296654E-5, -1.4612815E-5
128.20407, -2.4430676E-5, -3.8657166E-5, -1.422649E-5
142.90712, -2.5717236E-5, -3.97722E-5, -1.4054965E-5
210.2775, -2.3200648E-5, -3.7272206E-5, -1.4071558E-5
221.10936, -2.123975E-5, -3.4716457E-5, -1.3476709E-5
231.47845, -2.0714588E-5, -3.405387E-5, -1.3339286E-5
322.2836, -2.5546407E-5, -3.882708E-5, -1.328067E-5
335.1345, -1.7973258E-5, -3.0716226E-5, -1.2742969E-5
416.29874, -1.7571421E-5, -3.0256879E-5, -1.26854575E-5
428.19492, -1.6605947E-5, -2.9026707E-5, -1.2420761E-5
512.8701, -1.6402311E-5, -2.8593871E-5, -1.219156E-5
524.379, -1.5749993E-5, -2.7814276E-5, -1.20642835E-5
602.626, -1.7710532E-5, -2.9635547E-5, -1.19250135E-5
686.9368, -1.3643108E-5, -2.5334568E-5, -1.169146E-5
786.9368, -1.316395E-5, -2.4721581E-5, -1.1557631E-5
886.9368, -1.2638386E-5, -2.4034685E-5, -1.13963E-5
986.9368, -1.19689785E-5, -2.3269686E-5, -1.1300707E-5
1086.9369, -1.1316981E-5, -2.247137E-5, -1.1154389E-5
