#    time,   allInteract,  allInteract,  allInteract,  allInteract,  allInteract,  allInteract,  allInteract,  allInteract,  allInteract, 0-photoemission, 0-photoemission, 0-photoemission, 0-photoemission, 0-photoemission, 0-photoemission, 0-photoemission, 0-photoemission, 0-photoemission, 1-secondary emission from electrons of Ambiant_Electrons, 1-secondary emission from electrons of Ambiant_Electrons, 1-secondary emission from electrons of Ambiant_Electrons, 1-secondary emission from electrons of Ambiant_Electrons, 1-secondary emission from electrons of Ambiant_Electrons, 1-secondary emission from electrons of Ambiant_Electrons, 1-secondary emission from electrons of Ambiant_Electrons, 1-secondary emission from electrons of Ambiant_Electrons, 1-secondary emission from electrons of Ambiant_Electrons, 2-secondary emission from protons of Ambiant_Protons, 2-secondary emission from protons of Ambiant_Protons, 2-secondary emission from protons of Ambiant_Protons, 2-secondary emission from protons of Ambiant_Protons, 2-secondary emission from protons of Ambiant_Protons, 2-secondary emission from protons of Ambiant_Protons, 2-secondary emission from protons of Ambiant_Protons, 2-secondary emission from protons of Ambiant_Protons, 2-secondary emission from protons of Ambiant_Protons, 
#        ,   allNodes,  node0,  node1,  node2,  node3,  node4,  node5,  node6,  node7,  allNodes,  node0,  node1,  node2,  node3,  node4,  node5,  node6,  node7,  allNodes,  node0,  node1,  node2,  node3,  node4,  node5,  node6,  node7,  allNodes,  node0,  node1,  node2,  node3,  node4,  node5,  node6,  node7, 
416.29874, -0.0018313464, -1.9427219E-4, -9.129857E-6, -3.1536285E-6, -1.8731194E-5, -1.2685458E-5, -0.0015164451, -5.7631703E-5, -1.9297335E-5, -0.0013343339, -1.605437E-4, -2.3596435E-7, 0.0, -1.683278E-5, -4.578783E-6, -0.0011399165, 0.0, -1.2226179E-5, -4.7652266E-4, -3.094298E-5, -7.868257E-6, -2.9851115E-6, -1.555063E-6, -6.496387E-6, -3.7149864E-4, -4.903766E-5, -6.138567E-6, -2.0489895E-5, -2.7854985E-6, -1.0256362E-6, -1.6851696E-7, -3.4335199E-7, -1.6102881E-6, -5.0299745E-6, -8.59404E-6, -9.325898E-7, 
416.7646, -0.001827822, -1.9368938E-4, -8.925995E-6, -3.0845376E-6, -1.8731846E-5, -1.2461989E-5, -0.0015166423, -5.516498E-5, -1.9120778E-5, -0.0013343339, -1.605437E-4, -2.3596435E-7, 0.0, -1.683278E-5, -4.578783E-6, -0.0011399165, 0.0, -1.2226179E-5, -4.731105E-4, -3.0210815E-5, -7.6459555E-6, -2.8922702E-6, -1.5269507E-6, -6.3128455E-6, -3.72043E-4, -4.653337E-5, -5.9453055E-6, -2.0377369E-5, -2.9348732E-6, -1.0440755E-6, -1.922676E-7, -3.7211382E-7, -1.5703597E-6, -4.682773E-6, -8.631612E-6, -9.4929453E-7, 
417.25784, -0.0018246291, -1.9340286E-4, -8.896096E-6, -3.064864E-6, -1.8683577E-5, -1.242145E-5, -0.0015144151, -5.4659125E-5, -1.908621E-5, -0.0013343339, -1.605437E-4, -2.3596435E-7, 0.0, -1.683278E-5, -4.578783E-6, -0.0011399165, 0.0, -1.2226179E-5, -4.6999333E-4, -2.999239E-5, -7.596839E-6, -2.873152E-6, -1.5181696E-6, -6.272288E-6, -3.6961722E-4, -4.621767E-5, -5.9056038E-6, -2.0302059E-5, -2.8667714E-6, -1.0632924E-6, -1.9171176E-7, -3.3262728E-7, -1.5703787E-6, -4.881393E-6, -8.441458E-6, -9.544267E-7, 
418.0528, -0.0018226227, -1.9327526E-4, -8.855394E-6, -3.051813E-6, -1.868541E-5, -1.2466143E-5, -0.0015127654, -5.4488955E-5, -1.9034356E-5, -0.0013343339, -1.605437E-4, -2.3596435E-7, 0.0, -1.683278E-5, -4.578783E-6, -0.0011399165, 0.0, -1.2226179E-5, -4.6813677E-4, -2.9870213E-5, -7.5697117E-6, -2.8627417E-6, -1.5130674E-6, -6.2498907E-6, -3.6814428E-4, -4.604382E-5, -5.8830747E-6, -2.0152123E-5, -2.8613526E-6, -1.0497185E-6, -1.8907154E-7, -3.3956263E-7, -1.6374705E-6, -4.704708E-6, -8.445137E-6, -9.251045E-7, 
418.88065, -0.0018203396, -1.9300621E-4, -8.862982E-6, -3.0250042E-6, -1.8690573E-5, -1.2411733E-5, -0.0015110171, -5.4289223E-5, -1.9036697E-5, -0.0013343339, -1.605437E-4, -2.3596435E-7, 0.0, -1.683278E-5, -4.578783E-6, -0.0011399165, 0.0, -1.2226179E-5, -4.6588146E-4, -2.9722309E-5, -7.535427E-6, -2.8496067E-6, -1.5062781E-6, -6.2215854E-6, -3.663676E-4, -4.582366E-5, -5.8549726E-6, -2.0124193E-5, -2.7401952E-6, -1.0915909E-6, -1.7539716E-7, -3.5151382E-7, -1.6113657E-6, -4.733021E-6, -8.465562E-6, -9.555462E-7, 
419.7274, -0.0018179705, -1.9285743E-4, -8.865317E-6, -3.02511E-6, -1.8684414E-5, -1.2401848E-5, -0.0015089657, -5.419542E-5, -1.897524E-5, -0.0013343339, -1.605437E-4, -2.3596435E-7, 0.0, -1.683278E-5, -4.578783E-6, -0.0011399165, 0.0, -1.2226179E-5, -4.633883E-4, -2.9562783E-5, -7.4982263E-6, -2.835463E-6, -1.4990212E-6, -6.1908704E-6, -3.6439116E-4, -4.5585854E-5, -5.824936E-6, -2.0248284E-5, -2.7509407E-6, -1.1311263E-6, -1.8964694E-7, -3.5261297E-7, -1.6321947E-6, -4.6580717E-6, -8.609568E-6, -9.2412466E-7, 
428.19492, -0.0018159325, -1.9294604E-4, -8.748154E-6, -3.0230722E-6, -1.8670962E-5, -1.24169665E-5, -0.0015074795, -5.3718326E-5, -1.892943E-5, -0.0013343339, -1.605437E-4, -2.3596435E-7, 0.0, -1.683278E-5, -4.578783E-6, -0.0011399165, 0.0, -1.2226179E-5, -4.6123538E-4, -2.9424957E-5, -7.466703E-6, -2.8234736E-6, -1.4929185E-6, -6.1648457E-6, -3.6268064E-4, -4.5382687E-5, -5.7991324E-6, -2.0363126E-5, -2.9773864E-6, -1.0454871E-6, -1.9959847E-7, -3.4526164E-7, -1.6733379E-6, -4.8822935E-6, -8.335642E-6, -9.041182E-7, 
512.8701, -0.0018123197, -1.9256014E-4, -8.675423E-6, -2.9893636E-6, -1.865464E-5, -1.2191561E-5, -0.0015049073, -5.3405325E-5, -1.8936096E-5, -0.0013343339, -1.605437E-4, -2.3596435E-7, 0.0, -1.683278E-5, -4.578783E-6, -0.0011399165, 0.0, -1.2226179E-5, -4.578505E-4, -2.9152341E-5, -7.400896E-6, -2.7978135E-6, -1.4811543E-6, -6.1105134E-6, -3.602846E-4, -4.4876073E-5, -5.7470984E-6, -2.013543E-5, -2.8640936E-6, -1.0385626E-6, -1.9155026E-7, -3.407047E-7, -1.5022634E-6, -4.706183E-6, -8.529252E-6, -9.628187E-7, 
513.2957, -0.0018088858, -1.9178443E-4, -8.464842E-6, -2.9123048E-6, -1.8645685E-5, -1.2108012E-5, -0.0015048021, -5.1431747E-5, -1.8736904E-5, -0.0013343339, -1.605437E-4, -2.3596435E-7, 0.0, -1.683278E-5, -4.578783E-6, -0.0011399165, 0.0, -1.2226179E-5, -4.5400322E-4, -2.8415514E-5, -7.1937197E-6, -2.7167969E-6, -1.4481079E-6, -5.9394524E-6, -3.6004765E-4, -4.2666543E-5, -5.575419E-6, -2.0548889E-5, -2.8252273E-6, -1.0351584E-6, -1.9550806E-7, -3.6479767E-7, -1.5897779E-6, -4.8379093E-6, -8.765204E-6, -9.3530684E-7, 
513.743, -0.0018060735, -1.9163029E-4, -8.43685E-6, -2.8810132E-6, -1.8604649E-5, -1.2161784E-5, -0.0015023472, -5.1286446E-5, -1.872473E-5, -0.0013343339, -1.605437E-4, -2.3596435E-7, 0.0, -1.683278E-5, -4.578783E-6, -0.0011399165, 0.0, -1.2226179E-5, -4.5106155E-4, -2.82142E-5, -7.151027E-6, -2.7001606E-6, -1.440432E-6, -5.904208E-6, -3.5771646E-4, -4.239469E-5, -5.5403934E-6, -2.0677553E-5, -2.8723903E-6, -1.0498593E-6, -1.8085265E-7, -3.3143712E-7, -1.6787932E-6, -4.7143076E-6, -8.891753E-6, -9.581579E-7, 
514.2813, -0.0018036773, -1.9148376E-4, -8.425164E-6, -2.887105E-6, -1.8621564E-5, -1.204093E-5, -0.0015004614, -5.1028404E-5, -1.8728926E-5, -0.0013343339, -1.605437E-4, -2.3596435E-7, 0.0, -1.683278E-5, -4.578783E-6, -0.0011399165, 0.0, -1.2226179E-5, -4.4846718E-4, -2.8054734E-5, -7.114654E-6, -2.6863088E-6, -1.4335085E-6, -5.8741794E-6, -3.5562177E-4, -4.2171192E-5, -5.5108762E-6, -2.0876025E-5, -2.8853194E-6, -1.0745454E-6, -2.0079617E-7, -3.5527466E-7, -1.5879677E-6, -4.9230393E-6, -8.85721E-6, -9.918713E-7, 
514.43884, -0.0018012207, -1.9137478E-4, -8.439988E-6, -2.8705954E-6, -1.8603965E-5, -1.2020942E-5, -0.0014984413, -5.080222E-5, -1.866706E-5, -0.0013343339, -1.605437E-4, -2.3596435E-7, 0.0, -1.683278E-5, -4.578783E-6, -0.0011399165, 0.0, -1.2226179E-5, -4.460006E-4, -2.790442E-5, -7.0801357E-6, -2.6731889E-6, -1.4267724E-6, -5.845677E-6, -3.536283E-4, -4.1959178E-5, -5.482937E-6, -2.0886251E-5, -2.926658E-6, -1.1238881E-6, -1.9740655E-7, -3.4441175E-7, -1.5964827E-6, -4.8964166E-6, -8.843042E-6, -9.579437E-7, 
514.60175, -0.0018000822, -1.9141161E-4, -8.364273E-6, -2.8675206E-6, -1.8587627E-5, -1.2079745E-5, -0.0014974774, -5.0604285E-5, -1.8689827E-5, -0.0013343339, -1.605437E-4, -2.3596435E-7, 0.0, -1.683278E-5, -4.578783E-6, -0.0011399165, 0.0, -1.2226179E-5, -4.4501293E-4, -2.7848926E-5, -7.0687565E-6, -2.6688635E-6, -1.4246282E-6, -5.8362825E-6, -3.5280368E-4, -4.1888972E-5, -5.472847E-6, -2.0735552E-5, -3.018982E-6, -1.0595526E-6, -1.986571E-7, -3.3021786E-7, -1.6646794E-6, -4.7573453E-6, -8.715316E-6, -9.908018E-7, 
515.0099, -0.0017992688, -1.9120818E-4, -8.389098E-6, -2.8544443E-6, -1.8607607E-5, -1.2093779E-5, -0.0014969553, -5.0523784E-5, -1.8636836E-5, -0.0013343339, -1.605437E-4, -2.3596435E-7, 0.0, -1.683278E-5, -4.578783E-6, -0.0011399165, 0.0, -1.2226179E-5, -4.4431427E-4, -2.780709E-5, -7.059978E-6, -2.6655352E-6, -1.4229596E-6, -5.8290348E-6, -3.522303E-4, -4.1834395E-5, -5.464975E-6, -2.0620815E-5, -2.857401E-6, -1.0931564E-6, -1.8890923E-7, -3.518668E-7, -1.685961E-6, -4.8084553E-6, -8.689384E-6, -9.4568196E-7, 
515.77185, -0.0017981929, -1.911636E-4, -8.397028E-6, -2.88086E-6, -1.8607012E-5, -1.2037377E-5, -0.0014961689, -5.025441E-5, -1.8683397E-5, -0.0013343339, -1.605437E-4, -2.3596435E-7, 0.0, -1.683278E-5, -4.578783E-6, -0.0011399165, 0.0, -1.2226179E-5, -4.4292878E-4, -2.7721704E-5, -7.039768E-6, -2.657851E-6, -1.4189914E-6, -5.8123455E-6, -3.511202E-4, -4.1709638E-5, -5.448304E-6, -2.0929847E-5, -2.898199E-6, -1.1212962E-6, -2.2300921E-7, -3.552406E-7, -1.6462493E-6, -5.1321713E-6, -8.544768E-6, -1.0089129E-6, 
516.5543, -0.0017957488, -1.9105653E-4, -8.374863E-6, -2.8371555E-6, -1.8595461E-5, -1.199062E-5, -0.0014939698, -5.0339346E-5, -1.8585042E-5, -0.0013343339, -1.605437E-4, -2.3596435E-7, 0.0, -1.683278E-5, -4.578783E-6, -0.0011399165, 0.0, -1.2226179E-5, -4.404867E-4, -2.7571901E-5, -7.0033175E-6, -2.644071E-6, -1.4117388E-6, -5.782248E-6, -3.4916901E-4, -4.148519E-5, -5.4192274E-6, -2.0928197E-5, -2.9409437E-6, -1.1355808E-6, -1.9308435E-7, -3.5094246E-7, -1.6295886E-6, -4.8842653E-6, -8.854156E-6, -9.396365E-7, 
524.379, -0.0017938237, -1.9088897E-4, -8.382301E-6, -2.834811E-6, -1.8579105E-5, -1.20669365E-5, -0.00149237, -5.0114417E-5, -1.858717E-5, -0.0013343339, -1.605437E-4, -2.3596435E-7, 0.0, -1.683278E-5, -4.578783E-6, -0.0011399165, 0.0, -1.2226179E-5, -4.3846728E-4, -2.7452143E-5, -6.97464E-6, -2.633204E-6, -1.4061575E-6, -5.7585753E-6, -3.4753964E-4, -4.1306783E-5, -5.3961508E-6, -2.1022546E-5, -2.8931381E-6, -1.1716965E-6, -2.0160718E-7, -3.4016762E-7, -1.7295787E-6, -4.913884E-6, -8.807632E-6, -9.648418E-7, 
602.626, -0.0017890483, -1.9067485E-4, -8.181591E-6, -2.7832664E-6, -1.857287E-5, -1.1925014E-5, -0.0014887787, -4.9585076E-5, -1.8546909E-5, -0.0013343339, -1.605437E-4, -2.3596435E-7, 0.0, -1.683278E-5, -4.578783E-6, -0.0011399165, 0.0, -1.2226179E-5, -4.3372123E-4, -2.7165057E-5, -6.892939E-6, -2.6015564E-6, -1.3914474E-6, -5.691116E-6, -3.439028E-4, -4.0744366E-5, -5.331904E-6, -2.0993222E-5, -2.966096E-6, -1.0526876E-6, -1.817098E-7, -3.4864115E-7, -1.6551149E-6, -4.9594355E-6, -8.840709E-6, -9.88827E-7, 
603.2059, -0.0017845583, -1.9008215E-4, -8.019181E-6, -2.7327044E-6, -1.8529887E-5, -1.1765475E-5, -0.0014870121, -4.7968984E-5, -1.84477E-5, -0.0013343339, -1.605437E-4, -2.3596435E-7, 0.0, -1.683278E-5, -4.578783E-6, -0.0011399165, 0.0, -1.2226179E-5, -4.2904218E-4, -2.6665073E-5, -6.708225E-6, -2.5284999E-6, -1.370175E-6, -5.538612E-6, -3.4207175E-4, -3.8946804E-5, -5.21306E-6, -2.1182204E-5, -2.8733712E-6, -1.0749917E-6, -2.0420435E-7, -3.269317E-7, -1.6480816E-6, -5.0239805E-6, -9.022182E-6, -1.0084613E-6, 
603.9602, -0.0017822064, -1.9001185E-4, -8.099897E-6, -2.7175843E-6, -1.8619725E-5, -1.1768564E-5, -0.0014848793, -4.7756967E-5, -1.8352537E-5, -0.0013343339, -1.605437E-4, -2.3596435E-7, 0.0, -1.683278E-5, -4.578783E-6, -0.0011399165, 0.0, -1.2226179E-5, -4.2653055E-4, -2.6507554E-5, -6.675638E-6, -2.5156962E-6, -1.36445E-6, -5.511705E-6, -3.400457E-4, -3.8736973E-5, -5.172811E-6, -2.134201E-5, -2.9605865E-6, -1.188295E-6, -2.0188823E-7, -4.2249397E-7, -1.6780774E-6, -4.9171244E-6, -9.0199965E-6, -9.535459E-7, 
611.50354, -0.0017799318, -1.8989843E-4, -7.995285E-6, -2.699462E-6, -1.8570281E-5, -1.1753994E-5, -0.0014830306, -4.7616373E-5, -1.836722E-5, -0.0013343339, -1.605437E-4, -2.3596435E-7, 0.0, -1.683278E-5, -4.578783E-6, -0.0011399165, 0.0, -1.2226179E-5, -4.2437878E-4, -2.63756E-5, -6.6467737E-6, -2.5047236E-6, -1.3587288E-6, -5.4878738E-6, -3.382975E-4, -3.8559636E-5, -5.147916E-6, -2.1219077E-5, -2.9791313E-6, -1.1125471E-6, -1.9473848E-7, -3.7877194E-7, -1.6873375E-6, -4.8166885E-6, -9.0567355E-6, -9.931252E-7, 
686.9368, -0.0017730333, -1.8949926E-4, -7.968812E-6, -2.7060646E-6, -1.8502446E-5, -1.1683866E-5, -0.0014774369, -4.693737E-5, -1.8298644E-5, -0.0013343339, -1.605437E-4, -2.3596435E-7, 0.0, -1.683278E-5, -4.578783E-6, -0.0011399165, 0.0, -1.2226179E-5, -4.1699907E-4, -2.5860434E-5, -6.527756E-6, -2.4593758E-6, -1.333979E-6, -5.3896083E-6, -3.3256778E-4, -3.7804042E-5, -5.056119E-6, -2.17003E-5, -3.0951242E-6, -1.2050918E-6, -2.466888E-7, -3.3568782E-7, -1.7154755E-6, -4.9525556E-6, -9.133329E-6, -1.0163474E-6, 
786.9368, -0.0017682665, -1.8865074E-4, -7.695911E-6, -2.6118464E-6, -1.8501272E-5, -1.1557632E-5, -0.001475599, -4.5517503E-5, -1.8132523E-5, -0.0013343339, -1.605437E-4, -2.3596435E-7, 0.0, -1.683278E-5, -4.578783E-6, -0.0011399165, 0.0, -1.2226179E-5, -4.1252334E-4, -2.5234973E-5, -6.3686102E-6, -2.397065E-6, -1.2850941E-6, -5.2582095E-6, -3.3073008E-4, -3.6304868E-5, -4.9444584E-6, -2.1409169E-5, -2.8720576E-6, -1.0913368E-6, -2.1478141E-7, -3.8339908E-7, -1.7206389E-6, -4.952431E-6, -9.212637E-6, -9.618866E-7, 
886.9368, -0.0017631283, -1.8801088E-4, -7.607896E-6, -2.5329743E-6, -1.8470679E-5, -1.1396301E-5, -0.0014732289, -4.3800886E-5, -1.808022E-5, -0.0013343339, -1.605437E-4, -2.3596435E-7, 0.0, -1.683278E-5, -4.578783E-6, -0.0011399165, 0.0, -1.2226179E-5, -4.0704888E-4, -2.4499654E-5, -6.174849E-6, -2.3243913E-6, -1.2563346E-6, -5.0982303E-6, -3.283435E-4, -3.4521272E-5, -4.830693E-6, -2.1745866E-5, -2.9675066E-6, -1.197083E-6, -2.0858316E-7, -3.8156395E-7, -1.7192872E-6, -4.9688783E-6, -9.279614E-6, -1.0233482E-6, 
986.9368, -0.0017559485, -1.8731617E-4, -7.295179E-6, -2.4460398E-6, -1.84448E-5, -1.1300707E-5, -0.0014691346, -4.2099407E-5, -1.7911418E-5, -0.0013343339, -1.605437E-4, -2.3596435E-7, 0.0, -1.683278E-5, -4.578783E-6, -0.0011399165, 0.0, -1.2226179E-5, -3.997539E-4, -2.3795983E-5, -5.9648696E-6, -2.2444378E-6, -1.2045983E-6, -4.9248624E-6, -3.241925E-4, -3.2744716E-5, -4.6819414E-6, -2.186056E-5, -2.9764885E-6, -1.0943451E-6, -2.0160196E-7, -4.0742108E-7, -1.797062E-6, -5.02565E-6, -9.354695E-6, -1.0032974E-6, 
1086.9369, -0.0017477864, -1.8656578E-4, -7.1271284E-6, -2.3816308E-6, -1.84059E-5, -1.1154389E-5, -0.0014636944, -4.0641513E-5, -1.7815764E-5, -0.0013343339, -1.605437E-4, -2.3596435E-7, 0.0, -1.683278E-5, -4.578783E-6, -0.0011399165, 0.0, -1.2226179E-5, -3.9108042E-4, -2.2828215E-5, -5.7516318E-6, -2.1536114E-6, -1.1743241E-6, -4.748802E-6, -3.1884125E-4, -3.1042084E-5, -4.5404963E-6, -2.2372304E-5, -3.1938491E-6, -1.1395325E-6, -2.2801952E-7, -3.9879768E-7, -1.8268037E-6, -4.936782E-6, -9.599431E-6, -1.0490895E-6, 
