Time (s), esn 5 average surface potential (V), esn 5 ground potential (V), esn 5 min surface potential (V), esn 5 max surface potential (V)
10.442997, -52.350147, -106.54773, -64.25022, -33.28337
20.983475, -185.78156, -335.34036, -237.50621, -121.65601
32.641376, -320.01123, -565.7373, -396.19522, -224.98714
49.23741, -466.28326, -813.48975, -544.33203, -371.57468
68.72825, -742.1203, -1203.6923, -948.81213, -569.9539
79.26487, -938.01624, -1489.9016, -1226.2748, -776.6466
117.57017, -1013.31384, -1809.0831, -1177.603, -846.6065
128.20407, -1424.819, -2243.5757, -1822.0914, -1197.1956
142.90712, -1643.127, -2516.7676, -2047.5419, -1332.3821
210.2775, -1636.663, -2956.643, -1841.6741, -1345.0853
221.10936, -2158.6938, -3447.5352, -2575.0876, -1913.3035
231.47845, -2392.6267, -3715.874, -3099.4487, -2062.9973
322.2836, -2513.0266, -4291.347, -3225.4849, -1978.7208
335.1345, -3086.3076, -4873.542, -3636.126, -2577.8074
416.29874, -3141.4504, -5298.6553, -3523.5945, -2704.8667
428.19492, -3486.8079, -5633.145, -4195.276, -3074.1545
512.8701, -3541.9412, -6030.277, -4435.5264, -2997.2307
524.379, -4015.2551, -6457.279, -4916.0947, -3509.3022
602.626, -4166.869, -6868.763, -5378.749, -3607.9622
686.9368, -4569.545, -7457.2266, -6223.414, -3877.666
786.9368, -4670.5176, -7862.9614, -6454.411, -3933.9514
886.9368, -4836.8647, -8278.132, -7234.0137, -3993.6658
986.9368, -5050.7954, -8714.973, -8182.921, -4088.6533
1086.9369, -5281.4736, -9140.773, -9238.762, -4201.946
