Energy (in eV), backscattering yield of material te2k-NASCAP at isotropic incidence
   X,       Y
11590.0, 0.23393144
11600.0, 0.23390396
11610.0, 0.23387651
11620.0, 0.23384912
11630.0, 0.23382178
11640.0, 0.23379448
11650.0, 0.23376726
11660.0, 0.23374008
11670.0, 0.23371296
11680.0, 0.23368585
11690.0, 0.23365885
11700.0, 0.23363186
11710.0, 0.23360494
11720.0, 0.23357806
11730.0, 0.23355125
11740.0, 0.23352447
11750.0, 0.23349777
11760.0, 0.2334711
11770.0, 0.23344448
11780.0, 0.23341791
11790.0, 0.23339142
11800.0, 0.23336494
11810.0, 0.23333853
11820.0, 0.23331217
11830.0, 0.23328586
11840.0, 0.2332596
11850.0, 0.23323339
11860.0, 0.23320726
11870.0, 0.23318115
11880.0, 0.23315509
11890.0, 0.23312907
11900.0, 0.23310311
11910.0, 0.2330772
11920.0, 0.23305136
11930.0, 0.23302555
11940.0, 0.23299977
11950.0, 0.23297407
11960.0, 0.23294841
11970.0, 0.2329228
11980.0, 0.23289725
11990.0, 0.23287173
12000.0, 0.23284626
12010.0, 0.23282085
12020.0, 0.23279548
12030.0, 0.23277016
12040.0, 0.23274487
12050.0, 0.23271967
12060.0, 0.2326945
12070.0, 0.23266938
12080.0, 0.23264432
12090.0, 0.23261929
12100.0, 0.23259431
12110.0, 0.23256938
12120.0, 0.2325445
12130.0, 0.23251966
12140.0, 0.23249488
12150.0, 0.23247012
12160.0, 0.23244543
12170.0, 0.2324208
12180.0, 0.2323962
12190.0, 0.23237166
12200.0, 0.23234716
12210.0, 0.2323227
12220.0, 0.23229828
12230.0, 0.23227392
12240.0, 0.23224962
12250.0, 0.23222534
12260.0, 0.23220111
12270.0, 0.23217694
12280.0, 0.23215283
12290.0, 0.23212874
12300.0, 0.2321047
12310.0, 0.23208073
12320.0, 0.23205678
12330.0, 0.23203288
12340.0, 0.23200902
12350.0, 0.23198521
12360.0, 0.23196147
12370.0, 0.23193775
12380.0, 0.23191409
12390.0, 0.23189045
12400.0, 0.23186688
12410.0, 0.23184335
12420.0, 0.23181987
12430.0, 0.23179644
12440.0, 0.23177305
12450.0, 0.23174968
12460.0, 0.2317264
12470.0, 0.23170313
12480.0, 0.23167992
12490.0, 0.23165675
12500.0, 0.23163362
12510.0, 0.23161054
12520.0, 0.23158751
12530.0, 0.2315645
12540.0, 0.23154157
12550.0, 0.23151867
12560.0, 0.2314958
12570.0, 0.231473
12580.0, 0.23145021
12590.0, 0.23142749
12600.0, 0.23140481
12610.0, 0.23138218
12620.0, 0.23135957
12630.0, 0.23133703
12640.0, 0.23131451
12650.0, 0.23129207
12660.0, 0.23126963
12670.0, 0.23124726
12680.0, 0.23122492
12690.0, 0.23120262
12700.0, 0.23118038
12710.0, 0.23115818
12720.0, 0.23113602
12730.0, 0.2311139
12740.0, 0.23109181
12750.0, 0.23106979
12760.0, 0.2310478
12770.0, 0.23102583
12780.0, 0.23100394
12790.0, 0.23098208
12800.0, 0.23096023
12810.0, 0.23093845
12820.0, 0.23091672
12830.0, 0.23089503
12840.0, 0.23087338
12850.0, 0.23085175
12860.0, 0.23083018
12870.0, 0.23080866
12880.0, 0.23078717
12890.0, 0.23076572
12900.0, 0.23074433
12910.0, 0.23072296
12920.0, 0.23070163
12930.0, 0.23068035
12940.0, 0.2306591
12950.0, 0.23063791
12960.0, 0.23061676
12970.0, 0.23059565
12980.0, 0.23057455
12990.0, 0.23055352
13000.0, 0.23053254
13010.0, 0.23051159
13020.0, 0.23049065
13030.0, 0.23046978
13040.0, 0.23044896
13050.0, 0.23042817
13060.0, 0.23040742
13070.0, 0.2303867
13080.0, 0.23036605
13090.0, 0.2303454
13100.0, 0.2303248
13110.0, 0.23030426
13120.0, 0.23028374
13130.0, 0.23026328
13140.0, 0.23024285
13150.0, 0.23022245
13160.0, 0.23020208
13170.0, 0.23018177
13180.0, 0.2301615
13190.0, 0.23014127
13200.0, 0.23012106
13210.0, 0.23010091
13220.0, 0.2300808
13230.0, 0.23006071
13240.0, 0.23004068
13250.0, 0.23002067
13260.0, 0.23000072
13270.0, 0.22998078
13280.0, 0.2299609
13290.0, 0.22994106
13300.0, 0.22992125
13310.0, 0.22990148
13320.0, 0.22988173
13330.0, 0.22986206
13340.0, 0.2298424
13350.0, 0.22982277
13360.0, 0.22980319
13370.0, 0.22978365
13380.0, 0.22976413
13390.0, 0.22974467
13400.0, 0.22972526
13410.0, 0.22970586
13420.0, 0.2296865
13430.0, 0.22966719
13440.0, 0.22964792
13450.0, 0.22962867
13460.0, 0.22960946
13470.0, 0.2295903
13480.0, 0.22957118
13490.0, 0.22955208
13500.0, 0.22953303
13510.0, 0.229514
13520.0, 0.22949503
13530.0, 0.2294761
13540.0, 0.22945718
13550.0, 0.22943832
13560.0, 0.22941947
13570.0, 0.22940066
13580.0, 0.22938192
13590.0, 0.22936319
13600.0, 0.22934452
13610.0, 0.22932583
13620.0, 0.22930723
13630.0, 0.22928867
13640.0, 0.2292701
13650.0, 0.2292516
13660.0, 0.22923313
13670.0, 0.2292147
13680.0, 0.2291963
13690.0, 0.22917792
13700.0, 0.2291596
13710.0, 0.2291413
13720.0, 0.22912306
13730.0, 0.22910483
13740.0, 0.22908664
13750.0, 0.22906849
13760.0, 0.22905037
13770.0, 0.2290323
13780.0, 0.22901425
13790.0, 0.22899623
13800.0, 0.22897825
13810.0, 0.2289603
13820.0, 0.22894241
13830.0, 0.22892453
13840.0, 0.2289067
13850.0, 0.2288889
13860.0, 0.22887114
13870.0, 0.2288534
13880.0, 0.22883572
13890.0, 0.22881804
13900.0, 0.2288004
13910.0, 0.22878282
13920.0, 0.22876523
13930.0, 0.22874771
13940.0, 0.22873023
13950.0, 0.22871278
13960.0, 0.22869533
13970.0, 0.22867796
13980.0, 0.2286606
13990.0, 0.22864328
14000.0, 0.22862598
14010.0, 0.22860874
14020.0, 0.2285915
14030.0, 0.22857432
14040.0, 0.22855717
14050.0, 0.22854003
14060.0, 0.22852296
14070.0, 0.2285059
14080.0, 0.22848888
14090.0, 0.22847189
14100.0, 0.22845492
14110.0, 0.228438
14120.0, 0.2284211
14130.0, 0.22840424
14140.0, 0.22838743
14150.0, 0.22837064
14160.0, 0.22835387
14170.0, 0.22833714
14180.0, 0.22832045
14190.0, 0.2283038
14200.0, 0.22828716
14210.0, 0.22827058
14220.0, 0.22825399
14230.0, 0.22823748
14240.0, 0.22822095
14250.0, 0.22820449
14260.0, 0.22818805
14270.0, 0.22817166
14280.0, 0.22815529
14290.0, 0.22813895
14300.0, 0.22812264
14310.0, 0.22810636
14320.0, 0.22809012
14330.0, 0.22807391
14340.0, 0.22805773
14350.0, 0.22804157
14360.0, 0.22802545
14370.0, 0.22800937
14380.0, 0.2279933
14390.0, 0.22797729
14400.0, 0.2279613
14410.0, 0.22794533
14420.0, 0.22792941
14430.0, 0.2279135
14440.0, 0.22789763
14450.0, 0.2278818
14460.0, 0.227866
14470.0, 0.2278502
14480.0, 0.22783448
14490.0, 0.22781874
14500.0, 0.22780307
14510.0, 0.2277874
14520.0, 0.22777179
14530.0, 0.2277562
14540.0, 0.22774063
14550.0, 0.22772509
14560.0, 0.2277096
14570.0, 0.22769412
14580.0, 0.22767869
14590.0, 0.22766326
14600.0, 0.2276479
14610.0, 0.22763254
14620.0, 0.22761723
14630.0, 0.22760193
14640.0, 0.22758664
14650.0, 0.22757144
14660.0, 0.22755624
14670.0, 0.22754106
14680.0, 0.22752592
14690.0, 0.22751081
14700.0, 0.2274957
14710.0, 0.22748065
14720.0, 0.22746563
14730.0, 0.22745064
14740.0, 0.22743568
14750.0, 0.22742073
14760.0, 0.22740583
14770.0, 0.22739094
14780.0, 0.2273761
14790.0, 0.22736128
14800.0, 0.2273465
14810.0, 0.22733173
14820.0, 0.22731698
14830.0, 0.2273023
14840.0, 0.2272876
14850.0, 0.22727294
14860.0, 0.22725832
14870.0, 0.22724374
14880.0, 0.22722918
14890.0, 0.22721463
14900.0, 0.22720015
14910.0, 0.22718565
14920.0, 0.22717121
14930.0, 0.22715679
14940.0, 0.2271424
14950.0, 0.22712804
14960.0, 0.2271137
14970.0, 0.2270994
14980.0, 0.22708513
14990.0, 0.22707085
15000.0, 0.22705662
15010.0, 0.22704242
15020.0, 0.22702827
15030.0, 0.22701412
15040.0, 0.22700001
15050.0, 0.22698593
15060.0, 0.22697188
15070.0, 0.22695784
15080.0, 0.22694384
15090.0, 0.22692984
15100.0, 0.2269159
15110.0, 0.22690198
15120.0, 0.22688809
15130.0, 0.22687422
15140.0, 0.22686037
15150.0, 0.22684656
15160.0, 0.22683278
15170.0, 0.22681902
15180.0, 0.22680528
15190.0, 0.22679158
15200.0, 0.22677791
15210.0, 0.22676425
15220.0, 0.22675063
15230.0, 0.22673702
15240.0, 0.22672345
15250.0, 0.2267099
15260.0, 0.22669639
15270.0, 0.22668289
15280.0, 0.22666942
15290.0, 0.22665599
15300.0, 0.22664258
15310.0, 0.22662918
15320.0, 0.22661582
15330.0, 0.22660248
15340.0, 0.22658919
15350.0, 0.22657588
15360.0, 0.22656263
15370.0, 0.2265494
15380.0, 0.2265362
15390.0, 0.22652301
15400.0, 0.22650985
15410.0, 0.22649673
15420.0, 0.22648363
15430.0, 0.22647056
15440.0, 0.2264575
15450.0, 0.2264445
15460.0, 0.22643147
15470.0, 0.22641851
15480.0, 0.22640555
15490.0, 0.22639263
15500.0, 0.22637974
15510.0, 0.22636686
15520.0, 0.22635402
15530.0, 0.22634119
15540.0, 0.22632839
15550.0, 0.22631562
15560.0, 0.22630286
15570.0, 0.22629015
15580.0, 0.22627746
15590.0, 0.22626477
15600.0, 0.22625212
15610.0, 0.2262395
15620.0, 0.22622691
15630.0, 0.22621433
15640.0, 0.22620179
15650.0, 0.22618926
15660.0, 0.22617675
15670.0, 0.2261643
15680.0, 0.22615184
15690.0, 0.2261394
15700.0, 0.22612701
15710.0, 0.22611463
15720.0, 0.22610226
15730.0, 0.22608992
15740.0, 0.22607763
15750.0, 0.22606534
15760.0, 0.22605309
15770.0, 0.22604086
15780.0, 0.22602865
15790.0, 0.22601646
15800.0, 0.2260043
15810.0, 0.22599217
15820.0, 0.22598004
15830.0, 0.22596794
15840.0, 0.22595589
15850.0, 0.22594385
15860.0, 0.22593184
15870.0, 0.22591983
15880.0, 0.22590785
15890.0, 0.2258959
15900.0, 0.22588399
15910.0, 0.22587208
15920.0, 0.2258602
15930.0, 0.22584835
15940.0, 0.22583652
15950.0, 0.2258247
15960.0, 0.22581291
15970.0, 0.22580115
15980.0, 0.22578943
15990.0, 0.22577772
16000.0, 0.22576602
16010.0, 0.22575434
16020.0, 0.22574268
16030.0, 0.22573107
16040.0, 0.22571945
16050.0, 0.22570789
16060.0, 0.22569633
16070.0, 0.22568479
16080.0, 0.22567329
16090.0, 0.2256618
16100.0, 0.22565033
16110.0, 0.22563888
16120.0, 0.22562745
16130.0, 0.22561605
16140.0, 0.22560468
16150.0, 0.22559333
16160.0, 0.22558199
16170.0, 0.2255707
16180.0, 0.2255594
16190.0, 0.22554815
16200.0, 0.2255369
16210.0, 0.22552566
16220.0, 0.22551446
16230.0, 0.2255033
16240.0, 0.22549215
16250.0, 0.225481
16260.0, 0.22546989
16270.0, 0.2254588
16280.0, 0.22544773
16290.0, 0.22543667
16300.0, 0.22542566
16310.0, 0.22541466
16320.0, 0.22540367
16330.0, 0.22539271
16340.0, 0.22538178
16350.0, 0.22537085
16360.0, 0.22535996
16370.0, 0.2253491
16380.0, 0.22533824
16390.0, 0.22532742
16400.0, 0.2253166
16410.0, 0.22530581
16420.0, 0.22529505
16430.0, 0.2252843
16440.0, 0.22527356
16450.0, 0.22526287
16460.0, 0.22525217
16470.0, 0.22524151
16480.0, 0.22523089
16490.0, 0.22522026
16500.0, 0.22520967
16510.0, 0.22519907
16520.0, 0.22518851
16530.0, 0.225178
16540.0, 0.22516747
16550.0, 0.22515696
16560.0, 0.2251465
16570.0, 0.22513606
16580.0, 0.22512563
16590.0, 0.2251152
16600.0, 0.22510481
16610.0, 0.22509442
16620.0, 0.22508408
16630.0, 0.22507375
16640.0, 0.22506343
16650.0, 0.22505315
16660.0, 0.22504286
16670.0, 0.22503263
16680.0, 0.2250224
16690.0, 0.22501218
16700.0, 0.22500199
16710.0, 0.22499183
16720.0, 0.22498167
16730.0, 0.22497155
16740.0, 0.22496144
16750.0, 0.22495133
16760.0, 0.22494127
16770.0, 0.22493121
16780.0, 0.2249212
16790.0, 0.22491117
16800.0, 0.22490117
16810.0, 0.22489122
16820.0, 0.22488126
16830.0, 0.22487134
16840.0, 0.2248614
16850.0, 0.22485152
16860.0, 0.22484162
16870.0, 0.22483177
16880.0, 0.22482194
16890.0, 0.22481214
16900.0, 0.22480233
16910.0, 0.22479255
16920.0, 0.2247828
16930.0, 0.22477306
16940.0, 0.22476333
16950.0, 0.22475363
16960.0, 0.22474395
16970.0, 0.22473429
16980.0, 0.22472465
16990.0, 0.22471502
17000.0, 0.22470541
17010.0, 0.22469583
17020.0, 0.22468626
17030.0, 0.22467671
17040.0, 0.22466718
17050.0, 0.22465765
17060.0, 0.22464818
17070.0, 0.22463869
17080.0, 0.22462924
17090.0, 0.22461979
17100.0, 0.22461039
17110.0, 0.22460097
17120.0, 0.22459161
17130.0, 0.22458224
17140.0, 0.2245729
17150.0, 0.22456357
17160.0, 0.22455427
17170.0, 0.22454499
17180.0, 0.22453569
17190.0, 0.22452645
17200.0, 0.22451723
17210.0, 0.224508
17220.0, 0.2244988
17230.0, 0.2244896
17240.0, 0.22448044
17250.0, 0.2244713
17260.0, 0.22446218
17270.0, 0.22445308
17280.0, 0.22444397
17290.0, 0.2244349
17300.0, 0.22442587
17310.0, 0.2244168
17320.0, 0.22440779
17330.0, 0.22439879
17340.0, 0.2243898
17350.0, 0.22438085
17360.0, 0.22437191
17370.0, 0.22436297
17380.0, 0.22435406
17390.0, 0.22434516
17400.0, 0.22433628
17410.0, 0.22432742
17420.0, 0.22431856
17430.0, 0.22430974
17440.0, 0.22430095
17450.0, 0.22429214
17460.0, 0.22428338
17470.0, 0.22427464
17480.0, 0.22426589
17490.0, 0.22425716
17500.0, 0.22424845
17510.0, 0.22423977
17520.0, 0.22423111
17530.0, 0.22422244
17540.0, 0.22421381
17550.0, 0.22420518
17560.0, 0.22419658
17570.0, 0.224188
17580.0, 0.22417943
17590.0, 0.22417088
17600.0, 0.22416236
17610.0, 0.22415383
17620.0, 0.22414534
17630.0, 0.22413684
17640.0, 0.22412837
17650.0, 0.22411993
17660.0, 0.2241115
17670.0, 0.22410306
17680.0, 0.22409467
17690.0, 0.22408628
17700.0, 0.22407793
17710.0, 0.22406957
17720.0, 0.22406122
17730.0, 0.2240529
17740.0, 0.22404462
17750.0, 0.22403632
17760.0, 0.22402807
17770.0, 0.22401981
17780.0, 0.22401157
17790.0, 0.22400334
17800.0, 0.22399515
17810.0, 0.22398694
17820.0, 0.22397877
17830.0, 0.22397062
17840.0, 0.22396249
17850.0, 0.22395436
17860.0, 0.22394626
17870.0, 0.22393817
17880.0, 0.22393008
17890.0, 0.22392203
17900.0, 0.223914
17910.0, 0.22390595
17920.0, 0.22389793
17930.0, 0.22388995
17940.0, 0.22388196
17950.0, 0.223874
17960.0, 0.22386605
17970.0, 0.22385812
17980.0, 0.22385019
17990.0, 0.22384231
18000.0, 0.22383441
18010.0, 0.22382654
18020.0, 0.22381869
18030.0, 0.22381085
18040.0, 0.22380301
18050.0, 0.2237952
18060.0, 0.22378741
18070.0, 0.22377963
18080.0, 0.22377187
18090.0, 0.2237641
18100.0, 0.22375639
18110.0, 0.22374867
18120.0, 0.22374098
18130.0, 0.22373328
18140.0, 0.2237256
18150.0, 0.22371796
18160.0, 0.22371031
18170.0, 0.22370268
18180.0, 0.22369507
18190.0, 0.22368748
18200.0, 0.2236799
18210.0, 0.22367235
18220.0, 0.22366479
18230.0, 0.22365724
18240.0, 0.22364973
18250.0, 0.22364222
18260.0, 0.22363472
18270.0, 0.22362724
18280.0, 0.22361979
18290.0, 0.22361234
18300.0, 0.2236049
18310.0, 0.22359748
18320.0, 0.22359009
18330.0, 0.2235827
18340.0, 0.22357532
18350.0, 0.22356796
18360.0, 0.22356062
18370.0, 0.22355329
18380.0, 0.22354597
18390.0, 0.22353865
18400.0, 0.22353138
18410.0, 0.22352411
18420.0, 0.22351685
18430.0, 0.22350961
18440.0, 0.22350237
18450.0, 0.22349516
18460.0, 0.22348796
18470.0, 0.22348076
18480.0, 0.2234736
18490.0, 0.22346644
18500.0, 0.22345929
18510.0, 0.22345217
18520.0, 0.22344506
18530.0, 0.22343794
18540.0, 0.22343084
18550.0, 0.22342378
18560.0, 0.22341672
18570.0, 0.22340968
18580.0, 0.22340263
18590.0, 0.22339563
18600.0, 0.2233886
18610.0, 0.22338162
18620.0, 0.22337465
18630.0, 0.22336768
18640.0, 0.22336073
18650.0, 0.2233538
18660.0, 0.22334687
18670.0, 0.22333997
18680.0, 0.22333308
18690.0, 0.22332619
18700.0, 0.22331932
18710.0, 0.22331247
18720.0, 0.22330564
18730.0, 0.2232988
18740.0, 0.22329198
18750.0, 0.22328518
18760.0, 0.2232784
18770.0, 0.22327161
18780.0, 0.22326486
18790.0, 0.22325811
18800.0, 0.2232514
18810.0, 0.22324467
18820.0, 0.22323796
18830.0, 0.22323126
18840.0, 0.2232246
18850.0, 0.22321792
18860.0, 0.22321127
18870.0, 0.22320463
18880.0, 0.223198
18890.0, 0.22319138
18900.0, 0.22318478
18910.0, 0.22317821
18920.0, 0.22317162
18930.0, 0.22316505
18940.0, 0.22315851
18950.0, 0.22315198
18960.0, 0.22314546
18970.0, 0.22313893
18980.0, 0.22313243
18990.0, 0.22312595
19000.0, 0.22311948
19010.0, 0.22311302
19020.0, 0.22310656
19030.0, 0.22310016
19040.0, 0.22309372
19050.0, 0.22308731
19060.0, 0.22308093
19070.0, 0.22307454
19080.0, 0.22306816
19090.0, 0.22306181
19100.0, 0.22305547
19110.0, 0.22304913
19120.0, 0.22304282
19130.0, 0.2230365
19140.0, 0.22303022
19150.0, 0.22302392
19160.0, 0.22301765
19170.0, 0.2230114
19180.0, 0.22300515
19190.0, 0.22299892
19200.0, 0.2229927
19210.0, 0.22298649
19220.0, 0.22298029
19230.0, 0.22297412
19240.0, 0.22296794
19250.0, 0.22296178
19260.0, 0.22295563
19270.0, 0.22294949
19280.0, 0.22294337
19290.0, 0.22293727
19300.0, 0.22293118
19310.0, 0.2229251
19320.0, 0.222919
19330.0, 0.22291294
19340.0, 0.22290689
19350.0, 0.22290085
19360.0, 0.22289482
19370.0, 0.2228888
19380.0, 0.2228828
19390.0, 0.22287682
19400.0, 0.22287084
19410.0, 0.22286488
19420.0, 0.2228589
19430.0, 0.22285296
19440.0, 0.22284704
19450.0, 0.22284111
19460.0, 0.2228352
19470.0, 0.2228293
19480.0, 0.22282343
19490.0, 0.22281756
19500.0, 0.2228117
19510.0, 0.22280584
19520.0, 0.22279999
19530.0, 0.22279418
19540.0, 0.22278836
19550.0, 0.22278257
19560.0, 0.22277676
19570.0, 0.22277099
19580.0, 0.22276522
19590.0, 0.22275946
19600.0, 0.2227537
19610.0, 0.22274797
19620.0, 0.22274224
19630.0, 0.22273652
19640.0, 0.22273083
19650.0, 0.22272514
19660.0, 0.22271946
19670.0, 0.2227138
19680.0, 0.22270814
19690.0, 0.2227025
19700.0, 0.22269686
19710.0, 0.22269125
19720.0, 0.22268564
19730.0, 0.22268003
19740.0, 0.22267443
19750.0, 0.22266886
19760.0, 0.2226633
19770.0, 0.22265773
19780.0, 0.22265218
19790.0, 0.22264665
19800.0, 0.22264113
19810.0, 0.22263561
19820.0, 0.22263011
19830.0, 0.22262463
19840.0, 0.22261915
19850.0, 0.22261369
19860.0, 0.22260821
19870.0, 0.22260277
19880.0, 0.22259733
19890.0, 0.2225919
19900.0, 0.2225865
19910.0, 0.22258107
19920.0, 0.2225757
19930.0, 0.22257032
19940.0, 0.22256495
19950.0, 0.22255959
19960.0, 0.22255422
19970.0, 0.22254889
19980.0, 0.22254357
19990.0, 0.22253823
20000.0, 0.22253294
20010.0, 0.22252764
20020.0, 0.22252235
20030.0, 0.22251706
20040.0, 0.2225118
20050.0, 0.22250654
20060.0, 0.2225013
20070.0, 0.22249606
20080.0, 0.22249083
20090.0, 0.22248563
20100.0, 0.22248042
20110.0, 0.22247522
20120.0, 0.22247003
20130.0, 0.22246486
20140.0, 0.22245969
20150.0, 0.22245456
20160.0, 0.22244939
20170.0, 0.22244427
20180.0, 0.22243915
20190.0, 0.22243403
20200.0, 0.22242895
20210.0, 0.22242384
20220.0, 0.22241876
20230.0, 0.22241369
20240.0, 0.22240864
20250.0, 0.22240357
20260.0, 0.22239855
20270.0, 0.2223935
20280.0, 0.22238848
20290.0, 0.22238347
20300.0, 0.22237846
20310.0, 0.22237347
20320.0, 0.2223685
20330.0, 0.22236352
20340.0, 0.22235855
20350.0, 0.22235359
20360.0, 0.22234865
20370.0, 0.22234371
20380.0, 0.22233881
20390.0, 0.22233388
20400.0, 0.22232899
20410.0, 0.22232409
20420.0, 0.2223192
20430.0, 0.22231433
20440.0, 0.22230947
20450.0, 0.22230461
20460.0, 0.22229977
20470.0, 0.22229494
20480.0, 0.2222901
20490.0, 0.22228529
20500.0, 0.22228047
20510.0, 0.22227567
20520.0, 0.22227089
20530.0, 0.22226611
20540.0, 0.22226134
20550.0, 0.22225659
20560.0, 0.22225182
20570.0, 0.22224708
20580.0, 0.22224236
20590.0, 0.22223763
20600.0, 0.22223292
20610.0, 0.22222821
20620.0, 0.22222352
20630.0, 0.22221884
20640.0, 0.22221416
20650.0, 0.2222095
20660.0, 0.22220483
20670.0, 0.22220019
20680.0, 0.22219555
20690.0, 0.22219093
20700.0, 0.22218631
20710.0, 0.2221817
20720.0, 0.22217709
20730.0, 0.2221725
20740.0, 0.22216792
20750.0, 0.22216333
20760.0, 0.22215877
20770.0, 0.2221542
20780.0, 0.22214967
20790.0, 0.22214514
20800.0, 0.22214061
20810.0, 0.22213607
20820.0, 0.22213157
20830.0, 0.22212708
20840.0, 0.22212258
20850.0, 0.2221181
20860.0, 0.22211361
20870.0, 0.22210914
20880.0, 0.2221047
20890.0, 0.22210024
20900.0, 0.22209579
20910.0, 0.22209136
20920.0, 0.22208694
20930.0, 0.22208253
20940.0, 0.22207813
20950.0, 0.22207373
20960.0, 0.22206934
20970.0, 0.22206496
20980.0, 0.22206059
20990.0, 0.22205622
21000.0, 0.22205187
21010.0, 0.22204754
21020.0, 0.22204319
21030.0, 0.22203887
21040.0, 0.22203454
21050.0, 0.22203024
21060.0, 0.22202593
21070.0, 0.22202164
21080.0, 0.22201735
21090.0, 0.22201309
21100.0, 0.22200881
21110.0, 0.22200455
21120.0, 0.2220003
21130.0, 0.22199605
21140.0, 0.22199182
21150.0, 0.2219876
21160.0, 0.22198337
21170.0, 0.22197919
21180.0, 0.22197497
21190.0, 0.22197078
21200.0, 0.2219666
21210.0, 0.22196244
21220.0, 0.22195826
21230.0, 0.22195409
21240.0, 0.22194995
21250.0, 0.2219458
21260.0, 0.22194168
21270.0, 0.22193754
21280.0, 0.22193344
21290.0, 0.2219293
21300.0, 0.22192521
21310.0, 0.22192112
21320.0, 0.22191702
21330.0, 0.22191297
21340.0, 0.2219089
21350.0, 0.22190484
21360.0, 0.22190078
21370.0, 0.22189674
21380.0, 0.2218927
21390.0, 0.22188866
21400.0, 0.22188465
21410.0, 0.22188064
21420.0, 0.22187664
21430.0, 0.22187263
21440.0, 0.22186863
21450.0, 0.22186466
21460.0, 0.22186069
21470.0, 0.22185673
21480.0, 0.22185278
21490.0, 0.2218488
21500.0, 0.22184488
21510.0, 0.22184093
21520.0, 0.22183703
21530.0, 0.2218331
21540.0, 0.22182919
21550.0, 0.22182529
21560.0, 0.22182138
21570.0, 0.2218175
21580.0, 0.22181362
21590.0, 0.22180976
21600.0, 0.2218059
21610.0, 0.22180203
21620.0, 0.22179818
21630.0, 0.22179434
21640.0, 0.22179052
21650.0, 0.22178668
21660.0, 0.22178286
21670.0, 0.22177906
21680.0, 0.22177525
21690.0, 0.22177146
21700.0, 0.22176768
21710.0, 0.22176388
21720.0, 0.22176011
21730.0, 0.22175634
21740.0, 0.2217526
21750.0, 0.22174884
21760.0, 0.22174509
21770.0, 0.22174136
21780.0, 0.22173764
21790.0, 0.22173393
21800.0, 0.2217302
21810.0, 0.22172649
21820.0, 0.2217228
21830.0, 0.2217191
21840.0, 0.22171542
21850.0, 0.22171175
21860.0, 0.22170806
21870.0, 0.22170442
21880.0, 0.22170076
21890.0, 0.2216971
21900.0, 0.22169347
21910.0, 0.22168984
21920.0, 0.22168621
21930.0, 0.2216826
21940.0, 0.22167897
21950.0, 0.22167537
21960.0, 0.22167179
21970.0, 0.22166818
21980.0, 0.22166461
21990.0, 0.22166103
22000.0, 0.22165745
22010.0, 0.2216539
22020.0, 0.22165035
22030.0, 0.2216468
22040.0, 0.22164324
22050.0, 0.22163972
22060.0, 0.2216362
22070.0, 0.22163267
22080.0, 0.22162916
22090.0, 0.22162567
22100.0, 0.22162215
22110.0, 0.22161867
22120.0, 0.2216152
22130.0, 0.22161171
22140.0, 0.22160824
22150.0, 0.22160476
22160.0, 0.22160132
22170.0, 0.22159787
22180.0, 0.22159444
22190.0, 0.22159098
22200.0, 0.22158755
22210.0, 0.22158413
22220.0, 0.22158071
22230.0, 0.2215773
22240.0, 0.2215739
22250.0, 0.22157052
22260.0, 0.22156712
22270.0, 0.22156374
22280.0, 0.22156036
22290.0, 0.221557
22300.0, 0.22155364
22310.0, 0.22155029
22320.0, 0.22154693
22330.0, 0.2215436
22340.0, 0.22154024
22350.0, 0.22153693
22360.0, 0.2215336
22370.0, 0.22153029
22380.0, 0.22152698
22390.0, 0.22152369
22400.0, 0.22152038
22410.0, 0.22151709
22420.0, 0.22151381
22430.0, 0.22151053
22440.0, 0.22150725
22450.0, 0.221504
22460.0, 0.22150075
22470.0, 0.22149748
22480.0, 0.22149426
22490.0, 0.22149101
22500.0, 0.22148778
22510.0, 0.22148456
22520.0, 0.22148134
22530.0, 0.22147812
22540.0, 0.22147492
22550.0, 0.22147171
22560.0, 0.22146854
22570.0, 0.22146533
22580.0, 0.22146216
22590.0, 0.22145899
22600.0, 0.22145581
22610.0, 0.22145267
22620.0, 0.2214495
22630.0, 0.22144637
22640.0, 0.22144322
22650.0, 0.22144008
22660.0, 0.22143695
22670.0, 0.22143382
22680.0, 0.2214307
22690.0, 0.22142759
22700.0, 0.22142449
22710.0, 0.22142139
22720.0, 0.2214183
22730.0, 0.22141522
22740.0, 0.22141214
22750.0, 0.22140905
22760.0, 0.221406
22770.0, 0.22140293
22780.0, 0.22139987
22790.0, 0.22139683
22800.0, 0.2213938
22810.0, 0.22139074
22820.0, 0.22138771
22830.0, 0.22138469
22840.0, 0.22138168
22850.0, 0.22137865
22860.0, 0.22137564
22870.0, 0.22137265
22880.0, 0.22136964
22890.0, 0.22136666
22900.0, 0.22136368
22910.0, 0.22136071
22920.0, 0.22135773
22930.0, 0.22135475
22940.0, 0.2213518
22950.0, 0.22134885
22960.0, 0.22134592
22970.0, 0.22134297
22980.0, 0.22134002
22990.0, 0.22133708
23000.0, 0.22133416
23010.0, 0.22133125
23020.0, 0.22132833
23030.0, 0.22132543
23040.0, 0.22132252
23050.0, 0.22131963
23060.0, 0.22131674
23070.0, 0.22131386
23080.0, 0.22131099
23090.0, 0.2213081
23100.0, 0.22130524
23110.0, 0.22130238
23120.0, 0.22129953
23130.0, 0.22129668
23140.0, 0.22129384
23150.0, 0.22129098
23160.0, 0.22128814
23170.0, 0.22128533
23180.0, 0.2212825
23190.0, 0.2212797
23200.0, 0.22127686
23210.0, 0.22127408
23220.0, 0.22127128
