Energy (in eV), backscattering yield of material te2k-NASCAP at isotropic incidence
   X,       Y
23230.0, 0.22126848
23240.0, 0.22126567
23250.0, 0.22126292
23260.0, 0.22126015
23270.0, 0.22125736
23280.0, 0.22125459
23290.0, 0.22125183
23300.0, 0.22124907
23310.0, 0.22124632
23320.0, 0.22124358
23330.0, 0.22124083
23340.0, 0.22123812
23350.0, 0.22123538
23360.0, 0.22123265
23370.0, 0.22122994
23380.0, 0.22122723
23390.0, 0.22122452
23400.0, 0.22122182
23410.0, 0.22121914
23420.0, 0.22121644
23430.0, 0.22121374
23440.0, 0.22121108
23450.0, 0.22120838
23460.0, 0.22120573
23470.0, 0.22120306
23480.0, 0.22120042
23490.0, 0.22119775
23500.0, 0.2211951
23510.0, 0.22119245
23520.0, 0.22118983
23530.0, 0.22118719
23540.0, 0.22118457
23550.0, 0.22118196
23560.0, 0.22117932
23570.0, 0.22117671
23580.0, 0.22117412
23590.0, 0.22117151
23600.0, 0.22116892
23610.0, 0.22116633
23620.0, 0.22116373
23630.0, 0.22116117
23640.0, 0.22115858
23650.0, 0.22115603
23660.0, 0.22115345
23670.0, 0.2211509
23680.0, 0.22114833
23690.0, 0.2211458
23700.0, 0.22114325
23710.0, 0.22114071
23720.0, 0.22113818
23730.0, 0.22113565
23740.0, 0.22113311
23750.0, 0.2211306
23760.0, 0.22112809
23770.0, 0.22112557
23780.0, 0.22112307
23790.0, 0.22112057
23800.0, 0.22111806
23810.0, 0.22111559
23820.0, 0.2211131
23830.0, 0.22111063
23840.0, 0.22110815
23850.0, 0.22110568
23860.0, 0.22110322
23870.0, 0.22110075
23880.0, 0.2210983
23890.0, 0.22109585
23900.0, 0.2210934
23910.0, 0.22109097
23920.0, 0.22108853
23930.0, 0.2210861
23940.0, 0.22108367
23950.0, 0.22108126
23960.0, 0.22107884
23970.0, 0.22107643
23980.0, 0.22107403
23990.0, 0.22107162
24000.0, 0.22106922
24010.0, 0.22106685
24020.0, 0.22106443
24030.0, 0.22106205
24040.0, 0.22105968
24050.0, 0.2210573
24060.0, 0.22105496
24070.0, 0.22105259
24080.0, 0.22105022
24090.0, 0.22104786
24100.0, 0.22104551
24110.0, 0.22104317
24120.0, 0.22104083
24130.0, 0.22103849
24140.0, 0.22103617
24150.0, 0.22103384
24160.0, 0.22103153
24170.0, 0.2210292
24180.0, 0.22102688
24190.0, 0.22102459
24200.0, 0.22102226
24210.0, 0.22101998
24220.0, 0.22101769
24230.0, 0.2210154
24240.0, 0.22101311
24250.0, 0.22101082
24260.0, 0.22100855
24270.0, 0.22100629
24280.0, 0.22100402
24290.0, 0.22100176
24300.0, 0.2209995
24310.0, 0.22099724
24320.0, 0.22099501
24330.0, 0.22099276
24340.0, 0.22099052
24350.0, 0.22098827
24360.0, 0.22098604
24370.0, 0.22098383
24380.0, 0.2209816
24390.0, 0.22097938
24400.0, 0.22097717
24410.0, 0.22097495
24420.0, 0.22097275
24430.0, 0.22097056
24440.0, 0.22096837
24450.0, 0.22096616
24460.0, 0.22096398
24470.0, 0.2209618
24480.0, 0.22095963
24490.0, 0.22095744
24500.0, 0.22095528
24510.0, 0.2209531
24520.0, 0.22095096
24530.0, 0.2209488
24540.0, 0.22094664
24550.0, 0.22094448
24560.0, 0.22094235
24570.0, 0.22094022
24580.0, 0.22093807
24590.0, 0.22093594
24600.0, 0.22093381
24610.0, 0.2209317
24620.0, 0.22092958
24630.0, 0.22092746
24640.0, 0.22092535
24650.0, 0.22092324
24660.0, 0.22092113
24670.0, 0.22091906
24680.0, 0.22091696
24690.0, 0.22091487
24700.0, 0.22091278
24710.0, 0.2209107
24720.0, 0.22090864
24730.0, 0.22090657
24740.0, 0.22090448
24750.0, 0.22090243
24760.0, 0.22090037
24770.0, 0.22089832
24780.0, 0.22089624
24790.0, 0.2208942
24800.0, 0.22089216
24810.0, 0.22089012
24820.0, 0.22088808
24830.0, 0.22088605
24840.0, 0.22088403
24850.0, 0.220882
24860.0, 0.22087999
24870.0, 0.22087798
24880.0, 0.22087596
24890.0, 0.22087394
24900.0, 0.22087194
24910.0, 0.22086996
24920.0, 0.22086795
24930.0, 0.22086596
24940.0, 0.22086398
24950.0, 0.220862
24960.0, 0.22086
24970.0, 0.22085804
24980.0, 0.22085607
24990.0, 0.2208541
25000.0, 0.22085214
25010.0, 0.22085017
25020.0, 0.22084822
25030.0, 0.22084627
25040.0, 0.22084431
25050.0, 0.22084238
25060.0, 0.22084044
25070.0, 0.2208385
25080.0, 0.22083656
25090.0, 0.22083464
25100.0, 0.22083272
25110.0, 0.2208308
25120.0, 0.22082888
25130.0, 0.22082697
25140.0, 0.22082506
25150.0, 0.22082315
25160.0, 0.22082125
25170.0, 0.22081935
25180.0, 0.22081745
25190.0, 0.22081555
25200.0, 0.22081368
25210.0, 0.2208118
25220.0, 0.2208099
25230.0, 0.22080803
25240.0, 0.22080617
25250.0, 0.22080429
25260.0, 0.22080243
25270.0, 0.22080058
25280.0, 0.22079872
25290.0, 0.22079687
25300.0, 0.220795
25310.0, 0.22079316
25320.0, 0.22079132
25330.0, 0.22078949
25340.0, 0.22078766
25350.0, 0.22078581
25360.0, 0.22078398
25370.0, 0.22078216
25380.0, 0.22078034
25390.0, 0.22077852
25400.0, 0.22077672
25410.0, 0.2207749
25420.0, 0.22077312
25430.0, 0.22077128
25440.0, 0.2207695
25450.0, 0.2207677
25460.0, 0.2207659
25470.0, 0.22076412
25480.0, 0.22076236
25490.0, 0.22076057
25500.0, 0.22075878
25510.0, 0.22075701
25520.0, 0.22075523
25530.0, 0.22075348
25540.0, 0.2207517
25550.0, 0.22074994
25560.0, 0.22074819
25570.0, 0.22074644
25580.0, 0.2207447
25590.0, 0.22074294
25600.0, 0.2207412
25610.0, 0.22073945
25620.0, 0.22073773
25630.0, 0.220736
25640.0, 0.22073427
25650.0, 0.22073254
25660.0, 0.22073083
25670.0, 0.22072908
25680.0, 0.22072738
25690.0, 0.22072569
25700.0, 0.22072397
25710.0, 0.22072226
25720.0, 0.22072056
25730.0, 0.22071886
25740.0, 0.22071718
25750.0, 0.22071548
25760.0, 0.2207138
25770.0, 0.2207121
25780.0, 0.22071043
25790.0, 0.22070876
25800.0, 0.22070707
25810.0, 0.2207054
25820.0, 0.22070375
25830.0, 0.22070207
25840.0, 0.22070041
25850.0, 0.22069876
25860.0, 0.22069709
25870.0, 0.22069545
25880.0, 0.2206938
25890.0, 0.22069216
25900.0, 0.22069052
25910.0, 0.2206889
25920.0, 0.22068726
25930.0, 0.22068562
25940.0, 0.22068399
25950.0, 0.22068237
25960.0, 0.22068074
25970.0, 0.22067912
25980.0, 0.22067751
25990.0, 0.22067589
26000.0, 0.22067429
26010.0, 0.22067268
26020.0, 0.22067107
26030.0, 0.22066948
26040.0, 0.2206679
26050.0, 0.22066629
26060.0, 0.2206647
26070.0, 0.22066312
26080.0, 0.22066152
26090.0, 0.22065996
26100.0, 0.22065838
26110.0, 0.2206568
26120.0, 0.22065522
26130.0, 0.22065367
26140.0, 0.2206521
26150.0, 0.22065054
26160.0, 0.22064897
26170.0, 0.22064742
26180.0, 0.22064587
26190.0, 0.22064433
26200.0, 0.22064278
26210.0, 0.22064124
26220.0, 0.22063968
26230.0, 0.22063816
26240.0, 0.22063664
26250.0, 0.2206351
26260.0, 0.22063357
26270.0, 0.22063203
26280.0, 0.22063051
26290.0, 0.220629
26300.0, 0.22062749
26310.0, 0.22062598
26320.0, 0.22062446
26330.0, 0.22062296
26340.0, 0.22062145
26350.0, 0.22061996
26360.0, 0.22061846
26370.0, 0.22061697
26380.0, 0.22061548
26390.0, 0.22061399
26400.0, 0.22061251
26410.0, 0.22061102
26420.0, 0.22060955
26430.0, 0.22060807
26440.0, 0.2206066
26450.0, 0.2206051
26460.0, 0.22060364
26470.0, 0.22060218
26480.0, 0.22060072
26490.0, 0.22059926
26500.0, 0.22059782
26510.0, 0.22059636
26520.0, 0.2205949
26530.0, 0.22059347
26540.0, 0.220592
26550.0, 0.22059058
26560.0, 0.22058913
26570.0, 0.2205877
26580.0, 0.22058627
26590.0, 0.22058484
26600.0, 0.2205834
26610.0, 0.220582
26620.0, 0.22058056
26630.0, 0.22057915
26640.0, 0.22057773
26650.0, 0.22057632
26660.0, 0.2205749
26670.0, 0.2205735
26680.0, 0.2205721
26690.0, 0.2205707
26700.0, 0.2205693
26710.0, 0.2205679
26720.0, 0.22056651
26730.0, 0.22056511
26740.0, 0.22056372
26750.0, 0.22056234
26760.0, 0.22056095
26770.0, 0.22055958
26780.0, 0.22055821
26790.0, 0.22055683
26800.0, 0.22055545
26810.0, 0.22055408
26820.0, 0.22055273
26830.0, 0.22055137
26840.0, 0.22054999
26850.0, 0.22054864
26860.0, 0.22054729
26870.0, 0.22054593
26880.0, 0.22054459
26890.0, 0.22054324
26900.0, 0.22054188
26910.0, 0.22054055
26920.0, 0.22053921
26930.0, 0.22053789
26940.0, 0.22053654
26950.0, 0.22053522
26960.0, 0.22053389
26970.0, 0.22053255
26980.0, 0.22053123
26990.0, 0.22052991
27000.0, 0.2205286
27010.0, 0.22052729
27020.0, 0.22052597
27030.0, 0.22052467
27040.0, 0.22052336
27050.0, 0.22052205
27060.0, 0.22052075
27070.0, 0.22051944
27080.0, 0.22051816
27090.0, 0.22051686
27100.0, 0.22051558
27110.0, 0.22051427
27120.0, 0.22051299
27130.0, 0.2205117
27140.0, 0.22051042
27150.0, 0.22050916
27160.0, 0.22050786
27170.0, 0.2205066
27180.0, 0.22050534
27190.0, 0.22050406
27200.0, 0.2205028
27210.0, 0.22050153
27220.0, 0.22050028
27230.0, 0.22049901
27240.0, 0.22049776
27250.0, 0.22049649
27260.0, 0.22049524
27270.0, 0.22049399
27280.0, 0.22049275
27290.0, 0.22049151
27300.0, 0.22049026
27310.0, 0.22048903
27320.0, 0.22048779
27330.0, 0.22048657
27340.0, 0.22048533
27350.0, 0.22048411
27360.0, 0.22048287
27370.0, 0.22048165
27380.0, 0.22048043
27390.0, 0.22047919
27400.0, 0.22047798
27410.0, 0.22047678
27420.0, 0.22047555
27430.0, 0.22047436
27440.0, 0.22047316
27450.0, 0.22047195
27460.0, 0.22047074
27470.0, 0.22046955
27480.0, 0.22046834
27490.0, 0.22046715
27500.0, 0.22046596
27510.0, 0.22046477
27520.0, 0.22046357
27530.0, 0.2204624
27540.0, 0.2204612
27550.0, 0.22046004
27560.0, 0.22045884
27570.0, 0.22045767
27580.0, 0.22045651
27590.0, 0.22045533
27600.0, 0.22045416
27610.0, 0.220453
27620.0, 0.22045183
27630.0, 0.22045068
27640.0, 0.2204495
27650.0, 0.22044834
27660.0, 0.2204472
27670.0, 0.22044605
27680.0, 0.22044489
27690.0, 0.22044374
27700.0, 0.22044261
27710.0, 0.22044146
27720.0, 0.22044031
27730.0, 0.22043917
27740.0, 0.22043805
27750.0, 0.2204369
27760.0, 0.22043577
27770.0, 0.22043464
27780.0, 0.2204335
27790.0, 0.22043239
27800.0, 0.22043127
27810.0, 0.22043015
27820.0, 0.22042903
27830.0, 0.22042792
27840.0, 0.2204268
27850.0, 0.22042568
27860.0, 0.22042458
27870.0, 0.22042347
27880.0, 0.22042234
27890.0, 0.22042125
27900.0, 0.22042015
27910.0, 0.22041905
27920.0, 0.22041796
27930.0, 0.22041687
27940.0, 0.22041577
27950.0, 0.22041468
27960.0, 0.22041358
27970.0, 0.22041251
27980.0, 0.22041142
27990.0, 0.22041035
28000.0, 0.22040927
28010.0, 0.22040819
28020.0, 0.22040711
28030.0, 0.22040604
28040.0, 0.22040498
28050.0, 0.22040391
28060.0, 0.22040282
28070.0, 0.22040176
28080.0, 0.22040072
28090.0, 0.22039965
28100.0, 0.22039859
28110.0, 0.22039753
28120.0, 0.22039649
28130.0, 0.22039543
28140.0, 0.22039437
28150.0, 0.22039333
28160.0, 0.22039229
28170.0, 0.22039124
28180.0, 0.2203902
28190.0, 0.22038916
28200.0, 0.22038811
28210.0, 0.22038709
28220.0, 0.22038606
28230.0, 0.22038503
28240.0, 0.220384
28250.0, 0.22038297
28260.0, 0.22038196
28270.0, 0.22038092
28280.0, 0.2203799
28290.0, 0.22037889
28300.0, 0.22037786
28310.0, 0.22037685
28320.0, 0.22037585
28330.0, 0.22037484
28340.0, 0.22037382
28350.0, 0.22037283
28360.0, 0.22037181
28370.0, 0.22037081
28380.0, 0.2203698
28390.0, 0.22036882
28400.0, 0.22036782
28410.0, 0.22036682
28420.0, 0.22036584
28430.0, 0.22036484
28440.0, 0.22036386
28450.0, 0.22036286
28460.0, 0.22036187
28470.0, 0.2203609
28480.0, 0.2203599
28490.0, 0.22035892
28500.0, 0.22035797
28510.0, 0.220357
28520.0, 0.22035602
28530.0, 0.22035505
28540.0, 0.22035408
28550.0, 0.2203531
28560.0, 0.22035213
28570.0, 0.22035119
28580.0, 0.22035022
28590.0, 0.22034925
28600.0, 0.2203483
28610.0, 0.22034734
28620.0, 0.22034639
28630.0, 0.22034545
28640.0, 0.2203445
28650.0, 0.22034355
28660.0, 0.22034259
28670.0, 0.22034164
28680.0, 0.2203407
28690.0, 0.22033978
28700.0, 0.22033884
28710.0, 0.22033788
28720.0, 0.22033696
28730.0, 0.22033602
28740.0, 0.22033511
28750.0, 0.22033416
28760.0, 0.22033323
28770.0, 0.22033232
28780.0, 0.22033139
28790.0, 0.22033048
28800.0, 0.22032954
28810.0, 0.22032863
28820.0, 0.22032772
28830.0, 0.2203268
28840.0, 0.22032589
28850.0, 0.22032496
28860.0, 0.22032408
28870.0, 0.22032316
28880.0, 0.22032225
28890.0, 0.22032136
28900.0, 0.22032045
28910.0, 0.22031955
28920.0, 0.22031865
28930.0, 0.22031775
28940.0, 0.22031684
28950.0, 0.22031596
28960.0, 0.22031507
28970.0, 0.22031417
28980.0, 0.2203133
28990.0, 0.22031242
29000.0, 0.22031154
29010.0, 0.22031066
29020.0, 0.22030978
29030.0, 0.22030888
29040.0, 0.220308
29050.0, 0.22030713
29060.0, 0.22030626
29070.0, 0.22030538
29080.0, 0.22030452
29090.0, 0.22030365
29100.0, 0.22030278
29110.0, 0.22030193
29120.0, 0.22030105
29130.0, 0.2203002
29140.0, 0.22029935
29150.0, 0.22029848
29160.0, 0.22029763
29170.0, 0.22029677
29180.0, 0.2202959
29190.0, 0.22029507
29200.0, 0.2202942
29210.0, 0.22029337
29220.0, 0.22029252
29230.0, 0.22029167
29240.0, 0.22029084
29250.0, 0.22029
29260.0, 0.22028916
29270.0, 0.22028832
29280.0, 0.22028749
29290.0, 0.22028665
29300.0, 0.22028582
29310.0, 0.22028498
29320.0, 0.22028416
29330.0, 0.22028331
29340.0, 0.22028251
29350.0, 0.22028168
29360.0, 0.22028087
29370.0, 0.22028004
29380.0, 0.22027923
29390.0, 0.22027841
29400.0, 0.22027758
29410.0, 0.22027677
29420.0, 0.22027595
29430.0, 0.22027513
29440.0, 0.22027434
29450.0, 0.22027352
29460.0, 0.22027272
29470.0, 0.22027193
29480.0, 0.22027111
29490.0, 0.2202703
29500.0, 0.22026952
29510.0, 0.2202687
29520.0, 0.22026792
29530.0, 0.22026713
29540.0, 0.22026634
29550.0, 0.22026554
29560.0, 0.22026475
29570.0, 0.22026396
29580.0, 0.22026317
29590.0, 0.22026238
29600.0, 0.2202616
29610.0, 0.22026081
29620.0, 0.22026004
29630.0, 0.22025925
29640.0, 0.22025849
29650.0, 0.2202577
29660.0, 0.22025694
29670.0, 0.22025616
29680.0, 0.22025539
29690.0, 0.2202546
29700.0, 0.22025384
29710.0, 0.22025308
29720.0, 0.2202523
29730.0, 0.22025156
29740.0, 0.22025079
29750.0, 0.22025003
29760.0, 0.22024927
29770.0, 0.22024852
29780.0, 0.22024776
29790.0, 0.220247
29800.0, 0.22024626
29810.0, 0.2202455
29820.0, 0.22024474
29830.0, 0.22024399
29840.0, 0.22024325
29850.0, 0.2202425
29860.0, 0.22024176
29870.0, 0.22024101
29880.0, 0.22024028
29890.0, 0.22023953
29900.0, 0.22023879
29910.0, 0.22023806
29920.0, 0.22023733
29930.0, 0.22023658
29940.0, 0.22023585
29950.0, 0.22023512
29960.0, 0.2202344
29970.0, 0.22023368
29980.0, 0.22023293
29990.0, 0.2202322
30000.0, 0.22023149
