Energy (in eV), backscattering yield of material sc2k-NASCAP at incidence 60.0 degree
2430.0, 0.41089624
2440.0, 0.4107467
2450.0, 0.41059735
2460.0, 0.41044828
2470.0, 0.41029945
2480.0, 0.41015083
2490.0, 0.4100025
2500.0, 0.40985438
2510.0, 0.40970653
2520.0, 0.4095589
2530.0, 0.40941152
2540.0, 0.40926436
2550.0, 0.40911746
2560.0, 0.40897083
2570.0, 0.40882438
2580.0, 0.40867823
2590.0, 0.4085323
2600.0, 0.4083866
2610.0, 0.40824112
2620.0, 0.4080959
2630.0, 0.40795094
2640.0, 0.4078062
2650.0, 0.40766168
2660.0, 0.40751743
2670.0, 0.40737337
2680.0, 0.40722957
2690.0, 0.407086
2700.0, 0.40694273
2710.0, 0.4067996
2720.0, 0.40665677
2730.0, 0.40651417
2740.0, 0.4063718
2750.0, 0.40622965
2760.0, 0.40608773
2770.0, 0.40594608
2780.0, 0.40580463
2790.0, 0.40566343
2800.0, 0.40552244
2810.0, 0.4053817
2820.0, 0.4052412
2830.0, 0.4051009
2840.0, 0.40496087
2850.0, 0.40482107
2860.0, 0.40468147
2870.0, 0.40454212
2880.0, 0.404403
2890.0, 0.40426412
2900.0, 0.40412545
2910.0, 0.40398702
2920.0, 0.40384883
2930.0, 0.40371084
2940.0, 0.40357313
2950.0, 0.4034356
2960.0, 0.40329832
2970.0, 0.40316126
2980.0, 0.4030244
2990.0, 0.40288782
3000.0, 0.40275142
3010.0, 0.40261528
3020.0, 0.40247935
3030.0, 0.40234363
3040.0, 0.40220818
3050.0, 0.40207294
3060.0, 0.4019379
3070.0, 0.4018031
3080.0, 0.40166852
3090.0, 0.40153417
3100.0, 0.40140006
3110.0, 0.40126613
3120.0, 0.40113243
3130.0, 0.40099898
3140.0, 0.40086576
3150.0, 0.40073276
3160.0, 0.40059996
3170.0, 0.40046737
3180.0, 0.400335
3190.0, 0.4002029
3200.0, 0.40007097
3210.0, 0.3999393
3220.0, 0.3998078
3230.0, 0.39967656
3240.0, 0.39954552
3250.0, 0.39941475
3260.0, 0.39928415
3270.0, 0.39915377
3280.0, 0.3990236
3290.0, 0.39889365
3300.0, 0.39876392
3310.0, 0.39863443
3320.0, 0.39850515
3330.0, 0.39837608
3340.0, 0.39824724
3350.0, 0.3981186
3360.0, 0.39799017
3370.0, 0.39786196
3380.0, 0.39773396
3390.0, 0.39760616
3400.0, 0.3974786
3410.0, 0.39735126
3420.0, 0.39722413
3430.0, 0.3970972
3440.0, 0.3969705
3450.0, 0.396844
3460.0, 0.3967177
3470.0, 0.39659163
3480.0, 0.39646578
3490.0, 0.39634013
3500.0, 0.3962147
3510.0, 0.39608946
3520.0, 0.39596444
3530.0, 0.39583963
3540.0, 0.39571503
3550.0, 0.39559066
3560.0, 0.39546648
3570.0, 0.39534253
3580.0, 0.39521876
3590.0, 0.3950952
3600.0, 0.39497188
3610.0, 0.39484873
3620.0, 0.3947258
3630.0, 0.39460307
3640.0, 0.3944806
3650.0, 0.39435828
3660.0, 0.39423618
3670.0, 0.3941143
3680.0, 0.3939926
3690.0, 0.39387113
3700.0, 0.39374983
3710.0, 0.39362878
3720.0, 0.3935079
3730.0, 0.39338726
3740.0, 0.3932668
3750.0, 0.39314654
3760.0, 0.3930265
3770.0, 0.39290664
3780.0, 0.392787
3790.0, 0.39266756
3800.0, 0.39254832
3810.0, 0.3924293
3820.0, 0.39231047
3830.0, 0.39219183
3840.0, 0.39207342
3850.0, 0.39195517
3860.0, 0.39183715
3870.0, 0.3917193
3880.0, 0.39160168
3890.0, 0.39148426
3900.0, 0.39136702
3910.0, 0.39124998
3920.0, 0.39113316
3930.0, 0.39101654
3940.0, 0.3909001
3950.0, 0.39078388
3960.0, 0.39066783
3970.0, 0.39055198
3980.0, 0.39043635
3990.0, 0.3903209
4000.0, 0.39020565
4010.0, 0.39009058
4020.0, 0.38997573
4030.0, 0.38986108
4040.0, 0.3897466
4050.0, 0.38963234
4060.0, 0.38951826
4070.0, 0.3894044
4080.0, 0.3892907
4090.0, 0.3891772
4100.0, 0.3890639
4110.0, 0.3889508
4120.0, 0.38883787
4130.0, 0.38872516
4140.0, 0.38861263
4150.0, 0.3885003
4160.0, 0.38838816
4170.0, 0.3882762
4180.0, 0.38816443
4190.0, 0.38805288
4200.0, 0.38794148
4210.0, 0.38783032
4220.0, 0.3877193
4230.0, 0.3876085
4240.0, 0.38749787
4250.0, 0.38738745
4260.0, 0.38727722
4270.0, 0.38716716
4280.0, 0.3870573
4290.0, 0.38694763
4300.0, 0.38683814
4310.0, 0.38672885
4320.0, 0.38661975
4330.0, 0.38651085
4340.0, 0.3864021
4350.0, 0.38629356
4360.0, 0.3861852
4370.0, 0.38607702
4380.0, 0.385969
4390.0, 0.38586122
4400.0, 0.3857536
4410.0, 0.38564616
4420.0, 0.38553894
4430.0, 0.38543186
4440.0, 0.38532498
4450.0, 0.3852183
4460.0, 0.38511178
4470.0, 0.38500544
4480.0, 0.3848993
4490.0, 0.38479334
4500.0, 0.38468757
4510.0, 0.38458195
4520.0, 0.38447654
4530.0, 0.3843713
4540.0, 0.38426626
4550.0, 0.38416138
4560.0, 0.3840567
4570.0, 0.3839522
4580.0, 0.38384786
4590.0, 0.3837437
4600.0, 0.38363975
4610.0, 0.38353595
4620.0, 0.38343236
4630.0, 0.3833289
4640.0, 0.38322568
4650.0, 0.3831226
4660.0, 0.38301972
4670.0, 0.382917
4680.0, 0.38281444
4690.0, 0.38271207
4700.0, 0.3826099
4710.0, 0.3825079
4720.0, 0.38240606
4730.0, 0.3823044
4740.0, 0.38220292
4750.0, 0.38210163
4760.0, 0.3820005
4770.0, 0.38189954
4780.0, 0.38179877
4790.0, 0.38169816
4800.0, 0.38159773
4810.0, 0.38149747
4820.0, 0.38139743
4830.0, 0.3812975
4840.0, 0.38119778
4850.0, 0.3810982
4860.0, 0.38099882
4870.0, 0.3808996
4880.0, 0.38080058
4890.0, 0.38070172
4900.0, 0.38060302
4910.0, 0.3805045
4920.0, 0.38040614
4930.0, 0.38030797
4940.0, 0.38020995
4950.0, 0.3801121
4960.0, 0.38001445
4970.0, 0.37991694
4980.0, 0.37981963
4990.0, 0.37972245
5000.0, 0.37962547
5010.0, 0.37952864
5020.0, 0.379432
5030.0, 0.3793355
5040.0, 0.37923917
5050.0, 0.37914303
5060.0, 0.37904707
5070.0, 0.37895125
5080.0, 0.3788556
5090.0, 0.37876013
5100.0, 0.37866482
5110.0, 0.37856966
5120.0, 0.37847468
5130.0, 0.37837988
5140.0, 0.37828523
5150.0, 0.37819076
5160.0, 0.37809643
5170.0, 0.3780023
5180.0, 0.3779083
5190.0, 0.37781447
5200.0, 0.37772083
5210.0, 0.37762734
5220.0, 0.377534
5230.0, 0.37744084
5240.0, 0.37734783
5250.0, 0.377255
5260.0, 0.3771623
5270.0, 0.37706977
5280.0, 0.37697744
5290.0, 0.37688524
5300.0, 0.3767932
5310.0, 0.37670135
5320.0, 0.37660965
5330.0, 0.3765181
5340.0, 0.3764267
5350.0, 0.3763355
5360.0, 0.37624443
5370.0, 0.37615353
5380.0, 0.37606278
5390.0, 0.37597218
5400.0, 0.37588176
5410.0, 0.3757915
5420.0, 0.3757014
5430.0, 0.37561145
5440.0, 0.37552166
5450.0, 0.375432
5460.0, 0.37534252
5470.0, 0.37525323
5480.0, 0.37516406
5490.0, 0.37507504
5500.0, 0.3749862
5510.0, 0.37489754
5520.0, 0.37480897
5530.0, 0.3747206
5540.0, 0.3746324
5550.0, 0.37454432
5560.0, 0.3744564
5570.0, 0.37436867
5580.0, 0.37428105
5590.0, 0.3741936
5600.0, 0.3741063
5610.0, 0.37401918
5620.0, 0.37393218
5630.0, 0.37384534
5640.0, 0.37375867
5650.0, 0.37367216
5660.0, 0.3735858
5670.0, 0.37349954
5680.0, 0.37341347
5690.0, 0.37332758
5700.0, 0.3732418
5710.0, 0.37315622
5720.0, 0.37307075
5730.0, 0.37298542
5740.0, 0.37290028
5750.0, 0.37281528
5760.0, 0.37273043
5770.0, 0.3726457
5780.0, 0.37256116
5790.0, 0.37247676
5800.0, 0.3723925
5810.0, 0.3723084
5820.0, 0.37222442
5830.0, 0.37214062
5840.0, 0.37205696
5850.0, 0.37197345
5860.0, 0.3718901
5870.0, 0.37180686
5880.0, 0.3717238
5890.0, 0.3716409
5900.0, 0.3715581
5910.0, 0.37147546
5920.0, 0.371393
5930.0, 0.37131065
5940.0, 0.37122846
5950.0, 0.37114644
5960.0, 0.37106454
5970.0, 0.3709828
5980.0, 0.37090117
5990.0, 0.37081975
6000.0, 0.37073842
6010.0, 0.37065724
6020.0, 0.37057623
6030.0, 0.37049535
6040.0, 0.37041458
6050.0, 0.370334
6060.0, 0.37025356
6070.0, 0.37017325
6080.0, 0.3700931
6090.0, 0.37001306
6100.0, 0.3699332
6110.0, 0.36985344
6120.0, 0.36977386
6130.0, 0.3696944
6140.0, 0.3696151
6150.0, 0.36953592
6160.0, 0.36945692
6170.0, 0.36937803
6180.0, 0.36929926
6190.0, 0.36922067
6200.0, 0.3691422
6210.0, 0.36906388
6220.0, 0.3689857
6230.0, 0.36890766
6240.0, 0.36882976
6250.0, 0.368752
6260.0, 0.36867437
6270.0, 0.36859685
6280.0, 0.3685195
6290.0, 0.36844233
6300.0, 0.36836526
6310.0, 0.3682883
6320.0, 0.3682115
6330.0, 0.36813486
6340.0, 0.36805832
6350.0, 0.36798194
6360.0, 0.36790568
6370.0, 0.36782956
6380.0, 0.3677536
6390.0, 0.36767778
6400.0, 0.36760208
6410.0, 0.3675265
6420.0, 0.36745107
6430.0, 0.36737576
6440.0, 0.3673006
6450.0, 0.3672256
6460.0, 0.3671507
6470.0, 0.36707592
6480.0, 0.3670013
6490.0, 0.36692682
6500.0, 0.36685246
6510.0, 0.36677822
6520.0, 0.36670417
6530.0, 0.3666302
6540.0, 0.36655638
6550.0, 0.36648268
6560.0, 0.36640912
6570.0, 0.3663357
6580.0, 0.3662624
6590.0, 0.36618924
6600.0, 0.3661162
6610.0, 0.36604333
6620.0, 0.36597055
6630.0, 0.3658979
6640.0, 0.3658254
6650.0, 0.36575302
6660.0, 0.36568078
6670.0, 0.36560866
6680.0, 0.36553666
6690.0, 0.3654648
6700.0, 0.3653931
6710.0, 0.3653215
6720.0, 0.36525002
6730.0, 0.3651787
6740.0, 0.36510748
6750.0, 0.3650364
6760.0, 0.36496544
6770.0, 0.36489463
6780.0, 0.36482394
6790.0, 0.36475334
6800.0, 0.3646829
6810.0, 0.3646126
6820.0, 0.3645424
6830.0, 0.36447236
6840.0, 0.3644024
6850.0, 0.36433262
6860.0, 0.36426294
6870.0, 0.36419335
6880.0, 0.36412394
6890.0, 0.36405462
6900.0, 0.36398545
6910.0, 0.3639164
6920.0, 0.36384746
6930.0, 0.36377865
6940.0, 0.36370996
6950.0, 0.3636414
6960.0, 0.36357298
6970.0, 0.36350468
6980.0, 0.3634365
6990.0, 0.36336842
7000.0, 0.3633005
7010.0, 0.36323267
7020.0, 0.363165
7030.0, 0.3630974
7040.0, 0.36302996
7050.0, 0.36296263
7060.0, 0.36289543
7070.0, 0.36282834
7080.0, 0.3627614
7090.0, 0.36269456
7100.0, 0.36262783
7110.0, 0.36256126
7120.0, 0.36249477
7130.0, 0.36242843
7140.0, 0.36236218
7150.0, 0.36229607
7160.0, 0.36223006
7170.0, 0.3621642
7180.0, 0.36209846
7190.0, 0.3620328
7200.0, 0.3619673
7210.0, 0.3619019
7220.0, 0.36183664
7230.0, 0.36177146
7240.0, 0.36170644
7250.0, 0.3616415
7260.0, 0.3615767
7270.0, 0.361512
7280.0, 0.36144745
7290.0, 0.361383
7300.0, 0.36131865
7310.0, 0.36125445
7320.0, 0.36119035
7330.0, 0.36112636
7340.0, 0.3610625
7350.0, 0.36099875
7360.0, 0.36093512
7370.0, 0.3608716
7380.0, 0.3608082
7390.0, 0.36074492
7400.0, 0.36068174
7410.0, 0.36061868
7420.0, 0.36055574
7430.0, 0.36049291
7440.0, 0.3604302
7450.0, 0.3603676
7460.0, 0.36030513
7470.0, 0.36024275
7480.0, 0.36018053
7490.0, 0.36011836
7500.0, 0.36005634
7510.0, 0.3599944
7520.0, 0.3599326
7530.0, 0.3598709
7540.0, 0.35980937
7550.0, 0.35974792
7560.0, 0.35968655
7570.0, 0.3596253
7580.0, 0.3595642
7590.0, 0.35950315
7600.0, 0.35944226
7610.0, 0.35938147
7620.0, 0.3593208
7630.0, 0.3592602
7640.0, 0.35919976
7650.0, 0.3591394
7660.0, 0.35907918
7670.0, 0.35901904
7680.0, 0.35895902
7690.0, 0.35889912
7700.0, 0.35883933
7710.0, 0.35877964
7720.0, 0.35872006
7730.0, 0.35866058
7740.0, 0.3586012
7750.0, 0.35854197
7760.0, 0.35848284
7770.0, 0.3584238
7780.0, 0.35836485
7790.0, 0.35830605
7800.0, 0.35824734
7810.0, 0.35818875
7820.0, 0.35813025
7830.0, 0.35807183
7840.0, 0.35801357
7850.0, 0.3579554
7860.0, 0.35789734
7870.0, 0.35783938
7880.0, 0.3577815
7890.0, 0.35772377
7900.0, 0.35766613
7910.0, 0.3576086
7920.0, 0.35755116
7930.0, 0.35749382
7940.0, 0.35743663
7950.0, 0.3573795
7960.0, 0.35732248
7970.0, 0.3572656
7980.0, 0.3572088
7990.0, 0.3571521
8000.0, 0.3570955
8010.0, 0.357039
8020.0, 0.35698265
8030.0, 0.35692635
8040.0, 0.35687017
8050.0, 0.35681412
8060.0, 0.35675815
8070.0, 0.35670227
8080.0, 0.3566465
8090.0, 0.35659084
8100.0, 0.3565353
8110.0, 0.35647985
8120.0, 0.35642448
8130.0, 0.35636923
8140.0, 0.3563141
8150.0, 0.35625905
8160.0, 0.3562041
8170.0, 0.35614926
8180.0, 0.3560945
8190.0, 0.35603988
8200.0, 0.35598534
8210.0, 0.3559309
8220.0, 0.35587654
8230.0, 0.35582232
8240.0, 0.35576817
8250.0, 0.3557141
8260.0, 0.3556602
8270.0, 0.35560635
8280.0, 0.3555526
8290.0, 0.35549894
8300.0, 0.3554454
8310.0, 0.35539198
8320.0, 0.35533863
8330.0, 0.35528538
8340.0, 0.35523224
8350.0, 0.3551792
8360.0, 0.35512623
8370.0, 0.35507336
8380.0, 0.3550206
8390.0, 0.35496795
8400.0, 0.3549154
8410.0, 0.35486293
8420.0, 0.35481057
8430.0, 0.3547583
8440.0, 0.35470614
8450.0, 0.35465404
8460.0, 0.35460207
8470.0, 0.35455018
8480.0, 0.35449842
8490.0, 0.35444674
8500.0, 0.35439512
8510.0, 0.35434362
8520.0, 0.3542922
8530.0, 0.3542409
8540.0, 0.3541897
8550.0, 0.35413858
8560.0, 0.35408753
8570.0, 0.3540366
8580.0, 0.3539858
8590.0, 0.35393503
8600.0, 0.3538844
8610.0, 0.35383382
8620.0, 0.35378337
8630.0, 0.353733
8640.0, 0.35368273
8650.0, 0.35363257
8660.0, 0.35358247
8670.0, 0.3535325
8680.0, 0.35348257
8690.0, 0.35343277
8700.0, 0.35338306
8710.0, 0.35333344
8720.0, 0.3532839
8730.0, 0.35323447
8740.0, 0.35318512
8750.0, 0.35313588
8760.0, 0.3530867
8770.0, 0.35303763
8780.0, 0.35298866
8790.0, 0.35293978
8800.0, 0.35289097
8810.0, 0.35284227
8820.0, 0.35279363
8830.0, 0.35274512
8840.0, 0.3526967
8850.0, 0.35264832
8860.0, 0.35260007
8870.0, 0.3525519
8880.0, 0.35250384
8890.0, 0.35245585
8900.0, 0.35240793
8910.0, 0.35236013
8920.0, 0.35231242
8930.0, 0.3522648
8940.0, 0.35221726
8950.0, 0.35216978
8960.0, 0.35212243
8970.0, 0.35207516
8980.0, 0.35202795
8990.0, 0.35198087
9000.0, 0.35193387
9010.0, 0.35188693
9020.0, 0.35184008
9030.0, 0.35179335
9040.0, 0.35174668
9050.0, 0.3517001
9060.0, 0.3516536
9070.0, 0.3516072
9080.0, 0.3515609
9090.0, 0.35151467
9100.0, 0.35146853
9110.0, 0.35142246
9120.0, 0.3513765
9130.0, 0.3513306
9140.0, 0.3512848
9150.0, 0.3512391
9160.0, 0.35119346
9170.0, 0.35114792
9180.0, 0.35110247
9190.0, 0.35105708
9200.0, 0.3510118
9210.0, 0.3509666
9220.0, 0.35092148
9230.0, 0.35087645
9240.0, 0.3508315
9250.0, 0.35078663
9260.0, 0.35074186
9270.0, 0.35069716
9280.0, 0.35065255
9290.0, 0.35060802
9300.0, 0.35056356
9310.0, 0.3505192
9320.0, 0.35047492
9330.0, 0.35043073
9340.0, 0.3503866
9350.0, 0.35034257
9360.0, 0.3502986
9370.0, 0.35025474
9380.0, 0.35021096
9390.0, 0.35016724
9400.0, 0.35012364
9410.0, 0.3500801
9420.0, 0.35003665
9430.0, 0.34999326
9440.0, 0.34994996
9450.0, 0.34990674
9460.0, 0.34986362
9470.0, 0.34982055
9480.0, 0.34977758
9490.0, 0.3497347
9500.0, 0.34969187
9510.0, 0.34964916
9520.0, 0.34960648
9530.0, 0.34956393
9540.0, 0.34952143
9550.0, 0.34947902
9560.0, 0.3494367
9570.0, 0.34939444
9580.0, 0.34935227
9590.0, 0.34931016
9600.0, 0.34926817
9610.0, 0.3492262
9620.0, 0.34918436
9630.0, 0.34914258
9640.0, 0.3491009
9650.0, 0.34905925
9660.0, 0.3490177
9670.0, 0.34897625
9680.0, 0.34893486
9690.0, 0.34889355
9700.0, 0.3488523
9710.0, 0.34881118
9720.0, 0.34877008
9730.0, 0.34872907
9740.0, 0.34868816
9750.0, 0.34864733
9760.0, 0.34860656
9770.0, 0.34856588
9780.0, 0.34852526
9790.0, 0.3484847
9800.0, 0.34844425
9810.0, 0.34840384
9820.0, 0.34836355
9830.0, 0.34832332
9840.0, 0.34828314
9850.0, 0.34824306
9860.0, 0.34820306
9870.0, 0.34816313
9880.0, 0.34812328
9890.0, 0.34808347
9900.0, 0.34804377
9910.0, 0.34800413
9920.0, 0.34796458
9930.0, 0.3479251
9940.0, 0.3478857
9950.0, 0.34784636
9960.0, 0.3478071
9970.0, 0.34776792
9980.0, 0.3477288
9990.0, 0.34768978
10000.0, 0.3476508
10010.0, 0.3476119
10020.0, 0.3475731
10030.0, 0.34753433
10040.0, 0.34749568
10050.0, 0.34745708
10060.0, 0.34741855
10070.0, 0.3473801
10080.0, 0.34734172
10090.0, 0.3473034
10100.0, 0.34726515
10110.0, 0.347227
10120.0, 0.3471889
10130.0, 0.3471509
10140.0, 0.34711292
10150.0, 0.34707507
10160.0, 0.34703726
10170.0, 0.34699953
10180.0, 0.34696186
10190.0, 0.34692428
10200.0, 0.34688675
10210.0, 0.3468493
10220.0, 0.34681192
10230.0, 0.3467746
10240.0, 0.34673738
10250.0, 0.34670022
10260.0, 0.34666312
10270.0, 0.3466261
10280.0, 0.34658915
10290.0, 0.34655225
10300.0, 0.34651545
10310.0, 0.3464787
10320.0, 0.346442
10330.0, 0.34640542
10340.0, 0.34636885
10350.0, 0.3463324
10360.0, 0.34629598
10370.0, 0.34625965
10380.0, 0.34622338
10390.0, 0.3461872
10400.0, 0.34615108
10410.0, 0.34611502
10420.0, 0.34607902
10430.0, 0.3460431
10440.0, 0.34600726
10450.0, 0.34597147
10460.0, 0.34593576
10470.0, 0.34590012
10480.0, 0.34586453
10490.0, 0.345829
10500.0, 0.34579358
10510.0, 0.3457582
10520.0, 0.34572288
10530.0, 0.34568763
10540.0, 0.34565246
10550.0, 0.34561732
10560.0, 0.3455823
10570.0, 0.34554732
10580.0, 0.3455124
10590.0, 0.34547755
10600.0, 0.34544277
10610.0, 0.34540805
10620.0, 0.34537342
10630.0, 0.34533882
10640.0, 0.3453043
10650.0, 0.34526986
10660.0, 0.34523547
10670.0, 0.34520116
10680.0, 0.3451669
10690.0, 0.3451327
10700.0, 0.34509858
10710.0, 0.34506452
10720.0, 0.34503052
10730.0, 0.3449966
10740.0, 0.34496272
10750.0, 0.34492892
10760.0, 0.34489518
10770.0, 0.3448615
10780.0, 0.3448279
10790.0, 0.34479436
10800.0, 0.34476086
10810.0, 0.34472746
10820.0, 0.3446941
10830.0, 0.34466082
10840.0, 0.3446276
10850.0, 0.34459442
10860.0, 0.3445613
10870.0, 0.34452826
10880.0, 0.3444953
10890.0, 0.3444624
10900.0, 0.34442952
10910.0, 0.34439674
10920.0, 0.34436402
10930.0, 0.34433135
10940.0, 0.34429875
10950.0, 0.3442662
10960.0, 0.34423372
10970.0, 0.34420133
10980.0, 0.34416896
10990.0, 0.3441367
11000.0, 0.34410444
11010.0, 0.34407225
11020.0, 0.34404016
11030.0, 0.34400812
11040.0, 0.3439761
11050.0, 0.3439442
11060.0, 0.34391233
11070.0, 0.34388053
11080.0, 0.3438488
11090.0, 0.3438171
11100.0, 0.34378546
11110.0, 0.34375393
11120.0, 0.34372243
11130.0, 0.34369096
11140.0, 0.3436596
11150.0, 0.3436283
11160.0, 0.34359702
11170.0, 0.3435658
11180.0, 0.34353465
11190.0, 0.3435036
11200.0, 0.34347254
11210.0, 0.3434416
11220.0, 0.34341067
11230.0, 0.34337986
11240.0, 0.34334904
11250.0, 0.3433183
11260.0, 0.34328765
11270.0, 0.34325704
11280.0, 0.3432265
11290.0, 0.34319597
11300.0, 0.34316555
11310.0, 0.34313518
11320.0, 0.34310484
11330.0, 0.3430746
11340.0, 0.34304437
11350.0, 0.34301424
11360.0, 0.34298414
11370.0, 0.34295413
11380.0, 0.34292415
11390.0, 0.34289423
11400.0, 0.34286436
11410.0, 0.34283456
11420.0, 0.34280482
11430.0, 0.34277514
11440.0, 0.34274548
11450.0, 0.34271592
11460.0, 0.34268638
11470.0, 0.3426569
11480.0, 0.34262753
11490.0, 0.34259817
11500.0, 0.34256887
11510.0, 0.34253964
11520.0, 0.34251046
11530.0, 0.34248132
11540.0, 0.34245226
11550.0, 0.34242323
11560.0, 0.3423943
11570.0, 0.34236538
11580.0, 0.34233654
11590.0, 0.34230772
11600.0, 0.342279
11610.0, 0.34225032
11620.0, 0.34222168
11630.0, 0.3421931
11640.0, 0.34216458
11650.0, 0.3421361
11660.0, 0.3421077
11670.0, 0.34207934
11680.0, 0.34205106
11690.0, 0.3420228
