Energy (in eV), SEEE yield of material te2k-NASCAP at isotropic incidence
   X,       Y
23300.0, 0.30729452
23310.0, 0.3071932
23320.0, 0.30709192
23330.0, 0.30699077
23340.0, 0.30688965
23350.0, 0.30678865
23360.0, 0.30668768
23370.0, 0.30658683
23380.0, 0.306486
23390.0, 0.3063853
23400.0, 0.3062846
23410.0, 0.30618408
23420.0, 0.3060836
23430.0, 0.30598316
23440.0, 0.30588287
23450.0, 0.3057826
23460.0, 0.30568242
23470.0, 0.30558226
23480.0, 0.3054822
23490.0, 0.30538228
23500.0, 0.30528238
23510.0, 0.30518255
23520.0, 0.3050828
23530.0, 0.30498314
23540.0, 0.30488357
23550.0, 0.30478406
23560.0, 0.30468464
23570.0, 0.30458525
23580.0, 0.30448598
23590.0, 0.30438673
23600.0, 0.3042876
23610.0, 0.30418852
23620.0, 0.3040895
23630.0, 0.30399066
23640.0, 0.30389178
23650.0, 0.30379298
23660.0, 0.30369428
23670.0, 0.3035957
23680.0, 0.3034971
23690.0, 0.30339867
23700.0, 0.3033002
23710.0, 0.3032019
23720.0, 0.3031037
23730.0, 0.30300552
23740.0, 0.30290738
23750.0, 0.30280933
23760.0, 0.30271137
23770.0, 0.30261347
23780.0, 0.30251563
23790.0, 0.30241784
23800.0, 0.30232018
23810.0, 0.30222258
23820.0, 0.3021251
23830.0, 0.3020276
23840.0, 0.30193025
23850.0, 0.3018329
23860.0, 0.30173567
23870.0, 0.30163848
23880.0, 0.30154142
23890.0, 0.30144438
23900.0, 0.30134743
23910.0, 0.30125058
23920.0, 0.30115375
23930.0, 0.30105704
23940.0, 0.30096033
23950.0, 0.3008637
23960.0, 0.3007672
23970.0, 0.30067077
23980.0, 0.3005744
23990.0, 0.30047804
24000.0, 0.3003818
24010.0, 0.30028567
24020.0, 0.30018955
24030.0, 0.30009353
24040.0, 0.29999754
24050.0, 0.2999017
24060.0, 0.29980585
24070.0, 0.29971012
24080.0, 0.2996144
24090.0, 0.29951876
24100.0, 0.29942328
24110.0, 0.2993278
24120.0, 0.2992324
24130.0, 0.29913712
24140.0, 0.2990418
24150.0, 0.29894665
24160.0, 0.2988515
24170.0, 0.29875645
24180.0, 0.29866147
24190.0, 0.29856655
24200.0, 0.29847175
24210.0, 0.29837698
24220.0, 0.29828227
24230.0, 0.29818764
24240.0, 0.29809302
24250.0, 0.29799858
24260.0, 0.2979041
24270.0, 0.29780978
24280.0, 0.29771543
24290.0, 0.29762125
24300.0, 0.29752716
24310.0, 0.29743302
24320.0, 0.29733902
24330.0, 0.29724506
24340.0, 0.29715118
24350.0, 0.29705736
24360.0, 0.2969636
24370.0, 0.29686993
24380.0, 0.29677635
24390.0, 0.2966828
24400.0, 0.29658934
24410.0, 0.2964959
24420.0, 0.2964026
24430.0, 0.29630926
24440.0, 0.2962161
24450.0, 0.29612294
24460.0, 0.2960299
24470.0, 0.2959369
24480.0, 0.29584396
24490.0, 0.2957511
24500.0, 0.2956583
24510.0, 0.29556558
24520.0, 0.29547292
24530.0, 0.2953803
24540.0, 0.29528776
24550.0, 0.29519528
24560.0, 0.2951029
24570.0, 0.2950106
24580.0, 0.2949183
24590.0, 0.29482612
24600.0, 0.29473397
24610.0, 0.29464188
24620.0, 0.2945499
24630.0, 0.29445797
24640.0, 0.2943661
24650.0, 0.29427427
24660.0, 0.29418254
24670.0, 0.2940909
24680.0, 0.29399925
24690.0, 0.2939077
24700.0, 0.29381624
24710.0, 0.29372486
24720.0, 0.2936335
24730.0, 0.2935422
24740.0, 0.29345098
24750.0, 0.29335982
24760.0, 0.2932688
24770.0, 0.29317775
24780.0, 0.2930868
24790.0, 0.2929959
24800.0, 0.29290503
24810.0, 0.2928143
24820.0, 0.2927236
24830.0, 0.29263297
24840.0, 0.2925424
24850.0, 0.29245192
24860.0, 0.29236147
24870.0, 0.29227108
24880.0, 0.2921808
24890.0, 0.29209056
24900.0, 0.29200035
24910.0, 0.29191026
24920.0, 0.29182017
24930.0, 0.29173017
24940.0, 0.29164022
24950.0, 0.29155043
24960.0, 0.29146057
24970.0, 0.2913709
24980.0, 0.2912812
24990.0, 0.29119158
25000.0, 0.29110202
25010.0, 0.29101253
25020.0, 0.29092315
25030.0, 0.29083374
25040.0, 0.2907445
25050.0, 0.29065526
25060.0, 0.29056612
25070.0, 0.29047698
25080.0, 0.29038793
25090.0, 0.29029894
25100.0, 0.29021
25110.0, 0.29012117
25120.0, 0.29003236
25130.0, 0.28994367
25140.0, 0.28985503
25150.0, 0.28976637
25160.0, 0.28967786
25170.0, 0.28958938
25180.0, 0.28950095
25190.0, 0.28941256
25200.0, 0.28932428
25210.0, 0.28923607
25220.0, 0.28914788
25230.0, 0.28905982
25240.0, 0.28897175
25250.0, 0.28888375
25260.0, 0.28879583
25270.0, 0.28870794
25280.0, 0.28862014
25290.0, 0.2885324
25300.0, 0.28844476
25310.0, 0.28835714
25320.0, 0.28826958
25330.0, 0.28818208
25340.0, 0.28809464
25350.0, 0.2880073
25360.0, 0.28791994
25370.0, 0.2878327
25380.0, 0.2877455
25390.0, 0.2876584
25400.0, 0.28757134
25410.0, 0.2874843
25420.0, 0.28739738
25430.0, 0.28731048
25440.0, 0.28722364
25450.0, 0.28713685
25460.0, 0.28705013
25470.0, 0.28696352
25480.0, 0.28687695
25490.0, 0.28679037
25500.0, 0.2867039
25510.0, 0.28661755
25520.0, 0.28653118
25530.0, 0.28644487
25540.0, 0.28635862
25550.0, 0.28627253
25560.0, 0.28618637
25570.0, 0.2861003
25580.0, 0.28601435
25590.0, 0.28592837
25600.0, 0.2858425
25610.0, 0.28575674
25620.0, 0.28567097
25630.0, 0.2855853
25640.0, 0.28549966
25650.0, 0.2854141
25660.0, 0.28532854
25670.0, 0.2852431
25680.0, 0.28515768
25690.0, 0.28507233
25700.0, 0.2849871
25710.0, 0.28490186
25720.0, 0.28481674
25730.0, 0.2847316
25740.0, 0.28464654
25750.0, 0.28456154
25760.0, 0.2844766
25770.0, 0.28439173
25780.0, 0.2843069
25790.0, 0.28422216
25800.0, 0.28413746
25810.0, 0.28405285
25820.0, 0.28396824
25830.0, 0.2838837
25840.0, 0.28379923
25850.0, 0.28371483
25860.0, 0.28363046
25870.0, 0.28354618
25880.0, 0.28346196
25890.0, 0.28337777
25900.0, 0.28329366
25910.0, 0.2832096
25920.0, 0.2831256
25930.0, 0.2830416
25940.0, 0.28295773
25950.0, 0.2828739
25960.0, 0.28279015
25970.0, 0.28270638
25980.0, 0.28262278
25990.0, 0.2825391
26000.0, 0.28245553
26010.0, 0.28237212
26020.0, 0.28228864
26030.0, 0.28220525
26040.0, 0.28212196
26050.0, 0.28203866
26060.0, 0.28195545
26070.0, 0.2818723
26080.0, 0.28178918
26090.0, 0.28170615
26100.0, 0.28162318
26110.0, 0.28154024
26120.0, 0.28145736
26130.0, 0.28137454
26140.0, 0.28129178
26150.0, 0.28120905
26160.0, 0.28112638
26170.0, 0.28104383
26180.0, 0.28096125
26190.0, 0.28087884
26200.0, 0.28079638
26210.0, 0.280714
26220.0, 0.28063172
26230.0, 0.2805494
26240.0, 0.2804672
26250.0, 0.28038505
26260.0, 0.28030303
26270.0, 0.28022093
26280.0, 0.28013897
26290.0, 0.28005698
26300.0, 0.27997515
26310.0, 0.27989334
26320.0, 0.27981156
26330.0, 0.27972984
26340.0, 0.2796482
26350.0, 0.2795666
26360.0, 0.2794851
26370.0, 0.2794036
26380.0, 0.27932218
26390.0, 0.27924073
26400.0, 0.2791594
26410.0, 0.2790781
26420.0, 0.27899688
26430.0, 0.27891573
26440.0, 0.2788346
26450.0, 0.2787536
26460.0, 0.27867264
26470.0, 0.27859166
26480.0, 0.27851075
26490.0, 0.2784299
26500.0, 0.27834916
26510.0, 0.27826837
26520.0, 0.2781877
26530.0, 0.27810702
26540.0, 0.2780265
26550.0, 0.27794603
26560.0, 0.27786556
26570.0, 0.27778512
26580.0, 0.27770475
26590.0, 0.27762443
26600.0, 0.27754423
26610.0, 0.277464
26620.0, 0.27738383
26630.0, 0.27730373
26640.0, 0.27722377
26650.0, 0.27714378
26660.0, 0.27706388
26670.0, 0.27698398
26680.0, 0.2769041
26690.0, 0.27682433
26700.0, 0.27674463
26710.0, 0.27666497
26720.0, 0.27658537
26730.0, 0.27650577
26740.0, 0.2764263
26750.0, 0.2763468
26760.0, 0.27626744
26770.0, 0.27618808
26780.0, 0.27610877
26790.0, 0.27602953
26800.0, 0.27595034
26810.0, 0.27587116
26820.0, 0.2757921
26830.0, 0.27571303
26840.0, 0.27563408
26850.0, 0.27555516
26860.0, 0.27547628
26870.0, 0.27539742
26880.0, 0.27531862
26890.0, 0.27523986
26900.0, 0.27516124
26910.0, 0.27508262
26920.0, 0.27500406
26930.0, 0.2749255
26940.0, 0.27484706
26950.0, 0.27476865
26960.0, 0.2746903
26970.0, 0.27461198
26980.0, 0.27453366
26990.0, 0.27445546
27000.0, 0.27437732
27010.0, 0.27429923
27020.0, 0.27422112
27030.0, 0.2741431
27040.0, 0.2740652
27050.0, 0.27398726
27060.0, 0.27390942
27070.0, 0.2738316
27080.0, 0.27375382
27090.0, 0.27367613
27100.0, 0.27359852
27110.0, 0.27352092
27120.0, 0.27344334
27130.0, 0.27336586
27140.0, 0.2732884
27150.0, 0.27321097
27160.0, 0.27313364
27170.0, 0.27305636
27180.0, 0.27297905
27190.0, 0.27290186
27200.0, 0.27282476
27210.0, 0.27274767
27220.0, 0.27267057
27230.0, 0.27259362
27240.0, 0.27251664
27250.0, 0.27243975
27260.0, 0.27236292
27270.0, 0.27228606
27280.0, 0.27220938
27290.0, 0.27213266
27300.0, 0.272056
27310.0, 0.27197945
27320.0, 0.27190286
27330.0, 0.27182636
27340.0, 0.2717499
27350.0, 0.27167353
27360.0, 0.27159715
27370.0, 0.27152082
27380.0, 0.27144465
27390.0, 0.27136835
27400.0, 0.27129224
27410.0, 0.27121612
27420.0, 0.27114007
27430.0, 0.27106404
27440.0, 0.27098808
27450.0, 0.27091217
27460.0, 0.27083632
27470.0, 0.27076054
27480.0, 0.27068475
27490.0, 0.27060905
27500.0, 0.27053338
27510.0, 0.27045777
27520.0, 0.27038217
27530.0, 0.27030668
27540.0, 0.27023113
27550.0, 0.27015576
27560.0, 0.2700804
27570.0, 0.27000505
27580.0, 0.2699298
27590.0, 0.26985458
27600.0, 0.26977932
27610.0, 0.26970416
27620.0, 0.26962912
27630.0, 0.26955408
27640.0, 0.2694791
27650.0, 0.26940414
27660.0, 0.26932922
27670.0, 0.26925442
27680.0, 0.26917964
27690.0, 0.26910484
27700.0, 0.26903015
27710.0, 0.26895553
27720.0, 0.26888084
27730.0, 0.26880634
27740.0, 0.26873177
27750.0, 0.26865733
27760.0, 0.26858288
27770.0, 0.26850855
27780.0, 0.2684342
27790.0, 0.26835993
27800.0, 0.26828575
27810.0, 0.2682115
27820.0, 0.2681374
27830.0, 0.2680633
27840.0, 0.26798925
27850.0, 0.26791522
27860.0, 0.2678413
27870.0, 0.26776743
27880.0, 0.26769355
27890.0, 0.26761976
27900.0, 0.26754603
27910.0, 0.26747227
27920.0, 0.26739857
27930.0, 0.26732498
27940.0, 0.2672514
27950.0, 0.2671779
27960.0, 0.26710442
27970.0, 0.26703098
27980.0, 0.26695758
27990.0, 0.26688424
28000.0, 0.26681098
28010.0, 0.26673767
28020.0, 0.26666448
28030.0, 0.26659134
28040.0, 0.2665182
28050.0, 0.26644516
28060.0, 0.26637214
28070.0, 0.2662992
28080.0, 0.26622623
28090.0, 0.26615334
28100.0, 0.2660805
28110.0, 0.2660077
28120.0, 0.26593494
28130.0, 0.2658623
28140.0, 0.26578963
28150.0, 0.26571703
28160.0, 0.26564443
28170.0, 0.26557192
28180.0, 0.2654995
28190.0, 0.26542705
28200.0, 0.26535466
28210.0, 0.2652823
28220.0, 0.26521
28230.0, 0.2651378
28240.0, 0.26506564
28250.0, 0.26499346
28260.0, 0.26492134
28270.0, 0.26484928
28280.0, 0.26477724
28290.0, 0.26470527
28300.0, 0.26463333
28310.0, 0.26456147
28320.0, 0.2644896
28330.0, 0.26441783
28340.0, 0.2643461
28350.0, 0.26427436
28360.0, 0.2642027
28370.0, 0.26413104
28380.0, 0.26405954
28390.0, 0.26398802
28400.0, 0.26391652
28410.0, 0.2638451
28420.0, 0.26377374
28430.0, 0.26370233
28440.0, 0.26363102
28450.0, 0.26355973
28460.0, 0.26348853
28470.0, 0.2634174
28480.0, 0.26334623
28490.0, 0.26327518
28500.0, 0.2632041
28510.0, 0.2631331
28520.0, 0.2630622
28530.0, 0.2629913
28540.0, 0.26292044
28550.0, 0.2628496
28560.0, 0.26277882
28570.0, 0.2627081
28580.0, 0.26263738
28590.0, 0.26256675
28600.0, 0.26249614
28610.0, 0.26242563
28620.0, 0.26235512
28630.0, 0.26228464
28640.0, 0.2622142
28650.0, 0.26214382
28660.0, 0.2620735
28670.0, 0.26200318
28680.0, 0.26193294
28690.0, 0.26186273
28700.0, 0.2617925
28710.0, 0.26172245
28720.0, 0.26165238
28730.0, 0.26158234
28740.0, 0.26151234
28750.0, 0.26144236
28760.0, 0.26137245
28770.0, 0.2613026
28780.0, 0.26123276
28790.0, 0.26116297
28800.0, 0.26109326
28810.0, 0.26102355
28820.0, 0.2609539
28830.0, 0.2608843
28840.0, 0.26081476
28850.0, 0.26074523
28860.0, 0.2606757
28870.0, 0.2606063
28880.0, 0.2605369
28890.0, 0.26046753
28900.0, 0.26039827
28910.0, 0.26032898
28920.0, 0.26025972
28930.0, 0.26019055
28940.0, 0.26012138
28950.0, 0.26005226
28960.0, 0.25998324
28970.0, 0.25991425
28980.0, 0.25984526
28990.0, 0.25977635
29000.0, 0.25970745
29010.0, 0.2596386
29020.0, 0.2595698
29030.0, 0.25950104
29040.0, 0.2594323
29050.0, 0.25936362
29060.0, 0.25929502
29070.0, 0.2592264
29080.0, 0.25915784
29090.0, 0.25908932
29100.0, 0.25902084
29110.0, 0.25895244
29120.0, 0.25888407
29130.0, 0.2588157
29140.0, 0.2587474
29150.0, 0.25867912
29160.0, 0.2586109
29170.0, 0.25854272
29180.0, 0.25847462
29190.0, 0.2584065
29200.0, 0.25833842
29210.0, 0.2582704
29220.0, 0.25820246
29230.0, 0.2581345
29240.0, 0.2580666
29250.0, 0.25799873
29260.0, 0.25793093
29270.0, 0.2578632
29280.0, 0.25779548
29290.0, 0.25772774
29300.0, 0.2576601
29310.0, 0.25759253
29320.0, 0.25752497
29330.0, 0.25745744
29340.0, 0.25738993
29350.0, 0.2573225
29360.0, 0.2572551
29370.0, 0.25718772
29380.0, 0.25712043
29390.0, 0.2570531
29400.0, 0.2569859
29410.0, 0.25691867
29420.0, 0.25685155
29430.0, 0.25678438
29440.0, 0.2567173
29450.0, 0.25665027
29460.0, 0.2565833
29470.0, 0.25651634
29480.0, 0.25644937
29490.0, 0.25638252
29500.0, 0.2563157
29510.0, 0.2562489
29520.0, 0.25618213
29530.0, 0.25611538
29540.0, 0.2560487
29550.0, 0.25598213
29560.0, 0.25591552
29570.0, 0.25584894
29580.0, 0.2557824
29590.0, 0.25571594
29600.0, 0.25564948
29610.0, 0.2555831
29620.0, 0.2555167
29630.0, 0.25545043
29640.0, 0.25538415
29650.0, 0.2553179
29660.0, 0.2552517
29670.0, 0.25518554
29680.0, 0.25511938
29690.0, 0.25505334
29700.0, 0.25498724
29710.0, 0.2549213
29720.0, 0.2548553
29730.0, 0.25478935
29740.0, 0.2547235
29750.0, 0.25465766
29760.0, 0.25459182
29770.0, 0.25452608
29780.0, 0.2544603
29790.0, 0.25439462
29800.0, 0.254329
29810.0, 0.25426337
29820.0, 0.2541978
29830.0, 0.25413224
29840.0, 0.25406677
29850.0, 0.25400126
29860.0, 0.25393587
29870.0, 0.2538705
29880.0, 0.25380513
29890.0, 0.25373986
29900.0, 0.25367457
29910.0, 0.25360936
29920.0, 0.25354415
29930.0, 0.25347897
29940.0, 0.2534139
29950.0, 0.2533488
29960.0, 0.25328377
29970.0, 0.2532188
29980.0, 0.25315383
29990.0, 0.2530889
30000.0, 0.25302404
