Energy (in eV), SEEE yield of material te2k-NASCAP at isotropic incidence
   X,       Y
11650.0, 0.5231259
11660.0, 0.52278215
11670.0, 0.52243894
11680.0, 0.5220964
11690.0, 0.5217542
11700.0, 0.52141255
11710.0, 0.5210714
11720.0, 0.5207308
11730.0, 0.52039075
11740.0, 0.5200512
11750.0, 0.51971203
11760.0, 0.5193735
11770.0, 0.51903546
11780.0, 0.5186978
11790.0, 0.51836073
11800.0, 0.5180242
11810.0, 0.5176881
11820.0, 0.5173526
11830.0, 0.51701754
11840.0, 0.5166829
11850.0, 0.51634884
11860.0, 0.5160153
11870.0, 0.5156823
11880.0, 0.5153496
11890.0, 0.51501757
11900.0, 0.514686
11910.0, 0.5143549
11920.0, 0.5140243
11930.0, 0.5136941
11940.0, 0.51336443
11950.0, 0.51303536
11960.0, 0.51270664
11970.0, 0.51237845
11980.0, 0.51205075
11990.0, 0.51172346
12000.0, 0.5113967
12010.0, 0.51107043
12020.0, 0.51074463
12030.0, 0.51041937
12040.0, 0.5100944
12050.0, 0.5097701
12060.0, 0.5094462
12070.0, 0.5091227
12080.0, 0.5087998
12090.0, 0.5084774
12100.0, 0.50815535
12110.0, 0.5078338
12120.0, 0.5075126
12130.0, 0.507192
12140.0, 0.5068719
12150.0, 0.50655234
12160.0, 0.506233
12170.0, 0.5059142
12180.0, 0.50559586
12190.0, 0.50527805
12200.0, 0.5049607
12210.0, 0.5046438
12220.0, 0.5043273
12230.0, 0.5040113
12240.0, 0.5036957
12250.0, 0.50338054
12260.0, 0.5030659
12270.0, 0.5027516
12280.0, 0.50243795
12290.0, 0.50212467
12300.0, 0.50181174
12310.0, 0.50149935
12320.0, 0.50118744
12330.0, 0.50087583
12340.0, 0.5005648
12350.0, 0.50025403
12360.0, 0.49994388
12370.0, 0.49963415
12380.0, 0.49932483
12390.0, 0.49901602
12400.0, 0.49870753
12410.0, 0.49839956
12420.0, 0.498092
12430.0, 0.49778488
12440.0, 0.49747822
12450.0, 0.49717194
12460.0, 0.49686608
12470.0, 0.49656066
12480.0, 0.4962558
12490.0, 0.49595124
12500.0, 0.495647
12510.0, 0.49534336
12520.0, 0.49504018
12530.0, 0.49473736
12540.0, 0.49443486
12550.0, 0.49413294
12560.0, 0.49383134
12570.0, 0.49353027
12580.0, 0.49322957
12590.0, 0.49292925
12600.0, 0.49262938
12610.0, 0.49232993
12620.0, 0.4920309
12630.0, 0.4917322
12640.0, 0.49143398
12650.0, 0.49113622
12660.0, 0.4908389
12670.0, 0.49054193
12680.0, 0.4902454
12690.0, 0.48994923
12700.0, 0.48965353
12710.0, 0.4893582
12720.0, 0.48906323
12730.0, 0.4887688
12740.0, 0.48847467
12750.0, 0.488181
12760.0, 0.4878877
12770.0, 0.4875948
12780.0, 0.48730233
12790.0, 0.4870103
12800.0, 0.48671854
12810.0, 0.4864273
12820.0, 0.48613644
12830.0, 0.48584598
12840.0, 0.4855559
12850.0, 0.48526615
12860.0, 0.48497692
12870.0, 0.48468807
12880.0, 0.48439956
12890.0, 0.4841114
12900.0, 0.48382375
12910.0, 0.48353642
12920.0, 0.48324952
12930.0, 0.48296294
12940.0, 0.4826768
12950.0, 0.48239115
12960.0, 0.48210567
12970.0, 0.48182067
12980.0, 0.48153612
12990.0, 0.48125198
13000.0, 0.48096806
13010.0, 0.48068467
13020.0, 0.4804016
13030.0, 0.48011887
13040.0, 0.47983667
13050.0, 0.4795547
13060.0, 0.47927317
13070.0, 0.47899204
13080.0, 0.47871128
13090.0, 0.4784309
13100.0, 0.47815084
13110.0, 0.47787127
13120.0, 0.47759193
13130.0, 0.47731304
13140.0, 0.47703454
13150.0, 0.47675636
13160.0, 0.47647858
13170.0, 0.4762012
13180.0, 0.47592416
13190.0, 0.47564754
13200.0, 0.47537124
13210.0, 0.4750953
13220.0, 0.47481972
13230.0, 0.47454458
13240.0, 0.47426972
13250.0, 0.47399527
13260.0, 0.47372112
13270.0, 0.4734474
13280.0, 0.47317407
13290.0, 0.47290105
13300.0, 0.47262844
13310.0, 0.47235608
13320.0, 0.47208416
13330.0, 0.47181264
13340.0, 0.4715414
13350.0, 0.47127053
13360.0, 0.47100005
13370.0, 0.4707299
13380.0, 0.47046018
13390.0, 0.47019067
13400.0, 0.4699216
13410.0, 0.46965292
13420.0, 0.46938458
13430.0, 0.46911657
13440.0, 0.46884885
13450.0, 0.46858153
13460.0, 0.46831465
13470.0, 0.46804804
13480.0, 0.46778172
13490.0, 0.46751574
13500.0, 0.4672502
13510.0, 0.46698496
13520.0, 0.46672013
13530.0, 0.4664556
13540.0, 0.46619132
13550.0, 0.4659275
13560.0, 0.46566397
13570.0, 0.4654009
13580.0, 0.46513802
13590.0, 0.46487552
13600.0, 0.46461344
13610.0, 0.4643515
13620.0, 0.46409008
13630.0, 0.463829
13640.0, 0.46356818
13650.0, 0.46330774
13660.0, 0.46304756
13670.0, 0.46278784
13680.0, 0.46252838
13690.0, 0.46226922
13700.0, 0.4620105
13710.0, 0.46175197
13720.0, 0.4614939
13730.0, 0.46123612
13740.0, 0.46097866
13750.0, 0.46072155
13760.0, 0.4604647
13770.0, 0.4602082
13780.0, 0.45995215
13790.0, 0.45969635
13800.0, 0.4594408
13810.0, 0.4591856
13820.0, 0.4589308
13830.0, 0.45867622
13840.0, 0.45842203
13850.0, 0.4581682
13860.0, 0.4579147
13870.0, 0.45766148
13880.0, 0.45740855
13890.0, 0.45715594
13900.0, 0.4569037
13910.0, 0.45665175
13920.0, 0.45640013
13930.0, 0.4561488
13940.0, 0.4558978
13950.0, 0.45564717
13960.0, 0.4553968
13970.0, 0.4551468
13980.0, 0.45489705
13990.0, 0.4546477
14000.0, 0.45439857
14010.0, 0.45414975
14020.0, 0.45390126
14030.0, 0.45365307
14040.0, 0.45340532
14050.0, 0.45315775
14060.0, 0.4529105
14070.0, 0.45266366
14080.0, 0.452417
14090.0, 0.4521707
14100.0, 0.45192465
14110.0, 0.45167902
14120.0, 0.45143366
14130.0, 0.4511886
14140.0, 0.45094377
14150.0, 0.45069936
14160.0, 0.45045513
14170.0, 0.45021135
14180.0, 0.44996777
14190.0, 0.44972453
14200.0, 0.4494815
14210.0, 0.4492389
14220.0, 0.4489966
14230.0, 0.44875455
14240.0, 0.44851273
14250.0, 0.44827127
14260.0, 0.44803023
14270.0, 0.4477893
14280.0, 0.44754875
14290.0, 0.4473085
14300.0, 0.44706848
14310.0, 0.44682893
14320.0, 0.4465895
14330.0, 0.4463504
14340.0, 0.44611156
14350.0, 0.4458731
14360.0, 0.445635
14370.0, 0.44539702
14380.0, 0.44515944
14390.0, 0.44492203
14400.0, 0.44468507
14410.0, 0.44444832
14420.0, 0.44421184
14430.0, 0.4439757
14440.0, 0.4437398
14450.0, 0.44350418
14460.0, 0.44326892
14470.0, 0.44303387
14480.0, 0.44279915
14490.0, 0.4425647
14500.0, 0.44233057
14510.0, 0.44209665
14520.0, 0.44186306
14530.0, 0.44162977
14540.0, 0.44139674
14550.0, 0.44116396
14560.0, 0.4409315
14570.0, 0.44069934
14580.0, 0.4404674
14590.0, 0.44023582
14600.0, 0.44000444
14610.0, 0.43977344
14620.0, 0.4395426
14630.0, 0.43931207
14640.0, 0.4390819
14650.0, 0.43885192
14660.0, 0.43862224
14670.0, 0.4383928
14680.0, 0.43816373
14690.0, 0.4379349
14700.0, 0.43770626
14710.0, 0.43747798
14720.0, 0.43724993
14730.0, 0.4370222
14740.0, 0.4367947
14750.0, 0.43656752
14760.0, 0.43634057
14770.0, 0.4361138
14780.0, 0.43588752
14790.0, 0.43566132
14800.0, 0.43543547
14810.0, 0.43520987
14820.0, 0.43498453
14830.0, 0.43475947
14840.0, 0.43453473
14850.0, 0.43431014
14860.0, 0.4340859
14870.0, 0.4338619
14880.0, 0.43363824
14890.0, 0.43341467
14900.0, 0.43319154
14910.0, 0.4329686
14920.0, 0.43274593
14930.0, 0.43252352
14940.0, 0.43230137
14950.0, 0.43207946
14960.0, 0.43185788
14970.0, 0.43163654
14980.0, 0.43141544
14990.0, 0.43119454
15000.0, 0.43097395
15010.0, 0.43075365
15020.0, 0.43053356
15030.0, 0.4303138
15040.0, 0.43009415
15050.0, 0.4298749
15060.0, 0.42965588
15070.0, 0.42943707
15080.0, 0.42921865
15090.0, 0.4290003
15100.0, 0.42878225
15110.0, 0.42856452
15120.0, 0.42834705
15130.0, 0.42812976
15140.0, 0.42791277
15150.0, 0.42769605
15160.0, 0.42747954
15170.0, 0.42726326
15180.0, 0.4270473
15190.0, 0.4268315
15200.0, 0.42661604
15210.0, 0.4264008
15220.0, 0.4261858
15230.0, 0.42597112
15240.0, 0.42575654
15250.0, 0.4255424
15260.0, 0.42532834
15270.0, 0.42511457
15280.0, 0.42490104
15290.0, 0.4246878
15300.0, 0.42447487
15310.0, 0.424262
15320.0, 0.42404947
15330.0, 0.42383718
15340.0, 0.4236252
15350.0, 0.42341337
15360.0, 0.4232018
15370.0, 0.4229905
15380.0, 0.4227794
15390.0, 0.4225686
15400.0, 0.42235807
15410.0, 0.42214772
15420.0, 0.42193758
15430.0, 0.4217277
15440.0, 0.42151812
15450.0, 0.42130867
15460.0, 0.42109957
15470.0, 0.42089063
15480.0, 0.42068198
15490.0, 0.42047355
15500.0, 0.4202654
15510.0, 0.42005742
15520.0, 0.41984966
15530.0, 0.4196422
15540.0, 0.4194349
15550.0, 0.41922796
15560.0, 0.41902113
15570.0, 0.41881454
15580.0, 0.4186083
15590.0, 0.4184022
15600.0, 0.41819626
15610.0, 0.41799068
15620.0, 0.41778538
15630.0, 0.4175802
15640.0, 0.4173753
15650.0, 0.41717055
15660.0, 0.41696608
15670.0, 0.41676193
15680.0, 0.4165579
15690.0, 0.41635412
15700.0, 0.41615057
15710.0, 0.41594726
15720.0, 0.41574416
15730.0, 0.41554132
15740.0, 0.4153387
15750.0, 0.41513625
15760.0, 0.41493413
15770.0, 0.41473216
15780.0, 0.4145304
15790.0, 0.41432887
15800.0, 0.41412762
15810.0, 0.41392654
15820.0, 0.4137258
15830.0, 0.41352516
15840.0, 0.4133248
15850.0, 0.41312453
15860.0, 0.41292468
15870.0, 0.412725
15880.0, 0.41252545
15890.0, 0.41232616
15900.0, 0.4121271
15910.0, 0.41192833
15920.0, 0.4117297
15930.0, 0.4115313
15940.0, 0.41133314
15950.0, 0.4111352
15960.0, 0.41093746
15970.0, 0.41073993
15980.0, 0.41054267
15990.0, 0.41034558
16000.0, 0.41014874
16010.0, 0.409952
16020.0, 0.4097556
16030.0, 0.4095594
16040.0, 0.4093634
16050.0, 0.40916762
16060.0, 0.40897208
16070.0, 0.4087767
16080.0, 0.40858155
16090.0, 0.40838668
16100.0, 0.40819192
16110.0, 0.4079974
16120.0, 0.4078031
16130.0, 0.4076091
16140.0, 0.40741527
16150.0, 0.4072216
16160.0, 0.40702814
16170.0, 0.40683487
16180.0, 0.40664184
16190.0, 0.40644908
16200.0, 0.40625647
16210.0, 0.40606412
16220.0, 0.40587187
16230.0, 0.40567994
16240.0, 0.40548816
16250.0, 0.4052966
16260.0, 0.40510532
16270.0, 0.4049141
16280.0, 0.4047232
16290.0, 0.4045325
16300.0, 0.40434197
16310.0, 0.40415168
16320.0, 0.40396157
16330.0, 0.40377167
16340.0, 0.40358192
16350.0, 0.4033925
16360.0, 0.4032032
16370.0, 0.40301406
16380.0, 0.40282527
16390.0, 0.40263653
16400.0, 0.40244803
16410.0, 0.40225974
16420.0, 0.4020717
16430.0, 0.40188384
16440.0, 0.40169618
16450.0, 0.40150866
16460.0, 0.40132147
16470.0, 0.4011344
16480.0, 0.40094754
16490.0, 0.40076083
16500.0, 0.4005744
16510.0, 0.4003881
16520.0, 0.40020204
16530.0, 0.40001622
16540.0, 0.3998305
16550.0, 0.39964506
16560.0, 0.3994598
16570.0, 0.39927474
16580.0, 0.39908984
16590.0, 0.39890507
16600.0, 0.39872062
16610.0, 0.3985363
16620.0, 0.3983522
16630.0, 0.39816839
16640.0, 0.3979846
16650.0, 0.3978011
16660.0, 0.39761776
16670.0, 0.39743465
16680.0, 0.39725175
16690.0, 0.39706898
16700.0, 0.3968865
16710.0, 0.3967041
16720.0, 0.396522
16730.0, 0.39633998
16740.0, 0.3961582
16750.0, 0.39597666
16760.0, 0.3957952
16770.0, 0.395614
16780.0, 0.39543298
16790.0, 0.39525217
16800.0, 0.39507154
16810.0, 0.3948911
16820.0, 0.39471087
16830.0, 0.39453074
16840.0, 0.39435095
16850.0, 0.39417124
16860.0, 0.3939917
16870.0, 0.39381242
16880.0, 0.39363328
16890.0, 0.3934543
16900.0, 0.39327562
16910.0, 0.39309704
16920.0, 0.39291862
16930.0, 0.3927404
16940.0, 0.39256242
16950.0, 0.39238465
16960.0, 0.39220697
16970.0, 0.39202955
16980.0, 0.39185226
16990.0, 0.39167517
17000.0, 0.3914983
17010.0, 0.39132154
17020.0, 0.39114502
17030.0, 0.39096865
17040.0, 0.39079252
17050.0, 0.39061654
17060.0, 0.3904407
17070.0, 0.3902651
17080.0, 0.3900896
17090.0, 0.3899144
17100.0, 0.38973925
17110.0, 0.38956437
17120.0, 0.38938963
17130.0, 0.38921517
17140.0, 0.38904083
17150.0, 0.38886657
17160.0, 0.3886926
17170.0, 0.38851878
17180.0, 0.38834512
17190.0, 0.38817164
17200.0, 0.38799834
17210.0, 0.38782525
17220.0, 0.38765237
17230.0, 0.38747957
17240.0, 0.38730702
17250.0, 0.38713455
17260.0, 0.38696232
17270.0, 0.3867903
17280.0, 0.3866184
17290.0, 0.38644668
17300.0, 0.3862752
17310.0, 0.3861039
17320.0, 0.38593268
17330.0, 0.38576165
17340.0, 0.38559085
17350.0, 0.38542014
17360.0, 0.38524967
17370.0, 0.38507935
17380.0, 0.38490927
17390.0, 0.3847393
17400.0, 0.3845695
17410.0, 0.3843999
17420.0, 0.3842304
17430.0, 0.38406113
17440.0, 0.38389206
17450.0, 0.38372308
17460.0, 0.3835544
17470.0, 0.38338575
17480.0, 0.38321733
17490.0, 0.3830491
17500.0, 0.38288102
17510.0, 0.38271308
17520.0, 0.3825453
17530.0, 0.38237768
17540.0, 0.38221034
17550.0, 0.38204315
17560.0, 0.38187602
17570.0, 0.38170913
17580.0, 0.38154235
17590.0, 0.38137582
17600.0, 0.38120943
17610.0, 0.38104317
17620.0, 0.38087705
17630.0, 0.38071126
17640.0, 0.3805455
17650.0, 0.38037992
17660.0, 0.38021448
17670.0, 0.3800492
17680.0, 0.37988412
17690.0, 0.37971923
17700.0, 0.37955448
17710.0, 0.37938994
17720.0, 0.37922552
17730.0, 0.37906128
17740.0, 0.3788972
17750.0, 0.37873325
17760.0, 0.37856954
17770.0, 0.3784058
17780.0, 0.37824243
17790.0, 0.37807912
17800.0, 0.377916
17810.0, 0.37775308
17820.0, 0.37759027
17830.0, 0.37742767
17840.0, 0.37726516
17850.0, 0.37710285
17860.0, 0.37694073
17870.0, 0.37677866
17880.0, 0.37661693
17890.0, 0.37645522
17900.0, 0.37629366
17910.0, 0.37613234
17920.0, 0.37597117
17930.0, 0.37581012
17940.0, 0.37564918
17950.0, 0.37548852
17960.0, 0.37532797
17970.0, 0.37516755
17980.0, 0.37500733
17990.0, 0.37484717
18000.0, 0.37468725
18010.0, 0.37452745
18020.0, 0.37436786
18030.0, 0.37420845
18040.0, 0.37404904
18050.0, 0.37388992
18060.0, 0.37373093
18070.0, 0.37357208
18080.0, 0.37341347
18090.0, 0.37325487
18100.0, 0.3730965
18110.0, 0.37293828
18120.0, 0.37278017
18130.0, 0.3726223
18140.0, 0.3724645
18150.0, 0.3723069
18160.0, 0.37214947
18170.0, 0.37199217
18180.0, 0.37183502
18190.0, 0.37167796
18200.0, 0.37152115
18210.0, 0.37136447
18220.0, 0.37120792
18230.0, 0.37105155
18240.0, 0.37089524
18250.0, 0.37073922
18260.0, 0.37058327
18270.0, 0.3704275
18280.0, 0.3702718
18290.0, 0.37011632
18300.0, 0.36996105
18310.0, 0.36980584
18320.0, 0.36965075
18330.0, 0.3694959
18340.0, 0.36934116
18350.0, 0.36918655
18360.0, 0.3690321
18370.0, 0.3688778
18380.0, 0.3687237
18390.0, 0.36856973
18400.0, 0.36841583
18410.0, 0.3682621
18420.0, 0.3681086
18430.0, 0.36795512
18440.0, 0.36780187
18450.0, 0.36764884
18460.0, 0.36749586
18470.0, 0.36734304
18480.0, 0.3671903
18490.0, 0.3670378
18500.0, 0.36688542
18510.0, 0.36673316
18520.0, 0.36658108
18530.0, 0.36642912
18540.0, 0.3662773
18550.0, 0.3661257
18560.0, 0.3659741
18570.0, 0.36582276
18580.0, 0.36567155
18590.0, 0.36552048
18600.0, 0.36536944
18610.0, 0.36521867
18620.0, 0.36506805
18630.0, 0.36491752
18640.0, 0.36476716
18650.0, 0.3646169
18660.0, 0.36446682
18670.0, 0.36431688
18680.0, 0.3641671
18690.0, 0.3640174
18700.0, 0.3638679
18710.0, 0.36371854
18720.0, 0.36356932
18730.0, 0.3634202
18740.0, 0.36327124
18750.0, 0.36312237
18760.0, 0.36297372
18770.0, 0.36282519
18780.0, 0.3626768
18790.0, 0.36252853
18800.0, 0.36238042
18810.0, 0.36223242
18820.0, 0.36208463
18830.0, 0.36193687
18840.0, 0.36178932
18850.0, 0.36164182
18860.0, 0.36149463
18870.0, 0.3613474
18880.0, 0.36120045
18890.0, 0.3610536
18900.0, 0.3609068
18910.0, 0.3607602
18920.0, 0.3606137
18930.0, 0.3604674
18940.0, 0.36032116
18950.0, 0.3601751
18960.0, 0.36002925
18970.0, 0.35988343
18980.0, 0.3597378
18990.0, 0.3595923
19000.0, 0.35944688
19010.0, 0.35930163
19020.0, 0.35915652
19030.0, 0.3590116
19040.0, 0.3588667
19050.0, 0.35872203
19060.0, 0.35857746
19070.0, 0.35843298
19080.0, 0.3582887
19090.0, 0.3581445
19100.0, 0.3580005
19110.0, 0.3578566
19120.0, 0.35771278
19130.0, 0.35756916
19140.0, 0.35742566
19150.0, 0.35728225
19160.0, 0.35713905
19170.0, 0.3569959
19180.0, 0.3568529
19190.0, 0.35671005
19200.0, 0.35656735
19210.0, 0.3564248
19220.0, 0.3562823
19230.0, 0.35614002
19240.0, 0.3559978
19250.0, 0.35585576
19260.0, 0.3557138
19270.0, 0.35557196
19280.0, 0.35543028
19290.0, 0.35528874
19300.0, 0.35514733
19310.0, 0.35500607
19320.0, 0.35486495
19330.0, 0.3547239
19340.0, 0.354583
19350.0, 0.35444218
19360.0, 0.35430154
19370.0, 0.35416105
19380.0, 0.35402066
19390.0, 0.3538804
19400.0, 0.35374027
19410.0, 0.3536003
19420.0, 0.35346034
19430.0, 0.35332066
19440.0, 0.35318103
19450.0, 0.35304153
19460.0, 0.35290214
19470.0, 0.3527629
19480.0, 0.3526238
19490.0, 0.3524848
19500.0, 0.3523459
19510.0, 0.35220718
19520.0, 0.35206857
19530.0, 0.3519301
19540.0, 0.3517917
19550.0, 0.3516535
19560.0, 0.35151535
19570.0, 0.3513774
19580.0, 0.35123953
19590.0, 0.35110176
19600.0, 0.3509641
19610.0, 0.3508266
19620.0, 0.3506893
19630.0, 0.35055208
19640.0, 0.35041487
19650.0, 0.35027793
19660.0, 0.35014105
19670.0, 0.35000426
19680.0, 0.34986764
19690.0, 0.34973115
19700.0, 0.34959474
19710.0, 0.34945846
19720.0, 0.34932238
19730.0, 0.34918636
19740.0, 0.3490504
19750.0, 0.34891462
19760.0, 0.34877896
19770.0, 0.34864348
19780.0, 0.348508
19790.0, 0.3483727
19800.0, 0.34823757
19810.0, 0.3481025
19820.0, 0.3479676
19830.0, 0.34783274
19840.0, 0.34769806
19850.0, 0.3475635
19860.0, 0.34742907
19870.0, 0.34729472
19880.0, 0.34716046
19890.0, 0.3470264
19900.0, 0.34689245
19910.0, 0.34675854
19920.0, 0.3466248
19930.0, 0.3464912
19940.0, 0.3463577
19950.0, 0.34622434
19960.0, 0.34609103
19970.0, 0.34595793
19980.0, 0.34582487
19990.0, 0.34569198
20000.0, 0.34555918
20010.0, 0.34542644
20020.0, 0.34529394
20030.0, 0.34516144
20040.0, 0.34502912
20050.0, 0.3448969
20060.0, 0.34476483
20070.0, 0.34463286
20080.0, 0.34450096
20090.0, 0.3443692
20100.0, 0.3442376
20110.0, 0.34410605
20120.0, 0.34397465
20130.0, 0.34384343
20140.0, 0.34371224
20150.0, 0.34358117
20160.0, 0.34345022
20170.0, 0.34331936
20180.0, 0.34318864
20190.0, 0.34305808
20200.0, 0.34292755
20210.0, 0.34279725
20220.0, 0.34266695
20230.0, 0.3425368
20240.0, 0.3424068
20250.0, 0.34227687
20260.0, 0.34214702
20270.0, 0.34201738
20280.0, 0.34188777
20290.0, 0.34175834
20300.0, 0.341629
20310.0, 0.34149978
20320.0, 0.34137064
20330.0, 0.3412416
20340.0, 0.3411127
20350.0, 0.3409839
20360.0, 0.34085524
20370.0, 0.3407266
20380.0, 0.3405982
20390.0, 0.3404699
20400.0, 0.34034163
20410.0, 0.34021354
20420.0, 0.3400855
20430.0, 0.33995757
20440.0, 0.33982977
20450.0, 0.3397021
20460.0, 0.33957455
20470.0, 0.33944708
20480.0, 0.3393197
20490.0, 0.33919248
20500.0, 0.33906534
20510.0, 0.33893836
20520.0, 0.3388114
20530.0, 0.3386846
20540.0, 0.3385579
20550.0, 0.33843133
20560.0, 0.33830488
20570.0, 0.3381785
20580.0, 0.3380522
20590.0, 0.33792606
20600.0, 0.33780003
20610.0, 0.3376741
20620.0, 0.33754826
20630.0, 0.33742255
20640.0, 0.3372969
20650.0, 0.3371714
20660.0, 0.33704603
20670.0, 0.3369207
20680.0, 0.33679554
20690.0, 0.3366704
20700.0, 0.33654547
20710.0, 0.33642063
20720.0, 0.33629587
20730.0, 0.33617115
20740.0, 0.33604667
20750.0, 0.33592218
20760.0, 0.33579788
20770.0, 0.33567363
20780.0, 0.33554947
20790.0, 0.3354255
20800.0, 0.3353016
20810.0, 0.3351778
20820.0, 0.33505407
20830.0, 0.3349305
20840.0, 0.33480695
20850.0, 0.3346836
20860.0, 0.3345603
20870.0, 0.3344371
20880.0, 0.33431408
20890.0, 0.3341911
20900.0, 0.33406824
20910.0, 0.33394545
20920.0, 0.3338228
20930.0, 0.33370024
20940.0, 0.33357778
20950.0, 0.33345544
20960.0, 0.33333316
20970.0, 0.33321106
20980.0, 0.33308902
20990.0, 0.33296704
21000.0, 0.33284518
21010.0, 0.33272347
21020.0, 0.33260182
21030.0, 0.33248037
21040.0, 0.33235887
21050.0, 0.33223757
21060.0, 0.33211634
21070.0, 0.3319952
21080.0, 0.33187422
21090.0, 0.33175325
21100.0, 0.33163247
21110.0, 0.3315117
21120.0, 0.3313911
21130.0, 0.3312706
21140.0, 0.33115017
21150.0, 0.3310299
21160.0, 0.3309096
21170.0, 0.33078954
21180.0, 0.33066952
21190.0, 0.33054957
21200.0, 0.33042973
21210.0, 0.33031008
21220.0, 0.3301905
21230.0, 0.3300709
21240.0, 0.32995152
21250.0, 0.3298322
21260.0, 0.32971296
21270.0, 0.32959387
21280.0, 0.3294748
21290.0, 0.3293559
21300.0, 0.32923713
21310.0, 0.3291184
21320.0, 0.32899973
21330.0, 0.32888123
21340.0, 0.32876277
21350.0, 0.32864448
21360.0, 0.3285262
21370.0, 0.32840806
21380.0, 0.32829005
21390.0, 0.32817215
21400.0, 0.32805428
21410.0, 0.32793653
21420.0, 0.32781887
21430.0, 0.32770127
21440.0, 0.32758382
21450.0, 0.32746646
21460.0, 0.32734922
21470.0, 0.32723206
21480.0, 0.32711497
21490.0, 0.32699803
21500.0, 0.32688117
21510.0, 0.32676435
21520.0, 0.32664764
21530.0, 0.32653102
21540.0, 0.3264146
21550.0, 0.32629818
21560.0, 0.32618186
21570.0, 0.32606566
21580.0, 0.32594952
21590.0, 0.32583353
21600.0, 0.3257176
21610.0, 0.32560176
21620.0, 0.325486
21630.0, 0.32537034
21640.0, 0.3252549
21650.0, 0.32513934
21660.0, 0.325024
21670.0, 0.32490876
21680.0, 0.32479358
21690.0, 0.32467854
21700.0, 0.32456347
21710.0, 0.32444862
21720.0, 0.32433382
21730.0, 0.32421914
21740.0, 0.32410452
21750.0, 0.32399
21760.0, 0.32387558
21770.0, 0.32376125
21780.0, 0.32364702
21790.0, 0.32353285
21800.0, 0.3234188
21810.0, 0.32330483
21820.0, 0.32319096
21830.0, 0.32307717
21840.0, 0.3229635
21850.0, 0.3228499
21860.0, 0.3227364
21870.0, 0.32262298
21880.0, 0.3225097
21890.0, 0.3223965
21900.0, 0.32228333
21910.0, 0.3221703
21920.0, 0.32205734
21930.0, 0.32194448
21940.0, 0.32183167
21950.0, 0.321719
21960.0, 0.32160646
21970.0, 0.32149392
21980.0, 0.32138157
21990.0, 0.32126918
22000.0, 0.32115692
22010.0, 0.32104486
22020.0, 0.32093278
22030.0, 0.32082084
22040.0, 0.32070893
22050.0, 0.3205972
22060.0, 0.3204855
22070.0, 0.32037383
22080.0, 0.32026237
22090.0, 0.3201509
22100.0, 0.32003957
22110.0, 0.31992838
22120.0, 0.31981716
22130.0, 0.31970614
22140.0, 0.31959513
22150.0, 0.31948423
22160.0, 0.3193735
22170.0, 0.3192627
22180.0, 0.3191521
22190.0, 0.31904152
22200.0, 0.31893113
22210.0, 0.3188208
22220.0, 0.31871054
22230.0, 0.3186003
22240.0, 0.3184902
22250.0, 0.31838018
22260.0, 0.31827027
22270.0, 0.3181604
22280.0, 0.31805065
22290.0, 0.31794098
22300.0, 0.31783146
22310.0, 0.31772196
22320.0, 0.31761256
22330.0, 0.31750324
22340.0, 0.317394
22350.0, 0.31728482
22360.0, 0.31717578
22370.0, 0.31706682
22380.0, 0.31695792
22390.0, 0.31684914
22400.0, 0.31674045
22410.0, 0.31663182
22420.0, 0.31652325
22430.0, 0.31641483
22440.0, 0.3163064
22450.0, 0.3161981
22460.0, 0.31608993
22470.0, 0.3159818
22480.0, 0.31587383
22490.0, 0.31576583
22500.0, 0.31565797
22510.0, 0.31555018
22520.0, 0.3154425
22530.0, 0.31533492
22540.0, 0.31522736
22550.0, 0.31511992
22560.0, 0.31501257
22570.0, 0.31490532
22580.0, 0.31479812
22590.0, 0.31469098
22600.0, 0.314584
22610.0, 0.31447703
22620.0, 0.31437016
22630.0, 0.31426343
22640.0, 0.31415674
22650.0, 0.3140501
22660.0, 0.31394362
22670.0, 0.31383723
22680.0, 0.31373084
22690.0, 0.31362453
22700.0, 0.31351832
22710.0, 0.3134122
22720.0, 0.31330624
22730.0, 0.3132003
22740.0, 0.31309444
22750.0, 0.31298864
22760.0, 0.3128829
22770.0, 0.31277734
22780.0, 0.3126718
22790.0, 0.3125663
22800.0, 0.312461
22810.0, 0.3123557
22820.0, 0.31225052
22830.0, 0.31214535
22840.0, 0.31204033
22850.0, 0.31193537
22860.0, 0.31183046
22870.0, 0.31172565
22880.0, 0.31162095
22890.0, 0.3115163
22900.0, 0.31141177
22910.0, 0.31130728
22920.0, 0.31120288
22930.0, 0.31109855
22940.0, 0.31099433
22950.0, 0.31089017
22960.0, 0.31078607
22970.0, 0.31068212
22980.0, 0.31057817
22990.0, 0.31047437
23000.0, 0.3103706
23010.0, 0.3102669
23020.0, 0.31016335
23030.0, 0.3100598
23040.0, 0.30995634
23050.0, 0.30985296
23060.0, 0.30974972
23070.0, 0.30964655
23080.0, 0.3095434
23090.0, 0.3094404
23100.0, 0.30933738
23110.0, 0.3092345
23120.0, 0.30913168
23130.0, 0.309029
23140.0, 0.30892634
23150.0, 0.30882376
23160.0, 0.30872124
23170.0, 0.3086189
23180.0, 0.30851653
23190.0, 0.30841425
23200.0, 0.3083121
23210.0, 0.30821
23220.0, 0.30810794
23230.0, 0.308006
23240.0, 0.30790412
23250.0, 0.3078023
23260.0, 0.30770063
23270.0, 0.30759898
23280.0, 0.3074974
23290.0, 0.30739594
