Energy (in eV), backscattering yield of material bk2k-NASCAP at incidence 50.000004 degree
1040.0, 0.27789724
1050.0, 0.2776847
1060.0, 0.27747247
1070.0, 0.2772606
1080.0, 0.27704903
1090.0, 0.27683783
1100.0, 0.27662694
1110.0, 0.2764164
1120.0, 0.27620617
1130.0, 0.27599627
1140.0, 0.27578673
1150.0, 0.2755775
1160.0, 0.2753686
1170.0, 0.27516
1180.0, 0.2749518
1190.0, 0.27474385
1200.0, 0.27453628
1210.0, 0.27432904
1220.0, 0.2741221
1230.0, 0.27391547
1240.0, 0.2737092
1250.0, 0.27350327
1260.0, 0.27329764
1270.0, 0.27309236
1280.0, 0.27288738
1290.0, 0.27268273
1300.0, 0.2724784
1310.0, 0.27227437
1320.0, 0.2720707
1330.0, 0.27186736
1340.0, 0.27166432
1350.0, 0.2714616
1360.0, 0.27125922
1370.0, 0.27105713
1380.0, 0.2708554
1390.0, 0.27065396
1400.0, 0.27045283
1410.0, 0.27025205
1420.0, 0.27005157
1430.0, 0.26985142
1440.0, 0.26965156
1450.0, 0.26945207
1460.0, 0.26925284
1470.0, 0.26905397
1480.0, 0.2688554
1490.0, 0.26865712
1500.0, 0.26845917
1510.0, 0.26826155
1520.0, 0.26806423
1530.0, 0.26786724
1540.0, 0.26767054
1550.0, 0.26747417
1560.0, 0.2672781
1570.0, 0.26708236
1580.0, 0.26688692
1590.0, 0.2666918
1600.0, 0.266497
1610.0, 0.26630247
1620.0, 0.26610827
1630.0, 0.26591438
1640.0, 0.2657208
1650.0, 0.26552755
1660.0, 0.26533458
1670.0, 0.26514193
1680.0, 0.2649496
1690.0, 0.26475754
1700.0, 0.26456583
1710.0, 0.26437438
1720.0, 0.26418328
1730.0, 0.26399246
1740.0, 0.26380193
1750.0, 0.26361173
1760.0, 0.26342183
1770.0, 0.26323223
1780.0, 0.26304293
1790.0, 0.26285395
1800.0, 0.26266524
1810.0, 0.26247686
1820.0, 0.26228878
1830.0, 0.262101
1840.0, 0.2619135
1850.0, 0.26172632
1860.0, 0.26153943
1870.0, 0.26135284
1880.0, 0.26116654
1890.0, 0.26098058
1900.0, 0.26079488
1910.0, 0.26060948
1920.0, 0.26042438
1930.0, 0.2602396
1940.0, 0.2600551
1950.0, 0.2598709
1960.0, 0.25968698
1970.0, 0.25950333
1980.0, 0.25932002
1990.0, 0.259137
2000.0, 0.2589543
2010.0, 0.25877184
2020.0, 0.25858968
2030.0, 0.25840783
2040.0, 0.25822628
2050.0, 0.25804502
2060.0, 0.25786403
2070.0, 0.25768334
2080.0, 0.25750294
2090.0, 0.25732285
2100.0, 0.25714305
2110.0, 0.25696352
2120.0, 0.25678426
2130.0, 0.25660533
2140.0, 0.25642666
2150.0, 0.2562483
2160.0, 0.25607023
2170.0, 0.25589243
2180.0, 0.25571492
2190.0, 0.2555377
2200.0, 0.25536075
2210.0, 0.2551841
2220.0, 0.25500774
2230.0, 0.25483167
2240.0, 0.25465587
2250.0, 0.25448036
2260.0, 0.25430512
2270.0, 0.25413018
2280.0, 0.2539555
2290.0, 0.25378114
2300.0, 0.25360703
2310.0, 0.2534332
2320.0, 0.2532597
2330.0, 0.25308642
2340.0, 0.25291345
2350.0, 0.25274074
2360.0, 0.25256833
2370.0, 0.2523962
2380.0, 0.25222436
2390.0, 0.25205278
2400.0, 0.25188148
2410.0, 0.25171044
2420.0, 0.2515397
2430.0, 0.25136924
2440.0, 0.25119904
2450.0, 0.25102913
2460.0, 0.25085947
2470.0, 0.2506901
2480.0, 0.25052103
2490.0, 0.2503522
2500.0, 0.25018367
2510.0, 0.2500154
2520.0, 0.24984741
2530.0, 0.24967968
2540.0, 0.24951224
2550.0, 0.24934508
2560.0, 0.24917816
2570.0, 0.24901153
2580.0, 0.24884517
2590.0, 0.24867907
2600.0, 0.24851327
2610.0, 0.24834771
2620.0, 0.24818243
2630.0, 0.24801742
2640.0, 0.24785268
2650.0, 0.2476882
2660.0, 0.247524
2670.0, 0.24736005
2680.0, 0.24719639
2690.0, 0.24703299
2700.0, 0.24686985
2710.0, 0.24670698
2720.0, 0.24654438
2730.0, 0.24638204
2740.0, 0.24621996
2750.0, 0.24605815
2760.0, 0.24589661
2770.0, 0.24573532
2780.0, 0.24557431
2790.0, 0.24541354
2800.0, 0.24525306
2810.0, 0.24509282
2820.0, 0.24493285
2830.0, 0.24477315
2840.0, 0.2446137
2850.0, 0.24445452
2860.0, 0.2442956
2870.0, 0.24413694
2880.0, 0.24397853
2890.0, 0.2438204
2900.0, 0.2436625
2910.0, 0.24350488
2920.0, 0.24334751
2930.0, 0.24319041
2940.0, 0.24303354
2950.0, 0.24287696
2960.0, 0.24272062
2970.0, 0.24256454
2980.0, 0.24240872
2990.0, 0.24225314
3000.0, 0.24209784
3010.0, 0.24194278
3020.0, 0.24178797
3030.0, 0.24163343
3040.0, 0.24147913
3050.0, 0.24132508
3060.0, 0.2411713
3070.0, 0.24101776
3080.0, 0.24086449
3090.0, 0.24071145
3100.0, 0.24055867
3110.0, 0.24040614
3120.0, 0.24025387
3130.0, 0.24010184
3140.0, 0.23995008
3150.0, 0.23979855
3160.0, 0.23964727
3170.0, 0.23949623
3180.0, 0.23934546
3190.0, 0.23919493
3200.0, 0.23904467
3210.0, 0.23889461
3220.0, 0.23874484
3230.0, 0.2385953
3240.0, 0.23844601
3250.0, 0.23829696
3260.0, 0.23814817
3270.0, 0.23799962
3280.0, 0.2378513
3290.0, 0.23770325
3300.0, 0.23755543
3310.0, 0.23740785
3320.0, 0.23726054
3330.0, 0.23711345
3340.0, 0.23696661
3350.0, 0.23682
3360.0, 0.23667364
3370.0, 0.23652753
3380.0, 0.23638166
3390.0, 0.23623604
3400.0, 0.23609065
3410.0, 0.2359455
3420.0, 0.23580058
3430.0, 0.23565592
3440.0, 0.23551148
3450.0, 0.2353673
3460.0, 0.23522335
3470.0, 0.23507963
3480.0, 0.23493616
3490.0, 0.23479293
3500.0, 0.23464994
3510.0, 0.23450717
3520.0, 0.23436466
3530.0, 0.23422237
3540.0, 0.23408033
3550.0, 0.23393852
3560.0, 0.23379694
3570.0, 0.23365559
3580.0, 0.23351449
3590.0, 0.23337361
3600.0, 0.23323298
3610.0, 0.23309258
3620.0, 0.2329524
3630.0, 0.23281246
3640.0, 0.23267277
3650.0, 0.23253329
3660.0, 0.23239405
3670.0, 0.23225504
3680.0, 0.23211627
3690.0, 0.23197773
3700.0, 0.23183942
3710.0, 0.23170133
3720.0, 0.23156348
3730.0, 0.23142587
3740.0, 0.23128846
3750.0, 0.2311513
3760.0, 0.23101437
3770.0, 0.23087767
3780.0, 0.23074119
3790.0, 0.23060493
3800.0, 0.23046891
3810.0, 0.23033312
3820.0, 0.23019756
3830.0, 0.2300622
3840.0, 0.2299271
3850.0, 0.22979221
3860.0, 0.22965755
3870.0, 0.2295231
3880.0, 0.2293889
3890.0, 0.2292549
3900.0, 0.22912115
3910.0, 0.2289876
3920.0, 0.2288543
3930.0, 0.2287212
3940.0, 0.22858833
3950.0, 0.22845568
3960.0, 0.22832325
3970.0, 0.22819105
3980.0, 0.22805907
3990.0, 0.2279273
4000.0, 0.22779576
4010.0, 0.22766444
4020.0, 0.22753336
4030.0, 0.22740248
4040.0, 0.22727183
4050.0, 0.22714138
4060.0, 0.22701116
4070.0, 0.22688116
4080.0, 0.22675137
4090.0, 0.22662182
4100.0, 0.22649246
4110.0, 0.22636333
4120.0, 0.22623444
4130.0, 0.22610573
4140.0, 0.22597726
4150.0, 0.22584899
4160.0, 0.22572096
4170.0, 0.2255931
4180.0, 0.2254655
4190.0, 0.2253381
4200.0, 0.22521092
4210.0, 0.22508395
4220.0, 0.22495718
4230.0, 0.22483064
4240.0, 0.22470431
4250.0, 0.2245782
4260.0, 0.22445229
4270.0, 0.2243266
4280.0, 0.22420113
4290.0, 0.22407585
4300.0, 0.2239508
4310.0, 0.22382595
4320.0, 0.22370131
4330.0, 0.22357689
4340.0, 0.22345267
4350.0, 0.22332866
4360.0, 0.22320488
4370.0, 0.22308129
4380.0, 0.22295792
4390.0, 0.22283475
4400.0, 0.22271179
4410.0, 0.22258903
4420.0, 0.22246648
4430.0, 0.22234416
4440.0, 0.22222203
4450.0, 0.22210011
4460.0, 0.2219784
4470.0, 0.22185689
4480.0, 0.22173558
4490.0, 0.22161448
4500.0, 0.22149359
4510.0, 0.2213729
4520.0, 0.22125241
4530.0, 0.22113214
4540.0, 0.22101207
4550.0, 0.22089219
4560.0, 0.22077253
4570.0, 0.22065307
4580.0, 0.2205338
4590.0, 0.22041474
4600.0, 0.22029589
4610.0, 0.22017723
4620.0, 0.22005878
4630.0, 0.21994053
4640.0, 0.21982248
4650.0, 0.21970463
4660.0, 0.21958698
4670.0, 0.21946953
4680.0, 0.21935228
4690.0, 0.21923523
4700.0, 0.21911839
4710.0, 0.21900173
4720.0, 0.21888527
4730.0, 0.21876901
4740.0, 0.21865296
4750.0, 0.2185371
4760.0, 0.21842144
4770.0, 0.21830598
4780.0, 0.2181907
4790.0, 0.21807563
4800.0, 0.21796076
4810.0, 0.21784608
4820.0, 0.2177316
4830.0, 0.21761732
4840.0, 0.21750322
4850.0, 0.21738933
4860.0, 0.21727562
4870.0, 0.21716212
4880.0, 0.21704881
4890.0, 0.21693568
4900.0, 0.21682274
4910.0, 0.21671002
4920.0, 0.21659747
4930.0, 0.21648511
4940.0, 0.21637297
4950.0, 0.21626098
4960.0, 0.21614923
4970.0, 0.21603763
4980.0, 0.21592624
4990.0, 0.21581505
5000.0, 0.21570404
5010.0, 0.2155932
5020.0, 0.21548258
5030.0, 0.21537215
5040.0, 0.21526189
5050.0, 0.21515183
5060.0, 0.21504195
5070.0, 0.21493226
5080.0, 0.21482277
5090.0, 0.21471345
5100.0, 0.21460433
5110.0, 0.2144954
5120.0, 0.21438664
5130.0, 0.21427809
5140.0, 0.21416971
5150.0, 0.21406153
5160.0, 0.21395352
5170.0, 0.2138457
5180.0, 0.21373807
5190.0, 0.21363062
5200.0, 0.21352336
5210.0, 0.21341628
5220.0, 0.21330939
5230.0, 0.21320267
5240.0, 0.21309614
5250.0, 0.2129898
5260.0, 0.21288365
5270.0, 0.21277767
5280.0, 0.21267188
5290.0, 0.21256626
5300.0, 0.21246083
5310.0, 0.21235558
5320.0, 0.21225052
5330.0, 0.21214563
5340.0, 0.21204093
5350.0, 0.2119364
5360.0, 0.21183206
5370.0, 0.2117279
5380.0, 0.2116239
5390.0, 0.2115201
5400.0, 0.21141647
5410.0, 0.21131302
5420.0, 0.21120976
5430.0, 0.21110667
5440.0, 0.21100375
5450.0, 0.21090102
5460.0, 0.21079846
5470.0, 0.21069607
5480.0, 0.21059388
5490.0, 0.21049185
5500.0, 0.21039
5510.0, 0.21028833
5520.0, 0.21018682
5530.0, 0.2100855
5540.0, 0.20998436
5550.0, 0.20988339
5560.0, 0.20978259
5570.0, 0.20968197
5580.0, 0.20958152
5590.0, 0.20948124
5600.0, 0.20938115
5610.0, 0.20928122
5620.0, 0.20918147
5630.0, 0.20908189
5640.0, 0.20898248
5650.0, 0.20888324
5660.0, 0.20878418
5670.0, 0.20868528
5680.0, 0.20858656
5690.0, 0.20848802
5700.0, 0.20838964
5710.0, 0.20829143
5720.0, 0.20819339
5730.0, 0.20809554
5740.0, 0.20799783
5750.0, 0.2079003
5760.0, 0.20780295
5770.0, 0.20770577
5780.0, 0.20760874
5790.0, 0.20751189
5800.0, 0.20741522
5810.0, 0.20731871
5820.0, 0.20722236
5830.0, 0.20712619
5840.0, 0.20703018
5850.0, 0.20693433
5860.0, 0.20683865
5870.0, 0.20674315
5880.0, 0.2066478
5890.0, 0.20655262
5900.0, 0.20645761
5910.0, 0.20636277
5920.0, 0.20626809
5930.0, 0.20617357
5940.0, 0.20607923
5950.0, 0.20598504
5960.0, 0.20589101
5970.0, 0.20579715
5980.0, 0.20570347
5990.0, 0.20560993
6000.0, 0.20551658
6010.0, 0.20542337
6020.0, 0.20533033
6030.0, 0.20523745
6040.0, 0.20514473
6050.0, 0.20505218
6060.0, 0.20495978
6070.0, 0.20486756
6080.0, 0.2047755
6090.0, 0.20468359
6100.0, 0.20459183
6110.0, 0.20450024
6120.0, 0.20440881
6130.0, 0.20431755
6140.0, 0.20422643
6150.0, 0.20413549
6160.0, 0.20404471
6170.0, 0.20395407
6180.0, 0.2038636
6190.0, 0.2037733
6200.0, 0.20368314
6210.0, 0.20359313
6220.0, 0.20350331
6230.0, 0.20341362
6240.0, 0.2033241
6250.0, 0.20323473
6260.0, 0.20314553
6270.0, 0.20305647
6280.0, 0.20296757
6290.0, 0.20287883
6300.0, 0.20279025
6310.0, 0.20270182
6320.0, 0.20261355
6330.0, 0.20252544
6340.0, 0.20243748
6350.0, 0.20234966
6360.0, 0.202262
6370.0, 0.2021745
6380.0, 0.20208715
6390.0, 0.20199996
6400.0, 0.20191292
6410.0, 0.20182604
6420.0, 0.2017393
6430.0, 0.2016527
6440.0, 0.2015663
6450.0, 0.20148
6460.0, 0.20139389
6470.0, 0.20130791
6480.0, 0.20122209
6490.0, 0.20113641
6500.0, 0.20105089
6510.0, 0.20096554
6520.0, 0.20088032
6530.0, 0.20079525
6540.0, 0.20071033
6550.0, 0.20062555
6560.0, 0.20054093
6570.0, 0.20045647
6580.0, 0.20037214
6590.0, 0.20028798
6600.0, 0.20020396
6610.0, 0.20012008
6620.0, 0.20003635
6630.0, 0.19995278
6640.0, 0.19986933
6650.0, 0.19978605
6660.0, 0.19970292
6670.0, 0.19961993
6680.0, 0.19953708
6690.0, 0.19945438
6700.0, 0.19937184
6710.0, 0.19928944
6720.0, 0.19920717
6730.0, 0.19912505
6740.0, 0.1990431
6750.0, 0.19896126
6760.0, 0.19887958
6770.0, 0.19879805
6780.0, 0.19871667
6790.0, 0.19863543
6800.0, 0.19855432
6810.0, 0.19847336
6820.0, 0.19839254
6830.0, 0.19831188
6840.0, 0.19823134
6850.0, 0.19815096
6860.0, 0.19807072
6870.0, 0.19799061
6880.0, 0.19791067
6890.0, 0.19783086
6900.0, 0.19775118
6910.0, 0.19767164
6920.0, 0.19759224
6930.0, 0.197513
6940.0, 0.19743387
6950.0, 0.19735493
6960.0, 0.19727609
6970.0, 0.1971974
6980.0, 0.19711885
6990.0, 0.19704044
7000.0, 0.19696216
7010.0, 0.19688404
7020.0, 0.19680604
7030.0, 0.19672818
7040.0, 0.19665046
7050.0, 0.1965729
7060.0, 0.19649546
7070.0, 0.19641815
7080.0, 0.196341
7090.0, 0.19626397
7100.0, 0.19618708
7110.0, 0.19611032
7120.0, 0.1960337
7130.0, 0.19595723
7140.0, 0.19588089
7150.0, 0.19580467
7160.0, 0.1957286
7170.0, 0.19565266
7180.0, 0.19557686
7190.0, 0.1955012
7200.0, 0.19542567
7210.0, 0.19535027
7220.0, 0.19527501
7230.0, 0.19519989
7240.0, 0.19512491
7250.0, 0.19505005
7260.0, 0.19497532
7270.0, 0.19490072
7280.0, 0.19482626
7290.0, 0.19475193
7300.0, 0.19467776
7310.0, 0.19460368
7320.0, 0.19452976
7330.0, 0.19445597
7340.0, 0.1943823
7350.0, 0.19430877
7360.0, 0.19423537
7370.0, 0.1941621
7380.0, 0.19408897
7390.0, 0.19401596
7400.0, 0.19394308
7410.0, 0.19387034
7420.0, 0.19379772
7430.0, 0.19372523
7440.0, 0.19365288
7450.0, 0.19358064
7460.0, 0.19350855
7470.0, 0.1934366
7480.0, 0.19336474
7490.0, 0.19329304
7500.0, 0.19322145
7510.0, 0.19315
7520.0, 0.19307868
7530.0, 0.19300748
7540.0, 0.1929364
7550.0, 0.19286546
7560.0, 0.19279465
7570.0, 0.19272397
7580.0, 0.1926534
7590.0, 0.19258298
7600.0, 0.19251266
7610.0, 0.19244249
7620.0, 0.19237243
7630.0, 0.1923025
7640.0, 0.19223268
7650.0, 0.192163
7660.0, 0.19209346
7670.0, 0.19202404
7680.0, 0.19195472
7690.0, 0.19188555
7700.0, 0.1918165
7710.0, 0.19174756
7720.0, 0.19167875
7730.0, 0.19161007
7740.0, 0.19154152
7750.0, 0.19147308
7760.0, 0.19140477
7770.0, 0.19133657
7780.0, 0.1912685
7790.0, 0.19120057
7800.0, 0.19113274
7810.0, 0.19106504
7820.0, 0.19099747
7830.0, 0.19093001
7840.0, 0.19086269
7850.0, 0.19079547
7860.0, 0.19072838
7870.0, 0.1906614
7880.0, 0.19059455
7890.0, 0.19052783
7900.0, 0.1904612
7910.0, 0.19039473
7920.0, 0.19032836
7930.0, 0.19026211
7940.0, 0.19019598
7950.0, 0.19012997
7960.0, 0.19006407
7970.0, 0.1899983
7980.0, 0.18993266
7990.0, 0.18986712
8000.0, 0.18980171
8010.0, 0.1897364
8020.0, 0.18967122
8030.0, 0.18960617
8040.0, 0.18954122
8050.0, 0.1894764
8060.0, 0.18941167
8070.0, 0.18934709
8080.0, 0.18928261
8090.0, 0.18921825
8100.0, 0.18915401
8110.0, 0.18908988
8120.0, 0.18902586
8130.0, 0.18896198
8140.0, 0.18889819
8150.0, 0.18883453
8160.0, 0.188771
8170.0, 0.18870756
8180.0, 0.18864425
8190.0, 0.18858103
8200.0, 0.18851794
8210.0, 0.18845497
8220.0, 0.1883921
8230.0, 0.18832937
8240.0, 0.18826672
8250.0, 0.18820421
8260.0, 0.18814181
8270.0, 0.18807952
8280.0, 0.18801734
8290.0, 0.18795528
8300.0, 0.18789332
8310.0, 0.18783148
8320.0, 0.18776974
8330.0, 0.18770814
8340.0, 0.18764661
8350.0, 0.18758523
8360.0, 0.18752395
8370.0, 0.18746278
8380.0, 0.18740173
8390.0, 0.18734077
8400.0, 0.18727994
8410.0, 0.1872192
8420.0, 0.18715858
8430.0, 0.18709809
8440.0, 0.18703769
8450.0, 0.1869774
8460.0, 0.18691722
8470.0, 0.18685715
8480.0, 0.1867972
8490.0, 0.18673734
8500.0, 0.1866776
8510.0, 0.18661797
8520.0, 0.18655846
8530.0, 0.18649904
8540.0, 0.18643974
8550.0, 0.18638054
8560.0, 0.18632145
8570.0, 0.18626246
8580.0, 0.18620358
8590.0, 0.18614481
8600.0, 0.18608616
8610.0, 0.18602762
8620.0, 0.18596916
8630.0, 0.18591082
8640.0, 0.18585259
8650.0, 0.18579447
8660.0, 0.18573643
8670.0, 0.18567853
8680.0, 0.18562071
8690.0, 0.18556301
8700.0, 0.1855054
8710.0, 0.18544792
8720.0, 0.18539053
8730.0, 0.18533325
8740.0, 0.18527606
8750.0, 0.18521899
8760.0, 0.18516202
8770.0, 0.18510514
8780.0, 0.1850484
8790.0, 0.18499173
8800.0, 0.18493518
8810.0, 0.18487872
8820.0, 0.18482237
8830.0, 0.18476613
8840.0, 0.18471
8850.0, 0.18465395
8860.0, 0.18459801
8870.0, 0.18454218
8880.0, 0.18448645
8890.0, 0.18443082
8900.0, 0.18437529
8910.0, 0.18431985
8920.0, 0.18426454
8930.0, 0.18420932
8940.0, 0.18415418
8950.0, 0.18409917
8960.0, 0.18404424
8970.0, 0.18398942
8980.0, 0.1839347
8990.0, 0.18388008
9000.0, 0.18382557
9010.0, 0.18377115
9020.0, 0.18371682
9030.0, 0.18366261
9040.0, 0.18360849
9050.0, 0.18355446
9060.0, 0.18350053
9070.0, 0.18344672
9080.0, 0.18339299
9090.0, 0.18333936
9100.0, 0.18328583
9110.0, 0.1832324
9120.0, 0.18317908
9130.0, 0.18312584
9140.0, 0.1830727
9150.0, 0.18301967
9160.0, 0.18296672
9170.0, 0.18291388
9180.0, 0.18286113
9190.0, 0.18280849
9200.0, 0.18275595
9210.0, 0.18270348
9220.0, 0.18265112
9230.0, 0.18259887
9240.0, 0.18254669
9250.0, 0.18249463
9260.0, 0.18244265
9270.0, 0.18239076
9280.0, 0.182339
9290.0, 0.18228729
9300.0, 0.1822357
9310.0, 0.1821842
9320.0, 0.1821328
9330.0, 0.18208149
9340.0, 0.18203029
9350.0, 0.18197915
9360.0, 0.18192813
9370.0, 0.1818772
9380.0, 0.18182637
9390.0, 0.18177561
9400.0, 0.18172497
9410.0, 0.1816744
9420.0, 0.18162394
9430.0, 0.18157358
9440.0, 0.1815233
9450.0, 0.1814731
9460.0, 0.18142302
9470.0, 0.18137303
9480.0, 0.18132311
9490.0, 0.18127328
9500.0, 0.18122357
9510.0, 0.18117395
9520.0, 0.1811244
9530.0, 0.18107495
9540.0, 0.1810256
9550.0, 0.18097633
9560.0, 0.18092716
9570.0, 0.18087807
9580.0, 0.18082906
9590.0, 0.18078016
9600.0, 0.18073136
9610.0, 0.18068263
9620.0, 0.180634
9630.0, 0.18058546
9640.0, 0.180537
9650.0, 0.18048865
9660.0, 0.18044035
9670.0, 0.18039218
9680.0, 0.18034409
9690.0, 0.18029608
9700.0, 0.18024816
9710.0, 0.18020034
9720.0, 0.1801526
9730.0, 0.18010493
9740.0, 0.18005738
9750.0, 0.1800099
9760.0, 0.1799625
9770.0, 0.1799152
9780.0, 0.179868
9790.0, 0.17982087
9800.0, 0.17977382
9810.0, 0.17972688
9820.0, 0.17968002
9830.0, 0.17963324
9840.0, 0.17958654
9850.0, 0.17953995
9860.0, 0.17949343
9870.0, 0.179447
9880.0, 0.17940065
9890.0, 0.17935438
9900.0, 0.1793082
9910.0, 0.17926213
9920.0, 0.17921613
9930.0, 0.1791702
9940.0, 0.17912439
9950.0, 0.17907862
9960.0, 0.17903298
9970.0, 0.17898738
9980.0, 0.1789419
9990.0, 0.17889649
10000.0, 0.17885117
10010.0, 0.17880593
10020.0, 0.17876078
10030.0, 0.1787157
10040.0, 0.17867072
10050.0, 0.17862582
10060.0, 0.178581
10070.0, 0.17853627
10080.0, 0.1784916
10090.0, 0.17844704
10100.0, 0.17840254
10110.0, 0.17835815
10120.0, 0.17831382
10130.0, 0.17826958
10140.0, 0.17822541
10150.0, 0.17818135
10160.0, 0.17813735
10170.0, 0.17809343
10180.0, 0.17804961
10190.0, 0.17800586
10200.0, 0.17796218
10210.0, 0.1779186
10220.0, 0.1778751
10230.0, 0.17783168
10240.0, 0.17778833
10250.0, 0.17774507
10260.0, 0.17770189
10270.0, 0.1776588
10280.0, 0.17761578
10290.0, 0.17757283
10300.0, 0.17752998
10310.0, 0.1774872
10320.0, 0.1774445
10330.0, 0.17740189
10340.0, 0.17735933
10350.0, 0.17731686
10360.0, 0.1772745
10370.0, 0.17723218
10380.0, 0.17718996
10390.0, 0.1771478
10400.0, 0.17710574
10410.0, 0.17706375
10420.0, 0.17702185
10430.0, 0.17698002
10440.0, 0.17693827
10450.0, 0.17689659
10460.0, 0.17685498
10470.0, 0.17681347
10480.0, 0.17677201
10490.0, 0.17673065
10500.0, 0.17668937
10510.0, 0.17664815
10520.0, 0.17660703
10530.0, 0.17656596
10540.0, 0.17652498
10550.0, 0.17648408
10560.0, 0.17644325
10570.0, 0.1764025
10580.0, 0.17636183
10590.0, 0.17632122
10600.0, 0.1762807
10610.0, 0.17624025
10620.0, 0.17619988
10630.0, 0.17615958
10640.0, 0.17611937
10650.0, 0.17607923
10660.0, 0.17603916
10670.0, 0.17599915
10680.0, 0.17595923
10690.0, 0.1759194
10700.0, 0.17587961
10710.0, 0.17583993
10720.0, 0.1758003
10730.0, 0.17576076
10740.0, 0.17572127
10750.0, 0.17568187
10760.0, 0.17564256
10770.0, 0.1756033
10780.0, 0.17556413
10790.0, 0.17552502
10800.0, 0.17548598
10810.0, 0.17544702
10820.0, 0.17540814
10830.0, 0.17536934
10840.0, 0.1753306
10850.0, 0.17529193
10860.0, 0.17525333
10870.0, 0.1752148
10880.0, 0.17517635
10890.0, 0.17513798
10900.0, 0.17509967
10910.0, 0.17506143
10920.0, 0.17502326
10930.0, 0.17498519
10940.0, 0.17494716
10950.0, 0.17490922
10960.0, 0.17487133
10970.0, 0.17483352
10980.0, 0.17479579
10990.0, 0.17475814
11000.0, 0.17472054
11010.0, 0.17468302
11020.0, 0.17464556
11030.0, 0.17460819
11040.0, 0.17457087
11050.0, 0.17453364
11060.0, 0.17449646
11070.0, 0.17445937
11080.0, 0.17442232
11090.0, 0.17438537
11100.0, 0.17434847
11110.0, 0.17431165
11120.0, 0.17427489
11130.0, 0.17423822
11140.0, 0.1742016
11150.0, 0.17416506
11160.0, 0.17412858
11170.0, 0.17409216
11180.0, 0.17405581
11190.0, 0.17401956
11200.0, 0.17398335
11210.0, 0.1739472
11220.0, 0.17391114
11230.0, 0.17387515
11240.0, 0.17383921
11250.0, 0.17380334
11260.0, 0.17376755
11270.0, 0.17373183
11280.0, 0.17369616
11290.0, 0.17366056
11300.0, 0.17362504
11310.0, 0.17358959
11320.0, 0.17355418
11330.0, 0.17351887
11340.0, 0.1734836
11350.0, 0.1734484
11360.0, 0.17341328
11370.0, 0.17337821
11380.0, 0.17334321
11390.0, 0.17330828
11400.0, 0.17327343
11410.0, 0.17323864
11420.0, 0.1732039
11430.0, 0.17316924
11440.0, 0.17313462
11450.0, 0.1731001
11460.0, 0.17306562
11470.0, 0.17303121
11480.0, 0.17299686
11490.0, 0.1729626
11500.0, 0.1729284
11510.0, 0.17289424
11520.0, 0.17286016
11530.0, 0.17282614
11540.0, 0.1727922
11550.0, 0.1727583
11560.0, 0.17272449
11570.0, 0.17269072
11580.0, 0.17265701
11590.0, 0.17262338
11600.0, 0.17258981
11610.0, 0.17255631
11620.0, 0.17252286
11630.0, 0.17248948
11640.0, 0.17245616
11650.0, 0.17242292
11660.0, 0.17238972
11670.0, 0.17235659
11680.0, 0.17232352
11690.0, 0.17229053
