Time (s), esn 2 net current (A), esn 2 collected current (A), esn 2 emitted current (A)
10.442997, -6.5080593E-7, -5.381042E-6, -4.730236E-6
20.983475, -4.8701673E-7, -5.14116E-6, -4.654143E-6
32.641376, -2.73557E-7, -4.8660677E-6, -4.592511E-6
49.23741, -3.3531546E-7, -4.811321E-6, -4.476006E-6
68.72825, -3.0969832E-7, -4.6587234E-6, -4.349025E-6
79.26487, -6.5951843E-7, -4.8869533E-6, -4.2274346E-6
117.57017, -3.179815E-7, -4.4916765E-6, -4.173695E-6
128.20407, -3.4791225E-7, -4.3462555E-6, -3.9983433E-6
142.90712, -3.771523E-7, -4.2789443E-6, -3.901792E-6
210.2775, -2.1092183E-7, -4.0615946E-6, -3.850673E-6
221.10936, -2.4280152E-7, -3.8786216E-6, -3.6358201E-6
231.47845, -2.4518926E-7, -3.821842E-6, -3.5766525E-6
322.2836, -8.511914E-7, -4.3269106E-6, -3.475719E-6
335.1345, -2.3526547E-7, -3.4387604E-6, -3.2034948E-6
416.29874, -3.1497643E-7, -3.4686047E-6, -3.1536283E-6
428.19492, -2.4480215E-7, -3.2742141E-6, -3.0294118E-6
512.8701, -1.4845591E-7, -3.1378197E-6, -2.9893638E-6
524.379, -2.4512914E-7, -3.0919052E-6, -2.846776E-6
602.626, -1.884589E-7, -2.971725E-6, -2.7832662E-6
686.9368, -1.5495472E-7, -2.8607149E-6, -2.7057602E-6
786.9368, -7.087374E-8, -2.6827202E-6, -2.6118464E-6
886.9368, -1.2010696E-7, -2.6530813E-6, -2.5329743E-6
986.9368, -4.2519764E-7, -2.8712375E-6, -2.4460398E-6
1086.9369, -1.7803472E-7, -2.5596655E-6, -2.3816308E-6
