Time (s), esn 7 net current (A), esn 7 collected current (A), esn 7 emitted current (A)
10.442997, -5.0300832E-6, -2.7774353E-5, -2.2744269E-5
20.983475, -6.654213E-6, -2.9228615E-5, -2.2574402E-5
32.641376, -5.3274916E-6, -2.7725413E-5, -2.239792E-5
49.23741, -3.4849982E-6, -2.5669062E-5, -2.2184064E-5
68.72825, -4.201246E-6, -2.6091782E-5, -2.1890535E-5
79.26487, -3.9945744E-6, -2.5671963E-5, -2.167739E-5
117.57017, -3.4326436E-6, -2.4972187E-5, -2.1539543E-5
128.20407, -5.047242E-6, -2.6162372E-5, -2.111513E-5
142.90712, -2.8706993E-6, -2.377542E-5, -2.090472E-5
210.2775, -3.7029495E-6, -2.4522997E-5, -2.0820047E-5
221.10936, -2.9410253E-6, -2.3221051E-5, -2.0280027E-5
231.47845, -4.287761E-6, -2.4455063E-5, -2.0167303E-5
322.2836, -7.4575014E-6, -2.7446233E-5, -1.998873E-5
335.1345, -1.162862E-6, -2.0524787E-5, -1.9361925E-5
416.29874, -2.9572602E-6, -2.2254597E-5, -1.9297337E-5
428.19492, -1.3602669E-6, -2.0321428E-5, -1.896116E-5
512.8701, -1.9053332E-6, -2.084143E-5, -1.8936096E-5
524.379, -1.3574567E-6, -1.9972675E-5, -1.861522E-5
602.626, -1.6534996E-6, -2.0200408E-5, -1.8546909E-5
686.9368, -9.1842344E-7, -1.9224712E-5, -1.830629E-5
786.9368, -5.9028025E-7, -1.8722805E-5, -1.8132525E-5
886.9368, -1.1840493E-6, -1.926427E-5, -1.808022E-5
986.9368, -9.82649E-7, -1.8894068E-5, -1.791142E-5
1086.9369, -6.977916E-7, -1.8513556E-5, -1.7815764E-5
