Energy (in eV), backscattering yield of material bk2k-NASCAP at incidence 0.0 degree
1040.0, 0.13640724
1050.0, 0.13624497
1060.0, 0.136083
1070.0, 0.13592139
1080.0, 0.13576007
1090.0, 0.13559909
1100.0, 0.13543843
1110.0, 0.13527808
1120.0, 0.13511805
1130.0, 0.13495836
1140.0, 0.13479897
1150.0, 0.1346399
1160.0, 0.13448116
1170.0, 0.13432272
1180.0, 0.13416462
1190.0, 0.13400681
1200.0, 0.13384932
1210.0, 0.13369216
1220.0, 0.13353531
1230.0, 0.13337876
1240.0, 0.13322254
1250.0, 0.13306662
1260.0, 0.13291101
1270.0, 0.13275573
1280.0, 0.13260074
1290.0, 0.13244607
1300.0, 0.1322917
1310.0, 0.13213764
1320.0, 0.13198389
1330.0, 0.13183045
1340.0, 0.13167731
1350.0, 0.13152449
1360.0, 0.13137197
1370.0, 0.13121974
1380.0, 0.13106784
1390.0, 0.13091622
1400.0, 0.13076492
1410.0, 0.13061391
1420.0, 0.13046321
1430.0, 0.1303128
1440.0, 0.1301627
1450.0, 0.1300129
1460.0, 0.1298634
1470.0, 0.12971419
1480.0, 0.12956528
1490.0, 0.12941667
1500.0, 0.12926836
1510.0, 0.12912035
1520.0, 0.12897263
1530.0, 0.1288252
1540.0, 0.12867807
1550.0, 0.12853123
1560.0, 0.1283847
1570.0, 0.12823844
1580.0, 0.12809248
1590.0, 0.12794682
1600.0, 0.12780145
1610.0, 0.12765636
1620.0, 0.12751156
1630.0, 0.12736706
1640.0, 0.12722285
1650.0, 0.12707892
1660.0, 0.12693527
1670.0, 0.12679192
1680.0, 0.12664886
1690.0, 0.12650608
1700.0, 0.12636358
1710.0, 0.12622136
1720.0, 0.12607944
1730.0, 0.12593779
1740.0, 0.12579644
1750.0, 0.12565535
1760.0, 0.12551455
1770.0, 0.12537403
1780.0, 0.1252338
1790.0, 0.12509385
1800.0, 0.12495418
1810.0, 0.12481478
1820.0, 0.12467566
1830.0, 0.12453683
1840.0, 0.12439826
1850.0, 0.12425998
1860.0, 0.12412197
1870.0, 0.12398423
1880.0, 0.12384678
1890.0, 0.1237096
1900.0, 0.123572685
1910.0, 0.12343605
1920.0, 0.12329969
1930.0, 0.123163596
1940.0, 0.12302778
1950.0, 0.12289223
1960.0, 0.12275696
1970.0, 0.122621946
1980.0, 0.12248721
1990.0, 0.12235275
2000.0, 0.12221855
2010.0, 0.12208462
2020.0, 0.121950954
2030.0, 0.12181756
2040.0, 0.12168443
2050.0, 0.121551566
2060.0, 0.12141897
2070.0, 0.12128664
2080.0, 0.12115457
2090.0, 0.12102277
2100.0, 0.12089123
2110.0, 0.12075995
2120.0, 0.12062893
2130.0, 0.12049818
2140.0, 0.12036768
2150.0, 0.120237455
2160.0, 0.12010748
2170.0, 0.11997777
2180.0, 0.11984832
2190.0, 0.119719125
2200.0, 0.119590186
2210.0, 0.11946151
2220.0, 0.11933309
2230.0, 0.11920492
2240.0, 0.11907701
2250.0, 0.11894936
2260.0, 0.11882196
2270.0, 0.11869482
2280.0, 0.11856793
2290.0, 0.11844129
2300.0, 0.11831491
2310.0, 0.118188776
2320.0, 0.1180629
2330.0, 0.117937274
2340.0, 0.117811896
2350.0, 0.11768677
2360.0, 0.11756189
2370.0, 0.117437266
2380.0, 0.11731289
2390.0, 0.11718877
2400.0, 0.117064886
2410.0, 0.11694125
2420.0, 0.11681786
2430.0, 0.116694726
2440.0, 0.11657183
2450.0, 0.116449185
2460.0, 0.11632678
2470.0, 0.11620462
2480.0, 0.116082706
2490.0, 0.11596104
2500.0, 0.11583961
2510.0, 0.115718424
2520.0, 0.11559748
2530.0, 0.11547678
2540.0, 0.11535632
2550.0, 0.1152361
2560.0, 0.11511612
2570.0, 0.11499638
2580.0, 0.11487688
2590.0, 0.11475762
2600.0, 0.1146386
2610.0, 0.11451981
2620.0, 0.114401266
2630.0, 0.11428295
2640.0, 0.11416488
2650.0, 0.11404704
2660.0, 0.113929436
2670.0, 0.11381207
2680.0, 0.113694936
2690.0, 0.11357804
2700.0, 0.11346137
2710.0, 0.11334494
2720.0, 0.11322874
2730.0, 0.11311277
2740.0, 0.11299703
2750.0, 0.11288153
2760.0, 0.11276625
2770.0, 0.11265121
2780.0, 0.11253639
2790.0, 0.1124218
2800.0, 0.11230745
2810.0, 0.11219332
2820.0, 0.11207942
2830.0, 0.11196575
2840.0, 0.1118523
2850.0, 0.111739084
2860.0, 0.111626096
2870.0, 0.11151333
2880.0, 0.11140079
2890.0, 0.11128847
2900.0, 0.11117638
2910.0, 0.111064516
2920.0, 0.11095287
2930.0, 0.110841446
2940.0, 0.110730246
2950.0, 0.11061927
2960.0, 0.11050852
2970.0, 0.11039799
2980.0, 0.110287674
2990.0, 0.11017758
3000.0, 0.11006771
3010.0, 0.10995805
3020.0, 0.10984862
3030.0, 0.10973941
3040.0, 0.109630406
3050.0, 0.10952163
3060.0, 0.10941307
3070.0, 0.109304726
3080.0, 0.109196596
3090.0, 0.10908868
3100.0, 0.10898099
3110.0, 0.10887351
3120.0, 0.10876624
3130.0, 0.108659185
3140.0, 0.10855235
3150.0, 0.10844573
3160.0, 0.10833931
3170.0, 0.10823311
3180.0, 0.108127125
3190.0, 0.10802135
3200.0, 0.10791579
3210.0, 0.10781043
3220.0, 0.10770529
3230.0, 0.10760036
3240.0, 0.107495636
3250.0, 0.10739112
3260.0, 0.10728682
3270.0, 0.10718272
3280.0, 0.10707883
3290.0, 0.10697515
3300.0, 0.10687168
3310.0, 0.10676841
3320.0, 0.10666535
3330.0, 0.106562495
3340.0, 0.10645985
3350.0, 0.1063574
3360.0, 0.10625516
3370.0, 0.10615312
3380.0, 0.106051296
3390.0, 0.10594967
3400.0, 0.105848245
3410.0, 0.10574702
3420.0, 0.105646
3430.0, 0.105545186
3440.0, 0.105444565
3450.0, 0.105344154
3460.0, 0.105243936
3470.0, 0.10514392
3480.0, 0.105044104
3490.0, 0.10494449
3500.0, 0.10484508
3510.0, 0.10474586
3520.0, 0.10464684
3530.0, 0.104548015
3540.0, 0.10444939
3550.0, 0.10435096
3560.0, 0.10425273
3570.0, 0.1041547
3580.0, 0.10405686
3590.0, 0.10395922
3600.0, 0.10386177
3610.0, 0.10376452
3620.0, 0.10366746
3630.0, 0.103570595
3640.0, 0.103473924
3650.0, 0.10337744
3660.0, 0.103281155
3670.0, 0.103185065
3680.0, 0.10308916
3690.0, 0.10299345
3700.0, 0.102897935
3710.0, 0.102802604
3720.0, 0.10270747
3730.0, 0.102612525
3740.0, 0.10251777
3750.0, 0.1024232
3760.0, 0.10232882
3770.0, 0.10223463
3780.0, 0.10214063
3790.0, 0.10204681
3800.0, 0.101953186
3810.0, 0.10185975
3820.0, 0.1017665
3830.0, 0.101673424
3840.0, 0.101580545
3850.0, 0.10148785
3860.0, 0.10139534
3870.0, 0.10130302
3880.0, 0.10121088
3890.0, 0.101118915
3900.0, 0.101027146
3910.0, 0.100935556
3920.0, 0.10084415
3930.0, 0.10075293
3940.0, 0.10066188
3950.0, 0.10057102
3960.0, 0.10048035
3970.0, 0.100389846
3980.0, 0.10029953
3990.0, 0.10020939
4000.0, 0.10011944
4010.0, 0.10002966
4020.0, 0.09994007
4030.0, 0.09985065
4040.0, 0.09976141
4050.0, 0.09967235
4060.0, 0.09958347
4070.0, 0.09949476
4080.0, 0.099406235
4090.0, 0.099317886
4100.0, 0.09922971
4110.0, 0.09914171
4120.0, 0.09905389
4130.0, 0.09896624
4140.0, 0.09887877
4150.0, 0.09879147
4160.0, 0.09870435
4170.0, 0.0986174
4180.0, 0.09853063
4190.0, 0.09844402
4200.0, 0.098357596
4210.0, 0.09827134
4220.0, 0.098185256
4230.0, 0.09809934
4240.0, 0.0980136
4250.0, 0.09792804
4260.0, 0.09784264
4270.0, 0.097757414
4280.0, 0.09767236
4290.0, 0.097587466
4300.0, 0.09750275
4310.0, 0.097418204
4320.0, 0.097333826
4330.0, 0.09724961
4340.0, 0.09716557
4350.0, 0.0970817
4360.0, 0.09699799
4370.0, 0.096914455
4380.0, 0.09683108
4390.0, 0.096747875
4400.0, 0.09666483
4410.0, 0.09658196
4420.0, 0.09649925
4430.0, 0.09641671
4440.0, 0.09633433
4450.0, 0.09625212
4460.0, 0.09617007
4470.0, 0.096088186
4480.0, 0.09600646
4490.0, 0.09592491
4500.0, 0.09584351
4510.0, 0.095762275
4520.0, 0.095681205
4530.0, 0.0956003
4540.0, 0.09551955
4550.0, 0.095438965
4560.0, 0.09535854
4570.0, 0.09527828
4580.0, 0.09519818
4590.0, 0.09511823
4600.0, 0.09503845
4610.0, 0.09495883
4620.0, 0.09487936
4630.0, 0.094800055
4640.0, 0.09472091
4650.0, 0.09464192
4660.0, 0.09456308
4670.0, 0.09448441
4680.0, 0.09440589
4690.0, 0.09432753
4700.0, 0.09424933
4710.0, 0.09417128
4720.0, 0.09409339
4730.0, 0.09401565
4740.0, 0.093938075
4750.0, 0.09386065
4760.0, 0.09378338
4770.0, 0.09370626
4780.0, 0.09362929
4790.0, 0.093552485
4800.0, 0.09347583
4810.0, 0.09339933
4820.0, 0.09332298
4830.0, 0.09324679
4840.0, 0.09317074
4850.0, 0.09309485
4860.0, 0.093019105
4870.0, 0.09294352
4880.0, 0.09286808
4890.0, 0.092792794
4900.0, 0.092717655
4910.0, 0.092642665
4920.0, 0.09256783
4930.0, 0.09249314
4940.0, 0.0924186
4950.0, 0.09234421
4960.0, 0.09226997
4970.0, 0.092195876
4980.0, 0.09212194
4990.0, 0.09204814
5000.0, 0.09197449
5010.0, 0.09190098
5020.0, 0.09182763
5030.0, 0.09175442
5040.0, 0.09168136
5050.0, 0.09160844
5060.0, 0.09153567
5070.0, 0.091463044
5080.0, 0.091390565
5090.0, 0.09131823
5100.0, 0.09124604
5110.0, 0.09117399
5120.0, 0.091102086
5130.0, 0.09103033
5140.0, 0.090958714
5150.0, 0.09088724
5160.0, 0.09081591
5170.0, 0.09074472
5180.0, 0.09067368
5190.0, 0.09060277
5200.0, 0.09053201
5210.0, 0.09046139
5220.0, 0.09039091
5230.0, 0.09032057
5240.0, 0.09025037
5250.0, 0.090180315
5260.0, 0.0901104
5270.0, 0.090040624
5280.0, 0.08997098
5290.0, 0.089901485
5300.0, 0.08983213
5310.0, 0.089762904
5320.0, 0.08969382
5330.0, 0.089624874
5340.0, 0.08955607
5350.0, 0.089487396
5360.0, 0.089418866
5370.0, 0.08935047
5380.0, 0.08928221
5390.0, 0.08921409
5400.0, 0.08914609
5410.0, 0.08907825
5420.0, 0.08901053
5430.0, 0.08894295
5440.0, 0.0888755
5450.0, 0.088808194
5460.0, 0.08874102
5470.0, 0.08867397
5480.0, 0.088607065
5490.0, 0.08854029
5500.0, 0.088473655
5510.0, 0.088407144
5520.0, 0.08834077
5530.0, 0.08827452
5540.0, 0.088208415
5550.0, 0.08814244
5560.0, 0.08807659
5570.0, 0.08801088
5580.0, 0.0879453
5590.0, 0.087879844
5600.0, 0.087814525
5610.0, 0.08774933
5620.0, 0.08768427
5630.0, 0.08761934
5640.0, 0.087554544
5650.0, 0.087489866
5660.0, 0.08742533
5670.0, 0.08736091
5680.0, 0.08729663
5690.0, 0.08723247
5700.0, 0.08716845
5710.0, 0.087104544
5720.0, 0.087040775
5730.0, 0.08697713
5740.0, 0.08691361
5750.0, 0.08685022
5760.0, 0.086786956
5770.0, 0.08672382
5780.0, 0.08666081
5790.0, 0.08659792
5800.0, 0.08653516
5810.0, 0.086472526
5820.0, 0.086410016
5830.0, 0.08634763
5840.0, 0.086285375
5850.0, 0.08622324
5860.0, 0.086161226
5870.0, 0.08609934
5880.0, 0.086037576
5890.0, 0.08597594
5900.0, 0.08591442
5910.0, 0.085853025
5920.0, 0.08579175
5930.0, 0.085730605
5940.0, 0.08566958
5950.0, 0.08560867
5960.0, 0.08554789
5970.0, 0.085487224
5980.0, 0.08542668
5990.0, 0.085366264
6000.0, 0.08530597
6010.0, 0.08524579
6020.0, 0.08518573
6030.0, 0.08512579
6040.0, 0.08506597
6050.0, 0.085006274
6060.0, 0.08494669
6070.0, 0.08488723
6080.0, 0.08482789
6090.0, 0.08476867
6100.0, 0.08470956
6110.0, 0.084650576
6120.0, 0.0845917
6130.0, 0.084532954
6140.0, 0.08447432
6150.0, 0.0844158
6160.0, 0.0843574
6170.0, 0.08429912
6180.0, 0.08424095
6190.0, 0.0841829
6200.0, 0.08412497
6210.0, 0.08406714
6220.0, 0.084009446
6230.0, 0.08395185
6240.0, 0.08389438
6250.0, 0.083837025
6260.0, 0.08377978
6270.0, 0.08372265
6280.0, 0.08366563
6290.0, 0.08360873
6300.0, 0.08355194
6310.0, 0.083495274
6320.0, 0.08343871
6330.0, 0.083382264
6340.0, 0.08332593
6350.0, 0.08326971
6360.0, 0.0832136
6370.0, 0.0831576
6380.0, 0.08310171
6390.0, 0.08304594
6400.0, 0.082990274
6410.0, 0.08293472
6420.0, 0.08287928
6430.0, 0.08282395
6440.0, 0.08276873
6450.0, 0.08271362
6460.0, 0.082658626
6470.0, 0.08260373
6480.0, 0.08254895
6490.0, 0.08249428
6500.0, 0.08243972
6510.0, 0.08238527
6520.0, 0.08233093
6530.0, 0.082276694
6540.0, 0.082222566
6550.0, 0.08216855
6560.0, 0.08211464
6570.0, 0.082060836
6580.0, 0.08200714
6590.0, 0.081953555
6600.0, 0.081900075
6610.0, 0.0818467
6620.0, 0.081793435
6630.0, 0.081740275
6640.0, 0.08168722
6650.0, 0.08163427
6660.0, 0.08158143
6670.0, 0.08152869
6680.0, 0.081476055
6690.0, 0.08142353
6700.0, 0.08137111
6710.0, 0.081318796
6720.0, 0.08126658
6730.0, 0.08121447
6740.0, 0.08116247
6750.0, 0.08111057
6760.0, 0.08105877
6770.0, 0.08100708
6780.0, 0.08095549
6790.0, 0.08090401
6800.0, 0.08085262
6810.0, 0.08080134
6820.0, 0.08075016
6830.0, 0.080699086
6840.0, 0.08064811
6850.0, 0.08059724
6860.0, 0.08054647
6870.0, 0.0804958
6880.0, 0.08044523
6890.0, 0.08039477
6900.0, 0.0803444
6910.0, 0.08029413
6920.0, 0.08024397
6930.0, 0.08019391
6940.0, 0.080143936
6950.0, 0.08009408
6960.0, 0.08004431
6970.0, 0.07999464
6980.0, 0.07994508
6990.0, 0.07989561
7000.0, 0.07984624
7010.0, 0.07979697
7020.0, 0.079747796
7030.0, 0.07969873
7040.0, 0.07964975
7050.0, 0.07960087
7060.0, 0.07955209
7070.0, 0.07950341
7080.0, 0.079454824
7090.0, 0.079406336
7100.0, 0.079357944
7110.0, 0.07930965
7120.0, 0.07926145
7130.0, 0.07921335
7140.0, 0.07916535
7150.0, 0.07911743
7160.0, 0.07906962
7170.0, 0.0790219
7180.0, 0.07897428
7190.0, 0.07892675
7200.0, 0.07887932
7210.0, 0.07883198
7220.0, 0.078784734
7230.0, 0.07873759
7240.0, 0.07869054
7250.0, 0.078643575
7260.0, 0.0785967
7270.0, 0.07854993
7280.0, 0.07850325
7290.0, 0.07845666
7300.0, 0.07841017
7310.0, 0.07836377
7320.0, 0.07831746
7330.0, 0.07827125
7340.0, 0.07822512
7350.0, 0.07817909
7360.0, 0.07813315
7370.0, 0.07808731
7380.0, 0.07804155
7390.0, 0.07799589
7400.0, 0.07795031
7410.0, 0.07790483
7420.0, 0.07785944
7430.0, 0.07781414
7440.0, 0.07776893
7450.0, 0.07772381
7460.0, 0.07767878
7470.0, 0.07763384
7480.0, 0.07758899
7490.0, 0.07754423
7500.0, 0.07749956
7510.0, 0.07745498
7520.0, 0.07741049
7530.0, 0.077366084
7540.0, 0.07732177
7550.0, 0.07727754
7560.0, 0.077233404
7570.0, 0.077189356
7580.0, 0.07714539
7590.0, 0.07710152
7600.0, 0.077057734
7610.0, 0.07701404
7620.0, 0.07697042
7630.0, 0.076926894
7640.0, 0.07688346
7650.0, 0.07684011
7660.0, 0.076796845
7670.0, 0.07675367
7680.0, 0.076710574
7690.0, 0.07666757
7700.0, 0.076624654
7710.0, 0.07658182
7720.0, 0.07653907
7730.0, 0.07649641
7740.0, 0.076453835
7750.0, 0.076411344
7760.0, 0.076368935
7770.0, 0.07632661
7780.0, 0.07628437
7790.0, 0.07624222
7800.0, 0.07620015
7810.0, 0.076158166
7820.0, 0.076116264
7830.0, 0.076074444
7840.0, 0.07603271
7850.0, 0.075991064
7860.0, 0.0759495
7870.0, 0.07590801
7880.0, 0.07586661
7890.0, 0.07582529
7900.0, 0.07578405
7910.0, 0.0757429
7920.0, 0.075701825
7930.0, 0.07566084
7940.0, 0.07561993
7950.0, 0.07557911
7960.0, 0.07553836
7970.0, 0.075497694
7980.0, 0.07545712
7990.0, 0.07541662
8000.0, 0.0753762
8010.0, 0.07533585
8020.0, 0.0752956
8030.0, 0.075255424
8040.0, 0.075215325
8050.0, 0.07517531
8060.0, 0.075135365
8070.0, 0.07509551
8080.0, 0.07505573
8090.0, 0.07501603
8100.0, 0.074976414
8110.0, 0.074936874
8120.0, 0.07489741
8130.0, 0.07485803
8140.0, 0.07481872
8150.0, 0.0747795
8160.0, 0.07474036
8170.0, 0.07470129
8180.0, 0.0746623
8190.0, 0.07462338
8200.0, 0.07458455
8210.0, 0.07454579
8220.0, 0.07450711
8230.0, 0.07446851
8240.0, 0.07442998
8250.0, 0.07439154
8260.0, 0.074353166
8270.0, 0.07431487
8280.0, 0.07427665
8290.0, 0.07423851
8300.0, 0.074200444
8310.0, 0.07416245
8320.0, 0.07412454
8330.0, 0.0740867
8340.0, 0.07404894
8350.0, 0.07401125
8360.0, 0.07397364
8370.0, 0.073936105
8380.0, 0.07389864
8390.0, 0.073861256
8400.0, 0.073823944
8410.0, 0.073786706
8420.0, 0.07374954
8430.0, 0.07371245
8440.0, 0.07367544
8450.0, 0.0736385
8460.0, 0.073601626
8470.0, 0.073564835
8480.0, 0.07352812
8490.0, 0.07349147
8500.0, 0.073454894
8510.0, 0.073418394
8520.0, 0.07338197
8530.0, 0.07334562
8540.0, 0.07330933
8550.0, 0.07327312
8560.0, 0.07323699
8570.0, 0.07320092
8580.0, 0.073164925
8590.0, 0.073129006
8600.0, 0.07309316
8610.0, 0.07305738
8620.0, 0.07302167
8630.0, 0.072986044
8640.0, 0.072950475
8650.0, 0.07291499
8660.0, 0.07287956
8670.0, 0.072844215
8680.0, 0.07280893
8690.0, 0.072773725
8700.0, 0.07273858
8710.0, 0.07270352
8720.0, 0.072668515
8730.0, 0.07263359
8740.0, 0.072598726
8750.0, 0.07256394
8760.0, 0.07252922
8770.0, 0.07249457
8780.0, 0.07245999
8790.0, 0.07242547
8800.0, 0.07239103
8810.0, 0.072356656
8820.0, 0.072322346
8830.0, 0.07228811
8840.0, 0.07225394
8850.0, 0.07221984
8860.0, 0.07218581
8870.0, 0.07215185
8880.0, 0.07211795
8890.0, 0.07208412
8900.0, 0.072050355
8910.0, 0.072016664
8920.0, 0.07198304
8930.0, 0.07194948
8940.0, 0.071915984
8950.0, 0.07188256
8960.0, 0.071849205
8970.0, 0.07181591
8980.0, 0.071782686
8990.0, 0.07174952
9000.0, 0.071716435
9010.0, 0.07168341
9020.0, 0.071650445
9030.0, 0.07161755
9040.0, 0.071584724
9050.0, 0.071551956
9060.0, 0.071519256
9070.0, 0.07148663
9080.0, 0.071454056
9090.0, 0.071421556
9100.0, 0.07138912
9110.0, 0.07135674
9120.0, 0.07132444
9130.0, 0.07129219
9140.0, 0.07126001
9150.0, 0.0712279
9160.0, 0.07119585
9170.0, 0.07116386
9180.0, 0.07113194
9190.0, 0.07110008
9200.0, 0.07106829
9210.0, 0.071036555
9220.0, 0.07100488
9230.0, 0.070973285
9240.0, 0.07094174
9250.0, 0.07091026
9260.0, 0.07087884
9270.0, 0.07084749
9280.0, 0.070816204
9290.0, 0.07078497
9300.0, 0.070753805
9310.0, 0.07072271
9320.0, 0.07069166
9330.0, 0.07066068
9340.0, 0.07062977
9350.0, 0.07059891
9360.0, 0.070568115
9370.0, 0.07053738
9380.0, 0.070506714
9390.0, 0.0704761
9400.0, 0.07044555
9410.0, 0.070415065
9420.0, 0.07038464
9430.0, 0.070354275
9440.0, 0.07032397
9450.0, 0.070293725
9460.0, 0.07026354
9470.0, 0.07023342
9480.0, 0.07020336
9490.0, 0.070173346
9500.0, 0.07014341
9510.0, 0.070113525
9520.0, 0.0700837
9530.0, 0.070053935
9540.0, 0.07002423
9550.0, 0.069994584
9560.0, 0.069965
9570.0, 0.06993547
9580.0, 0.069906
9590.0, 0.06987659
9600.0, 0.06984724
9610.0, 0.069817945
9620.0, 0.06978872
9630.0, 0.06975954
9640.0, 0.06973042
9650.0, 0.069701366
9660.0, 0.06967236
9670.0, 0.06964342
9680.0, 0.06961454
9690.0, 0.06958571
9700.0, 0.06955694
9710.0, 0.06952823
9720.0, 0.069499575
9730.0, 0.06947097
9740.0, 0.069442436
9750.0, 0.06941395
9760.0, 0.06938552
9770.0, 0.06935716
9780.0, 0.069328845
9790.0, 0.069300584
9800.0, 0.069272384
9810.0, 0.06924424
9820.0, 0.069216155
9830.0, 0.069188125
9840.0, 0.06916015
9850.0, 0.06913223
9860.0, 0.069104366
9870.0, 0.06907656
9880.0, 0.06904881
9890.0, 0.069021106
9900.0, 0.068993464
9910.0, 0.06896588
9920.0, 0.06893835
9930.0, 0.068910874
9940.0, 0.06888346
9950.0, 0.06885608
9960.0, 0.06882878
9970.0, 0.068801515
9980.0, 0.06877431
9990.0, 0.06874716
10000.0, 0.06872007
10010.0, 0.068693034
10020.0, 0.06866605
10030.0, 0.068639114
10040.0, 0.06861223
10050.0, 0.06858541
10060.0, 0.06855864
10070.0, 0.06853192
10080.0, 0.06850526
10090.0, 0.06847865
10100.0, 0.06845209
10110.0, 0.06842559
10120.0, 0.06839913
10130.0, 0.068372734
10140.0, 0.06834639
10150.0, 0.068320096
10160.0, 0.068293855
10170.0, 0.068267666
10180.0, 0.06824153
10190.0, 0.068215445
10200.0, 0.06818941
10210.0, 0.06816343
10220.0, 0.068137504
10230.0, 0.06811163
10240.0, 0.068085805
10250.0, 0.06806003
10260.0, 0.06803431
10270.0, 0.06800865
10280.0, 0.067983024
10290.0, 0.06795745
10300.0, 0.06793194
10310.0, 0.06790648
10320.0, 0.06788106
10330.0, 0.0678557
10340.0, 0.067830384
10350.0, 0.06780512
10360.0, 0.06777991
10370.0, 0.067754745
10380.0, 0.06772964
10390.0, 0.06770457
10400.0, 0.06767956
10410.0, 0.0676546
10420.0, 0.067629695
10430.0, 0.06760483
10440.0, 0.06758002
10450.0, 0.067555256
10460.0, 0.06753054
10470.0, 0.06750588
10480.0, 0.067481264
10490.0, 0.0674567
10500.0, 0.06743219
10510.0, 0.06740772
10520.0, 0.067383304
10530.0, 0.06735893
10540.0, 0.067334615
10550.0, 0.06731034
10560.0, 0.06728612
10570.0, 0.06726194
10580.0, 0.06723782
10590.0, 0.06721374
10600.0, 0.06718971
10610.0, 0.067165725
10620.0, 0.067141786
10630.0, 0.0671179
10640.0, 0.067094065
10650.0, 0.067070276
10660.0, 0.06704653
10670.0, 0.06702283
10680.0, 0.06699918
10690.0, 0.066975586
10700.0, 0.06695203
10710.0, 0.06692852
10720.0, 0.06690506
10730.0, 0.06688165
10740.0, 0.06685828
10750.0, 0.06683496
10760.0, 0.06681169
10770.0, 0.06678846
10780.0, 0.06676528
10790.0, 0.066742145
10800.0, 0.066719055
10810.0, 0.06669601
10820.0, 0.06667302
10830.0, 0.06665007
10840.0, 0.06662717
10850.0, 0.06660431
10860.0, 0.066581495
10870.0, 0.066558726
10880.0, 0.066536
10890.0, 0.06651333
10900.0, 0.066490695
10910.0, 0.06646811
10920.0, 0.06644557
10930.0, 0.06642307
10940.0, 0.066400625
10950.0, 0.06637822
10960.0, 0.066355854
10970.0, 0.06633354
10980.0, 0.06631127
10990.0, 0.066289045
11000.0, 0.06626686
11010.0, 0.06624472
11020.0, 0.06622262
11030.0, 0.06620058
11040.0, 0.06617857
11050.0, 0.06615661
11060.0, 0.06613469
11070.0, 0.06611282
11080.0, 0.066090986
11090.0, 0.0660692
11100.0, 0.06604745
11110.0, 0.06602576
11120.0, 0.0660041
11130.0, 0.06598248
11140.0, 0.065960914
11150.0, 0.06593939
11160.0, 0.0659179
11170.0, 0.06589646
11180.0, 0.06587506
11190.0, 0.06585371
11200.0, 0.06583239
11210.0, 0.06581112
11220.0, 0.06578989
11230.0, 0.06576871
11240.0, 0.06574757
11250.0, 0.06572647
11260.0, 0.0657054
11270.0, 0.06568439
11280.0, 0.06566341
11290.0, 0.06564248
11300.0, 0.06562159
11310.0, 0.065600745
11320.0, 0.065579936
11330.0, 0.06555917
11340.0, 0.06553844
11350.0, 0.06551776
11360.0, 0.06549712
11370.0, 0.06547652
11380.0, 0.06545596
11390.0, 0.06543544
11400.0, 0.065414965
11410.0, 0.06539453
11420.0, 0.065374136
11430.0, 0.06535378
11440.0, 0.06533346
11450.0, 0.06531319
11460.0, 0.065292954
11470.0, 0.06527276
11480.0, 0.06525261
11490.0, 0.0652325
11500.0, 0.06521243
11510.0, 0.065192394
11520.0, 0.065172404
11530.0, 0.06515245
11540.0, 0.06513254
11550.0, 0.065112665
11560.0, 0.06509284
11570.0, 0.06507304
11580.0, 0.06505329
11590.0, 0.06503358
11600.0, 0.0650139
11610.0, 0.06499427
11620.0, 0.06497467
11630.0, 0.064955115
11640.0, 0.064935595
11650.0, 0.06491612
11660.0, 0.06489668
11670.0, 0.06487728
11680.0, 0.064857915
