Energy (in eV), SEEE yield of material osr2k-NASCAP at isotropic incidence
   X,       Y
11740.0, 0.7835241
11750.0, 0.7829677
11760.0, 0.78241193
11770.0, 0.7818572
11780.0, 0.78130317
11790.0, 0.78075016
11800.0, 0.78019786
11810.0, 0.77964646
11820.0, 0.77909595
11830.0, 0.77854615
11840.0, 0.7779972
11850.0, 0.7774492
11860.0, 0.77690196
11870.0, 0.7763555
11880.0, 0.77580994
11890.0, 0.7752653
11900.0, 0.77472144
11910.0, 0.7741782
11920.0, 0.77363586
11930.0, 0.77309436
11940.0, 0.77255374
11950.0, 0.7720139
11960.0, 0.7714748
11970.0, 0.7709367
11980.0, 0.77039933
11990.0, 0.76986265
12000.0, 0.76932687
12010.0, 0.7687919
12020.0, 0.7682576
12030.0, 0.7677243
12040.0, 0.7671917
12050.0, 0.76666003
12060.0, 0.7661289
12070.0, 0.7655987
12080.0, 0.76506925
12090.0, 0.76454073
12100.0, 0.76401275
12110.0, 0.7634857
12120.0, 0.7629595
12130.0, 0.76243395
12140.0, 0.7619093
12150.0, 0.7613854
12160.0, 0.7608621
12170.0, 0.7603398
12180.0, 0.75981814
12190.0, 0.75929743
12200.0, 0.7587773
12210.0, 0.7582581
12220.0, 0.7577395
12230.0, 0.75722176
12240.0, 0.75670475
12250.0, 0.75618833
12260.0, 0.7556729
12270.0, 0.75515807
12280.0, 0.7546442
12290.0, 0.754131
12300.0, 0.7536185
12310.0, 0.7531067
12320.0, 0.75259584
12330.0, 0.7520855
12340.0, 0.7515761
12350.0, 0.75106734
12360.0, 0.75055933
12370.0, 0.7500521
12380.0, 0.7495456
12390.0, 0.7490398
12400.0, 0.74853486
12410.0, 0.74803054
12420.0, 0.7475268
12430.0, 0.747024
12440.0, 0.74652195
12450.0, 0.74602056
12460.0, 0.74551976
12470.0, 0.7450199
12480.0, 0.74452066
12490.0, 0.74402225
12500.0, 0.74352443
12510.0, 0.74302745
12520.0, 0.742531
12530.0, 0.74203545
12540.0, 0.7415405
12550.0, 0.74104625
12560.0, 0.74055266
12570.0, 0.74006
12580.0, 0.73956794
12590.0, 0.73907644
12600.0, 0.73858577
12610.0, 0.7380959
12620.0, 0.7376066
12630.0, 0.73711795
12640.0, 0.73663
12650.0, 0.73614293
12660.0, 0.7356565
12670.0, 0.7351708
12680.0, 0.73468566
12690.0, 0.7342012
12700.0, 0.7337174
12710.0, 0.73323447
12720.0, 0.7327521
12730.0, 0.7322704
12740.0, 0.7317894
12750.0, 0.7313092
12760.0, 0.7308295
12770.0, 0.73035055
12780.0, 0.7298723
12790.0, 0.72939473
12800.0, 0.7289179
12810.0, 0.7284415
12820.0, 0.72796607
12830.0, 0.72749114
12840.0, 0.7270168
12850.0, 0.7265433
12860.0, 0.72607034
12870.0, 0.7255981
12880.0, 0.7251263
12890.0, 0.72465557
12900.0, 0.7241854
12910.0, 0.7237158
12920.0, 0.7232468
12930.0, 0.72277844
12940.0, 0.7223107
12950.0, 0.72184384
12960.0, 0.72137743
12970.0, 0.72091186
12980.0, 0.72044677
12990.0, 0.71998245
13000.0, 0.7195186
13010.0, 0.7190555
13020.0, 0.71859306
13030.0, 0.71813124
13040.0, 0.71767
13050.0, 0.7172096
13060.0, 0.7167496
13070.0, 0.7162904
13080.0, 0.7158317
13090.0, 0.71537375
13100.0, 0.71491635
13110.0, 0.71445954
13120.0, 0.71400356
13130.0, 0.71354806
13140.0, 0.71309316
13150.0, 0.7126389
13160.0, 0.7121854
13170.0, 0.7117324
13180.0, 0.7112799
13190.0, 0.7108282
13200.0, 0.71037704
13210.0, 0.70992655
13220.0, 0.70947665
13230.0, 0.7090274
13240.0, 0.7085787
13250.0, 0.7081307
13260.0, 0.7076831
13270.0, 0.7072363
13280.0, 0.70679015
13290.0, 0.70634454
13300.0, 0.7058994
13310.0, 0.7054551
13320.0, 0.7050114
13330.0, 0.70456815
13340.0, 0.7041254
13350.0, 0.7036834
13360.0, 0.7032421
13370.0, 0.7028013
13380.0, 0.70236105
13390.0, 0.70192146
13400.0, 0.7014825
13410.0, 0.70104396
13420.0, 0.70060605
13430.0, 0.7001689
13440.0, 0.69973224
13450.0, 0.6992961
13460.0, 0.6988606
13470.0, 0.69842577
13480.0, 0.69799143
13490.0, 0.69755775
13500.0, 0.69712454
13510.0, 0.6966919
13520.0, 0.69625986
13530.0, 0.69582844
13540.0, 0.6953976
13550.0, 0.6949674
13560.0, 0.6945377
13570.0, 0.69410855
13580.0, 0.69368
13590.0, 0.69325197
13600.0, 0.69282454
13610.0, 0.69239765
13620.0, 0.6919715
13630.0, 0.6915458
13640.0, 0.69112056
13650.0, 0.69069606
13660.0, 0.6902719
13670.0, 0.68984854
13680.0, 0.6894256
13690.0, 0.68900335
13700.0, 0.6885815
13710.0, 0.68816024
13720.0, 0.6877396
13730.0, 0.6873196
13740.0, 0.68689996
13750.0, 0.6864809
13760.0, 0.68606234
13770.0, 0.68564457
13780.0, 0.68522716
13790.0, 0.68481046
13800.0, 0.6843941
13810.0, 0.68397826
13820.0, 0.6835631
13830.0, 0.68314844
13840.0, 0.6827344
13850.0, 0.68232083
13860.0, 0.68190795
13870.0, 0.68149537
13880.0, 0.68108344
13890.0, 0.680672
13900.0, 0.68026114
13910.0, 0.6798509
13920.0, 0.67944103
13930.0, 0.6790318
13940.0, 0.6786231
13950.0, 0.6782149
13960.0, 0.67780715
13970.0, 0.67740005
13980.0, 0.67699337
13990.0, 0.67658734
14000.0, 0.6761818
14010.0, 0.6757768
14020.0, 0.6753723
14030.0, 0.6749683
14040.0, 0.67456484
14050.0, 0.6741619
14060.0, 0.6737594
14070.0, 0.6733574
14080.0, 0.6729561
14090.0, 0.67255515
14100.0, 0.67215484
14110.0, 0.671755
14120.0, 0.6713557
14130.0, 0.67095685
14140.0, 0.6705584
14150.0, 0.67016065
14160.0, 0.6697634
14170.0, 0.66936654
14180.0, 0.66897035
14190.0, 0.6685745
14200.0, 0.6681792
14210.0, 0.66778445
14220.0, 0.66739017
14230.0, 0.6669964
14240.0, 0.66660315
14250.0, 0.6662105
14260.0, 0.66581815
14270.0, 0.66542643
14280.0, 0.6650351
14290.0, 0.66464436
14300.0, 0.66425395
14310.0, 0.6638642
14320.0, 0.663475
14330.0, 0.6630862
14340.0, 0.66269785
14350.0, 0.6623101
14360.0, 0.66192275
14370.0, 0.66153586
14380.0, 0.66114956
14390.0, 0.6607637
14400.0, 0.66037834
14410.0, 0.65999347
14420.0, 0.659609
14430.0, 0.65922505
14440.0, 0.6588416
14450.0, 0.6584586
14460.0, 0.6580761
14470.0, 0.6576941
14480.0, 0.6573127
14490.0, 0.65693164
14500.0, 0.656551
14510.0, 0.65617096
14520.0, 0.6557913
14530.0, 0.6554121
14540.0, 0.6550334
14550.0, 0.6546552
14560.0, 0.6542775
14570.0, 0.6539002
14580.0, 0.6535235
14590.0, 0.65314716
14600.0, 0.6527713
14610.0, 0.65239596
14620.0, 0.65202093
14630.0, 0.6516465
14640.0, 0.65127254
14650.0, 0.650899
14660.0, 0.6505259
14670.0, 0.65015334
14680.0, 0.6497811
14690.0, 0.6494094
14700.0, 0.64903814
14710.0, 0.64866745
14720.0, 0.6482971
14730.0, 0.6479273
14740.0, 0.6475578
14750.0, 0.6471889
14760.0, 0.64682037
14770.0, 0.64645225
14780.0, 0.64608467
14790.0, 0.64571756
14800.0, 0.6453509
14810.0, 0.6449846
14820.0, 0.64461887
14830.0, 0.6442535
14840.0, 0.64388853
14850.0, 0.64352405
14860.0, 0.6431601
14870.0, 0.6427965
14880.0, 0.6424334
14890.0, 0.6420707
14900.0, 0.6417085
14910.0, 0.6413467
14920.0, 0.6409853
14930.0, 0.64062434
14940.0, 0.6402639
14950.0, 0.63990384
14960.0, 0.6395443
14970.0, 0.6391851
14980.0, 0.6388264
14990.0, 0.63846797
15000.0, 0.6381103
15010.0, 0.63775265
15020.0, 0.6373956
15030.0, 0.6370391
15040.0, 0.6366829
15050.0, 0.6363272
15060.0, 0.63597196
15070.0, 0.6356171
15080.0, 0.63526267
15090.0, 0.6349087
15100.0, 0.63455504
15110.0, 0.63420194
15120.0, 0.6338492
15130.0, 0.6334969
15140.0, 0.63314503
15150.0, 0.6327935
15160.0, 0.63244253
15170.0, 0.6320918
15180.0, 0.63174164
15190.0, 0.6313918
15200.0, 0.6310424
15210.0, 0.6306936
15220.0, 0.63034505
15230.0, 0.62999684
15240.0, 0.6296492
15250.0, 0.62930185
15260.0, 0.62895495
15270.0, 0.6286085
15280.0, 0.6282626
15290.0, 0.6279169
15300.0, 0.62757164
15310.0, 0.62722677
15320.0, 0.62688243
15330.0, 0.6265384
15340.0, 0.6261948
15350.0, 0.6258516
15360.0, 0.6255088
15370.0, 0.6251664
15380.0, 0.62482446
15390.0, 0.6244828
15400.0, 0.62414175
15410.0, 0.62380093
15420.0, 0.6234605
15430.0, 0.62312055
15440.0, 0.622781
15450.0, 0.6224419
15460.0, 0.6221031
15470.0, 0.6217647
15480.0, 0.62142676
15490.0, 0.62108916
15500.0, 0.620752
15510.0, 0.6204151
15520.0, 0.62007874
15530.0, 0.61974275
15540.0, 0.6194072
15550.0, 0.61907196
15560.0, 0.6187371
15570.0, 0.6184027
15580.0, 0.6180686
15590.0, 0.61773497
15600.0, 0.61740166
15610.0, 0.6170689
15620.0, 0.6167364
15630.0, 0.6164043
15640.0, 0.61607254
15650.0, 0.6157412
15660.0, 0.6154103
15670.0, 0.6150797
15680.0, 0.61474943
15690.0, 0.6144197
15700.0, 0.61409026
15710.0, 0.6137613
15720.0, 0.6134325
15730.0, 0.6131042
15740.0, 0.61277646
15750.0, 0.6124488
15760.0, 0.61212176
15770.0, 0.61179495
15780.0, 0.6114686
15790.0, 0.6111425
15800.0, 0.6108169
15810.0, 0.6104916
15820.0, 0.6101668
15830.0, 0.60984224
15840.0, 0.6095181
15850.0, 0.60919434
15860.0, 0.6088709
15870.0, 0.6085478
15880.0, 0.6082252
15890.0, 0.60790294
15900.0, 0.607581
15910.0, 0.60725945
15920.0, 0.6069383
15930.0, 0.6066174
15940.0, 0.60629696
15950.0, 0.6059769
15960.0, 0.60565716
15970.0, 0.6053378
15980.0, 0.6050188
15990.0, 0.60470015
16000.0, 0.6043819
16010.0, 0.6040639
16020.0, 0.6037464
16030.0, 0.6034292
16040.0, 0.60311234
16050.0, 0.60279596
16060.0, 0.6024798
16070.0, 0.6021641
16080.0, 0.60184866
16090.0, 0.60153353
16100.0, 0.6012189
16110.0, 0.6009045
16120.0, 0.6005905
16130.0, 0.600277
16140.0, 0.5999636
16150.0, 0.59965074
16160.0, 0.5993382
16170.0, 0.59902596
16180.0, 0.5987141
16190.0, 0.5984025
16200.0, 0.59809136
16210.0, 0.59778064
16220.0, 0.5974702
16230.0, 0.59716004
16240.0, 0.5968503
16250.0, 0.5965408
16260.0, 0.59623176
16270.0, 0.59592295
16280.0, 0.5956146
16290.0, 0.5953065
16300.0, 0.5949989
16310.0, 0.59469146
16320.0, 0.59438443
16330.0, 0.5940778
16340.0, 0.5937714
16350.0, 0.59346545
16360.0, 0.59315985
16370.0, 0.5928545
16380.0, 0.5925495
16390.0, 0.5922449
16400.0, 0.59194064
16410.0, 0.59163666
16420.0, 0.5913331
16430.0, 0.5910297
16440.0, 0.5907268
16450.0, 0.5904241
16460.0, 0.59012187
16470.0, 0.58982
16480.0, 0.58951837
16490.0, 0.58921707
16500.0, 0.5889161
16510.0, 0.58861554
16520.0, 0.5883151
16530.0, 0.58801526
16540.0, 0.58771557
16550.0, 0.58741635
16560.0, 0.5871174
16570.0, 0.58681875
16580.0, 0.5865205
16590.0, 0.58622247
16600.0, 0.58592474
16610.0, 0.5856274
16620.0, 0.58533037
16630.0, 0.5850338
16640.0, 0.58473736
16650.0, 0.5844413
16660.0, 0.58414567
16670.0, 0.58385026
16680.0, 0.5835552
16690.0, 0.5832605
16700.0, 0.58296597
16710.0, 0.582672
16720.0, 0.58237815
16730.0, 0.5820847
16740.0, 0.5817916
16750.0, 0.5814988
16760.0, 0.58120626
16770.0, 0.580914
16780.0, 0.5806222
16790.0, 0.5803306
16800.0, 0.5800393
16810.0, 0.57974845
16820.0, 0.5794578
16830.0, 0.57916754
16840.0, 0.57887757
16850.0, 0.57858783
16860.0, 0.57829857
16870.0, 0.57800955
16880.0, 0.5777208
16890.0, 0.5774324
16900.0, 0.5771443
16910.0, 0.5768565
16920.0, 0.57656896
16930.0, 0.5762818
16940.0, 0.5759949
16950.0, 0.5757084
16960.0, 0.5754221
16970.0, 0.5751361
16980.0, 0.5748505
16990.0, 0.5745652
17000.0, 0.5742801
17010.0, 0.57399535
17020.0, 0.57371104
17030.0, 0.5734269
17040.0, 0.57314306
17050.0, 0.5728596
17060.0, 0.57257646
17070.0, 0.5722935
17080.0, 0.5720109
17090.0, 0.57172865
17100.0, 0.5714466
17110.0, 0.5711649
17120.0, 0.5708834
17130.0, 0.5706024
17140.0, 0.5703215
17150.0, 0.57004106
17160.0, 0.5697608
17170.0, 0.5694809
17180.0, 0.56920135
17190.0, 0.56892204
17200.0, 0.5686429
17210.0, 0.5683643
17220.0, 0.56808585
17230.0, 0.5678078
17240.0, 0.56752986
17250.0, 0.56725234
17260.0, 0.5669751
17270.0, 0.5666982
17280.0, 0.56642133
17290.0, 0.566145
17300.0, 0.565869
17310.0, 0.56559324
17320.0, 0.5653177
17330.0, 0.56504244
17340.0, 0.5647675
17350.0, 0.56449294
17360.0, 0.56421846
17370.0, 0.5639445
17380.0, 0.5636707
17390.0, 0.56339717
17400.0, 0.563124
17410.0, 0.5628511
17420.0, 0.56257844
17430.0, 0.56230605
17440.0, 0.562034
17450.0, 0.5617622
17460.0, 0.5614908
17470.0, 0.5612195
17480.0, 0.5609486
17490.0, 0.56067795
17500.0, 0.56040764
17510.0, 0.5601375
17520.0, 0.5598677
17530.0, 0.55959815
17540.0, 0.559329
17550.0, 0.55906004
17560.0, 0.5587914
17570.0, 0.55852294
17580.0, 0.5582548
17590.0, 0.5579869
17600.0, 0.55771935
17610.0, 0.557452
17620.0, 0.557185
17630.0, 0.5569183
17640.0, 0.5566519
17650.0, 0.55638564
17660.0, 0.5561197
17670.0, 0.5558541
17680.0, 0.5555887
17690.0, 0.5553236
17700.0, 0.5550588
17710.0, 0.55479425
17720.0, 0.5545299
17730.0, 0.554266
17740.0, 0.55400217
17750.0, 0.5537388
17760.0, 0.55347556
17770.0, 0.55321264
17780.0, 0.5529499
17790.0, 0.5526875
17800.0, 0.55242544
17810.0, 0.55216366
17820.0, 0.55190206
17830.0, 0.55164075
17840.0, 0.5513797
17850.0, 0.55111897
17860.0, 0.5508584
17870.0, 0.55059814
17880.0, 0.55033827
17890.0, 0.5500785
17900.0, 0.549819
17910.0, 0.5495599
17920.0, 0.5493009
17930.0, 0.5490422
17940.0, 0.5487838
17950.0, 0.5485257
17960.0, 0.5482679
17970.0, 0.54801023
17980.0, 0.54775286
17990.0, 0.54749584
18000.0, 0.5472389
18010.0, 0.54698235
18020.0, 0.54672605
18030.0, 0.54647
18040.0, 0.5462143
18050.0, 0.54595876
18060.0, 0.5457034
18070.0, 0.5454484
18080.0, 0.5451936
18090.0, 0.5449391
18100.0, 0.5446849
18110.0, 0.5444308
18120.0, 0.5441772
18130.0, 0.54392374
18140.0, 0.5436704
18150.0, 0.54341745
18160.0, 0.54316473
18170.0, 0.5429123
18180.0, 0.54266006
18190.0, 0.5424081
18200.0, 0.5421564
18210.0, 0.541905
18220.0, 0.5416539
18230.0, 0.5414028
18240.0, 0.5411521
18250.0, 0.54090166
18260.0, 0.54065144
18270.0, 0.54040146
18280.0, 0.5401518
18290.0, 0.5399023
18300.0, 0.53965324
18310.0, 0.5394042
18320.0, 0.5391555
18330.0, 0.5389071
18340.0, 0.5386588
18350.0, 0.5384109
18360.0, 0.5381631
18370.0, 0.53791577
18380.0, 0.53766847
18390.0, 0.5374215
18400.0, 0.5371747
18410.0, 0.53692824
18420.0, 0.53668195
18430.0, 0.536436
18440.0, 0.5361903
18450.0, 0.53594464
18460.0, 0.5356994
18470.0, 0.53545445
18480.0, 0.53520966
18490.0, 0.53496516
18500.0, 0.53472084
18510.0, 0.5344767
18520.0, 0.534233
18530.0, 0.53398937
18540.0, 0.533746
18550.0, 0.5335029
18560.0, 0.53326
18570.0, 0.5330174
18580.0, 0.532775
18590.0, 0.5325328
18600.0, 0.53229094
18610.0, 0.53204924
18620.0, 0.53180784
18630.0, 0.53156656
18640.0, 0.5313257
18650.0, 0.5310849
18660.0, 0.53084445
18670.0, 0.5306041
18680.0, 0.53036416
18690.0, 0.5301243
18700.0, 0.52988476
18710.0, 0.52964544
18720.0, 0.52940637
18730.0, 0.5291675
18740.0, 0.5289289
18750.0, 0.5286904
18760.0, 0.5284523
18770.0, 0.5282144
18780.0, 0.52797663
18790.0, 0.52773917
18800.0, 0.527502
18810.0, 0.527265
18820.0, 0.52702814
18830.0, 0.52679163
18840.0, 0.52655536
18850.0, 0.5263192
18860.0, 0.5260834
18870.0, 0.5258476
18880.0, 0.52561235
18890.0, 0.52537715
18900.0, 0.52514225
18910.0, 0.52490747
18920.0, 0.524673
18930.0, 0.5244387
18940.0, 0.5242046
18950.0, 0.5239708
18960.0, 0.52373725
18970.0, 0.52350396
18980.0, 0.5232707
18990.0, 0.52303785
19000.0, 0.5228051
19010.0, 0.52257264
19020.0, 0.52234036
19030.0, 0.5221083
19040.0, 0.52187645
19050.0, 0.52164495
19060.0, 0.52141356
19070.0, 0.5211824
19080.0, 0.5209515
19090.0, 0.5207209
19100.0, 0.5204904
19110.0, 0.52026016
19120.0, 0.52002996
19130.0, 0.5198003
19140.0, 0.51957065
19150.0, 0.5193413
19160.0, 0.5191121
19170.0, 0.51888317
19180.0, 0.5186545
19190.0, 0.518426
19200.0, 0.5181976
19210.0, 0.5179696
19220.0, 0.5177417
19230.0, 0.51751405
19240.0, 0.5172866
19250.0, 0.5170594
19260.0, 0.5168325
19270.0, 0.5166056
19280.0, 0.5163791
19290.0, 0.51615274
19300.0, 0.51592666
19310.0, 0.5157007
19320.0, 0.51547503
19330.0, 0.51524955
19340.0, 0.5150243
19350.0, 0.51479906
19360.0, 0.5145743
19370.0, 0.5143496
19380.0, 0.5141252
19390.0, 0.51390094
19400.0, 0.513677
19410.0, 0.5134532
19420.0, 0.51322967
19430.0, 0.5130062
19440.0, 0.5127831
19450.0, 0.51256007
19460.0, 0.5123374
19470.0, 0.5121149
19480.0, 0.5118925
19490.0, 0.51167035
19500.0, 0.5114485
19510.0, 0.5112268
19520.0, 0.5110052
19530.0, 0.51078385
19540.0, 0.5105629
19550.0, 0.51034194
19560.0, 0.5101212
19570.0, 0.50990087
19580.0, 0.50968057
19590.0, 0.5094605
19600.0, 0.5092406
19610.0, 0.509021
19620.0, 0.5088015
19630.0, 0.50858235
19640.0, 0.50836325
19650.0, 0.50814456
19660.0, 0.5079258
19670.0, 0.5077074
19680.0, 0.50748914
19690.0, 0.5072712
19700.0, 0.5070534
19710.0, 0.50683576
19720.0, 0.5066184
19730.0, 0.5064012
19740.0, 0.5061841
19750.0, 0.5059674
19760.0, 0.5057507
19770.0, 0.50553435
19780.0, 0.5053181
19790.0, 0.5051021
19800.0, 0.5048863
19810.0, 0.5046707
19820.0, 0.50445527
19830.0, 0.50424004
19840.0, 0.504025
19850.0, 0.5038102
19860.0, 0.50359553
19870.0, 0.50338113
19880.0, 0.503167
19890.0, 0.5029529
19900.0, 0.5027391
19910.0, 0.50252545
19920.0, 0.502312
19930.0, 0.50209874
19940.0, 0.5018857
19950.0, 0.50167286
19960.0, 0.50146025
19970.0, 0.50124776
19980.0, 0.5010355
19990.0, 0.5008233
20000.0, 0.5006115
20010.0, 0.5003998
20020.0, 0.50018835
20030.0, 0.49997702
20040.0, 0.49976587
20050.0, 0.49955496
20060.0, 0.49934432
20070.0, 0.49913374
20080.0, 0.49892348
20090.0, 0.49871325
20100.0, 0.49850333
20110.0, 0.49829355
20120.0, 0.498084
20130.0, 0.49787468
20140.0, 0.49766544
20150.0, 0.4974564
20160.0, 0.4972476
20170.0, 0.497039
20180.0, 0.49683046
20190.0, 0.49662226
20200.0, 0.49641412
20210.0, 0.4962063
20220.0, 0.49599862
20230.0, 0.49579114
20240.0, 0.49558383
20250.0, 0.4953767
20260.0, 0.49516976
20270.0, 0.494963
20280.0, 0.49475643
20290.0, 0.4945501
20300.0, 0.4943439
20310.0, 0.49413788
20320.0, 0.49393207
20330.0, 0.49372637
20340.0, 0.49352095
20350.0, 0.49331573
20360.0, 0.49311057
20370.0, 0.49290574
20380.0, 0.49270105
20390.0, 0.4924965
20400.0, 0.49229217
20410.0, 0.492088
20420.0, 0.49188396
20430.0, 0.4916802
20440.0, 0.49147657
20450.0, 0.49127316
20460.0, 0.49106994
20470.0, 0.49086684
20480.0, 0.49066392
20490.0, 0.49046117
20500.0, 0.4902587
20510.0, 0.49005634
20520.0, 0.4898542
20530.0, 0.48965216
20540.0, 0.4894504
20550.0, 0.48924875
20560.0, 0.48904735
20570.0, 0.48884603
20580.0, 0.48864496
20590.0, 0.48844406
20600.0, 0.4882433
20610.0, 0.48804274
20620.0, 0.48784235
20630.0, 0.48764214
20640.0, 0.48744217
20650.0, 0.48724234
20660.0, 0.48704264
20670.0, 0.48684314
20680.0, 0.48664385
20690.0, 0.48644465
20700.0, 0.4862457
20710.0, 0.48604697
20720.0, 0.48584837
20730.0, 0.48564994
20740.0, 0.48545167
20750.0, 0.4852536
20760.0, 0.48505569
20770.0, 0.48485792
20780.0, 0.48466036
20790.0, 0.48446295
20800.0, 0.48426574
20810.0, 0.4840687
20820.0, 0.48387182
20830.0, 0.4836752
20840.0, 0.48347858
20850.0, 0.48328224
20860.0, 0.48308602
20870.0, 0.48289007
20880.0, 0.48269427
20890.0, 0.4824986
20900.0, 0.48230305
20910.0, 0.48210776
20920.0, 0.48191255
20930.0, 0.48171762
20940.0, 0.48152277
20950.0, 0.48132816
20960.0, 0.48113367
20970.0, 0.48093942
20980.0, 0.48074526
20990.0, 0.4805513
21000.0, 0.48035753
21010.0, 0.4801639
21020.0, 0.4799704
21030.0, 0.47977716
21040.0, 0.47958398
21050.0, 0.4793911
21060.0, 0.4791983
21070.0, 0.47900572
21080.0, 0.47881317
21090.0, 0.47862092
21100.0, 0.4784288
21110.0, 0.47823685
21120.0, 0.47804505
21130.0, 0.47785345
21140.0, 0.47766203
21150.0, 0.47747073
21160.0, 0.4772796
21170.0, 0.47708866
21180.0, 0.4768979
21190.0, 0.4767072
21200.0, 0.47651675
21210.0, 0.4763265
21220.0, 0.4761364
21230.0, 0.47594643
21240.0, 0.47575662
21250.0, 0.47556698
21260.0, 0.47537744
21270.0, 0.47518808
21280.0, 0.47499904
21290.0, 0.47481
21300.0, 0.4746212
21310.0, 0.4744325
21320.0, 0.474244
21330.0, 0.47405565
21340.0, 0.4738675
21350.0, 0.47367945
21360.0, 0.4734916
21370.0, 0.47330388
21380.0, 0.47311637
21390.0, 0.472929
21400.0, 0.47274187
21410.0, 0.47255477
21420.0, 0.47236785
21430.0, 0.4721811
21440.0, 0.47199446
21450.0, 0.4718081
21460.0, 0.47162184
21470.0, 0.47143573
21480.0, 0.47124982
21490.0, 0.47106403
21500.0, 0.47087833
21510.0, 0.4706929
21520.0, 0.47050762
21530.0, 0.47032255
21540.0, 0.47013745
21550.0, 0.46995264
21560.0, 0.469768
21570.0, 0.4695835
21580.0, 0.46939906
21590.0, 0.46921483
21600.0, 0.46903077
21610.0, 0.46884692
21620.0, 0.46866313
21630.0, 0.4684796
21640.0, 0.46829617
21650.0, 0.4681129
21660.0, 0.4679298
21670.0, 0.4677468
21680.0, 0.46756396
21690.0, 0.4673813
21700.0, 0.4671988
21710.0, 0.46701652
21720.0, 0.46683425
21730.0, 0.46665218
21740.0, 0.46647033
21750.0, 0.46628863
21760.0, 0.466107
21770.0, 0.4659255
21780.0, 0.46574432
21790.0, 0.46556318
21800.0, 0.46538222
21810.0, 0.46520132
21820.0, 0.46502072
21830.0, 0.4648402
21840.0, 0.46465984
21850.0, 0.4644796
21860.0, 0.46429962
21870.0, 0.46411958
21880.0, 0.4639399
21890.0, 0.46376026
21900.0, 0.4635808
21910.0, 0.4634014
21920.0, 0.4632223
21930.0, 0.46304327
21940.0, 0.46286443
21950.0, 0.46268567
21960.0, 0.46250716
21970.0, 0.46232876
21980.0, 0.4621505
21990.0, 0.4619724
22000.0, 0.4617944
22010.0, 0.46161655
22020.0, 0.46143886
22030.0, 0.46126136
22040.0, 0.46108395
22050.0, 0.46090677
22060.0, 0.46072963
22070.0, 0.4605527
22080.0, 0.4603759
22090.0, 0.46019927
22100.0, 0.46002272
22110.0, 0.4598464
22120.0, 0.45967013
22130.0, 0.45949414
22140.0, 0.4593182
22150.0, 0.45914245
22160.0, 0.4589668
22170.0, 0.45879132
22180.0, 0.458616
22190.0, 0.4584408
22200.0, 0.45826572
22210.0, 0.45809087
22220.0, 0.45791605
22230.0, 0.45774147
22240.0, 0.45756695
22250.0, 0.45739263
22260.0, 0.45721844
22270.0, 0.45704448
22280.0, 0.45687056
22290.0, 0.45669678
22300.0, 0.45652318
22310.0, 0.45634976
22320.0, 0.45617637
22330.0, 0.45600322
22340.0, 0.45583016
22350.0, 0.45565724
22360.0, 0.45548454
22370.0, 0.45531192
22380.0, 0.45513937
22390.0, 0.45496702
22400.0, 0.45479485
22410.0, 0.45462283
22420.0, 0.45445094
22430.0, 0.45427912
22440.0, 0.45410746
22450.0, 0.45393592
22460.0, 0.45376468
22470.0, 0.45359346
22480.0, 0.4534224
22490.0, 0.45325142
22500.0, 0.45308068
22510.0, 0.45290998
22520.0, 0.4527395
22530.0, 0.452569
22540.0, 0.4523988
22550.0, 0.4522287
22560.0, 0.4520588
22570.0, 0.45188892
22580.0, 0.45171922
22590.0, 0.45154968
22600.0, 0.4513803
22610.0, 0.451211
22620.0, 0.45104185
22630.0, 0.45087296
22640.0, 0.45070404
22650.0, 0.4505353
22660.0, 0.45036662
22670.0, 0.45019823
22680.0, 0.45002988
22690.0, 0.44986174
22700.0, 0.44969362
22710.0, 0.44952577
22720.0, 0.44935796
22730.0, 0.44919038
22740.0, 0.44902283
22750.0, 0.44885552
22760.0, 0.44868824
22770.0, 0.44852114
22780.0, 0.44835413
22790.0, 0.44818735
22800.0, 0.4480206
22810.0, 0.44785407
22820.0, 0.44768766
22830.0, 0.44752136
22840.0, 0.44735515
22850.0, 0.44718912
22860.0, 0.4470232
22870.0, 0.4468575
22880.0, 0.4466918
22890.0, 0.44652632
22900.0, 0.44636095
22910.0, 0.44619575
22920.0, 0.4460306
22930.0, 0.44586566
22940.0, 0.44570073
22950.0, 0.4455361
22960.0, 0.44537148
22970.0, 0.44520706
22980.0, 0.44504273
22990.0, 0.4448786
23000.0, 0.44471455
23010.0, 0.44455057
23020.0, 0.4443868
23030.0, 0.44422314
23040.0, 0.44405952
23050.0, 0.44389626
23060.0, 0.4437329
23070.0, 0.44356975
23080.0, 0.44340673
23090.0, 0.4432439
23100.0, 0.44308114
23110.0, 0.44291848
23120.0, 0.44275606
23130.0, 0.44259372
23140.0, 0.44243145
23150.0, 0.44226933
23160.0, 0.44210732
23170.0, 0.44194546
23180.0, 0.44178376
23190.0, 0.4416221
23200.0, 0.44146067
23210.0, 0.44129938
23220.0, 0.4411381
23230.0, 0.44097704
23240.0, 0.44081607
23250.0, 0.4406552
23260.0, 0.44049457
23270.0, 0.44033393
23280.0, 0.44017345
23290.0, 0.4400132
23300.0, 0.43985298
23310.0, 0.43969294
23320.0, 0.43953297
23330.0, 0.43937314
23340.0, 0.43921334
23350.0, 0.4390538
23360.0, 0.43889436
23370.0, 0.43873504
23380.0, 0.4385759
23390.0, 0.43841684
23400.0, 0.43825787
23410.0, 0.438099
