Energy (in eV), SEEE yield of material osr2k-NASCAP at isotropic incidence
   X,       Y
23420.0, 0.43794036
23430.0, 0.43778172
23440.0, 0.4376233
23450.0, 0.43746495
23460.0, 0.43730682
23470.0, 0.43714872
23480.0, 0.4369907
23490.0, 0.43683288
23500.0, 0.43667516
23510.0, 0.4365176
23520.0, 0.43636006
23530.0, 0.43620276
23540.0, 0.43604553
23550.0, 0.4358885
23560.0, 0.43573144
23570.0, 0.43557465
23580.0, 0.43541795
23590.0, 0.43526125
23600.0, 0.43510476
23610.0, 0.4349484
23620.0, 0.43479225
23630.0, 0.4346361
23640.0, 0.43448007
23650.0, 0.43432412
23660.0, 0.43416843
23670.0, 0.43401277
23680.0, 0.43385723
23690.0, 0.4337018
23700.0, 0.43354654
23710.0, 0.43339142
23720.0, 0.43323636
23730.0, 0.43308145
23740.0, 0.4329267
23750.0, 0.43277198
23760.0, 0.43261737
23770.0, 0.43246296
23780.0, 0.43230864
23790.0, 0.43215448
23800.0, 0.4320004
23810.0, 0.43184638
23820.0, 0.43169254
23830.0, 0.43153873
23840.0, 0.43138516
23850.0, 0.4312317
23860.0, 0.43107834
23870.0, 0.43092507
23880.0, 0.430772
23890.0, 0.4306189
23900.0, 0.430466
23910.0, 0.43031317
23920.0, 0.43016055
23930.0, 0.43000796
23940.0, 0.42985553
23950.0, 0.4297032
23960.0, 0.42955106
23970.0, 0.42939895
23980.0, 0.42924693
23990.0, 0.4290951
24000.0, 0.42894334
24010.0, 0.42879173
24020.0, 0.42864025
24030.0, 0.42848888
24040.0, 0.4283376
24050.0, 0.42818645
24060.0, 0.4280354
24070.0, 0.4278845
24080.0, 0.4277337
24090.0, 0.42758298
24100.0, 0.42743233
24110.0, 0.42728192
24120.0, 0.42713153
24130.0, 0.4269813
24140.0, 0.42683116
24150.0, 0.42668113
24160.0, 0.42653129
24170.0, 0.4263815
24180.0, 0.4262318
24190.0, 0.42608225
24200.0, 0.42593277
24210.0, 0.42578346
24220.0, 0.4256343
24230.0, 0.4254851
24240.0, 0.42533618
24250.0, 0.42518726
24260.0, 0.42503855
24270.0, 0.42488986
24280.0, 0.4247413
24290.0, 0.42459276
24300.0, 0.4244445
24310.0, 0.4242963
24320.0, 0.42414817
24330.0, 0.4240002
24340.0, 0.42385238
24350.0, 0.4237046
24360.0, 0.42355692
24370.0, 0.42340934
24380.0, 0.42326203
24390.0, 0.42311466
24400.0, 0.4229675
24410.0, 0.42282036
24420.0, 0.42267337
24430.0, 0.42252654
24440.0, 0.42237973
24450.0, 0.42223305
24460.0, 0.42208654
24470.0, 0.42194012
24480.0, 0.42179376
24490.0, 0.42164752
24500.0, 0.42150146
24510.0, 0.42135543
24520.0, 0.42120954
24530.0, 0.42106375
24540.0, 0.4209181
24550.0, 0.42077258
24560.0, 0.42062715
24570.0, 0.42048177
24580.0, 0.42033648
24590.0, 0.4201914
24600.0, 0.42004636
24610.0, 0.4199015
24620.0, 0.41975662
24630.0, 0.41961196
24640.0, 0.4194674
24650.0, 0.41932297
24660.0, 0.41917855
24670.0, 0.41903427
24680.0, 0.41889006
24690.0, 0.4187461
24700.0, 0.41860214
24710.0, 0.4184583
24720.0, 0.41831455
24730.0, 0.41817102
24740.0, 0.41802743
24750.0, 0.41788405
24760.0, 0.41774067
24770.0, 0.4175975
24780.0, 0.41745442
24790.0, 0.41731143
24800.0, 0.41716853
24810.0, 0.4170258
24820.0, 0.41688314
24830.0, 0.4167406
24840.0, 0.41659808
24850.0, 0.41645575
24860.0, 0.41631347
24870.0, 0.41617134
24880.0, 0.4160293
24890.0, 0.4158874
24900.0, 0.41574556
24910.0, 0.41560385
24920.0, 0.4154622
24930.0, 0.4153206
24940.0, 0.41517928
24950.0, 0.415038
24960.0, 0.41489676
24970.0, 0.41475567
24980.0, 0.41461465
24990.0, 0.41447374
25000.0, 0.41433305
25010.0, 0.41419232
25020.0, 0.41405177
25030.0, 0.41391122
25040.0, 0.41377085
25050.0, 0.41363063
25060.0, 0.41349044
25070.0, 0.41335034
25080.0, 0.41321042
25090.0, 0.4130705
25100.0, 0.41293076
25110.0, 0.41279107
25120.0, 0.41265154
25130.0, 0.41251212
25140.0, 0.4123727
25150.0, 0.4122335
25160.0, 0.41209432
25170.0, 0.41195533
25180.0, 0.41181636
25190.0, 0.4116775
25200.0, 0.41153875
25210.0, 0.4114001
25220.0, 0.4112616
25230.0, 0.41112316
25240.0, 0.41098478
25250.0, 0.41084653
25260.0, 0.4107084
25270.0, 0.41057032
25280.0, 0.41043237
25290.0, 0.4102946
25300.0, 0.41015685
25310.0, 0.41001922
25320.0, 0.40988168
25330.0, 0.40974426
25340.0, 0.40960687
25350.0, 0.40946966
25360.0, 0.4093325
25370.0, 0.40919545
25380.0, 0.40905857
25390.0, 0.4089217
25400.0, 0.40878496
25410.0, 0.40864828
25420.0, 0.40851167
25430.0, 0.40837523
25440.0, 0.40823892
25450.0, 0.40810266
25460.0, 0.40796652
25470.0, 0.40783048
25480.0, 0.4076945
25490.0, 0.40755865
25500.0, 0.40742287
25510.0, 0.4072872
25520.0, 0.40715167
25530.0, 0.4070161
25540.0, 0.4068808
25550.0, 0.4067455
25560.0, 0.40661034
25570.0, 0.40647528
25580.0, 0.40634027
25590.0, 0.4062054
25600.0, 0.4060706
25610.0, 0.40593588
25620.0, 0.40580133
25630.0, 0.40566683
25640.0, 0.40553242
25650.0, 0.4053981
25660.0, 0.4052639
25670.0, 0.4051298
25680.0, 0.40499577
25690.0, 0.4048618
25700.0, 0.40472803
25710.0, 0.4045943
25720.0, 0.40446064
25730.0, 0.40432706
25740.0, 0.40419367
25750.0, 0.4040602
25760.0, 0.40392697
25770.0, 0.4037938
25780.0, 0.40366074
25790.0, 0.4035278
25800.0, 0.4033949
25810.0, 0.40326214
25820.0, 0.40312946
25830.0, 0.40299687
25840.0, 0.40286437
25850.0, 0.40273193
25860.0, 0.4025996
25870.0, 0.4024674
25880.0, 0.40233526
25890.0, 0.40220326
25900.0, 0.4020713
25910.0, 0.4019395
25920.0, 0.4018077
25930.0, 0.40167606
25940.0, 0.40154448
25950.0, 0.40141305
25960.0, 0.40128168
25970.0, 0.40115038
25980.0, 0.40101916
25990.0, 0.4008881
26000.0, 0.4007571
26010.0, 0.40062618
26020.0, 0.40049532
26030.0, 0.4003646
26040.0, 0.40023392
26050.0, 0.4001034
26060.0, 0.39997292
26070.0, 0.3998426
26080.0, 0.39971232
26090.0, 0.39958212
26100.0, 0.39945203
26110.0, 0.39932206
26120.0, 0.39919218
26130.0, 0.3990623
26140.0, 0.39893264
26150.0, 0.398803
26160.0, 0.39867347
26170.0, 0.39854398
26180.0, 0.3984147
26190.0, 0.39828533
26200.0, 0.39815614
26210.0, 0.39802712
26220.0, 0.3978981
26230.0, 0.3977692
26240.0, 0.3976404
26250.0, 0.39751166
26260.0, 0.39738306
26270.0, 0.39725444
26280.0, 0.39712602
26290.0, 0.39699763
26300.0, 0.3968694
26310.0, 0.39674118
26320.0, 0.39661312
26330.0, 0.39648512
26340.0, 0.39635724
26350.0, 0.39622936
26360.0, 0.39610162
26370.0, 0.39597392
26380.0, 0.3958464
26390.0, 0.39571893
26400.0, 0.39559153
26410.0, 0.39546418
26420.0, 0.39533696
26430.0, 0.3952099
26440.0, 0.39508283
26450.0, 0.39495587
26460.0, 0.3948291
26470.0, 0.39470235
26480.0, 0.39457563
26490.0, 0.39444906
26500.0, 0.3943225
26510.0, 0.39419612
26520.0, 0.39406976
26530.0, 0.39394352
26540.0, 0.39381737
26550.0, 0.3936913
26560.0, 0.39356533
26570.0, 0.39343947
26580.0, 0.39331365
26590.0, 0.39318794
26600.0, 0.39306226
26610.0, 0.39293677
26620.0, 0.39281127
26630.0, 0.39268598
26640.0, 0.39256066
26650.0, 0.3924355
26660.0, 0.39231032
26670.0, 0.3921853
26680.0, 0.3920603
26690.0, 0.39193547
26700.0, 0.39181072
26710.0, 0.39168605
26720.0, 0.39156145
26730.0, 0.39143693
26740.0, 0.39131254
26750.0, 0.39118814
26760.0, 0.3910639
26770.0, 0.39093974
26780.0, 0.3908157
26790.0, 0.39069167
26800.0, 0.39056778
26810.0, 0.39044395
26820.0, 0.39032018
26830.0, 0.39019647
26840.0, 0.39007294
26850.0, 0.38994944
26860.0, 0.38982606
26870.0, 0.3897027
26880.0, 0.3895795
26890.0, 0.38945636
26900.0, 0.38933328
26910.0, 0.38921022
26920.0, 0.38908744
26930.0, 0.38896456
26940.0, 0.38884187
26950.0, 0.38871914
26960.0, 0.38859665
26970.0, 0.3884741
26980.0, 0.38835177
26990.0, 0.38822943
27000.0, 0.38810715
27010.0, 0.387985
27020.0, 0.38786295
27030.0, 0.387741
27040.0, 0.38761908
27050.0, 0.3874973
27060.0, 0.3873755
27070.0, 0.38725388
27080.0, 0.38713232
27090.0, 0.38701084
27100.0, 0.3868894
27110.0, 0.3867681
27120.0, 0.38664684
27130.0, 0.38652575
27140.0, 0.38640463
27150.0, 0.38628364
27160.0, 0.38616264
27170.0, 0.38604185
27180.0, 0.38592106
27190.0, 0.3858004
27200.0, 0.38567984
27210.0, 0.38555932
27220.0, 0.38543892
27230.0, 0.38531858
27240.0, 0.38519832
27250.0, 0.38507816
27260.0, 0.38495803
27270.0, 0.38483804
27280.0, 0.38471806
27290.0, 0.38459826
27300.0, 0.38447848
27310.0, 0.3843587
27320.0, 0.38423908
27330.0, 0.3841196
27340.0, 0.38400015
27350.0, 0.38388073
27360.0, 0.38376147
27370.0, 0.38364223
27380.0, 0.38352317
27390.0, 0.3834041
27400.0, 0.3832851
27410.0, 0.3831662
27420.0, 0.3830474
27430.0, 0.38292867
27440.0, 0.38281003
27450.0, 0.38269138
27460.0, 0.38257298
27470.0, 0.38245448
27480.0, 0.3823362
27490.0, 0.38221788
27500.0, 0.38209975
27510.0, 0.38198164
27520.0, 0.3818636
27530.0, 0.3817457
27540.0, 0.38162783
27550.0, 0.38151
27560.0, 0.38139227
27570.0, 0.38127467
27580.0, 0.3811571
27590.0, 0.38103962
27600.0, 0.38092232
27610.0, 0.380805
27620.0, 0.38068768
27630.0, 0.38057056
27640.0, 0.38045344
27650.0, 0.38033646
27660.0, 0.3802195
27670.0, 0.38010272
27680.0, 0.37998587
27690.0, 0.37986922
27700.0, 0.37975258
27710.0, 0.37963605
27720.0, 0.37951958
27730.0, 0.37940323
27740.0, 0.3792869
27750.0, 0.3791707
27760.0, 0.37905452
27770.0, 0.37893847
27780.0, 0.37882245
27790.0, 0.3787065
27800.0, 0.37859064
27810.0, 0.37847492
27820.0, 0.3783592
27830.0, 0.37824357
27840.0, 0.378128
27850.0, 0.37801257
27860.0, 0.37789714
27870.0, 0.37778187
27880.0, 0.37766662
27890.0, 0.37755153
27900.0, 0.37743637
27910.0, 0.3773214
27920.0, 0.37720647
27930.0, 0.3770916
27940.0, 0.3769768
27950.0, 0.37686208
27960.0, 0.37674746
27970.0, 0.3766329
27980.0, 0.3765185
27990.0, 0.37640405
28000.0, 0.37628967
28010.0, 0.37617543
28020.0, 0.37606126
28030.0, 0.37594712
28040.0, 0.3758331
28050.0, 0.37571916
28060.0, 0.37560534
28070.0, 0.37549144
28080.0, 0.37537777
28090.0, 0.3752641
28100.0, 0.37515047
28110.0, 0.37503698
28120.0, 0.3749235
28130.0, 0.37481022
28140.0, 0.37469694
28150.0, 0.37458366
28160.0, 0.37447053
28170.0, 0.37435752
28180.0, 0.37424448
28190.0, 0.37413153
28200.0, 0.37401876
28210.0, 0.37390596
28220.0, 0.3737933
28230.0, 0.37368065
28240.0, 0.37356806
28250.0, 0.37345564
28260.0, 0.37334323
28270.0, 0.37323087
28280.0, 0.3731186
28290.0, 0.37300646
28300.0, 0.37289432
28310.0, 0.3727823
28320.0, 0.37267032
28330.0, 0.37255841
28340.0, 0.3724466
28350.0, 0.3723349
28360.0, 0.3722232
28370.0, 0.3721116
28380.0, 0.37200004
28390.0, 0.37188864
28400.0, 0.37177724
28410.0, 0.3716659
28420.0, 0.37155464
28430.0, 0.3714435
28440.0, 0.37133235
28450.0, 0.3712213
28460.0, 0.37111038
28470.0, 0.37099952
28480.0, 0.3708887
28490.0, 0.370778
28500.0, 0.3706673
28510.0, 0.37055668
28520.0, 0.37044618
28530.0, 0.3703357
28540.0, 0.3702253
28550.0, 0.370115
28560.0, 0.37000474
28570.0, 0.3698946
28580.0, 0.36978447
28590.0, 0.3696744
28600.0, 0.36956447
28610.0, 0.36945462
28620.0, 0.36934483
28630.0, 0.36923504
28640.0, 0.36912537
28650.0, 0.36901572
28660.0, 0.36890623
28670.0, 0.36879674
28680.0, 0.36868733
28690.0, 0.368578
28700.0, 0.3684688
28710.0, 0.36835963
28720.0, 0.36825046
28730.0, 0.36814144
28740.0, 0.36803246
28750.0, 0.36792353
28760.0, 0.3678147
28770.0, 0.3677059
28780.0, 0.36759722
28790.0, 0.36748856
28800.0, 0.36738005
28810.0, 0.36727157
28820.0, 0.36716318
28830.0, 0.3670548
28840.0, 0.36694652
28850.0, 0.36683828
28860.0, 0.36673015
28870.0, 0.36662206
28880.0, 0.36651403
28890.0, 0.36640617
28900.0, 0.36629826
28910.0, 0.36619043
28920.0, 0.3660827
28930.0, 0.36597508
28940.0, 0.36586744
28950.0, 0.36575997
28960.0, 0.36565247
28970.0, 0.36554512
28980.0, 0.36543778
28990.0, 0.36533052
29000.0, 0.3652233
29010.0, 0.36511624
29020.0, 0.36500916
29030.0, 0.36490217
29040.0, 0.36479527
29050.0, 0.36468843
29060.0, 0.3645816
29070.0, 0.36447492
29080.0, 0.36436823
29090.0, 0.36426172
29100.0, 0.3641552
29110.0, 0.36404875
29120.0, 0.36394235
29130.0, 0.36383608
29140.0, 0.3637298
29150.0, 0.36362368
29160.0, 0.36351752
29170.0, 0.36341146
29180.0, 0.3633055
29190.0, 0.3631996
29200.0, 0.36309376
29210.0, 0.36298802
29220.0, 0.36288226
29230.0, 0.3627766
29240.0, 0.36267108
29250.0, 0.36256558
29260.0, 0.36246017
29270.0, 0.36235476
29280.0, 0.36224946
29290.0, 0.3621442
29300.0, 0.36203903
29310.0, 0.36193395
29320.0, 0.3618289
29330.0, 0.36172393
29340.0, 0.36161897
29350.0, 0.36151415
29360.0, 0.3614094
29370.0, 0.3613046
29380.0, 0.36120006
29390.0, 0.3610954
29400.0, 0.36099088
29410.0, 0.36088642
29420.0, 0.3607821
29430.0, 0.36067775
29440.0, 0.36057347
29450.0, 0.36046928
29460.0, 0.36036515
29470.0, 0.36026108
29480.0, 0.36015707
29490.0, 0.36005315
29500.0, 0.35994932
29510.0, 0.35984546
29520.0, 0.35974172
29530.0, 0.35963807
29540.0, 0.35953447
29550.0, 0.35943094
29560.0, 0.35932744
29570.0, 0.359224
29580.0, 0.35912067
29590.0, 0.35901737
29600.0, 0.35891417
29610.0, 0.358811
29620.0, 0.3587079
29630.0, 0.35860488
29640.0, 0.35850188
29650.0, 0.358399
29660.0, 0.3582962
29670.0, 0.35819337
29680.0, 0.35809067
29690.0, 0.357988
29700.0, 0.3578854
29710.0, 0.3577829
29720.0, 0.3576804
29730.0, 0.35757804
29740.0, 0.35747573
29750.0, 0.35737348
29760.0, 0.35727125
29770.0, 0.3571691
29780.0, 0.35706702
29790.0, 0.35696498
29800.0, 0.35686308
29810.0, 0.3567612
29820.0, 0.35665932
29830.0, 0.3565576
29840.0, 0.35645586
29850.0, 0.3563542
29860.0, 0.35625264
29870.0, 0.35615113
29880.0, 0.3560497
29890.0, 0.35594827
29900.0, 0.35584697
29910.0, 0.3557457
29920.0, 0.3556445
29930.0, 0.35554338
29940.0, 0.35544235
29950.0, 0.35534126
29960.0, 0.35524035
29970.0, 0.35513943
29980.0, 0.3550386
29990.0, 0.35493782
30000.0, 0.35483715
