Energy (in eV), SEEE yield of material np2k-NASCAP at isotropic incidence
   X,       Y
9520.0, 3.024064E-15
9530.0, 2.9962556E-15
9540.0, 2.9687296E-15
9550.0, 2.9414843E-15
9560.0, 2.9145173E-15
9570.0, 2.8878284E-15
9580.0, 2.8614084E-15
9590.0, 2.8352575E-15
9600.0, 2.8093724E-15
9610.0, 2.7837524E-15
9620.0, 2.7583901E-15
9630.0, 2.7332851E-15
9640.0, 2.7084344E-15
9650.0, 2.6838366E-15
9660.0, 2.6594855E-15
9670.0, 2.6353804E-15
9680.0, 2.6115182E-15
9690.0, 2.5878983E-15
9700.0, 2.564514E-15
9710.0, 2.5413652E-15
9720.0, 2.518448E-15
9730.0, 2.4957637E-15
9740.0, 2.4733044E-15
9750.0, 2.4510696E-15
9760.0, 2.4290573E-15
9770.0, 2.4072653E-15
9780.0, 2.3856924E-15
9790.0, 2.3643328E-15
9800.0, 2.3431856E-15
9810.0, 2.3222495E-15
9820.0, 2.301523E-15
9830.0, 2.281E-15
9840.0, 2.2606816E-15
9850.0, 2.2405637E-15
9860.0, 2.2206472E-15
9870.0, 2.2009255E-15
9880.0, 2.181399E-15
9890.0, 2.1620652E-15
9900.0, 2.1429237E-15
9910.0, 2.1239694E-15
9920.0, 2.1052007E-15
9930.0, 2.086617E-15
9940.0, 2.0682177E-15
9950.0, 2.0499972E-15
9960.0, 2.0319552E-15
9970.0, 2.0140896E-15
9980.0, 1.9964008E-15
9990.0, 1.9788828E-15
10000.0, 1.961536E-15
10010.0, 1.944358E-15
10020.0, 1.927348E-15
10030.0, 1.910505E-15
10040.0, 1.8938242E-15
10050.0, 1.8773052E-15
10060.0, 1.8609464E-15
10070.0, 1.844748E-15
10080.0, 1.828705E-15
10090.0, 1.812817E-15
10100.0, 1.7970827E-15
10110.0, 1.7815015E-15
10120.0, 1.7660695E-15
10130.0, 1.7507862E-15
10140.0, 1.73565E-15
10150.0, 1.7206608E-15
10160.0, 1.7058141E-15
10170.0, 1.69111E-15
10180.0, 1.6765469E-15
10190.0, 1.6621248E-15
10200.0, 1.6478393E-15
10210.0, 1.6336902E-15
10220.0, 1.6196767E-15
10230.0, 1.6057979E-15
10240.0, 1.5920501E-15
10250.0, 1.5784334E-15
10260.0, 1.5649461E-15
10270.0, 1.5515873E-15
10280.0, 1.5383564E-15
10290.0, 1.5252498E-15
10300.0, 1.5122675E-15
10310.0, 1.4994082E-15
10320.0, 1.4866717E-15
10330.0, 1.4740545E-15
10340.0, 1.461556E-15
10350.0, 1.4491759E-15
10360.0, 1.4369133E-15
10370.0, 1.4247651E-15
10380.0, 1.4127311E-15
10390.0, 1.4008105E-15
10400.0, 1.3890024E-15
10410.0, 1.3773043E-15
10420.0, 1.3657157E-15
10430.0, 1.3542356E-15
10440.0, 1.3428641E-15
10450.0, 1.3315975E-15
10460.0, 1.3204363E-15
10470.0, 1.309379E-15
10480.0, 1.2984258E-15
10490.0, 1.2875736E-15
10500.0, 1.2768222E-15
10510.0, 1.2661709E-15
10520.0, 1.2556182E-15
10530.0, 1.2451644E-15
10540.0, 1.2348065E-15
10550.0, 1.2245443E-15
10560.0, 1.2143774E-15
10570.0, 1.204305E-15
10580.0, 1.1943247E-15
10590.0, 1.1844365E-15
10600.0, 1.1746392E-15
10610.0, 1.1649333E-15
10620.0, 1.1553152E-15
10630.0, 1.1457859E-15
10640.0, 1.1363439E-15
10650.0, 1.1269893E-15
10660.0, 1.1177198E-15
10670.0, 1.1085349E-15
10680.0, 1.0994339E-15
10690.0, 1.0904171E-15
10700.0, 1.0814814E-15
10710.0, 1.0726274E-15
10720.0, 1.0638542E-15
10730.0, 1.0551613E-15
10740.0, 1.046547E-15
10750.0, 1.0380106E-15
10760.0, 1.0295519E-15
10770.0, 1.0211698E-15
10780.0, 1.0128643E-15
10790.0, 1.0046334E-15
10800.0, 9.964768E-16
10810.0, 9.883939E-16
10820.0, 9.803845E-16
10830.0, 9.724469E-16
10840.0, 9.645807E-16
10850.0, 9.567852E-16
10860.0, 9.490606E-16
10870.0, 9.414047E-16
10880.0, 9.338174E-16
10890.0, 9.262982E-16
10900.0, 9.18847E-16
10910.0, 9.114619E-16
10920.0, 9.041429E-16
10930.0, 8.968891E-16
10940.0, 8.897009E-16
10950.0, 8.8257604E-16
10960.0, 8.755146E-16
10970.0, 8.685161E-16
10980.0, 8.615806E-16
10990.0, 8.5470585E-16
11000.0, 8.478922E-16
11010.0, 8.4113913E-16
11020.0, 8.344457E-16
11030.0, 8.278124E-16
11040.0, 8.21237E-16
11050.0, 8.147196E-16
11060.0, 8.0825986E-16
11070.0, 8.0185766E-16
11080.0, 7.955115E-16
11090.0, 7.89221E-16
11100.0, 7.8298593E-16
11110.0, 7.768062E-16
11120.0, 7.7068023E-16
11130.0, 7.646079E-16
11140.0, 7.5858894E-16
11150.0, 7.5262324E-16
11160.0, 7.4670904E-16
11170.0, 7.408467E-16
11180.0, 7.350355E-16
11190.0, 7.292756E-16
11200.0, 7.235653E-16
11210.0, 7.1790484E-16
11220.0, 7.1229367E-16
11230.0, 7.0673173E-16
11240.0, 7.0121765E-16
11250.0, 6.957514E-16
11260.0, 6.903326E-16
11270.0, 6.849607E-16
11280.0, 6.796359E-16
11290.0, 6.743566E-16
11300.0, 6.691229E-16
11310.0, 6.6393455E-16
11320.0, 6.5879126E-16
11330.0, 6.536919E-16
11340.0, 6.486365E-16
11350.0, 6.4362455E-16
11360.0, 6.386561E-16
11370.0, 6.3372993E-16
11380.0, 6.28846E-16
11390.0, 6.2400404E-16
11400.0, 6.19204E-16
11410.0, 6.144444E-16
11420.0, 6.0972576E-16
11430.0, 6.0504733E-16
11440.0, 6.004093E-16
11450.0, 5.958103E-16
11460.0, 5.912507E-16
11470.0, 5.867298E-16
11480.0, 5.822477E-16
11490.0, 5.7780347E-16
11500.0, 5.733968E-16
11510.0, 5.690277E-16
11520.0, 5.646954E-16
11530.0, 5.6040044E-16
11540.0, 5.5614135E-16
11550.0, 5.5191815E-16
11560.0, 5.477309E-16
11570.0, 5.435792E-16
11580.0, 5.394621E-16
11590.0, 5.3537983E-16
11600.0, 5.3133186E-16
11610.0, 5.273183E-16
11620.0, 5.2333814E-16
11630.0, 5.1939144E-16
11640.0, 5.1547773E-16
11650.0, 5.115973E-16
11660.0, 5.07749E-16
11670.0, 5.0393293E-16
11680.0, 5.0014876E-16
11690.0, 4.963965E-16
11700.0, 4.9267523E-16
11710.0, 4.889851E-16
11720.0, 4.8532563E-16
11730.0, 4.81697E-16
11740.0, 4.780982E-16
11750.0, 4.745293E-16
11760.0, 4.7099E-16
11770.0, 4.6748024E-16
11780.0, 4.639998E-16
11790.0, 4.605479E-16
11800.0, 4.571246E-16
11810.0, 4.537295E-16
11820.0, 4.5036287E-16
11830.0, 4.4702365E-16
11840.0, 4.4371212E-16
11850.0, 4.4042775E-16
11860.0, 4.3717078E-16
11870.0, 4.3394025E-16
11880.0, 4.307364E-16
11890.0, 4.2755875E-16
11900.0, 4.2440755E-16
11910.0, 4.2128195E-16
11920.0, 4.1818189E-16
11930.0, 4.1510718E-16
11940.0, 4.12058E-16
11950.0, 4.090334E-16
11960.0, 4.0603355E-16
11970.0, 4.0305811E-16
11980.0, 4.0010726E-16
11990.0, 3.9718013E-16
12000.0, 3.9427684E-16
12010.0, 3.913972E-16
12020.0, 3.8854097E-16
12030.0, 3.8570815E-16
12040.0, 3.8289807E-16
12050.0, 3.801108E-16
12060.0, 3.7734603E-16
12070.0, 3.7460397E-16
12080.0, 3.718838E-16
12090.0, 3.691856E-16
12100.0, 3.665092E-16
12110.0, 3.6385462E-16
12120.0, 3.612212E-16
12130.0, 3.58609E-16
12140.0, 3.5601777E-16
12150.0, 3.5344768E-16
12160.0, 3.5089796E-16
12170.0, 3.4836872E-16
12180.0, 3.4585975E-16
12190.0, 3.4337114E-16
12200.0, 3.409022E-16
12210.0, 3.3845303E-16
12220.0, 3.3602348E-16
12230.0, 3.3361348E-16
12240.0, 3.3122252E-16
12250.0, 3.2885067E-16
12260.0, 3.264977E-16
12270.0, 3.241634E-16
12280.0, 3.2184796E-16
12290.0, 3.1955062E-16
12300.0, 3.172716E-16
12310.0, 3.1501068E-16
12320.0, 3.1276787E-16
12330.0, 3.1054263E-16
12340.0, 3.08335E-16
12350.0, 3.0614484E-16
12360.0, 3.0397217E-16
12370.0, 3.0181645E-16
12380.0, 2.996778E-16
12390.0, 2.9755598E-16
12400.0, 2.9545107E-16
12410.0, 2.9336256E-16
12420.0, 2.9129042E-16
12430.0, 2.892346E-16
12440.0, 2.8719515E-16
12450.0, 2.8517143E-16
12460.0, 2.8316364E-16
12470.0, 2.8117155E-16
12480.0, 2.7919527E-16
12490.0, 2.7723423E-16
12500.0, 2.7528857E-16
12510.0, 2.7335802E-16
12520.0, 2.7144264E-16
12530.0, 2.695423E-16
12540.0, 2.676566E-16
12550.0, 2.6578555E-16
12560.0, 2.6392914E-16
12570.0, 2.6208724E-16
12580.0, 2.6025956E-16
12590.0, 2.58446E-16
12600.0, 2.566465E-16
12610.0, 2.5486112E-16
12620.0, 2.530894E-16
12630.0, 2.5133138E-16
12640.0, 2.4958697E-16
12650.0, 2.4785616E-16
12660.0, 2.461386E-16
12670.0, 2.444342E-16
12680.0, 2.42743E-16
12690.0, 2.4106494E-16
12700.0, 2.3939965E-16
12710.0, 2.377472E-16
12720.0, 2.3610742E-16
12730.0, 2.3448035E-16
12740.0, 2.328656E-16
12750.0, 2.3126324E-16
12760.0, 2.2967314E-16
12770.0, 2.2809525E-16
12780.0, 2.265295E-16
12790.0, 2.2497563E-16
12800.0, 2.234336E-16
12810.0, 2.2190332E-16
12820.0, 2.2038487E-16
12830.0, 2.1887779E-16
12840.0, 2.1738219E-16
12850.0, 2.1589799E-16
12860.0, 2.1442523E-16
12870.0, 2.1296346E-16
12880.0, 2.1151278E-16
12890.0, 2.1007312E-16
12900.0, 2.086445E-16
12910.0, 2.0722654E-16
12920.0, 2.058193E-16
12930.0, 2.0442269E-16
12940.0, 2.0303679E-16
12950.0, 2.016612E-16
12960.0, 2.0029599E-16
12970.0, 1.9894103E-16
12980.0, 1.9759645E-16
12990.0, 1.9626181E-16
13000.0, 1.949372E-16
13010.0, 1.9362256E-16
13020.0, 1.9231777E-16
13030.0, 1.9102291E-16
13040.0, 1.8973763E-16
13050.0, 1.8846196E-16
13060.0, 1.8719584E-16
13070.0, 1.859393E-16
13080.0, 1.8469203E-16
13090.0, 1.8345406E-16
13100.0, 1.8222532E-16
13110.0, 1.8100587E-16
13120.0, 1.797954E-16
13130.0, 1.7859389E-16
13140.0, 1.7740135E-16
13150.0, 1.7621777E-16
13160.0, 1.7504289E-16
13170.0, 1.738767E-16
13180.0, 1.7271918E-16
13190.0, 1.7157032E-16
13200.0, 1.7042986E-16
13210.0, 1.6929786E-16
13220.0, 1.6817418E-16
13230.0, 1.6705894E-16
13240.0, 1.6595182E-16
13250.0, 1.6485287E-16
13260.0, 1.6376201E-16
13270.0, 1.6267919E-16
13280.0, 1.6160442E-16
13290.0, 1.6053748E-16
13300.0, 1.5947834E-16
13310.0, 1.5842703E-16
13320.0, 1.5738349E-16
13330.0, 1.563475E-16
13340.0, 1.5531911E-16
13350.0, 1.5429823E-16
13360.0, 1.5328493E-16
13370.0, 1.5227895E-16
13380.0, 1.5128032E-16
13390.0, 1.5028895E-16
13400.0, 1.4930492E-16
13410.0, 1.4832798E-16
13420.0, 1.4735812E-16
13430.0, 1.4639532E-16
13440.0, 1.4543963E-16
13450.0, 1.4449081E-16
13460.0, 1.4354884E-16
13470.0, 1.4261372E-16
13480.0, 1.4168546E-16
13490.0, 1.4076385E-16
13500.0, 1.398489E-16
13510.0, 1.3894059E-16
13520.0, 1.3803882E-16
13530.0, 1.3714365E-16
13540.0, 1.3625484E-16
13550.0, 1.3537247E-16
13560.0, 1.3449647E-16
13570.0, 1.3362682E-16
13580.0, 1.3276338E-16
13590.0, 1.3190612E-16
13600.0, 1.3105504E-16
13610.0, 1.3021014E-16
13620.0, 1.2937122E-16
13630.0, 1.2853835E-16
13640.0, 1.277114E-16
13650.0, 1.2689047E-16
13660.0, 1.2607534E-16
13670.0, 1.2526603E-16
13680.0, 1.244625E-16
13690.0, 1.2366479E-16
13700.0, 1.2287268E-16
13710.0, 1.2208622E-16
13720.0, 1.2130535E-16
13730.0, 1.2053015E-16
13740.0, 1.1976035E-16
13750.0, 1.1899605E-16
13760.0, 1.1823716E-16
13770.0, 1.1748367E-16
13780.0, 1.1673555E-16
13790.0, 1.1599273E-16
13800.0, 1.1525514E-16
13810.0, 1.1452275E-16
13820.0, 1.1379562E-16
13830.0, 1.1307358E-16
13840.0, 1.123566E-16
13850.0, 1.1164471E-16
13860.0, 1.109379E-16
13870.0, 1.10236004E-16
13880.0, 1.0953905E-16
13890.0, 1.0884699E-16
13900.0, 1.08159854E-16
13910.0, 1.07477516E-16
13920.0, 1.0679992E-16
13930.0, 1.0612712E-16
13940.0, 1.0545909E-16
13950.0, 1.0479566E-16
13960.0, 1.0413689E-16
13970.0, 1.0348273E-16
13980.0, 1.02833195E-16
13990.0, 1.0218813E-16
14000.0, 1.0154758E-16
14010.0, 1.00911495E-16
14020.0, 1.0027984E-16
14030.0, 9.965264E-17
14040.0, 9.902976E-17
14050.0, 9.841122E-17
14060.0, 9.779695E-17
14070.0, 9.7187025E-17
14080.0, 9.658127E-17
14090.0, 9.5979725E-17
14100.0, 9.538234E-17
14110.0, 9.478916E-17
14120.0, 9.420001E-17
14130.0, 9.3614955E-17
14140.0, 9.3033937E-17
14150.0, 9.2456975E-17
14160.0, 9.1883964E-17
14170.0, 9.131489E-17
14180.0, 9.074974E-17
14190.0, 9.0188535E-17
14200.0, 8.9631134E-17
14210.0, 8.907758E-17
14220.0, 8.852782E-17
14230.0, 8.798189E-17
14240.0, 8.743966E-17
14250.0, 8.690114E-17
14260.0, 8.636632E-17
14270.0, 8.583515E-17
14280.0, 8.530767E-17
14290.0, 8.4783756E-17
14300.0, 8.4263427E-17
14310.0, 8.374664E-17
14320.0, 8.3233434E-17
14330.0, 8.272367E-17
14340.0, 8.22174E-17
14350.0, 8.1714565E-17
14360.0, 8.12152E-17
14370.0, 8.071918E-17
14380.0, 8.022654E-17
14390.0, 7.973723E-17
14400.0, 7.925131E-17
14410.0, 7.876862E-17
14420.0, 7.828922E-17
14430.0, 7.781306E-17
14440.0, 7.7340156E-17
14450.0, 7.687041E-17
14460.0, 7.640385E-17
14470.0, 7.594044E-17
14480.0, 7.5480204E-17
14490.0, 7.5023025E-17
14500.0, 7.456892E-17
14510.0, 7.411787E-17
14520.0, 7.3669877E-17
14530.0, 7.3224926E-17
14540.0, 7.278292E-17
14550.0, 7.234389E-17
14560.0, 7.190781E-17
14570.0, 7.147469E-17
14580.0, 7.104444E-17
14590.0, 7.0617064E-17
14600.0, 7.0192555E-17
14610.0, 6.9770924E-17
14620.0, 6.935207E-17
14630.0, 6.8936015E-17
14640.0, 6.8522735E-17
14650.0, 6.8112255E-17
14660.0, 6.7704475E-17
14670.0, 6.729941E-17
14680.0, 6.6897034E-17
14690.0, 6.649738E-17
14700.0, 6.610036E-17
14710.0, 6.570596E-17
14720.0, 6.5314175E-17
14730.0, 6.4925036E-17
14740.0, 6.453844E-17
14750.0, 6.41544E-17
14760.0, 6.377292E-17
14770.0, 6.3393944E-17
14780.0, 6.301752E-17
14790.0, 6.264356E-17
14800.0, 6.227205E-17
14810.0, 6.1903E-17
14820.0, 6.153641E-17
14830.0, 6.11722E-17
14840.0, 6.081041E-17
14850.0, 6.045098E-17
14860.0, 6.0093963E-17
14870.0, 5.973925E-17
14880.0, 5.938687E-17
14890.0, 5.90368E-17
14900.0, 5.868906E-17
14910.0, 5.8343576E-17
14920.0, 5.800035E-17
14930.0, 5.7659366E-17
14940.0, 5.7320645E-17
14950.0, 5.6984115E-17
14960.0, 5.664978E-17
14970.0, 5.631763E-17
14980.0, 5.598768E-17
14990.0, 5.565983E-17
15000.0, 5.5334148E-17
15010.0, 5.5010568E-17
15020.0, 5.4689093E-17
15030.0, 5.4369748E-17
15040.0, 5.405244E-17
15050.0, 5.3737193E-17
15060.0, 5.3423996E-17
15070.0, 5.3112867E-17
15080.0, 5.2803713E-17
15090.0, 5.2496568E-17
15100.0, 5.219141E-17
15110.0, 5.1888256E-17
15120.0, 5.1587026E-17
15130.0, 5.128775E-17
15140.0, 5.0990404E-17
15150.0, 5.0695008E-17
15160.0, 5.0401485E-17
15170.0, 5.0109857E-17
15180.0, 4.98201E-17
15190.0, 4.9532234E-17
15200.0, 4.9246194E-17
15210.0, 4.8962005E-17
15220.0, 4.8679622E-17
15230.0, 4.8399092E-17
15240.0, 4.8120332E-17
15250.0, 4.7843352E-17
15260.0, 4.7568156E-17
15270.0, 4.7294717E-17
15280.0, 4.702305E-17
15290.0, 4.6753095E-17
15300.0, 4.648487E-17
15310.0, 4.6218353E-17
15320.0, 4.5953566E-17
15330.0, 4.5690433E-17
15340.0, 4.5428988E-17
15350.0, 4.5169207E-17
15360.0, 4.4911093E-17
15370.0, 4.4654608E-17
15380.0, 4.439975E-17
15390.0, 4.4146507E-17
15400.0, 4.3894895E-17
15410.0, 4.364485E-17
15420.0, 4.3396406E-17
15430.0, 4.314953E-17
15440.0, 4.2904234E-17
15450.0, 4.266047E-17
15460.0, 4.241825E-17
15470.0, 4.217756E-17
15480.0, 4.193841E-17
15490.0, 4.1700746E-17
15500.0, 4.146458E-17
15510.0, 4.1229908E-17
15520.0, 4.0996716E-17
15530.0, 4.0765002E-17
15540.0, 4.0534735E-17
15550.0, 4.030591E-17
15560.0, 4.0078525E-17
15570.0, 3.9852592E-17
15580.0, 3.9628046E-17
15590.0, 3.9404912E-17
15600.0, 3.9183182E-17
15610.0, 3.8962854E-17
15620.0, 3.8743893E-17
15630.0, 3.8526288E-17
15640.0, 3.8310053E-17
15650.0, 3.8095188E-17
15660.0, 3.7881646E-17
15670.0, 3.7669428E-17
15680.0, 3.7458543E-17
15690.0, 3.724899E-17
15700.0, 3.704071E-17
15710.0, 3.683374E-17
15720.0, 3.662805E-17
15730.0, 3.642366E-17
15740.0, 3.6220522E-17
15750.0, 3.601864E-17
15760.0, 3.5818016E-17
15770.0, 3.5618635E-17
15780.0, 3.54205E-17
15790.0, 3.522358E-17
15800.0, 3.502788E-17
15810.0, 3.4833386E-17
15820.0, 3.4640117E-17
15830.0, 3.4448016E-17
15840.0, 3.4257103E-17
15850.0, 3.406737E-17
15860.0, 3.3878823E-17
15870.0, 3.369142E-17
15880.0, 3.350517E-17
15890.0, 3.332007E-17
15900.0, 3.313612E-17
15910.0, 3.2953284E-17
15920.0, 3.2771572E-17
15930.0, 3.2590976E-17
15940.0, 3.2411504E-17
15950.0, 3.2233114E-17
15960.0, 3.2055816E-17
15970.0, 3.1879604E-17
15980.0, 3.1704486E-17
15990.0, 3.1530428E-17
16000.0, 3.1357424E-17
16010.0, 3.1185483E-17
16020.0, 3.1014588E-17
16030.0, 3.0844738E-17
16040.0, 3.0675924E-17
16050.0, 3.0508165E-17
16060.0, 3.03414E-17
16070.0, 3.0175648E-17
16080.0, 3.0010903E-17
16090.0, 2.9847158E-17
16100.0, 2.9684412E-17
16110.0, 2.9522652E-17
16120.0, 2.936187E-17
16130.0, 2.9202096E-17
16140.0, 2.9043258E-17
16150.0, 2.888538E-17
16160.0, 2.872846E-17
16170.0, 2.857249E-17
16180.0, 2.8417456E-17
16190.0, 2.8263362E-17
16200.0, 2.81102E-17
16210.0, 2.795799E-17
16220.0, 2.7806666E-17
16230.0, 2.7656254E-17
16240.0, 2.7506751E-17
16250.0, 0.0
16260.0, 0.0
16270.0, 0.0
16280.0, 0.0
16290.0, 0.0
16300.0, 0.0
16310.0, 0.0
16320.0, 0.0
16330.0, 0.0
16340.0, 0.0
16350.0, 0.0
16360.0, 0.0
16370.0, 0.0
16380.0, 0.0
16390.0, 0.0
16400.0, 0.0
16410.0, 0.0
16420.0, 0.0
16430.0, 0.0
16440.0, 0.0
16450.0, 0.0
16460.0, 0.0
16470.0, 0.0
16480.0, 0.0
16490.0, 0.0
16500.0, 0.0
16510.0, 0.0
16520.0, 0.0
16530.0, 0.0
16540.0, 0.0
16550.0, 0.0
16560.0, 0.0
16570.0, 0.0
16580.0, 0.0
16590.0, 0.0
16600.0, 0.0
16610.0, 0.0
16620.0, 0.0
16630.0, 0.0
16640.0, 0.0
16650.0, 0.0
16660.0, 0.0
16670.0, 0.0
16680.0, 0.0
16690.0, 0.0
16700.0, 0.0
16710.0, 0.0
16720.0, 0.0
16730.0, 0.0
16740.0, 0.0
16750.0, 0.0
16760.0, 0.0
16770.0, 0.0
16780.0, 0.0
16790.0, 0.0
16800.0, 0.0
16810.0, 0.0
16820.0, 0.0
16830.0, 0.0
16840.0, 0.0
16850.0, 0.0
16860.0, 0.0
16870.0, 0.0
16880.0, 0.0
16890.0, 0.0
16900.0, 0.0
16910.0, 0.0
16920.0, 0.0
16930.0, 0.0
16940.0, 0.0
16950.0, 0.0
16960.0, 0.0
16970.0, 0.0
16980.0, 0.0
16990.0, 0.0
17000.0, 0.0
17010.0, 0.0
17020.0, 0.0
17030.0, 0.0
17040.0, 0.0
17050.0, 0.0
17060.0, 0.0
17070.0, 0.0
17080.0, 0.0
17090.0, 0.0
17100.0, 0.0
17110.0, 0.0
17120.0, 0.0
17130.0, 0.0
17140.0, 0.0
17150.0, 0.0
17160.0, 0.0
17170.0, 0.0
17180.0, 0.0
17190.0, 0.0
17200.0, 0.0
17210.0, 0.0
17220.0, 0.0
17230.0, 0.0
17240.0, 0.0
17250.0, 0.0
17260.0, 0.0
17270.0, 0.0
17280.0, 0.0
17290.0, 0.0
17300.0, 0.0
17310.0, 0.0
17320.0, 0.0
17330.0, 0.0
17340.0, 0.0
17350.0, 0.0
17360.0, 0.0
17370.0, 0.0
17380.0, 0.0
17390.0, 0.0
17400.0, 0.0
17410.0, 0.0
17420.0, 0.0
17430.0, 0.0
17440.0, 0.0
17450.0, 0.0
17460.0, 0.0
17470.0, 0.0
17480.0, 0.0
17490.0, 0.0
17500.0, 0.0
17510.0, 0.0
17520.0, 0.0
17530.0, 0.0
17540.0, 0.0
17550.0, 0.0
17560.0, 0.0
17570.0, 0.0
17580.0, 0.0
17590.0, 0.0
17600.0, 0.0
17610.0, 0.0
17620.0, 0.0
17630.0, 0.0
17640.0, 0.0
17650.0, 0.0
17660.0, 0.0
17670.0, 0.0
17680.0, 0.0
17690.0, 0.0
17700.0, 0.0
17710.0, 0.0
17720.0, 0.0
17730.0, 0.0
17740.0, 0.0
17750.0, 0.0
17760.0, 0.0
17770.0, 0.0
17780.0, 0.0
17790.0, 0.0
17800.0, 0.0
17810.0, 0.0
17820.0, 0.0
17830.0, 0.0
17840.0, 0.0
17850.0, 0.0
17860.0, 0.0
17870.0, 0.0
17880.0, 0.0
17890.0, 0.0
17900.0, 0.0
17910.0, 0.0
17920.0, 0.0
17930.0, 0.0
17940.0, 0.0
17950.0, 0.0
17960.0, 0.0
17970.0, 0.0
17980.0, 0.0
17990.0, 0.0
18000.0, 0.0
18010.0, 0.0
18020.0, 0.0
18030.0, 0.0
18040.0, 0.0
18050.0, 0.0
18060.0, 0.0
18070.0, 0.0
18080.0, 0.0
18090.0, 0.0
18100.0, 0.0
18110.0, 0.0
18120.0, 0.0
18130.0, 0.0
18140.0, 0.0
18150.0, 0.0
18160.0, 0.0
18170.0, 0.0
18180.0, 0.0
18190.0, 0.0
18200.0, 0.0
18210.0, 0.0
18220.0, 0.0
18230.0, 0.0
18240.0, 0.0
18250.0, 0.0
18260.0, 0.0
18270.0, 0.0
18280.0, 0.0
18290.0, 0.0
18300.0, 0.0
18310.0, 0.0
18320.0, 0.0
18330.0, 0.0
18340.0, 0.0
18350.0, 0.0
18360.0, 0.0
18370.0, 0.0
18380.0, 0.0
18390.0, 0.0
18400.0, 0.0
18410.0, 0.0
18420.0, 0.0
18430.0, 0.0
18440.0, 0.0
18450.0, 0.0
18460.0, 0.0
18470.0, 0.0
18480.0, 0.0
18490.0, 0.0
18500.0, 0.0
18510.0, 0.0
18520.0, 0.0
18530.0, 0.0
18540.0, 0.0
18550.0, 0.0
18560.0, 0.0
18570.0, 0.0
18580.0, 0.0
18590.0, 0.0
18600.0, 0.0
18610.0, 0.0
18620.0, 0.0
18630.0, 0.0
18640.0, 0.0
18650.0, 0.0
18660.0, 0.0
18670.0, 0.0
18680.0, 0.0
18690.0, 0.0
18700.0, 0.0
18710.0, 0.0
18720.0, 0.0
18730.0, 0.0
18740.0, 0.0
18750.0, 0.0
18760.0, 0.0
18770.0, 0.0
18780.0, 0.0
18790.0, 0.0
18800.0, 0.0
18810.0, 0.0
18820.0, 0.0
18830.0, 0.0
18840.0, 0.0
18850.0, 0.0
18860.0, 0.0
18870.0, 0.0
18880.0, 0.0
18890.0, 0.0
18900.0, 0.0
18910.0, 0.0
18920.0, 0.0
18930.0, 0.0
18940.0, 0.0
18950.0, 0.0
18960.0, 0.0
18970.0, 0.0
18980.0, 0.0
18990.0, 0.0
19000.0, 0.0
19010.0, 0.0
19020.0, 0.0
19030.0, 0.0
19040.0, 0.0
19050.0, 0.0
19060.0, 0.0
19070.0, 0.0
19080.0, 0.0
19090.0, 0.0
19100.0, 0.0
19110.0, 0.0
19120.0, 0.0
19130.0, 0.0
19140.0, 0.0
19150.0, 0.0
19160.0, 0.0
19170.0, 0.0
19180.0, 0.0
19190.0, 0.0
19200.0, 0.0
19210.0, 0.0
19220.0, 0.0
19230.0, 0.0
19240.0, 0.0
19250.0, 0.0
19260.0, 0.0
19270.0, 0.0
19280.0, 0.0
19290.0, 0.0
19300.0, 0.0
19310.0, 0.0
19320.0, 0.0
19330.0, 0.0
19340.0, 0.0
19350.0, 0.0
19360.0, 0.0
19370.0, 0.0
19380.0, 0.0
19390.0, 0.0
19400.0, 0.0
19410.0, 0.0
19420.0, 0.0
19430.0, 0.0
19440.0, 0.0
19450.0, 0.0
19460.0, 0.0
19470.0, 0.0
19480.0, 0.0
19490.0, 0.0
19500.0, 0.0
19510.0, 0.0
19520.0, 0.0
19530.0, 0.0
19540.0, 0.0
19550.0, 0.0
19560.0, 0.0
19570.0, 0.0
19580.0, 0.0
19590.0, 0.0
19600.0, 0.0
19610.0, 0.0
19620.0, 0.0
19630.0, 0.0
19640.0, 0.0
19650.0, 0.0
19660.0, 0.0
19670.0, 0.0
19680.0, 0.0
19690.0, 0.0
19700.0, 0.0
19710.0, 0.0
19720.0, 0.0
19730.0, 0.0
19740.0, 0.0
19750.0, 0.0
19760.0, 0.0
19770.0, 0.0
19780.0, 0.0
19790.0, 0.0
19800.0, 0.0
19810.0, 0.0
19820.0, 0.0
19830.0, 0.0
19840.0, 0.0
19850.0, 0.0
19860.0, 0.0
19870.0, 0.0
19880.0, 0.0
19890.0, 0.0
19900.0, 0.0
19910.0, 0.0
19920.0, 0.0
19930.0, 0.0
19940.0, 0.0
19950.0, 0.0
19960.0, 0.0
19970.0, 0.0
19980.0, 0.0
19990.0, 0.0
20000.0, 0.0
20010.0, 0.0
20020.0, 0.0
20030.0, 0.0
20040.0, 0.0
20050.0, 0.0
20060.0, 0.0
20070.0, 0.0
20080.0, 0.0
20090.0, 0.0
20100.0, 0.0
20110.0, 0.0
20120.0, 0.0
20130.0, 0.0
20140.0, 0.0
20150.0, 0.0
20160.0, 0.0
20170.0, 0.0
20180.0, 0.0
20190.0, 0.0
20200.0, 0.0
20210.0, 0.0
20220.0, 0.0
20230.0, 0.0
20240.0, 0.0
20250.0, 0.0
20260.0, 0.0
20270.0, 0.0
20280.0, 0.0
20290.0, 0.0
20300.0, 0.0
20310.0, 0.0
20320.0, 0.0
20330.0, 0.0
