Energy (in eV), backscattering yield of material te2k-NASCAP at incidence 50.000004 degree
   X,       Y
0.0, 0.6404742
10.0, 0.33677712
20.0, 0.17708568
30.0, 0.09311601
40.0, 0.04896269
50.0, 0.025745787
60.0, 0.05794872
70.0, 0.08118723
80.0, 0.09948921
90.0, 0.11446919
100.0, 0.12707399
110.0, 0.1379122
120.0, 0.1473934
130.0, 0.1558033
140.0, 0.16334757
150.0, 0.17017852
160.0, 0.17641185
170.0, 0.18213744
180.0, 0.18742637
190.0, 0.19233592
200.0, 0.1969129
210.0, 0.20119596
220.0, 0.20521751
230.0, 0.20900482
240.0, 0.2125813
250.0, 0.21596695
260.0, 0.21917906
270.0, 0.22223283
280.0, 0.22514142
290.0, 0.22791654
300.0, 0.2305685
310.0, 0.2331065
320.0, 0.23553875
330.0, 0.23787262
340.0, 0.24011475
350.0, 0.24227111
360.0, 0.24434717
370.0, 0.24634786
380.0, 0.24827765
390.0, 0.2501407
400.0, 0.25194073
410.0, 0.25368127
420.0, 0.25536552
430.0, 0.2569964
440.0, 0.2585766
450.0, 0.2601087
460.0, 0.26159498
470.0, 0.26303774
480.0, 0.2644389
490.0, 0.2658004
500.0, 0.267124
510.0, 0.26841134
520.0, 0.269664
530.0, 0.27088344
540.0, 0.27207097
550.0, 0.27322796
560.0, 0.2743556
570.0, 0.27545497
580.0, 0.27652723
590.0, 0.27757335
600.0, 0.2785943
610.0, 0.279591
620.0, 0.28056434
630.0, 0.2815151
640.0, 0.2824441
650.0, 0.28335202
660.0, 0.28423962
670.0, 0.28510755
680.0, 0.28595647
690.0, 0.28678697
700.0, 0.28759962
710.0, 0.288395
720.0, 0.2891736
730.0, 0.28993595
740.0, 0.29068258
750.0, 0.29141387
760.0, 0.29213032
770.0, 0.29283231
780.0, 0.29352033
790.0, 0.29419473
800.0, 0.29485583
810.0, 0.29550406
820.0, 0.29613975
830.0, 0.2967632
840.0, 0.29737478
850.0, 0.29797477
860.0, 0.2985635
870.0, 0.2991412
880.0, 0.29970822
890.0, 0.30026472
900.0, 0.30081108
910.0, 0.30134746
920.0, 0.30187416
930.0, 0.30239135
940.0, 0.3028993
950.0, 0.3033982
960.0, 0.3038883
970.0, 0.30436972
980.0, 0.30484274
990.0, 0.3053075
1000.0, 0.3057642
1010.0, 0.30556104
1020.0, 0.3053582
1030.0, 0.3051557
1040.0, 0.3049535
1050.0, 0.30475163
1060.0, 0.30455014
1070.0, 0.30434895
1080.0, 0.30414805
1090.0, 0.3039475
1100.0, 0.30374733
1110.0, 0.3035474
1120.0, 0.30334786
1130.0, 0.30314863
1140.0, 0.30294973
1150.0, 0.30275115
1160.0, 0.3025529
1170.0, 0.30235496
1180.0, 0.30215734
1190.0, 0.30196005
1200.0, 0.30176312
1210.0, 0.30156645
1220.0, 0.30137014
1230.0, 0.30117416
1240.0, 0.30097845
1250.0, 0.30078313
1260.0, 0.30058807
1270.0, 0.30039337
1280.0, 0.30019897
1290.0, 0.30000487
1300.0, 0.29981112
1310.0, 0.29961768
1320.0, 0.29942456
1330.0, 0.29923174
1340.0, 0.29903927
1350.0, 0.29884708
1360.0, 0.2986552
1370.0, 0.29846367
1380.0, 0.29827243
1390.0, 0.29808152
1400.0, 0.2978909
1410.0, 0.2977006
1420.0, 0.29751065
1430.0, 0.29732096
1440.0, 0.29713163
1450.0, 0.2969426
1460.0, 0.29675385
1470.0, 0.29656544
1480.0, 0.29637733
1490.0, 0.29618952
1500.0, 0.29600203
1510.0, 0.29581484
1520.0, 0.29562798
1530.0, 0.29544142
1540.0, 0.29525515
1550.0, 0.29506922
1560.0, 0.29488355
1570.0, 0.29469824
1580.0, 0.29451317
1590.0, 0.29432845
1600.0, 0.29414403
1610.0, 0.29395992
1620.0, 0.2937761
1630.0, 0.2935926
1640.0, 0.29340938
1650.0, 0.29322648
1660.0, 0.29304385
1670.0, 0.29286158
1680.0, 0.29267958
1690.0, 0.29249787
1700.0, 0.29231647
1710.0, 0.29213536
1720.0, 0.29195458
1730.0, 0.29177406
1740.0, 0.29159388
1750.0, 0.29141396
1760.0, 0.29123434
1770.0, 0.29105505
1780.0, 0.29087603
1790.0, 0.29069734
1800.0, 0.2905189
1810.0, 0.29034078
1820.0, 0.29016295
1830.0, 0.28998542
1840.0, 0.28980818
1850.0, 0.28963125
1860.0, 0.28945458
1870.0, 0.28927824
1880.0, 0.2891022
1890.0, 0.2889264
1900.0, 0.28875095
1910.0, 0.28857574
1920.0, 0.28840083
1930.0, 0.28822625
1940.0, 0.2880519
1950.0, 0.2878779
1960.0, 0.28770417
1970.0, 0.28753072
1980.0, 0.28735754
1990.0, 0.2871847
2000.0, 0.2870121
2010.0, 0.28683978
2020.0, 0.2866678
2030.0, 0.28649607
2040.0, 0.28632462
2050.0, 0.2861535
2060.0, 0.2859826
2070.0, 0.28581205
2080.0, 0.28564173
2090.0, 0.2854717
2100.0, 0.28530198
2110.0, 0.28513256
2120.0, 0.2849634
2130.0, 0.2847945
2140.0, 0.28462592
2150.0, 0.2844576
2160.0, 0.28428954
2170.0, 0.28412178
2180.0, 0.28395432
2190.0, 0.2837871
2200.0, 0.2836202
2210.0, 0.28345355
2220.0, 0.2832872
2230.0, 0.28312114
2240.0, 0.28295532
2250.0, 0.2827898
2260.0, 0.28262454
2270.0, 0.2824596
2280.0, 0.2822949
2290.0, 0.28213048
2300.0, 0.28196633
2310.0, 0.28180248
2320.0, 0.28163886
2330.0, 0.28147554
2340.0, 0.2813125
2350.0, 0.28114974
2360.0, 0.2809872
2370.0, 0.280825
2380.0, 0.28066304
2390.0, 0.28050137
2400.0, 0.28033993
2410.0, 0.2801788
2420.0, 0.28001794
2430.0, 0.27985734
2440.0, 0.279697
2450.0, 0.27953693
2460.0, 0.27937713
2470.0, 0.27921763
2480.0, 0.27905837
2490.0, 0.2788994
2500.0, 0.27874067
2510.0, 0.27858222
2520.0, 0.27842402
2530.0, 0.2782661
2540.0, 0.27810845
2550.0, 0.27795106
2560.0, 0.27779394
2570.0, 0.2776371
2580.0, 0.27748048
2590.0, 0.27732417
2600.0, 0.2771681
2610.0, 0.2770123
2620.0, 0.27685675
2630.0, 0.27670145
2640.0, 0.27654645
2650.0, 0.27639169
2660.0, 0.2762372
2670.0, 0.27608296
2680.0, 0.27592897
2690.0, 0.27577528
2700.0, 0.27562183
2710.0, 0.27546862
2720.0, 0.2753157
2730.0, 0.275163
2740.0, 0.2750106
2750.0, 0.27485844
2760.0, 0.27470654
2770.0, 0.2745549
2780.0, 0.27440348
2790.0, 0.27425236
2800.0, 0.27410147
2810.0, 0.27395085
2820.0, 0.2738005
2830.0, 0.27365038
2840.0, 0.2735005
2850.0, 0.27335092
2860.0, 0.27320158
2870.0, 0.27305245
2880.0, 0.27290362
2890.0, 0.27275503
2900.0, 0.2726067
2910.0, 0.27245858
2920.0, 0.27231076
2930.0, 0.27216318
2940.0, 0.27201584
2950.0, 0.27186877
2960.0, 0.2717219
2970.0, 0.27157533
2980.0, 0.27142897
2990.0, 0.27128288
3000.0, 0.27113706
3010.0, 0.27099144
3020.0, 0.2708461
3030.0, 0.27070102
3040.0, 0.27055615
3050.0, 0.27041155
3060.0, 0.27026722
3070.0, 0.2701231
3080.0, 0.26997924
3090.0, 0.2698356
3100.0, 0.2696922
3110.0, 0.26954907
3120.0, 0.2694062
3130.0, 0.26926354
3140.0, 0.26912114
3150.0, 0.26897898
3160.0, 0.26883706
3170.0, 0.26869538
3180.0, 0.26855394
3190.0, 0.26841274
3200.0, 0.2682718
3210.0, 0.26813108
3220.0, 0.26799062
3230.0, 0.2678504
3240.0, 0.2677104
3250.0, 0.26757064
3260.0, 0.2674311
3270.0, 0.26729184
3280.0, 0.26715282
3290.0, 0.267014
3300.0, 0.26687545
3310.0, 0.26673713
3320.0, 0.266599
3330.0, 0.26646116
3340.0, 0.26632354
3350.0, 0.26618615
3360.0, 0.26604903
3370.0, 0.26591212
3380.0, 0.26577544
3390.0, 0.265639
3400.0, 0.26550278
3410.0, 0.2653668
3420.0, 0.26523104
3430.0, 0.26509553
3440.0, 0.26496026
3450.0, 0.26482522
3460.0, 0.2646904
3470.0, 0.2645558
3480.0, 0.2644215
3490.0, 0.26428735
3500.0, 0.26415345
3510.0, 0.2640198
3520.0, 0.26388636
3530.0, 0.26375318
3540.0, 0.2636202
3550.0, 0.26348746
3560.0, 0.26335493
3570.0, 0.26322263
3580.0, 0.26309058
3590.0, 0.26295874
3600.0, 0.26282713
3610.0, 0.26269576
3620.0, 0.2625646
3630.0, 0.26243368
3640.0, 0.26230296
3650.0, 0.2621725
3660.0, 0.26204222
3670.0, 0.2619122
3680.0, 0.26178238
3690.0, 0.2616528
3700.0, 0.26152346
3710.0, 0.26139432
3720.0, 0.2612654
3730.0, 0.2611367
3740.0, 0.26100823
3750.0, 0.26088
3760.0, 0.26075196
3770.0, 0.26062417
3780.0, 0.2604966
3790.0, 0.2603692
3800.0, 0.26024207
3810.0, 0.26011515
3820.0, 0.25998843
3830.0, 0.25986195
3840.0, 0.25973567
3850.0, 0.25960964
3860.0, 0.25948378
3870.0, 0.2593582
3880.0, 0.2592328
3890.0, 0.25910762
3900.0, 0.25898266
3910.0, 0.2588579
3920.0, 0.25873336
3930.0, 0.25860906
3940.0, 0.25848496
3950.0, 0.25836107
3960.0, 0.2582374
3970.0, 0.25811392
3980.0, 0.2579907
3990.0, 0.25786766
4000.0, 0.25774485
4010.0, 0.25762224
4020.0, 0.25749984
4030.0, 0.25737768
4040.0, 0.2572557
4050.0, 0.25713396
4060.0, 0.25701243
4070.0, 0.25689107
4080.0, 0.25676996
4090.0, 0.25664905
4100.0, 0.25652835
4110.0, 0.25640786
4120.0, 0.25628757
4130.0, 0.2561675
4140.0, 0.25604764
4150.0, 0.25592798
4160.0, 0.25580853
4170.0, 0.2556893
4180.0, 0.25557026
4190.0, 0.25545144
4200.0, 0.25533283
4210.0, 0.2552144
4220.0, 0.2550962
4230.0, 0.25497818
4240.0, 0.2548604
4250.0, 0.25474283
4260.0, 0.25462544
4270.0, 0.25450826
4280.0, 0.25439128
4290.0, 0.2542745
4300.0, 0.25415793
4310.0, 0.25404155
4320.0, 0.2539254
4330.0, 0.25380945
4340.0, 0.2536937
4350.0, 0.25357813
4360.0, 0.25346276
4370.0, 0.25334764
4380.0, 0.2532327
4390.0, 0.25311792
4400.0, 0.2530034
4410.0, 0.25288904
4420.0, 0.25277486
4430.0, 0.25266093
4440.0, 0.25254717
4450.0, 0.25243363
4460.0, 0.25232026
4470.0, 0.2522071
4480.0, 0.25209415
4490.0, 0.2519814
4500.0, 0.2518688
4510.0, 0.25175646
4520.0, 0.25164428
4530.0, 0.25153232
4540.0, 0.25142056
4550.0, 0.25130895
4560.0, 0.25119758
4570.0, 0.25108638
4580.0, 0.2509754
4590.0, 0.2508646
4600.0, 0.250754
4610.0, 0.25064358
4620.0, 0.25053334
4630.0, 0.25042334
4640.0, 0.2503135
4650.0, 0.25020385
4660.0, 0.2500944
4670.0, 0.24998516
4680.0, 0.2498761
4690.0, 0.24976723
4700.0, 0.24965854
4710.0, 0.24955004
4720.0, 0.24944176
4730.0, 0.24933363
4740.0, 0.24922574
4750.0, 0.249118
4760.0, 0.24901046
4770.0, 0.24890311
4780.0, 0.24879596
4790.0, 0.24868897
4800.0, 0.24858218
4810.0, 0.2484756
4820.0, 0.24836919
4830.0, 0.24826297
4840.0, 0.24815692
4850.0, 0.24805108
4860.0, 0.24794541
4870.0, 0.24783994
4880.0, 0.24773465
4890.0, 0.24762955
4900.0, 0.24752463
4910.0, 0.2474199
4920.0, 0.24731535
4930.0, 0.24721098
4940.0, 0.2471068
4950.0, 0.24700281
4960.0, 0.246899
4970.0, 0.24679537
4980.0, 0.24669191
4990.0, 0.24658865
5000.0, 0.24648558
5010.0, 0.24638267
5020.0, 0.24627995
5030.0, 0.24617742
5040.0, 0.24607506
5050.0, 0.24597289
5060.0, 0.24587089
5070.0, 0.24576907
5080.0, 0.24566744
5090.0, 0.24556598
5100.0, 0.24546471
5110.0, 0.24536362
5120.0, 0.2452627
5130.0, 0.24516197
5140.0, 0.24506141
5150.0, 0.24496102
5160.0, 0.24486081
5170.0, 0.2447608
5180.0, 0.24466094
5190.0, 0.24456128
5200.0, 0.24446177
5210.0, 0.24436246
5220.0, 0.24426332
5230.0, 0.24416435
5240.0, 0.24406557
5250.0, 0.24396695
5260.0, 0.2438685
5270.0, 0.24377024
5280.0, 0.24367213
5290.0, 0.24357422
5300.0, 0.24347648
5310.0, 0.2433789
5320.0, 0.24328151
5330.0, 0.24318428
5340.0, 0.24308723
5350.0, 0.24299036
5360.0, 0.24289365
5370.0, 0.24279712
5380.0, 0.24270076
5390.0, 0.24260455
5400.0, 0.24250855
5410.0, 0.24241269
5420.0, 0.242317
5430.0, 0.2422215
5440.0, 0.24212615
5450.0, 0.24203098
5460.0, 0.24193598
5470.0, 0.24184115
5480.0, 0.24174649
5490.0, 0.241652
5500.0, 0.24155767
5510.0, 0.24146351
5520.0, 0.24136953
5530.0, 0.2412757
5540.0, 0.24118204
5550.0, 0.24108855
5560.0, 0.24099523
5570.0, 0.24090208
5580.0, 0.24080908
5590.0, 0.24071626
5600.0, 0.24062361
5610.0, 0.24053112
5620.0, 0.24043879
5630.0, 0.24034663
5640.0, 0.24025464
5650.0, 0.2401628
5660.0, 0.24007113
5670.0, 0.23997962
5680.0, 0.23988828
5690.0, 0.2397971
5700.0, 0.23970608
5710.0, 0.23961523
5720.0, 0.23952454
5730.0, 0.23943402
5740.0, 0.23934364
5750.0, 0.23925343
5760.0, 0.2391634
5770.0, 0.23907351
5780.0, 0.2389838
5790.0, 0.23889422
5800.0, 0.23880483
5810.0, 0.23871559
5820.0, 0.23862651
5830.0, 0.23853758
5840.0, 0.23844883
5850.0, 0.23836023
5860.0, 0.23827177
5870.0, 0.2381835
5880.0, 0.23809536
5890.0, 0.2380074
5900.0, 0.23791958
5910.0, 0.23783194
5920.0, 0.23774444
5930.0, 0.2376571
5940.0, 0.23756991
5950.0, 0.23748288
5960.0, 0.23739602
5970.0, 0.23730929
5980.0, 0.23722275
5990.0, 0.23713633
6000.0, 0.23705009
6010.0, 0.23696399
6020.0, 0.23687805
6030.0, 0.23679227
6040.0, 0.23670663
6050.0, 0.23662117
6060.0, 0.23653583
6070.0, 0.23645067
6080.0, 0.23636566
6090.0, 0.2362808
6100.0, 0.23619609
6110.0, 0.23611152
6120.0, 0.2360271
6130.0, 0.23594287
6140.0, 0.23585875
6150.0, 0.23577482
6160.0, 0.23569101
6170.0, 0.23560736
6180.0, 0.23552386
6190.0, 0.23544052
6200.0, 0.23535731
6210.0, 0.23527427
6220.0, 0.23519138
6230.0, 0.23510863
6240.0, 0.23502602
6250.0, 0.23494358
6260.0, 0.23486127
6270.0, 0.23477912
6280.0, 0.23469712
6290.0, 0.23461525
6300.0, 0.23453356
6310.0, 0.234452
6320.0, 0.23437057
6330.0, 0.2342893
6340.0, 0.23420818
6350.0, 0.23412721
6360.0, 0.23404638
6370.0, 0.23396571
6380.0, 0.23388517
6390.0, 0.23380478
6400.0, 0.23372453
6410.0, 0.23364443
6420.0, 0.23356448
6430.0, 0.23348467
6440.0, 0.233405
6450.0, 0.23332548
6460.0, 0.2332461
6470.0, 0.23316687
6480.0, 0.23308776
6490.0, 0.23300882
6500.0, 0.23293
6510.0, 0.23285136
6520.0, 0.23277283
6530.0, 0.23269446
6540.0, 0.23261622
6550.0, 0.23253812
6560.0, 0.23246017
6570.0, 0.23238236
6580.0, 0.23230469
6590.0, 0.23222716
6600.0, 0.23214976
6610.0, 0.23207252
6620.0, 0.23199542
6630.0, 0.23191844
6640.0, 0.23184161
6650.0, 0.23176493
6660.0, 0.23168838
6670.0, 0.23161197
6680.0, 0.23153569
6690.0, 0.23145956
6700.0, 0.23138356
6710.0, 0.2313077
6720.0, 0.23123197
6730.0, 0.2311564
6740.0, 0.23108095
6750.0, 0.23100564
6760.0, 0.23093048
6770.0, 0.23085544
6780.0, 0.23078053
6790.0, 0.23070577
6800.0, 0.23063114
6810.0, 0.23055665
6820.0, 0.2304823
6830.0, 0.23040807
6840.0, 0.23033398
6850.0, 0.23026004
6860.0, 0.23018622
6870.0, 0.23011254
6880.0, 0.230039
6890.0, 0.22996558
6900.0, 0.22989231
6910.0, 0.22981916
6920.0, 0.22974615
