#    time,   allPop,  allPop,  allPop,  allPop,  allPop,  allPop,  allPop,  allPop,  allPop, ions1, ions1, ions1, ions1, ions1, ions1, ions1, ions1, ions1, elec1, elec1, elec1, elec1, elec1, elec1, elec1, elec1, elec1, ions2, ions2, ions2, ions2, ions2, ions2, ions2, ions2, ions2, elec2, elec2, elec2, elec2, elec2, elec2, elec2, elec2, elec2, photoElec, photoElec, photoElec, photoElec, photoElec, photoElec, photoElec, photoElec, photoElec, secondElec True from ambiant electrons, secondElec True from ambiant electrons, secondElec True from ambiant electrons, secondElec True from ambiant electrons, secondElec True from ambiant electrons, secondElec True from ambiant electrons, secondElec True from ambiant electrons, secondElec True from ambiant electrons, secondElec True from ambiant electrons, secondElec BS from ambiant electrons, secondElec BS from ambiant electrons, secondElec BS from ambiant electrons, secondElec BS from ambiant electrons, secondElec BS from ambiant electrons, secondElec BS from ambiant electrons, secondElec BS from ambiant electrons, secondElec BS from ambiant electrons, secondElec BS from ambiant electrons, secondElec from ambiant protons, secondElec from ambiant protons, secondElec from ambiant protons, secondElec from ambiant protons, secondElec from ambiant protons, secondElec from ambiant protons, secondElec from ambiant protons, secondElec from ambiant protons, secondElec from ambiant protons, 
#        ,   allNodes,  node0,  node1,  node2,  node3,  node4,  node5,  node6,  node7,  allNodes,  node0,  node1,  node2,  node3,  node4,  node5,  node6,  node7,  allNodes,  node0,  node1,  node2,  node3,  node4,  node5,  node6,  node7,  allNodes,  node0,  node1,  node2,  node3,  node4,  node5,  node6,  node7,  allNodes,  node0,  node1,  node2,  node3,  node4,  node5,  node6,  node7,  allNodes,  node0,  node1,  node2,  node3,  node4,  node5,  node6,  node7,  allNodes,  node0,  node1,  node2,  node3,  node4,  node5,  node6,  node7,  allNodes,  node0,  node1,  node2,  node3,  node4,  node5,  node6,  node7,  allNodes,  node0,  node1,  node2,  node3,  node4,  node5,  node6,  node7, 
102.321465, -0.0022837739, -2.4574806E-4, -4.0556377E-5, -7.1341583E-6, -2.2059556E-5, -6.807615E-5, -0.0015872442, -2.7526967E-4, -3.768587E-5, 1.2452493E-5, 1.4637569E-6, 5.8589075E-7, 1.08256074E-7, 1.88009E-7, 8.7996017E-7, 3.1843035E-6, 5.5245905E-6, 5.1772656E-7, -1.3371758E-7, -5.735869E-9, -1.1333474E-9, -7.7445536E-11, -7.158568E-10, -1.8270447E-9, -1.2233863E-7, -6.938099E-10, -1.1955773E-9, 2.614647E-5, 2.978964E-6, 1.2013628E-6, 1.9632489E-7, 4.122891E-7, 1.8543976E-6, 8.9654695E-6, 9.540082E-6, 9.975776E-7, -8.713047E-4, -1.04408486E-4, -4.160242E-5, -7.3869883E-6, -1.6567665E-5, -6.706638E-5, -3.1142676E-4, -2.8906652E-4, -3.377955E-5, -0.0010909026, -1.2322156E-4, -2.6555815E-8, 0.0, -4.6552486E-6, -5.783874E-7, -9.596621E-4, 0.0, -2.7588123E-6, -3.180679E-4, -9.715447E-6, -2.9397665E-7, -3.9067732E-8, -6.0319945E-7, -1.3528206E-7, -3.0654346E-4, -1.7642964E-7, -5.6106796E-7, -1.1533321E-5, -6.3470543E-6, -2.9103445E-11, 0.0, -2.4177767E-11, -2.609611E-6, -2.873059E-9, -9.878855E-7, -1.585847E-6, -3.0430907E-5, -6.4925534E-6, -4.1951142E-7, -1.2605724E-8, -8.3299733E-7, -4.190231E-7, -2.1636642E-5, -1.02873045E-7, -5.1470136E-7, 
111.122, -0.0022434085, -2.3854892E-4, -4.0973504E-5, -7.4592094E-6, -2.0900543E-5, -6.667789E-5, -0.0015630459, -2.6984178E-4, -3.596097E-5, 1.3740518E-5, 1.5814894E-6, 6.49957E-7, 1.1933544E-7, 1.9993091E-7, 9.616012E-7, 3.5215796E-6, 6.1401793E-6, 5.664451E-7, -7.898893E-8, -3.0029499E-9, -5.670946E-10, -3.595647E-11, -3.578791E-10, -9.1420116E-10, -7.3179116E-8, -2.8130703E-10, -6.504302E-10, 2.6396821E-5, 2.992037E-6, 1.2185916E-6, 1.9686807E-7, 4.1562305E-7, 1.8755403E-6, 9.056145E-6, 9.635204E-6, 1.0068121E-6, -8.623256E-4, -1.0331219E-4, -4.1185216E-5, -7.3054507E-6, -1.641302E-5, -6.639381E-5, -3.0896897E-4, -2.85352E-4, -3.3394983E-5, -0.0010693597, -1.2138529E-4, -5.4574674E-9, 0.0, -3.635549E-6, -6.0843115E-7, -9.4082137E-4, 0.0, -2.9036642E-6, -3.1409832E-4, -9.457E-6, -2.0895207E-7, -6.746089E-8, -5.9834036E-7, -8.128101E-8, -3.0292603E-4, -1.6122875E-7, -5.9799055E-7, -7.147514E-6, -2.740244E-6, -1.0718567E-6, -3.8367475E-7, -1.8125314E-11, -2.041982E-6, -9.0973657E-7, 0.0, -1.2174622E-12, -3.0535997E-5, -6.224719E-6, -3.7000902E-7, -1.8790367E-8, -8.688144E-7, -3.8861523E-7, -2.1924487E-5, -1.0362481E-7, -6.369398E-7, 
122.55, -0.0022105626, -2.3659869E-4, -3.9570106E-5, -6.9815746E-6, -2.1971586E-5, -6.79742E-5, -0.0015350255, -2.666529E-4, -3.5788322E-5, 1.4665007E-5, 1.7099715E-6, 6.8709846E-7, 1.2627397E-7, 2.1764173E-7, 1.0371915E-6, 3.7684877E-6, 6.510523E-6, 6.0782276E-7, -5.462046E-8, -1.7963517E-9, -3.386115E-10, -1.9402993E-11, -2.2258435E-10, -5.458683E-10, -5.1132233E-8, -1.4037713E-10, -4.2503456E-10, 2.6518415E-5, 3.011411E-6, 1.2218676E-6, 1.993734E-7, 4.1218928E-7, 1.8850044E-6, 9.086936E-6, 9.688645E-6, 1.0129856E-6, -8.558564E-4, -1.0250239E-4, -4.0881925E-5, -7.2407715E-6, -1.6300137E-5, -6.5904875E-5, -3.0739763E-4, -2.8252057E-4, -3.3108015E-5, -0.0010547081, -1.1791431E-4, -9.272277E-9, 0.0, -3.6937972E-6, -6.051488E-7, -9.293891E-4, 0.0, -3.0964131E-6, -3.0029053E-4, -9.4377565E-6, -2.149966E-7, -1.1966942E-8, -6.0145345E-7, -1.2301174E-7, -2.8922642E-4, -1.435728E-7, -5.3134426E-7, -1.0128699E-5, -5.3183144E-6, -8.096887E-12, -6.0641883E-13, -9.751307E-7, -3.833068E-6, -2.1751927E-9, -1.9124913E-13, -3.909706E-13, -3.0708426E-5, -6.1454857E-6, -3.7253102E-7, -5.4463573E-8, -1.0306788E-6, -4.2975367E-7, -2.1814803E-5, -1.8777219E-7, -6.729361E-7, 
136.41225, -0.002212641, -2.3990596E-4, -3.9131966E-5, -6.8919276E-6, -2.1497779E-5, -6.4766E-5, -0.0015425533, -2.6254694E-4, -3.5347184E-5, 1.5653557E-5, 1.8061663E-6, 7.3450997E-7, 1.3669013E-7, 2.3148573E-7, 1.1072273E-6, 4.017619E-6, 6.9735647E-6, 6.4629256E-7, -3.896572E-8, -1.1114571E-9, -1.8045879E-10, -9.428547E-12, -1.3386815E-10, -2.909138E-10, -3.688984E-8, -5.7551765E-11, -2.922032E-10, 2.6689602E-5, 3.0303231E-6, 1.2337543E-6, 2.0194165E-7, 4.1952373E-7, 1.8898972E-6, 9.133789E-6, 9.759052E-6, 1.0213212E-6, -8.4831164E-4, -1.0155818E-4, -4.0512616E-5, -7.16593E-6, -1.6167693E-5, -6.530953E-5, -3.0595562E-4, -2.7889237E-4, -3.274967E-5, -0.0010618076, -1.2228213E-4, -5.7636003E-9, 0.0, -4.4617386E-6, -5.89809E-7, -9.313541E-4, 0.0, -3.1140235E-6, -3.046886E-4, -9.618302E-6, -2.4163785E-7, -4.7333664E-8, -6.0078054E-7, -8.948327E-8, -2.933905E-4, -1.9460767E-7, -5.0597265E-7, -8.938663E-6, -4.5924157E-6, -7.642294E-12, 0.0, -5.9557216E-12, -1.4111744E-6, -2.935058E-6, 0.0, -1.4385407E-12, -3.1198826E-5, -6.6903317E-6, -3.4002375E-7, -1.7286034E-8, -9.1843526E-7, -3.6282927E-7, -2.2032551E-5, -1.925368E-7, -6.448365E-7, 
142.59341, -0.0024470447, -2.4927975E-4, -4.23802E-5, -6.778484E-6, -2.255288E-5, -6.3019455E-5, -0.0017674816, -2.598626E-4, -3.568979E-5, 1.6147782E-5, 1.8929003E-6, 7.860123E-7, 1.4205062E-7, 2.291093E-7, 1.150849E-6, 4.080156E-6, 7.1996774E-6, 6.670266E-7, -3.4718955E-8, -9.351034E-10, -1.2839647E-10, -6.2281447E-12, -1.06536606E-10, -2.0698515E-10, -3.30398E-8, -3.337022E-11, -2.625373E-10, 2.6942915E-5, 3.0649014E-6, 1.2401918E-6, 2.0308033E-7, 4.2992437E-7, 1.9126987E-6, 9.197164E-6, 9.875618E-6, 1.019336E-6, -8.44459E-4, -1.0110079E-4, -4.031614E-5, -7.123609E-6, -1.6103893E-5, -6.499281E-5, -3.0554226E-4, -2.7673133E-4, -3.2548123E-5, -0.0012394532, -1.3465277E-4, -3.857293E-9, 0.0, -5.31557E-6, -5.999935E-7, -0.0010954319, 0.0, -3.4491368E-6, -3.657389E-4, -1.0757363E-5, -2.7379392E-7, 0.0, -6.77072E-7, -1.2086947E-7, -3.5323162E-4, -1.3312534E-7, -5.4509366E-7, -3.3559515E-6, -4.202691E-11, -3.3548438E-6, 0.0, -1.1129537E-12, -4.2603751E-13, -1.0643444E-9, -8.7653836E-14, 0.0, -3.7093498E-5, -7.725626E-6, -4.5764133E-7, 0.0, -1.1152708E-6, -3.6911862E-7, -2.651893E-5, -7.337229E-8, -8.3353984E-7, 
151.36903, -0.0020521414, -2.3527344E-4, -3.8714814E-5, -6.722497E-6, -2.2655819E-5, -6.247347E-5, -0.0013941214, -2.5732463E-4, -3.48556E-5, 1.7000017E-5, 1.9260094E-6, 8.197882E-7, 1.4857632E-7, 2.5817818E-7, 1.1936816E-6, 4.273267E-6, 7.681799E-6, 6.9871766E-7, -2.652066E-8, -7.0728334E-10, -8.4726615E-11, -3.940526E-12, -7.540272E-11, -1.3658591E-10, -2.5287127E-8, -1.9499242E-11, -2.0609571E-10, 2.7116243E-5, 3.0805843E-6, 1.2374472E-6, 2.0527933E-7, 4.2741897E-7, 1.9280058E-6, 9.2504E-6, 9.955204E-6, 1.0318994E-6, -8.394958E-4, -1.00526246E-4, -4.0073126E-5, -7.0763485E-6, -1.6012433E-5, -6.460104E-5, -3.0430153E-4, -2.745775E-4, -3.2327567E-5, -9.576063E-4, -1.2256166E-4, -2.6315303E-9, 0.0, -5.6724966E-6, -5.633408E-7, -8.2580047E-4, 0.0, -3.0057479E-6, -2.6932053E-4, -9.196946E-6, -2.631214E-7, 0.0, -5.736172E-7, -9.259644E-8, -2.5845194E-4, -3.0971015E-7, -4.3259905E-7, -9.810917E-10, -4.6336757E-11, -1.3286764E-12, 0.0, -1.2555499E-14, 0.0, -9.333517E-10, 0.0, -6.195814E-14, -2.980775E-5, -7.994411E-6, -4.330821E-7, 0.0, -1.0827933E-6, -3.380489E-7, -1.9064935E-5, -7.4383195E-8, -8.200951E-7, 
169.59946, -0.0024487202, -2.453534E-4, -3.862554E-5, -6.7808437E-6, -2.3715109E-5, -6.2481144E-5, -0.0017805187, -2.5563923E-4, -3.5606263E-5, 1.7136254E-5, 1.9806487E-6, 8.232769E-7, 1.4847593E-7, 2.525947E-7, 1.1979821E-6, 4.272401E-6, 7.742624E-6, 7.1824957E-7, -2.6687564E-8, -6.331491E-10, -6.920641E-11, -3.0469496E-12, -6.497929E-11, -1.1156615E-10, -2.557255E-8, -1.3482823E-11, -2.1958498E-10, 2.7026172E-5, 3.1033117E-6, 1.2470955E-6, 2.0343897E-7, 4.1310372E-7, 1.90969E-6, 9.163718E-6, 9.950451E-6, 1.0353621E-6, -8.3716586E-4, -1.00192716E-4, -3.9955346E-5, -7.0499163E-6, -1.5965963E-5, -6.441114E-5, -3.0428442E-4, -2.7310726E-4, -3.2199056E-5, -0.001256534, -1.3247092E-4, -3.262016E-9, 0.0, -6.704018E-6, -6.020121E-7, -0.0011127775, 0.0, -3.9762745E-6, -3.6174367E-4, -1.0202184E-5, -3.1644933E-7, -6.0603305E-8, -7.028302E-7, -1.1950638E-7, -3.4978357E-4, 0.0, -5.585007E-7, -5.0407184E-8, -4.9549662E-8, -2.9505137E-12, 0.0, -1.5179923E-12, 0.0, -8.529314E-10, -1.2032777E-13, -3.8424413E-15, -3.7362028E-5, -7.5213766E-6, -4.2078034E-7, -2.223571E-8, -1.0079295E-6, -4.5604105E-7, -2.7082795E-5, -2.2504965E-7, -6.258226E-7, 
179.2656, -0.002233292, -2.4701288E-4, -3.839573E-5, -6.691913E-6, -2.3279808E-5, -6.1359766E-5, -0.0015705896, -2.5109426E-4, -3.4867844E-5, 1.8103678E-5, 2.0891052E-6, 8.52974E-7, 1.5472868E-7, 2.6816292E-7, 1.3027009E-6, 4.4786775E-6, 8.203441E-6, 7.53887E-7, -1.9827707E-8, -4.756292E-10, -3.4089363E-11, -1.3582746E-12, -4.0491697E-11, -5.4954753E-11, -1.9031518E-8, -4.764919E-12, -1.8490151E-10, 2.7225413E-5, 3.1081747E-6, 1.2549237E-6, 2.1280069E-7, 4.2241498E-7, 1.9536114E-6, 9.177096E-6, 1.0052132E-5, 1.0442579E-6, -8.2912075E-4, -9.931052E-5, -3.9545925E-5, -6.9672724E-6, -1.5814718E-5, -6.375115E-5, -3.0292963E-4, -2.689996E-4, -3.1801872E-5, -0.0011019057, -1.3519732E-4, -6.0613408E-9, 0.0, -6.854182E-6, -5.8405624E-7, -9.559378E-4, 0.0, -3.3263104E-6, -3.1474602E-4, -9.983033E-6, -4.6697113E-7, -4.646343E-8, -3.4390075E-7, -1.1860995E-7, -3.0267017E-4, -2.384707E-7, -8.784069E-7, -6.376834E-10, -1.714015E-11, -2.624041E-12, -2.6860095E-15, -2.5298136E-12, -1.3722263E-13, -6.1226985E-10, 0.0, -2.9796885E-12, -3.2827986E-5, -7.718818E-6, -4.8463704E-7, -4.5704915E-8, -9.575415E-7, -1.6221529E-7, -2.2688093E-5, -1.1176065E-7, -6.5921387E-7, 
181.3832, -0.0023585653, -2.5472415E-4, -3.8197235E-5, -6.666118E-6, -2.3567462E-5, -6.127205E-5, -0.0016908619, -2.4828917E-4, -3.498721E-5, 1.8966633E-5, 2.2000877E-6, 9.0458724E-7, 1.7027092E-7, 2.680044E-7, 1.352572E-6, 4.686669E-6, 8.600397E-6, 7.8404474E-7, -1.6837028E-8, -3.5912914E-10, -2.3412836E-11, -8.7760783E-13, -2.8803094E-11, -3.774333E-11, -1.6211404E-8, -2.7457216E-12, -1.7291121E-10, 2.7588127E-5, 3.1577624E-6, 1.2811637E-6, 2.064233E-7, 4.267875E-7, 1.969012E-6, 9.296302E-6, 1.0201495E-5, 1.0491825E-6, -8.2469673E-4, -9.873518E-5, -3.933042E-5, -6.9234025E-6, -1.5730775E-5, -6.340371E-5, -3.021213E-4, -2.6685616E-4, -3.159575E-5, -0.0011953649, -1.3593643E-4, -3.7070018E-9, 0.0, -7.056398E-6, -6.272352E-7, -0.0010481665, 0.0, -3.5746534E-6, -3.4229364E-4, -1.0399975E-5, -3.7903084E-7, -9.166474E-8, -5.6507105E-7, -1.25926E-7, -3.2999943E-4, -3.9552592E-8, -6.930053E-7, -7.690203E-6, -7.689372E-6, -2.5164842E-13, 0.0, 0.0, 0.0, -8.3106316E-10, 0.0, 0.0, -3.505771E-5, -7.320677E-6, -6.6980317E-7, -2.7743825E-8, -9.099776E-7, -4.367208E-7, -2.45406E-5, -1.9533594E-7, -9.568529E-7, 
189.56155, -0.0022060461, -2.3802982E-4, -3.8309845E-5, -6.9207376E-6, -2.1630154E-5, -6.306222E-5, -0.0015579911, -2.4470672E-4, -3.539531E-5, 2.018282E-5, 2.319607E-6, 9.585259E-7, 1.8135769E-7, 2.9849505E-7, 1.4364173E-6, 5.0887543E-6, 9.062079E-6, 8.3757993E-7, -9.266121E-9, -1.7077781E-10, -1.2006777E-11, -4.342992E-13, -1.2225E-11, -1.9355866E-11, -8.964938E-9, -1.2795915E-12, -8.5104784E-11, 2.761704E-5, 3.1461873E-6, 1.2733817E-6, 2.1337748E-7, 4.314598E-7, 1.9554666E-6, 9.320436E-6, 1.0213855E-5, 1.062875E-6, -8.1583956E-4, -9.762195E-5, -3.8926355E-5, -6.848113E-6, -1.5574684E-5, -6.275235E-5, -2.9917317E-4, -2.6369502E-4, -3.1247917E-5, -0.0010884993, -1.271004E-4, -1.6265497E-8, 0.0, -4.361156E-6, -6.07012E-7, -9.527766E-4, 0.0, -3.6380204E-6, -3.0733112E-4, -9.474553E-6, -2.3635535E-7, -6.62146E-8, -5.5509275E-7, -6.345437E-8, -2.9626643E-4, -7.338317E-8, -5.9561756E-7, -7.6384595E-6, -1.7524098E-6, -9.81619E-7, -3.6594446E-7, -8.7737624E-7, -2.640016E-6, -4.1794887E-10, -6.722339E-14, -1.0206766E-6, -3.45279E-5, -7.546128E-6, -3.8113845E-7, -3.5201243E-8, -9.917893E-7, -3.9125192E-7, -2.4174686E-5, -2.1425382E-7, -7.9345307E-7, 
201.10338, -0.0021743022, -2.3160003E-4, -3.656323E-5, -6.4383926E-6, -2.0763488E-5, -6.350554E-5, -0.0015403284, -2.4116818E-4, -3.3934724E-5, 2.1596245E-5, 2.4892645E-6, 1.0136023E-6, 1.8939775E-7, 3.1342586E-7, 1.5339269E-6, 5.48051E-6, 9.685387E-6, 8.907307E-7, -4.9272244E-9, -7.395841E-11, -5.886574E-12, -2.0067204E-13, -5.4245627E-12, -9.48962E-12, -4.791893E-9, -5.39888E-13, -3.9831555E-11, 2.7858423E-5, 3.160277E-6, 1.2802656E-6, 2.0906097E-7, 4.3371196E-7, 1.9913366E-6, 9.399356E-6, 1.0320571E-5, 1.0638457E-6, -8.073725E-4, -9.658604E-5, -3.8537488E-5, -6.7741857E-6, -1.5429736E-5, -6.2125466E-5, -2.9651113E-4, -2.605046E-4, -3.090393E-5, -0.001079328, -1.2403968E-4, -8.853142E-9, 0.0, -3.7703098E-6, -5.9507767E-7, -9.4727E-4, 0.0, -3.6439817E-6, -2.9790204E-4, -9.104041E-6, -1.2470338E-7, -2.2325132E-8, -8.052513E-7, -5.667958E-8, -2.871113E-4, -1.5886135E-7, -5.18871E-7, -4.2784864E-6, -2.5514283E-12, -2.7377444E-13, 0.0, -2.0389853E-13, -3.877386E-6, -1.6799549E-10, -4.0093005E-7, -2.1472744E-14, -3.4870805E-5, -7.519751E-6, -1.8605192E-7, -4.0339952E-8, -1.505325E-6, -3.7618616E-7, -2.4310939E-5, -1.0973323E-7, -8.224729E-7, 
212.64473, -0.0022925553, -2.3820672E-4, -3.6339836E-5, -6.375605E-6, -2.04162E-5, -6.5619475E-5, -0.00165289, -2.38774E-4, -3.393367E-5, 2.2152026E-5, 2.556815E-6, 1.0614879E-6, 1.904717E-7, 3.3195624E-7, 1.6010357E-6, 5.5640908E-6, 9.9372755E-6, 9.0889364E-7, -3.8965924E-9, -5.290035E-11, -4.2418846E-12, -1.3925879E-13, -4.081147E-12, -6.838252E-12, -3.7977497E-9, -3.4574958E-13, -3.0295873E-11, 2.7956883E-5, 3.1426034E-6, 1.2788083E-6, 2.0831855E-7, 4.379933E-7, 1.9658407E-6, 9.45289E-6, 1.0391644E-5, 1.0787865E-6, -8.037285E-4, -9.613648E-5, -3.836519E-5, -6.7405176E-6, -1.5368256E-5, -6.184769E-5, -2.9559038E-4, -2.5893527E-4, -3.0744628E-5, -0.0011688967, -1.292181E-4, -1.508639E-8, 0.0, -3.7458399E-6, -5.903091E-7, -0.0010316048, 0.0, -3.7223847E-6, -3.2415127E-4, -1.0067202E-5, -1.2354245E-7, 0.0, -7.7216015E-7, -6.078986E-8, -3.1265523E-4, -3.831314E-8, -4.3402926E-7, -6.6163E-6, -5.6947454E-7, -1.6231953E-13, 0.0, -7.210496E-14, -6.04669E-6, -1.3574186E-10, 0.0, -1.414089E-15, -3.9267838E-5, -7.914829E-6, -1.763124E-7, -3.3878184E-8, -1.2998887E-6, -6.4087027E-7, -2.8052478E-5, -1.2930394E-7, -1.0202774E-6, 
224.34773, -0.0020865127, -2.3249557E-4, -3.6228892E-5, -6.363923E-6, -2.1617423E-5, -5.8863574E-5, -0.0014612387, -2.3616385E-4, -3.3540502E-5, 2.279953E-5, 2.5862873E-6, 1.075158E-6, 1.9394565E-7, 3.263042E-7, 1.6292945E-6, 5.7150255E-6, 1.0328464E-5, 9.450534E-7, -3.188567E-9, -4.3563254E-11, -2.8155928E-12, -8.765513E-14, -3.511772E-12, -4.538961E-12, -3.104607E-9, -1.9259143E-13, -2.925037E-11, 2.8164008E-5, 3.2147254E-6, 1.3181916E-6, 2.1358107E-7, 4.4123604E-7, 1.962631E-6, 9.474033E-6, 1.0470261E-5, 1.0693465E-6, -7.992903E-4, -9.5635114E-5, -3.8137154E-5, -6.6952744E-6, -1.5297104E-5, -6.148012E-5, -2.947728E-4, -2.5673927E-4, -3.0533552E-5, -0.0010218101, -1.2522713E-4, -2.2188724E-9, 0.0, -4.990645E-6, -5.756734E-7, -8.874694E-4, 0.0, -3.545084E-6, -2.817796E-4, -9.656089E-6, -1.3744096E-7, 0.0, -7.021611E-7, -3.917708E-14, -2.7059516E-4, -7.656671E-8, -6.1216144E-7, -1.4099684E-10, -9.862883E-13, -7.515437E-14, 0.0, 0.0, -1.1726099E-14, -1.3991687E-10, 0.0, -6.801635E-15, -3.4592624E-5, -7.778206E-6, -3.454269E-7, -7.61751E-8, -1.39505E-6, -3.9970897E-7, -2.3587247E-5, -1.4673363E-7, -8.6407584E-7, 
241.98785, -0.002350604, -2.4196271E-4, -3.8063547E-5, -6.3864923E-6, -2.2262482E-5, -5.857479E-5, -0.0017142149, -2.349144E-4, -3.422453E-5, 2.2932E-5, 2.6292048E-6, 1.063838E-6, 2.064702E-7, 3.3252897E-7, 1.5920323E-6, 5.783383E-6, 1.0361745E-5, 9.627975E-7, -3.1793035E-9, -3.9630035E-11, -2.248892E-12, -6.5781887E-14, -3.13347E-12, -3.6253888E-12, -3.0961598E-9, -1.292387E-13, -3.4310936E-11, 2.8219663E-5, 3.1989043E-6, 1.2774653E-6, 2.1229532E-7, 4.4853036E-7, 2.0283971E-6, 9.51412E-6, 1.04525E-5, 1.0874526E-6, -7.969302E-4, -9.5331525E-5, -3.8012713E-5, -6.667361E-6, -1.5255587E-5, -6.1279476E-5, -2.947259E-4, -2.5525322E-4, -3.040441E-5, -0.0012199839, -1.33842E-4, -4.311129E-9, 0.0, -5.770374E-6, -6.0687375E-7, -0.0010753508, 0.0, -4.409442E-6, -3.4215226E-4, -9.827448E-6, -1.9080785E-7, -8.824906E-8, -5.6644615E-7, -4.8432632E-14, -3.3053843E-4, -4.0237424E-7, -5.384831E-7, -1.8430045E-6, -4.731448E-8, -1.7954746E-6, 0.0, -1.786432E-14, -1.156145E-14, -2.1458996E-10, 0.0, -8.100306E-13, -4.084305E-5, -8.742502E-6, -4.0154154E-7, -4.964779E-8, -1.4511305E-6, -3.0886787E-7, -2.8893894E-5, -7.305881E-8, -9.2240884E-7, 
260.51187, -0.0021269228, -2.383396E-4, -3.6011097E-5, -6.290484E-6, -2.9783378E-5, -5.8034122E-5, -0.0014943542, -2.312834E-4, -3.282683E-5, 2.4033074E-5, 2.8001798E-6, 1.132791E-6, 2.1333823E-7, 3.4604867E-7, 1.6963701E-6, 6.0592834E-6, 1.079303E-5, 9.920316E-7, -2.3628453E-9, -2.966937E-11, -1.2027031E-12, -3.2371773E-14, -2.1544559E-12, -1.938852E-12, -2.2998081E-9, -5.3391384E-14, -2.7986037E-11, 2.8303455E-5, 3.2164255E-6, 1.3056911E-6, 2.2401575E-7, 4.42428E-7, 2.0003881E-6, 9.486069E-6, 1.0546537E-5, 1.0819036E-6, -7.9017866E-4, -9.4579234E-5, -3.7668226E-5, -6.5988825E-6, -1.5134101E-5, -6.072412E-5, -2.9340186E-4, -2.5198815E-4, -3.0084071E-5, -0.0010616385, -1.317539E-4, -1.6513713E-8, 0.0, -7.0321544E-6, -5.60088E-7, -9.186664E-4, 0.0, -3.6094084E-6, -2.850859E-4, -9.722845E-6, -2.2360581E-7, -4.389131E-8, -6.1422395E-7, -8.607225E-8, -2.7349926E-4, -3.3158443E-7, -5.6445333E-7, -6.742252E-6, -2.5562113E-12, 0.0, 0.0, -6.7421793E-6, -4.8572075E-17, -7.0088255E-11, -4.0819166E-16, -9.327745E-16, -3.561204E-5, -8.300195E-6, -5.412381E-7, -8.506449E-8, -1.0491948E-6, -3.606034E-7, -2.432968E-5, -3.032593E-7, -6.4280385E-7, 
260.97244, -0.002386622, -2.47886E-4, -3.92133E-5, -6.2628237E-6, -1.964318E-5, -5.7831156E-5, -0.0017449975, -2.2888549E-4, -4.19027E-5, 2.430425E-5, 2.8113222E-6, 1.1387132E-6, 2.1672487E-7, 3.6381084E-7, 1.7309965E-6, 6.0759703E-6, 1.0965805E-5, 1.0009095E-6, -2.4020554E-9, -2.5939136E-11, -8.4954277E-13, -2.1214494E-14, -1.0756554E-12, -1.3695298E-12, -2.3335491E-9, -2.9024434E-14, -3.9222108E-11, 2.8372033E-5, 3.2239145E-6, 1.3056859E-6, 2.204033E-7, 4.487512E-7, 2.0142445E-6, 9.450292E-6, 1.0610685E-5, 1.0980566E-6, -7.865776E-4, -9.412854E-5, -3.7478232E-5, -6.55836E-6, -1.4994193E-5, -6.041786E-5, -2.9334277E-4, -2.497613E-4, -2.9896324E-5, -0.0012567468, -1.4041456E-4, -6.1870007E-9, 0.0, -4.1273966E-6, -6.541796E-7, -0.0011074505, 0.0, -4.094062E-6, -3.4146188E-4, -9.956224E-6, -3.062278E-7, -8.679138E-8, -4.439995E-7, -2.535468E-8, -3.2980472E-4, -3.838839E-7, -4.546994E-7, -1.1696153E-5, -7.5051174E-13, -3.270685E-6, 0.0, 0.0, 0.0, -1.763586E-10, -1.3579209E-16, -8.425291E-6, -4.281354E-5, -9.421892E-6, -5.96367E-7, -5.4799532E-8, -8.9015117E-7, -4.790008E-7, -2.9923283E-5, -3.16792E-7, -1.1312543E-6, 
261.4565, -0.0022216786, -2.404629E-4, -3.565007E-5, -8.026997E-6, -1.948417E-5, -5.7691323E-5, -0.0015991809, -2.2771726E-4, -3.346513E-5, 2.478846E-5, 2.9286211E-6, 1.1694589E-6, 2.1581018E-7, 3.7355755E-7, 1.7725006E-6, 6.1097694E-6, 1.1176182E-5, 1.0425603E-6, -1.9106166E-9, -1.9846584E-11, -6.86703E-13, -1.7114236E-14, -7.428545E-13, -1.1070191E-12, -1.8607923E-9, -2.3199623E-14, -2.7400637E-11, 2.838144E-5, 3.242759E-6, 1.2921582E-6, 2.03919E-7, 4.3199879E-7, 2.0151886E-6, 9.476121E-6, 1.0633467E-5, 1.0858282E-6, -7.840341E-4, -9.381802E-5, -3.7362424E-5, -6.538077E-6, -1.4949051E-5, -6.0231137E-5, -2.9238188E-4, -2.489534E-4, -2.980012E-5, -0.0011239608, -1.342502E-4, -4.4391886E-9, 0.0, -3.4916777E-6, -5.834653E-7, -9.815713E-4, 0.0, -4.0598775E-6, -3.2565513E-4, -9.544762E-6, -2.5393524E-7, -8.620019E-8, -5.1551604E-7, -1.6923282E-7, -3.140275E-4, -2.595462E-7, -7.9843716E-7, -1.7667182E-6, -1.3965293E-12, -9.238393E-14, -1.7665911E-6, -1.827506E-14, -7.33479E-17, -1.2569971E-10, 0.0, -6.495506E-15, -3.9429608E-5, -9.0212925E-6, -4.9089164E-7, -5.585812E-8, -1.3334811E-6, -4.9516984E-7, -2.6783893E-5, -3.1396553E-7, -9.350555E-7, 
