Energy (in eV), backscattering yield of material ka2k-NASCAP at isotropic incidence
   X,       Y
11580.0, 0.20281333
11590.0, 0.20278278
11600.0, 0.20275228
11610.0, 0.20272183
11620.0, 0.20269145
11630.0, 0.20266113
11640.0, 0.20263085
11650.0, 0.20260063
11660.0, 0.20257048
11670.0, 0.20254038
11680.0, 0.20251034
11690.0, 0.20248036
11700.0, 0.20245041
11710.0, 0.20242055
11720.0, 0.20239075
11730.0, 0.20236097
11740.0, 0.20233126
11750.0, 0.20230162
11760.0, 0.20227203
11770.0, 0.2022425
11780.0, 0.20221303
11790.0, 0.20218359
11800.0, 0.20215422
11810.0, 0.20212491
11820.0, 0.20209564
11830.0, 0.20206644
11840.0, 0.2020373
11850.0, 0.20200822
11860.0, 0.20197918
11870.0, 0.20195019
11880.0, 0.20192125
11890.0, 0.20189238
11900.0, 0.20186356
11910.0, 0.20183481
11920.0, 0.20180608
11930.0, 0.20177743
11940.0, 0.20174883
11950.0, 0.20172028
11960.0, 0.2016918
11970.0, 0.20166336
11980.0, 0.20163497
11990.0, 0.20160663
12000.0, 0.20157836
12010.0, 0.20155013
12020.0, 0.20152198
12030.0, 0.20149384
12040.0, 0.20146579
12050.0, 0.20143777
12060.0, 0.20140982
12070.0, 0.2013819
12080.0, 0.20135406
12090.0, 0.20132627
12100.0, 0.2012985
12110.0, 0.20127082
12120.0, 0.20124316
12130.0, 0.20121558
12140.0, 0.20118803
12150.0, 0.20116057
12160.0, 0.20113312
12170.0, 0.20110574
12180.0, 0.20107841
12190.0, 0.20105115
12200.0, 0.20102392
12210.0, 0.20099673
12220.0, 0.20096962
12230.0, 0.20094253
12240.0, 0.20091552
12250.0, 0.20088854
12260.0, 0.20086163
12270.0, 0.20083477
12280.0, 0.20080796
12290.0, 0.20078118
12300.0, 0.20075446
12310.0, 0.20072782
12320.0, 0.20070119
12330.0, 0.20067464
12340.0, 0.20064813
12350.0, 0.20062166
12360.0, 0.20059524
12370.0, 0.20056888
12380.0, 0.20054257
12390.0, 0.20051631
12400.0, 0.20049012
12410.0, 0.20046394
12420.0, 0.20043783
12430.0, 0.20041177
12440.0, 0.20038575
12450.0, 0.20035979
12460.0, 0.2003339
12470.0, 0.20030802
12480.0, 0.2002822
12490.0, 0.20025642
12500.0, 0.20023072
12510.0, 0.20020504
12520.0, 0.20017943
12530.0, 0.20015386
12540.0, 0.20012833
12550.0, 0.20010285
12560.0, 0.20007743
12570.0, 0.20005205
12580.0, 0.20002674
12590.0, 0.20000145
12600.0, 0.19997622
12610.0, 0.19995102
12620.0, 0.1999259
12630.0, 0.1999008
12640.0, 0.19987576
12650.0, 0.19985078
12660.0, 0.19982584
12670.0, 0.19980092
12680.0, 0.19977607
12690.0, 0.19975129
12700.0, 0.19972652
12710.0, 0.1997018
12720.0, 0.19967715
12730.0, 0.19965252
12740.0, 0.19962797
12750.0, 0.19960344
12760.0, 0.19957897
12770.0, 0.19955453
12780.0, 0.19953015
12790.0, 0.19950582
12800.0, 0.19948153
12810.0, 0.19945729
12820.0, 0.19943309
12830.0, 0.19940895
12840.0, 0.19938484
12850.0, 0.19936077
12860.0, 0.19933677
12870.0, 0.19931279
12880.0, 0.19928887
12890.0, 0.199265
12900.0, 0.19924118
12910.0, 0.1992174
12920.0, 0.19919364
12930.0, 0.19916995
12940.0, 0.1991463
12950.0, 0.1991227
12960.0, 0.19909915
12970.0, 0.19907562
12980.0, 0.19905217
12990.0, 0.19902875
13000.0, 0.19900537
13010.0, 0.19898203
13020.0, 0.19895872
13030.0, 0.19893548
13040.0, 0.1989123
13050.0, 0.19888912
13060.0, 0.19886602
13070.0, 0.19884296
13080.0, 0.19881994
13090.0, 0.19879694
13100.0, 0.19877401
13110.0, 0.19875112
13120.0, 0.19872826
13130.0, 0.19870546
13140.0, 0.19868271
13150.0, 0.19865999
13160.0, 0.1986373
13170.0, 0.19861469
13180.0, 0.19859208
13190.0, 0.19856954
13200.0, 0.19854704
13210.0, 0.19852458
13220.0, 0.19850217
13230.0, 0.19847979
13240.0, 0.19845746
13250.0, 0.19843517
13260.0, 0.19841294
13270.0, 0.19839074
13280.0, 0.19836856
13290.0, 0.19834645
13300.0, 0.19832438
13310.0, 0.19830234
13320.0, 0.19828035
13330.0, 0.19825841
13340.0, 0.19823651
13350.0, 0.19821465
13360.0, 0.19819282
13370.0, 0.19817103
13380.0, 0.1981493
13390.0, 0.1981276
13400.0, 0.19810595
13410.0, 0.19808432
13420.0, 0.19806276
13430.0, 0.19804122
13440.0, 0.19801973
13450.0, 0.19799827
13460.0, 0.19797687
13470.0, 0.1979555
13480.0, 0.19793417
13490.0, 0.1979129
13500.0, 0.19789164
13510.0, 0.19787045
13520.0, 0.19784927
13530.0, 0.19782816
13540.0, 0.19780707
13550.0, 0.19778603
13560.0, 0.19776502
13570.0, 0.19774407
13580.0, 0.19772315
13590.0, 0.19770227
13600.0, 0.19768143
13610.0, 0.19766062
13620.0, 0.19763987
13630.0, 0.19761914
13640.0, 0.19759847
13650.0, 0.19757782
13660.0, 0.19755721
13670.0, 0.19753665
13680.0, 0.19751613
13690.0, 0.19749565
13700.0, 0.1974752
13710.0, 0.1974548
13720.0, 0.19743443
13730.0, 0.19741409
13740.0, 0.19739382
13750.0, 0.19737355
13760.0, 0.19735336
13770.0, 0.19733317
13780.0, 0.19731306
13790.0, 0.19729295
13800.0, 0.1972729
13810.0, 0.19725288
13820.0, 0.1972329
13830.0, 0.19721296
13840.0, 0.19719307
13850.0, 0.1971732
13860.0, 0.19715337
13870.0, 0.19713359
13880.0, 0.19711383
13890.0, 0.19709413
13900.0, 0.19707444
13910.0, 0.1970548
13920.0, 0.19703522
13930.0, 0.19701566
13940.0, 0.19699612
13950.0, 0.19697665
13960.0, 0.1969572
13970.0, 0.19693778
13980.0, 0.19691841
13990.0, 0.19689909
14000.0, 0.19687977
14010.0, 0.19686052
14020.0, 0.19684128
14030.0, 0.1968221
14040.0, 0.19680296
14050.0, 0.19678384
14060.0, 0.19676477
14070.0, 0.19674572
14080.0, 0.19672671
14090.0, 0.19670776
14100.0, 0.19668882
14110.0, 0.19666992
14120.0, 0.19665106
14130.0, 0.19663225
14140.0, 0.19661346
14150.0, 0.19659472
14160.0, 0.196576
14170.0, 0.19655733
14180.0, 0.19653869
14190.0, 0.19652008
14200.0, 0.19650151
14210.0, 0.19648297
14220.0, 0.19646448
14230.0, 0.19644602
14240.0, 0.19642758
14250.0, 0.19640921
14260.0, 0.19639084
14270.0, 0.19637252
14280.0, 0.19635423
14290.0, 0.19633599
14300.0, 0.19631776
14310.0, 0.19629958
14320.0, 0.19628145
14330.0, 0.19626333
14340.0, 0.19624527
14350.0, 0.19622722
14360.0, 0.1962092
14370.0, 0.19619124
14380.0, 0.19617331
14390.0, 0.19615541
14400.0, 0.19613755
14410.0, 0.19611971
14420.0, 0.19610192
14430.0, 0.19608414
14440.0, 0.19606641
14450.0, 0.19604874
14460.0, 0.19603106
14470.0, 0.19601344
14480.0, 0.19599585
14490.0, 0.19597828
14500.0, 0.19596076
14510.0, 0.19594327
14520.0, 0.19592582
14530.0, 0.1959084
14540.0, 0.195891
14550.0, 0.19587365
14560.0, 0.19585632
14570.0, 0.19583903
14580.0, 0.19582178
14590.0, 0.19580457
14600.0, 0.19578737
14610.0, 0.1957702
14620.0, 0.19575308
14630.0, 0.19573599
14640.0, 0.19571894
14650.0, 0.19570191
14660.0, 0.19568492
14670.0, 0.19566797
14680.0, 0.19565104
14690.0, 0.19563414
14700.0, 0.19561727
14710.0, 0.19560046
14720.0, 0.19558367
14730.0, 0.1955669
14740.0, 0.19555016
14750.0, 0.19553347
14760.0, 0.1955168
14770.0, 0.19550017
14780.0, 0.19548357
14790.0, 0.195467
14800.0, 0.19545045
14810.0, 0.19543394
14820.0, 0.1954175
14830.0, 0.19540104
14840.0, 0.19538462
14850.0, 0.19536826
14860.0, 0.1953519
14870.0, 0.19533558
14880.0, 0.19531931
14890.0, 0.19530305
14900.0, 0.19528683
14910.0, 0.19527064
14920.0, 0.19525447
14930.0, 0.19523835
14940.0, 0.19522226
14950.0, 0.1952062
14960.0, 0.19519018
14970.0, 0.19517416
14980.0, 0.1951582
14990.0, 0.19514225
15000.0, 0.19512634
15010.0, 0.19511047
15020.0, 0.19509462
15030.0, 0.1950788
15040.0, 0.19506301
15050.0, 0.19504726
15060.0, 0.19503154
15070.0, 0.19501583
15080.0, 0.19500017
15090.0, 0.19498454
15100.0, 0.19496894
15110.0, 0.19495335
15120.0, 0.19493781
15130.0, 0.1949223
15140.0, 0.19490683
15150.0, 0.19489136
15160.0, 0.19487594
15170.0, 0.19486056
15180.0, 0.19484518
15190.0, 0.19482985
15200.0, 0.19481455
15210.0, 0.19479927
15220.0, 0.19478403
15230.0, 0.19476882
15240.0, 0.19475363
15250.0, 0.19473846
15260.0, 0.19472334
15270.0, 0.19470824
15280.0, 0.19469318
15290.0, 0.19467813
15300.0, 0.19466312
15310.0, 0.19464815
15320.0, 0.1946332
15330.0, 0.19461828
15340.0, 0.19460338
15350.0, 0.19458851
15360.0, 0.19457367
15370.0, 0.19455887
15380.0, 0.19454409
15390.0, 0.19452932
15400.0, 0.19451462
15410.0, 0.19449992
15420.0, 0.19448525
15430.0, 0.19447061
15440.0, 0.19445601
15450.0, 0.19444144
15460.0, 0.19442688
15470.0, 0.19441237
15480.0, 0.19439785
15490.0, 0.1943834
15500.0, 0.19436896
15510.0, 0.19435453
15520.0, 0.19434017
15530.0, 0.19432582
15540.0, 0.1943115
15550.0, 0.19429718
15560.0, 0.19428292
15570.0, 0.19426867
15580.0, 0.19425446
15590.0, 0.19424027
15600.0, 0.1942261
15610.0, 0.19421197
15620.0, 0.19419788
15630.0, 0.19418378
15640.0, 0.19416973
15650.0, 0.19415571
15660.0, 0.19414173
15670.0, 0.19412775
15680.0, 0.1941138
15690.0, 0.1940999
15700.0, 0.194086
15710.0, 0.19407214
15720.0, 0.19405831
15730.0, 0.1940445
15740.0, 0.19403073
15750.0, 0.19401698
15760.0, 0.19400324
15770.0, 0.19398953
15780.0, 0.19397588
15790.0, 0.19396222
15800.0, 0.1939486
15810.0, 0.193935
15820.0, 0.19392143
15830.0, 0.1939079
15840.0, 0.19389439
15850.0, 0.19388089
15860.0, 0.19386743
15870.0, 0.19385399
15880.0, 0.1938406
15890.0, 0.19382721
15900.0, 0.19381383
15910.0, 0.19380051
15920.0, 0.1937872
15930.0, 0.19377393
15940.0, 0.19376066
15950.0, 0.19374743
15960.0, 0.19373423
15970.0, 0.19372106
15980.0, 0.19370791
15990.0, 0.19369479
16000.0, 0.19368169
16010.0, 0.1936686
16020.0, 0.19365557
16030.0, 0.19364254
16040.0, 0.19362953
16050.0, 0.19361657
16060.0, 0.19360362
16070.0, 0.1935907
16080.0, 0.1935778
16090.0, 0.19356494
16100.0, 0.19355208
16110.0, 0.19353925
16120.0, 0.19352646
16130.0, 0.19351368
16140.0, 0.19350094
16150.0, 0.19348821
16160.0, 0.19347551
16170.0, 0.19346285
16180.0, 0.19345018
16190.0, 0.19343756
16200.0, 0.19342497
16210.0, 0.1934124
16220.0, 0.19339985
16230.0, 0.19338731
16240.0, 0.19337481
16250.0, 0.19336234
16260.0, 0.19334988
16270.0, 0.19333746
16280.0, 0.19332504
16290.0, 0.19331266
16300.0, 0.1933003
16310.0, 0.19328798
16320.0, 0.19327568
16330.0, 0.1932634
16340.0, 0.19325113
16350.0, 0.19323888
16360.0, 0.1932267
16370.0, 0.19321449
16380.0, 0.19320233
16390.0, 0.19319019
16400.0, 0.19317807
16410.0, 0.19316597
16420.0, 0.19315392
16430.0, 0.19314186
16440.0, 0.19312984
16450.0, 0.19311783
16460.0, 0.19310586
16470.0, 0.1930939
16480.0, 0.19308197
16490.0, 0.19307007
16500.0, 0.1930582
16510.0, 0.19304632
16520.0, 0.1930345
16530.0, 0.19302267
16540.0, 0.19301088
16550.0, 0.19299911
16560.0, 0.19298737
16570.0, 0.19297566
16580.0, 0.19296396
16590.0, 0.19295228
16600.0, 0.19294062
16610.0, 0.19292898
16620.0, 0.19291738
16630.0, 0.1929058
16640.0, 0.19289422
16650.0, 0.1928827
16660.0, 0.19287118
16670.0, 0.19285968
16680.0, 0.1928482
16690.0, 0.19283676
16700.0, 0.19282533
16710.0, 0.19281393
16720.0, 0.19280253
16730.0, 0.19279118
16740.0, 0.19277984
16750.0, 0.19276853
16760.0, 0.19275723
16770.0, 0.19274597
16780.0, 0.19273472
16790.0, 0.19272348
16800.0, 0.19271226
16810.0, 0.19270109
16820.0, 0.19268993
16830.0, 0.19267878
16840.0, 0.19266766
16850.0, 0.19265656
16860.0, 0.19264548
16870.0, 0.19263445
16880.0, 0.19262339
16890.0, 0.1926124
16900.0, 0.1926014
16910.0, 0.19259043
16920.0, 0.19257948
16930.0, 0.19256856
16940.0, 0.19255765
16950.0, 0.19254677
16960.0, 0.1925359
16970.0, 0.19252506
16980.0, 0.19251426
16990.0, 0.19250345
17000.0, 0.19249268
17010.0, 0.19248192
17020.0, 0.19247119
17030.0, 0.19246046
17040.0, 0.19244978
17050.0, 0.19243911
17060.0, 0.19242845
17070.0, 0.19241783
17080.0, 0.1924072
17090.0, 0.19239663
17100.0, 0.19238606
17110.0, 0.19237551
17120.0, 0.19236498
17130.0, 0.19235447
17140.0, 0.192344
17150.0, 0.19233352
17160.0, 0.19232309
17170.0, 0.19231266
17180.0, 0.19230226
17190.0, 0.19229187
17200.0, 0.19228151
17210.0, 0.19227116
17220.0, 0.19226085
17230.0, 0.19225055
17240.0, 0.19224025
17250.0, 0.19222999
17260.0, 0.19221976
17270.0, 0.19220954
17280.0, 0.19219933
17290.0, 0.19218916
17300.0, 0.19217898
17310.0, 0.19216885
17320.0, 0.19215873
17330.0, 0.19214861
17340.0, 0.19213854
17350.0, 0.19212848
17360.0, 0.19211844
17370.0, 0.19210841
17380.0, 0.19209841
17390.0, 0.19208843
17400.0, 0.19207846
17410.0, 0.1920685
17420.0, 0.1920586
17430.0, 0.19204867
17440.0, 0.19203879
17450.0, 0.19202891
17460.0, 0.19201908
17470.0, 0.19200924
17480.0, 0.19199944
17490.0, 0.19198965
17500.0, 0.19197987
17510.0, 0.19197012
17520.0, 0.1919604
17530.0, 0.19195068
17540.0, 0.19194098
17550.0, 0.1919313
17560.0, 0.19192165
17570.0, 0.191912
17580.0, 0.19190238
17590.0, 0.19189277
17600.0, 0.1918832
17610.0, 0.19187364
17620.0, 0.19186409
17630.0, 0.19185457
17640.0, 0.19184507
17650.0, 0.19183558
17660.0, 0.1918261
17670.0, 0.19181666
17680.0, 0.19180723
17690.0, 0.19179781
17700.0, 0.1917884
17710.0, 0.19177902
17720.0, 0.19176967
17730.0, 0.19176033
17740.0, 0.19175102
17750.0, 0.19174172
17760.0, 0.19173242
17770.0, 0.19172315
17780.0, 0.19171391
17790.0, 0.19170468
17800.0, 0.19169547
17810.0, 0.19168626
17820.0, 0.1916771
17830.0, 0.19166793
17840.0, 0.19165878
17850.0, 0.19164968
17860.0, 0.19164056
17870.0, 0.19163147
17880.0, 0.1916224
17890.0, 0.19161335
17900.0, 0.19160433
17910.0, 0.1915953
17920.0, 0.1915863
17930.0, 0.19157733
17940.0, 0.19156834
17950.0, 0.1915594
17960.0, 0.1915505
17970.0, 0.19154158
17980.0, 0.19153267
17990.0, 0.1915238
18000.0, 0.19151495
18010.0, 0.1915061
18020.0, 0.19149728
18030.0, 0.19148847
18040.0, 0.19147968
18050.0, 0.1914709
18060.0, 0.19146217
18070.0, 0.19145343
18080.0, 0.1914447
18090.0, 0.19143601
18100.0, 0.19142732
18110.0, 0.19141865
18120.0, 0.19140999
18130.0, 0.19140135
18140.0, 0.19139275
18150.0, 0.19138414
18160.0, 0.19137555
18170.0, 0.19136699
18180.0, 0.19135843
18190.0, 0.19134991
18200.0, 0.19134139
18210.0, 0.19133288
18220.0, 0.1913244
18230.0, 0.19131593
18240.0, 0.19130749
18250.0, 0.19129907
18260.0, 0.19129065
18270.0, 0.19128224
18280.0, 0.19127384
18290.0, 0.19126548
18300.0, 0.19125712
18310.0, 0.1912488
18320.0, 0.19124047
18330.0, 0.19123219
18340.0, 0.19122389
18350.0, 0.19121562
18360.0, 0.19120736
18370.0, 0.19119914
18380.0, 0.19119091
18390.0, 0.19118272
18400.0, 0.1911745
18410.0, 0.19116634
18420.0, 0.19115819
18430.0, 0.19115004
18440.0, 0.19114193
18450.0, 0.19113381
18460.0, 0.19112572
18470.0, 0.19111764
18480.0, 0.19110958
18490.0, 0.19110154
18500.0, 0.1910935
18510.0, 0.1910855
18520.0, 0.1910775
18530.0, 0.19106951
18540.0, 0.19106156
18550.0, 0.1910536
18560.0, 0.19104567
18570.0, 0.19103776
18580.0, 0.19102985
18590.0, 0.19102195
18600.0, 0.1910141
18610.0, 0.19100623
18620.0, 0.19099839
18630.0, 0.19099055
18640.0, 0.19098276
18650.0, 0.19097495
18660.0, 0.19096717
18670.0, 0.19095941
18680.0, 0.19095166
18690.0, 0.19094393
18700.0, 0.19093621
18710.0, 0.19092849
18720.0, 0.19092081
18730.0, 0.19091314
18740.0, 0.19090548
18750.0, 0.19089784
18760.0, 0.19089021
18770.0, 0.1908826
18780.0, 0.190875
18790.0, 0.19086741
18800.0, 0.19085984
18810.0, 0.19085228
18820.0, 0.19084474
18830.0, 0.19083723
18840.0, 0.19082971
18850.0, 0.19082221
18860.0, 0.19081475
18870.0, 0.19080728
18880.0, 0.19079982
18890.0, 0.1907924
18900.0, 0.19078496
18910.0, 0.19077757
18920.0, 0.19077016
18930.0, 0.19076279
18940.0, 0.19075543
18950.0, 0.19074808
18960.0, 0.19074075
18970.0, 0.19073343
18980.0, 0.19072612
18990.0, 0.19071883
19000.0, 0.19071156
19010.0, 0.19070429
19020.0, 0.19069704
19030.0, 0.19068982
19040.0, 0.1906826
19050.0, 0.1906754
19060.0, 0.1906682
19070.0, 0.19066101
19080.0, 0.19065386
19090.0, 0.19064671
19100.0, 0.19063959
19110.0, 0.19063245
19120.0, 0.19062535
19130.0, 0.19061826
19140.0, 0.19061118
19150.0, 0.19060412
19160.0, 0.19059707
19170.0, 0.19059002
19180.0, 0.190583
19190.0, 0.190576
19200.0, 0.190569
19210.0, 0.19056202
19220.0, 0.19055505
19230.0, 0.19054809
19240.0, 0.19054115
19250.0, 0.19053423
19260.0, 0.1905273
19270.0, 0.1905204
19280.0, 0.19051354
19290.0, 0.19050665
19300.0, 0.1904998
19310.0, 0.19049296
19320.0, 0.19048612
19330.0, 0.19047931
19340.0, 0.19047251
19350.0, 0.19046572
19360.0, 0.19045894
19370.0, 0.19045217
19380.0, 0.19044541
19390.0, 0.19043869
19400.0, 0.19043195
19410.0, 0.19042525
19420.0, 0.19041854
19430.0, 0.19041185
19440.0, 0.19040519
19450.0, 0.19039853
19460.0, 0.19039188
19470.0, 0.19038525
19480.0, 0.19037864
19490.0, 0.19037202
19500.0, 0.19036543
19510.0, 0.19035885
19520.0, 0.19035229
19530.0, 0.19034572
19540.0, 0.1903392
19550.0, 0.19033267
19560.0, 0.19032614
19570.0, 0.19031964
19580.0, 0.19031315
19590.0, 0.19030668
19600.0, 0.19030021
19610.0, 0.19029376
19620.0, 0.1902873
19630.0, 0.1902809
19640.0, 0.19027448
19650.0, 0.19026808
19660.0, 0.19026169
19670.0, 0.19025531
19680.0, 0.19024895
19690.0, 0.19024259
19700.0, 0.19023627
19710.0, 0.19022994
19720.0, 0.19022362
19730.0, 0.19021733
19740.0, 0.19021104
19750.0, 0.19020475
19760.0, 0.1901985
19770.0, 0.19019224
19780.0, 0.19018601
19790.0, 0.19017978
19800.0, 0.19017357
19810.0, 0.19016737
19820.0, 0.19016117
19830.0, 0.190155
19840.0, 0.19014883
19850.0, 0.19014268
19860.0, 0.19013654
19870.0, 0.19013041
19880.0, 0.19012429
19890.0, 0.19011818
19900.0, 0.1901121
19910.0, 0.19010602
19920.0, 0.19009994
19930.0, 0.19009389
19940.0, 0.19008784
19950.0, 0.1900818
19960.0, 0.1900758
19970.0, 0.19006978
19980.0, 0.19006379
19990.0, 0.1900578
20000.0, 0.19005182
20010.0, 0.19004586
20020.0, 0.19003992
20030.0, 0.19003399
20040.0, 0.19002806
20050.0, 0.19002214
20060.0, 0.19001622
20070.0, 0.19001034
20080.0, 0.19000447
20090.0, 0.1899986
20100.0, 0.18999273
20110.0, 0.1899869
20120.0, 0.18998106
20130.0, 0.18997525
20140.0, 0.18996942
20150.0, 0.18996362
20160.0, 0.18995784
20170.0, 0.18995206
20180.0, 0.1899463
20190.0, 0.18994054
20200.0, 0.1899348
20210.0, 0.18992908
20220.0, 0.18992336
20230.0, 0.18991764
20240.0, 0.18991195
20250.0, 0.18990627
20260.0, 0.18990059
20270.0, 0.18989491
20280.0, 0.18988927
20290.0, 0.18988362
20300.0, 0.189878
20310.0, 0.18987238
20320.0, 0.18986678
20330.0, 0.1898612
20340.0, 0.18985559
20350.0, 0.18985002
20360.0, 0.18984446
20370.0, 0.18983892
20380.0, 0.18983336
20390.0, 0.18982784
20400.0, 0.1898223
20410.0, 0.1898168
20420.0, 0.18981132
20430.0, 0.18980582
20440.0, 0.18980034
20450.0, 0.18979488
20460.0, 0.18978943
20470.0, 0.18978399
20480.0, 0.18977855
20490.0, 0.18977313
20500.0, 0.18976772
20510.0, 0.18976232
20520.0, 0.18975691
20530.0, 0.18975154
20540.0, 0.18974619
20550.0, 0.18974082
20560.0, 0.18973547
20570.0, 0.18973014
20580.0, 0.1897248
20590.0, 0.18971948
20600.0, 0.1897142
20610.0, 0.18970889
20620.0, 0.1897036
20630.0, 0.18969834
20640.0, 0.18969308
20650.0, 0.18968782
20660.0, 0.18968257
20670.0, 0.18967734
20680.0, 0.18967211
20690.0, 0.18966691
20700.0, 0.1896617
20710.0, 0.18965653
20720.0, 0.18965133
20730.0, 0.18964615
20740.0, 0.189641
20750.0, 0.18963586
20760.0, 0.18963072
20770.0, 0.18962559
20780.0, 0.18962045
20790.0, 0.18961535
20800.0, 0.18961024
20810.0, 0.18960516
20820.0, 0.1896001
20830.0, 0.18959501
20840.0, 0.18958996
20850.0, 0.18958491
20860.0, 0.18957987
20870.0, 0.18957484
20880.0, 0.18956982
20890.0, 0.1895648
20900.0, 0.18955982
20910.0, 0.18955483
20920.0, 0.18954983
20930.0, 0.18954487
20940.0, 0.18953991
20950.0, 0.18953496
20960.0, 0.18953001
20970.0, 0.1895251
20980.0, 0.18952017
20990.0, 0.18951526
21000.0, 0.18951035
21010.0, 0.18950546
21020.0, 0.18950057
21030.0, 0.18949571
21040.0, 0.18949085
21050.0, 0.18948598
21060.0, 0.18948114
21070.0, 0.18947631
21080.0, 0.18947148
21090.0, 0.18946669
21100.0, 0.18946187
21110.0, 0.18945706
21120.0, 0.18945229
21130.0, 0.1894475
21140.0, 0.18944275
21150.0, 0.18943799
21160.0, 0.18943323
21170.0, 0.1894285
21180.0, 0.18942377
21190.0, 0.18941905
21200.0, 0.18941434
21210.0, 0.18940963
21220.0, 0.18940493
21230.0, 0.18940026
21240.0, 0.18939558
21250.0, 0.18939091
21260.0, 0.18938626
21270.0, 0.18938161
21280.0, 0.18937698
21290.0, 0.18937236
21300.0, 0.18936773
21310.0, 0.18936312
21320.0, 0.18935852
21330.0, 0.18935393
21340.0, 0.18934935
21350.0, 0.18934478
21360.0, 0.18934022
21370.0, 0.18933566
21380.0, 0.1893311
21390.0, 0.18932657
21400.0, 0.18932204
21410.0, 0.18931752
21420.0, 0.18931301
21430.0, 0.18930851
21440.0, 0.18930401
21450.0, 0.18929952
21460.0, 0.18929505
21470.0, 0.18929058
21480.0, 0.18928614
21490.0, 0.18928169
21500.0, 0.18927725
21510.0, 0.18927282
21520.0, 0.1892684
21530.0, 0.18926397
21540.0, 0.18925959
21550.0, 0.1892552
21560.0, 0.1892508
21570.0, 0.18924643
21580.0, 0.18924204
21590.0, 0.18923768
21600.0, 0.18923333
21610.0, 0.18922898
21620.0, 0.18922466
21630.0, 0.18922032
21640.0, 0.18921602
21650.0, 0.18921171
21660.0, 0.18920739
21670.0, 0.18920311
21680.0, 0.18919882
21690.0, 0.18919455
21700.0, 0.18919028
21710.0, 0.18918602
21720.0, 0.18918177
21730.0, 0.18917754
21740.0, 0.1891733
21750.0, 0.18916906
21760.0, 0.18916486
21770.0, 0.18916066
21780.0, 0.18915646
21790.0, 0.18915226
21800.0, 0.18914808
21810.0, 0.18914391
21820.0, 0.18913972
21830.0, 0.18913557
21840.0, 0.18913142
21850.0, 0.18912728
21860.0, 0.18912315
21870.0, 0.18911903
21880.0, 0.18911491
21890.0, 0.18911079
21900.0, 0.18910669
21910.0, 0.1891026
21920.0, 0.18909852
21930.0, 0.18909444
21940.0, 0.18909037
21950.0, 0.18908632
21960.0, 0.18908226
21970.0, 0.18907823
21980.0, 0.18907417
21990.0, 0.18907015
22000.0, 0.18906614
22010.0, 0.18906212
22020.0, 0.18905813
22030.0, 0.18905412
22040.0, 0.18905014
22050.0, 0.18904614
22060.0, 0.18904217
22070.0, 0.18903822
22080.0, 0.18903424
22090.0, 0.1890303
22100.0, 0.18902636
22110.0, 0.18902244
22120.0, 0.1890185
22130.0, 0.18901458
22140.0, 0.18901066
22150.0, 0.18900676
22160.0, 0.18900287
22170.0, 0.18899898
22180.0, 0.18899511
22190.0, 0.18899125
22200.0, 0.18898737
22210.0, 0.18898351
22220.0, 0.18897967
22230.0, 0.18897584
22240.0, 0.188972
22250.0, 0.18896817
22260.0, 0.18896435
22270.0, 0.18896054
22280.0, 0.18895674
22290.0, 0.18895294
22300.0, 0.18894915
22310.0, 0.18894538
22320.0, 0.1889416
22330.0, 0.18893783
22340.0, 0.18893409
22350.0, 0.18893033
22360.0, 0.18892658
22370.0, 0.18892285
22380.0, 0.18891911
22390.0, 0.18891539
22400.0, 0.18891168
22410.0, 0.18890797
22420.0, 0.18890429
22430.0, 0.18890059
22440.0, 0.18889691
22450.0, 0.18889321
22460.0, 0.18888955
22470.0, 0.1888859
22480.0, 0.18888223
22490.0, 0.18887858
22500.0, 0.18887496
22510.0, 0.18887131
22520.0, 0.18886769
22530.0, 0.18886407
22540.0, 0.18886046
22550.0, 0.18885686
22560.0, 0.18885325
22570.0, 0.18884967
22580.0, 0.18884608
22590.0, 0.1888425
22600.0, 0.18883894
22610.0, 0.18883537
22620.0, 0.18883182
22630.0, 0.18882826
22640.0, 0.18882473
22650.0, 0.1888212
22660.0, 0.18881766
22670.0, 0.18881415
22680.0, 0.18881063
22690.0, 0.18880713
22700.0, 0.18880363
22710.0, 0.18880014
22720.0, 0.18879665
22730.0, 0.18879318
22740.0, 0.1887897
22750.0, 0.18878624
22760.0, 0.18878278
22770.0, 0.18877932
22780.0, 0.18877588
22790.0, 0.18877245
22800.0, 0.18876901
22810.0, 0.1887656
22820.0, 0.18876217
22830.0, 0.18875878
22840.0, 0.18875536
22850.0, 0.18875197
22860.0, 0.18874857
22870.0, 0.18874519
22880.0, 0.18874182
22890.0, 0.18873845
22900.0, 0.1887351
22910.0, 0.18873173
22920.0, 0.18872838
22930.0, 0.18872504
22940.0, 0.1887217
22950.0, 0.18871838
22960.0, 0.18871506
22970.0, 0.18871173
22980.0, 0.18870842
22990.0, 0.18870513
23000.0, 0.18870182
23010.0, 0.18869853
23020.0, 0.18869525
23030.0, 0.18869197
23040.0, 0.18868871
23050.0, 0.18868543
23060.0, 0.18868217
23070.0, 0.18867894
23080.0, 0.18867569
23090.0, 0.18867244
23100.0, 0.18866922
23110.0, 0.18866599
23120.0, 0.18866277
23130.0, 0.18865956
23140.0, 0.18865636
23150.0, 0.18865316
23160.0, 0.18864995
23170.0, 0.18864678
23180.0, 0.1886436
23190.0, 0.18864042
23200.0, 0.18863724
23210.0, 0.18863408
