Energy (in eV), backscattering yield of material gr2k-NASCAP at incidence 20.0 degree
1040.0, 0.16509672
1050.0, 0.16492553
1060.0, 0.16475467
1070.0, 0.16458416
1080.0, 0.16441396
1090.0, 0.1642441
1100.0, 0.16407456
1110.0, 0.16390534
1120.0, 0.16373646
1130.0, 0.1635679
1140.0, 0.16339968
1150.0, 0.16323176
1160.0, 0.1630642
1170.0, 0.16289693
1180.0, 0.16273
1190.0, 0.16256338
1200.0, 0.16239707
1210.0, 0.16223112
1220.0, 0.16206548
1230.0, 0.16190013
1240.0, 0.16173513
1250.0, 0.16157044
1260.0, 0.16140606
1270.0, 0.16124202
1280.0, 0.16107827
1290.0, 0.16091485
1300.0, 0.16075176
1310.0, 0.16058895
1320.0, 0.16042648
1330.0, 0.16026433
1340.0, 0.16010247
1350.0, 0.15994094
1360.0, 0.15977973
1370.0, 0.15961881
1380.0, 0.15945822
1390.0, 0.15929793
1400.0, 0.15913795
1410.0, 0.15897827
1420.0, 0.15881892
1430.0, 0.15865986
1440.0, 0.15850112
1450.0, 0.15834267
1460.0, 0.15818454
1470.0, 0.15802673
1480.0, 0.1578692
1490.0, 0.15771198
1500.0, 0.15755507
1510.0, 0.15739846
1520.0, 0.15724216
1530.0, 0.15708616
1540.0, 0.15693045
1550.0, 0.15677506
1560.0, 0.15661995
1570.0, 0.15646516
1580.0, 0.15631065
1590.0, 0.15615647
1600.0, 0.15600257
1610.0, 0.15584895
1620.0, 0.15569563
1630.0, 0.15554264
1640.0, 0.15538992
1650.0, 0.15523751
1660.0, 0.15508537
1670.0, 0.15493356
1680.0, 0.15478201
1690.0, 0.15463077
1700.0, 0.15447982
1710.0, 0.15432915
1720.0, 0.1541788
1730.0, 0.15402871
1740.0, 0.15387894
1750.0, 0.15372944
1760.0, 0.15358023
1770.0, 0.15343131
1780.0, 0.15328269
1790.0, 0.15313435
1800.0, 0.1529863
1810.0, 0.15283853
1820.0, 0.15269105
1830.0, 0.15254386
1840.0, 0.15239695
1850.0, 0.15225032
1860.0, 0.15210398
1870.0, 0.15195791
1880.0, 0.15181215
1890.0, 0.15166664
1900.0, 0.15152143
1910.0, 0.15137652
1920.0, 0.15123187
1930.0, 0.1510875
1940.0, 0.1509434
1950.0, 0.15079959
1960.0, 0.15065606
1970.0, 0.15051281
1980.0, 0.15036984
1990.0, 0.15022713
2000.0, 0.1500847
2010.0, 0.14994256
2020.0, 0.14980069
2030.0, 0.1496591
2040.0, 0.14951777
2050.0, 0.14937672
2060.0, 0.14923595
2070.0, 0.14909545
2080.0, 0.14895523
2090.0, 0.14881524
2100.0, 0.14867558
2110.0, 0.14853615
2120.0, 0.14839701
2130.0, 0.14825813
2140.0, 0.14811952
2150.0, 0.14798118
2160.0, 0.14784312
2170.0, 0.14770532
2180.0, 0.14756776
2190.0, 0.1474305
2200.0, 0.14729351
2210.0, 0.14715676
2220.0, 0.1470203
2230.0, 0.14688408
2240.0, 0.14674814
2250.0, 0.14661245
2260.0, 0.14647704
2270.0, 0.14634188
2280.0, 0.14620699
2290.0, 0.14607236
2300.0, 0.14593798
2310.0, 0.14580388
2320.0, 0.14567003
2330.0, 0.14553642
2340.0, 0.14540312
2350.0, 0.14527002
2360.0, 0.1451372
2370.0, 0.14500466
2380.0, 0.14487237
2390.0, 0.14474031
2400.0, 0.14460853
2410.0, 0.144477
2420.0, 0.14434572
2430.0, 0.14421469
2440.0, 0.14408393
2450.0, 0.14395341
2460.0, 0.14382316
2470.0, 0.14369315
2480.0, 0.1435634
2490.0, 0.14343388
2500.0, 0.14330465
2510.0, 0.14317563
2520.0, 0.14304689
2530.0, 0.1429184
2540.0, 0.14279014
2550.0, 0.14266212
2560.0, 0.14253436
2570.0, 0.14240687
2580.0, 0.1422796
2590.0, 0.14215259
2600.0, 0.14202583
2610.0, 0.14189932
2620.0, 0.14177303
2630.0, 0.141647
2640.0, 0.14152122
2650.0, 0.14139567
2660.0, 0.14127037
2670.0, 0.14114532
2680.0, 0.1410205
2690.0, 0.14089595
2700.0, 0.14077161
2710.0, 0.14064753
2720.0, 0.14052369
2730.0, 0.14040008
2740.0, 0.14027672
2750.0, 0.1401536
2760.0, 0.14003071
2770.0, 0.13990806
2780.0, 0.13978565
2790.0, 0.13966347
2800.0, 0.13954155
2810.0, 0.13941985
2820.0, 0.1392984
2830.0, 0.13917717
2840.0, 0.13905618
2850.0, 0.13893542
2860.0, 0.1388149
2870.0, 0.13869461
2880.0, 0.13857457
2890.0, 0.13845475
2900.0, 0.13833515
2910.0, 0.13821581
2920.0, 0.13809669
2930.0, 0.1379778
2940.0, 0.13785914
2950.0, 0.1377407
2960.0, 0.1376225
2970.0, 0.13750453
2980.0, 0.1373868
2990.0, 0.13726929
3000.0, 0.137152
3010.0, 0.13703495
3020.0, 0.13691811
3030.0, 0.13680153
3040.0, 0.13668515
3050.0, 0.136569
3060.0, 0.13645308
3070.0, 0.13633738
3080.0, 0.13622192
3090.0, 0.13610666
3100.0, 0.13599165
3110.0, 0.13587685
3120.0, 0.13576227
3130.0, 0.13564791
3140.0, 0.13553378
3150.0, 0.13541988
3160.0, 0.13530618
3170.0, 0.1351927
3180.0, 0.13507947
3190.0, 0.13496645
3200.0, 0.13485365
3210.0, 0.13474105
3220.0, 0.13462868
3230.0, 0.13451654
3240.0, 0.1344046
3250.0, 0.13429289
3260.0, 0.1341814
3270.0, 0.13407011
3280.0, 0.13395905
3290.0, 0.1338482
3300.0, 0.13373756
3310.0, 0.13362715
3320.0, 0.13351695
3330.0, 0.13340697
3340.0, 0.13329719
3350.0, 0.13318764
3360.0, 0.13307828
3370.0, 0.13296916
3380.0, 0.13286023
3390.0, 0.13275152
3400.0, 0.13264301
3410.0, 0.13253473
3420.0, 0.13242665
3430.0, 0.1323188
3440.0, 0.13221113
3450.0, 0.1321037
3460.0, 0.13199645
3470.0, 0.13188942
3480.0, 0.13178259
3490.0, 0.13167599
3500.0, 0.13156958
3510.0, 0.13146338
3520.0, 0.13135739
3530.0, 0.1312516
3540.0, 0.13114603
3550.0, 0.13104065
3560.0, 0.13093549
3570.0, 0.13083053
3580.0, 0.13072576
3590.0, 0.13062121
3600.0, 0.13051686
3610.0, 0.13041271
3620.0, 0.13030876
3630.0, 0.13020502
3640.0, 0.13010147
3650.0, 0.12999813
3660.0, 0.12989499
3670.0, 0.12979205
3680.0, 0.1296893
3690.0, 0.12958677
3700.0, 0.12948444
3710.0, 0.1293823
3720.0, 0.12928036
3730.0, 0.12917863
3740.0, 0.12907708
3750.0, 0.12897573
3760.0, 0.12887459
3770.0, 0.12877363
3780.0, 0.12867288
3790.0, 0.12857231
3800.0, 0.12847196
3810.0, 0.12837179
3820.0, 0.12827182
3830.0, 0.12817204
3840.0, 0.12807246
3850.0, 0.12797308
3860.0, 0.12787387
3870.0, 0.12777488
3880.0, 0.12767607
3890.0, 0.12757745
3900.0, 0.12747903
3910.0, 0.12738079
3920.0, 0.12728275
3930.0, 0.12718491
3940.0, 0.12708725
3950.0, 0.12698978
3960.0, 0.1268925
3970.0, 0.12679541
3980.0, 0.12669851
3990.0, 0.1266018
4000.0, 0.12650527
4010.0, 0.12640893
4020.0, 0.12631279
4030.0, 0.12621683
4040.0, 0.12612106
4050.0, 0.12602547
4060.0, 0.12593009
4070.0, 0.12583487
4080.0, 0.12573984
4090.0, 0.125645
4100.0, 0.12555034
4110.0, 0.12545587
4120.0, 0.12536158
4130.0, 0.12526748
4140.0, 0.12517355
4150.0, 0.12507981
4160.0, 0.12498626
4170.0, 0.12489289
4180.0, 0.1247997
4190.0, 0.124706686
4200.0, 0.12461386
4210.0, 0.12452121
4220.0, 0.12442874
4230.0, 0.12433646
4240.0, 0.124244355
4250.0, 0.12415243
4260.0, 0.12406068
4270.0, 0.123969115
4280.0, 0.12387773
4290.0, 0.12378651
4300.0, 0.123695485
4310.0, 0.123604625
4320.0, 0.12351395
4330.0, 0.12342345
4340.0, 0.12333312
4350.0, 0.123242974
4360.0, 0.123153
4370.0, 0.12306321
4380.0, 0.12297359
4390.0, 0.12288414
4400.0, 0.122794874
4410.0, 0.122705765
4420.0, 0.12261685
4430.0, 0.1225281
4440.0, 0.12243952
4450.0, 0.12235112
4460.0, 0.12226288
4470.0, 0.12217482
4480.0, 0.122086935
4490.0, 0.12199922
4500.0, 0.121911675
4510.0, 0.1218243
4520.0, 0.12173709
4530.0, 0.12165006
4540.0, 0.121563196
4550.0, 0.12147651
4560.0, 0.121389985
4570.0, 0.121303625
4580.0, 0.121217445
4590.0, 0.12113142
4600.0, 0.121045575
4610.0, 0.12095989
4620.0, 0.120874375
4630.0, 0.12078903
4640.0, 0.120703846
4650.0, 0.12061883
4660.0, 0.12053397
4670.0, 0.1204493
4680.0, 0.12036477
4690.0, 0.12028042
4700.0, 0.12019623
4710.0, 0.1201122
4720.0, 0.12002835
4730.0, 0.11994465
4740.0, 0.11986112
4750.0, 0.11977775
4760.0, 0.119694546
4770.0, 0.119611494
4780.0, 0.119528614
4790.0, 0.11944589
4800.0, 0.11936334
4810.0, 0.11928094
4820.0, 0.1191987
4830.0, 0.11911663
4840.0, 0.11903471
4850.0, 0.11895295
4860.0, 0.11887136
4870.0, 0.118789926
4880.0, 0.11870865
4890.0, 0.11862753
4900.0, 0.11854657
4910.0, 0.11846577
4920.0, 0.11838513
4930.0, 0.11830464
4940.0, 0.118224315
4950.0, 0.11814413
4960.0, 0.11806413
4970.0, 0.117984265
4980.0, 0.117904566
4990.0, 0.11782502
5000.0, 0.11774563
5010.0, 0.117666386
5020.0, 0.11758731
5030.0, 0.11750838
5040.0, 0.117429614
5050.0, 0.117350996
5060.0, 0.11727253
5070.0, 0.11719422
5080.0, 0.117116064
5090.0, 0.117038056
5100.0, 0.116960205
5110.0, 0.1168825
5120.0, 0.11680495
5130.0, 0.11672756
5140.0, 0.11665031
5150.0, 0.11657322
5160.0, 0.11649627
5170.0, 0.11641948
5180.0, 0.11634284
5190.0, 0.11626635
5200.0, 0.11619
5210.0, 0.116113804
5220.0, 0.11603776
5230.0, 0.115961865
5240.0, 0.11588612
5250.0, 0.11581052
5260.0, 0.11573507
5270.0, 0.115659766
5280.0, 0.11558461
5290.0, 0.1155096
5300.0, 0.11543474
5310.0, 0.11536002
5320.0, 0.115285456
5330.0, 0.115211025
5340.0, 0.11513675
5350.0, 0.11506262
5360.0, 0.11498863
5370.0, 0.11491479
5380.0, 0.11484109
5390.0, 0.11476754
5400.0, 0.114694126
5410.0, 0.11462086
5420.0, 0.11454773
5430.0, 0.11447475
5440.0, 0.11440191
5450.0, 0.11432922
5460.0, 0.114256665
5470.0, 0.114184245
5480.0, 0.11411198
5490.0, 0.11403985
5500.0, 0.11396787
5510.0, 0.11389602
5520.0, 0.113824315
5530.0, 0.11375276
5540.0, 0.113681324
5550.0, 0.113610044
5560.0, 0.1135389
5570.0, 0.113467894
5580.0, 0.113397025
5590.0, 0.113326296
5600.0, 0.11325571
5610.0, 0.11318526
5620.0, 0.113114946
5630.0, 0.11304477
5640.0, 0.11297473
5650.0, 0.11290483
5660.0, 0.112835065
5670.0, 0.11276543
5680.0, 0.11269595
5690.0, 0.11262659
5700.0, 0.112557374
5710.0, 0.112488285
5720.0, 0.112419344
5730.0, 0.11235053
5740.0, 0.112281844
5750.0, 0.112213306
5760.0, 0.112144895
5770.0, 0.11207662
5780.0, 0.11200848
5790.0, 0.111940466
5800.0, 0.1118726
5810.0, 0.11180485
5820.0, 0.111737244
5830.0, 0.111669764
5840.0, 0.111602426
5850.0, 0.11153521
5860.0, 0.11146813
5870.0, 0.11140118
5880.0, 0.11133436
5890.0, 0.11126767
5900.0, 0.111201115
5910.0, 0.11113469
5920.0, 0.11106839
5930.0, 0.11100223
5940.0, 0.11093619
5950.0, 0.11087028
5960.0, 0.110804506
5970.0, 0.11073885
5980.0, 0.11067333
5990.0, 0.110607944
6000.0, 0.11054268
6010.0, 0.110477544
6020.0, 0.11041254
6030.0, 0.11034765
6040.0, 0.1102829
6050.0, 0.11021827
6060.0, 0.11015377
6070.0, 0.1100894
6080.0, 0.11002515
6090.0, 0.10996103
6100.0, 0.10989704
6110.0, 0.109833166
6120.0, 0.10976942
6130.0, 0.1097058
6140.0, 0.109642304
6150.0, 0.10957893
6160.0, 0.10951569
6170.0, 0.10945257
6180.0, 0.109389566
6190.0, 0.1093267
6200.0, 0.10926394
6210.0, 0.109201305
6220.0, 0.10913881
6230.0, 0.10907642
6240.0, 0.10901416
6250.0, 0.10895202
6260.0, 0.10889001
6270.0, 0.10882811
6280.0, 0.10876633
6290.0, 0.10870468
6300.0, 0.10864315
6310.0, 0.108581744
6320.0, 0.10852045
6330.0, 0.10845928
6340.0, 0.10839824
6350.0, 0.108337305
6360.0, 0.108276494
6370.0, 0.1082158
6380.0, 0.10815523
6390.0, 0.108094774
6400.0, 0.10803444
6410.0, 0.107974224
6420.0, 0.10791413
6430.0, 0.10785414
6440.0, 0.10779428
6450.0, 0.10773453
6460.0, 0.10767491
6470.0, 0.10761539
6480.0, 0.107556
6490.0, 0.107496716
6500.0, 0.10743756
6510.0, 0.10737852
6520.0, 0.107319586
6530.0, 0.10726077
6540.0, 0.107202075
6550.0, 0.10714349
6560.0, 0.10708502
6570.0, 0.10702667
6580.0, 0.10696843
6590.0, 0.10691031
6600.0, 0.1068523
6610.0, 0.1067944
6620.0, 0.10673662
6630.0, 0.106678955
6640.0, 0.10662139
6650.0, 0.10656395
6660.0, 0.10650662
6670.0, 0.1064494
6680.0, 0.106392294
6690.0, 0.10633531
6700.0, 0.10627843
6710.0, 0.10622165
6720.0, 0.106165
6730.0, 0.10610845
6740.0, 0.10605201
6750.0, 0.105995685
6760.0, 0.10593947
6770.0, 0.10588337
6780.0, 0.105827376
6790.0, 0.1057715
6800.0, 0.105715714
6810.0, 0.10566005
6820.0, 0.1056045
6830.0, 0.10554905
6840.0, 0.10549372
6850.0, 0.105438486
6860.0, 0.10538337
6870.0, 0.10532835
6880.0, 0.105273455
6890.0, 0.105218664
6900.0, 0.10516398
6910.0, 0.105109386
6920.0, 0.105054915
6930.0, 0.105000556
6940.0, 0.104946285
6950.0, 0.10489214
6960.0, 0.10483809
6970.0, 0.10478415
6980.0, 0.10473032
6990.0, 0.10467659
7000.0, 0.10462297
7010.0, 0.10456945
7020.0, 0.10451604
7030.0, 0.104462735
7040.0, 0.10440952
7050.0, 0.10435643
7060.0, 0.104303434
7070.0, 0.10425055
7080.0, 0.10419776
7090.0, 0.10414508
7100.0, 0.1040925
7110.0, 0.10404003
7120.0, 0.10398766
7130.0, 0.10393539
7140.0, 0.10388322
7150.0, 0.103831165
7160.0, 0.1037792
7170.0, 0.10372733
7180.0, 0.10367559
7190.0, 0.10362393
7200.0, 0.103572376
7210.0, 0.103520915
7220.0, 0.10346957
7230.0, 0.10341832
7240.0, 0.10336717
7250.0, 0.10331613
7260.0, 0.103265174
7270.0, 0.10321432
7280.0, 0.10316358
7290.0, 0.10311293
7300.0, 0.10306238
7310.0, 0.10301193
7320.0, 0.102961585
7330.0, 0.10291133
7340.0, 0.10286117
7350.0, 0.10281112
7360.0, 0.102761164
7370.0, 0.10271131
7380.0, 0.10266156
7390.0, 0.10261189
7400.0, 0.10256233
7410.0, 0.10251286
7420.0, 0.10246349
7430.0, 0.10241422
7440.0, 0.10236505
7450.0, 0.10231597
7460.0, 0.10226699
7470.0, 0.10221811
7480.0, 0.10216931
7490.0, 0.10212062
7500.0, 0.10207203
7510.0, 0.10202353
7520.0, 0.10197512
7530.0, 0.10192681
7540.0, 0.10187859
7550.0, 0.101830475
7560.0, 0.10178245
7570.0, 0.10173452
7580.0, 0.10168668
7590.0, 0.101638936
7600.0, 0.10159129
7610.0, 0.10154373
7620.0, 0.101496264
7630.0, 0.10144891
7640.0, 0.10140162
7650.0, 0.10135444
7660.0, 0.101307355
7670.0, 0.10126036
7680.0, 0.101213455
7690.0, 0.10116664
7700.0, 0.10111992
7710.0, 0.101073295
7720.0, 0.10102676
7730.0, 0.10098031
7740.0, 0.10093397
7750.0, 0.10088771
7760.0, 0.10084154
7770.0, 0.10079545
7780.0, 0.10074946
7790.0, 0.10070357
7800.0, 0.10065775
7810.0, 0.100612044
7820.0, 0.10056641
7830.0, 0.10052087
7840.0, 0.10047543
7850.0, 0.10043007
7860.0, 0.1003848
7870.0, 0.10033962
7880.0, 0.10029453
7890.0, 0.10024952
7900.0, 0.10020462
7910.0, 0.10015979
7920.0, 0.100115046
7930.0, 0.1000704
7940.0, 0.10002584
7950.0, 0.09998137
7960.0, 0.09993698
7970.0, 0.099892676
7980.0, 0.09984847
7990.0, 0.09980435
8000.0, 0.09976032
8010.0, 0.099716365
8020.0, 0.0996725
8030.0, 0.099628724
8040.0, 0.099585034
8050.0, 0.099541426
8060.0, 0.0994979
8070.0, 0.09945447
8080.0, 0.09941112
8090.0, 0.099367864
8100.0, 0.09932468
8110.0, 0.099281594
8120.0, 0.09923859
8130.0, 0.09919567
8140.0, 0.09915282
8150.0, 0.099110074
8160.0, 0.099067405
8170.0, 0.09902482
8180.0, 0.09898232
8190.0, 0.098939896
8200.0, 0.09889757
8210.0, 0.09885532
8220.0, 0.09881315
8230.0, 0.098771065
8240.0, 0.09872906
8250.0, 0.09868714
8260.0, 0.09864531
8270.0, 0.098603554
8280.0, 0.09856188
8290.0, 0.098520294
8300.0, 0.09847879
8310.0, 0.09843736
8320.0, 0.09839602
8330.0, 0.09835476
8340.0, 0.09831358
8350.0, 0.09827248
8360.0, 0.09823146
8370.0, 0.09819052
8380.0, 0.098149665
8390.0, 0.09810889
8400.0, 0.09806819
8410.0, 0.09802758
8420.0, 0.09798704
8430.0, 0.097946584
8440.0, 0.09790621
8450.0, 0.09786592
8460.0, 0.09782569
8470.0, 0.097785555
8480.0, 0.0977455
8490.0, 0.09770552
8500.0, 0.097665615
8510.0, 0.09762579
8520.0, 0.09758605
8530.0, 0.09754639
8540.0, 0.0975068
8550.0, 0.09746729
8560.0, 0.09742786
8570.0, 0.097388506
8580.0, 0.09734923
8590.0, 0.09731003
8600.0, 0.09727091
8610.0, 0.09723187
8620.0, 0.0971929
8630.0, 0.09715402
8640.0, 0.0971152
8650.0, 0.09707647
8660.0, 0.0970378
8670.0, 0.09699922
8680.0, 0.096960716
8690.0, 0.096922286
8700.0, 0.09688392
8710.0, 0.09684565
8720.0, 0.09680744
8730.0, 0.09676931
8740.0, 0.09673125
8750.0, 0.09669328
8760.0, 0.096655376
8770.0, 0.09661754
8780.0, 0.09657979
8790.0, 0.09654211
8800.0, 0.09650451
8810.0, 0.09646697
8820.0, 0.09642951
8830.0, 0.09639213
8840.0, 0.09635482
8850.0, 0.09631758
8860.0, 0.09628042
8870.0, 0.09624334
8880.0, 0.096206315
8890.0, 0.096169375
8900.0, 0.096132495
8910.0, 0.0960957
8920.0, 0.09605898
8930.0, 0.09602233
8940.0, 0.09598574
8950.0, 0.09594924
8960.0, 0.09591281
8970.0, 0.09587643
8980.0, 0.09584015
8990.0, 0.095803924
9000.0, 0.09576778
9010.0, 0.0957317
9020.0, 0.09569569
9030.0, 0.095659755
9040.0, 0.095623896
9050.0, 0.095588095
9060.0, 0.09555238
9070.0, 0.09551673
9080.0, 0.095481135
9090.0, 0.095445625
9100.0, 0.09541018
9110.0, 0.095374815
9120.0, 0.095339514
9130.0, 0.09530428
9140.0, 0.095269114
9150.0, 0.09523402
9160.0, 0.095199
9170.0, 0.095164046
9180.0, 0.095129155
9190.0, 0.09509434
9200.0, 0.095059596
9210.0, 0.09502491
9220.0, 0.094990306
9230.0, 0.094955765
9240.0, 0.09492128
9250.0, 0.09488688
9260.0, 0.09485254
9270.0, 0.094818264
9280.0, 0.09478407
9290.0, 0.09474993
9300.0, 0.09471586
9310.0, 0.09468187
9320.0, 0.09464793
9330.0, 0.09461406
9340.0, 0.09458026
9350.0, 0.09454653
9360.0, 0.09451286
9370.0, 0.09447926
9380.0, 0.09444573
9390.0, 0.09441226
9400.0, 0.09437886
9410.0, 0.094345525
9420.0, 0.09431226
9430.0, 0.09427905
9440.0, 0.09424591
9450.0, 0.094212845
9460.0, 0.09417984
9470.0, 0.09414689
9480.0, 0.09411402
9490.0, 0.09408121
9500.0, 0.09404846
9510.0, 0.09401578
9520.0, 0.09398316
9530.0, 0.09395061
9540.0, 0.093918115
9550.0, 0.09388569
9560.0, 0.09385333
9570.0, 0.093821034
9580.0, 0.0937888
9590.0, 0.09375662
9600.0, 0.09372453
9610.0, 0.093692474
9620.0, 0.0936605
9630.0, 0.093628585
9640.0, 0.093596734
9650.0, 0.09356494
9660.0, 0.09353321
9670.0, 0.09350155
9680.0, 0.09346995
9690.0, 0.09343841
9700.0, 0.09340693
9710.0, 0.09337552
9720.0, 0.09334417
9730.0, 0.093312874
9740.0, 0.09328165
9750.0, 0.09325048
9760.0, 0.09321937
9770.0, 0.09318833
9780.0, 0.09315735
9790.0, 0.09312642
9800.0, 0.09309556
9810.0, 0.09306476
9820.0, 0.09303403
9830.0, 0.09300335
9840.0, 0.09297273
9850.0, 0.09294218
9860.0, 0.09291168
9870.0, 0.09288125
9880.0, 0.09285087
9890.0, 0.09282055
9900.0, 0.09279029
9910.0, 0.0927601
9920.0, 0.09272997
9930.0, 0.09269989
9940.0, 0.092669874
9950.0, 0.09263991
9960.0, 0.09261002
9970.0, 0.09258018
9980.0, 0.0925504
9990.0, 0.09252067
10000.0, 0.092491016
10010.0, 0.09246141
10020.0, 0.092431866
10030.0, 0.092402376
10040.0, 0.09237295
10050.0, 0.092343576
10060.0, 0.092314266
10070.0, 0.09228501
10080.0, 0.09225581
10090.0, 0.09222668
10100.0, 0.09219759
10110.0, 0.09216857
10120.0, 0.0921396
10130.0, 0.09211069
10140.0, 0.09208184
10150.0, 0.09205305
10160.0, 0.09202431
10170.0, 0.09199563
10180.0, 0.091967
10190.0, 0.091938436
10200.0, 0.09190992
10210.0, 0.09188147
10220.0, 0.09185307
10230.0, 0.091824725
10240.0, 0.09179644
10250.0, 0.09176821
10260.0, 0.09174004
10270.0, 0.09171192
10280.0, 0.09168386
10290.0, 0.09165585
10300.0, 0.091627896
10310.0, 0.0916
10320.0, 0.09157216
10330.0, 0.091544375
10340.0, 0.091516644
10350.0, 0.09148896
10360.0, 0.091461346
10370.0, 0.09143377
10380.0, 0.09140626
10390.0, 0.0913788
10400.0, 0.0913514
10410.0, 0.091324046
10420.0, 0.091296755
10430.0, 0.091269515
10440.0, 0.09124233
10450.0, 0.09121519
10460.0, 0.09118811
10470.0, 0.09116109
10480.0, 0.09113411
10490.0, 0.09110719
10500.0, 0.09108033
10510.0, 0.091053516
10520.0, 0.09102675
10530.0, 0.09100005
10540.0, 0.09097339
10550.0, 0.09094679
10560.0, 0.09092024
10570.0, 0.090893745
10580.0, 0.0908673
10590.0, 0.090840906
10600.0, 0.09081457
10610.0, 0.09078828
10620.0, 0.09076205
10630.0, 0.09073586
10640.0, 0.09070973
10650.0, 0.090683654
10660.0, 0.09065763
10670.0, 0.09063165
10680.0, 0.09060572
10690.0, 0.09057985
10700.0, 0.09055403
10710.0, 0.09052826
10720.0, 0.09050253
10730.0, 0.09047687
10740.0, 0.09045124
10750.0, 0.09042568
10760.0, 0.09040017
10770.0, 0.09037469
10780.0, 0.09034928
10790.0, 0.09032391
10800.0, 0.09029859
10810.0, 0.09027333
10820.0, 0.090248115
10830.0, 0.090222955
10840.0, 0.09019784
10850.0, 0.09017277
10860.0, 0.090147756
10870.0, 0.09012278
10880.0, 0.09009787
10890.0, 0.090073
10900.0, 0.09004818
10910.0, 0.09002341
10920.0, 0.08999869
10930.0, 0.089974016
10940.0, 0.08994939
10950.0, 0.08992482
10960.0, 0.08990029
10970.0, 0.08987582
10980.0, 0.08985139
10990.0, 0.08982701
11000.0, 0.089802675
11010.0, 0.08977839
11020.0, 0.089754164
11030.0, 0.08972997
11040.0, 0.089705825
11050.0, 0.089681745
11060.0, 0.089657694
11070.0, 0.089633696
11080.0, 0.08960975
11090.0, 0.08958585
11100.0, 0.08956199
11110.0, 0.08953819
11120.0, 0.08951443
11130.0, 0.08949071
11140.0, 0.08946705
11150.0, 0.08944343
11160.0, 0.08941986
11170.0, 0.08939633
11180.0, 0.08937285
11190.0, 0.08934942
11200.0, 0.08932603
11210.0, 0.089302704
11220.0, 0.0892794
11230.0, 0.08925616
11240.0, 0.08923296
11250.0, 0.0892098
11260.0, 0.0891867
11270.0, 0.08916363
11280.0, 0.08914062
11290.0, 0.08911764
11300.0, 0.08909471
11310.0, 0.08907183
11320.0, 0.089049
11330.0, 0.089026205
11340.0, 0.08900346
11350.0, 0.08898076
11360.0, 0.08895811
11370.0, 0.088935494
11380.0, 0.08891293
11390.0, 0.0888904
11400.0, 0.08886793
11410.0, 0.0888455
11420.0, 0.08882312
11430.0, 0.08880077
11440.0, 0.08877847
11450.0, 0.08875622
11460.0, 0.088734
11470.0, 0.08871184
11480.0, 0.088689715
11490.0, 0.08866764
11500.0, 0.08864561
11510.0, 0.08862361
11520.0, 0.08860166
11530.0, 0.08857976
11540.0, 0.08855791
11550.0, 0.08853609
11560.0, 0.08851431
11570.0, 0.08849258
11580.0, 0.08847089
11590.0, 0.08844925
11600.0, 0.08842765
11610.0, 0.088406086
11620.0, 0.088384576
11630.0, 0.088363096
11640.0, 0.08834167
11650.0, 0.08832028
11660.0, 0.08829893
11670.0, 0.08827763
11680.0, 0.08825637
11690.0, 0.088235155
