Time (s), esn 4 average surface potential (V), esn 4 ground potential (V), esn 4 min surface potential (V), esn 4 max surface potential (V)
10.004141, -143.83138, -143.83142, -143.83142, -143.83142
20.60349, -420.91623, -420.91638, -420.91638, -420.91638
31.736023, -768.7487, -768.74896, -768.74896, -768.74896
42.584393, -1069.0303, -1069.0306, -1069.0306, -1069.0306
54.993843, -1435.3501, -1435.3507, -1435.3507, -1435.3507
65.314285, -1825.1753, -1825.176, -1825.176, -1825.176
75.379776, -2132.8276, -2132.828, -2132.828, -2132.828
89.25104, -2431.1965, -2431.198, -2431.198, -2431.198
102.321465, -2677.4065, -2677.408, -2677.408, -2677.408
112.98028, -3084.0476, -3084.0488, -3084.0488, -3084.0488
126.77251, -3346.7905, -3346.791, -3346.791, -3346.791
142.59341, -3607.8738, -3607.8755, -3607.8755, -3607.8755
169.59946, -3990.1313, -3990.133, -3990.133, -3990.133
181.3832, -4256.008, -4256.0103, -4256.0103, -4256.0103
193.43687, -4631.4287, -4631.43, -4631.43, -4631.43
212.64473, -4991.5024, -4991.506, -4991.506, -4991.506
224.34773, -5169.59, -5169.5923, -5169.5923, -5169.5923
241.98785, -5419.937, -5419.9385, -5419.9385, -5419.9385
260.51187, -5558.9883, -5558.99, -5558.99, -5558.99
271.9116, -5936.766, -5936.7695, -5936.7695, -5936.7695
283.54352, -6101.455, -6101.457, -6101.457, -6101.457
298.2867, -6370.399, -6370.4023, -6370.4023, -6370.4023
309.19302, -6472.9253, -6472.927, -6472.927, -6472.927
320.75186, -6652.6123, -6652.6157, -6652.6157, -6652.6157
332.57407, -6716.2427, -6716.2476, -6716.2476, -6716.2476
347.3159, -6925.832, -6925.836, -6925.836, -6925.836
363.04065, -7011.306, -7011.308, -7011.308, -7011.308
384.21808, -7305.07, -7305.0728, -7305.0728, -7305.0728
399.2076, -7449.2607, -7449.2656, -7449.2656, -7449.2656
415.37927, -7626.7764, -7626.7793, -7626.7793, -7626.7793
430.5317, -7797.793, -7797.794, -7797.794, -7797.794
443.5159, -7979.708, -7979.714, -7979.714, -7979.714
457.58667, -8034.48, -8034.483, -8034.483, -8034.483
468.32144, -8165.7783, -8165.78, -8165.78, -8165.78
479.4181, -8213.77, -8213.773, -8213.773, -8213.773
493.498, -8374.353, -8374.356, -8374.356, -8374.356
508.62622, -8412.592, -8412.593, -8412.593, -8412.593
528.36865, -8596.462, -8596.466, -8596.466, -8596.466
542.2951, -8680.094, -8680.101, -8680.101, -8680.101
577.1393, -8823.253, -8823.254, -8823.254, -8823.254
606.07697, -8965.945, -8965.95, -8965.95, -8965.95
619.93677, -9069.531, -9069.535, -9069.535, -9069.535
632.38696, -9206.618, -9206.624, -9206.624, -9206.624
645.91327, -9223.792, -9223.796, -9223.796, -9223.796
745.91327, -9424.899, -9424.904, -9424.904, -9424.904
766.0475, -9592.261, -9592.264, -9592.264, -9592.264
777.7898, -9659.494, -9659.495, -9659.495, -9659.495
877.7898, -9804.03, -9804.031, -9804.031, -9804.031
977.7898, -9946.368, -9946.368, -9946.368, -9946.368
1077.7898, -10077.254, -10077.264, -10077.264, -10077.264
