Energy (in eV), backscattering yield of material te2k-NASCAP at incidence 20.0 degree
   X,       Y
0.0, 0.52134395
10.0, 0.20371407
20.0, 0.07960085
30.0, 0.031103866
40.0, 0.012153772
50.0, 0.004749061
60.0, 0.01554859
70.0, 0.025455268
80.0, 0.03426466
90.0, 0.04206247
100.0, 0.04900252
110.0, 0.05523104
120.0, 0.060868997
130.0, 0.066012464
140.0, 0.07073716
150.0, 0.075103104
160.0, 0.07915844
170.0, 0.08294228
180.0, 0.08648675
190.0, 0.089818604
200.0, 0.092960365
210.0, 0.09593109
220.0, 0.09874717
230.0, 0.10142265
240.0, 0.103969835
250.0, 0.106399424
260.0, 0.1087208
270.0, 0.11094237
280.0, 0.11307148
290.0, 0.11511477
300.0, 0.11707815
310.0, 0.118966945
320.0, 0.12078599
330.0, 0.12253962
340.0, 0.12423183
350.0, 0.1258662
360.0, 0.12744609
370.0, 0.12897448
380.0, 0.13045415
390.0, 0.1318877
400.0, 0.13327748
410.0, 0.13462567
420.0, 0.13593434
430.0, 0.13720532
440.0, 0.1384404
450.0, 0.1396412
460.0, 0.14080924
470.0, 0.14194597
480.0, 0.14305271
490.0, 0.14413072
500.0, 0.14518116
510.0, 0.14620516
520.0, 0.14720373
530.0, 0.14817788
540.0, 0.1491285
550.0, 0.15005651
560.0, 0.15096271
570.0, 0.15184787
580.0, 0.15271278
590.0, 0.15355808
600.0, 0.15438448
610.0, 0.1551926
620.0, 0.15598305
630.0, 0.1567564
640.0, 0.1575132
650.0, 0.15825397
660.0, 0.1589792
670.0, 0.15968938
680.0, 0.16038495
690.0, 0.16106637
700.0, 0.16173404
710.0, 0.16238831
720.0, 0.16302966
730.0, 0.16365835
740.0, 0.16427484
750.0, 0.16487935
760.0, 0.16547228
770.0, 0.16605392
780.0, 0.16662459
790.0, 0.16718455
800.0, 0.16773406
810.0, 0.16827343
820.0, 0.16880286
830.0, 0.16932265
840.0, 0.16983302
850.0, 0.17033419
860.0, 0.17082639
870.0, 0.17130983
880.0, 0.17178473
890.0, 0.17225124
900.0, 0.17270964
910.0, 0.17316003
920.0, 0.17360266
930.0, 0.17403764
940.0, 0.17446516
950.0, 0.17488544
960.0, 0.17529856
970.0, 0.17570472
980.0, 0.17610405
990.0, 0.17649668
1000.0, 0.17688277
1010.0, 0.176711
1020.0, 0.17653953
1030.0, 0.17636839
1040.0, 0.17619757
1050.0, 0.1760271
1060.0, 0.17585698
1070.0, 0.17568716
1080.0, 0.17551766
1090.0, 0.17534852
1100.0, 0.17517969
1110.0, 0.17501119
1120.0, 0.17484301
1130.0, 0.17467517
1140.0, 0.17450765
1150.0, 0.17434044
1160.0, 0.17417358
1170.0, 0.17400703
1180.0, 0.17384079
1190.0, 0.17367488
