Energy (in eV), backscattering yield of material gr2k-NASCAP at isotropic incidence
   X,       Y
11600.0, 0.2188185
11610.0, 0.21878974
11620.0, 0.21876103
11630.0, 0.21873236
11640.0, 0.21870373
11650.0, 0.21867518
11660.0, 0.21864668
11670.0, 0.21861824
11680.0, 0.21858984
11690.0, 0.21856152
11700.0, 0.2185332
11710.0, 0.21850498
11720.0, 0.21847679
11730.0, 0.21844867
11740.0, 0.2184206
11750.0, 0.21839258
11760.0, 0.21836461
11770.0, 0.21833672
11780.0, 0.21830885
11790.0, 0.21828103
11800.0, 0.21825328
11810.0, 0.2182256
11820.0, 0.21819794
11830.0, 0.21817034
11840.0, 0.21814281
11850.0, 0.21811533
11860.0, 0.2180879
11870.0, 0.21806051
11880.0, 0.21803318
11890.0, 0.21800588
11900.0, 0.21797866
11910.0, 0.21795148
11920.0, 0.21792437
11930.0, 0.2178973
11940.0, 0.21787027
11950.0, 0.2178433
11960.0, 0.21781638
11970.0, 0.21778953
11980.0, 0.21776271
11990.0, 0.21773595
12000.0, 0.21770923
12010.0, 0.21768259
12020.0, 0.21765596
12030.0, 0.2176294
12040.0, 0.2176029
12050.0, 0.21757643
12060.0, 0.21755001
12070.0, 0.21752368
12080.0, 0.21749735
12090.0, 0.21747111
12100.0, 0.21744488
12110.0, 0.21741873
12120.0, 0.21739264
12130.0, 0.21736658
12140.0, 0.21734056
12150.0, 0.21731462
12160.0, 0.2172887
12170.0, 0.21726283
12180.0, 0.21723703
12190.0, 0.21721129
12200.0, 0.21718557
12210.0, 0.21715991
12220.0, 0.2171343
12230.0, 0.21710874
12240.0, 0.21708323
12250.0, 0.21705776
12260.0, 0.21703234
12270.0, 0.21700698
12280.0, 0.21698166
12290.0, 0.21695639
12300.0, 0.21693116
12310.0, 0.21690598
12320.0, 0.21688086
12330.0, 0.2168558
12340.0, 0.21683075
12350.0, 0.21680577
12360.0, 0.21678084
12370.0, 0.21675596
12380.0, 0.21673112
12390.0, 0.21670632
12400.0, 0.21668157
12410.0, 0.21665688
12420.0, 0.21663223
12430.0, 0.21660763
12440.0, 0.21658307
12450.0, 0.21655856
12460.0, 0.21653411
12470.0, 0.2165097
12480.0, 0.21648532
12490.0, 0.21646102
12500.0, 0.21643673
12510.0, 0.21641251
12520.0, 0.21638833
12530.0, 0.21636419
12540.0, 0.21634011
12550.0, 0.21631606
12560.0, 0.21629207
12570.0, 0.21626812
12580.0, 0.2162442
12590.0, 0.21622035
12600.0, 0.21619654
12610.0, 0.21617277
12620.0, 0.21614906
12630.0, 0.21612538
12640.0, 0.21610175
12650.0, 0.21607816
12660.0, 0.21605465
12670.0, 0.21603113
12680.0, 0.2160077
12690.0, 0.21598428
12700.0, 0.21596092
12710.0, 0.21593761
12720.0, 0.21591434
12730.0, 0.21589111
12740.0, 0.21586794
12750.0, 0.21584481
12760.0, 0.21582171
12770.0, 0.21579866
12780.0, 0.21577565
12790.0, 0.2157527
12800.0, 0.21572977
12810.0, 0.21570691
12820.0, 0.21568409
12830.0, 0.2156613
12840.0, 0.21563858
12850.0, 0.21561587
12860.0, 0.21559322
12870.0, 0.21557061
12880.0, 0.21554804
12890.0, 0.21552552
12900.0, 0.21550304
12910.0, 0.21548061
12920.0, 0.21545821
12930.0, 0.21543588
12940.0, 0.21541357
12950.0, 0.21539131
12960.0, 0.21536909
12970.0, 0.21534692
12980.0, 0.21532476
12990.0, 0.21530268
13000.0, 0.21528064
13010.0, 0.21525863
13020.0, 0.21523665
13030.0, 0.21521473
13040.0, 0.21519285
13050.0, 0.21517102
13060.0, 0.21514922
13070.0, 0.21512747
13080.0, 0.21510576
13090.0, 0.21508409
13100.0, 0.21506245
13110.0, 0.21504086
13120.0, 0.21501932
13130.0, 0.21499783
13140.0, 0.21497634
13150.0, 0.21495494
13160.0, 0.21493354
13170.0, 0.2149122
13180.0, 0.21489091
13190.0, 0.21486966
13200.0, 0.21484844
13210.0, 0.21482727
13220.0, 0.21480614
13230.0, 0.21478504
13240.0, 0.21476398
13250.0, 0.21474297
13260.0, 0.214722
13270.0, 0.21470107
13280.0, 0.21468018
13290.0, 0.21465933
13300.0, 0.21463852
13310.0, 0.21461774
13320.0, 0.21459702
13330.0, 0.21457632
13340.0, 0.21455568
13350.0, 0.21453506
13360.0, 0.2145145
13370.0, 0.21449396
13380.0, 0.21447347
13390.0, 0.21445301
13400.0, 0.2144326
13410.0, 0.21441223
13420.0, 0.2143919
13430.0, 0.21437159
13440.0, 0.21435134
13450.0, 0.21433114
13460.0, 0.21431094
13470.0, 0.21429081
13480.0, 0.21427071
13490.0, 0.21425064
13500.0, 0.21423063
13510.0, 0.21421063
13520.0, 0.21419069
13530.0, 0.21417078
13540.0, 0.2141509
13550.0, 0.21413109
13560.0, 0.2141113
13570.0, 0.21409155
13580.0, 0.21407184
13590.0, 0.21405216
13600.0, 0.21403253
13610.0, 0.21401292
13620.0, 0.21399336
13630.0, 0.21397382
13640.0, 0.21395433
13650.0, 0.21393488
13660.0, 0.21391547
13670.0, 0.2138961
13680.0, 0.21387677
13690.0, 0.21385746
13700.0, 0.21383819
13710.0, 0.21381897
13720.0, 0.21379977
13730.0, 0.21378063
13740.0, 0.21376151
13750.0, 0.21374243
13760.0, 0.21372338
13770.0, 0.21370439
13780.0, 0.21368542
13790.0, 0.2136665
13800.0, 0.21364759
13810.0, 0.21362874
13820.0, 0.21360992
13830.0, 0.21359113
13840.0, 0.21357237
13850.0, 0.21355368
13860.0, 0.213535
13870.0, 0.21351634
13880.0, 0.21349776
13890.0, 0.21347918
13900.0, 0.21346065
13910.0, 0.21344216
13920.0, 0.21342368
13930.0, 0.21340528
13940.0, 0.21338688
13950.0, 0.21336852
13960.0, 0.2133502
13970.0, 0.21333192
13980.0, 0.21331368
13990.0, 0.21329547
14000.0, 0.2132773
14010.0, 0.21325916
14020.0, 0.21324104
14030.0, 0.21322297
14040.0, 0.21320494
14050.0, 0.21318693
14060.0, 0.21316898
14070.0, 0.21315102
14080.0, 0.21313313
14090.0, 0.21311529
14100.0, 0.21309745
14110.0, 0.21307966
14120.0, 0.21306188
14130.0, 0.21304417
14140.0, 0.21302648
14150.0, 0.21300884
14160.0, 0.21299121
14170.0, 0.21297362
14180.0, 0.21295607
14190.0, 0.21293855
14200.0, 0.21292107
14210.0, 0.21290362
14220.0, 0.2128862
14230.0, 0.21286881
14240.0, 0.21285145
14250.0, 0.21283415
14260.0, 0.21281686
14270.0, 0.21279962
14280.0, 0.2127824
14290.0, 0.21276522
14300.0, 0.21274807
14310.0, 0.21273094
14320.0, 0.21271387
14330.0, 0.21269682
14340.0, 0.2126798
14350.0, 0.21266282
14360.0, 0.21264586
14370.0, 0.21262895
14380.0, 0.21261205
14390.0, 0.21259521
14400.0, 0.2125784
14410.0, 0.2125616
14420.0, 0.21254486
14430.0, 0.21252812
14440.0, 0.21251144
14450.0, 0.21249479
14460.0, 0.21247815
14470.0, 0.21246156
14480.0, 0.21244499
14490.0, 0.21242848
14500.0, 0.21241197
14510.0, 0.21239552
14520.0, 0.21237908
14530.0, 0.21236269
14540.0, 0.21234632
14550.0, 0.21232997
14560.0, 0.21231368
14570.0, 0.21229741
14580.0, 0.21228117
14590.0, 0.21226494
14600.0, 0.21224876
14610.0, 0.21223262
14620.0, 0.21221651
14630.0, 0.21220043
14640.0, 0.21218437
14650.0, 0.21216835
14660.0, 0.21215236
14670.0, 0.21213639
14680.0, 0.21212047
14690.0, 0.21210457
14700.0, 0.21208869
14710.0, 0.21207286
14720.0, 0.21205705
14730.0, 0.21204129
14740.0, 0.21202555
14750.0, 0.21200983
14760.0, 0.21199414
14770.0, 0.2119785
14780.0, 0.21196288
14790.0, 0.21194728
14800.0, 0.2119317
14810.0, 0.2119162
14820.0, 0.2119007
14830.0, 0.21188521
14840.0, 0.21186976
14850.0, 0.21185437
14860.0, 0.21183899
14870.0, 0.21182363
14880.0, 0.21180831
14890.0, 0.21179302
14900.0, 0.21177776
14910.0, 0.21176252
14920.0, 0.21174733
14930.0, 0.21173216
14940.0, 0.21171701
14950.0, 0.2117019
14960.0, 0.21168682
14970.0, 0.21167177
14980.0, 0.21165673
14990.0, 0.21164174
15000.0, 0.21162677
15010.0, 0.21161182
15020.0, 0.21159694
15030.0, 0.21158205
15040.0, 0.2115672
15050.0, 0.21155237
15060.0, 0.21153758
15070.0, 0.21152282
15080.0, 0.21150808
15090.0, 0.21149337
15100.0, 0.21147868
15110.0, 0.21146405
15120.0, 0.21144943
15130.0, 0.21143483
15140.0, 0.21142027
15150.0, 0.21140574
15160.0, 0.21139123
15170.0, 0.21137676
15180.0, 0.2113623
15190.0, 0.21134788
15200.0, 0.21133347
15210.0, 0.21131912
15220.0, 0.21130478
15230.0, 0.21129046
15240.0, 0.21127617
15250.0, 0.21126191
15260.0, 0.2112477
15270.0, 0.2112335
15280.0, 0.21121933
15290.0, 0.21120517
15300.0, 0.21119107
15310.0, 0.21117698
15320.0, 0.21116291
15330.0, 0.21114887
15340.0, 0.21113487
15350.0, 0.21112089
15360.0, 0.21110694
15370.0, 0.21109301
15380.0, 0.21107912
15390.0, 0.21106525
15400.0, 0.21105139
15410.0, 0.21103758
15420.0, 0.2110238
15430.0, 0.21101004
15440.0, 0.2109963
15450.0, 0.21098259
15460.0, 0.2109689
15470.0, 0.21095523
15480.0, 0.21094161
15490.0, 0.21092801
15500.0, 0.21091443
15510.0, 0.21090089
15520.0, 0.21088737
15530.0, 0.21087387
15540.0, 0.21086039
15550.0, 0.21084695
15560.0, 0.21083353
15570.0, 0.21082015
15580.0, 0.21080677
15590.0, 0.21079344
15600.0, 0.21078013
15610.0, 0.21076684
15620.0, 0.21075356
15630.0, 0.21074034
15640.0, 0.21072713
15650.0, 0.21071394
15660.0, 0.21070078
15670.0, 0.21068765
15680.0, 0.21067455
15690.0, 0.21066146
15700.0, 0.2106484
15710.0, 0.21063538
15720.0, 0.21062237
15730.0, 0.21060939
15740.0, 0.21059643
15750.0, 0.2105835
15760.0, 0.2105706
15770.0, 0.21055771
15780.0, 0.21054485
15790.0, 0.21053204
15800.0, 0.21051924
15810.0, 0.21050645
15820.0, 0.21049371
15830.0, 0.21048097
15840.0, 0.21046828
15850.0, 0.2104556
15860.0, 0.21044295
15870.0, 0.21043031
15880.0, 0.2104177
15890.0, 0.21040511
15900.0, 0.21039258
15910.0, 0.21038003
15920.0, 0.21036755
15930.0, 0.21035504
15940.0, 0.21034259
15950.0, 0.21033016
15960.0, 0.21031775
15970.0, 0.21030536
15980.0, 0.210293
15990.0, 0.21028067
16000.0, 0.21026835
16010.0, 0.21025605
16020.0, 0.21024382
16030.0, 0.21023157
16040.0, 0.21021935
16050.0, 0.21020716
16060.0, 0.21019499
16070.0, 0.21018285
16080.0, 0.21017073
16090.0, 0.21015862
16100.0, 0.21014655
16110.0, 0.2101345
16120.0, 0.21012247
16130.0, 0.21011047
16140.0, 0.21009849
16150.0, 0.21008654
16160.0, 0.21007459
16170.0, 0.2100627
16180.0, 0.2100508
16190.0, 0.21003895
16200.0, 0.2100271
16210.0, 0.21001528
16220.0, 0.2100035
16230.0, 0.20999172
16240.0, 0.20997998
16250.0, 0.20996825
16260.0, 0.20995656
16270.0, 0.20994489
16280.0, 0.20993322
16290.0, 0.20992158
16300.0, 0.20990998
16310.0, 0.20989838
16320.0, 0.20988682
16330.0, 0.20987529
16340.0, 0.20986375
16350.0, 0.20985226
16360.0, 0.20984079
16370.0, 0.20982933
16380.0, 0.20981792
16390.0, 0.20980652
16400.0, 0.2097951
16410.0, 0.20978376
16420.0, 0.20977241
16430.0, 0.2097611
16440.0, 0.2097498
16450.0, 0.20973854
16460.0, 0.20972729
16470.0, 0.20971605
16480.0, 0.20970483
16490.0, 0.20969366
16500.0, 0.20968248
16510.0, 0.20967135
16520.0, 0.20966025
16530.0, 0.20964915
16540.0, 0.20963807
16550.0, 0.20962699
16560.0, 0.20961598
16570.0, 0.20960496
16580.0, 0.20959397
16590.0, 0.209583
16600.0, 0.20957206
16610.0, 0.20956112
16620.0, 0.20955023
16630.0, 0.20953935
16640.0, 0.20952848
16650.0, 0.20951763
16660.0, 0.20950682
16670.0, 0.20949602
16680.0, 0.20948525
16690.0, 0.2094745
16700.0, 0.20946376
16710.0, 0.20945305
16720.0, 0.20944236
16730.0, 0.20943168
16740.0, 0.20942104
16750.0, 0.2094104
16760.0, 0.20939979
16770.0, 0.2093892
16780.0, 0.20937863
16790.0, 0.2093681
16800.0, 0.20935756
16810.0, 0.20934705
16820.0, 0.20933658
16830.0, 0.20932612
16840.0, 0.20931566
16850.0, 0.20930524
16860.0, 0.20929484
16870.0, 0.20928445
16880.0, 0.2092741
16890.0, 0.20926377
16900.0, 0.20925345
16910.0, 0.20924313
16920.0, 0.20923285
16930.0, 0.2092226
16940.0, 0.20921236
16950.0, 0.20920214
16960.0, 0.20919193
16970.0, 0.20918176
16980.0, 0.2091716
16990.0, 0.20916146
17000.0, 0.20915134
17010.0, 0.20914124
17020.0, 0.20913117
17030.0, 0.2091211
17040.0, 0.20911105
17050.0, 0.20910102
17060.0, 0.20909104
17070.0, 0.20908107
17080.0, 0.20907108
17090.0, 0.20906115
17100.0, 0.20905122
17110.0, 0.20904133
17120.0, 0.20903143
17130.0, 0.20902157
17140.0, 0.20901172
17150.0, 0.2090019
17160.0, 0.20899208
17170.0, 0.2089823
17180.0, 0.20897253
17190.0, 0.20896278
17200.0, 0.20895305
17210.0, 0.20894335
17220.0, 0.20893364
17230.0, 0.20892397
17240.0, 0.20891431
17250.0, 0.20890468
17260.0, 0.20889507
17270.0, 0.20888546
17280.0, 0.20887588
17290.0, 0.20886633
17300.0, 0.2088568
17310.0, 0.20884727
17320.0, 0.20883776
17330.0, 0.20882827
17340.0, 0.20881881
17350.0, 0.20880936
17360.0, 0.20879994
17370.0, 0.20879053
17380.0, 0.20878114
17390.0, 0.20877175
17400.0, 0.20876242
17410.0, 0.20875306
17420.0, 0.20874375
17430.0, 0.20873445
17440.0, 0.20872518
17450.0, 0.2087159
17460.0, 0.20870665
17470.0, 0.20869742
17480.0, 0.20868821
17490.0, 0.20867904
17500.0, 0.20866986
17510.0, 0.2086607
17520.0, 0.20865157
17530.0, 0.20864244
17540.0, 0.20863335
17550.0, 0.20862427
17560.0, 0.2086152
17570.0, 0.20860615
17580.0, 0.20859714
17590.0, 0.20858812
17600.0, 0.20857912
17610.0, 0.20857015
17620.0, 0.20856118
17630.0, 0.20855226
17640.0, 0.20854332
17650.0, 0.20853442
17660.0, 0.20852554
17670.0, 0.20851666
17680.0, 0.2085078
17690.0, 0.20849895
17700.0, 0.20849015
17710.0, 0.20848134
17720.0, 0.20847255
17730.0, 0.20846379
17740.0, 0.20845506
17750.0, 0.20844631
17760.0, 0.20843759
17770.0, 0.2084289
17780.0, 0.20842022
17790.0, 0.20841154
17800.0, 0.20840292
17810.0, 0.20839427
17820.0, 0.20838566
17830.0, 0.20837708
17840.0, 0.2083685
17850.0, 0.20835993
17860.0, 0.20835139
17870.0, 0.20834285
17880.0, 0.20833434
17890.0, 0.20832585
17900.0, 0.20831737
17910.0, 0.2083089
17920.0, 0.20830046
17930.0, 0.20829204
17940.0, 0.20828362
17950.0, 0.20827523
17960.0, 0.20826684
17970.0, 0.2082585
17980.0, 0.20825014
17990.0, 0.20824182
18000.0, 0.2082335
18010.0, 0.2082252
18020.0, 0.20821692
18030.0, 0.20820867
18040.0, 0.20820041
18050.0, 0.20819218
18060.0, 0.20818396
18070.0, 0.20817576
18080.0, 0.20816758
18090.0, 0.2081594
18100.0, 0.20815127
18110.0, 0.20814313
18120.0, 0.20813502
18130.0, 0.2081269
18140.0, 0.20811881
18150.0, 0.20811075
18160.0, 0.2081027
18170.0, 0.20809466
18180.0, 0.20808664
18190.0, 0.20807864
18200.0, 0.20807064
18210.0, 0.20806266
18220.0, 0.2080547
18230.0, 0.20804676
18240.0, 0.20803882
18250.0, 0.20803091
18260.0, 0.20802301
18270.0, 0.20801513
18280.0, 0.20800728
18290.0, 0.20799942
18300.0, 0.20799157
18310.0, 0.20798375
18320.0, 0.20797595
18330.0, 0.20796816
18340.0, 0.20796038
18350.0, 0.20795263
18360.0, 0.2079449
18370.0, 0.20793717
18380.0, 0.20792945
18390.0, 0.20792174
18400.0, 0.20791407
18410.0, 0.20790641
18420.0, 0.20789875
18430.0, 0.2078911
18440.0, 0.20788349
18450.0, 0.20787588
18460.0, 0.2078683
18470.0, 0.20786071
18480.0, 0.20785315
18490.0, 0.2078456
18500.0, 0.20783807
18510.0, 0.20783056
18520.0, 0.20782305
18530.0, 0.20781556
18540.0, 0.2078081
18550.0, 0.20780064
18560.0, 0.20779319
18570.0, 0.20778577
18580.0, 0.20777833
18590.0, 0.20777096
18600.0, 0.20776355
18610.0, 0.20775619
18620.0, 0.20774885
18630.0, 0.2077415
18640.0, 0.20773417
18650.0, 0.20772685
18660.0, 0.20771955
18670.0, 0.20771228
18680.0, 0.207705
18690.0, 0.20769775
18700.0, 0.2076905
18710.0, 0.20768328
18720.0, 0.20767605
18730.0, 0.20766887
18740.0, 0.20766167
18750.0, 0.2076545
18760.0, 0.20764737
18770.0, 0.20764022
18780.0, 0.2076331
18790.0, 0.20762597
18800.0, 0.20761888
18810.0, 0.2076118
18820.0, 0.2076047
18830.0, 0.20759766
18840.0, 0.20759062
18850.0, 0.20758359
18860.0, 0.20757657
18870.0, 0.20756958
18880.0, 0.20756258
18890.0, 0.2075556
18900.0, 0.20754865
18910.0, 0.2075417
18920.0, 0.20753478
18930.0, 0.20752785
18940.0, 0.20752095
18950.0, 0.20751406
18960.0, 0.20750718
18970.0, 0.20750031
18980.0, 0.20749345
18990.0, 0.20748661
19000.0, 0.20747979
19010.0, 0.20747298
19020.0, 0.20746619
19030.0, 0.2074594
19040.0, 0.20745263
19050.0, 0.20744587
19060.0, 0.20743912
19070.0, 0.2074324
19080.0, 0.20742568
19090.0, 0.207419
19100.0, 0.20741229
19110.0, 0.20740561
19120.0, 0.20739895
19130.0, 0.2073923
19140.0, 0.20738566
19150.0, 0.20737904
19160.0, 0.20737241
19170.0, 0.20736583
19180.0, 0.20735922
19190.0, 0.20735267
19200.0, 0.20734611
19210.0, 0.20733956
19220.0, 0.20733303
19230.0, 0.2073265
19240.0, 0.20731999
19250.0, 0.2073135
19260.0, 0.20730701
19270.0, 0.20730054
19280.0, 0.20729409
19290.0, 0.20728764
19300.0, 0.2072812
19310.0, 0.2072748
19320.0, 0.20726839
19330.0, 0.207262
19340.0, 0.20725562
19350.0, 0.20724925
19360.0, 0.20724289
19370.0, 0.20723653
19380.0, 0.20723021
19390.0, 0.20722389
19400.0, 0.20721759
19410.0, 0.20721129
19420.0, 0.20720501
19430.0, 0.20719874
19440.0, 0.2071925
19450.0, 0.20718625
19460.0, 0.20718001
19470.0, 0.20717381
19480.0, 0.2071676
19490.0, 0.2071614
19500.0, 0.20715521
19510.0, 0.20714904
19520.0, 0.20714289
19530.0, 0.20713675
19540.0, 0.2071306
19550.0, 0.2071245
19560.0, 0.20711838
19570.0, 0.20711228
19580.0, 0.2071062
19590.0, 0.20710012
19600.0, 0.20709406
19610.0, 0.20708801
19620.0, 0.20708197
19630.0, 0.20707595
19640.0, 0.20706993
19650.0, 0.20706394
19660.0, 0.20705794
19670.0, 0.20705196
19680.0, 0.207046
19690.0, 0.20704006
19700.0, 0.20703411
19710.0, 0.20702818
19720.0, 0.20702226
19730.0, 0.20701636
19740.0, 0.20701046
19750.0, 0.20700458
19760.0, 0.20699869
19770.0, 0.20699283
19780.0, 0.20698698
19790.0, 0.20698117
19800.0, 0.20697533
19810.0, 0.20696951
19820.0, 0.2069637
19830.0, 0.20695792
19840.0, 0.20695214
19850.0, 0.20694636
19860.0, 0.2069406
19870.0, 0.20693485
19880.0, 0.20692912
19890.0, 0.20692341
19900.0, 0.2069177
19910.0, 0.20691201
19920.0, 0.2069063
19930.0, 0.20690063
19940.0, 0.20689498
19950.0, 0.2068893
19960.0, 0.20688365
19970.0, 0.20687804
19980.0, 0.2068724
19990.0, 0.20686679
20000.0, 0.2068612
20010.0, 0.20685561
20020.0, 0.20685004
20030.0, 0.20684446
20040.0, 0.20683889
20050.0, 0.20683336
20060.0, 0.20682783
20070.0, 0.2068223
20080.0, 0.20681679
20090.0, 0.20681131
20100.0, 0.2068058
20110.0, 0.20680033
20120.0, 0.20679484
20130.0, 0.2067894
20140.0, 0.20678395
20150.0, 0.20677853
20160.0, 0.20677309
20170.0, 0.20676768
20180.0, 0.20676227
20190.0, 0.20675687
20200.0, 0.2067515
20210.0, 0.20674613
20220.0, 0.20674077
20230.0, 0.20673542
20240.0, 0.20673008
20250.0, 0.20672475
20260.0, 0.20671943
20270.0, 0.20671412
20280.0, 0.20670882
20290.0, 0.20670353
20300.0, 0.20669825
20310.0, 0.20669298
20320.0, 0.20668775
20330.0, 0.20668249
20340.0, 0.20667726
20350.0, 0.20667203
20360.0, 0.2066668
20370.0, 0.20666161
20380.0, 0.20665641
20390.0, 0.20665123
20400.0, 0.20664605
20410.0, 0.2066409
20420.0, 0.20663574
20430.0, 0.2066306
20440.0, 0.20662548
20450.0, 0.20662035
20460.0, 0.20661522
20470.0, 0.20661013
20480.0, 0.20660503
20490.0, 0.20659997
20500.0, 0.20659488
20510.0, 0.20658982
20520.0, 0.20658477
20530.0, 0.20657973
20540.0, 0.2065747
20550.0, 0.20656967
20560.0, 0.20656468
20570.0, 0.20655966
20580.0, 0.20655468
20590.0, 0.20654969
20600.0, 0.20654471
20610.0, 0.20653977
20620.0, 0.2065348
20630.0, 0.20652987
20640.0, 0.20652492
20650.0, 0.20652
20660.0, 0.2065151
20670.0, 0.20651019
20680.0, 0.2065053
20690.0, 0.20650041
20700.0, 0.20649552
20710.0, 0.20649068
20720.0, 0.20648582
20730.0, 0.20648097
20740.0, 0.20647614
20750.0, 0.20647131
20760.0, 0.2064665
20770.0, 0.20646168
20780.0, 0.20645688
20790.0, 0.2064521
20800.0, 0.20644732
20810.0, 0.20644253
20820.0, 0.2064378
20830.0, 0.20643304
20840.0, 0.20642829
20850.0, 0.20642357
20860.0, 0.20641884
20870.0, 0.20641412
20880.0, 0.20640944
20890.0, 0.20640473
20900.0, 0.20640005
20910.0, 0.20639537
20920.0, 0.20639071
20930.0, 0.20638604
20940.0, 0.2063814
20950.0, 0.20637676
20960.0, 0.20637213
20970.0, 0.20636751
20980.0, 0.20636289
20990.0, 0.2063583
21000.0, 0.20635371
21010.0, 0.20634912
21020.0, 0.20634453
21030.0, 0.20633997
21040.0, 0.20633541
21050.0, 0.20633087
21060.0, 0.20632634
21070.0, 0.20632182
21080.0, 0.20631728
21090.0, 0.20631278
21100.0, 0.20630826
21110.0, 0.20630376
21120.0, 0.20629929
21130.0, 0.20629482
21140.0, 0.20629033
21150.0, 0.20628588
21160.0, 0.20628144
21170.0, 0.206277
21180.0, 0.20627256
21190.0, 0.20626815
21200.0, 0.20626372
21210.0, 0.20625931
21220.0, 0.20625493
21230.0, 0.20625053
21240.0, 0.20624615
21250.0, 0.20624179
21260.0, 0.20623742
21270.0, 0.20623307
21280.0, 0.20622873
21290.0, 0.2062244
21300.0, 0.20622006
21310.0, 0.20621574
21320.0, 0.20621143
21330.0, 0.20620714
21340.0, 0.20620285
21350.0, 0.20619856
21360.0, 0.20619428
21370.0, 0.20619
21380.0, 0.20618574
21390.0, 0.20618151
21400.0, 0.20617725
21410.0, 0.206173
21420.0, 0.2061688
21430.0, 0.20616457
21440.0, 0.20616037
21450.0, 0.20615616
21460.0, 0.20615196
21470.0, 0.20614779
21480.0, 0.20614362
21490.0, 0.20613943
21500.0, 0.20613529
21510.0, 0.20613113
21520.0, 0.206127
21530.0, 0.20612285
21540.0, 0.20611873
21550.0, 0.2061146
21560.0, 0.2061105
21570.0, 0.2061064
21580.0, 0.2061023
21590.0, 0.20609823
21600.0, 0.20609416
21610.0, 0.20609008
21620.0, 0.20608601
21630.0, 0.20608196
21640.0, 0.2060779
21650.0, 0.20607388
21660.0, 0.20606984
21670.0, 0.20606583
21680.0, 0.20606181
21690.0, 0.20605782
21700.0, 0.20605381
21710.0, 0.20604981
21720.0, 0.20604584
21730.0, 0.20604186
21740.0, 0.20603791
21750.0, 0.20603395
21760.0, 0.20602998
21770.0, 0.20602605
21780.0, 0.20602213
21790.0, 0.2060182
21800.0, 0.20601428
21810.0, 0.20601034
21820.0, 0.20600645
21830.0, 0.20600256
21840.0, 0.20599867
21850.0, 0.2059948
21860.0, 0.20599091
21870.0, 0.20598707
21880.0, 0.2059832
21890.0, 0.20597935
21900.0, 0.2059755
21910.0, 0.20597167
21920.0, 0.20596784
21930.0, 0.20596403
21940.0, 0.20596023
21950.0, 0.2059564
21960.0, 0.20595263
21970.0, 0.20594883
21980.0, 0.20594506
21990.0, 0.20594127
22000.0, 0.2059375
22010.0, 0.20593373
22020.0, 0.20592998
22030.0, 0.20592625
22040.0, 0.20592251
22050.0, 0.20591879
22060.0, 0.20591508
22070.0, 0.20591135
22080.0, 0.20590764
22090.0, 0.20590395
22100.0, 0.20590025
22110.0, 0.20589657
22120.0, 0.20589289
22130.0, 0.20588923
22140.0, 0.20588556
22150.0, 0.2058819
22160.0, 0.20587826
22170.0, 0.20587462
22180.0, 0.20587097
22190.0, 0.20586735
22200.0, 0.20586373
22210.0, 0.20586012
22220.0, 0.20585652
22230.0, 0.20585291
22240.0, 0.20584932
22250.0, 0.20584574
22260.0, 0.20584217
22270.0, 0.20583859
22280.0, 0.20583503
22290.0, 0.20583148
22300.0, 0.20582794
22310.0, 0.20582438
22320.0, 0.20582084
22330.0, 0.20581734
22340.0, 0.2058138
22350.0, 0.2058103
22360.0, 0.20580679
22370.0, 0.20580329
22380.0, 0.2057998
22390.0, 0.20579632
22400.0, 0.20579283
22410.0, 0.20578936
22420.0, 0.2057859
22430.0, 0.20578244
22440.0, 0.20577899
22450.0, 0.20577553
22460.0, 0.20577212
22470.0, 0.20576867
22480.0, 0.20576526
22490.0, 0.20576182
22500.0, 0.20575842
22510.0, 0.20575503
22520.0, 0.20575163
22530.0, 0.20574823
22540.0, 0.20574486
22550.0, 0.20574148
22560.0, 0.20573811
22570.0, 0.20573474
22580.0, 0.20573138
22590.0, 0.20572804
22600.0, 0.2057247
22610.0, 0.20572136
22620.0, 0.20571803
22630.0, 0.2057147
22640.0, 0.2057114
22650.0, 0.20570807
22660.0, 0.20570476
22670.0, 0.20570147
22680.0, 0.20569819
22690.0, 0.2056949
22700.0, 0.20569164
22710.0, 0.20568836
22720.0, 0.20568511
22730.0, 0.20568183
22740.0, 0.20567858
22750.0, 0.20567533
22760.0, 0.20567212
22770.0, 0.20566887
22780.0, 0.20566565
22790.0, 0.20566243
22800.0, 0.20565923
22810.0, 0.205656
22820.0, 0.2056528
22830.0, 0.20564961
22840.0, 0.20564643
22850.0, 0.20564324
22860.0, 0.20564006
22870.0, 0.2056369
22880.0, 0.20563373
22890.0, 0.20563059
22900.0, 0.20562743
22910.0, 0.2056243
22920.0, 0.20562115
22930.0, 0.20561802
22940.0, 0.2056149
22950.0, 0.20561178
22960.0, 0.20560867
22970.0, 0.20560555
22980.0, 0.20560247
22990.0, 0.20559937
23000.0, 0.20559628
23010.0, 0.2055932
23020.0, 0.20559011
23030.0, 0.20558706
23040.0, 0.20558399
23050.0, 0.20558095
23060.0, 0.2055779
23070.0, 0.20557483
23080.0, 0.20557182
23090.0, 0.20556878
23100.0, 0.20556575
23110.0, 0.20556273
23120.0, 0.20555972
23130.0, 0.2055567
23140.0, 0.20555371
23150.0, 0.2055507
23160.0, 0.2055477
23170.0, 0.20554474
23180.0, 0.20554174
23190.0, 0.20553878
23200.0, 0.20553581
23210.0, 0.20553285
23220.0, 0.20552988
23230.0, 0.20552695
