Energy (in eV), backscattering yield of material gr2k-NASCAP at isotropic incidence
   X,       Y
23240.0, 0.205524
23250.0, 0.20552105
23260.0, 0.20551813
23270.0, 0.2055152
23280.0, 0.20551227
23290.0, 0.20550938
23300.0, 0.20550646
23310.0, 0.20550355
23320.0, 0.20550068
23330.0, 0.20549777
23340.0, 0.2054949
23350.0, 0.205492
23360.0, 0.20548914
23370.0, 0.20548627
23380.0, 0.2054834
23390.0, 0.20548055
23400.0, 0.2054777
23410.0, 0.20547487
23420.0, 0.205472
23430.0, 0.20546918
23440.0, 0.20546636
23450.0, 0.20546353
23460.0, 0.2054607
23470.0, 0.2054579
23480.0, 0.2054551
23490.0, 0.2054523
23500.0, 0.20544949
23510.0, 0.20544669
23520.0, 0.20544392
23530.0, 0.20544113
23540.0, 0.20543836
23550.0, 0.20543562
23560.0, 0.20543283
23570.0, 0.20543008
23580.0, 0.20542733
23590.0, 0.20542459
23600.0, 0.20542185
23610.0, 0.20541911
23620.0, 0.20541638
23630.0, 0.20541365
23640.0, 0.20541094
23650.0, 0.20540823
23660.0, 0.20540552
23670.0, 0.20540282
23680.0, 0.20540012
23690.0, 0.20539743
23700.0, 0.20539474
23710.0, 0.20539205
23720.0, 0.20538938
23730.0, 0.20538671
23740.0, 0.20538405
23750.0, 0.2053814
23760.0, 0.20537874
23770.0, 0.20537609
23780.0, 0.20537345
23790.0, 0.20537081
23800.0, 0.20536818
23810.0, 0.20536554
23820.0, 0.20536293
23830.0, 0.20536031
23840.0, 0.2053577
23850.0, 0.20535508
23860.0, 0.20535249
23870.0, 0.20534989
23880.0, 0.2053473
23890.0, 0.2053447
23900.0, 0.20534213
23910.0, 0.20533957
23920.0, 0.20533699
23930.0, 0.20533442
23940.0, 0.20533186
23950.0, 0.2053293
23960.0, 0.20532677
23970.0, 0.2053242
23980.0, 0.20532167
23990.0, 0.20531912
24000.0, 0.2053166
24010.0, 0.20531407
24020.0, 0.20531155
24030.0, 0.20530905
24040.0, 0.20530653
24050.0, 0.20530401
24060.0, 0.20530154
24070.0, 0.20529903
24080.0, 0.20529653
24090.0, 0.20529406
24100.0, 0.20529157
24110.0, 0.2052891
24120.0, 0.20528662
24130.0, 0.20528415
24140.0, 0.20528169
24150.0, 0.20527925
24160.0, 0.2052768
24170.0, 0.20527434
24180.0, 0.20527191
24190.0, 0.20526949
24200.0, 0.20526703
24210.0, 0.20526461
24220.0, 0.2052622
24230.0, 0.20525977
24240.0, 0.20525737
24250.0, 0.20525494
24260.0, 0.20525256
24270.0, 0.20525016
24280.0, 0.20524776
24290.0, 0.20524538
24300.0, 0.20524299
24310.0, 0.2052406
24320.0, 0.20523824
24330.0, 0.20523587
24340.0, 0.20523351
24350.0, 0.20523115
24360.0, 0.20522879
24370.0, 0.20522645
24380.0, 0.2052241
24390.0, 0.20522174
24400.0, 0.2052194
24410.0, 0.20521708
24420.0, 0.20521475
24430.0, 0.20521243
24440.0, 0.2052101
24450.0, 0.2052078
24460.0, 0.20520549
24470.0, 0.20520319
24480.0, 0.20520088
24490.0, 0.2051986
24500.0, 0.2051963
24510.0, 0.20519401
24520.0, 0.20519175
24530.0, 0.20518947
24540.0, 0.20518717
24550.0, 0.2051849
24560.0, 0.20518266
24570.0, 0.20518039
24580.0, 0.20517813
24590.0, 0.20517589
24600.0, 0.20517364
24610.0, 0.2051714
24620.0, 0.20516917
24630.0, 0.20516695
24640.0, 0.20516472
24650.0, 0.20516248
24660.0, 0.20516026
24670.0, 0.20515805
24680.0, 0.20515585
24690.0, 0.20515364
24700.0, 0.20515144
24710.0, 0.20514925
24720.0, 0.20514706
24730.0, 0.20514487
24740.0, 0.20514268
24750.0, 0.20514049
24760.0, 0.20513831
24770.0, 0.20513617
24780.0, 0.20513399
24790.0, 0.20513183
24800.0, 0.20512965
24810.0, 0.2051275
24820.0, 0.20512536
24830.0, 0.20512322
24840.0, 0.20512107
24850.0, 0.20511895
24860.0, 0.20511682
24870.0, 0.20511468
24880.0, 0.20511255
24890.0, 0.20511043
24900.0, 0.20510833
24910.0, 0.2051062
24920.0, 0.20510411
24930.0, 0.205102
24940.0, 0.2050999
24950.0, 0.20509781
24960.0, 0.20509572
24970.0, 0.20509364
24980.0, 0.20509155
24990.0, 0.20508948
25000.0, 0.20508741
25010.0, 0.20508532
25020.0, 0.20508328
25030.0, 0.20508121
25040.0, 0.20507915
25050.0, 0.2050771
25060.0, 0.20507506
25070.0, 0.205073
25080.0, 0.20507096
25090.0, 0.20506893
25100.0, 0.2050669
25110.0, 0.20506488
25120.0, 0.20506285
25130.0, 0.20506082
25140.0, 0.20505881
25150.0, 0.2050568
25160.0, 0.20505479
25170.0, 0.2050528
25180.0, 0.2050508
25190.0, 0.20504878
25200.0, 0.2050468
25210.0, 0.2050448
25220.0, 0.20504281
25230.0, 0.20504084
25240.0, 0.20503886
25250.0, 0.2050369
25260.0, 0.20503493
25270.0, 0.20503296
25280.0, 0.205031
25290.0, 0.20502904
25300.0, 0.20502709
25310.0, 0.20502514
25320.0, 0.2050232
25330.0, 0.20502126
25340.0, 0.20501933
25350.0, 0.20501739
25360.0, 0.20501545
25370.0, 0.20501351
25380.0, 0.20501159
25390.0, 0.20500968
25400.0, 0.20500778
25410.0, 0.20500587
25420.0, 0.20500395
25430.0, 0.20500204
25440.0, 0.20500016
25450.0, 0.20499825
25460.0, 0.20499636
25470.0, 0.20499447
25480.0, 0.20499259
25490.0, 0.20499071
25500.0, 0.20498884
25510.0, 0.20498696
25520.0, 0.20498508
25530.0, 0.20498323
25540.0, 0.20498137
25550.0, 0.2049795
25560.0, 0.20497766
25570.0, 0.2049758
25580.0, 0.20497395
25590.0, 0.2049721
25600.0, 0.20497027
25610.0, 0.20496844
25620.0, 0.2049666
25630.0, 0.20496477
25640.0, 0.20496294
25650.0, 0.20496112
25660.0, 0.20495932
25670.0, 0.2049575
25680.0, 0.20495568
25690.0, 0.20495388
25700.0, 0.20495208
25710.0, 0.20495027
25720.0, 0.20494847
25730.0, 0.20494668
25740.0, 0.20494491
25750.0, 0.2049431
25760.0, 0.20494133
25770.0, 0.20493954
25780.0, 0.20493779
25790.0, 0.20493601
25800.0, 0.20493422
25810.0, 0.20493247
25820.0, 0.20493072
25830.0, 0.20492895
25840.0, 0.20492719
25850.0, 0.20492546
25860.0, 0.2049237
25870.0, 0.20492196
25880.0, 0.20492022
25890.0, 0.20491849
25900.0, 0.20491675
25910.0, 0.20491502
25920.0, 0.2049133
25930.0, 0.20491156
25940.0, 0.20490985
25950.0, 0.20490815
25960.0, 0.20490643
25970.0, 0.2049047
25980.0, 0.204903
25990.0, 0.20490131
26000.0, 0.20489962
26010.0, 0.20489791
26020.0, 0.20489623
26030.0, 0.20489453
26040.0, 0.20489286
26050.0, 0.20489118
26060.0, 0.20488948
26070.0, 0.20488782
26080.0, 0.20488614
26090.0, 0.20488447
26100.0, 0.2048828
26110.0, 0.20488113
26120.0, 0.20487949
26130.0, 0.20487782
26140.0, 0.20487617
26150.0, 0.20487452
26160.0, 0.20487289
26170.0, 0.20487124
26180.0, 0.20486961
26190.0, 0.20486797
26200.0, 0.20486633
26210.0, 0.20486471
26220.0, 0.20486307
26230.0, 0.20486146
26240.0, 0.20485985
26250.0, 0.20485823
26260.0, 0.20485662
26270.0, 0.20485501
26280.0, 0.2048534
26290.0, 0.20485178
26300.0, 0.2048502
26310.0, 0.20484859
26320.0, 0.20484701
26330.0, 0.20484541
26340.0, 0.20484382
26350.0, 0.20484225
26360.0, 0.20484066
26370.0, 0.20483908
26380.0, 0.2048375
26390.0, 0.20483594
26400.0, 0.20483436
26410.0, 0.2048328
26420.0, 0.20483124
26430.0, 0.2048297
26440.0, 0.20482813
26450.0, 0.20482658
26460.0, 0.20482501
26470.0, 0.20482348
26480.0, 0.20482193
26490.0, 0.2048204
26500.0, 0.20481886
26510.0, 0.20481731
26520.0, 0.20481579
26530.0, 0.20481427
26540.0, 0.20481274
26550.0, 0.20481122
26560.0, 0.2048097
26570.0, 0.20480818
26580.0, 0.20480667
26590.0, 0.20480515
26600.0, 0.20480366
26610.0, 0.20480214
26620.0, 0.20480064
26630.0, 0.20479915
26640.0, 0.20479766
26650.0, 0.20479617
26660.0, 0.20479466
26670.0, 0.20479318
26680.0, 0.20479171
26690.0, 0.2047902
26700.0, 0.20478874
26710.0, 0.20478727
26720.0, 0.2047858
26730.0, 0.20478433
26740.0, 0.20478286
26750.0, 0.2047814
26760.0, 0.20477994
26770.0, 0.20477849
26780.0, 0.20477703
26790.0, 0.20477557
26800.0, 0.20477413
26810.0, 0.20477268
26820.0, 0.20477124
26830.0, 0.20476979
26840.0, 0.20476836
26850.0, 0.20476693
26860.0, 0.2047655
26870.0, 0.20476407
26880.0, 0.20476264
26890.0, 0.20476122
26900.0, 0.20475982
26910.0, 0.20475839
26920.0, 0.20475698
26930.0, 0.20475557
26940.0, 0.20475416
26950.0, 0.20475274
26960.0, 0.20475134
26970.0, 0.20474994
26980.0, 0.20474854
26990.0, 0.20474716
27000.0, 0.20474577
27010.0, 0.20474438
27020.0, 0.20474298
27030.0, 0.2047416
27040.0, 0.20474023
27050.0, 0.20473884
27060.0, 0.20473747
27070.0, 0.2047361
27080.0, 0.20473473
27090.0, 0.20473337
27100.0, 0.204732
27110.0, 0.20473064
27120.0, 0.20472927
27130.0, 0.20472792
27140.0, 0.20472656
27150.0, 0.20472522
27160.0, 0.20472386
27170.0, 0.20472254
27180.0, 0.20472118
27190.0, 0.20471984
27200.0, 0.20471852
27210.0, 0.20471717
27220.0, 0.20471585
27230.0, 0.2047145
27240.0, 0.2047132
27250.0, 0.20471187
27260.0, 0.20471054
27270.0, 0.20470922
27280.0, 0.2047079
27290.0, 0.2047066
27300.0, 0.20470528
27310.0, 0.20470397
27320.0, 0.20470266
27330.0, 0.20470136
27340.0, 0.20470007
27350.0, 0.20469877
27360.0, 0.20469747
27370.0, 0.20469618
27380.0, 0.2046949
27390.0, 0.2046936
27400.0, 0.2046923
27410.0, 0.20469104
27420.0, 0.20468976
27430.0, 0.20468849
27440.0, 0.2046872
27450.0, 0.20468594
27460.0, 0.20468467
27470.0, 0.20468338
27480.0, 0.20468213
27490.0, 0.20468087
27500.0, 0.20467961
27510.0, 0.20467836
27520.0, 0.20467709
27530.0, 0.20467585
27540.0, 0.20467459
27550.0, 0.20467335
27560.0, 0.20467211
27570.0, 0.20467086
27580.0, 0.20466962
27590.0, 0.20466839
27600.0, 0.20466717
27610.0, 0.20466593
27620.0, 0.20466468
27630.0, 0.20466346
27640.0, 0.20466225
27650.0, 0.20466101
27660.0, 0.2046598
27670.0, 0.20465858
27680.0, 0.20465736
27690.0, 0.20465614
27700.0, 0.20465495
27710.0, 0.20465374
27720.0, 0.20465253
27730.0, 0.20465133
27740.0, 0.20465013
27750.0, 0.20464893
27760.0, 0.20464773
27770.0, 0.20464654
27780.0, 0.20464535
27790.0, 0.20464416
27800.0, 0.20464297
27810.0, 0.20464179
27820.0, 0.20464061
27830.0, 0.20463943
27840.0, 0.20463824
27850.0, 0.20463707
27860.0, 0.2046359
27870.0, 0.20463474
27880.0, 0.20463358
27890.0, 0.20463239
27900.0, 0.20463124
27910.0, 0.20463009
27920.0, 0.20462891
27930.0, 0.20462777
27940.0, 0.2046266
27950.0, 0.20462546
27960.0, 0.20462431
27970.0, 0.20462316
27980.0, 0.20462202
27990.0, 0.20462088
28000.0, 0.20461974
28010.0, 0.2046186
28020.0, 0.20461746
28030.0, 0.20461634
28040.0, 0.2046152
28050.0, 0.20461407
28060.0, 0.20461294
28070.0, 0.20461181
28080.0, 0.2046107
28090.0, 0.20460959
28100.0, 0.20460847
28110.0, 0.20460734
28120.0, 0.20460622
28130.0, 0.20460512
28140.0, 0.20460403
28150.0, 0.20460293
28160.0, 0.20460181
28170.0, 0.2046007
28180.0, 0.2045996
28190.0, 0.20459852
28200.0, 0.20459741
28210.0, 0.20459631
28220.0, 0.20459522
28230.0, 0.20459414
28240.0, 0.20459305
28250.0, 0.20459197
28260.0, 0.20459089
28270.0, 0.2045898
28280.0, 0.20458873
28290.0, 0.20458765
28300.0, 0.20458658
28310.0, 0.20458551
28320.0, 0.20458443
28330.0, 0.20458336
28340.0, 0.2045823
28350.0, 0.20458125
28360.0, 0.20458019
28370.0, 0.20457913
28380.0, 0.20457806
28390.0, 0.20457701
28400.0, 0.20457597
28410.0, 0.20457491
28420.0, 0.20457387
28430.0, 0.20457281
28440.0, 0.20457177
28450.0, 0.20457073
28460.0, 0.2045697
28470.0, 0.20456865
28480.0, 0.20456761
28490.0, 0.20456657
28500.0, 0.20456555
28510.0, 0.20456453
28520.0, 0.2045635
28530.0, 0.20456247
28540.0, 0.20456143
28550.0, 0.20456041
28560.0, 0.20455942
28570.0, 0.20455839
28580.0, 0.20455737
28590.0, 0.20455636
28600.0, 0.20455535
28610.0, 0.20455435
28620.0, 0.20455334
28630.0, 0.20455234
28640.0, 0.20455132
28650.0, 0.20455031
28660.0, 0.20454931
28670.0, 0.20454831
28680.0, 0.20454733
28690.0, 0.20454635
28700.0, 0.20454535
28710.0, 0.20454437
28720.0, 0.20454337
28730.0, 0.20454238
28740.0, 0.20454141
28750.0, 0.20454042
28760.0, 0.20453945
28770.0, 0.20453848
28780.0, 0.2045375
28790.0, 0.20453653
28800.0, 0.20453554
28810.0, 0.20453458
28820.0, 0.2045336
28830.0, 0.20453264
28840.0, 0.20453168
28850.0, 0.20453072
28860.0, 0.20452975
28870.0, 0.2045288
28880.0, 0.20452784
28890.0, 0.2045269
28900.0, 0.20452593
28910.0, 0.20452498
28920.0, 0.20452404
28930.0, 0.20452309
28940.0, 0.20452215
28950.0, 0.20452121
28960.0, 0.20452026
28970.0, 0.20451932
28980.0, 0.20451838
28990.0, 0.20451745
29000.0, 0.20451652
29010.0, 0.20451558
29020.0, 0.20451464
29030.0, 0.20451373
29040.0, 0.20451279
29050.0, 0.20451187
29060.0, 0.20451094
29070.0, 0.20451003
29080.0, 0.20450911
29090.0, 0.20450819
29100.0, 0.20450728
29110.0, 0.20450635
29120.0, 0.20450544
29130.0, 0.20450455
29140.0, 0.20450364
29150.0, 0.20450273
29160.0, 0.20450184
29170.0, 0.20450093
29180.0, 0.20450002
29190.0, 0.20449913
29200.0, 0.20449823
29210.0, 0.20449734
29220.0, 0.20449644
29230.0, 0.20449555
29240.0, 0.20449466
29250.0, 0.20449376
29260.0, 0.20449288
29270.0, 0.204492
29280.0, 0.20449111
29290.0, 0.20449023
29300.0, 0.20448937
29310.0, 0.20448847
29320.0, 0.2044876
29330.0, 0.20448673
29340.0, 0.20448586
29350.0, 0.20448497
29360.0, 0.20448412
29370.0, 0.20448324
29380.0, 0.20448238
29390.0, 0.20448153
29400.0, 0.20448066
29410.0, 0.20447981
29420.0, 0.20447895
29430.0, 0.20447807
29440.0, 0.20447724
29450.0, 0.20447637
29460.0, 0.20447552
29470.0, 0.20447467
29480.0, 0.20447382
29490.0, 0.20447297
29500.0, 0.20447214
29510.0, 0.20447128
29520.0, 0.20447044
29530.0, 0.20446962
29540.0, 0.20446877
29550.0, 0.20446794
29560.0, 0.2044671
29570.0, 0.20446627
29580.0, 0.20446543
29590.0, 0.2044646
29600.0, 0.20446378
29610.0, 0.20446295
29620.0, 0.20446213
29630.0, 0.2044613
29640.0, 0.20446049
29650.0, 0.20445967
29660.0, 0.20445885
29670.0, 0.20445803
29680.0, 0.20445722
29690.0, 0.2044564
29700.0, 0.20445558
29710.0, 0.20445476
29720.0, 0.20445396
29730.0, 0.20445317
29740.0, 0.20445237
29750.0, 0.20445155
29760.0, 0.20445076
29770.0, 0.20444995
29780.0, 0.20444913
29790.0, 0.20444836
29800.0, 0.20444757
29810.0, 0.20444675
29820.0, 0.20444596
29830.0, 0.20444518
29840.0, 0.2044444
29850.0, 0.2044436
29860.0, 0.20444281
29870.0, 0.20444202
29880.0, 0.20444123
29890.0, 0.20444047
29900.0, 0.2044397
29910.0, 0.20443891
29920.0, 0.20443812
29930.0, 0.20443736
29940.0, 0.20443657
29950.0, 0.20443581
29960.0, 0.20443504
29970.0, 0.20443426
29980.0, 0.2044335
29990.0, 0.20443273
30000.0, 0.20443198
