Energy (in eV), backscattering yield of material te2k-NASCAP at incidence 60.0 degree
   X,       Y
0.0, 0.70710677
10.0, 0.42888197
20.0, 0.26013008
30.0, 0.15777686
40.0, 0.09569651
50.0, 0.05804287
60.0, 0.10909854
70.0, 0.14181823
80.0, 0.16611472
90.0, 0.18526344
100.0, 0.20094621
110.0, 0.21415573
120.0, 0.22552295
130.0, 0.23547028
140.0, 0.2442926
150.0, 0.25220293
160.0, 0.2593598
170.0, 0.2658843
180.0, 0.27187088
190.0, 0.2773945
200.0, 0.28251582
210.0, 0.2872843
220.0, 0.29174122
230.0, 0.2959208
240.0, 0.29985228
250.0, 0.30356047
260.0, 0.30706668
270.0, 0.3103895
280.0, 0.3135449
290.0, 0.31654707
300.0, 0.31940842
310.0, 0.32213998
320.0, 0.32475156
330.0, 0.32725185
340.0, 0.32964873
350.0, 0.33194923
360.0, 0.3341598
370.0, 0.33628616
380.0, 0.33833352
390.0, 0.3403067
400.0, 0.3422101
410.0, 0.3440477
420.0, 0.34582317
430.0, 0.34753993
440.0, 0.34920105
450.0, 0.35080943
460.0, 0.35236773
470.0, 0.35387847
480.0, 0.3553439
490.0, 0.35676622
500.0, 0.35814738
510.0, 0.3594893
520.0, 0.36079362
530.0, 0.36206213
540.0, 0.36329618
550.0, 0.36449736
560.0, 0.36566696
570.0, 0.3668062
580.0, 0.36791644
590.0, 0.36899862
600.0, 0.37005395
610.0, 0.37108335
620.0, 0.37208784
630.0, 0.37306827
640.0, 0.37402558
650.0, 0.37496048
660.0, 0.37587383
670.0, 0.3767663
680.0, 0.37763864
690.0, 0.3784915
700.0, 0.3793255
710.0, 0.38014126
720.0, 0.38093936
730.0, 0.3817203
740.0, 0.38248473
750.0, 0.383233
760.0, 0.38396567
770.0, 0.38468322
780.0, 0.38538608
790.0, 0.38607466
800.0, 0.38674936
810.0, 0.3874106
820.0, 0.3880587
830.0, 0.38869405
840.0, 0.38931698
850.0, 0.38992786
860.0, 0.39052698
870.0, 0.39111465
880.0, 0.39169118
890.0, 0.39225683
900.0, 0.39281192
910.0, 0.39335662
920.0, 0.3938913
930.0, 0.39441615
940.0, 0.3949314
950.0, 0.39543733
960.0, 0.39593408
970.0, 0.39642194
980.0, 0.39690107
990.0, 0.39737168
1000.0, 0.39783397
1010.0, 0.39762834
1020.0, 0.397423
1030.0, 0.39721796
1040.0, 0.39701322
1050.0, 0.3968088
1060.0, 0.3966047
1070.0, 0.39640087
1080.0, 0.39619732
1090.0, 0.39599413
1100.0, 0.3957912
1110.0, 0.39558858
1120.0, 0.39538628
1130.0, 0.39518428
1140.0, 0.39498258
1150.0, 0.39478114
1160.0, 0.39458004
1170.0, 0.39437923
1180.0, 0.39417872
1190.0, 0.3939785
1200.0, 0.3937786
1210.0, 0.39357898
1220.0, 0.39337966
1230.0, 0.39318064
1240.0, 0.39298192
1250.0, 0.3927835
1260.0, 0.39258537
1270.0, 0.39238754
1280.0, 0.39219
1290.0, 0.39199275
1300.0, 0.3917958
1310.0, 0.39159915
1320.0, 0.39140278
1330.0, 0.39120674
1340.0, 0.39101097
1350.0, 0.39081547
1360.0, 0.39062032
1370.0, 0.3904254
1380.0, 0.39023083
1390.0, 0.3900365
1400.0, 0.38984248
1410.0, 0.38964877
1420.0, 0.38945535
1430.0, 0.3892622
1440.0, 0.38906935
1450.0, 0.3888768
1460.0, 0.3886845
1470.0, 0.38849252
1480.0, 0.38830084
1490.0, 0.38810942
1500.0, 0.38791832
1510.0, 0.3877275
1520.0, 0.38753694
1530.0, 0.38734668
1540.0, 0.38715672
1550.0, 0.38696706
1560.0, 0.38677764
1570.0, 0.38658854
1580.0, 0.38639972
1590.0, 0.3862112
1600.0, 0.38602293
1610.0, 0.38583496
1620.0, 0.3856473
1630.0, 0.38545987
1640.0, 0.38527277
1650.0, 0.38508594
1660.0, 0.38489938
1670.0, 0.3847131
1680.0, 0.38452712
1690.0, 0.38434142
1700.0, 0.384156
1710.0, 0.38397086
1720.0, 0.383786
1730.0, 0.3836014
1740.0, 0.38341713
1750.0, 0.3832331
1760.0, 0.38304934
1770.0, 0.38286588
1780.0, 0.3826827
1790.0, 0.3824998
1800.0, 0.3823172
1810.0, 0.38213482
1820.0, 0.38195276
1830.0, 0.38177097
1840.0, 0.38158944
1850.0, 0.3814082
1860.0, 0.38122725
1870.0, 0.38104656
1880.0, 0.38086617
1890.0, 0.380686
1900.0, 0.38050616
1910.0, 0.38032657
1920.0, 0.38014725
1930.0, 0.37996823
1940.0, 0.37978944
1950.0, 0.37961096
1960.0, 0.37943274
1970.0, 0.3792548
1980.0, 0.37907714
1990.0, 0.37889972
2000.0, 0.37872258
2010.0, 0.37854573
2020.0, 0.37836915
2030.0, 0.3781928
2040.0, 0.37801677
2050.0, 0.377841
2060.0, 0.3776655
2070.0, 0.37749025
2080.0, 0.37731528
2090.0, 0.37714058
2100.0, 0.37696615
2110.0, 0.37679198
2120.0, 0.3766181
2130.0, 0.37644446
2140.0, 0.3762711
2150.0, 0.376098
2160.0, 0.37592518
2170.0, 0.3757526
2180.0, 0.3755803
2190.0, 0.37540826
2200.0, 0.3752365
2210.0, 0.375065
2220.0, 0.37489378
2230.0, 0.3747228
2240.0, 0.37455207
2250.0, 0.37438163
2260.0, 0.37421146
2270.0, 0.37404153
2280.0, 0.37387186
2290.0, 0.3737025
2300.0, 0.37353334
2310.0, 0.37336448
2320.0, 0.37319586
2330.0, 0.3730275
2340.0, 0.37285942
2350.0, 0.3726916
2360.0, 0.37252402
2370.0, 0.3723567
2380.0, 0.37218967
2390.0, 0.37202287
2400.0, 0.37185633
2410.0, 0.37169006
2420.0, 0.37152404
