Time (s), esn 2 net current (A), esn 2 collected current (A), esn 2 emitted current (A)
10.004141, -2.2082365E-6, -8.329296E-6, -6.12106E-6
20.60349, -3.4935877E-6, -9.320811E-6, -5.8272235E-6
31.736023, -2.1397964E-6, -7.8397525E-6, -5.699956E-6
42.584393, -2.0853522E-6, -7.7316445E-6, -5.6462923E-6
54.993843, -2.1344933E-6, -7.662966E-6, -5.5284722E-6
65.314285, -1.9246495E-6, -7.445015E-6, -5.5203654E-6
75.379776, -1.8813602E-6, -7.3063866E-6, -5.4250263E-6
89.25104, -1.8792091E-6, -7.3167193E-6, -5.43751E-6
102.321465, -1.7698303E-6, -7.1816885E-6, -5.411858E-6
112.98028, -2.468116E-6, -7.83364E-6, -5.365524E-6
126.77251, -1.5171333E-6, -6.935036E-6, -5.4179022E-6
142.59341, -1.5300742E-6, -6.8401655E-6, -5.310091E-6
169.59946, -1.2917893E-6, -6.761884E-6, -5.4700945E-6
181.3832, -1.2912244E-6, -6.687277E-6, -5.3960525E-6
193.43687, -1.4989334E-6, -6.874531E-6, -5.3755975E-6
212.64473, -1.0401656E-6, -6.397521E-6, -5.357355E-6
224.34773, -1.1364805E-6, -6.3639227E-6, -5.227442E-6
241.98785, -1.0842996E-6, -6.3864927E-6, -5.302193E-6
260.51187, -9.0753747E-7, -6.290484E-6, -5.3829467E-6
271.9116, -8.8474064E-7, -6.2506415E-6, -5.3659005E-6
283.54352, -8.034891E-7, -6.1046903E-6, -5.3012013E-6
298.2867, -7.119508E-7, -6.0359E-6, -5.3239487E-6
309.19302, -7.142289E-7, -5.9755093E-6, -5.2612804E-6
320.75186, -5.793195E-7, -5.9579575E-6, -5.378638E-6
332.57407, -5.5149576E-7, -5.9763825E-6, -5.4248867E-6
347.3159, -7.0940905E-7, -5.928973E-6, -5.219564E-6
363.04065, -5.8770365E-7, -5.8310734E-6, -5.2433697E-6
384.21808, -4.5989586E-7, -5.817649E-6, -5.3577533E-6
399.2076, -2.821953E-7, -5.7294164E-6, -5.447221E-6
415.37927, -3.0184478E-7, -5.6520157E-6, -5.350171E-6
430.5317, -4.205465E-7, -5.717348E-6, -5.2968016E-6
443.5159, -1.7133425E-7, -5.5691926E-6, -5.3978583E-6
457.58667, -2.635611E-7, -5.5842966E-6, -5.3207355E-6
468.32144, -1.47646E-7, -5.5183414E-6, -5.3706954E-6
479.4181, -9.019048E-6, -1.4361034E-5, -5.3419867E-6
493.498, -1.4059333E-7, -5.474957E-6, -5.334364E-6
508.62622, -5.481388E-8, -5.403319E-6, -5.348505E-6
528.36865, -1.7905509E-7, -5.4744073E-6, -5.2953524E-6
542.2951, -7.960398E-8, -5.38572E-6, -5.3061162E-6
577.1393, 8.2598824E-8, -5.3232507E-6, -5.405849E-6
606.07697, -4.464732E-7, -5.7668262E-6, -5.320353E-6
619.93677, 3.2709644E-7, -5.208159E-6, -5.5352557E-6
632.38696, 2.5660256E-7, -5.2196006E-6, -5.476203E-6
645.91327, 1.5969044E-7, -5.256861E-6, -5.4165516E-6
745.91327, 2.6779708E-7, -5.1642937E-6, -5.432091E-6
766.0475, 2.8261837E-7, -5.1482807E-6, -5.4308994E-6
777.7898, 3.1808622E-7, -5.1175966E-6, -5.435683E-6
877.7898, 3.8887038E-7, -5.108692E-6, -5.4975626E-6
977.7898, 5.0719154E-7, -5.121982E-6, -5.6291738E-6
1077.7898, 6.034343E-7, -5.0218287E-6, -5.625263E-6
