Time (s), esn 7 net current (A), esn 7 collected current (A), esn 7 emitted current (A)
10.004141, -1.0465908E-5, -3.9752285E-5, -2.9286377E-5
20.60349, -1.0492751E-5, -3.9057108E-5, -2.8564358E-5
31.736023, -1.04169485E-5, -3.852871E-5, -2.8111763E-5
42.584393, -1.0298759E-5, -3.8284717E-5, -2.798596E-5
54.993843, -1.0076744E-5, -3.7966423E-5, -2.7889679E-5
65.314285, -1.0040342E-5, -3.7917856E-5, -2.7877513E-5
75.379776, -8.827925E-6, -3.6695063E-5, -2.7867138E-5
89.25104, -9.103149E-6, -3.7047987E-5, -2.794484E-5
102.321465, -8.171063E-6, -3.6148886E-5, -2.7977823E-5
112.98028, -7.668707E-6, -3.5700836E-5, -2.8032127E-5
126.77251, -7.584042E-6, -3.5502417E-5, -2.7918375E-5
142.59341, -7.5480602E-6, -3.5565787E-5, -2.8017726E-5
169.59946, -7.211748E-6, -3.5362333E-5, -2.8150585E-5
181.3832, -6.646149E-6, -3.4889297E-5, -2.8243148E-5
193.43687, -6.283171E-6, -3.4634104E-5, -2.8350934E-5
212.64473, -5.365351E-6, -3.390012E-5, -2.8534769E-5
224.34773, -5.122023E-6, -3.3540502E-5, -2.8418479E-5
241.98785, -5.8661863E-6, -3.422453E-5, -2.8358343E-5
260.51187, -4.3495093E-6, -3.2826832E-5, -2.8477323E-5
271.9116, -4.6369396E-6, -3.339425E-5, -2.8757313E-5
283.54352, -3.762029E-6, -3.2641434E-5, -2.8879405E-5
298.2867, -3.597762E-6, -3.2586446E-5, -2.8988685E-5
309.19302, -2.5306435E-6, -3.1485743E-5, -2.8955099E-5
320.75186, -3.2839962E-6, -3.2287444E-5, -2.9003448E-5
332.57407, -2.7498754E-6, -3.1757514E-5, -2.9007639E-5
347.3159, -4.308109E-6, -3.3372016E-5, -2.9063907E-5
363.04065, -8.83995E-6, -3.8050366E-5, -2.9210416E-5
384.21808, -2.2411537E-6, -3.1522228E-5, -2.9281076E-5
399.2076, -2.2067015E-6, -3.149894E-5, -2.929224E-5
415.37927, -1.7114135E-6, -3.1149568E-5, -2.9438153E-5
430.5317, -4.7338394E-6, -3.4359266E-5, -2.9625426E-5
443.5159, -1.2535274E-6, -3.078648E-5, -2.9532952E-5
457.58667, -1.0089498E-6, -3.0832158E-5, -2.9823208E-5
468.32144, -1.9919753E-6, -3.161627E-5, -2.9624294E-5
479.4181, -9.941614E-7, -3.0642306E-5, -2.9648145E-5
493.498, -1.9327272E-6, -3.150481E-5, -2.9572082E-5
508.62622, -8.3173654E-7, -3.0662428E-5, -2.9830691E-5
528.36865, -2.9386496E-7, -3.0337285E-5, -3.004342E-5
542.2951, -4.247886E-7, -3.0392035E-5, -2.9967247E-5
577.1393, -1.8742246E-7, -3.0367577E-5, -3.0180156E-5
606.07697, -4.046754E-7, -3.0636962E-5, -3.0232288E-5
619.93677, -5.588267E-6, -3.5606277E-5, -3.0018013E-5
632.38696, -1.3409954E-7, -3.0386702E-5, -3.0252602E-5
645.91327, -3.0523806E-6, -3.3107066E-5, -3.0054685E-5
745.91327, -3.4968798E-7, -3.039597E-5, -3.0046282E-5
766.0475, 3.4220236E-7, -3.0065112E-5, -3.0407313E-5
777.7898, -4.3175787E-6, -3.4852517E-5, -3.053494E-5
877.7898, 3.6680103E-7, -3.0205758E-5, -3.057256E-5
977.7898, 2.945999E-7, -3.0226103E-5, -3.0520703E-5
1077.7898, 7.157432E-7, -2.9814386E-5, -3.053013E-5
