Energy (in eV), backscattering yield of material np2k-NASCAP at incidence 30.0 degree
   X,       Y
23200.0, 0.0825887
23210.0, 0.082586244
23220.0, 0.08258379
23230.0, 0.08258134
23240.0, 0.0825789
23250.0, 0.08257646
23260.0, 0.082574025
23270.0, 0.0825716
23280.0, 0.082569174
23290.0, 0.08256675
23300.0, 0.08256434
23310.0, 0.08256193
23320.0, 0.082559526
23330.0, 0.08255713
23340.0, 0.082554735
23350.0, 0.08255234
23360.0, 0.08254996
23370.0, 0.08254758
23380.0, 0.0825452
23390.0, 0.08254283
23400.0, 0.08254047
23410.0, 0.082538106
23420.0, 0.08253574
23430.0, 0.0825334
23440.0, 0.08253104
23450.0, 0.0825287
23460.0, 0.08252636
23470.0, 0.08252403
23480.0, 0.0825217
23490.0, 0.082519375
23500.0, 0.08251706
23510.0, 0.08251475
23520.0, 0.08251243
23530.0, 0.08251013
23540.0, 0.08250783
23550.0, 0.08250553
23560.0, 0.08250324
23570.0, 0.08250095
23580.0, 0.08249866
23590.0, 0.08249639
23600.0, 0.08249412
23610.0, 0.082491845
23620.0, 0.08248958
23630.0, 0.082487315
23640.0, 0.082485065
23650.0, 0.082482815
23660.0, 0.082480565
23670.0, 0.08247832
23680.0, 0.08247609
23690.0, 0.08247385
23700.0, 0.082471624
23710.0, 0.082469404
23720.0, 0.08246718
23730.0, 0.08246496
23740.0, 0.08246275
23750.0, 0.082460545
23760.0, 0.08245834
23770.0, 0.08245615
23780.0, 0.08245395
23790.0, 0.08245177
23800.0, 0.08244958
23810.0, 0.082447395
23820.0, 0.08244522
23830.0, 0.08244305
23840.0, 0.08244088
23850.0, 0.082438715
23860.0, 0.08243656
23870.0, 0.08243441
23880.0, 0.082432255
23890.0, 0.08243011
23900.0, 0.08242796
23910.0, 0.08242583
23920.0, 0.0824237
23930.0, 0.08242157
23940.0, 0.08241945
23950.0, 0.082417324
23960.0, 0.08241521
23970.0, 0.08241309
23980.0, 0.08241099
23990.0, 0.08240888
24000.0, 0.08240679
24010.0, 0.08240469
24020.0, 0.0824026
24030.0, 0.082400516
24040.0, 0.08239843
24050.0, 0.08239635
24060.0, 0.08239427
24070.0, 0.08239221
24080.0, 0.08239014
24090.0, 0.08238808
24100.0, 0.08238602
24110.0, 0.08238397
24120.0, 0.08238192
24130.0, 0.08237987
24140.0, 0.08237783
24150.0, 0.082375795
24160.0, 0.08237376
24170.0, 0.082371734
24180.0, 0.08236971
24190.0, 0.08236768
24200.0, 0.08236566
24210.0, 0.08236365
24220.0, 0.082361646
24230.0, 0.08235964
24240.0, 0.08235764
24250.0, 0.08235564
24260.0, 0.08235365
24270.0, 0.08235166
24280.0, 0.08234967
24290.0, 0.08234769
24300.0, 0.08234571
24310.0, 0.08234374
24320.0, 0.082341775
24330.0, 0.08233981
24340.0, 0.08233785
24350.0, 0.08233589
24360.0, 0.08233394
24370.0, 0.082331985
24380.0, 0.08233004
24390.0, 0.082328096
24400.0, 0.08232616
24410.0, 0.08232422
24420.0, 0.08232229
24430.0, 0.08232037
24440.0, 0.08231844
24450.0, 0.082316525
24460.0, 0.08231461
24470.0, 0.082312696
24480.0, 0.08231079
24490.0, 0.08230889
24500.0, 0.08230699
24510.0, 0.08230509
24520.0, 0.082303196
24530.0, 0.08230131
24540.0, 0.082299426
24550.0, 0.08229754
24560.0, 0.08229566
24570.0, 0.08229379
24580.0, 0.08229192
24590.0, 0.08229006
24600.0, 0.0822882
24610.0, 0.082286336
24620.0, 0.08228448
24630.0, 0.082282625
24640.0, 0.08228078
24650.0, 0.08227894
24660.0, 0.0822771
24670.0, 0.082275264
24680.0, 0.08227343
24690.0, 0.0822716
24700.0, 0.08226977
24710.0, 0.082267955
24720.0, 0.08226614
24730.0, 0.08226432
24740.0, 0.08226251
24750.0, 0.0822607
24760.0, 0.082258895
24770.0, 0.0822571
24780.0, 0.0822553
24790.0, 0.08225351
24800.0, 0.08225172
24810.0, 0.08224993
24820.0, 0.08224815
24830.0, 0.08224637
24840.0, 0.0822446
24850.0, 0.082242824
24860.0, 0.08224105
24870.0, 0.08223929
24880.0, 0.082237534
24890.0, 0.082235776
24900.0, 0.08223402
24910.0, 0.08223227
24920.0, 0.08223052
24930.0, 0.08222877
24940.0, 0.08222704
24950.0, 0.0822253
24960.0, 0.082223564
24970.0, 0.082221836
24980.0, 0.08222011
24990.0, 0.082218386
25000.0, 0.082216665
25010.0, 0.08221495
25020.0, 0.08221324
25030.0, 0.08221153
25040.0, 0.082209826
25050.0, 0.08220813
25060.0, 0.08220643
25070.0, 0.08220473
25080.0, 0.08220303
25090.0, 0.08220135
25100.0, 0.08219966
25110.0, 0.08219798
25120.0, 0.0821963
25130.0, 0.08219463
25140.0, 0.08219295
25150.0, 0.08219129
25160.0, 0.08218962
25170.0, 0.08218796
25180.0, 0.0821863
25190.0, 0.08218464
25200.0, 0.08218299
25210.0, 0.08218134
25220.0, 0.0821797
25230.0, 0.082178056
25240.0, 0.08217642
25250.0, 0.08217478
25260.0, 0.08217315
25270.0, 0.082171515
25280.0, 0.08216989
25290.0, 0.082168266
25300.0, 0.08216665
25310.0, 0.08216503
25320.0, 0.08216342
25330.0, 0.082161814
25340.0, 0.082160205
25350.0, 0.0821586
25360.0, 0.082157
25370.0, 0.08215541
25380.0, 0.08215381
25390.0, 0.082152225
25400.0, 0.08215063
25410.0, 0.08214905
25420.0, 0.08214747
25430.0, 0.08214589
25440.0, 0.08214431
25450.0, 0.08214274
25460.0, 0.082141176
25470.0, 0.08213961
25480.0, 0.08213805
25490.0, 0.08213649
25500.0, 0.08213493
25510.0, 0.082133375
25520.0, 0.08213183
25530.0, 0.08213028
25540.0, 0.08212874
25550.0, 0.0821272
25560.0, 0.082125664
25570.0, 0.08212413
25580.0, 0.082122594
25590.0, 0.08212107
25600.0, 0.08211955
25610.0, 0.08211802
25620.0, 0.0821165
25630.0, 0.08211499
25640.0, 0.08211347
25650.0, 0.08211196
25660.0, 0.08211046
25670.0, 0.082108945
25680.0, 0.08210745
25690.0, 0.08210595
25700.0, 0.08210445
25710.0, 0.08210296
25720.0, 0.08210147
25730.0, 0.08209999
25740.0, 0.08209851
25750.0, 0.082097024
25760.0, 0.08209555
25770.0, 0.08209407
25780.0, 0.0820926
25790.0, 0.08209113
25800.0, 0.08208967
25810.0, 0.08208821
25820.0, 0.08208674
25830.0, 0.08208529
25840.0, 0.082083836
25850.0, 0.08208238
25860.0, 0.08208094
25870.0, 0.08207949
25880.0, 0.08207805
25890.0, 0.08207661
25900.0, 0.08207517
25910.0, 0.08207374
25920.0, 0.08207231
25930.0, 0.08207088
25940.0, 0.08206946
25950.0, 0.08206803
25960.0, 0.08206662
25970.0, 0.082065195
25980.0, 0.08206379
25990.0, 0.08206237
26000.0, 0.08206096
26010.0, 0.082059555
26020.0, 0.082058154
26030.0, 0.08205675
26040.0, 0.08205536
26050.0, 0.08205397
26060.0, 0.08205257
26070.0, 0.08205118
26080.0, 0.0820498
26090.0, 0.082048416
26100.0, 0.08204704
26110.0, 0.08204566
26120.0, 0.08204428
26130.0, 0.08204291
26140.0, 0.08204154
26150.0, 0.082040176
26160.0, 0.08203881
26170.0, 0.08203745
26180.0, 0.08203609
26190.0, 0.08203474
26200.0, 0.08203339
26210.0, 0.08203203
26220.0, 0.082030684
26230.0, 0.08202934
26240.0, 0.082028
26250.0, 0.08202666
26260.0, 0.08202533
26270.0, 0.082023986
26280.0, 0.08202265
26290.0, 0.082021326
26300.0, 0.08202
26310.0, 0.08201868
26320.0, 0.082017355
26330.0, 0.082016036
26340.0, 0.082014725
26350.0, 0.08201341
26360.0, 0.0820121
26370.0, 0.08201079
26380.0, 0.08200949
26390.0, 0.08200818
26400.0, 0.08200689
26410.0, 0.08200559
26420.0, 0.082004294
26430.0, 0.082003
26440.0, 0.08200171
26450.0, 0.08200043
26460.0, 0.08199914
26470.0, 0.08199786
26480.0, 0.081996575
26490.0, 0.0819953
26500.0, 0.08199403
26510.0, 0.08199275
26520.0, 0.081991486
26530.0, 0.08199022
26540.0, 0.08198895
26550.0, 0.081987694
26560.0, 0.081986435
26570.0, 0.081985176
26580.0, 0.081983924
26590.0, 0.08198267
26600.0, 0.08198142
26610.0, 0.08198017
26620.0, 0.08197893
26630.0, 0.08197769
26640.0, 0.08197645
26650.0, 0.081975214
26660.0, 0.08197398
26670.0, 0.08197275
26680.0, 0.08197152
26690.0, 0.08197029
26700.0, 0.08196907
26710.0, 0.081967846
26720.0, 0.08196662
26730.0, 0.08196541
26740.0, 0.081964195
26750.0, 0.08196298
26760.0, 0.08196177
26770.0, 0.08196056
26780.0, 0.08195936
26790.0, 0.08195816
26800.0, 0.08195695
26810.0, 0.08195576
26820.0, 0.08195456
26830.0, 0.08195337
26840.0, 0.08195218
26850.0, 0.08195099
26860.0, 0.08194981
26870.0, 0.08194862
26880.0, 0.08194744
26890.0, 0.08194626
26900.0, 0.081945084
26910.0, 0.08194391
26920.0, 0.08194274
26930.0, 0.08194157
26940.0, 0.081940405
26950.0, 0.08193924
26960.0, 0.08193807
26970.0, 0.08193692
26980.0, 0.081935756
26990.0, 0.0819346
27000.0, 0.081933446
27010.0, 0.0819323
27020.0, 0.08193115
27030.0, 0.081930004
27040.0, 0.08192886
27050.0, 0.08192772
27060.0, 0.08192658
27070.0, 0.08192544
27080.0, 0.08192431
27090.0, 0.08192317
27100.0, 0.08192204
27110.0, 0.081920914
27120.0, 0.08191979
27130.0, 0.081918664
27140.0, 0.08191754
27150.0, 0.08191643
27160.0, 0.08191531
27170.0, 0.081914194
27180.0, 0.081913084
27190.0, 0.081911966
27200.0, 0.08191086
27210.0, 0.08190975
27220.0, 0.08190865
27230.0, 0.08190755
27240.0, 0.08190645
27250.0, 0.08190536
27260.0, 0.08190426
27270.0, 0.08190317
27280.0, 0.08190208
27290.0, 0.08190099
27300.0, 0.0818999
27310.0, 0.081898816
27320.0, 0.08189774
27330.0, 0.081896655
27340.0, 0.08189558
27350.0, 0.0818945
27360.0, 0.08189344
27370.0, 0.081892364
27380.0, 0.08189129
27390.0, 0.081890225
27400.0, 0.08188917
27410.0, 0.0818881
27420.0, 0.08188704
27430.0, 0.08188598
27440.0, 0.08188493
27450.0, 0.08188387
27460.0, 0.08188282
27470.0, 0.08188177
27480.0, 0.08188072
27490.0, 0.081879675
27500.0, 0.08187863
27510.0, 0.08187759
27520.0, 0.081876546
27530.0, 0.08187551
27540.0, 0.081874475
27550.0, 0.08187345
27560.0, 0.08187242
27570.0, 0.08187138
27580.0, 0.081870355
27590.0, 0.081869334
27600.0, 0.08186831
27610.0, 0.081867285
27620.0, 0.08186627
27630.0, 0.08186525
27640.0, 0.08186424
27650.0, 0.081863225
27660.0, 0.08186221
27670.0, 0.081861205
27680.0, 0.0818602
27690.0, 0.081859194
27700.0, 0.081858195
27710.0, 0.08185719
27720.0, 0.08185619
27730.0, 0.08185519
27740.0, 0.0818542
27750.0, 0.08185321
27760.0, 0.08185222
27770.0, 0.08185123
27780.0, 0.081850246
27790.0, 0.08184926
27800.0, 0.08184828
27810.0, 0.081847295
27820.0, 0.08184631
27830.0, 0.08184534
27840.0, 0.08184437
27850.0, 0.08184339
27860.0, 0.081842415
27870.0, 0.08184145
27880.0, 0.081840485
27890.0, 0.08183952
27900.0, 0.081838556
27910.0, 0.081837595
27920.0, 0.08183663
27930.0, 0.08183567
27940.0, 0.08183472
27950.0, 0.081833765
27960.0, 0.08183281
27970.0, 0.081831865
27980.0, 0.08183092
27990.0, 0.081829965
28000.0, 0.08182903
28010.0, 0.08182808
28020.0, 0.08182715
28030.0, 0.0818262
28040.0, 0.08182527
28050.0, 0.08182433
28060.0, 0.0818234
28070.0, 0.08182247
28080.0, 0.08182154
28090.0, 0.081820615
28100.0, 0.08181968
28110.0, 0.08181877
28120.0, 0.08181784
28130.0, 0.08181692
28140.0, 0.081816
28150.0, 0.08181509
28160.0, 0.08181417
28170.0, 0.08181326
28180.0, 0.081812344
28190.0, 0.08181144
28200.0, 0.081810534
28210.0, 0.081809625
28220.0, 0.08180872
28230.0, 0.08180782
28240.0, 0.08180692
28250.0, 0.08180603
28260.0, 0.081805125
28270.0, 0.08180423
28280.0, 0.08180334
28290.0, 0.08180244
28300.0, 0.081801556
28310.0, 0.08180067
28320.0, 0.08179978
28330.0, 0.081798896
28340.0, 0.08179802
28350.0, 0.08179714
28360.0, 0.08179626
28370.0, 0.08179538
28380.0, 0.0817945
28390.0, 0.08179363
28400.0, 0.08179276
28410.0, 0.08179189
28420.0, 0.08179102
28430.0, 0.08179016
28440.0, 0.08178929
28450.0, 0.08178843
28460.0, 0.081787564
28470.0, 0.08178671
28480.0, 0.08178585
28490.0, 0.08178499
28500.0, 0.08178414
28510.0, 0.08178329
28520.0, 0.08178243
28530.0, 0.08178158
28540.0, 0.08178074
28550.0, 0.08177989
28560.0, 0.08177905
28570.0, 0.081778206
28580.0, 0.081777364
28590.0, 0.08177652
28600.0, 0.08177569
28610.0, 0.081774846
28620.0, 0.08177402
28630.0, 0.081773184
28640.0, 0.08177236
28650.0, 0.08177152
28660.0, 0.081770696
28670.0, 0.08176987
28680.0, 0.08176905
28690.0, 0.08176822
28700.0, 0.0817674
28710.0, 0.08176658
28720.0, 0.08176576
28730.0, 0.08176495
28740.0, 0.08176413
28750.0, 0.08176332
28760.0, 0.08176251
28770.0, 0.081761695
28780.0, 0.08176089
28790.0, 0.081760086
28800.0, 0.08175928
28810.0, 0.08175848
28820.0, 0.08175767
28830.0, 0.081756875
28840.0, 0.08175608
28850.0, 0.08175528
28860.0, 0.08175448
28870.0, 0.08175369
28880.0, 0.0817529
28890.0, 0.08175211
28900.0, 0.08175132
28910.0, 0.08175053
28920.0, 0.081749745
28930.0, 0.08174896
28940.0, 0.08174818
28950.0, 0.0817474
28960.0, 0.081746615
28970.0, 0.08174584
28980.0, 0.081745066
28990.0, 0.08174429
29000.0, 0.081743516
29010.0, 0.08174275
29020.0, 0.081741974
29030.0, 0.08174121
29040.0, 0.08174044
29050.0, 0.08173968
29060.0, 0.08173891
29070.0, 0.081738144
29080.0, 0.081737384
29090.0, 0.08173663
29100.0, 0.08173587
29110.0, 0.08173511
29120.0, 0.08173436
29130.0, 0.08173361
29140.0, 0.08173285
29150.0, 0.0817321
29160.0, 0.08173136
29170.0, 0.081730604
29180.0, 0.08172986
29190.0, 0.081729114
29200.0, 0.08172838
29210.0, 0.08172763
29220.0, 0.081726894
29230.0, 0.081726156
29240.0, 0.08172541
29250.0, 0.08172468
29260.0, 0.08172394
29270.0, 0.08172321
29280.0, 0.08172248
29290.0, 0.08172175
29300.0, 0.08172102
29310.0, 0.0817203
29320.0, 0.08171957
29330.0, 0.08171885
29340.0, 0.081718124
29350.0, 0.0817174
29360.0, 0.08171669
29370.0, 0.081715964
29380.0, 0.08171525
29390.0, 0.08171453
29400.0, 0.08171382
29410.0, 0.08171311
29420.0, 0.081712395
29430.0, 0.08171169
29440.0, 0.08171098
29450.0, 0.08171027
29460.0, 0.081709564
29470.0, 0.08170886
29480.0, 0.08170816
29490.0, 0.08170746
29500.0, 0.081706755
29510.0, 0.08170606
29520.0, 0.08170536
29530.0, 0.08170467
29540.0, 0.08170397
29550.0, 0.08170328
29560.0, 0.08170259
29570.0, 0.0817019
29580.0, 0.08170121
29590.0, 0.081700526
29600.0, 0.08169983
29610.0, 0.081699155
29620.0, 0.08169847
29630.0, 0.08169779
29640.0, 0.08169711
29650.0, 0.08169643
29660.0, 0.08169575
29670.0, 0.08169507
29680.0, 0.0816944
29690.0, 0.081693724
29700.0, 0.08169305
29710.0, 0.08169238
29720.0, 0.08169171
29730.0, 0.08169104
29740.0, 0.08169038
29750.0, 0.081689715
29760.0, 0.081689045
29770.0, 0.08168839
29780.0, 0.081687726
29790.0, 0.08168706
29800.0, 0.08168641
29810.0, 0.08168575
29820.0, 0.081685096
29830.0, 0.08168444
29840.0, 0.08168378
29850.0, 0.08168313
29860.0, 0.08168248
29870.0, 0.081681825
29880.0, 0.081681184
29890.0, 0.081680536
29900.0, 0.08167989
29910.0, 0.08167924
29920.0, 0.0816786
29930.0, 0.08167796
29940.0, 0.08167732
29950.0, 0.08167668
29960.0, 0.081676036
29970.0, 0.0816754
29980.0, 0.08167476
29990.0, 0.08167413
30000.0, 0.081673495
